year,ple0008,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Very good,0.07898,3659,27236,0.07578,0.08219
2016,Good,0.32111,10641,27236,0.31556,0.32665
2016,Satisfactory,0.27547,8217,27236,0.27016,0.28077
2016,Poor,0.13012,3748,27236,0.12613,0.13412
2016,Bad,0.03406,971,27236,0.03191,0.03622
2017,Very good,0.08331,4308,30486,0.08020,0.08641
2017,Good,0.31562,11973,30486,0.31040,0.32084
2017,Satisfactory,0.27953,9212,30486,0.27449,0.28457
2017,Poor,0.12848,4025,30486,0.12472,0.13223
2017,Bad,0.03118,968,30486,0.02923,0.03313
2018,Very good,0.08708,4291,29193,0.08385,0.09032
2018,Good,0.31868,11291,29193,0.31334,0.32403
2018,Satisfactory,0.28133,8863,29193,0.27617,0.28649
2018,Poor,0.12367,3783,29193,0.11989,0.12744
2018,Bad,0.03152,965,29193,0.02952,0.03353
2019,Very good,0.08519,4178,29060,0.08198,0.08840
2019,Good,0.32588,11744,29060,0.32049,0.33126
2019,Satisfactory,0.27200,8585,29060,0.26688,0.27711
2019,Poor,0.12435,3669,29060,0.12056,0.12814
2019,Bad,0.02992,884,29060,0.02796,0.03188
2020,Very good,0.09257,4973,29372,0.08926,0.09589
2020,Good,0.32017,12039,29372,0.31484,0.32551
2020,Satisfactory,0.27174,8092,29372,0.26666,0.27683
2020,Poor,0.12075,3445,29372,0.11702,0.12447
2020,Bad,0.02930,823,29372,0.02738,0.03123
2021,Very good,0.10238,3079,19563,0.09813,0.10662
2021,Good,0.31077,7803,19563,0.30429,0.31726
2021,Satisfactory,0.26115,5468,19563,0.25499,0.26730
2021,Poor,0.12457,2532,19563,0.11994,0.12920
2021,Bad,0.03335,681,19563,0.03084,0.03587
