year,hhtyp,quintil_oecd_hh,hlf0178_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,Single-person household,2nd Quintile,No,0.50998,393,806,0.47545,0.54452
2015,Single-person household,3rd Quintile,Yes,0.57541,393,648,0.53732,0.61350
2015,Single-person household,3rd Quintile,No,0.41531,255,648,0.37734,0.45328
2015,Single-person household,4th Quintile,Yes,0.69825,420,568,0.66047,0.73603
2015,Single-person household,4th Quintile,No,0.29581,148,568,0.25825,0.33338
2015,Single-person household,5th Quintile,Yes,0.80162,439,535,0.76780,0.83544
2015,Single-person household,5th Quintile,No,0.19838,96,535,0.16456,0.23220
2015,Couple without children,1st Quintile,Yes,0.60721,334,502,0.56444,0.64997
2015,Couple without children,1st Quintile,No,0.39158,168,502,0.34883,0.43432
2015,Couple without children,2nd Quintile,Yes,0.64536,544,786,0.61190,0.67883
2015,Couple without children,2nd Quintile,No,0.34858,242,786,0.31524,0.38191
2015,Couple without children,3rd Quintile,Yes,0.76907,636,808,0.73999,0.79815
2015,Couple without children,3rd Quintile,No,0.21464,172,808,0.18631,0.24297
2015,Couple without children,4th Quintile,Yes,0.89686,842,939,0.87739,0.91632
2015,Couple without children,4th Quintile,No,0.10021,97,939,0.08099,0.11942
2015,Couple without children,5th Quintile,Yes,0.96420,1288,1325,0.95420,0.97421
2015,Couple without children,5th Quintile,No,0.03134,37,1325,0.02196,0.04073
2015,Single parent,1st Quintile,Yes,0.84273,647,740,0.81648,0.86898
2015,Single parent,1st Quintile,No,0.15557,93,740,0.12944,0.18170
2015,Single parent,2nd Quintile,Yes,0.86904,408,439,0.83745,0.90064
2015,Single parent,2nd Quintile,No,0.13096,31,439,0.09936,0.16255
2015,Single parent,3rd Quintile,Yes,0.92347,253,253,0.89064,0.95629
2015,Single parent,4th Quintile,Yes,0.92281,163,163,0.88172,0.96391
2015,Single parent,5th Quintile,Yes,0.96283,89,89,0.92331,1.00236
2015,Couple with children,1st Quintile,Yes,0.91660,1037,1125,0.90043,0.93276
2015,Couple with children,1st Quintile,No,0.08180,88,1125,0.06577,0.09782
2015,Couple with children,2nd Quintile,Yes,0.96945,1193,1241,0.95988,0.97903
2015,Couple with children,2nd Quintile,No,0.02996,48,1241,0.02047,0.03944
2015,Couple with children,3rd Quintile,Yes,0.98174,1196,1196,0.97415,0.98934
2015,Couple with children,4th Quintile,Yes,0.98467,1076,1076,0.97732,0.99201
2015,Couple with children,5th Quintile,Yes,0.99047,972,972,0.98436,0.99658
2015,Multi-generational household,1st Quintile,Yes,0.61896,38,38,0.46247,0.77544
2015,Multi-generational household,2nd Quintile,Yes,0.94928,34,34,0.87442,1.02415
2015,Other Combinations,1st Quintile,Yes,0.85977,73,73,0.77956,0.93997
2015,Other Combinations,2nd Quintile,Yes,0.96574,56,56,0.91767,1.01381
2015,Other Combinations,3rd Quintile,Yes,0.88660,38,38,0.78443,0.98877
2015,Other Combinations,4th Quintile,Yes,0.98048,35,35,0.93399,1.02698
2016,Single-person household,1st Quintile,Yes,0.56319,844,1401,0.53721,0.58917
2016,Single-person household,1st Quintile,No,0.42895,557,1401,0.40302,0.45487
2016,Single-person household,2nd Quintile,Yes,0.51763,396,726,0.48125,0.55400
2016,Single-person household,2nd Quintile,No,0.47840,330,726,0.44203,0.51476
2016,Single-person household,3rd Quintile,Yes,0.61422,403,633,0.57627,0.65217
2016,Single-person household,3rd Quintile,No,0.38578,230,633,0.34783,0.42373
2016,Single-person household,4th Quintile,Yes,0.72648,427,554,0.68933,0.76364
2016,Single-person household,4th Quintile,No,0.27352,127,554,0.23636,0.31067
2016,Single-person household,5th Quintile,Yes,0.81751,409,479,0.78288,0.85213
2016,Single-person household,5th Quintile,No,0.17852,70,479,0.14419,0.21285
2016,Couple without children,1st Quintile,Yes,0.62208,336,493,0.57924,0.66493
2016,Couple without children,1st Quintile,No,0.35876,157,493,0.31638,0.40114
2016,Couple without children,2nd Quintile,Yes,0.67087,496,708,0.63624,0.70551
2016,Couple without children,2nd Quintile,No,0.32661,212,708,0.29204,0.36118
2016,Couple without children,3rd Quintile,Yes,0.83297,630,760,0.80643,0.85951
2016,Couple without children,3rd Quintile,No,0.16703,130,760,0.14049,0.19357
2016,Couple without children,4th Quintile,Yes,0.90916,849,926,0.89064,0.92768
2016,Couple without children,4th Quintile,No,0.08536,77,926,0.06735,0.10337
2016,Couple without children,5th Quintile,Yes,0.96720,1221,1264,0.95738,0.97703
2016,Couple without children,5th Quintile,No,0.03280,43,1264,0.02297,0.04262
2016,Single parent,1st Quintile,Yes,0.87277,713,836,0.85016,0.89537
2016,Single parent,1st Quintile,No,0.12723,123,836,0.10463,0.14984
2016,Single parent,2nd Quintile,Yes,0.85754,372,406,0.82350,0.89158
2016,Single parent,2nd Quintile,No,0.14246,34,406,0.10842,0.17650
2016,Single parent,3rd Quintile,Yes,0.94500,222,222,0.91495,0.97506
2016,Single parent,4th Quintile,Yes,0.89810,142,142,0.84817,0.94804
2016,Couple with children,1st Quintile,Yes,0.89006,1842,2136,0.87680,0.90333
2016,Couple with children,1st Quintile,No,0.10960,294,2136,0.09635,0.12285
2016,Couple with children,2nd Quintile,Yes,0.96374,1083,1083,0.95260,0.97488
2016,Couple with children,3rd Quintile,Yes,0.99173,1046,1046,0.98624,0.99722
2016,Couple with children,4th Quintile,Yes,0.98966,983,983,0.98334,0.99599
2016,Couple with children,5th Quintile,Yes,0.98870,895,895,0.98178,0.99563
2016,Multi-generational household,1st Quintile,Yes,0.89928,61,61,0.82313,0.97544
2016,Other Combinations,1st Quintile,Yes,0.77511,197,248,0.72304,0.82717
2016,Other Combinations,1st Quintile,No,0.22369,51,248,0.17172,0.27566
2016,Other Combinations,2nd Quintile,Yes,0.79704,43,43,0.67539,0.91868
2016,Other Combinations,3rd Quintile,Yes,0.91363,33,33,0.81630,1.01096
2017,Single-person household,1st Quintile,Yes,0.59920,1059,1554,0.57483,0.62358
2017,Single-person household,1st Quintile,No,0.39708,495,1554,0.37275,0.42142
2017,Single-person household,2nd Quintile,Yes,0.56581,528,837,0.53221,0.59941
2017,Single-person household,2nd Quintile,No,0.42919,309,837,0.39563,0.46274
2017,Single-person household,3rd Quintile,Yes,0.65175,500,708,0.61663,0.68686
2017,Single-person household,3rd Quintile,No,0.34359,208,708,0.30858,0.37860
2017,Single-person household,4th Quintile,Yes,0.72116,476,604,0.68537,0.75695
2017,Single-person household,4th Quintile,No,0.27884,128,604,0.24305,0.31463
2017,Single-person household,5th Quintile,Yes,0.85358,498,561,0.82430,0.88286
2017,Single-person household,5th Quintile,No,0.14642,63,561,0.11714,0.17570
2017,Couple without children,1st Quintile,Yes,0.66271,408,549,0.62313,0.70230
2017,Couple without children,1st Quintile,No,0.33729,141,549,0.29770,0.37687
2017,Couple without children,2nd Quintile,Yes,0.71196,565,763,0.67980,0.74411
2017,Couple without children,2nd Quintile,No,0.27941,198,763,0.24755,0.31127
2017,Couple without children,3rd Quintile,Yes,0.87360,780,889,0.85174,0.89545
2017,Couple without children,3rd Quintile,No,0.12456,109,889,0.10284,0.14628
2017,Couple without children,4th Quintile,Yes,0.92480,1000,1075,0.90903,0.94057
2017,Couple without children,4th Quintile,No,0.07520,75,1075,0.05943,0.09097
2017,Couple without children,5th Quintile,Yes,0.97677,1393,1426,0.96895,0.98459
2017,Couple without children,5th Quintile,No,0.02149,33,1426,0.01396,0.02902
2017,Single parent,1st Quintile,Yes,0.88609,750,849,0.86470,0.90747
2017,Single parent,1st Quintile,No,0.11325,99,849,0.09192,0.13458
2017,Single parent,2nd Quintile,Yes,0.90143,377,377,0.87129,0.93156
2017,Single parent,3rd Quintile,Yes,0.95232,225,225,0.92442,0.98023
2017,Single parent,4th Quintile,Yes,0.94196,163,163,0.90596,0.97797
2017,Couple with children,1st Quintile,Yes,0.91927,2114,2279,0.90808,0.93046
2017,Couple with children,1st Quintile,No,0.08066,165,2279,0.06948,0.09185
2017,Couple with children,2nd Quintile,Yes,0.97731,1214,1214,0.96893,0.98569
2017,Couple with children,3rd Quintile,Yes,0.99666,1194,1194,0.99339,0.99993
2017,Couple with children,4th Quintile,Yes,0.99141,1114,1114,0.98599,0.99683
2017,Couple with children,5th Quintile,Yes,0.98999,959,959,0.98368,0.99629
2017,Multi-generational household,1st Quintile,Yes,0.88673,74,74,0.81402,0.95943
2017,Other Combinations,1st Quintile,Yes,0.89024,275,320,0.85594,0.92454
2017,Other Combinations,1st Quintile,No,0.10900,45,320,0.07480,0.14320
2017,Other Combinations,2nd Quintile,Yes,0.85670,52,52,0.76053,0.95286
2017,Other Combinations,3rd Quintile,Yes,0.84082,37,37,0.72132,0.96033
2017,Other Combinations,4th Quintile,Yes,0.90018,49,49,0.81538,0.98498
2017,Other Combinations,5th Quintile,Yes,0.97730,35,35,0.92722,1.02737
2018,Single-person household,1st Quintile,Yes,0.61061,1127,1591,0.58664,0.63458
2018,Single-person household,1st Quintile,No,0.38533,464,1591,0.36141,0.40925
2018,Single-person household,2nd Quintile,Yes,0.59597,633,917,0.56420,0.62775
2018,Single-person household,2nd Quintile,No,0.40159,284,917,0.36985,0.43334
2018,Single-person household,3rd Quintile,Yes,0.66945,508,700,0.63458,0.70432
2018,Single-person household,3rd Quintile,No,0.32873,192,700,0.29390,0.36355
2018,Single-person household,4th Quintile,Yes,0.73980,521,642,0.70584,0.77377
2018,Single-person household,4th Quintile,No,0.26020,121,642,0.22623,0.29416
2018,Single-person household,5th Quintile,Yes,0.87714,507,566,0.85007,0.90421
2018,Single-person household,5th Quintile,No,0.12286,59,566,0.09579,0.14993
2018,Couple without children,1st Quintile,Yes,0.71391,454,581,0.67713,0.75069
2018,Couple without children,1st Quintile,No,0.28609,127,581,0.24931,0.32287
2018,Couple without children,2nd Quintile,Yes,0.74234,631,795,0.71192,0.77276
2018,Couple without children,2nd Quintile,No,0.25518,164,795,0.22486,0.28551
2018,Couple without children,3rd Quintile,Yes,0.87544,767,867,0.85345,0.89744
2018,Couple without children,3rd Quintile,No,0.11607,100,867,0.09474,0.13741
2018,Couple without children,4th Quintile,Yes,0.93808,924,979,0.92297,0.95318
2018,Couple without children,4th Quintile,No,0.06169,55,979,0.04661,0.07677
2018,Couple without children,5th Quintile,Yes,0.98313,1378,1378,0.97633,0.98993
2018,Single parent,1st Quintile,Yes,0.89041,744,819,0.86901,0.91182
2018,Single parent,1st Quintile,No,0.10646,75,819,0.08532,0.12759
2018,Single parent,2nd Quintile,Yes,0.93232,389,389,0.90732,0.95731
2018,Single parent,3rd Quintile,Yes,0.97003,235,235,0.94818,0.99188
2018,Single parent,4th Quintile,Yes,0.96574,158,158,0.93729,0.99419
2018,Single parent,5th Quintile,Yes,0.99651,84,84,0.98382,1.00920
2018,Couple with children,1st Quintile,Yes,0.93608,1962,2060,0.92552,0.94665
2018,Couple with children,1st Quintile,No,0.06390,98,2060,0.05334,0.07446
2018,Couple with children,2nd Quintile,Yes,0.97092,1213,1213,0.96146,0.98038
2018,Couple with children,3rd Quintile,Yes,0.98619,1115,1115,0.97933,0.99304
2018,Couple with children,4th Quintile,Yes,0.98478,1048,1048,0.97737,0.99220
2018,Couple with children,5th Quintile,Yes,0.99581,909,909,0.99161,1.00001
2018,Multi-generational household,1st Quintile,Yes,0.94529,76,76,0.89382,0.99676
2018,Other Combinations,1st Quintile,Yes,0.92446,215,215,0.88906,0.95987
2018,Other Combinations,2nd Quintile,Yes,0.90951,51,51,0.82999,0.98903
2018,Other Combinations,3rd Quintile,Yes,0.85897,35,35,0.74198,0.97597
2018,Other Combinations,5th Quintile,Yes,0.97148,38,38,0.91785,1.02512
2019,Single-person household,1st Quintile,Yes,0.65871,1208,1597,0.63544,0.68197
2019,Single-person household,1st Quintile,No,0.33951,389,1597,0.31628,0.36275
2019,Single-person household,2nd Quintile,Yes,0.64528,610,843,0.61296,0.67759
2019,Single-person household,2nd Quintile,No,0.34384,233,843,0.31176,0.37593
2019,Single-person household,3rd Quintile,Yes,0.71004,565,711,0.67666,0.74341
2019,Single-person household,3rd Quintile,No,0.28996,146,711,0.25659,0.32334
2019,Single-person household,4th Quintile,Yes,0.78430,562,659,0.75288,0.81573
2019,Single-person household,4th Quintile,No,0.20991,97,659,0.17879,0.24103
2019,Single-person household,5th Quintile,Yes,0.86768,680,746,0.84335,0.89201
2019,Single-person household,5th Quintile,No,0.13232,66,746,0.10799,0.15665
2019,Couple without children,1st Quintile,Yes,0.75309,433,528,0.71627,0.78990
2019,Couple without children,1st Quintile,No,0.24489,95,528,0.20818,0.28161
2019,Couple without children,2nd Quintile,Yes,0.78869,667,805,0.76048,0.81691
2019,Couple without children,2nd Quintile,No,0.20510,138,805,0.17719,0.23301
2019,Couple without children,3rd Quintile,Yes,0.89861,753,830,0.87806,0.91915
2019,Couple without children,3rd Quintile,No,0.10139,77,830,0.08085,0.12194
2019,Couple without children,4th Quintile,Yes,0.95974,958,1001,0.94755,0.97192
2019,Couple without children,4th Quintile,No,0.04026,43,1001,0.02808,0.05245
2019,Couple without children,5th Quintile,Yes,0.97941,1963,2003,0.97318,0.98563
2019,Couple without children,5th Quintile,No,0.02044,40,2003,0.01424,0.02663
2019,Single parent,1st Quintile,Yes,0.91734,667,711,0.89709,0.93760
