"hlf0178_h","year","quintil","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2007","2","Staedtischer Raum","1216","0.399746983079715","0.382822522162913","0.416671443996516"
"Nein","2007","2","Laendlicher Raum","870","0.452341785805863","0.431390696446714","0.473292875165012"
"Nein","2007","3","Staedtischer Raum","1033","0.345123945481947","0.329328729427254","0.360919161536639"
"Nein","2007","3","Laendlicher Raum","711","0.386505202816782","0.365653612112755","0.407356793520809"
"Nein","2007","4","Staedtischer Raum","945","0.284561291741162","0.27051697473237","0.298605608749954"
"Nein","2007","4","Laendlicher Raum","345","0.262717468050718","0.242020361807117","0.283414574294319"
"Nein","2007","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2007","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2008","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2008","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2008","2","Staedtischer Raum","","","",""
"Ja","2008","2","Laendlicher Raum","","","",""
"Ja","2008","3","Staedtischer Raum","","","",""
"Ja","2008","3","Laendlicher Raum","","","",""
"Ja","2008","4","Staedtischer Raum","","","",""
"Ja","2008","4","Laendlicher Raum","","","",""
"Ja","2008","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2008","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2008","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2008","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2008","2","Staedtischer Raum","","","",""
"Nein","2008","2","Laendlicher Raum","","","",""
"Nein","2008","3","Staedtischer Raum","","","",""
"Nein","2008","3","Laendlicher Raum","","","",""
"Nein","2008","4","Staedtischer Raum","","","",""
"Nein","2008","4","Laendlicher Raum","","","",""
"Nein","2008","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2008","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2009","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2009","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2009","2","Staedtischer Raum","","","",""
"Ja","2009","2","Laendlicher Raum","","","",""
"Ja","2009","3","Staedtischer Raum","","","",""
"Ja","2009","3","Laendlicher Raum","","","",""
"Ja","2009","4","Staedtischer Raum","","","",""
"Ja","2009","4","Laendlicher Raum","","","",""
"Ja","2009","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2009","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2009","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2009","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2009","2","Staedtischer Raum","","","",""
"Nein","2009","2","Laendlicher Raum","","","",""
"Nein","2009","3","Staedtischer Raum","","","",""
"Nein","2009","3","Laendlicher Raum","","","",""
"Nein","2009","4","Staedtischer Raum","","","",""
"Nein","2009","4","Laendlicher Raum","","","",""
"Nein","2009","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2009","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2010","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2010","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2010","2","Staedtischer Raum","","","",""
"Ja","2010","2","Laendlicher Raum","","","",""
"Ja","2010","3","Staedtischer Raum","","","",""
"Ja","2010","3","Laendlicher Raum","","","",""
"Ja","2010","4","Staedtischer Raum","","","",""
"Ja","2010","4","Laendlicher Raum","","","",""
"Ja","2010","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2010","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2010","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2010","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2010","2","Staedtischer Raum","","","",""
"Nein","2010","2","Laendlicher Raum","","","",""
"Nein","2010","3","Staedtischer Raum","","","",""
"Nein","2010","3","Laendlicher Raum","","","",""
"Nein","2010","4","Staedtischer Raum","","","",""
"Nein","2010","4","Laendlicher Raum","","","",""
"Nein","2010","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2010","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2011","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2011","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2011","2","Staedtischer Raum","2116","0.680792150181767","0.663460182570712","0.698124117792823"
"Ja","2011","2","Laendlicher Raum","1290","0.609577129233815","0.587583386214801","0.631570872252829"
"Ja","2011","3","Staedtischer Raum","2392","0.709127775401122","0.693106645171154","0.72514890563109"
"Ja","2011","3","Laendlicher Raum","1519","0.667918913885779","0.647747158470116","0.688090669301443"
"Ja","2011","4","Staedtischer Raum","3682","0.839416212981262","0.828361222234482","0.850471203728042"
"Ja","2011","4","Laendlicher Raum","1961","0.822698870381012","0.806994514467108","0.838403226294916"
"Ja","2011","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2011","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2011","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2011","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2011","2","Staedtischer Raum","663","0.319207849818233","0.301875882207177","0.336539817429288"
"Nein","2011","2","Laendlicher Raum","600","0.390422870766185","0.368429127747171","0.412416613785199"
"Nein","2011","3","Staedtischer Raum","695","0.290872224598878","0.27485109436891","0.306893354828846"
"Nein","2011","3","Laendlicher Raum","575","0.332081086114221","0.311909330698557","0.352252841529884"
"Nein","2011","4","Staedtischer Raum","555","0.160583787018738","0.149528796271958","0.171638777765518"
"Nein","2011","4","Laendlicher Raum","311","0.177301129618988","0.161596773705084","0.193005485532892"
"Nein","2011","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2011","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2012","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2012","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2012","2","Staedtischer Raum","","","",""
"Ja","2012","2","Laendlicher Raum","","","",""
"Ja","2012","3","Staedtischer Raum","","","",""
"Ja","2012","3","Laendlicher Raum","","","",""
"Ja","2012","4","Staedtischer Raum","","","",""
"Ja","2012","4","Laendlicher Raum","","","",""
"Ja","2012","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2012","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2012","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2012","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2012","2","Staedtischer Raum","","","",""
"Nein","2012","2","Laendlicher Raum","","","",""
"Nein","2012","3","Staedtischer Raum","","","",""
"Nein","2012","3","Laendlicher Raum","","","",""
"Nein","2012","4","Staedtischer Raum","","","",""
"Nein","2012","4","Laendlicher Raum","","","",""
"Nein","2012","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2012","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2013","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2013","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2013","2","Staedtischer Raum","3313","0.737617239946605","0.72379429262165","0.751440187271559"
"Ja","2013","2","Laendlicher Raum","1446","0.703139195523944","0.682628342302322","0.723650048745566"
"Ja","2013","3","Staedtischer Raum","3337","0.786633745539256","0.773752856289217","0.799514634789295"
"Ja","2013","3","Laendlicher Raum","1860","0.710004338572406","0.691575855065077","0.728432822079735"
"Ja","2013","4","Staedtischer Raum","4546","0.866104694169721","0.856666529816518","0.875542858522924"
"Ja","2013","4","Laendlicher Raum","2279","0.830198676849804","0.815788946597406","0.844608407102203"
"Ja","2013","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2013","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2013","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2013","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2013","2","Staedtischer Raum","578","0.262382760053395","0.248559812728441","0.27620570737835"
"Nein","2013","2","Laendlicher Raum","460","0.296860804476056","0.276349951254434","0.317371657697678"
"Nein","2013","3","Staedtischer Raum","549","0.213366254460744","0.200485365210705","0.226247143710783"
"Nein","2013","3","Laendlicher Raum","469","0.289995661427594","0.271567177920265","0.308424144934923"
"Nein","2013","4","Staedtischer Raum","455","0.133895305830279","0.124457141477076","0.143333470183482"
"Nein","2013","4","Laendlicher Raum","329","0.169801323150196","0.155391592897797","0.184211053402594"
"Nein","2013","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2013","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2014","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2014","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2014","2","Staedtischer Raum","4238","0.769304614436991","0.757400446770603","0.781208782103378"
"Ja","2014","2","Laendlicher Raum","2515","0.720142542859131","0.704086145747446","0.736198939970816"
"Ja","2014","3","Staedtischer Raum","4528","0.795435050433898","0.784344611515459","0.806525489352337"
"Ja","2014","3","Laendlicher Raum","2640","0.730630989333619","0.71510415483211","0.746157823835127"
"Ja","2014","4","Staedtischer Raum","5640","0.859141806094802","0.850452461944945","0.867831150244658"
"Ja","2014","4","Laendlicher Raum","3090","0.809103938912842","0.796012565802584","0.8221953120231"
"Ja","2014","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2014","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2014","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2014","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2014","2","Staedtischer Raum","573","0.230695385563009","0.218791217896622","0.242599553229397"
"Nein","2014","2","Laendlicher Raum","488","0.279857457140869","0.263801060029184","0.295913854252554"
"Nein","2014","3","Staedtischer Raum","554","0.204564949566102","0.193474510647663","0.215655388484541"
"Nein","2014","3","Laendlicher Raum","496","0.269369010666381","0.253842176164873","0.28489584516789"
"Nein","2014","4","Staedtischer Raum","517","0.140858193905198","0.132168849755342","0.149547538055055"
"Nein","2014","4","Laendlicher Raum","372","0.190896061087158","0.1778046879769","0.203987434197416"
"Nein","2014","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2014","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2015","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2015","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2015","2","Staedtischer Raum","3975","0.76598109389516","0.753594378343358","0.778367809446962"
"Ja","2015","2","Laendlicher Raum","2299","0.735088498615981","0.718483325219231","0.751693672012732"
"Ja","2015","3","Staedtischer Raum","4426","0.815813106643797","0.804955050398416","0.826671162889177"
"Ja","2015","3","Laendlicher Raum","2664","0.784720743964471","0.770174533678472","0.799266954250469"
"Ja","2015","4","Staedtischer Raum","5640","0.876158731195519","0.867891149899958","0.88442631249108"
"Ja","2015","4","Laendlicher Raum","3125","0.843484875749106","0.831309332183312","0.8556604193149"
"Ja","2015","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2015","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2015","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2015","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2015","2","Staedtischer Raum","513","0.23401890610484","0.221632190553038","0.246405621656642"
"Nein","2015","2","Laendlicher Raum","414","0.264911501384019","0.248306327987268","0.281516674780769"
"Nein","2015","3","Staedtischer Raum","470","0.184186893356203","0.173328837110823","0.195044949601584"
"Nein","2015","3","Laendlicher Raum","403","0.215279256035529","0.200733045749531","0.229825466321528"
"Nein","2015","4","Staedtischer Raum","458","0.123841268804481","0.11557368750892","0.132108850100042"
"Nein","2015","4","Laendlicher Raum","296","0.156515124250894","0.1443395806851","0.168690667816688"
"Nein","2015","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2015","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2016","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2016","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2016","2","Staedtischer Raum","3648","0.802806208750302","0.790540238242599","0.815072179258005"
"Ja","2016","2","Laendlicher Raum","2018","0.740718596373251","0.723222068283448","0.758215124463055"
"Ja","2016","3","Staedtischer Raum","3828","0.824557289870903","0.813068213280224","0.836046366461582"
"Ja","2016","3","Laendlicher Raum","2318","0.802306875193345","0.787160800451753","0.817452949934938"
"Ja","2016","4","Staedtischer Raum","5502","0.885336486524673","0.877212711272146","0.8934602617772"
"Ja","2016","4","Laendlicher Raum","3072","0.851876273788709","0.839859911988619","0.863892635588799"
"Ja","2016","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2016","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2016","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2016","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2016","2","Staedtischer Raum","394","0.197193791249698","0.184927820741995","0.209459761757401"
"Nein","2016","2","Laendlicher Raum","392","0.259281403626749","0.241784875536946","0.276777931716552"
"Nein","2016","3","Staedtischer Raum","382","0.175442710129097","0.163953633538418","0.186931786719776"
"Nein","2016","3","Laendlicher Raum","338","0.197693124806655","0.182547050065062","0.212839199548247"
"Nein","2016","4","Staedtischer Raum","407","0.114663513475327","0.1065397382228","0.122787288727854"
"Nein","2016","4","Laendlicher Raum","285","0.148123726211291","0.136107364411201","0.160140088011381"
"Nein","2016","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2016","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2017","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2017","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2017","2","Staedtischer Raum","3833","0.82670478478398","0.81523728154821","0.83817228801975"
"Ja","2017","2","Laendlicher Raum","2063","0.793691175653489","0.777358367205875","0.810023984101103"
"Ja","2017","3","Staedtischer Raum","4112","0.846444704255393","0.835873530669772","0.857015877841015"
"Ja","2017","3","Laendlicher Raum","2558","0.805963419743903","0.79154563155387","0.820381207933935"
"Ja","2017","4","Staedtischer Raum","6051","0.892319028678952","0.884728879907322","0.899909177450582"
"Ja","2017","4","Laendlicher Raum","3496","0.874976124321315","0.86441415598929","0.885538092653341"
"Ja","2017","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2017","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2017","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2017","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2017","2","Staedtischer Raum","352","0.17329521521602","0.16182771198025","0.18476271845179"
"Nein","2017","2","Laendlicher Raum","295","0.206308824346511","0.189976015898898","0.222641632794125"
"Nein","2017","3","Staedtischer Raum","356","0.153555295744607","0.142984122158985","0.164126469330228"
"Nein","2017","3","Laendlicher Raum","332","0.194036580256097","0.179618792066065","0.20845436844613"
"Nein","2017","4","Staedtischer Raum","356","0.107680971321048","0.100090822549418","0.115271120092678"
"Nein","2017","4","Laendlicher Raum","271","0.125023875678685","0.114461907346659","0.135585844010711"
"Nein","2017","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2017","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2018","2","Staedtischer Raum","3823","0.803490885422801","0.791440590388931","0.815541180456671"
"Ja","2018","2","Laendlicher Raum","1916","0.769038550808554","0.751190854759843","0.786886246857264"
"Ja","2018","3","Staedtischer Raum","4014","0.849620056089906","0.838993058864826","0.860247053314985"
"Ja","2018","3","Laendlicher Raum","2460","0.830386964650121","0.816327118548187","0.844446810752055"
"Ja","2018","4","Staedtischer Raum","6270","0.901455696218296","0.894271641607844","0.908639750828748"
"Ja","2018","4","Laendlicher Raum","3489","0.878088322890536","0.867619245024807","0.888557400756265"
"Ja","2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2018","2","Staedtischer Raum","354","0.196509114577199","0.184458819543329","0.208559409611069"
"Nein","2018","2","Laendlicher Raum","226","0.230961449191446","0.213113753142736","0.248809145240157"
"Nein","2018","3","Staedtischer Raum","332","0.150379943910094","0.139752946685015","0.161006941135174"
"Nein","2018","3","Laendlicher Raum","277","0.169613035349879","0.155553189247945","0.183672881451814"
"Nein","2018","4","Staedtischer Raum","342","0.0985443037817043","0.0913602491712524","0.105728358392156"
"Nein","2018","4","Laendlicher Raum","263","0.121911677109464","0.111442599243735","0.132380754975193"
"Nein","2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2019","2","Staedtischer Raum","3638","0.862553286256049","0.851699598747012","0.873406973765085"
"Ja","2019","2","Laendlicher Raum","1812","0.805863925154771","0.788494421687856","0.823233428621686"
"Ja","2019","3","Staedtischer Raum","3469","0.853608746977168","0.842220010581438","0.864997483372899"
"Ja","2019","3","Laendlicher Raum","2262","0.864412036462082","0.850932703174503","0.877891369749661"
"Ja","2019","4","Staedtischer Raum","5911","0.915908271985577","0.908995770361713","0.92282077360944"
"Ja","2019","4","Laendlicher Raum","3585","0.890955547574577","0.881082864087076","0.900828231062077"
"Ja","2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2019","2","Staedtischer Raum","228","0.137446713743951","0.126593026234915","0.148300401252988"
"Nein","2019","2","Laendlicher Raum","180","0.194136074845229","0.176766571378314","0.211505578312144"
"Nein","2019","3","Staedtischer Raum","232","0.146391253022832","0.135002516627101","0.157779989418562"
"Nein","2019","3","Laendlicher Raum","216","0.135587963537918","0.122108630250339","0.149067296825497"
"Nein","2019","4","Staedtischer Raum","281","0.0840917280144234","0.0771792263905594","0.0910042296382873"
"Nein","2019","4","Laendlicher Raum","244","0.109044452425423","0.0991717689379228","0.118917135912924"
"Nein","2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2020","2","Staedtischer Raum","2489","0.965229829029347","0.958136055673727","0.972323602384968"
"Ja","2020","2","Laendlicher Raum","586","0.960193946045123","0.944458654654009","0.975929237436236"
"Ja","2020","3","Staedtischer Raum","732","0.908679832275513","0.888320022502688","0.929039642048338"
"Ja","2020","3","Laendlicher Raum","247","0.971116842289703","0.950397817538736","0.991835867040671"
"Ja","2020","4","Staedtischer Raum","229","0.944955056208005","0.916160932736665","0.973749179679346"
"Ja","2020","4","Laendlicher Raum","68","0.932051752430179","0.873515076006355","0.990588428854003"
"Ja","2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2020","2","Staedtischer Raum","73","0.0347701709706527","0.027676397615032","0.0418639443262734"
"Nein","2020","2","Laendlicher Raum","7","","",""
"Nein","2020","3","Staedtischer Raum","37","0.0913201677244872","0.0709603579516621","0.111679977497312"
"Nein","2020","3","Laendlicher Raum","4","","",""
"Nein","2020","4","Staedtischer Raum","12","","",""
"Nein","2020","4","Laendlicher Raum","3","","",""
"Nein","2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
