year,quintil_oecd_hh,regtyp,hlf0178_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,4th Quintile,Urban regions,No,0.11540,128,2015,0.10144,0.12935
2017,4th Quintile,Rural regions,Yes,0.84097,937,1030,0.81863,0.86332
2017,4th Quintile,Rural regions,No,0.15903,93,1030,0.13668,0.18137
2017,5th Quintile,Urban regions,Yes,0.94110,2248,2320,0.93151,0.95068
2017,5th Quintile,Urban regions,No,0.05890,72,2320,0.04932,0.06849
2017,5th Quintile,Rural regions,Yes,0.94612,742,773,0.93019,0.96205
2017,5th Quintile,Rural regions,No,0.05388,31,773,0.03795,0.06981
2018,Not included in this version of the questionnaire,Urban regions,Yes,0.84541,94,94,0.77194,0.91889
2018,Not included in this version of the questionnaire,Rural regions,Yes,0.67081,33,33,0.50799,0.83363
2018,1st Quintile,Urban regions,Yes,0.74000,3134,3587,0.72564,0.75435
2018,1st Quintile,Urban regions,No,0.26000,453,3587,0.24565,0.27436
2018,1st Quintile,Rural regions,Yes,0.64884,1444,1775,0.62663,0.67106
2018,1st Quintile,Rural regions,No,0.35116,331,1775,0.32894,0.37337
2018,2nd Quintile,Urban regions,Yes,0.75879,1874,2155,0.74072,0.77686
2018,2nd Quintile,Urban regions,No,0.24121,281,2155,0.22314,0.25928
2018,2nd Quintile,Rural regions,Yes,0.71392,1075,1291,0.68926,0.73858
2018,2nd Quintile,Rural regions,No,0.28608,216,1291,0.26142,0.31074
2018,3rd Quintile,Urban regions,Yes,0.84644,1722,1901,0.83022,0.86265
2018,3rd Quintile,Urban regions,No,0.15356,179,1901,0.13735,0.16978
2018,3rd Quintile,Rural regions,Yes,0.80107,955,1096,0.77743,0.82472
2018,3rd Quintile,Rural regions,No,0.19893,141,1096,0.17528,0.22257
2018,4th Quintile,Urban regions,Yes,0.89252,1815,1935,0.87872,0.90632
2018,4th Quintile,Urban regions,No,0.10748,120,1935,0.09368,0.12128
2018,4th Quintile,Rural regions,Yes,0.84589,886,964,0.82308,0.86869
2018,4th Quintile,Rural regions,No,0.15411,78,964,0.13131,0.17692
2018,5th Quintile,Urban regions,Yes,0.95239,2178,2243,0.94357,0.96120
2018,5th Quintile,Urban regions,No,0.04761,65,2243,0.03880,0.05643
2018,5th Quintile,Rural regions,Yes,0.95502,747,747,0.94015,0.96989
2019,1st Quintile,No answer / don't know,Yes,0.86633,99,99,0.79896,0.93371
2019,1st Quintile,Urban regions,Yes,0.77068,2990,3343,0.75642,0.78493
2019,1st Quintile,Urban regions,No,0.22932,353,3343,0.21507,0.24358
2019,1st Quintile,Rural regions,Yes,0.68515,1362,1593,0.66233,0.70796
2019,1st Quintile,Rural regions,No,0.31485,231,1593,0.29204,0.33767
2019,2nd Quintile,No answer / don't know,Yes,0.92966,94,94,0.87769,0.98163
2019,2nd Quintile,Urban regions,Yes,0.80080,1655,1866,0.78267,0.81893
2019,2nd Quintile,Urban regions,No,0.19920,211,1866,0.18107,0.21733
2019,2nd Quintile,Rural regions,Yes,0.74940,994,1192,0.72479,0.77402
2019,2nd Quintile,Rural regions,No,0.25060,198,1192,0.22598,0.27521
2019,3rd Quintile,No answer / don't know,Yes,0.90234,72,72,0.83329,0.97139
2019,3rd Quintile,Urban regions,Yes,0.86128,1647,1779,0.84521,0.87735
2019,3rd Quintile,Urban regions,No,0.13872,132,1779,0.12265,0.15479
2019,3rd Quintile,Rural regions,Yes,0.83286,935,1037,0.81014,0.85558
2019,3rd Quintile,Rural regions,No,0.16714,102,1037,0.14442,0.18986
2019,4th Quintile,No answer / don't know,Yes,0.92926,73,73,0.87004,0.98849
2019,4th Quintile,Urban regions,Yes,0.91862,1774,1863,0.90620,0.93104
2019,4th Quintile,Urban regions,No,0.08138,89,1863,0.06896,0.09380
2019,4th Quintile,Rural regions,Yes,0.89296,929,991,0.87370,0.91222
2019,4th Quintile,Rural regions,No,0.10704,62,991,0.08778,0.12630
2019,5th Quintile,No answer / don't know,Yes,0.88514,101,101,0.82264,0.94763
2019,5th Quintile,Urban regions,Yes,0.94742,3016,3093,0.93956,0.95529
2019,5th Quintile,Urban regions,No,0.05258,77,3093,0.04471,0.06044
2019,5th Quintile,Rural regions,Yes,0.95421,1126,1126,0.94200,0.96643
2021,Not included in this version of the questionnaire,Urban regions,Yes,0.71259,32,32,0.55328,0.87190
2021,1st Quintile,Urban regions,Yes,0.86376,2159,2303,0.84975,0.87778
2021,1st Quintile,Urban regions,No,0.13624,144,2303,0.12222,0.15025
2021,1st Quintile,Rural regions,Yes,0.78959,816,936,0.76346,0.81572
2021,1st Quintile,Rural regions,No,0.21041,120,936,0.18428,0.23654
2021,2nd Quintile,Urban regions,Yes,0.84874,1373,1490,0.83054,0.86694
2021,2nd Quintile,Urban regions,No,0.15126,117,1490,0.13306,0.16946
2021,2nd Quintile,Rural regions,Yes,0.80534,773,883,0.77921,0.83147
2021,2nd Quintile,Rural regions,No,0.19466,110,883,0.16853,0.22079
2021,3rd Quintile,Urban regions,Yes,0.89507,1277,1341,0.87866,0.91148
2021,3rd Quintile,Urban regions,No,0.10493,64,1341,0.08852,0.12134
2021,3rd Quintile,Rural regions,Yes,0.82665,666,733,0.79922,0.85407
2021,3rd Quintile,Rural regions,No,0.17335,67,733,0.14593,0.20078
2021,4th Quintile,Urban regions,Yes,0.92729,1363,1414,0.91375,0.94083
2021,4th Quintile,Urban regions,No,0.07271,51,1414,0.05917,0.08625
2021,4th Quintile,Rural regions,Yes,0.91341,653,685,0.89234,0.93449
2021,4th Quintile,Rural regions,No,0.08659,32,685,0.06551,0.10766
2021,5th Quintile,Urban regions,Yes,0.96832,1997,2031,0.96071,0.97594
2021,5th Quintile,Urban regions,No,0.03168,34,2031,0.02406,0.03929
2021,5th Quintile,Rural regions,Yes,0.97382,685,685,0.96185,0.98578
