year,pgisced97,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2010,Upper Secondary Level,8204,26.505534250014804,26.45357912195976,26.55748937806985,23.243408203125,25.71219825744629,29.017446517944336,15.570934,37.67850399017334,25.712198,25.543825149536133,25.85944175720215
2010,Post-secondary Non-tertiary Level,932,25.533646140320368,25.391894174224223,25.675398106416512,22.319975861167105,24.784257888793945,27.69769675165506,16.920033,35.76427808738699,24.784258,24.22300624847412,25.349811697006224
2010,First Stage of Tertiary Education,1243,26.870696362416254,26.74025002364503,27.00114270118748,23.566631317138672,26.234567642211914,29.74564968054329,15.149602,39.01417722565022,26.234568,25.91289801597595,26.588563919067383
2010,Second Stage of Tertiary Education,3814,25.610733049505676,25.546356771096825,25.675109327914527,22.765034094088126,25.14285659790039,27.755102157592773,15.279931998831154,35.24020425284974,25.142857,24.90401644706726,25.352067852020262
2011,Pre-primary Level,,,,,,,,,,,,
2011,Primary Level,,,,,,,,,,,,
2011,Lower Secondary Level,,,,,,,,,,,,
2011,Upper Secondary Level,,,,,,,,,,,,
2011,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2011,First Stage of Tertiary Education,,,,,,,,,,,,
2011,Second Stage of Tertiary Education,,,,,,,,,,,,
2012,Pre-primary Level,706,21.870335130735096,21.751113293033406,21.989556968436787,19.605192184448242,21.2338368695757,23.24300780832522,15.389351,28.699731244140686,21.230572,20.824314308166503,21.701953601837157
2012,Primary Level,226,27.522982847881757,27.138899565272553,27.90706613049096,23.04517911925156,26.111692148154333,31.15719623076911,16.51473,43.325221898045434,26.12245,24.90114974975586,27.245473670959473
2012,Lower Secondary Level,2154,26.728103259457736,26.62355543973747,26.832651079178003,23.11111068725586,26.171875,29.384756088256836,14.693877,38.7952241897583,26.171875,25.78125,26.393967485427858
2012,Upper Secondary Level,10151,26.56218805966853,26.515753973667227,26.60862214566983,23.200367584821798,25.880571365356445,29.218406677246094,14.173308946185355,38.24546531588254,25.880571,25.738410425186157,26.049480438232422
2012,Post-secondary Non-tertiary Level,1186,25.68375404784862,25.548613272810552,25.818894822886687,22.305471420288086,24.913494110107422,27.9903621673584,15.304561,36.51769828796387,24.913494,24.56647596359253,25.318042755126953
2012,First Stage of Tertiary Education,1427,26.826108618338896,26.705941007353704,26.946276229324088,23.66143798828125,26.149276733398438,29.407596588134766,16.528925,38.02683448791504,26.149277,25.849573135375977,26.47388916015625
2012,Second Stage of Tertiary Education,4605,25.41781652583428,25.35877219046909,25.47686086119947,22.58955192565918,24.928325337951467,27.755102157592773,14.841226577758789,35.503427505493164,24.9199,24.711595630645753,25.11473340988159
2013,Pre-primary Level,,,,,,,,,,,,
2013,Primary Level,,,,,,,,,,,,
2013,Lower Secondary Level,,,,,,,,,,,,
2013,Upper Secondary Level,,,,,,,,,,,,
2013,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2013,First Stage of Tertiary Education,,,,,,,,,,,,
2013,Second Stage of Tertiary Education,,,,,,,,,,,,
2014,Pre-primary Level,864,22.284866703003182,22.16886919086735,22.400864215139013,19.81095570065033,21.45328712463379,24.165634104289964,14.768431,30.697651709749415,21.453287,21.10713005065918,21.86778450012207
2014,Primary Level,495,27.663774493787518,27.40210969127162,27.925439296303416,23.148147583007812,26.537099709889983,30.241513258041365,16.765738,40.881561770591695,26.528511,25.374042654037474,27.408103942871094
2014,Lower Secondary Level,3161,26.77756211222294,26.68652257434234,26.868601650103543,23.030024994163462,26.099771303440196,29.41176414489746,13.457416268062463,38.984372870998456,26.106562,25.866628646850586,26.349807024002075
2014,Upper Secondary Level,12367,26.63017891924642,26.586993489700642,26.673364348792195,23.159339465052632,25.880571365356445,29.319919844258838,13.918468896243324,38.56079041306815,25.880571,25.734968185424805,26.049480438232422
2014,Post-secondary Non-tertiary Level,2015,25.797375535026,25.695505464211504,25.899245605840495,22.491350173950195,24.91389086238648,28.326580047607422,15.431503,37.07942485809326,24.915316,24.53036503791809,25.220897674560547
2014,First Stage of Tertiary Education,1577,27.048337170195303,26.933051648676347,27.16362269171426,23.87511444091797,26.31300818069696,29.70041275024414,15.987508,38.4383602142334,26.314636,25.924992036819457,26.603097915649414
2014,Second Stage of Tertiary Education,6164,25.40823021646988,25.35568540557594,25.460775027363823,22.432302474975586,24.913494110107422,27.77106692269454,14.424155803397154,35.779213594272974,24.913494,24.769157695770264,25.025400161743164
2015,Pre-primary Level,,,,,,,,,,,,
2015,Primary Level,,,,,,,,,,,,
2015,Lower Secondary Level,,,,,,,,,,,,
2015,Upper Secondary Level,,,,,,,,,,,,
2015,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2015,First Stage of Tertiary Education,,,,,,,,,,,,
2015,Second Stage of Tertiary Education,,,,,,,,,,,,
2016,Pre-primary Level,691,22.158359072126007,22.035889133713557,22.280829010538458,19.831273850819578,21.604938507080078,23.790604647165885,14.532872,29.729600841685347,21.604939,21.272654342651368,22.103361415863038
2016,Primary Level,390,28.324141843518266,28.006325649364307,28.641958037672225,23.833003997802734,27.166192457527085,30.281290706951804,16.528925,39.95372077067541,27.160494,26.092601776123047,28.377946424484254
2016,Lower Secondary Level,2631,26.733591293362018,26.633562072941977,26.83362051378206,22.982509343577497,26.02722611095098,29.735421596699812,13.735692,39.864789976383285,26.027582,25.688112640380858,26.343502044677734
2016,Upper Secondary Level,10775,26.859943132031514,26.81213973734402,26.90774652671901,23.335466384887695,26.12244987487793,29.41176414489746,14.221019744873047,38.52621078491211,26.12245,25.93208885192871,26.293983364105223
2016,Post-secondary Non-tertiary Level,1978,26.0141718834677,25.908485310418122,26.119858456517278,22.836321491731102,25.170163483252384,28.405338287353516,16.049383,36.758863480787134,25.155895,24.750220775604248,25.38104248046875
2016,First Stage of Tertiary Education,1385,27.22837756336471,27.098809395645418,27.357945731084,23.836734771728516,26.4489803314209,29.516187411316576,17.17532,38.03536637069867,26.44898,26.102211427688598,26.86046600341797
2016,Second Stage of Tertiary Education,5825,25.464880910822302,25.41137997279227,25.518381848852336,22.491350173950195,24.835763931274414,27.755102157592773,15.418265,35.65073013305664,24.835764,24.612220764160156,24.98019313812256
2017,Pre-primary Level,,,,,,,,,,,,
2017,Primary Level,,,,,,,,,,,,
2017,Lower Secondary Level,,,,,,,,,,,,
2017,Upper Secondary Level,,,,,,,,,,,,
2017,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2017,First Stage of Tertiary Education,,,,,,,,,,,,
2017,Second Stage of Tertiary Education,,,,,,,,,,,,
2018,Pre-primary Level,667,22.06412544966533,21.943030110557395,22.185220788773265,19.6990917381063,21.550421064801732,23.88844108581543,13.415067716542607,30.172465107379125,21.55102,21.302730560302734,21.8791223526001
2018,Primary Level,1588,27.539784956807445,27.390067685803555,27.689502227811335,23.50780487060547,26.259584426879883,30.796082667518288,14.363688,41.72849936288752,26.259584,25.59017744064331,27.174816131591797
2018,Lower Secondary Level,3375,26.873998398973136,26.78474772782551,26.96324907012076,23.120624542236328,26.171875,29.63662466131959,13.346624363611435,39.41062483994448,26.171875,25.770620346069336,26.57447295188904
2018,Upper Secondary Level,11839,27.058110514219482,27.011581703476185,27.10463932496278,23.42355728149414,26.234567642211914,29.744199752807617,13.942593574523926,39.22516345977783,26.234568,26.071157455444336,26.347414779663087
2018,Post-secondary Non-tertiary Level,2154,26.277699385383677,26.172384181499865,26.38301458926749,22.675737380981445,25.30693244934082,28.731922149658203,13.591460227966309,37.81619930267334,25.306932,24.83261489868164,25.614438819885255
2018,First Stage of Tertiary Education,1433,27.15844380710851,27.0335060641246,27.28338155009242,23.95725815777865,26.43807029724121,29.41176414489746,16.161615,37.59352312557568,26.43807,26.02386608123779,26.70483055114746
2018,Second Stage of Tertiary Education,6832,25.519848014733057,25.469067001743795,25.57062902772232,22.58270835876465,24.858366012573242,27.752554033729584,15.149602,35.50732254617699,24.858366,24.617231369018555,25.025373458862305
2019,Pre-primary Level,,,,,,,,,,,,
2019,Primary Level,,,,,,,,,,,,
2019,Lower Secondary Level,,,,,,,,,,,,
2019,Upper Secondary Level,,,,,,,,,,,,
2019,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2019,First Stage of Tertiary Education,,,,,,,,,,,,
2019,Second Stage of Tertiary Education,,,,,,,,,,,,
2020,Pre-primary Level,671,22.568704926825994,22.43081852631507,22.70659132733692,19.883853912353516,21.70138931274414,24.97398567199707,15.605006,32.6091833114624,21.70139,20.870617818832397,22.264713335037232
2020,Primary Level,513,28.485934599505708,28.186712501050835,28.78515669796058,23.67062755205721,27.30691911880195,31.23045865580003,14.609203,42.57020531141427,27.309969,26.315067195892333,29.01970500946045
2020,Lower Secondary Level,2517,27.21812461694271,27.105734319830812,27.330514914054607,23.148147583007812,26.44628143310547,30.352046288048975,12.345679,41.157894345610714,26.446281,26.012796688079835,26.77163224220276
2020,Upper Secondary Level,10538,27.20703021680827,27.156128365759074,27.257932067857467,23.52941131591797,26.397977828979492,29.752744674682617,14.863258,39.08774471282959,26.397978,26.252264308929444,26.57713508605957
2020,Post-secondary Non-tertiary Level,2240,26.475414818665477,26.372753978597704,26.57807565873325,23.054561614990234,25.68956184387207,29.054752349853516,16.436554,38.05503845214844,25.689562,25.338171005249023,26.036315536499025
2020,First Stage of Tertiary Education,1448,27.440147251948204,27.315660652011967,27.56463385188444,24.074968709355705,26.827421188354492,30.116212844848633,16.896235,39.17807904808802,26.827421,26.51134023666382,27.43602180480957
2020,Second Stage of Tertiary Education,7100,25.61733801392303,25.566972644579387,25.66770338326667,22.598140716552734,24.97704315185547,27.77777862548828,14.828683853149414,35.5472354888916,24.977043,24.75882339477539,25.152931499481202
2021,Pre-primary Level,,,,,,,,,,,,
2021,Primary Level,,,,,,,,,,,,
2021,Lower Secondary Level,,,,,,,,,,,,
2021,Upper Secondary Level,,,,,,,,,,,,
2021,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2021,First Stage of Tertiary Education,,,,,,,,,,,,
2021,Second Stage of Tertiary Education,,,,,,,,,,,,
