"year","bildungsniveau","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median","NA"
"2009","(Fach-)Abitur","","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","","","","","","","","","","","","","","",""
"2009","AkademikerIn","","","","","","","","","","","","","","",""
"2009","Hauptschule","","","","","","","","","","","","","","",""
"2009","Realschule","","","","","","","","","","","","","","",""
"2010","(Fach-)Abitur","25.23","23.5","1876","20","22","27","31","42","25.02","25.44","16","73","24","25",""
"2010","(noch) kein Abschluss","24.72","23.5","414","19","21","28","32","40","24.26","25.18","17","59","22","23",""
"2010","AkademikerIn","25.6","24.5","3814","21","23","28","31","38","25.47","25.73","15","50","25","25",""
"2010","Hauptschule","27.3","26.5","5529","22","24","30","34","42","27.16","27.44","13","164","27","27",""
"2010","Realschule","26.19","24.5","4413","21","23","29","32","43","26.05","26.33","14","65","25","26",""
"2011","(Fach-)Abitur","","","","","","","","","","","","","","",""
"2011","(noch) kein Abschluss","","","","","","","","","","","","","","",""
"2011","AkademikerIn","","","","","","","","","","","","","","",""
"2011","Hauptschule","","","","","","","","","","","","","","",""
"2011","Realschule","","","","","","","","","","","","","","",""
"2012","(Fach-)Abitur","25.14","23.5","2392","20","22","27","31","41","24.95","25.33","14","91","24","25",""
"2012","(noch) kein Abschluss","25.03","23.5","539","19","21","28","33","43","24.57","25.49","15","64","23","24",""
"2012","AkademikerIn","25.43","24.5","4605","21","23","28","31","38","25.29","25.57","13","177","25","25",""
"2012","Hauptschule","27.27","26.5","6850","22","24","30","33","42","27.15","27.39","13","74","27","27",""
"2012","Realschule","26.29","25.5","5372","21","23","29","33","42","26.16","26.42","12","62","25","26",""
"2013","(Fach-)Abitur","","","","","","","","","","","","","","",""
"2013","(noch) kein Abschluss","","","","","","","","","","","","","","",""
"2013","AkademikerIn","","","","","","","","","","","","","","",""
"2013","Hauptschule","","","","","","","","","","","","","","",""
"2013","Realschule","","","","","","","","","","","","","","",""
"2014","(Fach-)Abitur","25.27","24.5","3877","20","22","28","31","42","25.12","25.42","14","62","24","25",""
"2014","(noch) kein Abschluss","25.71","24.5","984","19","21","29","33","45","25.35","26.07","16","59","24","25",""
"2014","AkademikerIn","25.39","24.5","6164","20","22","28","31","39","25.28","25.5","14","58","25","25",""
"2014","Hauptschule","27.38","26.5","8104","22","24","30","34","43","27.26","27.5","13","75","27","27",""
"2014","Realschule","26.43","25.5","6760","21","23","29","33","43","26.31","26.55","14","57","25","26",""
"2015","(Fach-)Abitur","","","","","","","","","","","","","","",""
"2015","(noch) kein Abschluss","","","","","","","","","","","","","","",""
"2015","AkademikerIn","","","","","","","","","","","","","","",""
"2015","Hauptschule","","","","","","","","","","","","","","",""
"2015","Realschule","","","","","","","","","","","","","","",""
"2016","(Fach-)Abitur","25.44","24.5","3606","20","22","28","31","41","25.28","25.6","14","61","25","25",""
"2016","(noch) kein Abschluss","25.95","24.5","797","20","22","29","32","50","25.54","26.36","16","69","24","25",""
"2016","AkademikerIn","25.51","24.5","5825","21","23","28","31","39","25.4","25.62","15","66","25","25",""
"2016","Hauptschule","27.48","26.5","6831","22","24","30","34","43","27.35","27.61","15","67","27","27",""
"2016","Realschule","26.85","25.5","5898","21","23","29","34","44","26.71","26.99","14","68","26","26",""
"2017","(Fach-)Abitur","","","","","","","","","","","","","","",""
"2017","(noch) kein Abschluss","","","","","","","","","","","","","","",""
"2017","AkademikerIn","","","","","","","","","","","","","","",""
"2017","Hauptschule","","","","","","","","","","","","","","",""
"2017","Realschule","","","","","","","","","","","","","","",""
"2018","(Fach-)Abitur","25.68","24.5","4462","20","22","28","32","42","25.53","25.83","14","64","25","25",""
"2018","(noch) kein Abschluss","26.17","24.5","1954","20","22","29","33","46","25.92","26.42","16","84","25","26",""
"2018","AkademikerIn","25.54","24.5","6832","21","23","28","31","40","25.43","25.65","15","72","25","25",""
"2018","Hauptschule","27.62","26.5","7312","22","24","30","34","44","27.49","27.75","14","61","27","27",""
"2018","Realschule","27.03","25.5","6540","21","23","30","34","45","26.9","27.16","11","95","26","26",""
"2019","(Fach-)Abitur","","","","","","","","","","","","","","",""
"2019","(noch) kein Abschluss","","","","","","","","","","","","","","",""
"2019","AkademikerIn","","","","","","","","","","","","","","",""
"2019","Hauptschule","","","","","","","","","","","","","","",""
"2019","Realschule","","","","","","","","","","","","","","",""
"2020","(Fach-)Abitur","25.99","24.5","4405","20","22","29","32","42","25.84","26.14","15","65","25","25",""
"2020","(noch) kein Abschluss","26.41","24.5","894","20","22","29","35","45","26.04","26.78","16","55","24","25",""
"2020","AkademikerIn","25.62","24.5","7133","21","23","28","31","39","25.52","25.72","14","70","25","25",""
"2020","Hauptschule","27.83","26.5","5845","22","24","30","35","46","27.68","27.98","12","66","27","27",""
"2020","Realschule","27.22","25.5","6106","21","23","30","34","46","27.08","27.36","15","84","26","26",""
