"year","bildungsniveau","sex","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2019","Realschule","maennlich","","","","",""
"2019","Realschule","weiblich","","","","",""
"2020","(Fach-)Abitur","maennlich","26.57","25.5","1963","26.36","26.78"
"2020","(Fach-)Abitur","weiblich","25.51","24.5","2439","25.3","25.72"
"2020","(noch) kein Abschluss","maennlich","25.96","24.5","454","25.49","26.43"
"2020","(noch) kein Abschluss","weiblich","26.83","24.5","440","26.25","27.41"
"2020","AkademikerIn","maennlich","26.32","25.5","3687","26.19","26.45"
"2020","AkademikerIn","weiblich","24.82","23.5","3444","24.66","24.98"
"2020","Hauptschule","maennlich","28.11","26.5","3011","27.92","28.3"
"2020","Hauptschule","weiblich","27.54","26.5","2834","27.31","27.77"
"2020","Realschule","maennlich","27.77","26.5","2552","27.58","27.96"
"2020","Realschule","weiblich","26.78","25.5","3553","26.58","26.98"
