year,pgisced97,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2012,Lower Secondary Level,2890,4.51703,4.42254,4.61151,2.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2012,Upper Secondary Level,13507,4.76506,4.72678,4.80334,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2012,Post-secondary Non-tertiary Level,1958,4.76699,4.66865,4.86532,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2012,First Stage of Tertiary Education,1804,4.87251,4.77702,4.96800,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2012,Second Stage of Tertiary Education,6130,5.01536,4.96286,5.06786,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2013,Pre-primary Level,428,5.80863,5.57720,6.04006,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
2013,Primary Level,491,4.09448,3.84018,4.34878,2.00000,4.00000,6.00000,0.00000,10.00000,4.00000,3.00000,5.00000
2013,Lower Secondary Level,2918,4.22761,4.12977,4.32544,2.00000,4.00000,6.00000,0.00000,10.00000,4.00000,4.00000,5.00000
2013,Upper Secondary Level,11052,4.45876,4.41322,4.50429,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2013,Post-secondary Non-tertiary Level,1678,4.43854,4.32257,4.55452,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,4.00000,5.00000
2013,First Stage of Tertiary Education,1371,4.51940,4.39745,4.64136,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2013,Second Stage of Tertiary Education,5463,4.74806,4.68804,4.80807,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2014,Pre-primary Level,442,5.90935,5.70453,6.11417,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
2014,Primary Level,498,4.37691,4.12291,4.63090,2.00000,5.00000,6.00000,0.00000,10.00000,5.00000,4.00000,5.00000
2014,Lower Secondary Level,3081,4.39983,4.30205,4.49762,2.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2014,Upper Secondary Level,12453,4.66940,4.62683,4.71196,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2014,Post-secondary Non-tertiary Level,2030,4.74266,4.64088,4.84444,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2014,First Stage of Tertiary Education,1582,4.90875,4.79930,5.01820,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2014,Second Stage of Tertiary Education,6200,4.95500,4.90171,5.00828,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2015,Pre-primary Level,374,5.98444,5.77378,6.19510,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,5.97500,7.00000
2015,Primary Level,531,4.48975,4.25519,4.72432,2.00000,5.00000,7.00000,0.00000,10.00000,5.00000,4.00000,5.00000
2015,Lower Secondary Level,2950,4.54483,4.44660,4.64306,2.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2015,Upper Secondary Level,12138,4.73349,4.69074,4.77624,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2015,Post-secondary Non-tertiary Level,2152,4.89628,4.79841,4.99415,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2015,First Stage of Tertiary Education,1531,4.98443,4.87596,5.09290,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2015,Second Stage of Tertiary Education,6413,5.05940,5.00698,5.11182,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2016,Pre-primary Level,354,5.88033,5.65135,6.10931,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
2016,Primary Level,1356,4.58608,4.44040,4.73176,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,4.00000,5.00000
2016,Lower Secondary Level,3114,4.63325,4.53613,4.73036,2.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2016,Upper Secondary Level,11493,4.81090,4.76619,4.85561,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2016,Post-secondary Non-tertiary Level,2089,4.77804,4.67729,4.87879,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2016,First Stage of Tertiary Education,1405,4.86846,4.75171,4.98522,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2016,Second Stage of Tertiary Education,6464,5.03421,4.98060,5.08783,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2017,Pre-primary Level,425,5.72359,5.51451,5.93268,4.00000,6.00000,7.00000,0.00000,10.00000,6.00000,5.00000,6.00000
2017,Primary Level,1810,4.30246,4.17143,4.43350,2.00000,4.00000,7.00000,0.00000,10.00000,4.00000,4.00000,5.00000
2017,Lower Secondary Level,3509,4.47196,4.38473,4.55919,2.00000,5.00000,7.00000,0.00000,10.00000,5.00000,4.00000,5.00000
2017,Upper Secondary Level,12712,4.69753,4.65633,4.73874,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2017,Post-secondary Non-tertiary Level,2307,4.77634,4.68017,4.87251,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2017,First Stage of Tertiary Education,1533,4.82221,4.71087,4.93354,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2017,Second Stage of Tertiary Education,7235,4.83352,4.78283,4.88422,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2018,Pre-primary Level,356,5.39722,5.15944,5.63501,4.00000,6.00000,7.00000,0.00000,10.00000,6.00000,5.00000,6.02500
2018,Primary Level,1726,4.12068,3.97465,4.26671,1.00000,5.00000,6.00000,0.00000,10.00000,5.00000,4.00000,5.00000
2018,Lower Secondary Level,3403,4.30825,4.21653,4.39997,2.00000,5.00000,6.00000,0.00000,10.00000,5.00000,4.00000,5.00000
2018,Upper Secondary Level,12111,4.31046,4.26700,4.35393,2.00000,5.00000,6.00000,0.00000,10.00000,5.00000,4.00000,5.00000
2018,Post-secondary Non-tertiary Level,2212,4.43481,4.33653,4.53308,3.00000,4.00000,6.00000,0.00000,10.00000,4.00000,4.00000,5.00000
2018,First Stage of Tertiary Education,1454,4.47224,4.34979,4.59468,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,4.00000,5.00000
2018,Second Stage of Tertiary Education,6965,4.62398,4.57221,4.67574,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2019,Pre-primary Level,333,6.07126,5.83596,6.30656,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,6.00000,7.00000
2019,Primary Level,1622,4.61614,4.46625,4.76603,2.00000,5.00000,7.00000,0.00000,10.00000,5.00000,4.00000,5.00000
2019,Lower Secondary Level,3074,4.73296,4.63598,4.82993,2.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2019,Upper Secondary Level,11649,4.95288,4.90937,4.99638,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2019,Post-secondary Non-tertiary Level,2259,4.90347,4.80711,4.99982,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2019,First Stage of Tertiary Education,1665,5.06368,4.95594,5.17142,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2019,Second Stage of Tertiary Education,7575,5.12163,5.07247,5.17079,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2020,Pre-primary Level,361,6.08683,5.87210,6.30157,5.00000,6.00000,8.00000,0.50000,10.00000,6.00000,5.00000,7.00000
2020,Primary Level,1787,4.56188,4.42808,4.69567,2.00000,5.00000,7.00000,0.00000,10.00000,5.00000,4.00000,5.00000
2020,Lower Secondary Level,3210,4.82989,4.73851,4.92128,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2020,Upper Secondary Level,11328,4.90587,4.86260,4.94913,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2020,Post-secondary Non-tertiary Level,2360,4.92605,4.83652,5.01558,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2020,First Stage of Tertiary Education,1465,5.10394,4.99240,5.21547,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2020,Second Stage of Tertiary Education,7741,5.07149,5.02411,5.11887,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2021,Pre-primary Level,200,5.16352,4.85658,5.47045,4.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2021,Primary Level,1005,3.84807,3.66629,4.02985,1.00000,4.00000,6.00000,0.00000,10.00000,4.00000,3.00000,5.00000
2021,Lower Secondary Level,1811,4.78989,4.66907,4.91070,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2021,Upper Secondary Level,7369,5.07203,5.01971,5.12434,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2021,Post-secondary Non-tertiary Level,1595,4.83188,4.72151,4.94226,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2021,First Stage of Tertiary Education,1002,5.16720,5.03024,5.30415,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,6.00000
2021,Second Stage of Tertiary Education,5696,5.14455,5.09019,5.19891,4.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
