"year","bildungsniveau","migback","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2009","(noch) kein Abschluss","direkter Migrationshintergrund","2.48","1.5","112","2.07","2.89"
"2009","(noch) kein Abschluss","indirekter Migrationshintergrund","5.16","4.5","56","4.58","5.74"
"2009","(noch) kein Abschluss","kein Migrationshintergrund","4.48","4.5","313","4.26","4.7"
"2009","AkademikerIn","direkter Migrationshintergrund","3.99","3.5","292","3.73","4.25"
"2009","AkademikerIn","indirekter Migrationshintergrund","4.62","4.5","87","4.22","5.02"
"2009","AkademikerIn","kein Migrationshintergrund","4","3.5","3644","3.93","4.07"
"2009","Hauptschule","direkter Migrationshintergrund","3.15","2.5","774","2.98","3.32"
"2009","Hauptschule","indirekter Migrationshintergrund","4.23","4.5","211","3.92","4.54"
"2009","Hauptschule","kein Migrationshintergrund","3.28","2.5","5191","3.22","3.34"
"2009","Realschule","direkter Migrationshintergrund","3.7","3.5","142","3.35","4.05"
"2009","Realschule","indirekter Migrationshintergrund","4.52","4.5","170","4.19","4.85"
"2009","Realschule","kein Migrationshintergrund","3.85","3.5","4483","3.79","3.91"
"2010","(Fach-)Abitur","direkter Migrationshintergrund","4.3","3.5","566","4.1","4.5"
"2010","(Fach-)Abitur","indirekter Migrationshintergrund","4.73","4.5","182","4.4","5.06"
"2010","(Fach-)Abitur","kein Migrationshintergrund","4.65","4.5","2305","4.56","4.74"
"2010","(noch) kein Abschluss","direkter Migrationshintergrund","3.42","2.5","220","3.05","3.79"
"2010","(noch) kein Abschluss","indirekter Migrationshintergrund","5.69","5.5","96","5.16","6.22"
"2010","(noch) kein Abschluss","kein Migrationshintergrund","5.21","4.5","453","4.99","5.43"
"2010","AkademikerIn","direkter Migrationshintergrund","4.36","4.5","540","4.16","4.56"
"2010","AkademikerIn","indirekter Migrationshintergrund","5.23","5.5","164","4.91","5.55"
"2010","AkademikerIn","kein Migrationshintergrund","4.51","4.5","4664","4.45","4.57"
"2010","Hauptschule","direkter Migrationshintergrund","3.82","3.5","1245","3.67","3.97"
"2010","Hauptschule","indirekter Migrationshintergrund","4.99","4.5","317","4.69","5.29"
"2010","Hauptschule","kein Migrationshintergrund","3.87","3.5","5898","3.81","3.93"
"2010","Realschule","direkter Migrationshintergrund","4.91","4.5","253","4.61","5.21"
"2010","Realschule","indirekter Migrationshintergrund","5.13","4.5","307","4.86","5.4"
"2010","Realschule","kein Migrationshintergrund","4.32","4.5","6216","4.26","4.38"
"2011","(Fach-)Abitur","direkter Migrationshintergrund","4.72","4.5","390","4.48","4.96"
"2011","(Fach-)Abitur","indirekter Migrationshintergrund","5.34","5.5","143","4.96","5.72"
"2011","(Fach-)Abitur","kein Migrationshintergrund","4.81","4.5","1903","4.72","4.9"
"2011","(noch) kein Abschluss","direkter Migrationshintergrund","3.39","2.5","132","2.95","3.83"
"2011","(noch) kein Abschluss","indirekter Migrationshintergrund","5.83","4.5","67","5.33","6.33"
"2011","(noch) kein Abschluss","kein Migrationshintergrund","5.21","4.5","362","4.96","5.46"
"2011","AkademikerIn","direkter Migrationshintergrund","4.88","4.5","370","4.62","5.14"
"2011","AkademikerIn","indirekter Migrationshintergrund","5.68","5.5","107","5.3","6.06"
"2011","AkademikerIn","kein Migrationshintergrund","4.83","4.5","4101","4.77","4.89"
"2011","Hauptschule","direkter Migrationshintergrund","3.99","3.5","889","3.83","4.15"
"2011","Hauptschule","indirekter Migrationshintergrund","4.86","4.5","208","4.52","5.2"
"2011","Hauptschule","kein Migrationshintergrund","4.06","3.5","6031","4","4.12"
"2011","Realschule","direkter Migrationshintergrund","5.3","4.5","171","4.94","5.66"
"2011","Realschule","indirekter Migrationshintergrund","5.06","4.5","187","4.73","5.39"
"2011","Realschule","kein Migrationshintergrund","4.65","4.5","5139","4.59","4.71"
"2012","(Fach-)Abitur","direkter Migrationshintergrund","4.61","4.5","635","4.41","4.81"
"2012","(Fach-)Abitur","indirekter Migrationshintergrund","5.52","5.5","221","5.22","5.82"
"2012","(Fach-)Abitur","kein Migrationshintergrund","5.04","4.5","2687","4.96","5.12"
"2012","(noch) kein Abschluss","direkter Migrationshintergrund","3.47","2.5","194","3.1","3.84"
"2012","(noch) kein Abschluss","indirekter Migrationshintergrund","5.47","4.5","113","5.07","5.87"
"2012","(noch) kein Abschluss","kein Migrationshintergrund","5.56","5.5","584","5.38","5.74"
"2012","AkademikerIn","direkter Migrationshintergrund","5.18","4.5","608","4.98","5.38"
"2012","AkademikerIn","indirekter Migrationshintergrund","5.26","5.5","193","4.95","5.57"
"2012","AkademikerIn","kein Migrationshintergrund","4.98","4.5","5329","4.93","5.03"
"2012","Hauptschule","direkter Migrationshintergrund","4.43","4.5","1253","4.29","4.57"
"2012","Hauptschule","indirekter Migrationshintergrund","5.35","4.5","328","5.08","5.62"
"2012","Hauptschule","kein Migrationshintergrund","4.46","4.5","7063","4.41","4.51"
"2012","Realschule","direkter Migrationshintergrund","5.18","4.5","277","4.89","5.47"
"2012","Realschule","indirekter Migrationshintergrund","5.19","4.5","327","4.92","5.46"
"2012","Realschule","kein Migrationshintergrund","4.93","4.5","7129","4.88","4.98"
"2013","(Fach-)Abitur","direkter Migrationshintergrund","4.48","4.5","1251","4.33","4.63"
"2013","(Fach-)Abitur","indirekter Migrationshintergrund","5.48","4.5","306","5.19","5.77"
"2013","(Fach-)Abitur","kein Migrationshintergrund","4.61","4.5","1811","4.51","4.71"
"2013","(noch) kein Abschluss","direkter Migrationshintergrund","4.07","4.5","459","3.8","4.34"
"2013","(noch) kein Abschluss","indirekter Migrationshintergrund","5.61","4.5","172","5.2","6.02"
"2013","(noch) kein Abschluss","kein Migrationshintergrund","5.22","5.5","338","4.95","5.49"
"2013","AkademikerIn","direkter Migrationshintergrund","5.02","4.5","1124","4.87","5.17"
"2013","AkademikerIn","indirekter Migrationshintergrund","5.32","4.5","253","5.03","5.61"
"2013","AkademikerIn","kein Migrationshintergrund","4.68","4.5","4086","4.61","4.75"
"2013","Hauptschule","direkter Migrationshintergrund","4.17","3.5","1997","4.05","4.29"
"2013","Hauptschule","indirekter Migrationshintergrund","4.85","4.5","448","4.58","5.12"
"2013","Hauptschule","kein Migrationshintergrund","4.2","3.5","5379","4.13","4.27"
"2013","Realschule","direkter Migrationshintergrund","4.58","4.5","392","4.3","4.86"
"2013","Realschule","indirekter Migrationshintergrund","5.09","4.5","385","4.83","5.35"
"2013","Realschule","kein Migrationshintergrund","4.57","4.5","4806","4.5","4.64"
"2014","(Fach-)Abitur","direkter Migrationshintergrund","4.73","4.5","1167","4.57","4.89"
"2014","(Fach-)Abitur","indirekter Migrationshintergrund","5.5","5.5","339","5.25","5.75"
"2014","(Fach-)Abitur","kein Migrationshintergrund","4.91","4.5","2398","4.82","5"
"2014","(noch) kein Abschluss","direkter Migrationshintergrund","4.02","3.5","374","3.72","4.32"
"2014","(noch) kein Abschluss","indirekter Migrationshintergrund","6.03","6.5","142","5.63","6.43"
"2014","(noch) kein Abschluss","kein Migrationshintergrund","5.45","5.5","474","5.24","5.66"
"2014","AkademikerIn","direkter Migrationshintergrund","5.08","4.5","1108","4.93","5.23"
"2014","AkademikerIn","indirekter Migrationshintergrund","5.11","4.5","270","4.84","5.38"
"2014","AkademikerIn","kein Migrationshintergrund","4.93","4.5","4822","4.87","4.99"
"2014","Hauptschule","direkter Migrationshintergrund","4.11","3.5","1862","3.98","4.24"
"2014","Hauptschule","indirekter Migrationshintergrund","5.08","4.5","451","4.81","5.35"
"2014","Hauptschule","kein Migrationshintergrund","4.39","4.5","5827","4.33","4.45"
"2014","Realschule","direkter Migrationshintergrund","4.61","4.5","398","4.36","4.86"
"2014","Realschule","indirekter Migrationshintergrund","5.6","5.5","442","5.36","5.84"
"2014","Realschule","kein Migrationshintergrund","4.83","4.5","6011","4.77","4.89"
"2015","(Fach-)Abitur","direkter Migrationshintergrund","4.75","4.5","1470","4.61","4.89"
"2015","(Fach-)Abitur","indirekter Migrationshintergrund","5.49","4.5","325","5.22","5.76"
"2015","(Fach-)Abitur","kein Migrationshintergrund","4.98","4.5","2353","4.89","5.07"
"2015","(noch) kein Abschluss","direkter Migrationshintergrund","4.3","4.5","433","4.02","4.58"
"2015","(noch) kein Abschluss","indirekter Migrationshintergrund","5.91","5.5","130","5.46","6.36"
"2015","(noch) kein Abschluss","kein Migrationshintergrund","5.37","4.5","398","5.14","5.6"
"2015","AkademikerIn","direkter Migrationshintergrund","5.14","4.5","1469","5.01","5.27"
"2015","AkademikerIn","indirekter Migrationshintergrund","5.28","4.5","263","5.02","5.54"
"2015","AkademikerIn","kein Migrationshintergrund","5.03","4.5","4681","4.97","5.09"
"2015","Hauptschule","direkter Migrationshintergrund","4.23","3.5","1953","4.1","4.36"
"2015","Hauptschule","indirekter Migrationshintergrund","5.07","4.5","413","4.8","5.34"
"2015","Hauptschule","kein Migrationshintergrund","4.52","4.5","5426","4.45","4.59"
"2015","Realschule","direkter Migrationshintergrund","5.08","4.5","380","4.81","5.35"
"2015","Realschule","indirekter Migrationshintergrund","5.75","5.5","420","5.5","6"
"2015","Realschule","kein Migrationshintergrund","4.87","4.5","5757","4.81","4.93"
"2016","(Fach-)Abitur","direkter Migrationshintergrund","4.66","4.5","1658","4.52","4.8"
"2016","(Fach-)Abitur","indirekter Migrationshintergrund","5.9","5.5","324","5.62","6.18"
"2016","(Fach-)Abitur","kein Migrationshintergrund","4.88","4.5","2206","4.79","4.97"
"2016","(noch) kein Abschluss","direkter Migrationshintergrund","4.34","3.5","1325","4.16","4.52"
"2016","(noch) kein Abschluss","indirekter Migrationshintergrund","6.05","5.5","104","5.61","6.49"
"2016","(noch) kein Abschluss","kein Migrationshintergrund","5.51","5.5","369","5.27","5.75"
"2016","AkademikerIn","direkter Migrationshintergrund","5.18","4.5","1796","5.05","5.31"
"2016","AkademikerIn","indirekter Migrationshintergrund","5.36","5.5","236","5.06","5.66"
"2016","AkademikerIn","kein Migrationshintergrund","4.99","4.5","4432","4.93","5.05"
"2016","Hauptschule","direkter Migrationshintergrund","4.45","4.5","2217","4.33","4.57"
"2016","Hauptschule","indirekter Migrationshintergrund","5.23","4.5","381","4.94","5.52"
"2016","Hauptschule","kein Migrationshintergrund","4.58","4.5","4973","4.51","4.65"
"2016","Realschule","direkter Migrationshintergrund","5.14","4.5","328","4.85","5.43"
"2016","Realschule","indirekter Migrationshintergrund","5.61","5.5","386","5.37","5.85"
"2016","Realschule","kein Migrationshintergrund","4.9","4.5","5318","4.84","4.96"
"2017","(Fach-)Abitur","direkter Migrationshintergrund","4.75","4.5","1755","4.61","4.89"
"2017","(Fach-)Abitur","indirekter Migrationshintergrund","5.84","5.5","380","5.59","6.09"
"2017","(Fach-)Abitur","kein Migrationshintergrund","4.78","4.5","2671","4.7","4.86"
"2017","(noch) kein Abschluss","direkter Migrationshintergrund","4.16","3.5","1725","4","4.32"
"2017","(noch) kein Abschluss","indirekter Migrationshintergrund","5.74","5.5","121","5.3","6.18"
"2017","(noch) kein Abschluss","kein Migrationshintergrund","5.25","4.5","483","5.04","5.46"
"2017","AkademikerIn","direkter Migrationshintergrund","4.98","4.5","1900","4.85","5.11"
"2017","AkademikerIn","indirekter Migrationshintergrund","5.01","4.5","282","4.74","5.28"
"2017","AkademikerIn","kein Migrationshintergrund","4.79","4.5","5053","4.73","4.85"
"2017","Hauptschule","direkter Migrationshintergrund","4.41","4.5","2370","4.29","4.53"
"2017","Hauptschule","indirekter Migrationshintergrund","4.93","4.5","372","4.65","5.21"
"2017","Hauptschule","kein Migrationshintergrund","4.47","4.5","5248","4.4","4.54"
"2017","Realschule","direkter Migrationshintergrund","5.22","4.5","343","4.94","5.5"
"2017","Realschule","indirekter Migrationshintergrund","5.56","5.5","411","5.32","5.8"
"2017","Realschule","kein Migrationshintergrund","4.75","4.5","6187","4.69","4.81"
"2018","(Fach-)Abitur","direkter Migrationshintergrund","4.46","4.5","1609","4.31","4.61"
"2018","(Fach-)Abitur","indirekter Migrationshintergrund","5.49","4.5","357","5.23","5.75"
"2018","(Fach-)Abitur","kein Migrationshintergrund","4.49","4.5","2657","4.4","4.58"
"2018","(noch) kein Abschluss","direkter Migrationshintergrund","3.8","2.5","1629","3.64","3.96"
"2018","(noch) kein Abschluss","indirekter Migrationshintergrund","5.21","4.5","124","4.75","5.67"
"2018","(noch) kein Abschluss","kein Migrationshintergrund","4.97","4.5","415","4.73","5.21"
"2018","AkademikerIn","direkter Migrationshintergrund","4.86","4.5","1756","4.72","5"
"2018","AkademikerIn","indirekter Migrationshintergrund","4.71","4.5","278","4.44","4.98"
"2018","AkademikerIn","kein Migrationshintergrund","4.56","4.5","4931","4.5","4.62"
"2018","Hauptschule","direkter Migrationshintergrund","4.3","4.5","2195","4.17","4.43"
"2018","Hauptschule","indirekter Migrationshintergrund","4.78","4.5","384","4.48","5.08"
"2018","Hauptschule","kein Migrationshintergrund","4.04","3.5","4963","3.97","4.11"
"2018","Realschule","direkter Migrationshintergrund","5.21","4.5","323","4.91","5.51"
"2018","Realschule","indirekter Migrationshintergrund","5.12","4.5","413","4.87","5.37"
"2018","Realschule","kein Migrationshintergrund","4.35","4.5","5936","4.29","4.41"
"2019","(Fach-)Abitur","direkter Migrationshintergrund","5.13","4.5","1407","4.97","5.29"
"2019","(Fach-)Abitur","indirekter Migrationshintergrund","5.8","5.5","394","5.56","6.04"
"2019","(Fach-)Abitur","kein Migrationshintergrund","5.02","4.5","2881","4.94","5.1"
"2019","(noch) kein Abschluss","direkter Migrationshintergrund","4.47","4.5","1536","4.3","4.64"
"2019","(noch) kein Abschluss","indirekter Migrationshintergrund","6.38","6.5","115","5.89","6.87"
"2019","(noch) kein Abschluss","kein Migrationshintergrund","5.4","4.5","382","5.16","5.64"
"2019","AkademikerIn","direkter Migrationshintergrund","5.26","5.5","1625","5.12","5.4"
"2019","AkademikerIn","indirekter Migrationshintergrund","5.62","5.5","403","5.39","5.85"
"2019","AkademikerIn","kein Migrationshintergrund","5.05","4.5","5569","4.99","5.11"
"2019","Hauptschule","direkter Migrationshintergrund","4.38","4.5","1899","4.24","4.52"
"2019","Hauptschule","indirekter Migrationshintergrund","5.65","5.5","337","5.36","5.94"
"2019","Hauptschule","kein Migrationshintergrund","4.7","4.5","4663","4.63","4.77"
"2019","Realschule","direkter Migrationshintergrund","5.88","5.5","300","5.58","6.18"
"2019","Realschule","indirekter Migrationshintergrund","5.6","5.5","432","5.36","5.84"
"2019","Realschule","kein Migrationshintergrund","4.99","4.5","6046","4.93","5.05"
"2020","(Fach-)Abitur","direkter Migrationshintergrund","4.82","4.5","1974","4.68","4.96"
"2020","(Fach-)Abitur","indirekter Migrationshintergrund","5.76","5.5","371","5.52","6"
"2020","(Fach-)Abitur","kein Migrationshintergrund","4.93","4.5","2713","4.85","5.01"
"2020","(noch) kein Abschluss","direkter Migrationshintergrund","4.28","4.5","1773","4.13","4.43"
"2020","(noch) kein Abschluss","indirekter Migrationshintergrund","6.29","6.5","113","5.81","6.77"
"2020","(noch) kein Abschluss","kein Migrationshintergrund","5.57","4.5","353","5.33","5.81"
"2020","AkademikerIn","direkter Migrationshintergrund","5.17","4.5","2128","5.05","5.29"
"2020","AkademikerIn","indirekter Migrationshintergrund","5.2","4.5","353","4.97","5.43"
"2020","AkademikerIn","kein Migrationshintergrund","5.03","4.5","5294","4.97","5.09"
"2020","Hauptschule","direkter Migrationshintergrund","4.63","4.5","2204","4.5","4.76"
"2020","Hauptschule","indirekter Migrationshintergrund","5.55","4.5","332","5.28","5.82"
"2020","Hauptschule","kein Migrationshintergrund","4.72","4.5","4199","4.65","4.79"
"2020","Realschule","direkter Migrationshintergrund","5.7","5.5","305","5.4","6"
"2020","Realschule","indirekter Migrationshintergrund","5.58","5.5","376","5.34","5.82"
"2020","Realschule","kein Migrationshintergrund","4.97","4.5","5559","4.91","5.03"
