"year","migback","sex","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2006","direkter Migrationshintergrund","weiblich","295.48","295","566","150","200","390","400","480","286.55","304.41","0","500","300","300"
"2006","indirekter Migrationshintergrund","männlich","376.41","382.5","248","300","350","400","450","600","365.78","387.04","0","700","380","400"
"2006","indirekter Migrationshintergrund","weiblich","309.76","335","231","195","250","400","400","420","297.33","322.19","0","600","300","350"
"2006","kein Migrationshintergrund","männlich","390.19","397.5","5365","300","375","400","480","600","387.89","392.49","0","999","400","400"
"2006","kein Migrationshintergrund","weiblich","305.85","317.5","4828","150","200","400","400","500","302.9","308.8","0","700","300","320"
"2006","Migrationshintergrund - n. w. differenzierbar","männlich","","","","","","","","","","","","","",""
"2006","Migrationshintergrund - n. w. differenzierbar","weiblich","","","","","","","","","","","","","",""
"2007","direkter Migrationshintergrund","männlich","384.12","397.5","567","300","360","400","450","600","378.26","389.98","40","700","400","400"
"2007","direkter Migrationshintergrund","weiblich","299.58","290","493","193","210","385","400","500","290.53","308.63","0","600","300","300"
"2007","indirekter Migrationshintergrund","männlich","388.9","395","257","320","370","400","500","600","378.54","399.26","50","750","400","400"
"2007","indirekter Migrationshintergrund","weiblich","301.63","290","240","170","200","385","400","500","289.05","314.21","60","500","300","350"
"2007","kein Migrationshintergrund","männlich","392.46","397.5","5104","300","375","400","500","600","389.96","394.96","0","990","400","400"
"2007","kein Migrationshintergrund","weiblich","307.65","329","4616","150","200","400","400","550","304.6","310.7","0","900","300","308"
"2007","Migrationshintergrund - n. w. differenzierbar","männlich","","","","","","","","","","","","","",""
"2007","Migrationshintergrund - n. w. differenzierbar","weiblich","","","","","","","","","","","","","",""
"2008","direkter Migrationshintergrund","männlich","385.25","397.5","520","350","375","400","450","600","378.49","392.01","40","800","400","400"
"2008","direkter Migrationshintergrund","weiblich","278.13","295","479","100","200","380","400","480","268.27","287.99","0","650","300","300"
"2008","indirekter Migrationshintergrund","männlich","376.58","395","264","300","350","400","450","550","366.93","386.23","30","600","380","400"
"2008","indirekter Migrationshintergrund","weiblich","303.38","295","228","180","200","400","400","450","290.04","316.72","30","600","300","350"
"2008","kein Migrationshintergrund","männlich","385.43","397.5","4840","300","370","400","470","600","382.93","387.93","0","999","400","400"
"2008","kein Migrationshintergrund","weiblich","303.61","295","4463","150","200","400","400","500","300.53","306.69","0","800","300","300"
"2008","Migrationshintergrund - n. w. differenzierbar","männlich","","","","","","","","","","","","","",""
"2008","Migrationshintergrund - n. w. differenzierbar","weiblich","","","","","","","","","","","","","",""
"2009","direkter Migrationshintergrund","männlich","395.75","397.5","427","350","360","400","450","800","389.23","402.27","100","850","400","400"
"2009","direkter Migrationshintergrund","weiblich","279.44","287.5","434","120","200","370","400","500","269.66","289.22","0","600","300","300"
"2009","indirekter Migrationshintergrund","männlich","393.7","395","231","350","370","400","480","600","384.08","403.32","0","700","400","400"
"2009","indirekter Migrationshintergrund","weiblich","317.79","340","212","200","250","400","400","450","304.61","330.97","50","600","300","350"
"2009","kein Migrationshintergrund","männlich","388.26","397.5","4458","300","350","400","500","600","385.7","390.82","0","999","400","400"
"2009","kein Migrationshintergrund","weiblich","308.74","329","4175","160","250","400","400","500","305.61","311.87","0","800","300","320"
"2009","Migrationshintergrund - n. w. differenzierbar","männlich","","","","","","","","","","","","","",""
"2009","Migrationshintergrund - n. w. differenzierbar","weiblich","","","","","","","","","","","","","",""
"2010","direkter Migrationshintergrund","männlich","381.1","395","518","300","350","400","450","560","373.97","388.23","0","750","400","400"
"2010","direkter Migrationshintergrund","weiblich","282.81","297","473","150","200","370","400","500","273.95","291.67","0","500","300","300"
"2010","indirekter Migrationshintergrund","männlich","375.22","395","263","300","350","400","450","600","363.39","387.05","20","960","400","400"
"2010","indirekter Migrationshintergrund","weiblich","303.99","310","219","105","250","400","400","500","290.61","317.37","50","522","300","350"
"2010","kein Migrationshintergrund","männlich","383.45","399","4634","300","350","400","500","600","380.83","386.07","0","999","400","400"
"2010","kein Migrationshintergrund","weiblich","309.41","347.5","4547","160","250","400","400","500","306.42","312.4","0","700","300","300"
"2010","Migrationshintergrund - n. w. differenzierbar","männlich","","","","","","","","","","","","","",""
"2010","Migrationshintergrund - n. w. differenzierbar","weiblich","","","","","","","","","","","","","",""
"2011","direkter Migrationshintergrund","männlich","387.12","397.5","639","300","360","400","450","650","380.68","393.56","0","990","400","400"
"2011","direkter Migrationshintergrund","weiblich","290.21","295","630","120","200","390","400","500","282.4","298.02","20","600","300","300"
"2011","indirekter Migrationshintergrund","männlich","387.07","395","308","300","375","400","500","600","376.67","397.47","20","999","390","400"
"2011","indirekter Migrationshintergrund","weiblich","313.59","335","306","150","250","400","400","500","301.42","325.76","30","700","300","350"
"2011","kein Migrationshintergrund","männlich","386.53","397.5","5534","300","350","400","500","600","384.12","388.94","0","999","400","400"
"2011","kein Migrationshintergrund","weiblich","313.05","345","5612","155","250","400","400","500","310.34","315.76","0","800","300","300"
"2011","Migrationshintergrund - n. w. differenzierbar","männlich","","","","","","","","","","","","","",""
"2011","Migrationshintergrund - n. w. differenzierbar","weiblich","","","","","","","","","","","","","",""
"2012","direkter Migrationshintergrund","männlich","380.52","397.5","621","300","350","400","450","600","374.13","386.91","0","800","400","400"
"2012","direkter Migrationshintergrund","weiblich","289.08","290","620","150","200","380","400","480","281.19","296.97","30","500","300","300"
"2012","indirekter Migrationshintergrund","männlich","384.53","395","317","300","350","400","480","720","374.22","394.84","0","750","400","400"
"2012","indirekter Migrationshintergrund","weiblich","310.86","337.5","305","125","240","400","400","550","298.72","323","20","550","300","320"
"2012","kein Migrationshintergrund","männlich","379.83","399","5406","300","350","400","450","600","377.36","382.3","0","999","400","400"
"2012","kein Migrationshintergrund","weiblich","305.08","309","5617","150","240","400","400","500","302.35","307.81","0","800","300","300"
"2012","Migrationshintergrund - n. w. differenzierbar","männlich","","","","","","","","","","","","","",""
"2012","Migrationshintergrund - n. w. differenzierbar","weiblich","","","","","","","","","","","","","",""
"2013","direkter Migrationshintergrund","männlich","372.6","395","523","300","350","400","450","600","365.23","379.97","0","800","400","400"
"2013","direkter Migrationshintergrund","weiblich","285.74","290","567","125","200","380","400","480","277.32","294.16","40","550","300","300"
"2013","indirekter Migrationshintergrund","männlich","364.63","395","299","300","350","400","450","500","354.55","374.71","0","720","380","400"
"2013","indirekter Migrationshintergrund","weiblich","306.12","345","292","160","200","400","400","500","293.52","318.72","0","560","300","320"
"2013","kein Migrationshintergrund","männlich","377.31","397.5","4969","300","350","400","450","600","374.78","379.84","0","999","400","400"
"2013","kein Migrationshintergrund","weiblich","303.25","297.5","5316","150","240","400","400","500","300.47","306.03","0","900","300","300"
"2013","Migrationshintergrund - n. w. differenzierbar","männlich","","","","","","","","","","","","","",""
"2013","Migrationshintergrund - n. w. differenzierbar","weiblich","","","","","","","","","","","","","",""
"2014","direkter Migrationshintergrund","männlich","374.31","395","699","300","350","400","450","700","368.38","380.24","0","800","400","400"
"2014","direkter Migrationshintergrund","weiblich","286.68","295","663","140","200","385","400","500","279.04","294.32","10","690","300","300"
"2014","indirekter Migrationshintergrund","männlich","375.96","395","351","300","350","400","450","550","366.75","385.17","50","999","380","400"
"2014","indirekter Migrationshintergrund","weiblich","297.73","295","387","120","220","395","400","450","286.78","308.68","0","600","300","300"
"2014","kein Migrationshintergrund","männlich","372.42","397.5","5711","300","350","400","450","600","370.16","374.68","0","999","400","400"
"2014","kein Migrationshintergrund","weiblich","301.08","297.5","6112","150","240","390","400","500","298.56","303.6","0","840","300","300"
"2014","Migrationshintergrund - n. w. differenzierbar","männlich","","","","","","","","","","","","","",""
"2014","Migrationshintergrund - n. w. differenzierbar","weiblich","","","","","","","","","","","","","",""
"2015","direkter Migrationshintergrund","männlich","382.16","395","1916","300","350","400","450","600","378.11","386.21","0","990","400","400"
"2015","direkter Migrationshintergrund","weiblich","288.26","295","1709","120","200","390","400","500","282.79","293.73","0","990","300","300"
"2015","indirekter Migrationshintergrund","männlich","387.95","395","558","300","360","400","450","600","380.8","395.1","0","999","400","400"
"2015","indirekter Migrationshintergrund","weiblich","306.84","345","538","100","240","400","400","500","297.63","316.05","0","650","300","350"
"2015","kein Migrationshintergrund","männlich","371.87","398.5","5447","300","350","400","450","600","369.54","374.2","0","999","400","400"
"2015","kein Migrationshintergrund","weiblich","303.12","317.5","5804","150","240","390","400","500","300.48","305.76","0","950","300","300"
"2015","Migrationshintergrund - n. w. differenzierbar","männlich","","","","","","","","","","","","","",""
"2015","Migrationshintergrund - n. w. differenzierbar","weiblich","","","","","","","","","","","","","",""
"2016","direkter Migrationshintergrund","männlich","","","","","","","","","","","","","",""
"2016","direkter Migrationshintergrund","weiblich","","","","","","","","","","","","","",""
"2016","indirekter Migrationshintergrund","männlich","","","","","","","","","","","","","",""
"2016","indirekter Migrationshintergrund","weiblich","","","","","","","","","","","","","",""
"2016","kein Migrationshintergrund","männlich","","","","","","","","","","","","","",""
"2016","kein Migrationshintergrund","weiblich","","","","","","","","","","","","","",""
"2016","Migrationshintergrund - n. w. differenzierbar","männlich","","","","","","","","","","","","","",""
"2016","Migrationshintergrund - n. w. differenzierbar","weiblich","","","","","","","","","","","","","",""
"2017","direkter Migrationshintergrund","männlich","377.9","397.5","1777","300","350","400","450","600","373.85","381.95","0","800","400","400"
"2017","direkter Migrationshintergrund","weiblich","281.22","295","1521","100","200","385","400","500","275.61","286.83","10","850","300","300"
"2017","indirekter Migrationshintergrund","männlich","368.21","387.5","548","250","350","400","450","600","359.98","376.44","15","800","385","400"
"2017","indirekter Migrationshintergrund","weiblich","314.49","345","576","150","250","400","400","500","305.87","323.11","30","750","300","320"
"2017","kein Migrationshintergrund","männlich","367.59","397.5","5972","280","350","400","450","600","365.33","369.85","0","990","400","400"
"2017","kein Migrationshintergrund","weiblich","297.9","295","6397","150","225","380","400","500","295.46","300.34","0","800","300","300"
"2017","Migrationshintergrund - n. w. differenzierbar","männlich","","","","","","","","","","","","","",""
"2017","Migrationshintergrund - n. w. differenzierbar","weiblich","","","","","","","","","","","","","",""
"2018","direkter Migrationshintergrund","männlich","364.2","397.5","2002","250","350","400","420","500","360.22","368.18","0","800","400","400"
"2018","direkter Migrationshintergrund","weiblich","292.49","295","1502","160","200","385","400","500","287.21","297.77","0","800","300","300"
"2018","indirekter Migrationshintergrund","männlich","354.93","377.5","560","250","320","400","410","500","346.85","363.01","0","700","380","400"
"2018","indirekter Migrationshintergrund","weiblich","309","337.5","594","150","250","400","400","500","300.25","317.75","0","600","300","320"
"2018","kein Migrationshintergrund","männlich","360.62","382.5","5741","250","350","400","450","600","358.21","363.03","0","990","390","400"
"2018","kein Migrationshintergrund","weiblich","294.54","297.5","6160","150","220","380","400","480","292.07","297.01","0","800","300","300"
"2018","Migrationshintergrund - n. w. differenzierbar","männlich","","","","","","","","","","","","","",""
"2018","Migrationshintergrund - n. w. differenzierbar","weiblich","","","","","","","","","","","","","",""
"2019","direkter Migrationshintergrund","männlich","371.74","395","801","200","400","400","450","600","364.34","379.14","10","800","400","400"
"2019","direkter Migrationshintergrund","weiblich","317.42","385","153","100","250","400","400","480","296.33","338.51","20","1000","300","400"
"2019","indirekter Migrationshintergrund","männlich","","","","","","","","","","","","","",""
"2019","indirekter Migrationshintergrund","weiblich","","","","","","","","","","","","","",""
"2019","kein Migrationshintergrund","männlich","","","","","","","","","","","","","",""
"2019","kein Migrationshintergrund","weiblich","","","","","","","","","","","","","",""
"2019","Migrationshintergrund - n. w. differenzierbar","männlich","","","","","","","","","","","","","",""
"2019","Migrationshintergrund - n. w. differenzierbar","weiblich","","","","","","","","","","","","","",""
