"year","migback","regtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2003","kein Migrationshintergrund","Städtischer Raum","343.47","377.5","6612","200","300","400","450","600","340.79","346.15","0","999","375","380"
"2003","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","","","","","","","","","","","",""
"2003","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","","","","","","","","","","","",""
"2004","direkter Migrationshintergrund","Ländlicher Raum","344.48","377.5","206","200","300","400","420","650","329.13","359.83","0","800","350","385"
"2004","direkter Migrationshintergrund","Städtischer Raum","344.9","372.5","1058","200","300","400","400","550","338.84","350.96","0","800","360","380"
"2004","indirekter Migrationshintergrund","Ländlicher Raum","347.53","392.5","63","200","300","400","400","500","322.55","372.51","40","500","350","400"
"2004","indirekter Migrationshintergrund","Städtischer Raum","349.82","377.5","396","200","300","400","450","550","339.37","360.27","20","990","370","380"
"2004","kein Migrationshintergrund","Ländlicher Raum","357.58","384","3637","200","300","400","450","600","354.28","360.88","0","990","380","390"
"2004","kein Migrationshintergrund","Städtischer Raum","345.81","379","6442","200","300","400","450","600","343.12","348.5","0","999","380","380"
"2004","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","","","","","","","","","","","",""
"2004","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","","","","","","","","","","","",""
"2005","direkter Migrationshintergrund","Ländlicher Raum","342.77","377.5","186","180","300","400","400","500","327.02","358.52","30","600","360","400"
"2005","direkter Migrationshintergrund","Städtischer Raum","341.3","379","995","200","300","400","400","500","335.11","347.49","0","700","370","380"
"2005","indirekter Migrationshintergrund","Ländlicher Raum","344.95","382.5","59","200","300","400","400","450","320.59","369.31","50","600","350","400"
"2005","indirekter Migrationshintergrund","Städtischer Raum","364.54","377.5","404","200","300","400","450","780","353.62","375.46","30","990","375","385"
"2005","kein Migrationshintergrund","Ländlicher Raum","357.63","382.5","3443","200","300","400","450","600","354.26","361","0","990","385","400"
"2005","kein Migrationshintergrund","Städtischer Raum","349.93","384","6100","200","300","400","450","600","347.18","352.68","0","999","380","385"
"2005","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","","","","","","","","","","","",""
"2005","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","","","","","","","","","","","",""
"2006","direkter Migrationshintergrund","Ländlicher Raum","331.47","372.5","204","200","300","400","400","500","316.58","346.36","0","600","350","380"
"2006","direkter Migrationshintergrund","Städtischer Raum","342.61","377.5","1013","200","300","400","400","500","336.13","349.09","0","800","370","380"
"2006","indirekter Migrationshintergrund","Ländlicher Raum","331","367.5","74","200","300","400","400","450","309.71","352.29","50","500","350","400"
"2006","indirekter Migrationshintergrund","Städtischer Raum","348.61","377.5","405","200","300","400","420","600","339.04","358.18","0","700","370","380"
"2006","kein Migrationshintergrund","Ländlicher Raum","360.93","397.5","3733","200","305","400","450","600","357.69","364.17","0","999","390","400"
"2006","kein Migrationshintergrund","Städtischer Raum","348.63","384.5","6460","200","300","400","450","600","346.02","351.24","0","999","380","385"
"2006","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","","","","","","","","","","","",""
"2006","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","","","","","","","","","","","",""
"2007","direkter Migrationshintergrund","Ländlicher Raum","340.04","377.5","196","200","300","400","400","500","325.91","354.17","0","600","350","400"
"2007","direkter Migrationshintergrund","Städtischer Raum","346.74","377.5","864","200","300","400","400","600","340.24","353.24","0","700","350","380"
"2007","indirekter Migrationshintergrund","Ländlicher Raum","343.57","340","75","200","300","400","450","500","323.58","363.56","70","600","350","385"
"2007","indirekter Migrationshintergrund","Städtischer Raum","347.82","377.5","422","200","300","400","420","600","337.91","357.73","50","750","375","385"
"2007","kein Migrationshintergrund","Ländlicher Raum","362.5","397.5","3594","200","300","400","450","600","359.12","365.88","0","840","400","400"
"2007","kein Migrationshintergrund","Städtischer Raum","350.46","382.5","6126","200","300","400","450","600","347.68","353.24","0","990","380","385"
"2007","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","","","","","","","","","","","",""
"2007","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","","","","","","","","","","","",""
"2008","direkter Migrationshintergrund","Ländlicher Raum","332.32","377.5","174","200","300","400","400","600","315.36","349.28","0","600","350","385"
"2008","direkter Migrationshintergrund","Städtischer Raum","336.26","372.5","825","193","300","400","400","600","329.03","343.49","0","800","350","380"
"2008","indirekter Migrationshintergrund","Ländlicher Raum","350.94","365","69","200","300","400","440","450","331.5","370.38","45","450","350","400"
"2008","indirekter Migrationshintergrund","Städtischer Raum","341.99","365","423","200","300","400","420","530","332.4","351.58","30","600","350","380"
"2008","kein Migrationshintergrund","Ländlicher Raum","353.33","388.5","3432","200","300","400","450","600","349.86","356.8","0","820","385","400"
"2008","kein Migrationshintergrund","Städtischer Raum","345.99","377.5","5871","200","300","400","440","600","343.26","348.72","0","999","380","380"
"2008","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","","","","","","","","","","","",""
"2008","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","","","","","","","","","","","",""
"2009","direkter Migrationshintergrund","Ländlicher Raum","343.73","377.5","152","200","300","400","400","800","324.06","363.4","20","850","350","380"
"2009","direkter Migrationshintergrund","Städtischer Raum","335.07","355","709","200","300","400","400","500","327.8","342.34","0","600","350","380"
"2009","indirekter Migrationshintergrund","Ländlicher Raum","363.85","392.5","73","300","350","400","400","500","343.91","383.79","50","500","350","400"
"2009","indirekter Migrationshintergrund","Städtischer Raum","358.57","377.5","370","250","320","400","450","550","348.78","368.36","0","700","360","385"
"2009","kein Migrationshintergrund","Ländlicher Raum","356.68","382.5","3235","200","300","400","450","600","353.17","360.19","0","800","385","400"
"2009","kein Migrationshintergrund","Städtischer Raum","349.81","378.5","5398","200","300","400","450","600","346.99","352.63","0","999","380","380"
"2009","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","","","","","","","","","","","",""
"2009","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","","","","","","","","","","","",""
"2010","direkter Migrationshintergrund","Ländlicher Raum","309.39","335","196","150","200","400","400","500","293.59","325.19","30","600","350","400"
"2010","direkter Migrationshintergrund","Städtischer Raum","336","340","795","200","300","400","400","520","328.9","343.1","0","750","350","380"
"2010","indirekter Migrationshintergrund","Ländlicher Raum","359.37","397.5","76","250","350","400","400","450","333.57","385.17","50","960","350","400"
"2010","indirekter Migrationshintergrund","Städtischer Raum","339.49","372.5","406","190","300","400","425","500","329.16","349.82","20","750","370","385"
"2010","kein Migrationshintergrund","Ländlicher Raum","354.56","382.5","3450","200","300","400","440","600","351.15","357.97","0","900","380","385"
"2010","kein Migrationshintergrund","Städtischer Raum","346.43","377.5","5731","200","300","400","450","600","343.62","349.24","0","999","360","375"
"2010","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","","","","","","","","","","","",""
"2010","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","","","","","","","","","","","",""
"2011","direkter Migrationshintergrund","Ländlicher Raum","324.53","377.5","308","150","250","400","400","600","312.05","337.01","50","650","350","390"
"2011","direkter Migrationshintergrund","Städtischer Raum","344.39","377.5","961","200","300","400","420","600","337.84","350.94","0","990","350","380"
"2011","indirekter Migrationshintergrund","Ländlicher Raum","343.27","377.5","108","200","300","400","400","550","325.76","360.78","50","550","350","380"
"2011","indirekter Migrationshintergrund","Städtischer Raum","355.64","395","506","200","300","400","450","600","345.77","365.51","20","999","360","385"
"2011","kein Migrationshintergrund","Ländlicher Raum","355.39","389.5","4305","200","300","400","450","600","352.34","358.44","0","820","380","385"
"2011","kein Migrationshintergrund","Städtischer Raum","351.39","379","6841","200","300","400","450","600","348.8","353.98","0","999","370","380"
"2011","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","","","","","","","","","","","",""
"2011","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","","","","","","","","","","","",""
"2012","direkter Migrationshintergrund","Ländlicher Raum","335.14","365","300","200","300","400","400","700","322.98","347.3","30","800","350","380"
"2012","direkter Migrationshintergrund","Städtischer Raum","337.54","377.5","941","200","300","400","400","500","330.92","344.16","0","700","350","380"
"2012","indirekter Migrationshintergrund","Ländlicher Raum","354.16","395","110","200","300","400","400","500","336.65","371.67","80","600","350","400"
"2012","indirekter Migrationshintergrund","Städtischer Raum","351","382.5","512","200","300","400","450","600","341.18","360.82","0","750","350","380"
"2012","kein Migrationshintergrund","Ländlicher Raum","350.83","377.5","4202","200","300","400","420","600","347.72","353.94","0","900","375","380"
"2012","kein Migrationshintergrund","Städtischer Raum","342.07","377.5","6821","200","300","400","420","600","339.46","344.68","0","999","350","360"
"2012","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","","","","","","","","","","","",""
"2012","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","","","","","","","","","","","",""
"2013","direkter Migrationshintergrund","Ländlicher Raum","321.92","335","257","200","250","400","400","500","309.84","334","60","600","350","380"
"2013","direkter Migrationshintergrund","Städtischer Raum","331.81","355","833","190","300","400","400","600","324.41","339.21","0","800","350","380"
"2013","indirekter Migrationshintergrund","Ländlicher Raum","340.66","382.5","116","200","300","400","400","500","323.02","358.3","50","500","350","390"
"2013","indirekter Migrationshintergrund","Städtischer Raum","337.13","365","475","190","300","400","420","500","327.29","346.97","0","720","350","375"
"2013","kein Migrationshintergrund","Ländlicher Raum","347.01","377.5","3927","200","300","400","410","600","343.82","350.2","0","990","360","380"
"2013","kein Migrationshintergrund","Städtischer Raum","339.96","377.5","6358","200","300","400","420","550","337.31","342.61","0","999","350","360"
"2013","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","","","","","","","","","","","",""
"2013","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","","","","","","","","","","","",""
"2014","direkter Migrationshintergrund","Ländlicher Raum","326.88","372.5","321","180","300","400","400","500","315.11","338.65","20","800","350","380"
"2014","direkter Migrationshintergrund","Städtischer Raum","333.39","335","1041","200","300","400","400","600","327.19","339.59","0","700","350","370"
"2014","indirekter Migrationshintergrund","Ländlicher Raum","336.96","345","148","200","300","400","440","500","321.81","352.11","100","600","350","400"
"2014","indirekter Migrationshintergrund","Städtischer Raum","338.81","345","590","200","300","400","400","550","329.73","347.89","0","999","350","350"
"2014","kein Migrationshintergrund","Ländlicher Raum","343.66","377.5","4609","200","300","400","400","600","340.78","346.54","0","840","350","375"
"2014","kein Migrationshintergrund","Städtischer Raum","336.16","355","7214","200","300","400","410","500","333.74","338.58","0","999","350","350"
"2014","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","","","","","","","","","","","",""
"2014","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","","","","","","","","","","","",""
"2015","direkter Migrationshintergrund","Ländlicher Raum","334.64","377.5","936","200","300","400","400","550","327.47","341.81","0","900","400","400"
"2015","direkter Migrationshintergrund","Städtischer Raum","339.05","377.5","2689","200","300","400","400","600","334.77","343.33","0","990","380","400"
"2015","indirekter Migrationshintergrund","Ländlicher Raum","353.86","382.5","211","210","300","400","400","600","340.18","367.54","40","650","350","400"
"2015","indirekter Migrationshintergrund","Städtischer Raum","352.17","387.5","885","200","300","400","420","550","345.09","359.25","0","999","360","385"
"2015","kein Migrationshintergrund","Ländlicher Raum","342.11","377.5","4390","200","300","400","400","500","339.13","345.09","0","900","350","375"
"2015","kein Migrationshintergrund","Städtischer Raum","338.17","372.5","6861","200","300","400","410","560","335.66","340.68","0","999","350","360"
"2015","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","","","","","","","","","","","",""
"2015","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","","","","","","","","","","","",""
"2016","direkter Migrationshintergrund","Ländlicher Raum","","","","","","","","","","","","","",""
"2016","direkter Migrationshintergrund","Städtischer Raum","","","","","","","","","","","","","",""
"2016","indirekter Migrationshintergrund","Ländlicher Raum","","","","","","","","","","","","","",""
"2016","indirekter Migrationshintergrund","Städtischer Raum","","","","","","","","","","","","","",""
"2016","kein Migrationshintergrund","Ländlicher Raum","","","","","","","","","","","","","",""
"2016","kein Migrationshintergrund","Städtischer Raum","","","","","","","","","","","","","",""
"2016","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","","","","","","","","","","","",""
"2016","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","","","","","","","","","","","",""
"2017","direkter Migrationshintergrund","Ländlicher Raum","328.54","372.5","873","180","275","400","400","500","321.6","335.48","20","800","380","400"
"2017","direkter Migrationshintergrund","Städtischer Raum","329.77","357.5","2425","160","280","400","400","600","325.32","334.22","0","850","360","380"
"2017","indirekter Migrationshintergrund","Ländlicher Raum","334.94","377.5","216","160","300","400","400","600","320.92","348.96","35","600","350","380"
"2017","indirekter Migrationshintergrund","Städtischer Raum","345.26","377.5","908","200","300","400","410","600","338.17","352.35","15","800","350","370"
"2017","kein Migrationshintergrund","Ländlicher Raum","336.14","357.5","4859","200","300","400","400","600","333.32","338.96","0","800","350","360"
"2017","kein Migrationshintergrund","Städtischer Raum","334.46","347.5","7510","200","300","400","400","600","332.11","336.81","0","990","350","350"
"2017","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","","","","","","","","","","","",""
"2017","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","","","","","","","","","","","",""
"2018","direkter Migrationshintergrund","Ländlicher Raum","336.3","365","917","200","300","400","400","500","329.71","342.89","0","800","380","400"
"2018","direkter Migrationshintergrund","Städtischer Raum","328.41","345","2587","200","280","400","400","500","324.3","332.52","0","800","370","385"
"2018","indirekter Migrationshintergrund","Ländlicher Raum","345.15","377.5","230","200","300","400","400","500","331.09","359.21","0","600","350","380"
"2018","indirekter Migrationshintergrund","Städtischer Raum","332.1","345","924","190","300","400","400","500","325.17","339.03","0","700","350","350"
"2018","kein Migrationshintergrund","Ländlicher Raum","330.02","345","4587","200","300","400","400","600","327.17","332.87","0","800","350","350"
"2018","kein Migrationshintergrund","Städtischer Raum","329.44","347.5","7314","192","300","400","400","550","327.04","331.84","0","990","350","350"
"2018","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","","","","","","","","","","","",""
"2018","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","","","","","","","","","","","",""
"2019","direkter Migrationshintergrund","Ländlicher Raum","384.22","395","296","250","400","400","500","600","371.27","397.17","30","1000","400","400"
"2019","direkter Migrationshintergrund","Städtischer Raum","356.99","395","658","160","350","400","400","500","348.27","365.71","10","800","400","400"
"2019","indirekter Migrationshintergrund","Ländlicher Raum","","","","","","","","","","","","","",""
"2019","indirekter Migrationshintergrund","Städtischer Raum","","","","","","","","","","","","","",""
"2019","kein Migrationshintergrund","Ländlicher Raum","","","","","","","","","","","","","",""
"2019","kein Migrationshintergrund","Städtischer Raum","","","","","","","","","","","","","",""
"2019","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","","","","","","","","","","","",""
"2019","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","","","","","","","","","","","",""
