"year","migback","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2005","indirekter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2005","indirekter Migrationshintergrund","Westdeutschland","361.66","377.5","445","200","300","400","450","780","351.42","371.9","30","990","375","385"
"2005","kein Migrationshintergrund","Ostdeutschland","370.44","395","2501","300","350","400","440","600","367.15","373.73","0","840","400","400"
"2005","kein Migrationshintergrund","Westdeutschland","348.19","379","7042","200","300","400","450","600","345.56","350.82","0","999","380","380"
"2005","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2005","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2006","direkter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2006","direkter Migrationshintergrund","Westdeutschland","341.88","377.5","1191","200","300","400","400","500","335.9","347.86","0","800","370","380"
"2006","indirekter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2006","indirekter Migrationshintergrund","Westdeutschland","344.65","377.5","462","200","300","400","400","560","335.82","353.48","0","700","370","380"
"2006","kein Migrationshintergrund","Ostdeutschland","375.24","397.5","2635","300","350","400","450","600","372.11","378.37","0","999","400","400"
"2006","kein Migrationshintergrund","Westdeutschland","347.3","384.5","7558","200","300","400","450","600","344.8","349.8","0","999","380","380"
"2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2007","direkter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2007","direkter Migrationshintergrund","Westdeutschland","346.23","377.5","1038","200","300","400","400","600","340.26","352.2","0","700","360","380"
"2007","indirekter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2007","indirekter Migrationshintergrund","Westdeutschland","346","377.5","469","200","300","400","420","600","336.81","355.19","50","750","375","380"
"2007","kein Migrationshintergrund","Ostdeutschland","375.41","397.5","2548","300","350","400","450","600","372.11","378.71","0","840","400","400"
"2007","kein Migrationshintergrund","Westdeutschland","349.35","382.5","7172","200","300","400","450","600","346.7","352","0","990","380","380"
"2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2008","direkter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2008","direkter Migrationshintergrund","Westdeutschland","336.16","377.5","975","200","300","400","400","600","329.45","342.87","0","800","350","380"
"2008","indirekter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2008","indirekter Migrationshintergrund","Westdeutschland","342.35","372.5","463","200","300","400","420","530","333.25","351.45","30","600","350","380"
"2008","kein Migrationshintergrund","Ostdeutschland","372.52","397.5","2466","300","350","400","450","600","369.23","375.81","0","800","400","400"
"2008","kein Migrationshintergrund","Westdeutschland","342.46","377.5","6837","200","300","400","440","600","339.81","345.11","0","999","375","380"
"2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2009","direkter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2009","direkter Migrationshintergrund","Westdeutschland","336.68","365","837","200","300","400","400","600","329.68","343.68","0","850","350","380"
"2009","indirekter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2009","indirekter Migrationshintergrund","Westdeutschland","358.67","377.5","422","250","350","400","450","500","349.58","367.76","0","700","360","385"
"2009","kein Migrationshintergrund","Ostdeutschland","370.77","397.5","2316","300","350","400","450","600","367.44","374.1","0","800","400","400"
"2009","kein Migrationshintergrund","Westdeutschland","347.4","378.5","6317","200","300","400","450","600","344.68","350.12","0","999","375","380"
"2009","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2009","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2010","direkter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2010","direkter Migrationshintergrund","Westdeutschland","329.44","340","969","200","250","400","400","520","322.9","335.98","0","750","350","380"
"2010","indirekter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2010","indirekter Migrationshintergrund","Westdeutschland","340.38","372.5","454","200","300","400","425","500","330.67","350.09","20","750","360","380"
"2010","kein Migrationshintergrund","Ostdeutschland","364.37","397.5","2392","300","350","400","420","600","361.05","367.69","0","900","390","400"
"2010","kein Migrationshintergrund","Westdeutschland","345.29","377.5","6789","200","300","400","450","600","342.62","347.96","0","999","360","375"
"2010","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2010","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2011","direkter Migrationshintergrund","Ostdeutschland","300.9","335","35","80","250","400","400","450","271.74","330.06","80","500","320","400"
"2011","direkter Migrationshintergrund","Westdeutschland","340.33","377.5","1234","180","300","400","420","600","334.41","346.25","0","990","360","380"
"2011","indirekter Migrationshintergrund","Ostdeutschland","378.96","390","34","350","350","400","400","480","359.74","398.18","180","480","350","400"
"2011","indirekter Migrationshintergrund","Westdeutschland","352.16","382.5","580","200","300","400","450","600","343.04","361.28","20","999","350","380"
"2011","kein Migrationshintergrund","Ostdeutschland","366.24","399","2821","300","320","400","450","600","363","369.48","0","820","390","400"
"2011","kein Migrationshintergrund","Westdeutschland","349.28","379","8325","200","300","400","450","600","346.88","351.68","0","999","360","375"
"2011","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2011","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2012","direkter Migrationshintergrund","Ostdeutschland","362.36","390","41","300","350","400","400","400","336.35","388.37","80","500","300","400"
"2012","direkter Migrationshintergrund","Westdeutschland","336.47","372.5","1200","200","300","400","400","540","330.53","342.41","0","800","350","380"
"2012","indirekter Migrationshintergrund","Ostdeutschland","370.86","395","32","300","380","400","400","720","337.11","404.61","100","720","350","400"
"2012","indirekter Migrationshintergrund","Westdeutschland","350.85","382.5","590","200","300","400","450","600","341.93","359.77","0","750","350","380"
"2012","kein Migrationshintergrund","Ostdeutschland","361.26","395","2785","300","300","400","400","600","357.95","364.57","0","800","390","400"
"2012","kein Migrationshintergrund","Westdeutschland","340.99","377.5","8238","200","300","400","430","600","338.57","343.41","0","999","350","350"
"2012","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2012","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2013","direkter Migrationshintergrund","Ostdeutschland","352.45","325","35","250","350","400","400","400","334.01","370.89","250","450","350","400"
"2013","direkter Migrationshintergrund","Westdeutschland","329.21","345","1055","180","280","400","400","550","322.71","335.71","0","800","350","375"
"2013","indirekter Migrationshintergrund","Ostdeutschland","381.71","395","40","300","350","400","425","650","358.44","404.98","200","650","350","400"
"2013","indirekter Migrationshintergrund","Westdeutschland","335.8","372.5","551","190","300","400","400","500","326.77","344.83","0","720","350","375"
"2013","kein Migrationshintergrund","Ostdeutschland","358.35","397.5","2591","260","320","400","400","520","355.09","361.61","0","800","380","400"
"2013","kein Migrationshintergrund","Westdeutschland","338.18","372.5","7694","200","300","400","420","600","335.7","340.66","0","999","350","350"
"2013","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2013","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2014","direkter Migrationshintergrund","Ostdeutschland","335.71","310","41","300","300","400","400","400","308.55","362.87","80","500","300","400"
"2014","direkter Migrationshintergrund","Westdeutschland","331.78","340","1321","200","300","400","400","600","326.18","337.38","0","800","350","365"
"2014","indirekter Migrationshintergrund","Ostdeutschland","364.72","392.5","53","300","320","400","400","500","342.91","386.53","0","500","350","400"
"2014","indirekter Migrationshintergrund","Westdeutschland","337.17","345","685","200","300","400","400","550","328.89","345.45","25","999","350","350"
"2014","kein Migrationshintergrund","Ostdeutschland","357.8","387.5","2873","300","320","400","400","500","354.82","360.78","0","680","380","380"
"2014","kein Migrationshintergrund","Westdeutschland","333.96","357.5","8950","200","300","400","410","550","331.72","336.2","0","999","350","350"
"2014","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2014","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2015","direkter Migrationshintergrund","Ostdeutschland","347.75","387.5","227","200","300","400","400","600","334.29","361.21","0","800","390","400"
"2015","direkter Migrationshintergrund","Westdeutschland","337.57","377.5","3398","190","300","400","400","600","333.75","341.39","0","990","385","400"
"2015","indirekter Migrationshintergrund","Ostdeutschland","367.64","392.5","69","300","350","400","400","500","347.03","388.25","60","500","380","400"
"2015","indirekter Migrationshintergrund","Westdeutschland","351.78","387.5","1027","200","300","400","420","600","345.21","358.35","0","999","360","380"
"2015","kein Migrationshintergrund","Ostdeutschland","356.33","387.5","2706","280","320","400","400","500","353.1","359.56","0","900","375","380"
"2015","kein Migrationshintergrund","Westdeutschland","335.22","368","8545","195","300","400","400","560","332.91","337.53","0","999","350","360"
"2015","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2015","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2016","direkter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2016","direkter Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2016","indirekter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2016","indirekter Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2016","kein Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2016","kein Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2016","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2016","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2017","direkter Migrationshintergrund","Ostdeutschland","348.43","395","261","200","300","400","400","500","337.3","359.56","50","600","380","400"
"2017","direkter Migrationshintergrund","Westdeutschland","328.42","357.5","3037","160","250","400","400","600","324.46","332.38","0","850","375","380"
"2017","indirekter Migrationshintergrund","Ostdeutschland","381.44","395","62","300","320","400","500","600","358.59","404.29","70","600","320","400"
"2017","indirekter Migrationshintergrund","Westdeutschland","342","372.5","1062","200","300","400","400","600","335.45","348.55","15","800","350","375"
"2017","kein Migrationshintergrund","Ostdeutschland","349.06","372.5","3000","250","300","400","400","500","346.03","352.09","0","800","360","380"
"2017","kein Migrationshintergrund","Westdeutschland","331.5","347.5","9369","195","300","400","410","600","329.33","333.67","0","990","350","350"
"2017","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2017","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2018","direkter Migrationshintergrund","Ostdeutschland","350.47","385","310","200","300","400","500","550","339.16","361.78","0","800","400","400"
"2018","direkter Migrationshintergrund","Westdeutschland","328.85","345","3194","200","280","400","400","500","325.18","332.52","0","800","375","385"
"2018","indirekter Migrationshintergrund","Ostdeutschland","339.24","335","81","200","300","400","450","500","314.62","363.86","0","500","320","400"
"2018","indirekter Migrationshintergrund","Westdeutschland","333.86","345","1073","200","300","400","400","500","327.44","340.28","0","700","350","350"
"2018","kein Migrationshintergrund","Ostdeutschland","338.24","345","2920","200","300","400","400","500","335.14","341.34","0","750","350","350"
"2018","kein Migrationshintergrund","Westdeutschland","327.5","347.5","8981","180","300","400","400","600","325.29","329.71","0","990","350","350"
"2018","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2018","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
"2019","direkter Migrationshintergrund","Ostdeutschland","343.73","395","115","120","320","400","400","500","320.8","366.66","30","750","400","400"
"2019","direkter Migrationshintergrund","Westdeutschland","368.93","395","839","200","390","400","450","600","361.31","376.55","10","1000","400","400"
"2019","indirekter Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2019","indirekter Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2019","kein Migrationshintergrund","Ostdeutschland","","","","","","","","","","","","","",""
"2019","kein Migrationshintergrund","Westdeutschland","","","","","","","","","","","","","",""
"2019","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","","","","","","","","","","","",""
"2019","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","","","","","","","","","","","",""
