"year","bula_h","migback","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2000","Sachsen-Anhalt","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2000","Sachsen-Anhalt","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2000","Sachsen-Anhalt","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2000","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2000","Schleswig-Holstein","direkter Migrationshintergrund","321.79","355","41","80","250","400","420","520","279.29","364.29","0","520","300","400"
"2000","Schleswig-Holstein","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2000","Schleswig-Holstein","kein Migrationshintergrund","345.95","372.5","355","200","300","400","450","600","334.76","357.14","0","800","360","380"
"2000","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2000","Thüringen","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2000","Thüringen","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2000","Thüringen","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2000","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2001","Baden-Württemberg","direkter Migrationshintergrund","351","387.5","378","200","350","400","400","500","341.19","360.81","0","550","375","400"
"2001","Baden-Württemberg","indirekter Migrationshintergrund","362.84","377.5","124","250","350","400","420","600","348.82","376.86","100","600","370","385"
"2001","Baden-Württemberg","kein Migrationshintergrund","341.02","372.5","1020","185","300","400","450","600","333.81","348.23","0","750","350","380"
"2001","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2001","Bayern","direkter Migrationshintergrund","347.25","365","226","200","350","400","400","500","335.65","358.85","50","600","350","375"
"2001","Bayern","indirekter Migrationshintergrund","357.77","377.5","77","180","350","400","400","700","336.08","379.46","100","700","350","385"
"2001","Bayern","kein Migrationshintergrund","343.07","372.5","1498","170","300","400","450","600","337.05","349.09","0","999","375","380"
"2001","Bayern","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2001","Berlin","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2001","Berlin","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2001","Berlin","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2001","Berlin","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2001","Brandenburg","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2001","Brandenburg","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2001","Brandenburg","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2001","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2001","Bremen","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2001","Bremen","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2001","Bremen","kein Migrationshintergrund","344.2","382.5","68","190","300","400","450","500","318.43","369.97","0","600","350","400"
"2001","Bremen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2001","Hamburg","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2001","Hamburg","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2001","Hamburg","kein Migrationshintergrund","323.95","376","139","150","300","400","400","600","304.16","343.74","0","600","350","389"
"2001","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2001","Hessen","direkter Migrationshintergrund","345.58","377.5","163","160","300","400","430","600","328.78","362.38","70","800","370","390"
"2001","Hessen","indirekter Migrationshintergrund","321.48","325","41","200","250","400","400","500","287.81","355.15","50","600","350","400"
"2001","Hessen","kein Migrationshintergrund","346.54","372.5","633","200","300","400","450","600","338.01","355.07","0","700","350","380"
"2001","Hessen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2001","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2001","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2001","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2001","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2001","Niedersachsen","direkter Migrationshintergrund","352.27","377.5","134","200","300","400","425","600","337.01","367.53","30","600","375","400"
"2001","Niedersachsen","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2001","Niedersachsen","kein Migrationshintergrund","352.34","384","863","200","300","400","450","600","344.57","360.11","0","900","380","385"
"2001","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2001","Nordrhein-Westfalen","direkter Migrationshintergrund","348.84","372.5","420","200","300","400","400","600","339.25","358.43","0","900","370","380"
"2001","Nordrhein-Westfalen","indirekter Migrationshintergrund","360.26","377.5","128","240","335","400","450","600","343.26","377.26","0","600","375","400"
"2001","Nordrhein-Westfalen","kein Migrationshintergrund","340.43","372.5","2023","192","300","400","450","600","335.55","345.31","0","800","369","375"
"2001","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2001","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","345.7","395","128","200","320","400","400","500","329.43","361.97","90","500","375","400"
"2001","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2001","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","351.89","382.5","565","200","300","400","420","720","342.49","361.29","0","800","380","385"
"2001","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2001","Saarland","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2001","Saarland","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2001","Saarland","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2001","Saarland","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2001","Sachsen","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2001","Sachsen","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2001","Sachsen","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2001","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2001","Sachsen-Anhalt","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2001","Sachsen-Anhalt","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2001","Sachsen-Anhalt","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2001","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2001","Schleswig-Holstein","direkter Migrationshintergrund","349.84","375","34","180","305","400","480","520","309.61","390.07","40","520","330","400"
"2001","Schleswig-Holstein","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2001","Schleswig-Holstein","kein Migrationshintergrund","343.99","365","318","200","300","400","450","600","332.54","355.44","60","650","360","380"
"2001","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2001","Thüringen","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2001","Thüringen","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2001","Thüringen","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2001","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2002","Baden-Württemberg","direkter Migrationshintergrund","336.66","372.5","339","160","300","400","405","500","326.23","347.09","0","600","370","390"
"2002","Baden-Württemberg","indirekter Migrationshintergrund","349.04","340","122","250","330","400","400","500","335.47","362.61","40","500","350","380"
"2002","Baden-Württemberg","kein Migrationshintergrund","334.85","357.5","1187","180","300","400","450","600","328.21","341.49","0","900","350","370"
"2002","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2002","Bayern","direkter Migrationshintergrund","341.1","372.5","210","200","320","400","400","600","327.65","354.55","20","600","350","380"
"2002","Bayern","indirekter Migrationshintergrund","362.88","377.5","68","300","350","400","400","600","336.16","389.6","0","600","360","390"
"2002","Bayern","kein Migrationshintergrund","340.62","374.5","1640","160","300","400","450","700","334.72","346.52","0","980","360","378"
"2002","Bayern","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2002","Berlin","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2002","Berlin","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2002","Berlin","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2002","Berlin","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2002","Brandenburg","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2002","Brandenburg","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2002","Brandenburg","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2002","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2002","Bremen","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2002","Bremen","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2002","Bremen","kein Migrationshintergrund","315.12","325","83","100","250","400","425","600","287.2","343.04","0","700","300","380"
"2002","Bremen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2002","Hamburg","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2002","Hamburg","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2002","Hamburg","kein Migrationshintergrund","323.71","372.5","178","130","300","400","400","500","304.88","342.54","0","900","370","385"
"2002","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2002","Hessen","direkter Migrationshintergrund","347.32","382.5","156","200","300","400","400","550","331.24","363.4","40","700","375","400"
"2002","Hessen","indirekter Migrationshintergrund","301.48","325","45","40","300","400","400","500","264.43","338.53","40","600","300","400"
"2002","Hessen","kein Migrationshintergrund","345.49","372.5","771","200","300","400","450","600","337.41","353.57","0","999","350","380"
"2002","Hessen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2002","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2002","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2002","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2002","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2002","Niedersachsen","direkter Migrationshintergrund","349.87","383.5","114","200","300","400","400","540","332.85","366.89","0","600","375","400"
"2002","Niedersachsen","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2002","Niedersachsen","kein Migrationshintergrund","353.78","377.5","931","200","300","400","450","600","346.42","361.14","0","999","375","385"
"2002","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2002","Nordrhein-Westfalen","direkter Migrationshintergrund","340.1","372.5","400","200","300","400","400","600","329.81","350.39","30","600","350","380"
"2002","Nordrhein-Westfalen","indirekter Migrationshintergrund","350.23","372.5","126","200","340","400","450","600","330.13","370.33","50","700","350","380"
"2002","Nordrhein-Westfalen","kein Migrationshintergrund","338.68","372.5","2171","180","300","400","450","600","333.83","343.53","0","990","370","375"
"2002","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2002","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","336.32","372.5","118","200","250","400","400","500","319.96","352.68","60","500","350","400"
"2002","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2002","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","343.43","377.5","596","200","300","400","450","600","333.78","353.08","0","840","370","380"
"2002","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2002","Saarland","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2002","Saarland","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2002","Saarland","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2002","Saarland","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2002","Sachsen","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2002","Sachsen","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2002","Sachsen","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2002","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2002","Sachsen-Anhalt","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2002","Sachsen-Anhalt","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2002","Sachsen-Anhalt","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2002","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2002","Schleswig-Holstein","direkter Migrationshintergrund","311.35","355","38","80","260","400","445","500","265.74","356.96","0","500","300","400"
"2002","Schleswig-Holstein","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2002","Schleswig-Holstein","kein Migrationshintergrund","334.79","362.5","350","193","300","400","400","600","323.2","346.38","0","600","360","380"
"2002","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2002","Thüringen","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2002","Thüringen","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2002","Thüringen","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2002","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2003","Baden-Württemberg","direkter Migrationshintergrund","342.3","377.5","304","200","300","400","420","500","331.03","353.57","0","600","355","380"
"2003","Baden-Württemberg","indirekter Migrationshintergrund","348.93","377.5","122","150","350","400","400","600","331.9","365.96","40","600","350","385"
"2003","Baden-Württemberg","kein Migrationshintergrund","343.35","372.5","1140","200","300","400","450","600","336.65","350.05","0","900","365","380"
"2003","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2003","Bayern","direkter Migrationshintergrund","331.11","372.5","207","150","300","400","400","600","315.38","346.84","0","700","350","380"
"2003","Bayern","indirekter Migrationshintergrund","349.87","357.5","77","250","300","400","450","550","325.6","374.14","40","700","350","380"
"2003","Bayern","kein Migrationshintergrund","338.52","372.5","1558","180","300","400","425","600","332.64","344.4","0","990","360","380"
"2003","Bayern","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2003","Berlin","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Berlin","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Berlin","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Berlin","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2003","Brandenburg","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Brandenburg","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Brandenburg","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2003","Bremen","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Bremen","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Bremen","kein Migrationshintergrund","347.12","377.5","80","200","300","400","400","500","324.42","369.82","80","600","350","385"
"2003","Bremen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2003","Hamburg","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Hamburg","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Hamburg","kein Migrationshintergrund","337.38","382.5","148","150","300","400","450","600","318.25","356.51","0","600","375","400"
"2003","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2003","Hessen","direkter Migrationshintergrund","345.52","377.5","130","200","300","400","440","600","326.07","364.97","50","600","370","385"
"2003","Hessen","indirekter Migrationshintergrund","385.78","395","44","250","300","480","500","500","357.4","414.16","140","550","380","400"
"2003","Hessen","kein Migrationshintergrund","346.37","372.5","703","200","300","400","450","600","338.41","354.33","0","999","375","385"
"2003","Hessen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2003","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2003","Niedersachsen","direkter Migrationshintergrund","312.47","372.5","121","120","250","400","400","500","293.55","331.39","0","550","360","385"
"2003","Niedersachsen","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Niedersachsen","kein Migrationshintergrund","343.75","377.5","905","200","300","400","450","600","336.14","351.36","0","900","370","380"
"2003","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2003","Nordrhein-Westfalen","direkter Migrationshintergrund","341.33","372.5","364","200","300","400","400","500","330.19","352.47","0","910","350","380"
"2003","Nordrhein-Westfalen","indirekter Migrationshintergrund","347.05","372.5","128","200","300","400","420","600","324.49","369.61","50","999","350","385"
"2003","Nordrhein-Westfalen","kein Migrationshintergrund","338.7","373","2054","170","300","400","450","600","333.74","343.66","0","900","360","375"
"2003","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2003","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","345.67","377.5","113","200","300","400","400","500","328.75","362.59","35","600","375","400"
"2003","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","346.46","377.5","575","180","300","400","450","720","336.99","355.93","0","840","375","385"
"2003","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2003","Saarland","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Saarland","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Saarland","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Saarland","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2003","Sachsen","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Sachsen","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Sachsen","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2003","Sachsen-Anhalt","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Sachsen-Anhalt","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Sachsen-Anhalt","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2003","Schleswig-Holstein","direkter Migrationshintergrund","337.98","335","36","200","280","400","500","500","294.45","381.51","30","500","320","385"
"2003","Schleswig-Holstein","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Schleswig-Holstein","kein Migrationshintergrund","337","372.5","300","200","300","400","420","500","325.71","348.29","50","600","350","380"
"2003","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2003","Thüringen","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Thüringen","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Thüringen","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2003","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2004","Baden-Württemberg","direkter Migrationshintergrund","346.1","372.5","276","200","300","400","400","500","335.28","356.92","40","600","370","400"
"2004","Baden-Württemberg","indirekter Migrationshintergrund","359.43","372.5","121","300","350","400","400","700","342.7","376.16","30","700","350","380"
"2004","Baden-Württemberg","kein Migrationshintergrund","346.87","377.5","1101","200","300","400","450","600","340.04","353.7","0","999","370","380"
"2004","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2004","Bayern","direkter Migrationshintergrund","345.53","377.5","182","200","300","400","400","500","330.71","360.35","0","700","350","380"
"2004","Bayern","indirekter Migrationshintergrund","341.28","377.5","79","200","289","400","400","550","319.07","363.49","40","600","360","400"
"2004","Bayern","kein Migrationshintergrund","344.08","379","1515","160","300","400","450","600","338.28","349.88","0","999","375","380"
"2004","Bayern","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2004","Berlin","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2004","Berlin","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2004","Berlin","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2004","Berlin","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2004","Brandenburg","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2004","Brandenburg","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2004","Brandenburg","kein Migrationshintergrund","","","","","","","","","","","","","",""
"2004","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2004","Bremen","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2004","Bremen","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2004","Bremen","kein Migrationshintergrund","328.16","325","77","200","250","400","400","500","303.15","353.17","0","600","350","400"
"2004","Bremen","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"2004","Hamburg","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"2004","Hamburg","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"2004","Hamburg","kein Migrationshintergrund","339.64","367.5","146","200","300","400","400","600","322.54","356.74","0","600","350","400"
"2004","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
