"erwst","year","migback","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","1986","direkter Migrationshintergrund","maennlich","289","","",""
"nicht erwerbstätig","1986","direkter Migrationshintergrund","weiblich","680","0.559186623751923","0.53231137365078","0.586061873853067"
"nicht erwerbstätig","1986","indirekter Migrationshintergrund","maennlich","22","","",""
"nicht erwerbstätig","1986","indirekter Migrationshintergrund","weiblich","41","0.481752012035793","0.373603201876152","0.589900822195435"
"nicht erwerbstätig","1986","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","1986","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Andere","1986","kein Migrationshintergrund","maennlich","179","","",""
"Andere","1986","kein Migrationshintergrund","weiblich","300","0.0672434859761738","0.0594422287959973","0.0750447431563503"
"Andere","1986","direkter Migrationshintergrund","maennlich","52","0.0307626440242309","0.0220647911837939","0.0394604968646678"
"Andere","1986","direkter Migrationshintergrund","weiblich","70","0.0567480830856368","0.0442242811283575","0.0692718850429162"
"Andere","1986","indirekter Migrationshintergrund","maennlich","19","","",""
"Andere","1986","indirekter Migrationshintergrund","weiblich","10","","",""
"Andere","1986","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Andere","1986","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"voll erwerbstätig","1987","kein Migrationshintergrund","maennlich","2306","","",""
"voll erwerbstätig","1987","kein Migrationshintergrund","weiblich","975","0.234832789571952","0.22148104667976","0.248184532464144"
"voll erwerbstätig","1987","direkter Migrationshintergrund","maennlich","1140","","",""
"voll erwerbstätig","1987","direkter Migrationshintergrund","weiblich","453","0.283303265197198","0.258920964865777","0.307685565528619"
"voll erwerbstätig","1987","indirekter Migrationshintergrund","maennlich","31","0.539354213391048","0.431469042388166","0.64723938439393"
"voll erwerbstätig","1987","indirekter Migrationshintergrund","weiblich","24","","",""
"voll erwerbstätig","1987","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"voll erwerbstätig","1987","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Teilzeit","1987","kein Migrationshintergrund","maennlich","36","0.0100007791607153","0.00674589743712552","0.0132556608843051"
"Teilzeit","1987","kein Migrationshintergrund","weiblich","516","0.119169346475673","0.108964442899233","0.129374250052113"
"Teilzeit","1987","direkter Migrationshintergrund","maennlich","6","0.00863344641307331","0.00395165897827897","0.0133152338478677"
"Teilzeit","1987","direkter Migrationshintergrund","weiblich","122","","",""
"Teilzeit","1987","indirekter Migrationshintergrund","maennlich","1","","",""
"Teilzeit","1987","indirekter Migrationshintergrund","weiblich","7","0.128772248781879","0.0606978825156834","0.196846615048074"
"Teilzeit","1987","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Teilzeit","1987","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"nicht erwerbstätig","1987","kein Migrationshintergrund","maennlich","1025","","",""
"nicht erwerbstätig","1987","kein Migrationshintergrund","weiblich","2113","","",""
"nicht erwerbstätig","1987","direkter Migrationshintergrund","maennlich","299","","",""
"nicht erwerbstätig","1987","direkter Migrationshintergrund","weiblich","665","0.549909268122925","0.522989164440029","0.576829371805821"
"nicht erwerbstätig","1987","indirekter Migrationshintergrund","maennlich","32","0.350421210348303","0.247156418174238","0.453686002522367"
"nicht erwerbstätig","1987","indirekter Migrationshintergrund","weiblich","51","0.513147124061072","0.411562860556408","0.614731387565736"
"nicht erwerbstätig","1987","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","1987","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Andere","1987","kein Migrationshintergrund","maennlich","223","","",""
"Andere","1987","kein Migrationshintergrund","weiblich","268","","",""
"Andere","1987","direkter Migrationshintergrund","maennlich","55","0.0305114420789307","0.0218077168410589","0.0392151673168025"
"Andere","1987","direkter Migrationshintergrund","weiblich","72","0.0513122699789353","0.0393736692198801","0.0632508707379905"
"Andere","1987","indirekter Migrationshintergrund","maennlich","18","","",""
"Andere","1987","indirekter Migrationshintergrund","weiblich","11","","",""
"Andere","1987","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Andere","1987","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"voll erwerbstätig","1988","kein Migrationshintergrund","maennlich","2191","","",""
"voll erwerbstätig","1988","kein Migrationshintergrund","weiblich","925","0.237322137011478","0.223544671664038","0.251099602358918"
"voll erwerbstätig","1988","direkter Migrationshintergrund","maennlich","1047","","",""
"voll erwerbstätig","1988","direkter Migrationshintergrund","weiblich","415","0.280494157165002","0.255698842743965","0.305289471586039"
"voll erwerbstätig","1988","indirekter Migrationshintergrund","maennlich","39","0.432628653521211","0.33875417408532","0.526503132957103"
"voll erwerbstätig","1988","indirekter Migrationshintergrund","weiblich","30","0.223348956069126","0.147228023636947","0.299469888501305"
"voll erwerbstätig","1988","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"voll erwerbstätig","1988","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Teilzeit","1988","kein Migrationshintergrund","maennlich","33","0.00928948553640497","0.00607243133846735","0.0125065397343426"
"Teilzeit","1988","kein Migrationshintergrund","weiblich","502","0.122515395781952","0.111897346956814","0.133133444607089"
"Teilzeit","1988","direkter Migrationshintergrund","maennlich","9","0.0064147114151369","0.00224172886639856","0.0105876939638752"
"Teilzeit","1988","direkter Migrationshintergrund","weiblich","125","","",""
"Teilzeit","1988","indirekter Migrationshintergrund","maennlich","3","","",""
"Teilzeit","1988","indirekter Migrationshintergrund","weiblich","7","0.12165677692511","0.0619120677425568","0.181401486107664"
"Teilzeit","1988","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Teilzeit","1988","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"nicht erwerbstätig","1988","kein Migrationshintergrund","maennlich","982","0.318271745076667","0.302651283972725","0.333892206180608"
"nicht erwerbstätig","1988","kein Migrationshintergrund","weiblich","1983","","",""
"nicht erwerbstätig","1988","direkter Migrationshintergrund","maennlich","295","","",""
"nicht erwerbstätig","1988","direkter Migrationshintergrund","weiblich","645","0.546680851736034","0.5192044719313","0.574157231540767"
"nicht erwerbstätig","1988","indirekter Migrationshintergrund","maennlich","39","0.371304157555593","0.279757729775277","0.46285058533591"
"nicht erwerbstätig","1988","indirekter Migrationshintergrund","weiblich","62","0.507872621429943","0.416500157754077","0.599245085105808"
"nicht erwerbstätig","1988","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","1988","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Andere","1988","kein Migrationshintergrund","maennlich","210","","",""
"Andere","1988","kein Migrationshintergrund","weiblich","253","","",""
"Andere","1988","direkter Migrationshintergrund","maennlich","55","0.0248568211002526","0.0167189198121657","0.0329947223883395"
"Andere","1988","direkter Migrationshintergrund","weiblich","76","0.0605214961289421","0.047360498852914","0.0736824934049702"
"Andere","1988","indirekter Migrationshintergrund","maennlich","26","","",""
"Andere","1988","indirekter Migrationshintergrund","weiblich","16","","",""
"Andere","1988","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Andere","1988","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"voll erwerbstätig","1989","kein Migrationshintergrund","maennlich","2148","","",""
"voll erwerbstätig","1989","kein Migrationshintergrund","weiblich","935","0.248277921489595","0.234010315133355","0.262545527845835"
"voll erwerbstätig","1989","direkter Migrationshintergrund","maennlich","1023","","",""
"voll erwerbstätig","1989","direkter Migrationshintergrund","weiblich","426","0.283675278257713","0.258615441285662","0.308735115229763"
"voll erwerbstätig","1989","indirekter Migrationshintergrund","maennlich","45","0.337448323521184","0.253544511683702","0.421352135358667"
"voll erwerbstätig","1989","indirekter Migrationshintergrund","weiblich","37","0.204635499159555","0.136831981438281","0.27243901688083"
"voll erwerbstätig","1989","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"voll erwerbstätig","1989","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Teilzeit","1989","kein Migrationshintergrund","maennlich","32","0.010566302716644","0.00707456859804725","0.0140580368352407"
"Teilzeit","1989","kein Migrationshintergrund","weiblich","497","0.125979312586289","0.115020490194663","0.136938134977916"
"Teilzeit","1989","direkter Migrationshintergrund","maennlich","8","0.00823831670079526","0.00340761908420346","0.0130690143173871"
"Teilzeit","1989","direkter Migrationshintergrund","weiblich","120","","",""
"Teilzeit","1989","indirekter Migrationshintergrund","maennlich","4","0.0427505274015076","0.00685407896462926","0.0786469758383859"
"Teilzeit","1989","indirekter Migrationshintergrund","weiblich","12","","",""
"Teilzeit","1989","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Teilzeit","1989","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"nicht erwerbstätig","1989","kein Migrationshintergrund","maennlich","923","0.311551803814345","0.295736153219443","0.327367454409246"
"nicht erwerbstätig","1989","kein Migrationshintergrund","weiblich","1855","","",""
"nicht erwerbstätig","1989","direkter Migrationshintergrund","maennlich","263","","",""
"nicht erwerbstätig","1989","direkter Migrationshintergrund","weiblich","643","0.569877886373974","0.542354661735045","0.597401111012903"
"nicht erwerbstätig","1989","indirekter Migrationshintergrund","maennlich","51","0.508465342511953","0.419754658841876","0.59717602618203"
"nicht erwerbstätig","1989","indirekter Migrationshintergrund","weiblich","70","0.475651646740151","0.391718579662776","0.559584713817527"
"nicht erwerbstätig","1989","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","1989","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Andere","1989","kein Migrationshintergrund","maennlich","191","","",""
"Andere","1989","kein Migrationshintergrund","weiblich","235","","",""
"Andere","1989","direkter Migrationshintergrund","maennlich","51","0.0237001246496786","0.0155708109850386","0.0318294383143186"
"Andere","1989","direkter Migrationshintergrund","weiblich","54","0.0451671348008554","0.0336223065334809","0.05671196306823"
"Andere","1989","indirekter Migrationshintergrund","maennlich","22","","",""
"Andere","1989","indirekter Migrationshintergrund","weiblich","17","","",""
"Andere","1989","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Andere","1989","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"voll erwerbstätig","1990","kein Migrationshintergrund","maennlich","3729","0.660746110290565","0.647913396874656","0.673578823706475"
"voll erwerbstätig","1990","kein Migrationshintergrund","weiblich","2057","","",""
"voll erwerbstätig","1990","direkter Migrationshintergrund","maennlich","1041","","",""
"voll erwerbstätig","1990","direkter Migrationshintergrund","weiblich","459","0.301224503425487","0.276080941517656","0.326368065333318"
"voll erwerbstätig","1990","indirekter Migrationshintergrund","maennlich","57","0.360614119261256","0.282457282448233","0.438770956074279"
"voll erwerbstätig","1990","indirekter Migrationshintergrund","weiblich","41","0.226426969147658","0.15967342106162","0.293180517233695"
"voll erwerbstätig","1990","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"voll erwerbstätig","1990","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Teilzeit","1990","kein Migrationshintergrund","maennlich","60","0.012550903555605","0.00953349842355694","0.0155683086876531"
"Teilzeit","1990","kein Migrationshintergrund","weiblich","900","0.141055731023783","0.132009152898265","0.150102309149301"
"Teilzeit","1990","direkter Migrationshintergrund","maennlich","15","","",""
"Teilzeit","1990","direkter Migrationshintergrund","weiblich","137","","",""
"Teilzeit","1990","indirekter Migrationshintergrund","maennlich","5","0.0357515190736707","0.00553072849196691","0.0659723096553745"
"Teilzeit","1990","indirekter Migrationshintergrund","weiblich","13","","",""
"Teilzeit","1990","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Teilzeit","1990","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"nicht erwerbstätig","1990","kein Migrationshintergrund","maennlich","1195","","",""
"nicht erwerbstätig","1990","kein Migrationshintergrund","weiblich","2453","","",""
"nicht erwerbstätig","1990","direkter Migrationshintergrund","maennlich","294","","",""
"nicht erwerbstätig","1990","direkter Migrationshintergrund","weiblich","641","0.548391751776877","0.52111835639613","0.575665147157624"
"nicht erwerbstätig","1990","indirekter Migrationshintergrund","maennlich","56","0.449867784921448","0.368894813650188","0.530840756192707"
"nicht erwerbstätig","1990","indirekter Migrationshintergrund","weiblich","72","0.482438325762344","0.402737729088659","0.562138922436028"
"nicht erwerbstätig","1990","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","1990","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Andere","1990","kein Migrationshintergrund","maennlich","245","","",""
"Andere","1990","kein Migrationshintergrund","weiblich","277","","",""
"Andere","1990","direkter Migrationshintergrund","maennlich","45","0.0320245422833386","0.0227853368029087","0.0412637477637684"
"Andere","1990","direkter Migrationshintergrund","weiblich","42","0.0248179029951401","0.0162920425440429","0.0333437634462374"
"Andere","1990","indirekter Migrationshintergrund","maennlich","27","","",""
"Andere","1990","indirekter Migrationshintergrund","weiblich","25","","",""
"Andere","1990","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Andere","1990","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"voll erwerbstätig","1991","kein Migrationshintergrund","maennlich","3477","0.641946005104279","0.62877648181687","0.655115528391689"
"voll erwerbstätig","1991","kein Migrationshintergrund","weiblich","1899","","",""
"voll erwerbstätig","1991","direkter Migrationshintergrund","maennlich","1018","","",""
"voll erwerbstätig","1991","direkter Migrationshintergrund","weiblich","453","0.303429205464775","0.278024211783953","0.328834199145597"
"voll erwerbstätig","1991","indirekter Migrationshintergrund","maennlich","67","0.401569533228321","0.328939491697401","0.474199574759241"
"voll erwerbstätig","1991","indirekter Migrationshintergrund","weiblich","45","0.21991907005829","0.158376625560477","0.281461514556103"
"voll erwerbstätig","1991","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"voll erwerbstätig","1991","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Teilzeit","1991","kein Migrationshintergrund","maennlich","61","0.0138577360392397","0.0106465721533582","0.0170688999251212"
"Teilzeit","1991","kein Migrationshintergrund","weiblich","744","0.129394099670005","0.120541559023602","0.138246640316408"
"Teilzeit","1991","direkter Migrationshintergrund","maennlich","15","","",""
"Teilzeit","1991","direkter Migrationshintergrund","weiblich","140","","",""
"Teilzeit","1991","indirekter Migrationshintergrund","maennlich","3","","",""
"Teilzeit","1991","indirekter Migrationshintergrund","weiblich","19","","",""
"Teilzeit","1991","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Teilzeit","1991","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"nicht erwerbstätig","1991","kein Migrationshintergrund","maennlich","1305","","",""
"nicht erwerbstätig","1991","kein Migrationshintergrund","weiblich","2557","","",""
"nicht erwerbstätig","1991","direkter Migrationshintergrund","maennlich","281","","",""
"nicht erwerbstätig","1991","direkter Migrationshintergrund","weiblich","611","0.536297217069841","0.50874031497145","0.563854119168232"
"nicht erwerbstätig","1991","indirekter Migrationshintergrund","maennlich","61","0.342465591290651","0.272158880529141","0.41277230205216"
"nicht erwerbstätig","1991","indirekter Migrationshintergrund","weiblich","75","0.411482646245297","0.338363878166714","0.48460141432388"
"nicht erwerbstätig","1991","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","1991","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Andere","1991","kein Migrationshintergrund","maennlich","248","","",""
"Andere","1991","kein Migrationshintergrund","weiblich","322","0.0561070697970862","0.0500373303241211","0.0621768092700513"
"Andere","1991","direkter Migrationshintergrund","maennlich","52","0.0394746201887907","0.0291485245356927","0.0498007158418887"
"Andere","1991","direkter Migrationshintergrund","weiblich","54","0.0436045456559213","0.0323197836334465","0.0548893076783961"
"Andere","1991","indirekter Migrationshintergrund","maennlich","44","0.219323206986621","0.158016640316176","0.280629773657066"
"Andere","1991","indirekter Migrationshintergrund","weiblich","35","0.190542457450998","0.132189027967523","0.248895886934473"
"Andere","1991","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Andere","1991","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"voll erwerbstätig","1992","kein Migrationshintergrund","maennlich","3258","0.622291669608556","0.608761232331439","0.635822106885673"
"voll erwerbstätig","1992","kein Migrationshintergrund","weiblich","1760","","",""
"voll erwerbstätig","1992","direkter Migrationshintergrund","maennlich","961","0.655772532228655","0.630180576817338","0.681364487639972"
"voll erwerbstätig","1992","direkter Migrationshintergrund","weiblich","402","0.293697053180936","0.268223225232317","0.319170881129554"
"voll erwerbstätig","1992","indirekter Migrationshintergrund","maennlich","71","0.359064164993112","0.29371256462136","0.424415765364864"
"voll erwerbstätig","1992","indirekter Migrationshintergrund","weiblich","52","0.184896860709383","0.131094151508866","0.238699569909899"
"voll erwerbstätig","1992","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"voll erwerbstätig","1992","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Teilzeit","1992","kein Migrationshintergrund","maennlich","52","0.013733201643627","0.0104851744091158","0.0169812288781382"
"Teilzeit","1992","kein Migrationshintergrund","weiblich","705","0.12811194678021","0.119218432666886","0.137005460893534"
"Teilzeit","1992","direkter Migrationshintergrund","maennlich","14","","",""
"Teilzeit","1992","direkter Migrationshintergrund","weiblich","146","","",""
"Teilzeit","1992","indirekter Migrationshintergrund","maennlich","5","0.0313277846957158","0.00759677687518161","0.0550587925162501"
"Teilzeit","1992","indirekter Migrationshintergrund","weiblich","21","","",""
"Teilzeit","1992","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Teilzeit","1992","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"nicht erwerbstätig","1992","kein Migrationshintergrund","maennlich","1391","","",""
"nicht erwerbstätig","1992","kein Migrationshintergrund","weiblich","2692","","",""
"nicht erwerbstätig","1992","direkter Migrationshintergrund","maennlich","300","0.288843312695094","0.264430495101842","0.313256130288347"
"nicht erwerbstätig","1992","direkter Migrationshintergrund","weiblich","643","0.553056079427521","0.525248703375737","0.580863455479305"
"nicht erwerbstätig","1992","indirekter Migrationshintergrund","maennlich","84","0.378864800369738","0.312780527195531","0.444949073543945"
"nicht erwerbstätig","1992","indirekter Migrationshintergrund","weiblich","89","0.480490229540688","0.411247810233215","0.549732648848161"
"nicht erwerbstätig","1992","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"nicht erwerbstätig","1992","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Andere","1992","kein Migrationshintergrund","maennlich","231","","",""
"Andere","1992","kein Migrationshintergrund","weiblich","268","","",""
"Andere","1992","direkter Migrationshintergrund","maennlich","49","0.0473336306638476","0.0358953848788498","0.0587718764488454"
"Andere","1992","direkter Migrationshintergrund","weiblich","37","0.0262653541185607","0.0173207556554179","0.0352099525817036"
"Andere","1992","indirekter Migrationshintergrund","maennlich","47","0.230743249941434","0.173349701194071","0.288136798688798"
"Andere","1992","indirekter Migrationshintergrund","weiblich","38","0.155320764088588","0.105121914838824","0.205519613338351"
"Andere","1992","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Andere","1992","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"voll erwerbstätig","1993","kein Migrationshintergrund","maennlich","3142","0.611840385610099","0.598112463905871","0.625568307314327"
"voll erwerbstätig","1993","kein Migrationshintergrund","weiblich","1670","","",""
"voll erwerbstätig","1993","direkter Migrationshintergrund","maennlich","900","0.652373852555032","0.626346373993917","0.678401331116146"
"voll erwerbstätig","1993","direkter Migrationshintergrund","weiblich","395","0.306219233684314","0.280042251898703","0.332396215469924"
"voll erwerbstätig","1993","indirekter Migrationshintergrund","maennlich","93","0.35205748474186","0.29137901186737","0.41273595761635"
"voll erwerbstätig","1993","indirekter Migrationshintergrund","weiblich","61","0.210463696192639","0.157782112541171","0.263145279844108"
"voll erwerbstätig","1993","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"voll erwerbstätig","1993","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Teilzeit","1993","kein Migrationshintergrund","maennlich","47","0.0124455965964405","0.00932261859826634","0.0155685745946146"
"Teilzeit","1993","kein Migrationshintergrund","weiblich","699","0.131597706837887","0.122509439405396","0.140685974270377"
