"erwst","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","1995","(noch) kein Abschluss","2","134","0.695833175367885","0.635315799060813","0.756350551674957"
"nicht erwerbstätig","1995","(noch) kein Abschluss","3","59","0.674443425097212","0.58214028159991","0.766746568594514"
"nicht erwerbstätig","1995","(noch) kein Abschluss","4","33","0.727831062341824","0.612287637742675","0.843374486940972"
"nicht erwerbstätig","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","12","","",""
"nicht erwerbstätig","1995","Hauptschule","1 Einkommensschwächstes Quintil","1508","0.665052398592238","0.646679593099843","0.683425204084634"
"nicht erwerbstätig","1995","Hauptschule","2","884","0.561711147329034","0.539347684061621","0.584074610596448"
"nicht erwerbstätig","1995","Hauptschule","3","341","0.433729013569759","0.402280849526829","0.465177177612689"
"nicht erwerbstätig","1995","Hauptschule","4","169","0.33064431964695","0.291818775718511","0.369469863575388"
"nicht erwerbstätig","1995","Hauptschule","5 Einkommensstärkstes Quintil","62","0.408946192749882","0.337124037608001","0.480768347891764"
"nicht erwerbstätig","1995","Realschule","1 Einkommensschwächstes Quintil","400","0.436829734460226","0.407330609536828","0.466328859383624"
"nicht erwerbstätig","1995","Realschule","2","254","0.354626519445931","0.323713221482758","0.385539817409105"
"nicht erwerbstätig","1995","Realschule","3","127","0.305840505669829","0.267192338300092","0.344488673039565"
"nicht erwerbstätig","1995","Realschule","4","64","0.239911363759509","0.197200337341431","0.282622390177588"
"nicht erwerbstätig","1995","Realschule","5 Einkommensstärkstes Quintil","40","0.25446043439957","0.190831109016525","0.318089759782616"
"nicht erwerbstätig","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","206","0.541073494198027","0.491297788406766","0.590849199989288"
"nicht erwerbstätig","1995","(Fach-)Abitur","2","114","0.411003110058659","0.353577900097776","0.468428320019543"
"nicht erwerbstätig","1995","(Fach-)Abitur","3","64","0.379501681895675","0.309001610981272","0.450001752810078"
"nicht erwerbstätig","1995","(Fach-)Abitur","4","30","0.205554711297919","0.136876656632084","0.274232765963754"
"nicht erwerbstätig","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","26","","",""
"nicht erwerbstätig","1995","AkademikerIn","1 Einkommensschwächstes Quintil","143","0.453238596379872","0.401886656065861","0.504590536693882"
"nicht erwerbstätig","1995","AkademikerIn","2","120","0.318257825874576","0.275457998324298","0.361057653424855"
"nicht erwerbstätig","1995","AkademikerIn","3","69","0.229343991027122","0.186736470947112","0.271951511107132"
"nicht erwerbstätig","1995","AkademikerIn","4","46","0.191750624477791","0.14799750939231","0.235503739563272"
"nicht erwerbstätig","1995","AkademikerIn","5 Einkommensstärkstes Quintil","31","0.166252748740391","0.120285401084819","0.212220096395962"
"Andere","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","10","","",""
"Andere","1995","(noch) kein Abschluss","2","4","","",""
"Andere","1995","(noch) kein Abschluss","3","8","","",""
"Andere","1995","(noch) kein Abschluss","4","1","","",""
"Andere","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","1","","",""
"Andere","1995","Hauptschule","1 Einkommensschwächstes Quintil","138","0.0494991450662744","0.04105541746911","0.0579428726634389"
"Andere","1995","Hauptschule","2","70","0.026781251261438","0.0195047435812993","0.0340577589415767"
"Andere","1995","Hauptschule","3","28","","",""
"Andere","1995","Hauptschule","4","13","","",""
"Andere","1995","Hauptschule","5 Einkommensstärkstes Quintil","5","","",""
"Andere","1995","Realschule","1 Einkommensschwächstes Quintil","136","0.112703647712712","0.0938959120327464","0.131511383392677"
"Andere","1995","Realschule","2","76","0.0721323655498816","0.0554152140669403","0.0888495170328229"
"Andere","1995","Realschule","3","32","0.0499405628775847","0.0316699180900663","0.068211207665103"
"Andere","1995","Realschule","4","14","","",""
"Andere","1995","Realschule","5 Einkommensstärkstes Quintil","4","","",""
"Andere","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","56","0.167488802076677","0.130189074802642","0.204788529350712"
"Andere","1995","(Fach-)Abitur","2","33","0.105733592901211","0.0698444166437142","0.141622769158708"
"Andere","1995","(Fach-)Abitur","3","22","","",""
"Andere","1995","(Fach-)Abitur","4","13","","",""
"Andere","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","3","","",""
"Andere","1995","AkademikerIn","1 Einkommensschwächstes Quintil","18","","",""
"Andere","1995","AkademikerIn","2","6","","",""
"Andere","1995","AkademikerIn","3","7","","",""
"Andere","1995","AkademikerIn","4","2","","",""
"Andere","1995","AkademikerIn","5 Einkommensstärkstes Quintil","4","","",""
"voll erwerbstätig","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","77","0.162649239196688","0.127185775272571","0.198112703120806"
"voll erwerbstätig","1996","(noch) kein Abschluss","2","75","0.247358729271501","0.194400234117108","0.300317224425895"
"voll erwerbstätig","1996","(noch) kein Abschluss","3","26","","",""
"voll erwerbstätig","1996","(noch) kein Abschluss","4","17","","",""
"voll erwerbstätig","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","4","","",""
"voll erwerbstätig","1996","Hauptschule","1 Einkommensschwächstes Quintil","660","0.223097958628375","0.206142492132806","0.240053425123945"
"voll erwerbstätig","1996","Hauptschule","2","715","0.324078535027124","0.302693378558766","0.345463691495483"
"voll erwerbstätig","1996","Hauptschule","3","509","0.450245324688508","0.419238376978932","0.481252272398085"
"voll erwerbstätig","1996","Hauptschule","4","363","0.569800776887883","0.530018838764263","0.609582715011504"
"voll erwerbstätig","1996","Hauptschule","5 Einkommensstärkstes Quintil","108","0.477101335308002","0.408728239733542","0.545474430882463"
"voll erwerbstätig","1996","Realschule","1 Einkommensschwächstes Quintil","398","0.355374658586231","0.325560166947649","0.385189150224814"
"voll erwerbstätig","1996","Realschule","2","476","0.470399413199891","0.438005882481276","0.502792943918506"
"voll erwerbstätig","1996","Realschule","3","380","0.54504368982194","0.505559067304195","0.584528312339686"
"voll erwerbstätig","1996","Realschule","4","248","0.56262114960908","0.513576827950566","0.611665471267595"
"voll erwerbstätig","1996","Realschule","5 Einkommensstärkstes Quintil","133","0.608431224599502","0.542415374975237","0.674447074223767"
"voll erwerbstätig","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","87","0.23128509787007","0.185997170014013","0.276573025726127"
"voll erwerbstätig","1996","(Fach-)Abitur","2","113","0.432790432415368","0.375268130050904","0.490312734779832"
"voll erwerbstätig","1996","(Fach-)Abitur","3","106","0.507692974774629","0.440236218028045","0.575149731521214"
"voll erwerbstätig","1996","(Fach-)Abitur","4","74","0.519876591253787","0.433994425740372","0.605758756767203"
"voll erwerbstätig","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","39","0.612761433764437","0.498648706614264","0.726874160914609"
"voll erwerbstätig","1996","AkademikerIn","1 Einkommensschwächstes Quintil","128","0.315899819883399","0.262851501119664","0.368948138647133"
"voll erwerbstätig","1996","AkademikerIn","2","278","0.537900379337544","0.492779204299827","0.583021554375262"
"voll erwerbstätig","1996","AkademikerIn","3","250","0.643879396605246","0.594482995949938","0.693275797260554"
"voll erwerbstätig","1996","AkademikerIn","4","253","0.689037463027786","0.639395344108211","0.738679581947361"
"voll erwerbstätig","1996","AkademikerIn","5 Einkommensstärkstes Quintil","232","0.717571721499224","0.667049211503204","0.768094231495244"
"Teilzeit","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","19","","",""
"Teilzeit","1996","(noch) kein Abschluss","2","15","","",""
"Teilzeit","1996","(noch) kein Abschluss","3","4","","",""
"Teilzeit","1996","(noch) kein Abschluss","4","3","","",""
"Teilzeit","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Teilzeit","1996","Hauptschule","1 Einkommensschwächstes Quintil","144","0.0623417381748798","0.0524950415129932","0.0721884348367663"
"Teilzeit","1996","Hauptschule","2","139","0.0657040259872136","0.054383218399926","0.0770248335745012"
"Teilzeit","1996","Hauptschule","3","94","0.0944133993323374","0.0761899007855793","0.112636897879095"
"Teilzeit","1996","Hauptschule","4","38","0.0644095742398526","0.0446849968587857","0.0841341516209195"
"Teilzeit","1996","Hauptschule","5 Einkommensstärkstes Quintil","16","","",""
"Teilzeit","1996","Realschule","1 Einkommensschwächstes Quintil","76","0.073135041467482","0.0569168851738979","0.089353197761066"
"Teilzeit","1996","Realschule","2","95","0.101313914485856","0.081730463362898","0.120897365608813"
"Teilzeit","1996","Realschule","3","71","0.128043837813268","0.101549433907733","0.154538241718802"
"Teilzeit","1996","Realschule","4","38","0.0986288568301669","0.0691503391950637","0.12810737446527"
"Teilzeit","1996","Realschule","5 Einkommensstärkstes Quintil","18","","",""
"Teilzeit","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","26","","",""
"Teilzeit","1996","(Fach-)Abitur","2","29","","",""
"Teilzeit","1996","(Fach-)Abitur","3","23","","",""
"Teilzeit","1996","(Fach-)Abitur","4","14","","",""
"Teilzeit","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","10","","",""
"Teilzeit","1996","AkademikerIn","1 Einkommensschwächstes Quintil","37","0.170812930109787","0.127866831700615","0.21375902851896"
"Teilzeit","1996","AkademikerIn","2","47","0.102380165928156","0.0749444811522545","0.129815850704057"
"Teilzeit","1996","AkademikerIn","3","29","","",""
"Teilzeit","1996","AkademikerIn","4","23","","",""
"Teilzeit","1996","AkademikerIn","5 Einkommensstärkstes Quintil","21","","",""
"nicht erwerbstätig","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","308","0.769465702518626","0.72899284834847","0.809938556688782"
"nicht erwerbstätig","1996","(noch) kein Abschluss","2","160","0.6665728833013","0.608709705595139","0.724436061007462"
"nicht erwerbstätig","1996","(noch) kein Abschluss","3","55","0.724866793634298","0.632086937465103","0.817646649803493"
"nicht erwerbstätig","1996","(noch) kein Abschluss","4","32","0.769941360147291","0.656633965117393","0.88324875517719"
"nicht erwerbstätig","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","24","","",""
"nicht erwerbstätig","1996","Hauptschule","1 Einkommensschwächstes Quintil","1401","0.676783022822351","0.657734968385238","0.695831077259465"
"nicht erwerbstätig","1996","Hauptschule","2","903","0.576673804559319","0.554098071395585","0.599249537723054"
"nicht erwerbstätig","1996","Hauptschule","3","357","0.42672696225254","0.395901773435208","0.457552151069873"
"nicht erwerbstätig","1996","Hauptschule","4","182","0.350327980229074","0.311994866097019","0.38866109436113"
"nicht erwerbstätig","1996","Hauptschule","5 Einkommensstärkstes Quintil","72","0.41758367146854","0.350074980661659","0.485092362275421"
"nicht erwerbstätig","1996","Realschule","1 Einkommensschwächstes Quintil","391","0.449919434994696","0.418930188171652","0.48090868181774"
"nicht erwerbstätig","1996","Realschule","2","274","0.369256656946395","0.337935256185288","0.400578057707502"
"nicht erwerbstätig","1996","Realschule","3","121","0.260685355470113","0.22587564127029","0.295495069669937"
"nicht erwerbstätig","1996","Realschule","4","86","0.292911586035257","0.247917342814159","0.337905829256355"
"nicht erwerbstätig","1996","Realschule","5 Einkommensstärkstes Quintil","51","0.293391000753903","0.231809336724151","0.354972664783656"
"nicht erwerbstätig","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","171","0.498352021341395","0.444649630668399","0.552054412014391"
"nicht erwerbstätig","1996","(Fach-)Abitur","2","119","0.399242570276256","0.342384298150415","0.456100842402097"
"nicht erwerbstätig","1996","(Fach-)Abitur","3","64","0.312075313865388","0.249557034251991","0.374593593478785"
"nicht erwerbstätig","1996","(Fach-)Abitur","4","34","0.290133798182159","0.212121364552924","0.368146231811395"
"nicht erwerbstätig","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","16","","",""
"nicht erwerbstätig","1996","AkademikerIn","1 Einkommensschwächstes Quintil","116","0.451709191937684","0.394919170882709","0.508499212992659"
"nicht erwerbstätig","1996","AkademikerIn","2","135","0.337026391255112","0.294246296216716","0.379806486293508"
"nicht erwerbstätig","1996","AkademikerIn","3","78","0.250091725409527","0.205418405918122","0.294765044900932"
"nicht erwerbstätig","1996","AkademikerIn","4","57","0.216067442112628","0.171929825927296","0.260205058297959"
"nicht erwerbstätig","1996","AkademikerIn","5 Einkommensstärkstes Quintil","49","0.197520395024643","0.152839573889266","0.242201216160021"
"Andere","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","12","","",""
"Andere","1996","(noch) kein Abschluss","2","5","","",""
"Andere","1996","(noch) kein Abschluss","3","4","","",""
"Andere","1996","(noch) kein Abschluss","4","1","","",""
"Andere","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Andere","1996","Hauptschule","1 Einkommensschwächstes Quintil","111","0.0377772803743936","0.0300124501986662","0.0455421105501211"
"Andere","1996","Hauptschule","2","83","0.0335436344263424","0.0253167506279411","0.0417705182247436"
"Andere","1996","Hauptschule","3","29","","",""
"Andere","1996","Hauptschule","4","12","","",""
"Andere","1996","Hauptschule","5 Einkommensstärkstes Quintil","9","","",""
"Andere","1996","Realschule","1 Einkommensschwächstes Quintil","125","0.121570864951591","0.101214575721277","0.141927154181905"
"Andere","1996","Realschule","2","67","0.059030015367859","0.0437341164408517","0.0743259142948663"
"Andere","1996","Realschule","3","39","0.0662271168946787","0.0465089726485369","0.0859452611408205"
"Andere","1996","Realschule","4","21","","",""
"Andere","1996","Realschule","5 Einkommensstärkstes Quintil","8","","",""
"Andere","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","49","0.155120243071231","0.116237431125698","0.194003055016765"
"Andere","1996","(Fach-)Abitur","2","24","","",""
"Andere","1996","(Fach-)Abitur","3","18","","",""
"Andere","1996","(Fach-)Abitur","4","8","","",""
"Andere","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","5","","",""
"Andere","1996","AkademikerIn","1 Einkommensschwächstes Quintil","14","","",""
"Andere","1996","AkademikerIn","2","9","","",""
"Andere","1996","AkademikerIn","3","4","","",""
"Andere","1996","AkademikerIn","4","1","","",""
"Andere","1996","AkademikerIn","5 Einkommensstärkstes Quintil","3","","",""
"voll erwerbstätig","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","67","0.150406114955077","0.116096290248134","0.184715939662021"
"voll erwerbstätig","1997","(noch) kein Abschluss","2","54","0.214629978660917","0.160743722598266","0.268516234723568"
"voll erwerbstätig","1997","(noch) kein Abschluss","3","40","0.272986372925148","0.191208195906183","0.354764549944113"
"voll erwerbstätig","1997","(noch) kein Abschluss","4","21","","",""
"voll erwerbstätig","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","2","","",""
"voll erwerbstätig","1997","Hauptschule","1 Einkommensschwächstes Quintil","589","0.21900143956651","0.201458686395819","0.236544192737202"
"voll erwerbstätig","1997","Hauptschule","2","681","0.300003051962046","0.279012936451264","0.320993167472828"
"voll erwerbstätig","1997","Hauptschule","3","503","0.438062721368805","0.407777494681732","0.468347948055877"
"voll erwerbstätig","1997","Hauptschule","4","318","0.50753744571982","0.466459131811813","0.548615759627827"
"voll erwerbstätig","1997","Hauptschule","5 Einkommensstärkstes Quintil","111","0.496389388392187","0.428112587902461","0.564666188881913"
"voll erwerbstätig","1997","Realschule","1 Einkommensschwächstes Quintil","373","0.321917807906088","0.292113724901374","0.351721890910803"
"voll erwerbstätig","1997","Realschule","2","483","0.447960174831647","0.416371273276207","0.479549076387087"
"voll erwerbstätig","1997","Realschule","3","354","0.582788800384319","0.542237246467555","0.623340354301082"
"voll erwerbstätig","1997","Realschule","4","262","0.568149130235657","0.520492633370342","0.615805627100972"
"voll erwerbstätig","1997","Realschule","5 Einkommensstärkstes Quintil","130","0.627097962366876","0.560245849865831","0.693950074867922"
"voll erwerbstätig","1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","85","0.250807982165409","0.20293835312361","0.298677611207208"
"voll erwerbstätig","1997","(Fach-)Abitur","2","109","0.439817199676372","0.380829069680761","0.498805329671984"
"voll erwerbstätig","1997","(Fach-)Abitur","3","110","0.490602423143051","0.423780011889021","0.557424834397081"
"voll erwerbstätig","1997","(Fach-)Abitur","4","87","0.571526913928964","0.491257187981236","0.651796639876692"
"voll erwerbstätig","1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","36","0.507249092108913","0.390958850607425","0.623539333610401"
"voll erwerbstätig","1997","AkademikerIn","1 Einkommensschwächstes Quintil","163","0.462400158999682","0.406718612874961","0.518081705124403"
"voll erwerbstätig","1997","AkademikerIn","2","243","0.484918150799099","0.437625703539333","0.532210598058864"
"voll erwerbstätig","1997","AkademikerIn","3","247","0.636901112024661","0.587498960636089","0.686303263413234"
"voll erwerbstätig","1997","AkademikerIn","4","269","0.69073904737828","0.643061485510277","0.738416609246282"
"voll erwerbstätig","1997","AkademikerIn","5 Einkommensstärkstes Quintil","243","0.758950653049235","0.710948809130937","0.806952496967534"
"Teilzeit","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","15","","",""
"Teilzeit","1997","(noch) kein Abschluss","2","12","","",""
"Teilzeit","1997","(noch) kein Abschluss","3","5","","",""
"Teilzeit","1997","(noch) kein Abschluss","4","1","","",""
"Teilzeit","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","1","","",""
"Teilzeit","1997","Hauptschule","1 Einkommensschwächstes Quintil","113","0.0617856730867615","0.0515728908268656","0.0719984553466574"
"Teilzeit","1997","Hauptschule","2","136","0.0631875956555715","0.0520434661501267","0.0743317251610163"
"Teilzeit","1997","Hauptschule","3","89","0.0826857194539866","0.0658747371712423","0.099496701736731"
"Teilzeit","1997","Hauptschule","4","48","0.0880154232514996","0.0647363816968487","0.11129446480615"
"Teilzeit","1997","Hauptschule","5 Einkommensstärkstes Quintil","20","","",""
"Teilzeit","1997","Realschule","1 Einkommensschwächstes Quintil","77","0.0921423505515862","0.0736921701930004","0.110592530910172"
"Teilzeit","1997","Realschule","2","95","0.10075228451456","0.0816318948125023","0.119872674216617"
"Teilzeit","1997","Realschule","3","62","0.103736521478735","0.0786605588677281","0.128812484089741"
"Teilzeit","1997","Realschule","4","43","0.0988303401173034","0.0701177435731522","0.127542936661455"
"Teilzeit","1997","Realschule","5 Einkommensstärkstes Quintil","12","","",""
"Teilzeit","1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","23","","",""
"Teilzeit","1997","(Fach-)Abitur","2","25","","",""
"Teilzeit","1997","(Fach-)Abitur","3","15","","",""
"Teilzeit","1997","(Fach-)Abitur","4","15","","",""
"Teilzeit","1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","14","","",""
"Teilzeit","1997","AkademikerIn","1 Einkommensschwächstes Quintil","28","","",""
"Teilzeit","1997","AkademikerIn","2","44","0.119361750462935","0.0886820717782256","0.150041429147645"
"Teilzeit","1997","AkademikerIn","3","33","0.0961822524504259","0.0658932267727851","0.126471278128067"
"Teilzeit","1997","AkademikerIn","4","24","","",""
"Teilzeit","1997","AkademikerIn","5 Einkommensstärkstes Quintil","21","","",""
"nicht erwerbstätig","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","329","0.813764443816261","0.7763998110052","0.851129076627321"
"nicht erwerbstätig","1997","(noch) kein Abschluss","2","153","0.690385081877531","0.629704142162886","0.751066021592176"
"nicht erwerbstätig","1997","(noch) kein Abschluss","3","65","0.655881776562789","0.568672580375046","0.743090972750531"
"nicht erwerbstätig","1997","(noch) kein Abschluss","4","29","","",""
"nicht erwerbstätig","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","19","","",""
"nicht erwerbstätig","1997","Hauptschule","1 Einkommensschwächstes Quintil","1332","0.684248041814046","0.66453158103238","0.703964502595711"
"nicht erwerbstätig","1997","Hauptschule","2","961","0.617920998120721","0.595665004868766","0.640176991372676"
"nicht erwerbstätig","1997","Hauptschule","3","406","0.453234851724195","0.4228483419576","0.483621361490791"
"nicht erwerbstätig","1997","Hauptschule","4","178","0.367132857719112","0.327526960206166","0.406738755232057"
"nicht erwerbstätig","1997","Hauptschule","5 Einkommensstärkstes Quintil","69","0.362940576621227","0.2972773506541","0.428603802588354"
"nicht erwerbstätig","1997","Realschule","1 Einkommensschwächstes Quintil","377","0.470489031038847","0.438648938170297","0.502329123907396"
"nicht erwerbstätig","1997","Realschule","2","295","0.390980524175217","0.359983302463317","0.421977745887117"
"nicht erwerbstätig","1997","Realschule","3","117","0.26296186434503","0.226757136429236","0.299166592260824"
"nicht erwerbstätig","1997","Realschule","4","92","0.295526252431232","0.251627267044543","0.339425237817921"
"nicht erwerbstätig","1997","Realschule","5 Einkommensstärkstes Quintil","53","0.300869440011495","0.237465208327307","0.364273671695683"
"nicht erwerbstätig","1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","173","0.549636474070425","0.494693496488392","0.604579451652459"
"nicht erwerbstätig","1997","(Fach-)Abitur","2","109","0.368533110526446","0.311203738166951","0.42586248288594"
"nicht erwerbstätig","1997","(Fach-)Abitur","3","63","0.332498307760394","0.269525977240041","0.395470638280748"
"nicht erwerbstätig","1997","(Fach-)Abitur","4","33","0.248362344682261","0.178278357215874","0.318446332148648"
"nicht erwerbstätig","1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","16","","",""
"nicht erwerbstätig","1997","AkademikerIn","1 Einkommensschwächstes Quintil","104","0.37061785585417","0.316680070437061","0.424555641271279"
"nicht erwerbstätig","1997","AkademikerIn","2","135","0.370864493311143","0.325155761603265","0.416573225019021"
"nicht erwerbstätig","1997","AkademikerIn","3","77","0.250614867684708","0.206095052642865","0.295134682726551"
"nicht erwerbstätig","1997","AkademikerIn","4","66","0.236891665284839","0.193032286208496","0.280751044361182"
"nicht erwerbstätig","1997","AkademikerIn","5 Einkommensstärkstes Quintil","38","0.157630193365007","0.116735281981569","0.198525104748445"
"Andere","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","6","","",""
"Andere","1997","(noch) kein Abschluss","2","4","","",""
"Andere","1997","(noch) kein Abschluss","3","4","","",""
"Andere","1997","(noch) kein Abschluss","4","3","","",""
"Andere","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","2","","",""
"Andere","1997","Hauptschule","1 Einkommensschwächstes Quintil","101","0.0349648455326826","0.027173068338284","0.0427566227270812"
"Andere","1997","Hauptschule","2","53","0.0188883542616614","0.0126530134801689","0.025123695043154"
"Andere","1997","Hauptschule","3","33","0.0260167074530134","0.0162999652902264","0.0357334496158004"
"Andere","1997","Hauptschule","4","25","","",""
"Andere","1997","Hauptschule","5 Einkommensstärkstes Quintil","6","","",""
"Andere","1997","Realschule","1 Einkommensschwächstes Quintil","117","0.115450810503479","0.095065300485026","0.135836320521931"
