"erwst","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Andere","1984","Realschule","direkter Migrationshintergrund","16","","",""
"Andere","1984","Realschule","indirekter Migrationshintergrund","7","","",""
"Andere","1984","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1984","(Fach-)Abitur","kein Migrationshintergrund","78","0.128501435109461","0.101475684132888","0.155527186086033"
"Andere","1984","(Fach-)Abitur","direkter Migrationshintergrund","15","","",""
"Andere","1984","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"Andere","1984","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1984","AkademikerIn","kein Migrationshintergrund","24","","",""
"Andere","1984","AkademikerIn","direkter Migrationshintergrund","3","","",""
"Andere","1984","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Andere","1984","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1985","(noch) kein Abschluss","kein Migrationshintergrund","17","","",""
"voll erwerbstätig","1985","(noch) kein Abschluss","direkter Migrationshintergrund","447","0.491297711618971","0.457570449800335","0.525024973437607"
"voll erwerbstätig","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","3","","",""
"voll erwerbstätig","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1985","Hauptschule","kein Migrationshintergrund","2030","0.384894247455775","0.371210355270871","0.398578139640679"
"voll erwerbstätig","1985","Hauptschule","direkter Migrationshintergrund","965","0.546234302063881","0.521073209884291","0.571395394243472"
"voll erwerbstätig","1985","Hauptschule","indirekter Migrationshintergrund","27","","",""
"voll erwerbstätig","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1985","Realschule","kein Migrationshintergrund","778","0.450733656635616","0.426696413084495","0.474770900186737"
"voll erwerbstätig","1985","Realschule","direkter Migrationshintergrund","51","0.370426308266483","0.289854567759397","0.450998048773568"
"voll erwerbstätig","1985","Realschule","indirekter Migrationshintergrund","9","","",""
"voll erwerbstätig","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1985","(Fach-)Abitur","kein Migrationshintergrund","186","0.345003631217491","0.305347546710769","0.384659715724213"
"voll erwerbstätig","1985","(Fach-)Abitur","direkter Migrationshintergrund","125","0.426548842890468","0.362631785345276","0.49046590043566"
"voll erwerbstätig","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"voll erwerbstätig","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1985","AkademikerIn","kein Migrationshintergrund","446","0.671463371663384","0.635103517083644","0.707823226243125"
"voll erwerbstätig","1985","AkademikerIn","direkter Migrationshintergrund","71","0.56786035062556","0.475287299232403","0.660433402018716"
"voll erwerbstätig","1985","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"voll erwerbstätig","1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1985","(noch) kein Abschluss","kein Migrationshintergrund","2","","",""
"Teilzeit","1985","(noch) kein Abschluss","direkter Migrationshintergrund","26","","",""
"Teilzeit","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Teilzeit","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1985","Hauptschule","kein Migrationshintergrund","383","0.0707856963515245","0.0635730483664334","0.0779983443366155"
"Teilzeit","1985","Hauptschule","direkter Migrationshintergrund","68","0.0557492053744498","0.0441537664388527","0.0673446443100469"
"Teilzeit","1985","Hauptschule","indirekter Migrationshintergrund","6","","",""
"Teilzeit","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1985","Realschule","kein Migrationshintergrund","143","0.0754653907887522","0.0627048619055127","0.0882259196719917"
"Teilzeit","1985","Realschule","direkter Migrationshintergrund","15","","",""
"Teilzeit","1985","Realschule","indirekter Migrationshintergrund","1","","",""
"Teilzeit","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1985","(Fach-)Abitur","kein Migrationshintergrund","39","0.0684563869295767","0.0473901417081845","0.0895226321509688"
"Teilzeit","1985","(Fach-)Abitur","direkter Migrationshintergrund","14","","",""
"Teilzeit","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Teilzeit","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1985","AkademikerIn","kein Migrationshintergrund","46","0.0666275218937245","0.0473223620418549","0.0859326817455941"
"Teilzeit","1985","AkademikerIn","direkter Migrationshintergrund","4","","",""
"Teilzeit","1985","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Teilzeit","1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1985","(noch) kein Abschluss","kein Migrationshintergrund","198","0.873494057077589","0.830155014515801","0.916833099639378"
"nicht erwerbstätig","1985","(noch) kein Abschluss","direkter Migrationshintergrund","360","0.472665395319775","0.43898347008941","0.50634732055014"
"nicht erwerbstätig","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","14","","",""
"nicht erwerbstätig","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1985","Hauptschule","kein Migrationshintergrund","2255","0.508528886223047","0.49446935464192","0.522588417804174"
"nicht erwerbstätig","1985","Hauptschule","direkter Migrationshintergrund","423","0.36990928510003","0.345510211944891","0.394308358255168"
"nicht erwerbstätig","1985","Hauptschule","indirekter Migrationshintergrund","38","0.434459893420455","0.32583993108557","0.543079855755341"
"nicht erwerbstätig","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1985","Realschule","kein Migrationshintergrund","605","0.404155648790489","0.380448795318315","0.427862502262664"
"nicht erwerbstätig","1985","Realschule","direkter Migrationshintergrund","54","0.419069481952951","0.336747908756899","0.501391055149004"
"nicht erwerbstätig","1985","Realschule","indirekter Migrationshintergrund","14","","",""
"nicht erwerbstätig","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1985","(Fach-)Abitur","kein Migrationshintergrund","267","0.479013306462067","0.437339261433431","0.520687351490703"
"nicht erwerbstätig","1985","(Fach-)Abitur","direkter Migrationshintergrund","80","0.438128787515015","0.374007319207778","0.502250255822253"
"nicht erwerbstätig","1985","(Fach-)Abitur","indirekter Migrationshintergrund","4","","",""
"nicht erwerbstätig","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1985","AkademikerIn","kein Migrationshintergrund","132","0.237111116692253","0.204186124743605","0.270036108640901"
"nicht erwerbstätig","1985","AkademikerIn","direkter Migrationshintergrund","30","0.343214019626412","0.254488981390955","0.43193905786187"
"nicht erwerbstätig","1985","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"nicht erwerbstätig","1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1985","(noch) kein Abschluss","kein Migrationshintergrund","9","","",""
"Andere","1985","(noch) kein Abschluss","direkter Migrationshintergrund","11","","",""
"Andere","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Andere","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1985","Hauptschule","kein Migrationshintergrund","189","0.0357911699696534","0.0305667565173461","0.0410155834219606"
"Andere","1985","Hauptschule","direkter Migrationshintergrund","48","0.0281072074616395","0.0197542128117208","0.0364602021115581"
"Andere","1985","Hauptschule","indirekter Migrationshintergrund","9","","",""
"Andere","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1985","Realschule","kein Migrationshintergrund","120","0.0696453037851421","0.0573481849136855","0.0819424226565988"
"Andere","1985","Realschule","direkter Migrationshintergrund","18","","",""
"Andere","1985","Realschule","indirekter Migrationshintergrund","7","","",""
"Andere","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1985","(Fach-)Abitur","kein Migrationshintergrund","60","0.107526675390866","0.0816841897689841","0.133369161012748"
"Andere","1985","(Fach-)Abitur","direkter Migrationshintergrund","11","","",""
"Andere","1985","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"Andere","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1985","AkademikerIn","kein Migrationshintergrund","17","","",""
"Andere","1985","AkademikerIn","direkter Migrationshintergrund","5","","",""
"Andere","1985","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Andere","1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1986","(noch) kein Abschluss","kein Migrationshintergrund","21","","",""
"voll erwerbstätig","1986","(noch) kein Abschluss","direkter Migrationshintergrund","407","0.489247015054501","0.454366801241807","0.524127228867196"
"voll erwerbstätig","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","4","","",""
"voll erwerbstätig","1986","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1986","Hauptschule","kein Migrationshintergrund","1933","0.39256470539077","0.378336686409777","0.406792724371762"
"voll erwerbstätig","1986","Hauptschule","direkter Migrationshintergrund","919","0.518071009777364","0.492614233572464","0.543527785982264"
"voll erwerbstätig","1986","Hauptschule","indirekter Migrationshintergrund","37","0.3844065618327","0.280992162122957","0.487820961542444"
"voll erwerbstätig","1986","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1986","Realschule","kein Migrationshintergrund","750","0.443644981579993","0.419271058342881","0.468018904817105"
"voll erwerbstätig","1986","Realschule","direkter Migrationshintergrund","55","0.392999412362356","0.313501706472511","0.472497118252202"
"voll erwerbstätig","1986","Realschule","indirekter Migrationshintergrund","6","","",""
"voll erwerbstätig","1986","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1986","(Fach-)Abitur","kein Migrationshintergrund","191","0.338696680744442","0.299844402999931","0.377548958488952"
"voll erwerbstätig","1986","(Fach-)Abitur","direkter Migrationshintergrund","130","0.464142966202271","0.399550672857393","0.528735259547149"
"voll erwerbstätig","1986","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"voll erwerbstätig","1986","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1986","AkademikerIn","kein Migrationshintergrund","418","0.646377193445662","0.609191629354235","0.683562757537089"
"voll erwerbstätig","1986","AkademikerIn","direkter Migrationshintergrund","65","0.50272598567698","0.409289757580386","0.596162213773574"
"voll erwerbstätig","1986","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"voll erwerbstätig","1986","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1986","(noch) kein Abschluss","kein Migrationshintergrund","2","","",""
"Teilzeit","1986","(noch) kein Abschluss","direkter Migrationshintergrund","24","","",""
"Teilzeit","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Teilzeit","1986","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1986","Hauptschule","kein Migrationshintergrund","305","0.0597180406796525","0.0528137252194379","0.0666223561398672"
"Teilzeit","1986","Hauptschule","direkter Migrationshintergrund","60","0.0579119441796311","0.0460119416240079","0.0698119467352542"
"Teilzeit","1986","Hauptschule","indirekter Migrationshintergrund","7","","",""
"Teilzeit","1986","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1986","Realschule","kein Migrationshintergrund","115","0.0640853204869849","0.0520701743513512","0.0761004666226186"
"Teilzeit","1986","Realschule","direkter Migrationshintergrund","9","","",""
"Teilzeit","1986","Realschule","indirekter Migrationshintergrund","3","","",""
"Teilzeit","1986","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1986","(Fach-)Abitur","kein Migrationshintergrund","26","","",""
"Teilzeit","1986","(Fach-)Abitur","direkter Migrationshintergrund","8","","",""
"Teilzeit","1986","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Teilzeit","1986","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1986","AkademikerIn","kein Migrationshintergrund","60","0.0858380547883127","0.0640502873346259","0.107625822241999"
"Teilzeit","1986","AkademikerIn","direkter Migrationshintergrund","14","","",""
"Teilzeit","1986","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"Teilzeit","1986","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1986","(noch) kein Abschluss","kein Migrationshintergrund","191","0.843016816627623","0.794836381435608","0.891197251819637"
"nicht erwerbstätig","1986","(noch) kein Abschluss","direkter Migrationshintergrund","342","0.460414856869561","0.425636084692712","0.495193629046411"
"nicht erwerbstätig","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","15","","",""
"nicht erwerbstätig","1986","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1986","Hauptschule","kein Migrationshintergrund","2072","0.504095185047794","0.489527376126801","0.518662993968787"
"nicht erwerbstätig","1986","Hauptschule","direkter Migrationshintergrund","429","0.384184170106512","0.359403537401014","0.408964802812009"
"nicht erwerbstätig","1986","Hauptschule","indirekter Migrationshintergrund","27","","",""
"nicht erwerbstätig","1986","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1986","Realschule","kein Migrationshintergrund","581","0.40559479458835","0.38150577438652","0.42968381479018"
"nicht erwerbstätig","1986","Realschule","direkter Migrationshintergrund","62","0.4571574484354","0.376073678721015","0.538241218149784"
"nicht erwerbstätig","1986","Realschule","indirekter Migrationshintergrund","13","","",""
"nicht erwerbstätig","1986","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1986","(Fach-)Abitur","kein Migrationshintergrund","284","0.501818230927942","0.460771573576374","0.54286488827951"
"nicht erwerbstätig","1986","(Fach-)Abitur","direkter Migrationshintergrund","80","0.428770692027987","0.364672152143345","0.492869231912629"
"nicht erwerbstätig","1986","(Fach-)Abitur","indirekter Migrationshintergrund","5","","",""
"nicht erwerbstätig","1986","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1986","AkademikerIn","kein Migrationshintergrund","135","0.240584076139901","0.207338449946987","0.273829702332815"
"nicht erwerbstätig","1986","AkademikerIn","direkter Migrationshintergrund","28","","",""
"nicht erwerbstätig","1986","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"nicht erwerbstätig","1986","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1986","(noch) kein Abschluss","kein Migrationshintergrund","5","","",""
"Andere","1986","(noch) kein Abschluss","direkter Migrationshintergrund","16","","",""
"Andere","1986","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Andere","1986","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1986","Hauptschule","kein Migrationshintergrund","215","0.0436220688817836","0.0376708393356945","0.0495732984278726"
"Andere","1986","Hauptschule","direkter Migrationshintergrund","72","0.039832875936493","0.0298693861257262","0.0497963657472597"
"Andere","1986","Hauptschule","indirekter Migrationshintergrund","14","","",""
"Andere","1986","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1986","Realschule","kein Migrationshintergrund","150","0.0866749033446721","0.0728713459211956","0.100478460768149"
"Andere","1986","Realschule","direkter Migrationshintergrund","19","","",""
"Andere","1986","Realschule","indirekter Migrationshintergrund","9","","",""
"Andere","1986","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1986","(Fach-)Abitur","kein Migrationshintergrund","69","0.12097132315718","0.0942010131569184","0.147741633157441"
"Andere","1986","(Fach-)Abitur","direkter Migrationshintergrund","11","","",""
"Andere","1986","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Andere","1986","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1986","AkademikerIn","kein Migrationshintergrund","22","","",""
"Andere","1986","AkademikerIn","direkter Migrationshintergrund","3","","",""
"Andere","1986","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Andere","1986","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1987","(noch) kein Abschluss","kein Migrationshintergrund","19","","",""
"voll erwerbstätig","1987","(noch) kein Abschluss","direkter Migrationshintergrund","384","0.489158964403306","0.453874071893519","0.524443856913093"
"voll erwerbstätig","1987","(noch) kein Abschluss","indirekter Migrationshintergrund","4","","",""
"voll erwerbstätig","1987","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1987","Hauptschule","kein Migrationshintergrund","1885","0.393898240066252","0.379503388898342","0.408293091234162"
"voll erwerbstätig","1987","Hauptschule","direkter Migrationshintergrund","919","0.5230476952671","0.497712380204903","0.548383010329297"
"voll erwerbstätig","1987","Hauptschule","indirekter Migrationshintergrund","37","0.347796006086561","0.252023619344195","0.443568392828927"
"voll erwerbstätig","1987","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1987","Realschule","kein Migrationshintergrund","743","0.458583436058723","0.433998473978844","0.483168398138602"
"voll erwerbstätig","1987","Realschule","direkter Migrationshintergrund","55","0.379209638474586","0.300776139427135","0.457643137522038"
"voll erwerbstätig","1987","Realschule","indirekter Migrationshintergrund","8","","",""
"voll erwerbstätig","1987","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1987","(Fach-)Abitur","kein Migrationshintergrund","174","0.325638644075273","0.286040825669362","0.365236462481184"
"voll erwerbstätig","1987","(Fach-)Abitur","direkter Migrationshintergrund","128","0.448645318487602","0.384087659875182","0.513202977100021"
"voll erwerbstätig","1987","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"voll erwerbstätig","1987","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1987","AkademikerIn","kein Migrationshintergrund","441","0.65761982314506","0.62080018588308","0.694439460407039"
"voll erwerbstätig","1987","AkademikerIn","direkter Migrationshintergrund","68","0.596322405858627","0.500159854536178","0.692484957181075"
"voll erwerbstätig","1987","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"voll erwerbstätig","1987","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1987","(noch) kein Abschluss","kein Migrationshintergrund","4","","",""
"Teilzeit","1987","(noch) kein Abschluss","direkter Migrationshintergrund","32","0.0402323857561743","0.0263618945605704","0.0541028769517782"
"Teilzeit","1987","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Teilzeit","1987","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1987","Hauptschule","kein Migrationshintergrund","345","0.0706993362140027","0.0631479239998443","0.078250748428161"
"Teilzeit","1987","Hauptschule","direkter Migrationshintergrund","65","0.0590601661559948","0.0471024993856113","0.0710178329263784"
"Teilzeit","1987","Hauptschule","indirekter Migrationshintergrund","5","","",""
"Teilzeit","1987","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1987","Realschule","kein Migrationshintergrund","123","0.0711078827361882","0.058427390745952","0.0837883747264245"
"Teilzeit","1987","Realschule","direkter Migrationshintergrund","14","","",""
"Teilzeit","1987","Realschule","indirekter Migrationshintergrund","1","","",""
"Teilzeit","1987","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1987","(Fach-)Abitur","kein Migrationshintergrund","29","","",""
"Teilzeit","1987","(Fach-)Abitur","direkter Migrationshintergrund","10","","",""
"Teilzeit","1987","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Teilzeit","1987","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1987","AkademikerIn","kein Migrationshintergrund","45","0.0626094050757371","0.0438111371095436","0.0814076730419306"
"Teilzeit","1987","AkademikerIn","direkter Migrationshintergrund","3","","",""
"Teilzeit","1987","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Teilzeit","1987","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1987","(noch) kein Abschluss","kein Migrationshintergrund","182","0.828683132516564","0.777843643683645","0.879522621349483"
"nicht erwerbstätig","1987","(noch) kein Abschluss","direkter Migrationshintergrund","336","0.442181536531992","0.407125109802122","0.477237963261862"
"nicht erwerbstätig","1987","(noch) kein Abschluss","indirekter Migrationshintergrund","15","","",""
