"erwst","year","migback","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Andere","1995","kein Migrationshintergrund","2","147","0.0419195257530831","0.0346754396978442","0.049163611808322"
"Andere","1995","kein Migrationshintergrund","3","83","0.0393531081665467","0.0304326313837065","0.0482735849493868"
"Andere","1995","kein Migrationshintergrund","4","37","0.0312132041729216","0.0215654977306989","0.0408609106151443"
"Andere","1995","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","17","","",""
"Andere","1995","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","66","0.0582934889134827","0.0461243203330461","0.0704626574939193"
"Andere","1995","direkter Migrationshintergrund","2","25","","",""
"Andere","1995","direkter Migrationshintergrund","3","9","","",""
"Andere","1995","direkter Migrationshintergrund","4","1","","",""
"Andere","1995","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","1","","",""
"Andere","1995","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","56","0.245797594665563","0.190748911979397","0.30084627735173"
"Andere","1995","indirekter Migrationshintergrund","2","31","0.206372242586113","0.142035308181599","0.270709176990627"
"Andere","1995","indirekter Migrationshintergrund","3","11","","",""
"Andere","1995","indirekter Migrationshintergrund","4","6","","",""
"Andere","1995","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Andere","1995","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Andere","1995","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Andere","1995","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Andere","1995","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Andere","1995","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"voll erwerbstätig","1996","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","903","0.242112679629793","0.22673286691979","0.257492492339796"
"voll erwerbstätig","1996","kein Migrationshintergrund","2","1287","0.387325400066929","0.369719691613384","0.404931108520474"
"voll erwerbstätig","1996","kein Migrationshintergrund","3","1064","0.500426474078392","0.478061555417401","0.522791392739383"
"voll erwerbstätig","1996","kein Migrationshintergrund","4","826","0.578321610727235","0.551641014578343","0.605002206876126"
"voll erwerbstätig","1996","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","476","0.605399494981248","0.57034952618637","0.640449463776126"
"voll erwerbstätig","1996","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","421","0.286204308018762","0.261385071281768","0.311023544755755"
"voll erwerbstätig","1996","direkter Migrationshintergrund","2","364","0.390688542189425","0.355977934832792","0.425399149546057"
"voll erwerbstätig","1996","direkter Migrationshintergrund","3","190","0.531792598827243","0.475975252557941","0.587609945096545"
"voll erwerbstätig","1996","direkter Migrationshintergrund","4","124","0.607130518191834","0.53675406012252","0.677506976261149"
"voll erwerbstätig","1996","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","41","0.562633978139917","0.448839245628147","0.676428710651686"
"voll erwerbstätig","1996","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","60","0.236366378615514","0.18294927627985","0.289783480951177"
"voll erwerbstätig","1996","indirekter Migrationshintergrund","2","51","0.277471236751221","0.208092776840133","0.346849696662309"
"voll erwerbstätig","1996","indirekter Migrationshintergrund","3","46","0.336250562787552","0.233997869084972","0.438503256490131"
"voll erwerbstätig","1996","indirekter Migrationshintergrund","4","33","0.676556584465088","0.542819952457543","0.810293216472633"
"voll erwerbstätig","1996","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","9","","",""
"voll erwerbstätig","1996","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"voll erwerbstätig","1996","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"voll erwerbstätig","1996","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"voll erwerbstätig","1996","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"voll erwerbstätig","1996","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Teilzeit","1996","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","230","0.0788847253237677","0.0692065516790766","0.0885628989684589"
"Teilzeit","1996","kein Migrationshintergrund","2","250","0.0749300227634412","0.0654148691448216","0.0844451763820607"
"Teilzeit","1996","kein Migrationshintergrund","3","186","0.101654573609287","0.0881375018699474","0.115171645348626"
"Teilzeit","1996","kein Migrationshintergrund","4","105","0.0855660965053954","0.0704532188631337","0.100678974147657"
"Teilzeit","1996","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","66","0.0832304997372886","0.0634216563008447","0.103039343173733"
"Teilzeit","1996","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","75","0.0623026106969456","0.0490302598588999","0.0755749615349913"
"Teilzeit","1996","direkter Migrationshintergrund","2","71","0.0862462532598028","0.0662746970430717","0.106217809476534"
"Teilzeit","1996","direkter Migrationshintergrund","3","37","0.112894900019098","0.0774948722308846","0.148294927807312"
"Teilzeit","1996","direkter Migrationshintergrund","4","10","","",""
"Teilzeit","1996","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","1","","",""
"Teilzeit","1996","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","6","","",""
"Teilzeit","1996","indirekter Migrationshintergrund","2","9","","",""
"Teilzeit","1996","indirekter Migrationshintergrund","3","4","","",""
"Teilzeit","1996","indirekter Migrationshintergrund","4","4","","",""
"Teilzeit","1996","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Teilzeit","1996","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Teilzeit","1996","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Teilzeit","1996","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Teilzeit","1996","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Teilzeit","1996","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","1996","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","1618","0.611513041214092","0.594013323513573","0.629012758914611"
"nicht erwerbstätig","1996","kein Migrationshintergrund","2","1266","0.498742986664382","0.480672526556481","0.516813446772283"
"nicht erwerbstätig","1996","kein Migrationshintergrund","3","580","0.355090439832812","0.333685383550927","0.376495496114697"
"nicht erwerbstätig","1996","kein Migrationshintergrund","4","347","0.309015929578534","0.284050180691488","0.333981678465581"
"nicht erwerbstätig","1996","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","183","0.286442177441261","0.25402159153952","0.318862763343002"
"nicht erwerbstätig","1996","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","722","0.609146144710669","0.582352528824986","0.635939760596351"
"nicht erwerbstätig","1996","direkter Migrationshintergrund","2","295","0.470831686999347","0.435321172893274","0.506342201105419"
"nicht erwerbstätig","1996","direkter Migrationshintergrund","3","78","0.328495538278274","0.275958196849167","0.381032879707381"
"nicht erwerbstätig","1996","direkter Migrationshintergrund","4","48","0.328466486192941","0.260789407347889","0.396143565037993"
"nicht erwerbstätig","1996","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","28","","",""
"nicht erwerbstätig","1996","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","125","0.500790842633878","0.437925047155252","0.563656638112503"
"nicht erwerbstätig","1996","indirekter Migrationshintergrund","2","67","0.421003402684574","0.344502086278817","0.49750471909033"
"nicht erwerbstätig","1996","indirekter Migrationshintergrund","3","26","","",""
"nicht erwerbstätig","1996","indirekter Migrationshintergrund","4","6","","",""
"nicht erwerbstätig","1996","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","4","","",""
"nicht erwerbstätig","1996","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","1996","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"nicht erwerbstätig","1996","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"nicht erwerbstätig","1996","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"nicht erwerbstätig","1996","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Andere","1996","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","229","0.0674895538323471","0.058482451637364","0.0764966560273302"
"Andere","1996","kein Migrationshintergrund","2","138","0.0390015905052476","0.032004732308522","0.0459984487019732"
"Andere","1996","kein Migrationshintergrund","3","90","0.042828512479509","0.0337720446518435","0.0518849803071745"
"Andere","1996","kein Migrationshintergrund","4","38","0.0270963631888359","0.0183241220345748","0.0358686043430969"
"Andere","1996","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","22","","",""
"Andere","1996","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","56","0.0423469365736241","0.0312888884053387","0.0534049847419094"
"Andere","1996","direkter Migrationshintergrund","2","29","","",""
"Andere","1996","direkter Migrationshintergrund","3","2","","",""
"Andere","1996","direkter Migrationshintergrund","4","3","","",""
"Andere","1996","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","3","","",""
"Andere","1996","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","52","0.234473568643155","0.181204881171409","0.287742256114902"
"Andere","1996","indirekter Migrationshintergrund","2","33","0.190104994623602","0.129305604396329","0.250904384850874"
"Andere","1996","indirekter Migrationshintergrund","3","6","","",""
"Andere","1996","indirekter Migrationshintergrund","4","4","","",""
"Andere","1996","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","",""
"Andere","1996","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Andere","1996","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Andere","1996","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Andere","1996","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Andere","1996","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"voll erwerbstätig","1997","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","899","0.254242195572798","0.238289429569301","0.270194961576295"
"voll erwerbstätig","1997","kein Migrationshintergrund","2","1221","0.359554340263976","0.342223131537963","0.376885548989988"
"voll erwerbstätig","1997","kein Migrationshintergrund","3","1026","0.4895035336894","0.467073331335216","0.511933736043585"
"voll erwerbstätig","1997","kein Migrationshintergrund","4","820","0.559283197449752","0.532779965636402","0.585786429263103"
"voll erwerbstätig","1997","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","474","0.624641576284598","0.589419227946809","0.659863924622387"
"voll erwerbstätig","1997","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","363","0.258943358651973","0.233745706783076","0.284141010520869"
"voll erwerbstätig","1997","direkter Migrationshintergrund","2","329","0.402909925019809","0.366286210585797","0.439533639453821"
"voll erwerbstätig","1997","direkter Migrationshintergrund","3","208","0.559689245514956","0.507755737387292","0.611622753642621"
"voll erwerbstätig","1997","direkter Migrationshintergrund","4","126","0.616545669873355","0.546669182049559","0.686422157697151"
"voll erwerbstätig","1997","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","52","0.603961040029913","0.499373038198968","0.708549041860859"
"voll erwerbstätig","1997","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","52","0.171822566033054","0.124196866643451","0.219448265422657"
"voll erwerbstätig","1997","indirekter Migrationshintergrund","2","64","0.268619736121833","0.202760901075548","0.334478571168119"
"voll erwerbstätig","1997","indirekter Migrationshintergrund","3","49","0.455321281839466","0.354648204889362","0.555994358789569"
"voll erwerbstätig","1997","indirekter Migrationshintergrund","4","33","0.636198180430643","0.497171606663581","0.775224754197705"
"voll erwerbstätig","1997","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","7","","",""
"voll erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"voll erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"voll erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"voll erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"voll erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Teilzeit","1997","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","190","0.0720247462271296","0.0625531681807421","0.081496324273517"
"Teilzeit","1997","kein Migrationshintergrund","2","249","0.079171316410008","0.0694196509487445","0.0889229818712715"
"Teilzeit","1997","kein Migrationshintergrund","3","171","0.0853498756438357","0.0728130423470615","0.0978867089406098"
"Teilzeit","1997","kein Migrationshintergrund","4","119","0.0864789945661897","0.0714746257870659","0.101483363345313"
"Teilzeit","1997","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","64","0.0911884609099986","0.0702479805525916","0.112128941267406"
"Teilzeit","1997","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","58","0.059065336484527","0.0455047630041868","0.0726259099648672"
"Teilzeit","1997","direkter Migrationshintergrund","2","54","0.0750526864924503","0.0553792558352407","0.0947261171496598"
"Teilzeit","1997","direkter Migrationshintergrund","3","30","0.0910827735313082","0.0609821963421639","0.121183350720453"
"Teilzeit","1997","direkter Migrationshintergrund","4","12","","",""
"Teilzeit","1997","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","6","","",""
"Teilzeit","1997","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","17","","",""
"Teilzeit","1997","indirekter Migrationshintergrund","2","15","","",""
"Teilzeit","1997","indirekter Migrationshintergrund","3","5","","",""
"Teilzeit","1997","indirekter Migrationshintergrund","4","1","","",""
"Teilzeit","1997","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","1","","",""
"Teilzeit","1997","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Teilzeit","1997","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Teilzeit","1997","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Teilzeit","1997","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Teilzeit","1997","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","1997","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","1577","0.6199202487627","0.60213669492785","0.63770380259755"
"nicht erwerbstätig","1997","kein Migrationshintergrund","2","1338","0.525522769934624","0.507488070936461","0.543557468932788"
"nicht erwerbstätig","1997","kein Migrationshintergrund","3","616","0.384080992778673","0.362257105144759","0.405904880412587"
"nicht erwerbstätig","1997","kein Migrationshintergrund","4","357","0.31542694767929","0.290620621991116","0.340233273367463"
"nicht erwerbstätig","1997","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","168","0.260491808014378","0.228565528588326","0.292418087440429"
"nicht erwerbstätig","1997","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","690","0.632470306714421","0.604737216286579","0.660203397142264"
"nicht erwerbstätig","1997","direkter Migrationshintergrund","2","292","0.494050489008933","0.456718791595642","0.531382186422225"
"nicht erwerbstätig","1997","direkter Migrationshintergrund","3","102","0.316607599857597","0.267945564167092","0.365269635548102"
"nicht erwerbstätig","1997","direkter Migrationshintergrund","4","44","0.321716217800669","0.254583564433898","0.38884887116744"
"nicht erwerbstätig","1997","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","25","","",""
"nicht erwerbstätig","1997","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","122","0.47956634196001","0.416492889290015","0.542639794630005"
"nicht erwerbstätig","1997","indirekter Migrationshintergrund","2","63","0.418677243102542","0.345374233301275","0.491980252903809"
"nicht erwerbstätig","1997","indirekter Migrationshintergrund","3","27","","",""
"nicht erwerbstätig","1997","indirekter Migrationshintergrund","4","6","","",""
"nicht erwerbstätig","1997","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","4","","",""
"nicht erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"nicht erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"nicht erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"nicht erwerbstätig","1997","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Andere","1997","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","196","0.0538128094373721","0.0455458721802918","0.0620797466944525"
"Andere","1997","kein Migrationshintergrund","2","137","0.0357515733913919","0.0290458213479136","0.0424573254348703"
"Andere","1997","kein Migrationshintergrund","3","95","0.0410655978880912","0.032161448644575","0.0499697471316074"
"Andere","1997","kein Migrationshintergrund","4","52","0.0388108603047685","0.0285002539276007","0.0491214666819364"
"Andere","1997","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","20","","",""
"Andere","1997","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","50","0.0495209981490791","0.0370414764811441","0.062000519817014"
"Andere","1997","direkter Migrationshintergrund","2","14","","",""
"Andere","1997","direkter Migrationshintergrund","3","11","","",""
"Andere","1997","direkter Migrationshintergrund","4","4","","",""
"Andere","1997","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","1","","",""
"Andere","1997","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","50","0.229847297653047","0.176728566489993","0.282966028816101"
"Andere","1997","indirekter Migrationshintergrund","2","32","0.162717705774165","0.107873995646842","0.217561415901488"
"Andere","1997","indirekter Migrationshintergrund","3","13","","",""
"Andere","1997","indirekter Migrationshintergrund","4","6","","",""
"Andere","1997","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","1","","",""
"Andere","1997","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Andere","1997","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Andere","1997","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Andere","1997","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Andere","1997","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"voll erwerbstätig","1998","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","981","0.257441632412066","0.24246731180563","0.272415953018501"
"voll erwerbstätig","1998","kein Migrationshintergrund","2","1314","0.353485462270669","0.336994110552257","0.369976813989082"
"voll erwerbstätig","1998","kein Migrationshintergrund","3","1087","0.460546034488198","0.439447639477405","0.481644429498992"
"voll erwerbstätig","1998","kein Migrationshintergrund","4","1006","0.551020747629581","0.527292865191796","0.574748630067365"
"voll erwerbstätig","1998","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","583","0.609385712095669","0.577616665012313","0.641154759179025"
"voll erwerbstätig","1998","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","346","0.288312543651344","0.261580216996559","0.31504487030613"
"voll erwerbstätig","1998","direkter Migrationshintergrund","2","320","0.392054178885349","0.355861978684299","0.4282463790864"
"voll erwerbstätig","1998","direkter Migrationshintergrund","3","196","0.544131803365221","0.490718853920265","0.597544752810178"
"voll erwerbstätig","1998","direkter Migrationshintergrund","4","115","0.654665451637402","0.585010611273107","0.724320292001697"
"voll erwerbstätig","1998","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","55","0.634217742534731","0.531217331062379","0.737218154007083"
"voll erwerbstätig","1998","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","43","0.167139693325219","0.120132286837288","0.21414709981315"
"voll erwerbstätig","1998","indirekter Migrationshintergrund","2","63","0.354352780888904","0.284281970443207","0.424423591334601"
"voll erwerbstätig","1998","indirekter Migrationshintergrund","3","57","0.410222736187089","0.311312744573979","0.509132727800199"
"voll erwerbstätig","1998","indirekter Migrationshintergrund","4","42","0.603410293806309","0.479630560694293","0.727190026918324"
"voll erwerbstätig","1998","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","15","","",""
"voll erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"voll erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"voll erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"voll erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"voll erwerbstätig","1998","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Teilzeit","1998","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","239","0.0748990280245435","0.0658838335769697","0.0839142224721174"
"Teilzeit","1998","kein Migrationshintergrund","2","257","0.0763616362048268","0.0672000658222031","0.0855232065874505"
"Teilzeit","1998","kein Migrationshintergrund","3","186","0.0832758925084854","0.0715805034222941","0.0949712815946766"
"Teilzeit","1998","kein Migrationshintergrund","4","150","0.0973462611636798","0.0832051967493944","0.111487325577965"
"Teilzeit","1998","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","86","0.0935957731576603","0.0746298899723404","0.11256165634298"
"Teilzeit","1998","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","67","0.0683726987934441","0.0534783061105647","0.0832670914763234"
