"erwst","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"nicht erwerbstätig","1984","Thueringen","maennlich","","","",""
"nicht erwerbstätig","1984","Thueringen","weiblich","","","",""
"Andere","1984","Schleswig-Holstein","maennlich","","","",""
"Andere","1984","Schleswig-Holstein","weiblich","","","",""
"Andere","1984","Hamburg","maennlich","","","",""
"Andere","1984","Hamburg","weiblich","","","",""
"Andere","1984","Niedersachsen","maennlich","32","0.0525914429343831","0.0347456006794199","0.0704372851893464"
"Andere","1984","Niedersachsen","weiblich","59","0.0870119936826654","0.0650552297797617","0.108968757585569"
"Andere","1984","Bremen","maennlich","","","",""
"Andere","1984","Bremen","weiblich","","","",""
"Andere","1984","Nordrhein-Westfalen","maennlich","82","0.0495224236991882","0.0389017219455018","0.0601431254528747"
"Andere","1984","Nordrhein-Westfalen","weiblich","107","0.062479583689583","0.0508051994008017","0.0741539679783642"
"Andere","1984","Hessen","maennlich","36","0.0561694768859503","0.0381327336400919","0.0742062201318086"
"Andere","1984","Hessen","weiblich","48","0.0775229962704408","0.0564902811208385","0.0985557114200431"
"Andere","1984","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Andere","1984","Rheinland-Pfalz,Saarland","weiblich","39","0.0905596249077962","0.0635910569670033","0.117528192848589"
"Andere","1984","Baden-Wuerttemberg","maennlich","61","0.0494742634455765","0.0367570162442534","0.0621915106468995"
"Andere","1984","Baden-Wuerttemberg","weiblich","72","0.0697214068950674","0.0549051075096746","0.0845377062804603"
"Andere","1984","Bayern","maennlich","61","0.0620714593731206","0.0470489626617002","0.0770939560845411"
"Andere","1984","Bayern","weiblich","92","0.0813946656108549","0.0652356760035376","0.0975536552181722"
"Andere","1984","Berlin","maennlich","","","",""
"Andere","1984","Berlin","weiblich","","","",""
"Andere","1984","Brandenburg","maennlich","","","",""
"Andere","1984","Brandenburg","weiblich","","","",""
"Andere","1984","Mecklenburg-Vorpommern","maennlich","","","",""
"Andere","1984","Mecklenburg-Vorpommern","weiblich","","","",""
"Andere","1984","Sachsen","maennlich","","","",""
"Andere","1984","Sachsen","weiblich","","","",""
"Andere","1984","Sachsen-Anhalt","maennlich","","","",""
"Andere","1984","Sachsen-Anhalt","weiblich","","","",""
"Andere","1984","Thueringen","maennlich","","","",""
"Andere","1984","Thueringen","weiblich","","","",""
"voll erwerbstätig","1985","Schleswig-Holstein","maennlich","113","0.631118052845571","0.558799614687752","0.703436491003389"
"voll erwerbstätig","1985","Schleswig-Holstein","weiblich","46","0.222978556244496","0.162505704573621","0.28345140791537"
"voll erwerbstätig","1985","Hamburg","maennlich","87","0.545947417138424","0.463178137777751","0.628716696499097"
"voll erwerbstätig","1985","Hamburg","weiblich","41","0.248515433763607","0.177184936743932","0.319845930783282"
"voll erwerbstätig","1985","Niedersachsen","maennlich","327","0.561405803878045","0.519553333242568","0.603258274513521"
"voll erwerbstätig","1985","Niedersachsen","weiblich","124","0.20329305674035","0.170167198758889","0.236418914721811"
"voll erwerbstätig","1985","Bremen","maennlich","","","",""
"voll erwerbstätig","1985","Bremen","weiblich","","","",""
"voll erwerbstätig","1985","Nordrhein-Westfalen","maennlich","1002","0.636427351678161","0.611786961957073","0.66106774139925"
"voll erwerbstätig","1985","Nordrhein-Westfalen","weiblich","356","0.216238773682942","0.195384461860373","0.237093085505512"
"voll erwerbstätig","1985","Hessen","maennlich","402","0.621740298043968","0.58192864507774","0.661551951010197"
"voll erwerbstätig","1985","Hessen","weiblich","149","0.211437174732103","0.177738147673984","0.245136201790223"
"voll erwerbstätig","1985","Rheinland-Pfalz,Saarland","maennlich","247","0.594316876046717","0.545076777691877","0.643556974401557"
"voll erwerbstätig","1985","Rheinland-Pfalz,Saarland","weiblich","98","0.22593941892177","0.18443452893345","0.26744430891009"
"voll erwerbstätig","1985","Baden-Wuerttemberg","maennlich","743","0.676173107152059","0.647385837673981","0.704960376630138"
"voll erwerbstätig","1985","Baden-Wuerttemberg","weiblich","331","0.273072084682098","0.245810020433228","0.300334148930968"
"voll erwerbstätig","1985","Bayern","maennlich","641","0.657734776741193","0.62678831470699","0.688681238775397"
"voll erwerbstätig","1985","Bayern","weiblich","299","0.246569584699017","0.219775049684616","0.273364119713418"
"voll erwerbstätig","1985","Berlin","maennlich","114","0.64671319599144","0.576095860574924","0.717330531407956"
"voll erwerbstätig","1985","Berlin","weiblich","66","0.284312659728797","0.22000288984715","0.348622429610443"
"voll erwerbstätig","1985","Brandenburg","maennlich","","","",""
"voll erwerbstätig","1985","Brandenburg","weiblich","","","",""
"voll erwerbstätig","1985","Mecklenburg-Vorpommern","maennlich","","","",""
"voll erwerbstätig","1985","Mecklenburg-Vorpommern","weiblich","","","",""
"voll erwerbstätig","1985","Sachsen","maennlich","","","",""
"voll erwerbstätig","1985","Sachsen","weiblich","","","",""
"voll erwerbstätig","1985","Sachsen-Anhalt","maennlich","","","",""
"voll erwerbstätig","1985","Sachsen-Anhalt","weiblich","","","",""
"voll erwerbstätig","1985","Thueringen","maennlich","","","",""
"voll erwerbstätig","1985","Thueringen","weiblich","","","",""
"Teilzeit","1985","Schleswig-Holstein","maennlich","","","",""
"Teilzeit","1985","Schleswig-Holstein","weiblich","","","",""
"Teilzeit","1985","Hamburg","maennlich","","","",""
"Teilzeit","1985","Hamburg","weiblich","","","",""
"Teilzeit","1985","Niedersachsen","maennlich","","","",""
"Teilzeit","1985","Niedersachsen","weiblich","80","0.133311448924159","0.105333117158992","0.161289780689325"
"Teilzeit","1985","Bremen","maennlich","","","",""
"Teilzeit","1985","Bremen","weiblich","","","",""
"Teilzeit","1985","Nordrhein-Westfalen","maennlich","","","",""
"Teilzeit","1985","Nordrhein-Westfalen","weiblich","163","0.1011533931404","0.0858787803313173","0.116428005949483"
"Teilzeit","1985","Hessen","maennlich","","","",""
"Teilzeit","1985","Hessen","weiblich","67","0.131466905540296","0.10357938231036","0.159354428770233"
"Teilzeit","1985","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Teilzeit","1985","Rheinland-Pfalz,Saarland","weiblich","35","0.0874369944470575","0.0594023645320093","0.115471624362106"
"Teilzeit","1985","Baden-Wuerttemberg","maennlich","","","",""
"Teilzeit","1985","Baden-Wuerttemberg","weiblich","134","0.133601839890792","0.112783821357703","0.154419858423881"
"Teilzeit","1985","Bayern","maennlich","","","",""
"Teilzeit","1985","Bayern","weiblich","140","0.133179137044761","0.112057008815575","0.154301265273946"
"Teilzeit","1985","Berlin","maennlich","","","",""
"Teilzeit","1985","Berlin","weiblich","","","",""
"Teilzeit","1985","Brandenburg","maennlich","","","",""
"Teilzeit","1985","Brandenburg","weiblich","","","",""
"Teilzeit","1985","Mecklenburg-Vorpommern","maennlich","","","",""
"Teilzeit","1985","Mecklenburg-Vorpommern","weiblich","","","",""
"Teilzeit","1985","Sachsen","maennlich","","","",""
"Teilzeit","1985","Sachsen","weiblich","","","",""
"Teilzeit","1985","Sachsen-Anhalt","maennlich","","","",""
"Teilzeit","1985","Sachsen-Anhalt","weiblich","","","",""
"Teilzeit","1985","Thueringen","maennlich","","","",""
"Teilzeit","1985","Thueringen","weiblich","","","",""
"nicht erwerbstätig","1985","Schleswig-Holstein","maennlich","48","0.315097768076646","0.245469275976697","0.384726260176596"
"nicht erwerbstätig","1985","Schleswig-Holstein","weiblich","101","0.600596284470068","0.529440572588702","0.671751996351435"
"nicht erwerbstätig","1985","Hamburg","maennlich","42","0.371560392573346","0.291228652982295","0.451892132164397"
"nicht erwerbstätig","1985","Hamburg","weiblich","72","0.577846376336524","0.49632340647463","0.659369346198417"
"nicht erwerbstätig","1985","Niedersachsen","maennlich","187","0.385182650978661","0.344137899820063","0.42622740213726"
"nicht erwerbstätig","1985","Niedersachsen","weiblich","335","0.622253306542404","0.58234709468427","0.662159518400537"
"nicht erwerbstätig","1985","Bremen","maennlich","","","",""
"nicht erwerbstätig","1985","Bremen","weiblich","46","0.824000648365876","0.729208676637624","0.918792620094128"
"nicht erwerbstätig","1985","Nordrhein-Westfalen","maennlich","377","0.307571378698309","0.283931893323038","0.33121086407358"
"nicht erwerbstätig","1985","Nordrhein-Westfalen","weiblich","901","0.631564330028373","0.607128515367173","0.656000144689574"
"nicht erwerbstätig","1985","Hessen","maennlich","140","0.327447803346701","0.288922621122609","0.365972985570794"
"nicht erwerbstätig","1985","Hessen","weiblich","321","0.608657944803369","0.568379430092278","0.648936459514461"
"nicht erwerbstätig","1985","Rheinland-Pfalz,Saarland","maennlich","116","0.360668304294614","0.312514177008394","0.408822431580834"
"nicht erwerbstätig","1985","Rheinland-Pfalz,Saarland","weiblich","238","0.636419325584278","0.588678726730097","0.684159924438459"
"nicht erwerbstätig","1985","Baden-Wuerttemberg","maennlich","220","0.275359261667777","0.247878656835643","0.302839866499912"
"nicht erwerbstätig","1985","Baden-Wuerttemberg","weiblich","508","0.536101720946511","0.505587000753746","0.566616441139275"
"nicht erwerbstätig","1985","Bayern","maennlich","224","0.297870892388687","0.268042713575277","0.327699071202098"
"nicht erwerbstätig","1985","Bayern","weiblich","497","0.56109269200863","0.530242447462129","0.591942936555132"
"nicht erwerbstätig","1985","Berlin","maennlich","51","0.299167077662252","0.231518930785453","0.366815224539051"
"nicht erwerbstätig","1985","Berlin","weiblich","87","0.55111679398156","0.480207087064215","0.622026500898904"
"nicht erwerbstätig","1985","Brandenburg","maennlich","","","",""
"nicht erwerbstätig","1985","Brandenburg","weiblich","","","",""
"nicht erwerbstätig","1985","Mecklenburg-Vorpommern","maennlich","","","",""
"nicht erwerbstätig","1985","Mecklenburg-Vorpommern","weiblich","","","",""
"nicht erwerbstätig","1985","Sachsen","maennlich","","","",""
"nicht erwerbstätig","1985","Sachsen","weiblich","","","",""
"nicht erwerbstätig","1985","Sachsen-Anhalt","maennlich","","","",""
"nicht erwerbstätig","1985","Sachsen-Anhalt","weiblich","","","",""
"nicht erwerbstätig","1985","Thueringen","maennlich","","","",""
"nicht erwerbstätig","1985","Thueringen","weiblich","","","",""
"Andere","1985","Schleswig-Holstein","maennlich","","","",""
"Andere","1985","Schleswig-Holstein","weiblich","","","",""
"Andere","1985","Hamburg","maennlich","","","",""
"Andere","1985","Hamburg","weiblich","","","",""
"Andere","1985","Niedersachsen","maennlich","","","",""
"Andere","1985","Niedersachsen","weiblich","","","",""
"Andere","1985","Bremen","maennlich","","","",""
"Andere","1985","Bremen","weiblich","","","",""
"Andere","1985","Nordrhein-Westfalen","maennlich","63","0.0412105490715602","0.0310283079623335","0.0513927901807869"
"Andere","1985","Nordrhein-Westfalen","weiblich","77","0.0510435031482847","0.0398946401450349","0.0621923661515345"
"Andere","1985","Hessen","maennlich","","","",""
"Andere","1985","Hessen","weiblich","","","",""
"Andere","1985","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Andere","1985","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Andere","1985","Baden-Wuerttemberg","maennlich","44","0.0400539139044476","0.027990757158031","0.0521170706508642"
"Andere","1985","Baden-Wuerttemberg","weiblich","53","0.0572243544805993","0.0430119015534023","0.0714368074077963"
"Andere","1985","Bayern","maennlich","31","0.0361762631087052","0.023997172076904","0.0483553541405064"
"Andere","1985","Bayern","weiblich","58","0.059158586247592","0.0444922375884027","0.0738249349067814"
"Andere","1985","Berlin","maennlich","","","",""
"Andere","1985","Berlin","weiblich","","","",""
"Andere","1985","Brandenburg","maennlich","","","",""
"Andere","1985","Brandenburg","weiblich","","","",""
"Andere","1985","Mecklenburg-Vorpommern","maennlich","","","",""
"Andere","1985","Mecklenburg-Vorpommern","weiblich","","","",""
"Andere","1985","Sachsen","maennlich","","","",""
"Andere","1985","Sachsen","weiblich","","","",""
"Andere","1985","Sachsen-Anhalt","maennlich","","","",""
"Andere","1985","Sachsen-Anhalt","weiblich","","","",""
"Andere","1985","Thueringen","maennlich","","","",""
"Andere","1985","Thueringen","weiblich","","","",""
"voll erwerbstätig","1986","Schleswig-Holstein","maennlich","109","0.670841443641793","0.597801228165135","0.743881659118452"
"voll erwerbstätig","1986","Schleswig-Holstein","weiblich","42","0.248676031158432","0.182521933092075","0.314830129224789"
"voll erwerbstätig","1986","Hamburg","maennlich","80","0.577707716075388","0.492141216999193","0.663274215151583"
"voll erwerbstätig","1986","Hamburg","weiblich","37","0.262309122692222","0.186103501071104","0.338514744313339"
"voll erwerbstätig","1986","Niedersachsen","maennlich","338","0.583441623191963","0.541899747766046","0.624983498617881"
"voll erwerbstätig","1986","Niedersachsen","weiblich","125","0.199053077062154","0.166187377721033","0.231918776403275"
"voll erwerbstätig","1986","Bremen","maennlich","","","",""
"voll erwerbstätig","1986","Bremen","weiblich","","","",""
"voll erwerbstätig","1986","Nordrhein-Westfalen","maennlich","943","0.612338015661643","0.587014703341837","0.637661327981448"
"voll erwerbstätig","1986","Nordrhein-Westfalen","weiblich","344","0.213711322904793","0.192501994456217","0.234920651353368"
"voll erwerbstätig","1986","Hessen","maennlich","353","0.60647224347642","0.564643425039793","0.648301061913048"
"voll erwerbstätig","1986","Hessen","weiblich","144","0.219212035751173","0.18382312528807","0.254600946214275"
"voll erwerbstätig","1986","Rheinland-Pfalz,Saarland","maennlich","249","0.599724852705661","0.550267285233879","0.649182420177442"
"voll erwerbstätig","1986","Rheinland-Pfalz,Saarland","weiblich","106","0.241661447950801","0.199283462097398","0.284039433804203"
"voll erwerbstätig","1986","Baden-Wuerttemberg","maennlich","727","0.671279529182619","0.642222827709627","0.70033623065561"
"voll erwerbstätig","1986","Baden-Wuerttemberg","weiblich","320","0.278275296670418","0.250260050391808","0.306290542949029"
"voll erwerbstätig","1986","Bayern","maennlich","580","0.638929233802429","0.606639744835346","0.671218722769512"
"voll erwerbstätig","1986","Bayern","weiblich","285","0.257681310602005","0.229466060884059","0.28589656031995"
"voll erwerbstätig","1986","Berlin","maennlich","127","0.70134989493322","0.633735298352444","0.768964491513996"
"voll erwerbstätig","1986","Berlin","weiblich","56","0.276808086300275","0.210707102345167","0.342909070255383"
"voll erwerbstätig","1986","Brandenburg","maennlich","","","",""
"voll erwerbstätig","1986","Brandenburg","weiblich","","","",""
"voll erwerbstätig","1986","Mecklenburg-Vorpommern","maennlich","","","",""
"voll erwerbstätig","1986","Mecklenburg-Vorpommern","weiblich","","","",""
"voll erwerbstätig","1986","Sachsen","maennlich","","","",""
"voll erwerbstätig","1986","Sachsen","weiblich","","","",""
"voll erwerbstätig","1986","Sachsen-Anhalt","maennlich","","","",""
"voll erwerbstätig","1986","Sachsen-Anhalt","weiblich","","","",""
"voll erwerbstätig","1986","Thueringen","maennlich","","","",""
"voll erwerbstätig","1986","Thueringen","weiblich","","","",""
"Teilzeit","1986","Schleswig-Holstein","maennlich","","","",""
"Teilzeit","1986","Schleswig-Holstein","weiblich","","","",""
"Teilzeit","1986","Hamburg","maennlich","","","",""
"Teilzeit","1986","Hamburg","weiblich","","","",""
"Teilzeit","1986","Niedersachsen","maennlich","","","",""
"Teilzeit","1986","Niedersachsen","weiblich","65","0.105244756595495","0.0799861771694201","0.130503336021569"
"Teilzeit","1986","Bremen","maennlich","","","",""
"Teilzeit","1986","Bremen","weiblich","","","",""
"Teilzeit","1986","Nordrhein-Westfalen","maennlich","","","",""
"Teilzeit","1986","Nordrhein-Westfalen","weiblich","131","0.0866790801675014","0.0721214396722761","0.101236720662727"
"Teilzeit","1986","Hessen","maennlich","","","",""
"Teilzeit","1986","Hessen","weiblich","56","0.120319036177128","0.0924899972374107","0.148148075116846"
"Teilzeit","1986","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Teilzeit","1986","Rheinland-Pfalz,Saarland","weiblich","31","0.0809560535291269","0.0539539336301623","0.107958173428092"
"Teilzeit","1986","Baden-Wuerttemberg","maennlich","","","",""
"Teilzeit","1986","Baden-Wuerttemberg","weiblich","115","0.119014635355614","0.0987725214604616","0.139256749250766"
"Teilzeit","1986","Bayern","maennlich","","","",""
"Teilzeit","1986","Bayern","weiblich","108","0.108069928780403","0.0880406608421521","0.128099196718653"
"Teilzeit","1986","Berlin","maennlich","","","",""
"Teilzeit","1986","Berlin","weiblich","","","",""
"Teilzeit","1986","Brandenburg","maennlich","","","",""
"Teilzeit","1986","Brandenburg","weiblich","","","",""
"Teilzeit","1986","Mecklenburg-Vorpommern","maennlich","","","",""
"Teilzeit","1986","Mecklenburg-Vorpommern","weiblich","","","",""
"Teilzeit","1986","Sachsen","maennlich","","","",""
"Teilzeit","1986","Sachsen","weiblich","","","",""
"Teilzeit","1986","Sachsen-Anhalt","maennlich","","","",""
"Teilzeit","1986","Sachsen-Anhalt","weiblich","","","",""
"Teilzeit","1986","Thueringen","maennlich","","","",""
"Teilzeit","1986","Thueringen","weiblich","","","",""
"nicht erwerbstätig","1986","Schleswig-Holstein","maennlich","40","0.267351456032481","0.198559342748552","0.33614356931641"
"nicht erwerbstätig","1986","Schleswig-Holstein","weiblich","88","0.566180361784436","0.490329910032724","0.642030813536148"
"nicht erwerbstätig","1986","Hamburg","maennlich","41","0.371863283935428","0.288136994211689","0.455589573659167"
"nicht erwerbstätig","1986","Hamburg","weiblich","72","0.621036624551465","0.536993859487237","0.705079389615693"
"nicht erwerbstätig","1986","Niedersachsen","maennlich","169","0.351752843309106","0.31151464033079","0.391991046287421"
"nicht erwerbstätig","1986","Niedersachsen","weiblich","327","0.617677863645","0.577678571815401","0.657677155474599"
"nicht erwerbstätig","1986","Bremen","maennlich","","","",""
"nicht erwerbstätig","1986","Bremen","weiblich","39","0.745523693644382","0.634382134070005","0.85666525321876"
"nicht erwerbstätig","1986","Nordrhein-Westfalen","maennlich","385","0.320785729659427","0.296524700832024","0.345046758486829"
"nicht erwerbstätig","1986","Nordrhein-Westfalen","weiblich","873","0.640483179045766","0.615655529179237","0.665310828912295"
"nicht erwerbstätig","1986","Hessen","maennlich","143","0.333935574467054","0.293555054166646","0.374316094767462"
"nicht erwerbstätig","1986","Hessen","weiblich","274","0.577150890846123","0.534893192902075","0.619408588790171"
"nicht erwerbstätig","1986","Rheinland-Pfalz,Saarland","maennlich","110","0.353162687324396","0.304916571577941","0.401408803070852"
"nicht erwerbstätig","1986","Rheinland-Pfalz,Saarland","weiblich","236","0.638406597966462","0.590844172933247","0.685969022999678"
"nicht erwerbstätig","1986","Baden-Wuerttemberg","maennlich","215","0.271399598715256","0.243893402401436","0.298905795029076"
"nicht erwerbstätig","1986","Baden-Wuerttemberg","weiblich","479","0.533342510557432","0.502155513974574","0.564529507140289"
"nicht erwerbstätig","1986","Bayern","maennlich","223","0.310831914145836","0.279717329454447","0.341946498837226"
"nicht erwerbstätig","1986","Bayern","weiblich","453","0.554671188873424","0.522608093920469","0.586734283826379"
"nicht erwerbstätig","1986","Berlin","maennlich","39","0.241946200285229","0.17867571367716","0.305216686893298"
"nicht erwerbstätig","1986","Berlin","weiblich","88","0.589210399932992","0.516526758195953","0.661894041670031"
"nicht erwerbstätig","1986","Brandenburg","maennlich","","","",""
"nicht erwerbstätig","1986","Brandenburg","weiblich","","","",""
"nicht erwerbstätig","1986","Mecklenburg-Vorpommern","maennlich","","","",""
"nicht erwerbstätig","1986","Mecklenburg-Vorpommern","weiblich","","","",""
"nicht erwerbstätig","1986","Sachsen","maennlich","","","",""
"nicht erwerbstätig","1986","Sachsen","weiblich","","","",""
"nicht erwerbstätig","1986","Sachsen-Anhalt","maennlich","","","",""
"nicht erwerbstätig","1986","Sachsen-Anhalt","weiblich","","","",""
"nicht erwerbstätig","1986","Thueringen","maennlich","","","",""
"nicht erwerbstätig","1986","Thueringen","weiblich","","","",""
"Andere","1986","Schleswig-Holstein","maennlich","","","",""
"Andere","1986","Schleswig-Holstein","weiblich","","","",""
"Andere","1986","Hamburg","maennlich","","","",""
"Andere","1986","Hamburg","weiblich","","","",""
"Andere","1986","Niedersachsen","maennlich","","","",""
"Andere","1986","Niedersachsen","weiblich","50","0.0780243026973515","0.0559477506079387","0.100100854786764"
"Andere","1986","Bremen","maennlich","","","",""
"Andere","1986","Bremen","weiblich","","","",""
"Andere","1986","Nordrhein-Westfalen","maennlich","76","0.05479029288051","0.0429622145933733","0.0666183711676467"
