"erwst","year","quintil_oecd","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"voll erwerbstätig","1995","3","weiblich","466","0.356549264172236","0.32828239180265","0.384816136541821"
"voll erwerbstätig","1995","4","männlich","622","0.772705804781005","0.743219626295132","0.802191983266877"
"voll erwerbstätig","1995","4","weiblich","350","0.42705397727388","0.39046268268931","0.463645271858451"
"voll erwerbstätig","1995","5 Einkommensstärkstes Quintil","männlich","306","0.787878140106154","0.746611448291975","0.829144831920333"
"voll erwerbstätig","1995","5 Einkommensstärkstes Quintil","weiblich","166","0.409169543928947","0.357585134283884","0.46075395357401"
"Andere","1996","1 Einkommensschwächstes Quintil","männlich","152","0.0722374544298263","0.0610281994973216","0.083446709362331"
"Andere","1996","1 Einkommensschwächstes Quintil","weiblich","185","0.0626178540488766","0.0530205376419824","0.0722151704557707"
"Andere","1996","2","männlich","77","0.0355743454646775","0.0271611478692979","0.0439875430600571"
"Andere","1996","2","weiblich","123","0.0522113346063371","0.0424572054534175","0.0619654637592567"
"Andere","1996","3","männlich","41","0.0355371121955104","0.0248184740585862","0.0462557503324347"
"Andere","1996","3","weiblich","57","0.0500972707121696","0.0375599471416623","0.062634594282677"
"Andere","1996","4","männlich","15","","",""
"Andere","1996","4","weiblich","30","0.0348022569439995","0.0217462009296071","0.047858312958392"
"Andere","1996","5 Einkommensstärkstes Quintil","männlich","13","","",""
"Andere","1996","5 Einkommensstärkstes Quintil","weiblich","12","","",""
"nicht erwerbstätig","1996","1 Einkommensschwächstes Quintil","männlich","856","0.478007752822963","0.456379242486164","0.499636263159761"
"nicht erwerbstätig","1996","1 Einkommensschwächstes Quintil","weiblich","1609","0.709261728035573","0.691273153516553","0.727250302554592"
"nicht erwerbstätig","1996","2","männlich","604","0.381609233301464","0.359544474314262","0.403673992288666"
"nicht erwerbstätig","1996","2","weiblich","1024","0.594807435877481","0.573281141401451","0.616333730353511"
"nicht erwerbstätig","1996","3","männlich","257","0.276491328410205","0.250596179659256","0.302386477161154"
"nicht erwerbstätig","1996","3","weiblich","427","0.432378275379091","0.403906164218895","0.460850386539287"
"nicht erwerbstätig","1996","4","männlich","149","0.236552867028682","0.206937750791057","0.266167983266307"
"nicht erwerbstätig","1996","4","weiblich","252","0.391936852642301","0.357160619140813","0.426713086143789"
"nicht erwerbstätig","1996","5 Einkommensstärkstes Quintil","männlich","83","0.203142761982788","0.165761064128243","0.240524459837333"
"nicht erwerbstätig","1996","5 Einkommensstärkstes Quintil","weiblich","132","0.40994031655983","0.361002959005793","0.458877674113867"
"Teilzeit","1996","1 Einkommensschwächstes Quintil","männlich","39","0.0284652455311767","0.0212647273800526","0.0356657636823009"
"Teilzeit","1996","1 Einkommensschwächstes Quintil","weiblich","272","0.109826806632918","0.0974407284155164","0.12221288485032"
"Teilzeit","1996","2","männlich","31","0.018282679134751","0.012197527593486","0.024367830676016"
"Teilzeit","1996","2","weiblich","299","0.13109730291045","0.116298288257284","0.145896317563616"
"Teilzeit","1996","3","männlich","15","","",""
"Teilzeit","1996","3","weiblich","212","0.185696199993831","0.163347463614836","0.208044936372825"
"Teilzeit","1996","4","männlich","13","","",""
"Teilzeit","1996","4","weiblich","106","0.150067240534037","0.124626169881557","0.175508311186517"
"Teilzeit","1996","5 Einkommensstärkstes Quintil","männlich","5","","",""
"Teilzeit","1996","5 Einkommensstärkstes Quintil","weiblich","62","0.153356906550025","0.117503198071753","0.189210615028296"
"voll erwerbstätig","1996","1 Einkommensschwächstes Quintil","männlich","1002","0.421289547216034","0.399910019013126","0.442669075418942"
"voll erwerbstätig","1996","1 Einkommensschwächstes Quintil","weiblich","382","0.118293611282633","0.105500239432669","0.131086983132596"
"voll erwerbstätig","1996","2","männlich","1150","0.564533742099108","0.542013116025051","0.587054368173164"
"voll erwerbstätig","1996","2","weiblich","552","0.221883926605732","0.203664468164778","0.240103385046687"
"voll erwerbstätig","1996","3","männlich","833","0.671124914356515","0.643924660950559","0.698325167762471"
"voll erwerbstätig","1996","3","weiblich","467","0.331828253914908","0.304766311334099","0.358890196495718"
"voll erwerbstätig","1996","4","männlich","614","0.723372347040195","0.692198629460243","0.754546064620147"
"voll erwerbstätig","1996","4","weiblich","369","0.423193649879663","0.387998344409045","0.458388955350281"
"voll erwerbstätig","1996","5 Einkommensstärkstes Quintil","männlich","344","0.766832240621948","0.727544910401582","0.806119570842314"
"voll erwerbstätig","1996","5 Einkommensstärkstes Quintil","weiblich","182","0.398704122706882","0.349984748129843","0.447423497283921"
"Andere","1997","1 Einkommensschwächstes Quintil","männlich","133","0.0584900659954607","0.048166699529379","0.0688134324615425"
"Andere","1997","1 Einkommensschwächstes Quintil","weiblich","163","0.058793538771408","0.0491356282172585","0.0684514493255575"
"Andere","1997","2","männlich","71","0.0294017411639325","0.0215998926490127","0.0372035896788524"
"Andere","1997","2","weiblich","112","0.0442796075737906","0.0352796240826559","0.0532795910649253"
"Andere","1997","3","männlich","51","0.0335227382024893","0.023204479828828","0.0438409965761507"
"Andere","1997","3","weiblich","68","0.0521235661383698","0.039462649089848","0.0647844831868917"
"Andere","1997","4","männlich","25","","",""
"Andere","1997","4","weiblich","37","0.0446173855700929","0.030015524661167","0.0592192464790188"
"Andere","1997","5 Einkommensstärkstes Quintil","männlich","11","","",""
"Andere","1997","5 Einkommensstärkstes Quintil","weiblich","11","","",""
"nicht erwerbstätig","1997","1 Einkommensschwächstes Quintil","männlich","875","0.498954813337234","0.476959158754871","0.520950467919598"
"nicht erwerbstätig","1997","1 Einkommensschwächstes Quintil","weiblich","1514","0.715537636001015","0.697014923889441","0.734060348112589"
"nicht erwerbstätig","1997","2","männlich","616","0.415705750164291","0.392944293261104","0.438467207067478"
"nicht erwerbstätig","1997","2","weiblich","1077","0.608002628499675","0.586644228749551","0.629361028249799"
"nicht erwerbstätig","1997","3","männlich","291","0.289458963316689","0.263461623003166","0.315456303630212"
"nicht erwerbstätig","1997","3","weiblich","454","0.461284989713397","0.432890344965064","0.489679634461729"
"nicht erwerbstätig","1997","4","männlich","152","0.238377854257583","0.209070756614228","0.267684951900938"
"nicht erwerbstätig","1997","4","weiblich","255","0.400226963298013","0.365576095006886","0.43487783158914"
"nicht erwerbstätig","1997","5 Einkommensstärkstes Quintil","männlich","77","0.17619061699184","0.140632925990563","0.211748307993117"
"nicht erwerbstätig","1997","5 Einkommensstärkstes Quintil","weiblich","120","0.367029741330761","0.3186950788197","0.415364403841822"
"Teilzeit","1997","1 Einkommensschwächstes Quintil","männlich","34","0.0285558601950071","0.021228890835501","0.0358828295545132"
"Teilzeit","1997","1 Einkommensschwächstes Quintil","weiblich","231","0.105792683291659","0.0931650240396662","0.118420342543652"
"Teilzeit","1997","2","männlich","26","","",""
"Teilzeit","1997","2","weiblich","292","0.132572614924436","0.117736578854709","0.147408650994162"
"Teilzeit","1997","3","männlich","17","","",""
"Teilzeit","1997","3","weiblich","189","0.151458354975886","0.131038369050326","0.171878340901446"
"Teilzeit","1997","4","männlich","10","","",""
"Teilzeit","1997","4","weiblich","122","0.161256694909384","0.135246662611618","0.18726672720715"
"Teilzeit","1997","5 Einkommensstärkstes Quintil","männlich","6","","",""
"Teilzeit","1997","5 Einkommensstärkstes Quintil","weiblich","65","0.179857982120275","0.14134334599837","0.218372618242179"
"voll erwerbstätig","1997","1 Einkommensschwächstes Quintil","männlich","943","0.413999260472298","0.392331366579594","0.435667154365002"
"voll erwerbstätig","1997","1 Einkommensschwächstes Quintil","weiblich","371","0.119876141935918","0.106540491467115","0.133211792404721"
"voll erwerbstätig","1997","2","männlich","1088","0.536260325378426","0.513229145102305","0.559291505654546"
"voll erwerbstätig","1997","2","weiblich","526","0.215145149002099","0.197167418849337","0.23312287915486"
"voll erwerbstätig","1997","3","männlich","810","0.658781171180342","0.631602518834825","0.685959823525859"
"voll erwerbstätig","1997","3","weiblich","473","0.335133089172348","0.308245723453295","0.362020454891401"
"voll erwerbstätig","1997","4","männlich","625","0.718239578825667","0.687297838503718","0.749181319147616"
"voll erwerbstätig","1997","4","weiblich","354","0.39389895622251","0.359342244348914","0.428455668096106"
"voll erwerbstätig","1997","5 Einkommensstärkstes Quintil","männlich","347","0.780384472034299","0.741746472954683","0.819022471113915"
"voll erwerbstätig","1997","5 Einkommensstärkstes Quintil","weiblich","186","0.425359675345426","0.375781262808567","0.474938087882285"
"Andere","1998","1 Einkommensschwächstes Quintil","männlich","168","0.0724465074684333","0.061529664225943","0.0833633507109236"
"Andere","1998","1 Einkommensschwächstes Quintil","weiblich","180","0.0570398272136876","0.0478639712537448","0.0662156831736305"
"Andere","1998","2","männlich","96","0.045121690301665","0.035877902336921","0.054365478266409"
"Andere","1998","2","weiblich","137","0.0496110779690166","0.0404729269808718","0.0587492289571614"
"Andere","1998","3","männlich","50","0.0351601120688787","0.0250023235709218","0.0453179005668355"
"Andere","1998","3","weiblich","84","0.0577960535594741","0.0451593442541759","0.0704327628647722"
"Andere","1998","4","männlich","31","0.0294119363523684","0.0188444516238754","0.0399794210808615"
"Andere","1998","4","weiblich","25","","",""
"Andere","1998","5 Einkommensstärkstes Quintil","männlich","15","","",""
"Andere","1998","5 Einkommensstärkstes Quintil","weiblich","10","","",""
"nicht erwerbstätig","1998","1 Einkommensschwächstes Quintil","männlich","967","0.484270717274634","0.463224508950135","0.505316925599134"
"nicht erwerbstätig","1998","1 Einkommensschwächstes Quintil","weiblich","1618","0.704265610178997","0.68620926003942","0.722321960318574"
"nicht erwerbstätig","1998","2","männlich","676","0.404151527078852","0.382297911057717","0.426005143099986"
"nicht erwerbstätig","1998","2","weiblich","1182","0.61519422378495","0.594718218601714","0.635670228968187"
"nicht erwerbstätig","1998","3","männlich","339","0.31438250244979","0.288777987951946","0.339987016947633"
"nicht erwerbstätig","1998","3","weiblich","540","0.485269014717744","0.458204896600395","0.512333132835093"
"nicht erwerbstätig","1998","4","männlich","199","0.245347061355018","0.218434414591391","0.272259708118644"
"nicht erwerbstätig","1998","4","weiblich","345","0.401512350877158","0.370258089665285","0.432766612089031"
"nicht erwerbstätig","1998","5 Einkommensstärkstes Quintil","männlich","93","0.172818207867178","0.140928800911011","0.204707614823346"
"nicht erwerbstätig","1998","5 Einkommensstärkstes Quintil","weiblich","150","0.401690589340347","0.357463756767021","0.445917421913673"
"Teilzeit","1998","1 Einkommensschwächstes Quintil","männlich","41","0.0295126693372687","0.0223854841063829","0.0366398545681546"
"Teilzeit","1998","1 Einkommensschwächstes Quintil","weiblich","276","0.110432279576075","0.0980315185579104","0.12283304059424"
"Teilzeit","1998","2","männlich","27","","",""
"Teilzeit","1998","2","weiblich","291","0.130568673787802","0.116389352165393","0.14474799541021"
"Teilzeit","1998","3","männlich","16","","",""
"Teilzeit","1998","3","weiblich","204","0.147715752854787","0.128501739862695","0.166929765846879"
"Teilzeit","1998","4","männlich","14","","",""
"Teilzeit","1998","4","weiblich","150","0.168260317518238","0.144408759669595","0.19211187536688"
"Teilzeit","1998","5 Einkommensstärkstes Quintil","männlich","8","","",""
"Teilzeit","1998","5 Einkommensstärkstes Quintil","weiblich","83","0.17942003504234","0.14480434329154","0.21403572679314"
"voll erwerbstätig","1998","1 Einkommensschwächstes Quintil","männlich","990","0.413770105919664","0.393028976536255","0.434511235303073"
"voll erwerbstätig","1998","1 Einkommensschwächstes Quintil","weiblich","380","0.12826228303124","0.115032485031207","0.141492081031273"
"voll erwerbstätig","1998","2","männlich","1138","0.534988625033888","0.512776641491373","0.557200608576402"
"voll erwerbstätig","1998","2","weiblich","559","0.204626024458231","0.187648106258491","0.221603942657972"
"voll erwerbstätig","1998","3","männlich","858","0.63440557668941","0.607845477476685","0.660965675902135"
"voll erwerbstätig","1998","3","weiblich","482","0.309219178867995","0.284191775678537","0.334246582057453"
"voll erwerbstätig","1998","4","männlich","738","0.703826553889245","0.675270497536308","0.732382610242182"
"voll erwerbstätig","1998","4","weiblich","425","0.410711841546605","0.379345443018899","0.442078240074311"
"voll erwerbstätig","1998","5 Einkommensstärkstes Quintil","männlich","424","0.786705290885785","0.752155351647282","0.821255230124288"
"voll erwerbstätig","1998","5 Einkommensstärkstes Quintil","weiblich","229","0.395938684298789","0.351819083763821","0.440058284833756"
"Andere","1999","1 Einkommensschwächstes Quintil","männlich","154","0.0813625435583465","0.068679796999017","0.0940452901176761"
"Andere","1999","1 Einkommensschwächstes Quintil","weiblich","199","0.0875014464034101","0.0753492843850476","0.0996536084217727"
"Andere","1999","2","männlich","104","0.0511632347198155","0.0413638631029253","0.0609626063367057"
"Andere","1999","2","weiblich","180","0.0701671049302233","0.0593877629424686","0.080946446917978"
"Andere","1999","3","männlich","56","0.0349177424592996","0.0248137338243416","0.0450217510942576"
"Andere","1999","3","weiblich","74","0.0592081445609435","0.0463388620586461","0.0720774270632409"
"Andere","1999","4","männlich","33","0.0301093579271457","0.0196221437660917","0.0405965720881998"
"Andere","1999","4","weiblich","50","0.0521272375581923","0.038238655186195","0.0660158199301896"
"Andere","1999","5 Einkommensstärkstes Quintil","männlich","23","","",""
"Andere","1999","5 Einkommensstärkstes Quintil","weiblich","26","","",""
"nicht erwerbstätig","1999","1 Einkommensschwächstes Quintil","männlich","778","0.474568540158359","0.451403316941536","0.497733763375182"
"nicht erwerbstätig","1999","1 Einkommensschwächstes Quintil","weiblich","1342","0.69292400176634","0.673086107036698","0.712761896495981"
"nicht erwerbstätig","1999","2","männlich","656","0.393322276101218","0.371596426216103","0.415048125986334"
"nicht erwerbstätig","1999","2","weiblich","1133","0.58368791852217","0.562885066598413","0.604490770445927"
"nicht erwerbstätig","1999","3","männlich","353","0.321679535439199","0.295968614048179","0.34739045683022"
"nicht erwerbstätig","1999","3","weiblich","533","0.472993167927935","0.445769139427935","0.500217196427934"
"nicht erwerbstätig","1999","4","männlich","207","0.254074166804044","0.227357880790188","0.2807904528179"
"nicht erwerbstätig","1999","4","weiblich","329","0.385840703413968","0.355425195219127","0.416256211608809"
"nicht erwerbstätig","1999","5 Einkommensstärkstes Quintil","männlich","103","0.193618965811787","0.161842984679312","0.225394946944261"
"nicht erwerbstätig","1999","5 Einkommensstärkstes Quintil","weiblich","182","0.412847240575222","0.371886118440998","0.453808362709447"
"Teilzeit","1999","1 Einkommensschwächstes Quintil","männlich","42","0.0295018736033052","0.0216522084644715","0.0373515387421388"
"Teilzeit","1999","1 Einkommensschwächstes Quintil","weiblich","225","0.0999119608616515","0.0870151871628433","0.11280873456046"
"Teilzeit","1999","2","männlich","28","","",""
"Teilzeit","1999","2","weiblich","310","0.134362004741879","0.119969730980872","0.148754278502886"
"Teilzeit","1999","3","männlich","18","","",""
"Teilzeit","1999","3","weiblich","217","0.165430858308184","0.145170073822245","0.185691642794123"
"Teilzeit","1999","4","männlich","20","","",""
"Teilzeit","1999","4","weiblich","159","0.152992453208788","0.130500395661288","0.175484510756288"
"Teilzeit","1999","5 Einkommensstärkstes Quintil","männlich","6","","",""
"Teilzeit","1999","5 Einkommensstärkstes Quintil","weiblich","91","0.148233699588682","0.118671598339965","0.1777958008374"
"voll erwerbstätig","1999","1 Einkommensschwächstes Quintil","männlich","811","0.41456704267999","0.391712899105147","0.437421186254832"
"voll erwerbstätig","1999","1 Einkommensschwächstes Quintil","weiblich","311","0.119662590968599","0.105704255802054","0.133620926135144"
"voll erwerbstätig","1999","2","männlich","1154","0.538048686759219","0.515875282799843","0.560222090718595"
"voll erwerbstätig","1999","2","weiblich","534","0.211782971805727","0.194540820812057","0.229025122799398"
"voll erwerbstätig","1999","3","männlich","841","0.628491704456997","0.601895326440611","0.655088082473383"
"voll erwerbstätig","1999","3","weiblich","468","0.302367829202937","0.277324164824966","0.327411493580909"
"voll erwerbstätig","1999","4","männlich","760","0.683755770027288","0.655218671648184","0.712292868406392"
"voll erwerbstätig","1999","4","weiblich","446","0.409039605819052","0.378320228362716","0.439758983275387"
"voll erwerbstätig","1999","5 Einkommensstärkstes Quintil","männlich","462","0.761105253526575","0.726814223700703","0.795396283352447"
"voll erwerbstätig","1999","5 Einkommensstärkstes Quintil","weiblich","256","0.375932790569537","0.335635821157771","0.416229759981302"
"Andere","2000","1 Einkommensschwächstes Quintil","männlich","225","0.0815172548250226","0.0714109582260018","0.0916235514240434"
"Andere","2000","1 Einkommensschwächstes Quintil","weiblich","341","0.0932983756766424","0.0835987234634725","0.102998027889812"
"Andere","2000","2","männlich","176","0.0501420000559035","0.0425994145901513","0.0576845855216557"
"Andere","2000","2","weiblich","245","0.062893459688013","0.054968579891023","0.0708183394850031"
"Andere","2000","3","männlich","112","0.0458265291493013","0.0373028650304857","0.0543501932681168"
"Andere","2000","3","weiblich","170","0.0646731881075357","0.0547207860064795","0.074625590208592"
"Andere","2000","4","männlich","66","0.0342071372865864","0.026127342661967","0.0422869319112059"
"Andere","2000","4","weiblich","87","0.0445415686599578","0.035263143668363","0.0538199936515525"
"Andere","2000","5 Einkommensstärkstes Quintil","männlich","23","","",""
"Andere","2000","5 Einkommensstärkstes Quintil","weiblich","46","0.0356220800459171","0.0252216465222668","0.0460225135695674"
"nicht erwerbstätig","2000","1 Einkommensschwächstes Quintil","männlich","1340","0.48974025330341","0.471276911013372","0.508203595593448"
"nicht erwerbstätig","2000","1 Einkommensschwächstes Quintil","weiblich","2255","0.679092525041555","0.663524220586373","0.694660829496737"
"nicht erwerbstätig","2000","2","männlich","1168","0.390507858400605","0.373646637617382","0.407369079183828"
"nicht erwerbstätig","2000","2","weiblich","2026","0.593704088638406","0.577671571887011","0.609736605389802"
"nicht erwerbstätig","2000","3","männlich","689","0.315551194479067","0.296607722698935","0.334494666259199"
"nicht erwerbstätig","2000","3","weiblich","995","0.451781936266309","0.431643525775918","0.4719203467567"
"nicht erwerbstätig","2000","4","männlich","451","0.250984002221317","0.231710149870491","0.270257854572142"
"nicht erwerbstätig","2000","4","weiblich","698","0.391641113024209","0.369687314459704","0.413594911588714"
"nicht erwerbstätig","2000","5 Einkommensstärkstes Quintil","männlich","264","0.203769571485528","0.181831307498994","0.225707835472063"
"nicht erwerbstätig","2000","5 Einkommensstärkstes Quintil","weiblich","438","0.419508604038322","0.391817740114001","0.447199467962643"
"Teilzeit","2000","1 Einkommensschwächstes Quintil","männlich","63","0.027579359925601","0.0215308145741781","0.033627905277024"
"Teilzeit","2000","1 Einkommensschwächstes Quintil","weiblich","416","0.118647290884662","0.107863021954727","0.129431559814596"
"Teilzeit","2000","2","männlich","41","0.0159254477077537","0.0115988163174464","0.0202520790980611"
"Teilzeit","2000","2","weiblich","575","0.143321829966977","0.131883556407281","0.154760103526672"
"Teilzeit","2000","3","männlich","37","0.0192106698029673","0.0136154996777176","0.024805839928217"
"Teilzeit","2000","3","weiblich","475","0.192240472628898","0.176294627401219","0.208186317856578"
"Teilzeit","2000","4","männlich","38","0.0225441558609225","0.0159453473834857","0.0291429643383593"
"Teilzeit","2000","4","weiblich","347","0.177744745891","0.160550334110477","0.194939157671523"
"Teilzeit","2000","5 Einkommensstärkstes Quintil","männlich","28","","",""
"Teilzeit","2000","5 Einkommensstärkstes Quintil","weiblich","212","0.159500267673122","0.138954722318537","0.180045813027707"
"voll erwerbstätig","2000","1 Einkommensschwächstes Quintil","männlich","1188","0.401163131945966","0.383060299256989","0.419265964634943"
"voll erwerbstätig","2000","1 Einkommensschwächstes Quintil","weiblich","442","0.108961808397141","0.0985704521216343","0.119353164672648"
"voll erwerbstätig","2000","2","männlich","1831","0.543424693835738","0.526209339533581","0.560640048137895"
"voll erwerbstätig","2000","2","weiblich","759","0.200080621706604","0.187021286198346","0.213139957214862"
"voll erwerbstätig","2000","3","männlich","1474","0.619411606568664","0.599620429905657","0.639202783231671"
"voll erwerbstätig","2000","3","weiblich","706","0.291304402997257","0.272918393551984","0.30969041244253"
"voll erwerbstätig","2000","4","männlich","1389","0.692264704631174","0.671747191950708","0.712782217311641"
"voll erwerbstätig","2000","4","weiblich","767","0.386072572424833","0.364175875796071","0.407969269053594"
"voll erwerbstätig","2000","5 Einkommensstärkstes Quintil","männlich","980","0.750812922351393","0.727254736988023","0.774371107714763"
"voll erwerbstätig","2000","5 Einkommensstärkstes Quintil","weiblich","524","0.385369048242639","0.358059544757913","0.412678551727366"
"Andere","2001","1 Einkommensschwächstes Quintil","männlich","225","0.0929308242554442","0.0812591381522231","0.104602510358665"
"Andere","2001","1 Einkommensschwächstes Quintil","weiblich","292","0.0940612545777634","0.0833796224371001","0.104742886718427"
"Andere","2001","2","männlich","164","0.0575242961314579","0.0488828869060106","0.0661657053569052"
"Andere","2001","2","weiblich","285","0.078770039312493","0.0694088546045464","0.0881312240204395"
"Andere","2001","3","männlich","84","0.0336926837057004","0.0261885727287044","0.0411967946826965"
"Andere","2001","3","weiblich","161","0.067532284663899","0.0572923563312209","0.0777722129965771"
"Andere","2001","4","männlich","63","0.0293641121189684","0.0217306542994598","0.036997569938477"
"Andere","2001","4","weiblich","102","0.0534934457659763","0.043198071088535","0.0637888204434176"
"Andere","2001","5 Einkommensstärkstes Quintil","männlich","40","0.0330338490102557","0.0231615011081727","0.0429061969123387"
"Andere","2001","5 Einkommensstärkstes Quintil","weiblich","42","0.035178916794719","0.0247725418042109","0.0455852917852271"
"nicht erwerbstätig","2001","1 Einkommensschwächstes Quintil","männlich","1141","0.509119010241033","0.489022008793543","0.529216011688523"
"nicht erwerbstätig","2001","1 Einkommensschwächstes Quintil","weiblich","1838","0.674467941963993","0.657322039263002","0.691613844664983"
"nicht erwerbstätig","2001","2","männlich","1042","0.390857341601719","0.372748424611157","0.408966258592281"
"nicht erwerbstätig","2001","2","weiblich","1739","0.582861749400049","0.565726554762192","0.599996944037905"
"nicht erwerbstätig","2001","3","männlich","718","0.342497431384268","0.322761792134528","0.362233070634007"
"nicht erwerbstätig","2001","3","weiblich","1054","0.488577832726124","0.468180144600463","0.508975520851785"
"nicht erwerbstätig","2001","4","männlich","474","0.273972285522402","0.253806524466166","0.294138046578637"
"nicht erwerbstätig","2001","4","weiblich","676","0.389625814017784","0.367313120654878","0.41193850738069"
"nicht erwerbstätig","2001","5 Einkommensstärkstes Quintil","männlich","248","0.200020206532114","0.177924307824491","0.222116105239736"
"nicht erwerbstätig","2001","5 Einkommensstärkstes Quintil","weiblich","417","0.392663536021746","0.365079372896992","0.420247699146501"
"Teilzeit","2001","1 Einkommensschwächstes Quintil","männlich","40","0.0232766936199816","0.0172151962549329","0.0293381909850303"
"Teilzeit","2001","1 Einkommensschwächstes Quintil","weiblich","380","0.12538532250325","0.113267780098388","0.137502864908111"
"Teilzeit","2001","2","männlich","54","0.0237490331952643","0.0180980041481524","0.0294000622423763"
"Teilzeit","2001","2","weiblich","496","0.14465806141079","0.132434226943598","0.156881895877982"
"Teilzeit","2001","3","männlich","37","0.0189600525387397","0.0132880433470378","0.0246320617304416"
"Teilzeit","2001","3","weiblich","444","0.178879444755441","0.163240480938235","0.194518408572646"
"Teilzeit","2001","4","männlich","37","0.0210919408507186","0.0145949250146472","0.0275889566867899"
"Teilzeit","2001","4","weiblich","336","0.176332689589333","0.158895664690509","0.193769714488158"
"Teilzeit","2001","5 Einkommensstärkstes Quintil","männlich","22","","",""
"Teilzeit","2001","5 Einkommensstärkstes Quintil","weiblich","211","0.165456578597056","0.144467115176976","0.186446042017137"
"voll erwerbstätig","2001","1 Einkommensschwächstes Quintil","männlich","971","0.374673471883541","0.355214790856043","0.394132152911039"
"voll erwerbstätig","2001","1 Einkommensschwächstes Quintil","weiblich","359","0.106085480954994","0.0948171709273715","0.117353790982617"
"voll erwerbstätig","2001","2","männlich","1529","0.527869329071559","0.509341772182039","0.546396885961079"
"voll erwerbstätig","2001","2","weiblich","661","0.193710149876668","0.179976434538661","0.207443865214676"
"voll erwerbstätig","2001","3","männlich","1382","0.604849832371292","0.584517898930575","0.625181765812009"
"voll erwerbstätig","2001","3","weiblich","648","0.265010437854536","0.247001157065755","0.283019718643316"
"voll erwerbstätig","2001","4","männlich","1305","0.675571661507911","0.654403662619582","0.69673966039624"
"voll erwerbstätig","2001","4","weiblich","721","0.380548050626907","0.358333444394319","0.402762656859495"
"voll erwerbstätig","2001","5 Einkommensstärkstes Quintil","männlich","949","0.748767169341984","0.724809375760773","0.772724962923196"
"voll erwerbstätig","2001","5 Einkommensstärkstes Quintil","weiblich","534","0.406700968586479","0.378954400707452","0.434447536465505"
"Andere","2002","1 Einkommensschwächstes Quintil","männlich","189","0.0940137207099115","0.081474559625726","0.106552881794097"
