"erwst","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Teilzeit","1986","(noch) kein Abschluss","weiblich","24","","",""
"Teilzeit","1986","Hauptschule","maennlich","15","","",""
"Teilzeit","1986","Hauptschule","weiblich","357","0.105259238395836","0.0944770474166643","0.116041429375008"
"Teilzeit","1986","Realschule","maennlich","6","0.00653926707598974","0.000724132085993924","0.0123544020659856"
"Teilzeit","1986","Realschule","weiblich","121","","",""
"Teilzeit","1986","(Fach-)Abitur","maennlich","8","0.0148477328540771","0.00391368638982302","0.0257817793183312"
"Teilzeit","1986","(Fach-)Abitur","weiblich","26","","",""
"Teilzeit","1986","AkademikerIn","maennlich","32","0.0552511772435524","0.0353246622788944","0.0751776922082105"
"Teilzeit","1986","AkademikerIn","weiblich","44","0.16965728026418","0.122563004850782","0.216751555677578"
"nicht erwerbstätig","1986","(noch) kein Abschluss","maennlich","199","","",""
"nicht erwerbstätig","1986","(noch) kein Abschluss","weiblich","349","0.750557793230642","0.714330586356469","0.786785000104815"
"nicht erwerbstätig","1986","Hauptschule","maennlich","698","0.302107711330876","0.285616185112889","0.318599237548864"
"nicht erwerbstätig","1986","Hauptschule","weiblich","1830","","",""
"nicht erwerbstätig","1986","Realschule","maennlich","188","","",""
"nicht erwerbstätig","1986","Realschule","weiblich","468","0.493322935325499","0.46284966262933","0.523796208021668"
"nicht erwerbstätig","1986","(Fach-)Abitur","maennlich","215","","",""
"nicht erwerbstätig","1986","(Fach-)Abitur","weiblich","154","","",""
"nicht erwerbstätig","1986","AkademikerIn","maennlich","75","0.175009238802201","0.141868862730413","0.208149614873989"
"nicht erwerbstätig","1986","AkademikerIn","weiblich","89","0.40038296585979","0.33890380162029","0.461862130099289"
"Andere","1986","(noch) kein Abschluss","maennlich","7","0.0195744329549865","0.00718134929735524","0.0319675166126178"
"Andere","1986","(noch) kein Abschluss","weiblich","15","","",""
"Andere","1986","Hauptschule","maennlich","108","","",""
"Andere","1986","Hauptschule","weiblich","193","","",""
"Andere","1986","Realschule","maennlich","81","0.0972542580545623","0.0758767564883263","0.118631759620798"
"Andere","1986","Realschule","weiblich","97","0.0795131148032046","0.0630232912890135","0.0960029383173958"
"Andere","1986","(Fach-)Abitur","maennlich","37","0.0890840462139574","0.0633304262013037","0.114837666226611"
"Andere","1986","(Fach-)Abitur","weiblich","45","0.147403376546699","0.109610037721365","0.185196715372033"
"Andere","1986","AkademikerIn","maennlich","8","0.0152217794699973","0.00454342502178077","0.0259001339182139"
"Andere","1986","AkademikerIn","weiblich","17","","",""
"voll erwerbstätig","1987","(noch) kein Abschluss","maennlich","258","","",""
"voll erwerbstätig","1987","(noch) kein Abschluss","weiblich","149","","",""
"voll erwerbstätig","1987","Hauptschule","maennlich","2108","","",""
"voll erwerbstätig","1987","Hauptschule","weiblich","733","0.18992953451917","0.176040842048282","0.203818226990057"
"voll erwerbstätig","1987","Realschule","maennlich","465","0.627953572314689","0.593245356294425","0.662661788334954"
"voll erwerbstätig","1987","Realschule","weiblich","341","0.334881387183227","0.305832856555518","0.363929917810936"
"voll erwerbstätig","1987","(Fach-)Abitur","maennlich","200","","",""
"voll erwerbstätig","1987","(Fach-)Abitur","weiblich","104","","",""
"voll erwerbstätig","1987","AkademikerIn","maennlich","405","0.778373177318837","0.741747159058549","0.814999195579126"
"voll erwerbstätig","1987","AkademikerIn","weiblich","106","","",""
"Teilzeit","1987","(noch) kein Abschluss","maennlich","2","","",""
"Teilzeit","1987","(noch) kein Abschluss","weiblich","34","0.0457156973444406","0.0282121532768377","0.0632192414120435"
"Teilzeit","1987","Hauptschule","maennlich","18","","",""
"Teilzeit","1987","Hauptschule","weiblich","397","0.122819504618077","0.111197478037274","0.13444153119888"
"Teilzeit","1987","Realschule","maennlich","2","","",""
"Teilzeit","1987","Realschule","weiblich","136","","",""
"Teilzeit","1987","(Fach-)Abitur","maennlich","12","","",""
"Teilzeit","1987","(Fach-)Abitur","weiblich","27","","",""
"Teilzeit","1987","AkademikerIn","maennlich","5","0.00968300550886312","0.00104771759945374","0.0183182934182725"
"Teilzeit","1987","AkademikerIn","weiblich","44","0.160117372980509","0.114476832616059","0.205757913344959"
"nicht erwerbstätig","1987","(noch) kein Abschluss","maennlich","187","","",""
"nicht erwerbstätig","1987","(noch) kein Abschluss","weiblich","346","0.748590568818732","0.712235297825499","0.784945839811965"
"nicht erwerbstätig","1987","Hauptschule","maennlich","694","0.298949433689307","0.282429411634089","0.315469455744524"
"nicht erwerbstätig","1987","Hauptschule","weiblich","1788","","",""
"nicht erwerbstätig","1987","Realschule","maennlich","189","","",""
"nicht erwerbstätig","1987","Realschule","weiblich","430","0.458371384573442","0.427703158025139","0.489039611121745"
"nicht erwerbstätig","1987","(Fach-)Abitur","maennlich","195","","",""
"nicht erwerbstätig","1987","(Fach-)Abitur","weiblich","144","","",""
"nicht erwerbstätig","1987","AkademikerIn","maennlich","76","0.192785107681751","0.157998190717326","0.227572024646177"
"nicht erwerbstätig","1987","AkademikerIn","weiblich","85","0.38886832183256","0.328195955773759","0.44954068789136"
"Andere","1987","(noch) kein Abschluss","maennlich","8","0.0251753755382155","0.0107809738779021","0.0395697771985289"
"Andere","1987","(noch) kein Abschluss","weiblich","18","","",""
"Andere","1987","Hauptschule","maennlich","130","","",""
"Andere","1987","Hauptschule","weiblich","146","","",""
"Andere","1987","Realschule","maennlich","89","0.101282852439688","0.0796183145091248","0.122947390370251"
"Andere","1987","Realschule","weiblich","107","","",""
"Andere","1987","(Fach-)Abitur","maennlich","47","0.115055240408358","0.0857036628912793","0.144406817925438"
"Andere","1987","(Fach-)Abitur","weiblich","51","0.166996586731412","0.126509504590421","0.207483668872402"
"Andere","1987","AkademikerIn","maennlich","8","0.019158709490548","0.00707035707445666","0.0312470619066394"
"Andere","1987","AkademikerIn","weiblich","13","","",""
"voll erwerbstätig","1988","(noch) kein Abschluss","maennlich","229","","",""
"voll erwerbstätig","1988","(noch) kein Abschluss","weiblich","129","","",""
"voll erwerbstätig","1988","Hauptschule","maennlich","1972","","",""
"voll erwerbstätig","1988","Hauptschule","weiblich","690","0.189896794497414","0.175631564530364","0.204162024464465"
"voll erwerbstätig","1988","Realschule","maennlich","459","0.676592943179223","0.641865710259954","0.711320176098492"
"voll erwerbstätig","1988","Realschule","weiblich","326","0.319788396294668","0.290939141239863","0.348637651349473"
"voll erwerbstätig","1988","(Fach-)Abitur","maennlich","193","","",""
"voll erwerbstätig","1988","(Fach-)Abitur","weiblich","95","0.3401415283791","0.286621039597087","0.393662017161113"
"voll erwerbstätig","1988","AkademikerIn","maennlich","382","0.78510342236719","0.748047700625918","0.822159144108462"
"voll erwerbstätig","1988","AkademikerIn","weiblich","105","","",""
"Teilzeit","1988","(noch) kein Abschluss","maennlich","4","0.0115251893751127","0.00105225260305799","0.0219981261471674"
"Teilzeit","1988","(noch) kein Abschluss","weiblich","36","0.0479014405582441","0.0293488550875097","0.0664540260289786"
"Teilzeit","1988","Hauptschule","maennlich","13","","",""
"Teilzeit","1988","Hauptschule","weiblich","389","0.125387959928927","0.11334355275044","0.137432367107414"
"Teilzeit","1988","Realschule","maennlich","6","0.00936083052048136","0.00221180839693506","0.0165098526440277"
"Teilzeit","1988","Realschule","weiblich","134","","",""
"Teilzeit","1988","(Fach-)Abitur","maennlich","13","","",""
"Teilzeit","1988","(Fach-)Abitur","weiblich","27","","",""
"Teilzeit","1988","AkademikerIn","maennlich","8","0.0147538576734321","0.00387702974467115","0.0256306856021931"
"Teilzeit","1988","AkademikerIn","weiblich","40","0.152953229817519","0.106435641109734","0.199470818525304"
"nicht erwerbstätig","1988","(noch) kein Abschluss","maennlich","160","","",""
"nicht erwerbstätig","1988","(noch) kein Abschluss","weiblich","335","0.782953078028607","0.747140640361423","0.81876551569579"
"nicht erwerbstätig","1988","Hauptschule","maennlich","713","0.316682495766935","0.299567957061637","0.333797034472234"
"nicht erwerbstätig","1988","Hauptschule","weiblich","1676","","",""
"nicht erwerbstätig","1988","Realschule","maennlich","152","","",""
"nicht erwerbstätig","1988","Realschule","weiblich","436","0.473401147863266","0.442516984430443","0.504285311296088"
"nicht erwerbstätig","1988","(Fach-)Abitur","maennlich","190","","",""
"nicht erwerbstätig","1988","(Fach-)Abitur","weiblich","133","","",""
"nicht erwerbstätig","1988","AkademikerIn","maennlich","77","0.189142199328061","0.153812197607563","0.224472201048559"
"nicht erwerbstätig","1988","AkademikerIn","weiblich","70","0.337872187073598","0.276745436472319","0.398998937674876"
"Andere","1988","(noch) kein Abschluss","maennlich","6","0.0121019204855564","0.00137327582768057","0.0228305651434321"
"Andere","1988","(noch) kein Abschluss","weiblich","9","0.0141489920084452","0.00388875027634112","0.0244092337405492"
"Andere","1988","Hauptschule","maennlich","140","","",""
"Andere","1988","Hauptschule","weiblich","149","","",""
"Andere","1988","Realschule","maennlich","80","0.0825535098391106","0.0621224994348484","0.102984520243373"
"Andere","1988","Realschule","weiblich","108","","",""
"Andere","1988","(Fach-)Abitur","maennlich","40","0.0948676036402235","0.0673620832314223","0.122373124049025"
"Andere","1988","(Fach-)Abitur","weiblich","46","0.164778826686801","0.122868958589302","0.2066886947843"
"Andere","1988","AkademikerIn","maennlich","5","0.0110005206313168","0.0015906913747052","0.0204103498879284"
"Andere","1988","AkademikerIn","weiblich","15","","",""
"voll erwerbstätig","1989","(noch) kein Abschluss","maennlich","217","","",""
"voll erwerbstätig","1989","(noch) kein Abschluss","weiblich","123","","",""
"voll erwerbstätig","1989","Hauptschule","maennlich","1923","","",""
"voll erwerbstätig","1989","Hauptschule","weiblich","679","0.190530608720304","0.175966120912933","0.205095096527674"
"voll erwerbstätig","1989","Realschule","maennlich","457","0.689042951517685","0.654097432689468","0.723988470345902"
"voll erwerbstätig","1989","Realschule","weiblich","347","0.353639692245723","0.323660588112469","0.383618796378977"
"voll erwerbstätig","1989","(Fach-)Abitur","maennlich","200","","",""
"voll erwerbstätig","1989","(Fach-)Abitur","weiblich","112","","",""
"voll erwerbstätig","1989","AkademikerIn","maennlich","377","0.759630988328715","0.721081584404977","0.798180392252453"
"voll erwerbstätig","1989","AkademikerIn","weiblich","104","","",""
"Teilzeit","1989","(noch) kein Abschluss","maennlich","3","","",""
"Teilzeit","1989","(noch) kein Abschluss","weiblich","35","0.052453204348903","0.0329704459822418","0.0719359627155641"
"Teilzeit","1989","Hauptschule","maennlich","12","","",""
"Teilzeit","1989","Hauptschule","weiblich","381","0.127258686238357","0.11489923727694","0.139618135199773"
"Teilzeit","1989","Realschule","maennlich","","","",""
"Teilzeit","1989","Realschule","weiblich","139","","",""
"Teilzeit","1989","(Fach-)Abitur","maennlich","18","","",""
"Teilzeit","1989","(Fach-)Abitur","weiblich","28","","",""
"Teilzeit","1989","AkademikerIn","maennlich","9","0.0195829683937371","0.00708262980135533","0.0320833069861189"
"Teilzeit","1989","AkademikerIn","weiblich","41","0.154235611486259","0.107147540580557","0.201323682391961"
"nicht erwerbstätig","1989","(noch) kein Abschluss","maennlich","153","","",""
"nicht erwerbstätig","1989","(noch) kein Abschluss","weiblich","336","0.787030113016418","0.751251881216777","0.82280834481606"
"nicht erwerbstätig","1989","Hauptschule","maennlich","651","0.309238750380684","0.291808776472561","0.326668724288807"
"nicht erwerbstätig","1989","Hauptschule","weiblich","1583","","",""
"nicht erwerbstätig","1989","Realschule","maennlich","148","","",""
"nicht erwerbstätig","1989","Realschule","weiblich","399","0.441594260398717","0.410456494014672","0.472732026782762"
"nicht erwerbstätig","1989","(Fach-)Abitur","maennlich","189","","",""
"nicht erwerbstätig","1989","(Fach-)Abitur","weiblich","137","","",""
"nicht erwerbstätig","1989","AkademikerIn","maennlich","75","0.193184774589012","0.157568328507159","0.228801220670864"
"nicht erwerbstätig","1989","AkademikerIn","weiblich","69","0.347830260201534","0.285735082500762","0.409925437902306"
"Andere","1989","(noch) kein Abschluss","maennlich","12","","",""
"Andere","1989","(noch) kein Abschluss","weiblich","9","0.0173331218983794","0.00592784974001512","0.0287383940567436"
"Andere","1989","Hauptschule","maennlich","115","","",""
"Andere","1989","Hauptschule","weiblich","150","","",""
"Andere","1989","Realschule","maennlich","69","0.0704683467837159","0.0511465604221587","0.0897901331452731"
"Andere","1989","Realschule","weiblich","92","0.0720903149225713","0.0558725080502585","0.088308121794884"
"Andere","1989","(Fach-)Abitur","maennlich","38","0.0998866585556409","0.0720273439605142","0.127745973150768"
"Andere","1989","(Fach-)Abitur","weiblich","32","0.117372586620902","0.0814852775403652","0.153259895701438"
"Andere","1989","AkademikerIn","maennlich","11","","",""
"Andere","1989","AkademikerIn","weiblich","12","","",""
"voll erwerbstätig","1990","(noch) kein Abschluss","maennlich","214","","",""
"voll erwerbstätig","1990","(noch) kein Abschluss","weiblich","115","","",""
"voll erwerbstätig","1990","Hauptschule","maennlich","2399","","",""
"voll erwerbstätig","1990","Hauptschule","weiblich","1029","","",""
"voll erwerbstätig","1990","Realschule","maennlich","1146","","",""
"voll erwerbstätig","1990","Realschule","weiblich","761","0.398079527656687","0.374952909230858","0.421206146082515"
"voll erwerbstätig","1990","(Fach-)Abitur","maennlich","237","","",""
"voll erwerbstätig","1990","(Fach-)Abitur","weiblich","130","","",""
"voll erwerbstätig","1990","AkademikerIn","maennlich","774","0.797491493472494","0.771579741946451","0.823403244998537"
"voll erwerbstätig","1990","AkademikerIn","weiblich","483","0.547981293534201","0.512759498965814","0.583203088102588"
"Teilzeit","1990","(noch) kein Abschluss","maennlich","3","","",""
"Teilzeit","1990","(noch) kein Abschluss","weiblich","39","0.0579256459945973","0.0371141431025641","0.0787371488866304"
"Teilzeit","1990","Hauptschule","maennlich","31","0.00861142227614622","0.00548583364236173","0.0117370109099307"
"Teilzeit","1990","Hauptschule","weiblich","556","0.139897280037592","0.128663926491303","0.151130633583881"
"Teilzeit","1990","Realschule","maennlich","9","0.00730570787108925","0.00296557607792374","0.0116458396642548"
"Teilzeit","1990","Realschule","weiblich","300","0.15176986512209","0.134818398506266","0.168721331737914"
"Teilzeit","1990","(Fach-)Abitur","maennlich","16","","",""
"Teilzeit","1990","(Fach-)Abitur","weiblich","39","0.103372517059205","0.0724765179460249","0.134268516172385"
"Teilzeit","1990","AkademikerIn","maennlich","18","","",""
"Teilzeit","1990","AkademikerIn","weiblich","109","","",""
"nicht erwerbstätig","1990","(noch) kein Abschluss","maennlich","181","","",""
"nicht erwerbstätig","1990","(noch) kein Abschluss","weiblich","320","0.772786425634233","0.735455196485117","0.810117654783348"
"nicht erwerbstätig","1990","Hauptschule","maennlich","811","0.30505697444163","0.289481635724127","0.320632313159133"
"nicht erwerbstätig","1990","Hauptschule","weiblich","1945","","",""
"nicht erwerbstätig","1990","Realschule","maennlich","192","","",""
"nicht erwerbstätig","1990","Realschule","weiblich","522","0.381022754818671","0.358078685076768","0.403966824560574"
"nicht erwerbstätig","1990","(Fach-)Abitur","maennlich","209","","",""
"nicht erwerbstätig","1990","(Fach-)Abitur","weiblich","164","","",""
"nicht erwerbstätig","1990","AkademikerIn","maennlich","126","","",""
"nicht erwerbstätig","1990","AkademikerIn","weiblich","165","","",""
"Andere","1990","(noch) kein Abschluss","maennlich","8","0.0557408241415788","0.0334247716690629","0.0780568766140948"
"Andere","1990","(noch) kein Abschluss","weiblich","10","","",""
"Andere","1990","Hauptschule","maennlich","116","","",""
"Andere","1990","Hauptschule","weiblich","133","","",""
"Andere","1990","Realschule","maennlich","132","","",""
"Andere","1990","Realschule","weiblich","138","","",""
"Andere","1990","(Fach-)Abitur","maennlich","42","0.104747050668239","0.0780122712765981","0.131481830059881"
"Andere","1990","(Fach-)Abitur","weiblich","40","0.103455000173039","0.0725480989342781","0.134361901411799"
"Andere","1990","AkademikerIn","maennlich","6","0.00998415970720613","0.00357370351280698","0.0163946159016053"
"Andere","1990","AkademikerIn","weiblich","10","","",""
"voll erwerbstätig","1991","(noch) kein Abschluss","maennlich","208","","",""
"voll erwerbstätig","1991","(noch) kein Abschluss","weiblich","118","","",""
"voll erwerbstätig","1991","Hauptschule","maennlich","2263","","",""
"voll erwerbstätig","1991","Hauptschule","weiblich","914","0.205203001295796","0.191812198812593","0.218593803779"
"voll erwerbstätig","1991","Realschule","maennlich","1068","","",""
"voll erwerbstätig","1991","Realschule","weiblich","727","0.376212366879337","0.353244959499971","0.399179774258703"
"voll erwerbstätig","1991","(Fach-)Abitur","maennlich","240","","",""
"voll erwerbstätig","1991","(Fach-)Abitur","weiblich","140","","",""
"voll erwerbstätig","1991","AkademikerIn","maennlich","725","0.754495594256189","0.726745139490602","0.782246049021777"
"voll erwerbstätig","1991","AkademikerIn","weiblich","454","0.501941356604183","0.466252786425177","0.537629926783189"
"Teilzeit","1991","(noch) kein Abschluss","maennlich","2","","",""
"Teilzeit","1991","(noch) kein Abschluss","weiblich","44","0.0678564269442915","0.0455881327851406","0.0901247211034424"
"Teilzeit","1991","Hauptschule","maennlich","20","","",""
"Teilzeit","1991","Hauptschule","weiblich","482","0.129371124842237","0.118243003535619","0.140499246148855"
"Teilzeit","1991","Realschule","maennlich","13","","",""
"Teilzeit","1991","Realschule","weiblich","245","","",""
"Teilzeit","1991","(Fach-)Abitur","maennlich","20","","",""
"Teilzeit","1991","(Fach-)Abitur","weiblich","36","0.0943365190396361","0.0649091227661628","0.123763915313109"
"Teilzeit","1991","AkademikerIn","maennlich","22","","",""
"Teilzeit","1991","AkademikerIn","weiblich","90","0.150415002979865","0.124899072296998","0.175930933662731"
"nicht erwerbstätig","1991","(noch) kein Abschluss","maennlich","156","","",""
"nicht erwerbstätig","1991","(noch) kein Abschluss","weiblich","316","0.74919033112669","0.710809155751018","0.787571506502362"
"nicht erwerbstätig","1991","Hauptschule","maennlich","853","0.325757812808629","0.309672553252269","0.341843072364988"
"nicht erwerbstätig","1991","Hauptschule","weiblich","1925","","",""
"nicht erwerbstätig","1991","Realschule","maennlich","248","","",""
"nicht erwerbstätig","1991","Realschule","weiblich","596","0.415331816094428","0.391968774032367","0.438694858156489"
"nicht erwerbstätig","1991","(Fach-)Abitur","maennlich","197","","",""
"nicht erwerbstätig","1991","(Fach-)Abitur","weiblich","156","","",""
"nicht erwerbstätig","1991","AkademikerIn","maennlich","167","","",""
"nicht erwerbstätig","1991","AkademikerIn","weiblich","191","","",""
"Andere","1991","(noch) kein Abschluss","maennlich","23","","",""
"Andere","1991","(noch) kein Abschluss","weiblich","12","","",""
"Andere","1991","Hauptschule","maennlich","125","","",""
"Andere","1991","Hauptschule","weiblich","173","","",""
"Andere","1991","Realschule","maennlich","112","","",""
"Andere","1991","Realschule","weiblich","141","","",""
"Andere","1991","(Fach-)Abitur","maennlich","54","0.12262129231262","0.0941823047873478","0.151060279837892"
"Andere","1991","(Fach-)Abitur","weiblich","47","0.114518212085787","0.0824587979112189","0.146577626260356"
"Andere","1991","AkademikerIn","maennlich","10","","",""
"Andere","1991","AkademikerIn","weiblich","19","","",""
"voll erwerbstätig","1992","(noch) kein Abschluss","maennlich","192","","",""
"voll erwerbstätig","1992","(noch) kein Abschluss","weiblich","104","","",""
"voll erwerbstätig","1992","Hauptschule","maennlich","2103","","",""
"voll erwerbstätig","1992","Hauptschule","weiblich","831","0.198005184837315","0.184560975566346","0.211449394108285"
"voll erwerbstätig","1992","Realschule","maennlich","1007","","",""
"voll erwerbstätig","1992","Realschule","weiblich","663","0.349404135655812","0.326799540705652","0.372008730605972"
"voll erwerbstätig","1992","(Fach-)Abitur","maennlich","238","","",""
"voll erwerbstätig","1992","(Fach-)Abitur","weiblich","134","","",""
"voll erwerbstätig","1992","AkademikerIn","maennlich","684","0.73051038794727","0.701698407249497","0.759322368645043"
"voll erwerbstätig","1992","AkademikerIn","weiblich","437","0.504992701726771","0.469066609940348","0.540918793513193"
"Teilzeit","1992","(noch) kein Abschluss","maennlich","","","",""
"Teilzeit","1992","(noch) kein Abschluss","weiblich","39","0.059739240311635","0.0388817881356123","0.0805966924876576"
"Teilzeit","1992","Hauptschule","maennlich","15","","",""
