"erwst","year","sampreg","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Teilzeit","1997","Westdeutschland","weiblich","717","0.144699451935314","0.134674912347569","0.15472399152306"
"Teilzeit","1997","Ostdeutschland","maennlich","13","","",""
"Teilzeit","1997","Ostdeutschland","weiblich","182","","",""
"nicht erwerbstätig","1997","Westdeutschland","maennlich","1372","","",""
"nicht erwerbstätig","1997","Westdeutschland","weiblich","2496","","",""
"nicht erwerbstätig","1997","Ostdeutschland","maennlich","639","0.42086138515321","0.397697512054927","0.444025258251493"
"nicht erwerbstätig","1997","Ostdeutschland","weiblich","924","0.575227035316862","0.552936002533488","0.597518068100236"
"Andere","1997","Westdeutschland","maennlich","190","","",""
"Andere","1997","Westdeutschland","weiblich","304","0.0534074755899889","0.0470004836520471","0.0598144675279307"
"Andere","1997","Ostdeutschland","maennlich","101","","",""
"Andere","1997","Ostdeutschland","weiblich","87","0.0320196750831966","0.0240805281925929","0.0399588219738003"
"voll erwerbstätig","1998","Westdeutschland","maennlich","3121","0.582189380182935","0.568543403043429","0.595835357322441"
"voll erwerbstätig","1998","Westdeutschland","weiblich","1364","","",""
"voll erwerbstätig","1998","Ostdeutschland","maennlich","1027","","",""
"voll erwerbstätig","1998","Ostdeutschland","weiblich","711","0.294237737140712","0.274241188521131","0.314234285760293"
"Teilzeit","1998","Westdeutschland","maennlich","95","0.0233966075304753","0.0192142772928353","0.0275789377681153"
"Teilzeit","1998","Westdeutschland","weiblich","812","0.147703155543603","0.138200200372336","0.157206110714871"
"Teilzeit","1998","Ostdeutschland","maennlich","11","","",""
"Teilzeit","1998","Ostdeutschland","weiblich","192","","",""
"nicht erwerbstätig","1998","Westdeutschland","maennlich","1571","","",""
"nicht erwerbstätig","1998","Westdeutschland","weiblich","2836","","",""
"nicht erwerbstätig","1998","Ostdeutschland","maennlich","703","0.420292267042675","0.397920126736991","0.44266440734836"
"nicht erwerbstätig","1998","Ostdeutschland","weiblich","999","0.581917783299665","0.560273744528824","0.603561822070506"
"Andere","1998","Westdeutschland","maennlich","231","","",""
"Andere","1998","Westdeutschland","weiblich","343","0.0498354050582683","0.0440071738571416","0.055663636259395"
"Andere","1998","Ostdeutschland","maennlich","129","","",""
"Andere","1998","Ostdeutschland","weiblich","93","0.0362999163448156","0.0280926145865907","0.0445072181030405"
"voll erwerbstätig","1999","Westdeutschland","maennlich","3004","0.584153040918872","0.570196908177414","0.598109173660331"
"voll erwerbstätig","1999","Westdeutschland","weiblich","1323","","",""
"voll erwerbstätig","1999","Ostdeutschland","maennlich","1024","","",""
"voll erwerbstätig","1999","Ostdeutschland","weiblich","692","0.293064091253633","0.272938986998623","0.313189195508644"
"Teilzeit","1999","Westdeutschland","maennlich","93","0.0235142519717621","0.0192234986837817","0.0278050052597425"
"Teilzeit","1999","Westdeutschland","weiblich","794","0.143391870462244","0.133773170813458","0.153010570111029"
"Teilzeit","1999","Ostdeutschland","maennlich","21","","",""
"Teilzeit","1999","Ostdeutschland","weiblich","208","","",""
"nicht erwerbstätig","1999","Westdeutschland","maennlich","1440","","",""
"nicht erwerbstätig","1999","Westdeutschland","weiblich","2563","","",""
"nicht erwerbstätig","1999","Ostdeutschland","maennlich","657","0.407895781082655","0.385305333478942","0.430486228686368"
"nicht erwerbstätig","1999","Ostdeutschland","weiblich","956","0.56658675611086","0.544676315455585","0.588497196766135"
"Andere","1999","Westdeutschland","maennlich","254","","",""
"Andere","1999","Westdeutschland","weiblich","420","0.0754729593357257","0.0682232849396846","0.0827226337317667"
"Andere","1999","Ostdeutschland","maennlich","116","","",""
"Andere","1999","Ostdeutschland","weiblich","109","","",""
"voll erwerbstätig","2000","Westdeutschland","maennlich","5377","0.594950160967158","0.584684858905093","0.605215463029222"
"voll erwerbstätig","2000","Westdeutschland","weiblich","2193","","",""
"voll erwerbstätig","2000","Ostdeutschland","maennlich","1486","","",""
"voll erwerbstätig","2000","Ostdeutschland","weiblich","1006","","",""
"Teilzeit","2000","Westdeutschland","maennlich","164","","",""
"Teilzeit","2000","Westdeutschland","weiblich","1700","","",""
"Teilzeit","2000","Ostdeutschland","maennlich","43","0.0181128130694075","0.0131723189043852","0.0230533072344298"
"Teilzeit","2000","Ostdeutschland","weiblich","325","0.096036066056138","0.0855811699902609","0.106490962122015"
"nicht erwerbstätig","2000","Westdeutschland","maennlich","2816","","",""
"nicht erwerbstätig","2000","Westdeutschland","weiblich","4865","0.53621980827919","0.526178069371347","0.546261547187033"
"nicht erwerbstätig","2000","Ostdeutschland","maennlich","1096","","",""
"nicht erwerbstätig","2000","Ostdeutschland","weiblich","1547","","",""
"Andere","2000","Westdeutschland","maennlich","428","0.0474927542824607","0.043045161359987","0.0519403472049344"
"Andere","2000","Westdeutschland","weiblich","716","0.0693173870758973","0.064202885781557","0.0744318883702376"
"Andere","2000","Ostdeutschland","maennlich","174","","",""
"Andere","2000","Ostdeutschland","weiblich","173","","",""
"voll erwerbstätig","2001","Westdeutschland","maennlich","4774","0.583513928993178","0.572644532460225","0.59438332552613"
"voll erwerbstätig","2001","Westdeutschland","weiblich","2014","","",""
"voll erwerbstätig","2001","Ostdeutschland","maennlich","1362","","",""
"voll erwerbstätig","2001","Ostdeutschland","weiblich","909","0.282622117323291","0.265979658268416","0.299264576378167"
"Teilzeit","2001","Westdeutschland","maennlich","158","","",""
"Teilzeit","2001","Westdeutschland","weiblich","1541","","",""
"Teilzeit","2001","Ostdeutschland","maennlich","32","0.0117020466391786","0.00758653526722787","0.0158175580111293"
"Teilzeit","2001","Ostdeutschland","weiblich","326","0.108621501162393","0.0971206651717788","0.120122337153008"
"nicht erwerbstätig","2001","Westdeutschland","maennlich","2568","","",""
"nicht erwerbstätig","2001","Westdeutschland","weiblich","4311","0.528237135042071","0.517676754285541","0.538797515798601"
"nicht erwerbstätig","2001","Ostdeutschland","maennlich","1055","","",""
"nicht erwerbstätig","2001","Ostdeutschland","weiblich","1413","","",""
"Andere","2001","Westdeutschland","maennlich","402","0.0498545923063667","0.0450558525317421","0.0546533320809913"
"Andere","2001","Westdeutschland","weiblich","718","0.0755190441161273","0.0699294475523378","0.0811086406799168"
"Andere","2001","Ostdeutschland","maennlich","174","","",""
"Andere","2001","Ostdeutschland","weiblich","164","","",""
"voll erwerbstätig","2002","Westdeutschland","maennlich","5134","0.566431551718425","0.555892670344499","0.576970433092352"
"voll erwerbstätig","2002","Westdeutschland","weiblich","2172","","",""
"voll erwerbstätig","2002","Ostdeutschland","maennlich","1330","","",""
"voll erwerbstätig","2002","Ostdeutschland","weiblich","916","0.266224189301274","0.249841508878673","0.282606869723874"
"Teilzeit","2002","Westdeutschland","maennlich","158","","",""
"Teilzeit","2002","Westdeutschland","weiblich","1772","","",""
"Teilzeit","2002","Ostdeutschland","maennlich","40","0.0142982150798947","0.00976364262312398","0.0188327875366654"
"Teilzeit","2002","Ostdeutschland","weiblich","313","0.106406255199196","0.094976599527973","0.117835910870419"
"nicht erwerbstätig","2002","Westdeutschland","maennlich","2774","","",""
"nicht erwerbstätig","2002","Westdeutschland","weiblich","4384","0.530760676631539","0.520508823186241","0.541012530076836"
"nicht erwerbstätig","2002","Ostdeutschland","maennlich","1094","","",""
"nicht erwerbstätig","2002","Ostdeutschland","weiblich","1403","","",""
"Andere","2002","Westdeutschland","maennlich","428","0.0505110738650229","0.0458538167429804","0.0551683309870654"
"Andere","2002","Westdeutschland","weiblich","775","0.080164576472784","0.0745862730136164","0.0857428799319515"
"Andere","2002","Ostdeutschland","maennlich","169","","",""
"Andere","2002","Ostdeutschland","weiblich","164","","",""
"voll erwerbstätig","2003","Westdeutschland","maennlich","4724","0.551895665228306","0.54106043314568","0.562730897310932"
"voll erwerbstätig","2003","Westdeutschland","weiblich","2039","","",""
"voll erwerbstätig","2003","Ostdeutschland","maennlich","1257","","",""
"voll erwerbstätig","2003","Ostdeutschland","weiblich","837","0.247129219639747","0.23103408882814","0.263224350451354"
"Teilzeit","2003","Westdeutschland","maennlich","164","","",""
"Teilzeit","2003","Westdeutschland","weiblich","1714","","",""
"Teilzeit","2003","Ostdeutschland","maennlich","49","0.0188272220562226","0.0135877963689185","0.0240666477435267"
"Teilzeit","2003","Ostdeutschland","weiblich","342","0.114951438289285","0.103049628755815","0.126853247822756"
"nicht erwerbstätig","2003","Westdeutschland","maennlich","2780","","",""
"nicht erwerbstätig","2003","Westdeutschland","weiblich","4229","0.532093932301685","0.521627119402569","0.542560745200802"
"nicht erwerbstätig","2003","Ostdeutschland","maennlich","1114","","",""
"nicht erwerbstätig","2003","Ostdeutschland","weiblich","1422","","",""
"Andere","2003","Westdeutschland","maennlich","424","0.0500698436382301","0.0453180878870912","0.054821599389369"
"Andere","2003","Westdeutschland","weiblich","748","0.0799387113467575","0.0742498163245353","0.0856276063689796"
"Andere","2003","Ostdeutschland","maennlich","165","","",""
"Andere","2003","Ostdeutschland","weiblich","158","","",""
"voll erwerbstätig","2004","Westdeutschland","maennlich","4548","0.54496586787258","0.533969563783406","0.555962171961754"
"voll erwerbstätig","2004","Westdeutschland","weiblich","1942","","",""
"voll erwerbstätig","2004","Ostdeutschland","maennlich","1206","","",""
"voll erwerbstätig","2004","Ostdeutschland","weiblich","822","0.237455435692749","0.221466944105008","0.25344392728049"
"Teilzeit","2004","Westdeutschland","maennlich","162","","",""
"Teilzeit","2004","Westdeutschland","weiblich","1627","","",""
"Teilzeit","2004","Ostdeutschland","maennlich","51","0.0234344939255189","0.0175068389382071","0.0293621489128306"
"Teilzeit","2004","Ostdeutschland","weiblich","346","0.121698219307721","0.109413992861411","0.13398244575403"
"nicht erwerbstätig","2004","Westdeutschland","maennlich","2763","","",""
"nicht erwerbstätig","2004","Westdeutschland","weiblich","4152","0.53106580100904","0.520463798159135","0.541667803858944"
"nicht erwerbstätig","2004","Ostdeutschland","maennlich","1079","","",""
"nicht erwerbstätig","2004","Ostdeutschland","weiblich","1388","","",""
"Andere","2004","Westdeutschland","maennlich","405","0.0466834265403622","0.0420249915710521","0.0513418615096722"
"Andere","2004","Westdeutschland","weiblich","790","0.0878939621326411","0.0818786248669471","0.093909299398335"
"Andere","2004","Ostdeutschland","maennlich","166","","",""
"Andere","2004","Ostdeutschland","weiblich","165","","",""
"voll erwerbstätig","2005","Westdeutschland","maennlich","4225","0.540843134243694","0.529547005161584","0.552139263325803"
"voll erwerbstätig","2005","Westdeutschland","weiblich","1858","","",""
"voll erwerbstätig","2005","Ostdeutschland","maennlich","1154","","",""
"voll erwerbstätig","2005","Ostdeutschland","weiblich","747","0.23605608956092","0.219776867762308","0.252335311359532"
"Teilzeit","2005","Westdeutschland","maennlich","173","","",""
