"erwst","year","migback","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Andere","1986","kein Migrationshintergrund","Laendlicher Raum","139","","",""
"Andere","1986","direkter Migrationshintergrund","Staedtischer Raum","106","","",""
"Andere","1986","direkter Migrationshintergrund","Laendlicher Raum","16","","",""
"Andere","1986","indirekter Migrationshintergrund","Staedtischer Raum","24","","",""
"Andere","1986","indirekter Migrationshintergrund","Laendlicher Raum","5","0.0759969213723959","-0.0401393295105362","0.192133172255328"
"Andere","1986","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Andere","1986","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"voll erwerbstätig","1987","kein Migrationshintergrund","Staedtischer Raum","2484","","",""
"voll erwerbstätig","1987","kein Migrationshintergrund","Laendlicher Raum","797","0.408684664182457","0.38618010033571","0.431189228029204"
"voll erwerbstätig","1987","direkter Migrationshintergrund","Staedtischer Raum","1384","","",""
"voll erwerbstätig","1987","direkter Migrationshintergrund","Laendlicher Raum","209","","",""
"voll erwerbstätig","1987","indirekter Migrationshintergrund","Staedtischer Raum","45","0.328877381527096","0.254434990041009","0.403319773013183"
"voll erwerbstätig","1987","indirekter Migrationshintergrund","Laendlicher Raum","10","","",""
"voll erwerbstätig","1987","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"voll erwerbstätig","1987","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Teilzeit","1987","kein Migrationshintergrund","Staedtischer Raum","402","0.0657392867842598","0.0592651927363352","0.0722133808321845"
"Teilzeit","1987","kein Migrationshintergrund","Laendlicher Raum","150","","",""
"Teilzeit","1987","direkter Migrationshintergrund","Staedtischer Raum","110","","",""
"Teilzeit","1987","direkter Migrationshintergrund","Laendlicher Raum","18","","",""
"Teilzeit","1987","indirekter Migrationshintergrund","Staedtischer Raum","6","0.0883092684920837","0.0433489593117566","0.133269577672411"
"Teilzeit","1987","indirekter Migrationshintergrund","Laendlicher Raum","2","","",""
"Teilzeit","1987","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Teilzeit","1987","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"nicht erwerbstätig","1987","kein Migrationshintergrund","Staedtischer Raum","2386","","",""
"nicht erwerbstätig","1987","kein Migrationshintergrund","Laendlicher Raum","752","0.4551230493896","0.432325902779233","0.477920195999967"
"nicht erwerbstätig","1987","direkter Migrationshintergrund","Staedtischer Raum","843","0.396896887018797","0.377488080410613","0.416305693626981"
"nicht erwerbstätig","1987","direkter Migrationshintergrund","Laendlicher Raum","121","","",""
"nicht erwerbstätig","1987","indirekter Migrationshintergrund","Staedtischer Raum","76","0.465705003503398","0.386664739678911","0.544745267327885"
"nicht erwerbstätig","1987","indirekter Migrationshintergrund","Laendlicher Raum","7","0.358072464480682","0.157733596306642","0.558411332654722"
"nicht erwerbstätig","1987","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"nicht erwerbstätig","1987","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Andere","1987","kein Migrationshintergrund","Staedtischer Raum","357","0.0553705987900719","0.0493960817231115","0.0613451158570323"
"Andere","1987","kein Migrationshintergrund","Laendlicher Raum","134","","",""
"Andere","1987","direkter Migrationshintergrund","Staedtischer Raum","104","","",""
"Andere","1987","direkter Migrationshintergrund","Laendlicher Raum","23","","",""
"Andere","1987","indirekter Migrationshintergrund","Staedtischer Raum","26","","",""
"Andere","1987","indirekter Migrationshintergrund","Laendlicher Raum","3","","",""
"Andere","1987","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Andere","1987","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"voll erwerbstätig","1988","kein Migrationshintergrund","Staedtischer Raum","2374","","",""
"voll erwerbstätig","1988","kein Migrationshintergrund","Laendlicher Raum","742","0.402600613520701","0.379403574889014","0.425797652152388"
"voll erwerbstätig","1988","direkter Migrationshintergrund","Staedtischer Raum","1269","","",""
"voll erwerbstätig","1988","direkter Migrationshintergrund","Laendlicher Raum","193","","",""
"voll erwerbstätig","1988","indirekter Migrationshintergrund","Staedtischer Raum","58","0.297217949548461","0.232402392979611","0.362033506117312"
"voll erwerbstätig","1988","indirekter Migrationshintergrund","Laendlicher Raum","11","","",""
"voll erwerbstätig","1988","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"voll erwerbstätig","1988","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Teilzeit","1988","kein Migrationshintergrund","Staedtischer Raum","406","0.0694828625566674","0.0626769600235393","0.0762887650897956"
"Teilzeit","1988","kein Migrationshintergrund","Laendlicher Raum","129","","",""
"Teilzeit","1988","direkter Migrationshintergrund","Staedtischer Raum","122","","",""
"Teilzeit","1988","direkter Migrationshintergrund","Laendlicher Raum","12","","",""
"Teilzeit","1988","indirekter Migrationshintergrund","Staedtischer Raum","7","0.0802474305419704","0.0417188969405638","0.118775964143377"
"Teilzeit","1988","indirekter Migrationshintergrund","Laendlicher Raum","3","","",""
"Teilzeit","1988","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Teilzeit","1988","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"nicht erwerbstätig","1988","kein Migrationshintergrund","Staedtischer Raum","2245","","",""
"nicht erwerbstätig","1988","kein Migrationshintergrund","Laendlicher Raum","720","0.46754288107821","0.443942664594822","0.491143097561598"
"nicht erwerbstätig","1988","direkter Migrationshintergrund","Staedtischer Raum","823","0.407836093706619","0.387869053386764","0.427803134026474"
"nicht erwerbstätig","1988","direkter Migrationshintergrund","Laendlicher Raum","117","","",""
"nicht erwerbstätig","1988","indirekter Migrationshintergrund","Staedtischer Raum","89","0.461940483123533","0.391237200431867","0.532643765815198"
"nicht erwerbstätig","1988","indirekter Migrationshintergrund","Laendlicher Raum","12","","",""
"nicht erwerbstätig","1988","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"nicht erwerbstätig","1988","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Andere","1988","kein Migrationshintergrund","Staedtischer Raum","337","0.0525421635598623","0.0465701799338872","0.0585141471858375"
"Andere","1988","kein Migrationshintergrund","Laendlicher Raum","126","","",""
"Andere","1988","direkter Migrationshintergrund","Staedtischer Raum","113","","",""
"Andere","1988","direkter Migrationshintergrund","Laendlicher Raum","18","","",""
"Andere","1988","indirekter Migrationshintergrund","Staedtischer Raum","37","0.160594136786036","0.108524775633444","0.212663497938628"
"Andere","1988","indirekter Migrationshintergrund","Laendlicher Raum","5","0.0831907503881529","-0.014026706919847","0.180408207696153"
"Andere","1988","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Andere","1988","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"voll erwerbstätig","1989","kein Migrationshintergrund","Staedtischer Raum","2361","","",""
"voll erwerbstätig","1989","kein Migrationshintergrund","Laendlicher Raum","722","0.413079494074238","0.389161356995002","0.436997631153474"
"voll erwerbstätig","1989","direkter Migrationshintergrund","Staedtischer Raum","1261","","",""
"voll erwerbstätig","1989","direkter Migrationshintergrund","Laendlicher Raum","188","","",""
"voll erwerbstätig","1989","indirekter Migrationshintergrund","Staedtischer Raum","70","0.267800004856984","0.209811190001218","0.325788819712751"
"voll erwerbstätig","1989","indirekter Migrationshintergrund","Laendlicher Raum","12","","",""
"voll erwerbstätig","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"voll erwerbstätig","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Teilzeit","1989","kein Migrationshintergrund","Staedtischer Raum","397","0.0703875697005088","0.0634269636667796","0.077348175734238"
"Teilzeit","1989","kein Migrationshintergrund","Laendlicher Raum","132","","",""
"Teilzeit","1989","direkter Migrationshintergrund","Staedtischer Raum","112","","",""
"Teilzeit","1989","direkter Migrationshintergrund","Laendlicher Raum","16","","",""
"Teilzeit","1989","indirekter Migrationshintergrund","Staedtischer Raum","12","","",""
"Teilzeit","1989","indirekter Migrationshintergrund","Laendlicher Raum","4","0.274045706274212","0.124120459408154","0.423970953140271"
"Teilzeit","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Teilzeit","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"nicht erwerbstätig","1989","kein Migrationshintergrund","Staedtischer Raum","2099","","",""
"nicht erwerbstätig","1989","kein Migrationshintergrund","Laendlicher Raum","679","0.464869478563854","0.440641550905572","0.489097406222136"
"nicht erwerbstätig","1989","direkter Migrationshintergrund","Staedtischer Raum","806","0.420751674222977","0.400429617888029","0.441073730557926"
"nicht erwerbstätig","1989","direkter Migrationshintergrund","Laendlicher Raum","100","","",""
"nicht erwerbstätig","1989","indirekter Migrationshintergrund","Staedtischer Raum","109","","",""
"nicht erwerbstätig","1989","indirekter Migrationshintergrund","Laendlicher Raum","12","","",""
"nicht erwerbstätig","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"nicht erwerbstätig","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Andere","1989","kein Migrationshintergrund","Staedtischer Raum","331","0.054998176021012","0.048794650488915","0.0612017015531089"
"Andere","1989","kein Migrationshintergrund","Laendlicher Raum","95","0.0478537497513729","0.0374848969657358","0.0582226025370101"
"Andere","1989","direkter Migrationshintergrund","Staedtischer Raum","88","0.0320938476142052","0.0248386399233728","0.0393490553050377"
"Andere","1989","direkter Migrationshintergrund","Laendlicher Raum","17","","",""
"Andere","1989","indirekter Migrationshintergrund","Staedtischer Raum","33","0.122256467128345","0.079357797717068","0.165155136539622"
"Andere","1989","indirekter Migrationshintergrund","Laendlicher Raum","6","0.104193587847986","0.00150168237296536","0.206885493323008"
"Andere","1989","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Andere","1989","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"voll erwerbstätig","1990","kein Migrationshintergrund","Staedtischer Raum","3224","0.456591146543522","0.444423692829335","0.468758600257709"
"voll erwerbstätig","1990","kein Migrationshintergrund","Laendlicher Raum","2501","","",""
"voll erwerbstätig","1990","direkter Migrationshintergrund","Staedtischer Raum","1245","","",""
"voll erwerbstätig","1990","direkter Migrationshintergrund","Laendlicher Raum","254","","",""
"voll erwerbstätig","1990","indirekter Migrationshintergrund","Staedtischer Raum","83","0.288140862522147","0.232553322037588","0.343728403006706"
"voll erwerbstätig","1990","indirekter Migrationshintergrund","Laendlicher Raum","15","","",""
"voll erwerbstätig","1990","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"voll erwerbstätig","1990","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Teilzeit","1990","kein Migrationshintergrund","Staedtischer Raum","552","0.0783704084804674","0.0718055273720492","0.0849352895888855"
"Teilzeit","1990","kein Migrationshintergrund","Laendlicher Raum","404","0.0838877830149721","0.0756891655907373","0.0920864004392068"
"Teilzeit","1990","direkter Migrationshintergrund","Staedtischer Raum","128","","",""
"Teilzeit","1990","direkter Migrationshintergrund","Laendlicher Raum","24","","",""
"Teilzeit","1990","indirekter Migrationshintergrund","Staedtischer Raum","13","","",""
"Teilzeit","1990","indirekter Migrationshintergrund","Laendlicher Raum","5","0.107657561034833","0.0127842177663963","0.202530904303269"
"Teilzeit","1990","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Teilzeit","1990","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"nicht erwerbstätig","1990","kein Migrationshintergrund","Staedtischer Raum","2334","","",""
"nicht erwerbstätig","1990","kein Migrationshintergrund","Laendlicher Raum","1296","","",""
"nicht erwerbstätig","1990","direkter Migrationshintergrund","Staedtischer Raum","808","0.410909789108543","0.390598603168855","0.431220975048231"
"nicht erwerbstätig","1990","direkter Migrationshintergrund","Laendlicher Raum","127","","",""
"nicht erwerbstätig","1990","indirekter Migrationshintergrund","Staedtischer Raum","117","","",""
"nicht erwerbstätig","1990","indirekter Migrationshintergrund","Laendlicher Raum","11","","",""
"nicht erwerbstätig","1990","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"nicht erwerbstätig","1990","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Andere","1990","kein Migrationshintergrund","Staedtischer Raum","328","0.0478882322122963","0.042672311584143","0.0531041528404497"
"Andere","1990","kein Migrationshintergrund","Laendlicher Raum","191","","",""
"Andere","1990","direkter Migrationshintergrund","Staedtischer Raum","73","0.0270521676921289","0.0203546025243912","0.0337497328598665"
"Andere","1990","direkter Migrationshintergrund","Laendlicher Raum","14","","",""
"Andere","1990","indirekter Migrationshintergrund","Staedtischer Raum","42","0.131197362196467","0.0897591397056794","0.172635584687255"
"Andere","1990","indirekter Migrationshintergrund","Laendlicher Raum","10","","",""
"Andere","1990","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Andere","1990","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"voll erwerbstätig","1991","kein Migrationshintergrund","Staedtischer Raum","3060","0.449380996489535","0.437035937527774","0.461726055451295"
"voll erwerbstätig","1991","kein Migrationshintergrund","Laendlicher Raum","2259","","",""
"voll erwerbstätig","1991","direkter Migrationshintergrund","Staedtischer Raum","1242","","",""
"voll erwerbstätig","1991","direkter Migrationshintergrund","Laendlicher Raum","229","","",""
"voll erwerbstätig","1991","indirekter Migrationshintergrund","Staedtischer Raum","96","0.309121956701859","0.257001256469157","0.361242656934562"
"voll erwerbstätig","1991","indirekter Migrationshintergrund","Laendlicher Raum","16","","",""
"voll erwerbstätig","1991","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"voll erwerbstätig","1991","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Teilzeit","1991","kein Migrationshintergrund","Staedtischer Raum","506","0.0771494907877585","0.0705274411923153","0.0837715403832017"
"Teilzeit","1991","kein Migrationshintergrund","Laendlicher Raum","296","","",""
"Teilzeit","1991","direkter Migrationshintergrund","Staedtischer Raum","131","","",""
"Teilzeit","1991","direkter Migrationshintergrund","Laendlicher Raum","24","","",""
"Teilzeit","1991","indirekter Migrationshintergrund","Staedtischer Raum","19","","",""
"Teilzeit","1991","indirekter Migrationshintergrund","Laendlicher Raum","3","","",""
"Teilzeit","1991","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Teilzeit","1991","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"nicht erwerbstätig","1991","kein Migrationshintergrund","Staedtischer Raum","2319","","",""
"nicht erwerbstätig","1991","kein Migrationshintergrund","Laendlicher Raum","1516","","",""
"nicht erwerbstätig","1991","direkter Migrationshintergrund","Staedtischer Raum","752","0.391585666351865","0.371235635783256","0.411935696920475"
"nicht erwerbstätig","1991","direkter Migrationshintergrund","Laendlicher Raum","139","","",""
"nicht erwerbstätig","1991","indirekter Migrationshintergrund","Staedtischer Raum","117","","",""
"nicht erwerbstätig","1991","indirekter Migrationshintergrund","Laendlicher Raum","19","","",""
"nicht erwerbstätig","1991","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"nicht erwerbstätig","1991","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Andere","1991","kein Migrationshintergrund","Staedtischer Raum","352","0.0528733832497857","0.0473196784684093","0.058427088031162"
"Andere","1991","kein Migrationshintergrund","Laendlicher Raum","216","","",""
"Andere","1991","direkter Migrationshintergrund","Staedtischer Raum","85","0.038176528105453","0.0301874281540273","0.0461656280568788"
"Andere","1991","direkter Migrationshintergrund","Laendlicher Raum","21","","",""
"Andere","1991","indirekter Migrationshintergrund","Staedtischer Raum","70","0.21792671207542","0.171365574849575","0.264487849301265"
"Andere","1991","indirekter Migrationshintergrund","Laendlicher Raum","9","0.130256131771121","0.0340297982729586","0.226482465269284"
"Andere","1991","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Andere","1991","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"voll erwerbstätig","1992","kein Migrationshintergrund","Staedtischer Raum","2947","","",""
"voll erwerbstätig","1992","kein Migrationshintergrund","Laendlicher Raum","2002","","",""
"voll erwerbstätig","1992","direkter Migrationshintergrund","Staedtischer Raum","1148","","",""
"voll erwerbstätig","1992","direkter Migrationshintergrund","Laendlicher Raum","215","","",""
"voll erwerbstätig","1992","indirekter Migrationshintergrund","Staedtischer Raum","103","","",""
"voll erwerbstätig","1992","indirekter Migrationshintergrund","Laendlicher Raum","20","","",""
"voll erwerbstätig","1992","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"voll erwerbstätig","1992","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Teilzeit","1992","kein Migrationshintergrund","Staedtischer Raum","497","0.0778622678130376","0.0711681171407992","0.0845564184852761"
"Teilzeit","1992","kein Migrationshintergrund","Laendlicher Raum","257","","",""
"Teilzeit","1992","direkter Migrationshintergrund","Staedtischer Raum","138","","",""
"Teilzeit","1992","direkter Migrationshintergrund","Laendlicher Raum","22","","",""
"Teilzeit","1992","indirekter Migrationshintergrund","Staedtischer Raum","22","","",""
"Teilzeit","1992","indirekter Migrationshintergrund","Laendlicher Raum","4","0.101419098371244","0.0256622954907802","0.177175901251708"
"Teilzeit","1992","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Teilzeit","1992","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"nicht erwerbstätig","1992","kein Migrationshintergrund","Staedtischer Raum","2423","","",""
"nicht erwerbstätig","1992","kein Migrationshintergrund","Laendlicher Raum","1623","","",""
"nicht erwerbstätig","1992","direkter Migrationshintergrund","Staedtischer Raum","781","0.408563090246796","0.387736173489099","0.429390007004493"
"nicht erwerbstätig","1992","direkter Migrationshintergrund","Laendlicher Raum","161","","",""
"nicht erwerbstätig","1992","indirekter Migrationshintergrund","Staedtischer Raum","149","","",""
"nicht erwerbstätig","1992","indirekter Migrationshintergrund","Laendlicher Raum","24","","",""
"nicht erwerbstätig","1992","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"nicht erwerbstätig","1992","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Andere","1992","kein Migrationshintergrund","Staedtischer Raum","288","","",""
"Andere","1992","kein Migrationshintergrund","Laendlicher Raum","202","","",""
"Andere","1992","direkter Migrationshintergrund","Staedtischer Raum","73","0.0354134722344504","0.027582853922407","0.0432440905464939"
"Andere","1992","direkter Migrationshintergrund","Laendlicher Raum","13","","",""
"Andere","1992","indirekter Migrationshintergrund","Staedtischer Raum","72","0.196777561623188","0.154887042237355","0.238668081009021"
"Andere","1992","indirekter Migrationshintergrund","Laendlicher Raum","13","","",""
"Andere","1992","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Andere","1992","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"voll erwerbstätig","1993","kein Migrationshintergrund","Staedtischer Raum","2909","","",""
"voll erwerbstätig","1993","kein Migrationshintergrund","Laendlicher Raum","1903","","",""
"voll erwerbstätig","1993","direkter Migrationshintergrund","Staedtischer Raum","1082","","",""
"voll erwerbstätig","1993","direkter Migrationshintergrund","Laendlicher Raum","213","","",""
"voll erwerbstätig","1993","indirekter Migrationshintergrund","Staedtischer Raum","135","","",""
"voll erwerbstätig","1993","indirekter Migrationshintergrund","Laendlicher Raum","19","","",""
"voll erwerbstätig","1993","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"voll erwerbstätig","1993","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Teilzeit","1993","kein Migrationshintergrund","Staedtischer Raum","484","0.0776268751858855","0.0709218142813287","0.0843319360904422"
"Teilzeit","1993","kein Migrationshintergrund","Laendlicher Raum","262","","",""
"Teilzeit","1993","direkter Migrationshintergrund","Staedtischer Raum","142","","",""
"Teilzeit","1993","direkter Migrationshintergrund","Laendlicher Raum","14","","",""
"Teilzeit","1993","indirekter Migrationshintergrund","Staedtischer Raum","12","","",""
"Teilzeit","1993","indirekter Migrationshintergrund","Laendlicher Raum","4","0.0761583843704714","0.0161274530115491","0.136189315729394"
"Teilzeit","1993","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Teilzeit","1993","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"nicht erwerbstätig","1993","kein Migrationshintergrund","Staedtischer Raum","2423","","",""
"nicht erwerbstätig","1993","kein Migrationshintergrund","Laendlicher Raum","1647","","",""
"nicht erwerbstätig","1993","direkter Migrationshintergrund","Staedtischer Raum","783","0.4101237722793","0.388909605353816","0.431337939204785"
"nicht erwerbstätig","1993","direkter Migrationshintergrund","Laendlicher Raum","178","","",""
"nicht erwerbstätig","1993","indirekter Migrationshintergrund","Staedtischer Raum","158","","",""
"nicht erwerbstätig","1993","indirekter Migrationshintergrund","Laendlicher Raum","26","","",""
"nicht erwerbstätig","1993","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"nicht erwerbstätig","1993","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Andere","1993","kein Migrationshintergrund","Staedtischer Raum","302","0.0462528751950075","0.0409899239969978","0.0515158263930172"
"Andere","1993","kein Migrationshintergrund","Laendlicher Raum","226","","",""
"Andere","1993","direkter Migrationshintergrund","Staedtischer Raum","58","0.0285006406382651","0.021323744961196","0.0356775363153343"
