"erwst","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"Vollzeit","1988","16-34 J.","kein Migrationshintergrund","1266","0.507441864168583","0.488327612231785","0.52655611610538"
"Vollzeit","1988","16-34 J.","direkter Migrationshintergrund","518","0.534810934482891","0.504245880853897","0.565375988111885"
"Vollzeit","1988","16-34 J.","indirekter Migrationshintergrund","60","0.314376069472421","0.249213453781117","0.379538685163724"
"Vollzeit","1988","35-65 J.","kein Migrationshintergrund","1835","0.523732969174619","0.507141826589066","0.540324111760172"
"Vollzeit","1988","35-65 J.","direkter Migrationshintergrund","944","0.527919009203323","0.503311136996782","0.552526881409864"
"Vollzeit","1988","35-65 J.","indirekter Migrationshintergrund","","","",""
"Vollzeit","1988","66 und älter","kein Migrationshintergrund","","","",""
"Vollzeit","1988","66 und älter","direkter Migrationshintergrund","","","",""
"Vollzeit","1988","66 und älter","indirekter Migrationshintergrund","","","",""
"Teilzeit","1988","16-34 J.","kein Migrationshintergrund","137","0.0522690146727979","0.0437595917845733","0.0607784375610225"
"Teilzeit","1988","16-34 J.","direkter Migrationshintergrund","43","0.0430380483302071","0.0306019572522617","0.0554741394081524"
"Teilzeit","1988","16-34 J.","indirekter Migrationshintergrund","","","",""
"Teilzeit","1988","35-65 J.","kein Migrationshintergrund","388","0.104678762532647","0.0945089063235907","0.114848618741703"
"Teilzeit","1988","35-65 J.","direkter Migrationshintergrund","90","0.0723077748588483","0.0595411348315124","0.0850744148861842"
"Teilzeit","1988","35-65 J.","indirekter Migrationshintergrund","","","",""
"Teilzeit","1988","66 und älter","kein Migrationshintergrund","","","",""
"Teilzeit","1988","66 und älter","direkter Migrationshintergrund","","","",""
"Teilzeit","1988","66 und älter","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig","1988","16-34 J.","kein Migrationshintergrund","846","0.309213752472504","0.291543748277944","0.326883756667065"
"Nicht erwerbstätig","1988","16-34 J.","direkter Migrationshintergrund","354","0.335118284328462","0.306192740616034","0.36404382804089"
"Nicht erwerbstätig","1988","16-34 J.","indirekter Migrationshintergrund","90","0.467259696136388","0.397232341047888","0.537287051224888"
"Nicht erwerbstätig","1988","35-65 J.","kein Migrationshintergrund","1183","0.350312137276952","0.334464079405744","0.36616019514816"
"Nicht erwerbstätig","1988","35-65 J.","direkter Migrationshintergrund","524","0.375151071199646","0.351285448726342","0.399016693672951"
"Nicht erwerbstätig","1988","35-65 J.","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig","1988","66 und älter","kein Migrationshintergrund","936","0.970103389395718","0.959386167756237","0.980820611035198"
"Nicht erwerbstätig","1988","66 und älter","direkter Migrationshintergrund","62","0.983561344609265","0.9521626431213","1.01496004609723"
"Nicht erwerbstätig","1988","66 und älter","indirekter Migrationshintergrund","","","",""
"Sonstiges","1988","16-34 J.","kein Migrationshintergrund","379","0.131075368686115","0.118172478273949","0.143978259098281"
"Sonstiges","1988","16-34 J.","direkter Migrationshintergrund","108","0.0870327328584399","0.0697592788496169","0.104306186867263"
"Sonstiges","1988","16-34 J.","indirekter Migrationshintergrund","40","0.159646687169422","0.108237386154054","0.21105598818479"
"Sonstiges","1988","35-65 J.","kein Migrationshintergrund","75","0.0212761310157823","0.016482412848651","0.0260698491829135"
"Sonstiges","1988","35-65 J.","direkter Migrationshintergrund","","","",""
"Sonstiges","1988","35-65 J.","indirekter Migrationshintergrund","","","",""
"Sonstiges","1988","66 und älter","kein Migrationshintergrund","","","",""
"Sonstiges","1988","66 und älter","direkter Migrationshintergrund","","","",""
"Sonstiges","1988","66 und älter","indirekter Migrationshintergrund","","","",""
"Vollzeit","1989","16-34 J.","kein Migrationshintergrund","1328","0.529897982386714","0.510620440082314","0.549175524691115"
"Vollzeit","1989","16-34 J.","direkter Migrationshintergrund","515","0.540140598139821","0.508597471977407","0.571683724302235"
"Vollzeit","1989","16-34 J.","indirekter Migrationshintergrund","74","0.285001537874444","0.226535117418964","0.343467958329925"
"Vollzeit","1989","35-65 J.","kein Migrationshintergrund","1741","0.52393650497598","0.506899349033818","0.540973660918142"
"Vollzeit","1989","35-65 J.","direkter Migrationshintergrund","934","0.530504917831439","0.505739479294808","0.555270356368071"
"Vollzeit","1989","35-65 J.","indirekter Migrationshintergrund","","","",""
"Vollzeit","1989","66 und älter","kein Migrationshintergrund","","","",""
"Vollzeit","1989","66 und älter","direkter Migrationshintergrund","","","",""
"Vollzeit","1989","66 und älter","indirekter Migrationshintergrund","","","",""
"Teilzeit","1989","16-34 J.","kein Migrationshintergrund","159","0.0626298869482804","0.0532713956809868","0.071988378215574"
"Teilzeit","1989","16-34 J.","direkter Migrationshintergrund","39","0.0390398402321465","0.026781109812288","0.051298570652005"
"Teilzeit","1989","16-34 J.","indirekter Migrationshintergrund","","","",""
"Teilzeit","1989","35-65 J.","kein Migrationshintergrund","357","0.101926527539259","0.091605453883256","0.112247601195263"
"Teilzeit","1989","35-65 J.","direkter Migrationshintergrund","89","0.0705028130355204","0.0577996154112061","0.0832060106598347"
"Teilzeit","1989","35-65 J.","indirekter Migrationshintergrund","","","",""
"Teilzeit","1989","66 und älter","kein Migrationshintergrund","","","",""
"Teilzeit","1989","66 und älter","direkter Migrationshintergrund","","","",""
"Teilzeit","1989","66 und älter","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig","1989","16-34 J.","kein Migrationshintergrund","757","0.285124844703054","0.267687028045375","0.302562661360733"
"Nicht erwerbstätig","1989","16-34 J.","direkter Migrationshintergrund","320","0.340170128851259","0.310185211163041","0.370155046539477"
"Nicht erwerbstätig","1989","16-34 J.","indirekter Migrationshintergrund","111","0.528728883549951","0.46407683663701","0.593380930462893"
"Nicht erwerbstätig","1989","35-65 J.","kein Migrationshintergrund","1117","0.350859477061804","0.334579218604641","0.367139735518968"
"Nicht erwerbstätig","1989","35-65 J.","direkter Migrationshintergrund","517","0.381997116628745","0.357886346366677","0.406107886890814"
"Nicht erwerbstätig","1989","35-65 J.","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig","1989","66 und älter","kein Migrationshintergrund","904","0.968289341388007","0.957087501239237","0.979491181536776"
"Nicht erwerbstätig","1989","66 und älter","direkter Migrationshintergrund","69","1","1","1"
"Nicht erwerbstätig","1989","66 und älter","indirekter Migrationshintergrund","","","",""
"Sonstiges","1989","16-34 J.","kein Migrationshintergrund","331","0.122347285961951","0.109690658582869","0.135003913341033"
"Sonstiges","1989","16-34 J.","direkter Migrationshintergrund","85","0.0806494327767741","0.0634156735845474","0.0978831919690007"
"Sonstiges","1989","16-34 J.","indirekter Migrationshintergrund","38","0.133856033653067","0.0897554468649108","0.177956620441222"
"Sonstiges","1989","35-65 J.","kein Migrationshintergrund","86","0.0232774904229564","0.01813375045573","0.0284212303901827"
"Sonstiges","1989","35-65 J.","direkter Migrationshintergrund","","","",""
"Sonstiges","1989","35-65 J.","indirekter Migrationshintergrund","","","",""
"Sonstiges","1989","66 und älter","kein Migrationshintergrund","","","",""
"Sonstiges","1989","66 und älter","direkter Migrationshintergrund","","","",""
"Sonstiges","1989","66 und älter","indirekter Migrationshintergrund","","","",""
"Vollzeit","1990","16-34 J.","kein Migrationshintergrund","2423","0.562481747367141","0.547383262142426","0.577580232591855"
"Vollzeit","1990","16-34 J.","direkter Migrationshintergrund","502","0.53482185947889","0.502678486431036","0.566965232526744"
"Vollzeit","1990","16-34 J.","indirekter Migrationshintergrund","88","0.286966421614905","0.232910598689955","0.341022244539855"
"Vollzeit","1990","35-65 J.","kein Migrationshintergrund","3341","0.572767366434212","0.559591772468336","0.585942960400089"
"Vollzeit","1990","35-65 J.","direkter Migrationshintergrund","998","0.556706823491258","0.532693294951867","0.58072035203065"
"Vollzeit","1990","35-65 J.","indirekter Migrationshintergrund","","","",""
"Vollzeit","1990","66 und älter","kein Migrationshintergrund","","","",""
"Vollzeit","1990","66 und älter","direkter Migrationshintergrund","","","",""
"Vollzeit","1990","66 und älter","indirekter Migrationshintergrund","","","",""
"Teilzeit","1990","16-34 J.","kein Migrationshintergrund","303","0.0709363769228632","0.0631230085036927","0.0787497453420337"
"Teilzeit","1990","16-34 J.","direkter Migrationshintergrund","46","0.0588796994643862","0.0437098040130067","0.0740495949157656"
"Teilzeit","1990","16-34 J.","indirekter Migrationshintergrund","","","",""
"Teilzeit","1990","35-65 J.","kein Migrationshintergrund","636","0.111721033831022","0.103330472375102","0.120111595286942"
"Teilzeit","1990","35-65 J.","direkter Migrationshintergrund","106","0.0842021808223278","0.070778900591753","0.0976254610529027"
"Teilzeit","1990","35-65 J.","indirekter Migrationshintergrund","","","",""
"Teilzeit","1990","66 und älter","kein Migrationshintergrund","","","",""
"Teilzeit","1990","66 und älter","direkter Migrationshintergrund","","","",""
"Teilzeit","1990","66 und älter","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig","1990","16-34 J.","kein Migrationshintergrund","997","0.259882447605834","0.246534333840308","0.27323056137136"
"Nicht erwerbstätig","1990","16-34 J.","direkter Migrationshintergrund","308","0.328903705082945","0.298627319459375","0.359180090706514"
"Nicht erwerbstätig","1990","16-34 J.","indirekter Migrationshintergrund","118","0.489024466601293","0.429288307106158","0.548760626096427"
"Nicht erwerbstätig","1990","35-65 J.","kein Migrationshintergrund","1346","0.29470105795705","0.28255804875274","0.306844067161359"
"Nicht erwerbstätig","1990","35-65 J.","direkter Migrationshintergrund","522","0.347968675640547","0.324943577516495","0.370993773764598"
"Nicht erwerbstätig","1990","35-65 J.","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig","1990","66 und älter","kein Migrationshintergrund","1305","0.972698331551597","0.964018277322653","0.98137838578054"
"Nicht erwerbstätig","1990","66 und älter","direkter Migrationshintergrund","105","1","1","1"
"Nicht erwerbstätig","1990","66 und älter","indirekter Migrationshintergrund","","","",""
"Sonstiges","1990","16-34 J.","kein Migrationshintergrund","424","0.106699428104162","0.0973030404585655","0.116095815749759"
"Sonstiges","1990","16-34 J.","direkter Migrationshintergrund","69","0.0773947359737791","0.060174428555076","0.0946150433924822"
"Sonstiges","1990","16-34 J.","indirekter Migrationshintergrund","51","0.161296699414678","0.117343664569532","0.205249734259823"
"Sonstiges","1990","35-65 J.","kein Migrationshintergrund","92","0.0208105417777159","0.0170084384214852","0.0246126451339466"
"Sonstiges","1990","35-65 J.","direkter Migrationshintergrund","","","",""
"Sonstiges","1990","35-65 J.","indirekter Migrationshintergrund","","","",""
"Sonstiges","1990","66 und älter","kein Migrationshintergrund","","","",""
"Sonstiges","1990","66 und älter","direkter Migrationshintergrund","","","",""
"Sonstiges","1990","66 und älter","indirekter Migrationshintergrund","","","",""
"Vollzeit","1991","16-34 J.","kein Migrationshintergrund","2186","0.545841545939107","0.530316547264516","0.561366544613698"
"Vollzeit","1991","16-34 J.","direkter Migrationshintergrund","473","0.517307322632367","0.48440391345112","0.550210731813615"
"Vollzeit","1991","16-34 J.","indirekter Migrationshintergrund","101","0.312874240114988","0.262072788641292","0.363675691588685"
"Vollzeit","1991","35-65 J.","kein Migrationshintergrund","3178","0.560801435570103","0.547492872610757","0.57410999852945"
"Vollzeit","1991","35-65 J.","direkter Migrationshintergrund","997","0.580175406036347","0.55612033316832","0.604230478904373"
"Vollzeit","1991","35-65 J.","indirekter Migrationshintergrund","","","",""
"Vollzeit","1991","66 und älter","kein Migrationshintergrund","","","",""
"Vollzeit","1991","66 und älter","direkter Migrationshintergrund","","","",""
"Vollzeit","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"Teilzeit","1991","16-34 J.","kein Migrationshintergrund","268","0.0682741194624921","0.060409699270834","0.0761385396541501"
"Teilzeit","1991","16-34 J.","direkter Migrationshintergrund","45","0.0486718468605496","0.0345029735323675","0.0628407201887317"
"Teilzeit","1991","16-34 J.","indirekter Migrationshintergrund","","","",""
"Teilzeit","1991","35-65 J.","kein Migrationshintergrund","526","0.104512636918109","0.0963089272404285","0.11271634659579"
"Teilzeit","1991","35-65 J.","direkter Migrationshintergrund","109","0.0804221628640579","0.0671673010839536","0.0936770246441622"
"Teilzeit","1991","35-65 J.","indirekter Migrationshintergrund","","","",""
"Teilzeit","1991","66 und älter","kein Migrationshintergrund","","","",""
"Teilzeit","1991","66 und älter","direkter Migrationshintergrund","","","",""
"Teilzeit","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig","1991","16-34 J.","kein Migrationshintergrund","1054","0.269215876601605","0.255385326251901","0.283046426951308"
"Nicht erwerbstätig","1991","16-34 J.","direkter Migrationshintergrund","287","0.335940125720727","0.304839738973567","0.367040512467887"
"Nicht erwerbstätig","1991","16-34 J.","indirekter Migrationshintergrund","126","0.366949106249169","0.314141639758795","0.419756572739544"
"Nicht erwerbstätig","1991","35-65 J.","kein Migrationshintergrund","1523","0.310300399431437","0.297894812861312","0.322705986001562"
"Nicht erwerbstätig","1991","35-65 J.","direkter Migrationshintergrund","488","0.320306176192719","0.297563980129499","0.343048372255938"
"Nicht erwerbstätig","1991","35-65 J.","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig","1991","66 und älter","kein Migrationshintergrund","1285","0.977153459305279","0.969093130883037","0.98521378772752"
"Nicht erwerbstätig","1991","66 und älter","direkter Migrationshintergrund","117","0.961128614884112","0.926688771513308","0.995568458254917"
"Nicht erwerbstätig","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"Sonstiges","1991","16-34 J.","kein Migrationshintergrund","443","0.116668457996796","0.106658478812784","0.126678437180808"
"Sonstiges","1991","16-34 J.","direkter Migrationshintergrund","81","0.0980807047863562","0.0784964586794323","0.11766495089328"
"Sonstiges","1991","16-34 J.","indirekter Migrationshintergrund","79","0.257172486737993","0.209284195080439","0.305060778395548"
