"erwst","year","quintil_oecd","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Andere","1996","1 Einkommensschwächstes Quintil","Westdeutschland","217","0.0682369487272226","0.0592169746632737","0.0772569227911715"
"Andere","1996","2","Ostdeutschland","46","0.0283880874077605","0.0193426892317717","0.0374334855837493"
"Andere","1996","2","Westdeutschland","154","0.0493282998320889","0.0409478416593893","0.0577087580047884"
"Andere","1996","3","Ostdeutschland","24","","",""
"Andere","1996","3","Westdeutschland","74","0.0451766481283345","0.0353269555347566","0.0550263407219124"
"Andere","1996","4","Ostdeutschland","5","","",""
"Andere","1996","4","Westdeutschland","40","0.0276115047301399","0.0187653337497236","0.0364576757105562"
"Andere","1996","5 Einkommensstärkstes Quintil","Ostdeutschland","1","","",""
"Andere","1996","5 Einkommensstärkstes Quintil","Westdeutschland","24","","",""
"nicht erwerbstätig","1996","1 Einkommensschwächstes Quintil","Ostdeutschland","770","0.583397036703032","0.558406776304934","0.60838729710113"
"nicht erwerbstätig","1996","1 Einkommensschwächstes Quintil","Westdeutschland","1695","0.616314901848175","0.598919616891826","0.633710186804523"
"nicht erwerbstätig","1996","2","Ostdeutschland","556","0.495153540597869","0.467922589601716","0.522384491594022"
"nicht erwerbstätig","1996","2","Westdeutschland","1072","0.49252349104757","0.473175946617461","0.511871035477678"
"nicht erwerbstätig","1996","3","Ostdeutschland","156","0.314283361506588","0.277168837631042","0.351397885382134"
"nicht erwerbstätig","1996","3","Westdeutschland","528","0.36235275311773","0.339556672457074","0.385148833778387"
"nicht erwerbstätig","1996","4","Ostdeutschland","48","0.274482019312951","0.216809992673871","0.332154045952031"
"nicht erwerbstätig","1996","4","Westdeutschland","353","0.3129442020068","0.28791080164135","0.337977602372249"
"nicht erwerbstätig","1996","5 Einkommensstärkstes Quintil","Ostdeutschland","12","","",""
"nicht erwerbstätig","1996","5 Einkommensstärkstes Quintil","Westdeutschland","203","0.299552992355639","0.267199050421573","0.331906934289704"
"Teilzeit","1996","1 Einkommensschwächstes Quintil","Ostdeutschland","85","0.0510250066894094","0.0398706015609129","0.0621794118179059"
"Teilzeit","1996","1 Einkommensschwächstes Quintil","Westdeutschland","226","0.0819144324125948","0.0721045333140366","0.091724331511153"
"Teilzeit","1996","2","Ostdeutschland","90","0.0591128815794858","0.0462682091438156","0.071957554015156"
"Teilzeit","1996","2","Westdeutschland","240","0.0830906102875559","0.0724088312290624","0.0937723893460495"
"Teilzeit","1996","3","Ostdeutschland","25","","",""
"Teilzeit","1996","3","Westdeutschland","202","0.113128628564238","0.0981068714040591","0.128150385724416"
"Teilzeit","1996","4","Ostdeutschland","12","","",""
"Teilzeit","1996","4","Westdeutschland","107","0.0852048353546758","0.0701323650511999","0.100277305658152"
"Teilzeit","1996","5 Einkommensstärkstes Quintil","Ostdeutschland","1","","",""
"Teilzeit","1996","5 Einkommensstärkstes Quintil","Westdeutschland","66","0.0781620595314616","0.059202509984313","0.0971216090786103"
"voll erwerbstätig","1996","1 Einkommensschwächstes Quintil","Ostdeutschland","520","0.303038426456248","0.27974245835652","0.326334394555975"
"voll erwerbstätig","1996","1 Einkommensschwächstes Quintil","Westdeutschland","864","0.233533717012008","0.218399356659361","0.248668077364655"
"voll erwerbstätig","1996","2","Ostdeutschland","603","0.417345490414885","0.390487926035297","0.444203054794472"
"voll erwerbstätig","1996","2","Westdeutschland","1099","0.375057598832785","0.356321749443554","0.393793448222017"
"voll erwerbstätig","1996","3","Ostdeutschland","396","0.614392107309505","0.575478039954334","0.653306174664675"
"voll erwerbstätig","1996","3","Westdeutschland","904","0.479341970189697","0.455649891224741","0.503034049154654"
"voll erwerbstätig","1996","4","Ostdeutschland","165","0.667335073161275","0.606443154866561","0.728226991455989"
"voll erwerbstätig","1996","4","Westdeutschland","818","0.574239457908384","0.547545092166634","0.600933823650135"
"voll erwerbstätig","1996","5 Einkommensstärkstes Quintil","Ostdeutschland","49","0.736687363675923","0.627930850021853","0.845443877329993"
"voll erwerbstätig","1996","5 Einkommensstärkstes Quintil","Westdeutschland","477","0.593397795655247","0.558703301716387","0.628092289594107"
"Andere","1997","1 Einkommensschwächstes Quintil","Ostdeutschland","105","0.0541169269203681","0.0425116113730434","0.0657222424676928"
"Andere","1997","1 Einkommensschwächstes Quintil","Westdeutschland","191","0.0601501747966715","0.0513496865808504","0.0689506630124927"
"Andere","1997","2","Ostdeutschland","47","0.0253254467293404","0.0165912916661225","0.0340596017925583"
"Andere","1997","2","Westdeutschland","136","0.0412272245230983","0.0335331869581111","0.0489212620880855"
"Andere","1997","3","Ostdeutschland","29","","",""
"Andere","1997","3","Westdeutschland","90","0.0429605410446674","0.0334631392576417","0.0524579428316931"
"Andere","1997","4","Ostdeutschland","4","","",""
"Andere","1997","4","Westdeutschland","58","0.0397572555244459","0.0292207791444428","0.0502937319044489"
"Andere","1997","5 Einkommensstärkstes Quintil","Ostdeutschland","3","","",""
"Andere","1997","5 Einkommensstärkstes Quintil","Westdeutschland","19","","",""
"nicht erwerbstätig","1997","1 Einkommensschwächstes Quintil","Ostdeutschland","762","0.600230047180849","0.57510333855203","0.625356755809668"
"nicht erwerbstätig","1997","1 Einkommensschwächstes Quintil","Westdeutschland","1627","0.623674677931049","0.605743044049799","0.6416063118123"
"nicht erwerbstätig","1997","2","Ostdeutschland","564","0.519891718727049","0.49211770952366","0.547665727930438"
"nicht erwerbstätig","1997","2","Westdeutschland","1129","0.519381170860036","0.500046005199469","0.538716336520603"
"nicht erwerbstätig","1997","3","Ostdeutschland","171","0.346161949534306","0.308158361210343","0.384165537858269"
"nicht erwerbstätig","1997","3","Westdeutschland","574","0.380581009505324","0.357839419119494","0.403322599891154"
"nicht erwerbstätig","1997","4","Ostdeutschland","56","0.260160342502634","0.206730048942246","0.313590636063022"
"nicht erwerbstätig","1997","4","Westdeutschland","351","0.320181852693369","0.295022966206184","0.345340739180554"
"nicht erwerbstätig","1997","5 Einkommensstärkstes Quintil","Ostdeutschland","10","","",""
"nicht erwerbstätig","1997","5 Einkommensstärkstes Quintil","Westdeutschland","187","0.266216251233912","0.234647897869629","0.297784604598196"
"Teilzeit","1997","1 Einkommensschwächstes Quintil","Ostdeutschland","73","0.0489347154677866","0.0378688506222183","0.0600005803133548"
"Teilzeit","1997","1 Einkommensschwächstes Quintil","Westdeutschland","192","0.0782102088415041","0.0682720311814424","0.0881483865015657"
"Teilzeit","1997","2","Ostdeutschland","65","0.0477993408998297","0.0359392581364836","0.0596594236631759"
"Teilzeit","1997","2","Westdeutschland","253","0.0902694911547631","0.0791794978684093","0.101359484441117"
"Teilzeit","1997","3","Ostdeutschland","37","0.0517474946665286","0.0340522525607112","0.0694427367723459"
"Teilzeit","1997","3","Westdeutschland","169","0.0907989384929856","0.0773410981827275","0.104256778803244"
"Teilzeit","1997","4","Ostdeutschland","17","","",""
"Teilzeit","1997","4","Westdeutschland","115","0.0837098732818366","0.0687750004866876","0.0986447460769856"
"Teilzeit","1997","5 Einkommensstärkstes Quintil","Ostdeutschland","3","","",""
"Teilzeit","1997","5 Einkommensstärkstes Quintil","Westdeutschland","68","0.0945702627393993","0.0736698300212123","0.115470695457586"
"voll erwerbstätig","1997","1 Einkommensschwächstes Quintil","Ostdeutschland","520","0.296718310430996","0.273286357190794","0.320150263671198"
"voll erwerbstätig","1997","1 Einkommensschwächstes Quintil","Westdeutschland","794","0.237964938430775","0.222203238692848","0.253726638168702"
"voll erwerbstätig","1997","2","Ostdeutschland","567","0.406983493643781","0.379672700336732","0.43429428695083"
"voll erwerbstätig","1997","2","Westdeutschland","1047","0.349122113462103","0.330674387286866","0.36756983963734"
"voll erwerbstätig","1997","3","Ostdeutschland","365","0.560098373830103","0.520446858871979","0.599749888788228"
"voll erwerbstätig","1997","3","Westdeutschland","918","0.485659510957023","0.462249785318192","0.509069236595853"
"voll erwerbstätig","1997","4","Ostdeutschland","182","0.655298046287448","0.597416580849707","0.713179511725189"
"voll erwerbstätig","1997","4","Westdeutschland","797","0.556351018500349","0.529559898455664","0.583142138545034"
"voll erwerbstätig","1997","5 Einkommensstärkstes Quintil","Ostdeutschland","54","0.732725014783806","0.629056055849206","0.836393973718406"
"voll erwerbstätig","1997","5 Einkommensstärkstes Quintil","Westdeutschland","479","0.615203660920025","0.580452003344913","0.649955318495137"
"Andere","1998","1 Einkommensschwächstes Quintil","Ostdeutschland","127","0.0685330009549698","0.0560471731605659","0.0810188287493738"
"Andere","1998","1 Einkommensschwächstes Quintil","Westdeutschland","221","0.0626758818069925","0.05406976995277","0.071281993661215"
"Andere","1998","2","Ostdeutschland","49","0.0304497043658369","0.0207403133986526","0.0401590953330212"
"Andere","1998","2","Westdeutschland","184","0.0523905566262405","0.0442853186716511","0.0604957945808299"
"Andere","1998","3","Ostdeutschland","30","0.0354967151706248","0.0214017166472394","0.0495917136940103"
"Andere","1998","3","Westdeutschland","104","0.0491083175254008","0.0394197225835402","0.0587969124672613"
"Andere","1998","4","Ostdeutschland","12","","",""
"Andere","1998","4","Westdeutschland","44","0.0245530726470279","0.0169700413816519","0.0321361039124039"
"Andere","1998","5 Einkommensstärkstes Quintil","Ostdeutschland","4","","",""
"Andere","1998","5 Einkommensstärkstes Quintil","Westdeutschland","21","","",""
"nicht erwerbstätig","1998","1 Einkommensschwächstes Quintil","Ostdeutschland","834","0.583067293487025","0.558701752828412","0.607432834145638"
"nicht erwerbstätig","1998","1 Einkommensschwächstes Quintil","Westdeutschland","1751","0.609118993653126","0.591793515917339","0.626444471388914"
"nicht erwerbstätig","1998","2","Ostdeutschland","537","0.520628651489018","0.492398361048268","0.548858941929769"
"nicht erwerbstätig","1998","2","Westdeutschland","1321","0.515860378847305","0.497681128411754","0.534039629282857"
"nicht erwerbstätig","1998","3","Ostdeutschland","229","0.416914557864633","0.379356015798187","0.45447309993108"
"nicht erwerbstätig","1998","3","Westdeutschland","650","0.398346382948108","0.376397043623852","0.420295722272364"
"nicht erwerbstätig","1998","4","Ostdeutschland","82","0.296926478979392","0.247404379315942","0.346448578642841"
"nicht erwerbstätig","1998","4","Westdeutschland","462","0.324116799487879","0.301183069418299","0.347050529557458"
"nicht erwerbstätig","1998","5 Einkommensstärkstes Quintil","Ostdeutschland","20","","",""
"nicht erwerbstätig","1998","5 Einkommensstärkstes Quintil","Westdeutschland","223","0.277038010219963","0.247992561930789","0.306083458509138"
"Teilzeit","1998","1 Einkommensschwächstes Quintil","Ostdeutschland","77","0.0457132657631555","0.0353917305806783","0.0560348009456327"
"Teilzeit","1998","1 Einkommensschwächstes Quintil","Westdeutschland","240","0.0823185871066598","0.0725595541312716","0.0920776200820479"
"Teilzeit","1998","2","Ostdeutschland","63","0.0464332977497817","0.0345426481704117","0.0583239473291516"
"Teilzeit","1998","2","Westdeutschland","255","0.0858435515189136","0.0756532115025972","0.09603389153523"
"Teilzeit","1998","3","Ostdeutschland","38","0.0482688225928531","0.0319417021239643","0.0645959430617419"
"Teilzeit","1998","3","Westdeutschland","182","0.0907261211609271","0.0778486295120523","0.103603612809802"
"Teilzeit","1998","4","Ostdeutschland","20","","",""
"Teilzeit","1998","4","Westdeutschland","144","0.0938230617811961","0.0795357868130452","0.108110336749347"
"Teilzeit","1998","5 Einkommensstärkstes Quintil","Ostdeutschland","5","","",""
"Teilzeit","1998","5 Einkommensstärkstes Quintil","Westdeutschland","86","0.0920918151566609","0.0733253639456335","0.110858266367688"
"voll erwerbstätig","1998","1 Einkommensschwächstes Quintil","Ostdeutschland","535","0.30268643979485","0.27998286378729","0.325390015802409"
"voll erwerbstätig","1998","1 Einkommensschwächstes Quintil","Westdeutschland","835","0.245886537433221","0.230596885934665","0.261176188931778"
"voll erwerbstätig","1998","2","Ostdeutschland","554","0.402488346395363","0.374776521730242","0.430200171060485"
"voll erwerbstätig","1998","2","Westdeutschland","1143","0.345905513007541","0.328602427284635","0.363208598730447"
"voll erwerbstätig","1998","3","Ostdeutschland","365","0.499319904371889","0.461231857853484","0.537407950890293"
"voll erwerbstätig","1998","3","Westdeutschland","975","0.461819178365564","0.439467103760682","0.484171252970446"
"voll erwerbstätig","1998","4","Ostdeutschland","213","0.593485383394264","0.540247925298318","0.64672284149021"
"voll erwerbstätig","1998","4","Westdeutschland","950","0.557507066083897","0.533170098829999","0.581844033337796"
"voll erwerbstätig","1998","5 Einkommensstärkstes Quintil","Ostdeutschland","71","0.683448371160352","0.592284402384775","0.774612339935928"
"voll erwerbstätig","1998","5 Einkommensstärkstes Quintil","Westdeutschland","582","0.606034889833624","0.574322544167722","0.637747235499525"
"Andere","1999","1 Einkommensschwächstes Quintil","Ostdeutschland","116","0.0693204936580828","0.0554866104249947","0.083154376891171"
"Andere","1999","1 Einkommensschwächstes Quintil","Westdeutschland","237","0.0897194191641305","0.078664233966335","0.100774604361926"
"Andere","1999","2","Ostdeutschland","63","0.033457601455081","0.0238684920620487","0.0430467108481133"
"Andere","1999","2","Westdeutschland","221","0.0700420418046316","0.0604997919631568","0.0795842916461064"
"Andere","1999","3","Ostdeutschland","27","","",""
"Andere","1999","3","Westdeutschland","103","0.0485375946811932","0.0388053247890374","0.0582698645733489"
"Andere","1999","4","Ostdeutschland","14","","",""
"Andere","1999","4","Westdeutschland","69","0.0416678833206128","0.0320463214262301","0.0512894452149955"
"Andere","1999","5 Einkommensstärkstes Quintil","Ostdeutschland","5","","",""
"Andere","1999","5 Einkommensstärkstes Quintil","Westdeutschland","44","0.0489984297649236","0.0359167369420922","0.062080122587755"
"nicht erwerbstätig","1999","1 Einkommensschwächstes Quintil","Ostdeutschland","668","0.575333650882438","0.548412289414661","0.602255012350216"
"nicht erwerbstätig","1999","1 Einkommensschwächstes Quintil","Westdeutschland","1452","0.599068526918616","0.580109830017782","0.61802722381945"
"nicht erwerbstätig","1999","2","Ostdeutschland","597","0.503090658327067","0.47642930908824","0.529752007565894"
"nicht erwerbstätig","1999","2","Westdeutschland","1192","0.491468931129114","0.472777329913291","0.510160532344938"
"nicht erwerbstätig","1999","3","Ostdeutschland","246","0.430198221562573","0.393175705686154","0.467220737438992"
"nicht erwerbstätig","1999","3","Westdeutschland","640","0.389212922136528","0.367131972466321","0.411293871806736"
"nicht erwerbstätig","1999","4","Ostdeutschland","80","0.301496788994791","0.253212159566475","0.349781418423107"
"nicht erwerbstätig","1999","4","Westdeutschland","456","0.32093589245008","0.298458218367408","0.343413566532752"
"nicht erwerbstätig","1999","5 Einkommensstärkstes Quintil","Ostdeutschland","22","","",""
"nicht erwerbstätig","1999","5 Einkommensstärkstes Quintil","Westdeutschland","263","0.302628996987257","0.274788982264218","0.330469011710296"
"Teilzeit","1999","1 Einkommensschwächstes Quintil","Ostdeutschland","77","0.0509864604364295","0.039005908039628","0.062967012833231"
"Teilzeit","1999","1 Einkommensschwächstes Quintil","Westdeutschland","190","0.0732416822690126","0.0631631437858265","0.0833202207521987"
"Teilzeit","1999","2","Ostdeutschland","88","0.0572515600979931","0.0448632522060455","0.0696398679899407"
"Teilzeit","1999","2","Westdeutschland","250","0.0864838570732231","0.0759747609320701","0.0969929532143762"
"Teilzeit","1999","3","Ostdeutschland","37","0.0460518292067206","0.0303787057353215","0.0617249526781197"
"Teilzeit","1999","3","Westdeutschland","198","0.0988636045415506","0.0853462194031153","0.112380989679986"
"Teilzeit","1999","4","Ostdeutschland","23","","",""
"Teilzeit","1999","4","Westdeutschland","156","0.0926584857488019","0.0786975403988801","0.106619431098724"
"Teilzeit","1999","5 Einkommensstärkstes Quintil","Ostdeutschland","4","","",""
"Teilzeit","1999","5 Einkommensstärkstes Quintil","Westdeutschland","93","0.0747066509443629","0.0587735024818763","0.0906397994068495"
"voll erwerbstätig","1999","1 Einkommensschwächstes Quintil","Ostdeutschland","434","0.304359395023049","0.279298358757823","0.329420431288276"
"voll erwerbstätig","1999","1 Einkommensschwächstes Quintil","Westdeutschland","688","0.237970371648241","0.221496998734767","0.254443744561715"
"voll erwerbstätig","1999","2","Ostdeutschland","603","0.406200180119859","0.380011687412515","0.432388672827203"
"voll erwerbstätig","1999","2","Westdeutschland","1085","0.352005169993031","0.334148518676014","0.369861821310048"
"voll erwerbstätig","1999","3","Ostdeutschland","377","0.484135848868459","0.446766027849911","0.521505669887006"
"voll erwerbstätig","1999","3","Westdeutschland","932","0.463385878640728","0.440802877921071","0.485968879360385"
"voll erwerbstätig","1999","4","Ostdeutschland","230","0.581409449719818","0.529503265156423","0.633315634283212"
"voll erwerbstätig","1999","4","Westdeutschland","976","0.544737738480505","0.520759824698444","0.568715652262566"
"voll erwerbstätig","1999","5 Einkommensstärkstes Quintil","Ostdeutschland","72","0.668966155399794","0.578086274170217","0.759846036629371"
"voll erwerbstätig","1999","5 Einkommensstärkstes Quintil","Westdeutschland","646","0.573665922303456","0.543695918448424","0.603635926158489"
"Andere","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","180","0.0806038326795415","0.0686462979226549","0.0925613674364282"
"Andere","2000","1 Einkommensschwächstes Quintil","Westdeutschland","386","0.0906537373951576","0.0820510439413249","0.0992564308489902"
"Andere","2000","2","Ostdeutschland","99","0.0462166712766963","0.0369758423842294","0.0554575001691632"
"Andere","2000","2","Westdeutschland","322","0.0602239194146215","0.0535202612470225","0.0669275775822205"
"Andere","2000","3","Ostdeutschland","39","0.0347053385061751","0.0235813760118651","0.0458293010004851"
"Andere","2000","3","Westdeutschland","243","0.0596541024781209","0.0519365821015576","0.0673716228546842"
"Andere","2000","4","Ostdeutschland","22","","",""
"Andere","2000","4","Westdeutschland","131","0.038598323423501","0.0319632409296214","0.0452334059173805"
"Andere","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","7","","",""
"Andere","2000","5 Einkommensstärkstes Quintil","Westdeutschland","62","0.026196961228879","0.0196495291876275","0.0327443932701306"
"nicht erwerbstätig","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","1089","0.579701362888692","0.558019648830633","0.601383076946751"
"nicht erwerbstätig","2000","1 Einkommensschwächstes Quintil","Westdeutschland","2506","0.60016174395673","0.585484203894892","0.614839284018568"
"nicht erwerbstätig","2000","2","Ostdeutschland","976","0.537470972071512","0.515526065424856","0.559415878718167"
"nicht erwerbstätig","2000","2","Westdeutschland","2218","0.486218248426616","0.472134439521911","0.500302057331321"
"nicht erwerbstätig","2000","3","Ostdeutschland","398","0.427438977730772","0.397372720243937","0.457505235217607"
"nicht erwerbstätig","2000","3","Westdeutschland","1286","0.373727815809603","0.357963574193431","0.389492057425775"
"nicht erwerbstätig","2000","4","Ostdeutschland","143","0.280986905103006","0.245170512321677","0.316803297884335"
"nicht erwerbstätig","2000","4","Westdeutschland","1006","0.324303405125529","0.308179832121656","0.340426978129402"
"nicht erwerbstätig","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","37","0.186586899598102","0.136129309385943","0.237044489810262"
"nicht erwerbstätig","2000","5 Einkommensstärkstes Quintil","Westdeutschland","665","0.313904849768976","0.294880879196536","0.332928820341415"
"Teilzeit","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","137","0.0679767080880646","0.0569205075213316","0.0790329086547976"
"Teilzeit","2000","1 Einkommensschwächstes Quintil","Westdeutschland","342","0.0816846179697324","0.0734784005659254","0.0898908353735395"
"Teilzeit","2000","2","Ostdeutschland","121","0.0528887038810552","0.0430379673352662","0.0627394404268441"
"Teilzeit","2000","2","Westdeutschland","495","0.0930363856979937","0.084851049793688","0.1012217216023"
"Teilzeit","2000","3","Ostdeutschland","58","0.0529132790054804","0.0393079630204713","0.0665185949904895"
"Teilzeit","2000","3","Westdeutschland","454","0.11665523010964","0.106195245678806","0.127115214540474"
"Teilzeit","2000","4","Ostdeutschland","39","0.0597978920745567","0.0409038903147368","0.0786918938343767"
"Teilzeit","2000","4","Westdeutschland","346","0.102918304698746","0.0924525156134996","0.113384093783993"
"Teilzeit","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","13","","",""
"Teilzeit","2000","5 Einkommensstärkstes Quintil","Westdeutschland","227","0.0919472579363185","0.0801022622695287","0.103792253603108"
"voll erwerbstätig","2000","1 Einkommensschwächstes Quintil","Ostdeutschland","585","0.271718096343702","0.25217823390214","0.291257958785264"
"voll erwerbstätig","2000","1 Einkommensschwächstes Quintil","Westdeutschland","1045","0.22749990067838","0.214939114420776","0.240060686935985"
"voll erwerbstätig","2000","2","Ostdeutschland","787","0.363423652770737","0.342253763939903","0.384593541601571"
"voll erwerbstätig","2000","2","Westdeutschland","1803","0.360521446460769","0.346991573979503","0.374051318942035"
"voll erwerbstätig","2000","3","Ostdeutschland","545","0.484942404757572","0.454568236096847","0.515316573418297"
"voll erwerbstätig","2000","3","Westdeutschland","1635","0.449962851602636","0.433752286641252","0.46617341656402"
"voll erwerbstätig","2000","4","Ostdeutschland","401","0.61495341183915","0.576178738196701","0.653728085481599"
"voll erwerbstätig","2000","4","Westdeutschland","1755","0.534179966752224","0.516998408526972","0.551361524977475"
"voll erwerbstätig","2000","5 Einkommensstärkstes Quintil","Ostdeutschland","172","0.728294177891292","0.670679486334551","0.785908869448033"
"voll erwerbstätig","2000","5 Einkommensstärkstes Quintil","Westdeutschland","1332","0.567950931065827","0.5476445784808","0.588257283650854"
"Andere","2001","1 Einkommensschwächstes Quintil","Ostdeutschland","146","0.075207446516468","0.0624824198025584","0.0879324732303776"
"Andere","2001","1 Einkommensschwächstes Quintil","Westdeutschland","371","0.09948174195143","0.0896990990324651","0.109264384870395"
"Andere","2001","2","Ostdeutschland","110","0.0562157675110845","0.0455955247115077","0.0668360103106612"
"Andere","2001","2","Westdeutschland","339","0.0730297400327009","0.0651260906996526","0.0809333893657492"
"Andere","2001","3","Ostdeutschland","42","0.0347389290051654","0.023858043220052","0.0456198147902788"
"Andere","2001","3","Westdeutschland","203","0.054181715931735","0.0466168872021273","0.0617465446613428"
"Andere","2001","4","Ostdeutschland","32","0.048666963794304","0.0320097449432702","0.0653241826453377"
"Andere","2001","4","Westdeutschland","133","0.0400355740104714","0.0331042306945397","0.0469669173264032"
"Andere","2001","5 Einkommensstärkstes Quintil","Ostdeutschland","8","","",""
"Andere","2001","5 Einkommensstärkstes Quintil","Westdeutschland","74","0.0332708580805636","0.0258004609647034","0.0407412551964239"
"nicht erwerbstätig","2001","1 Einkommensschwächstes Quintil","Ostdeutschland","939","0.61090603148235","0.587381522099159","0.634430540865541"
"nicht erwerbstätig","2001","1 Einkommensschwächstes Quintil","Westdeutschland","2040","0.595922355112919","0.579883790412627","0.611960919813212"
"nicht erwerbstätig","2001","2","Ostdeutschland","881","0.524556005976022","0.501530211203819","0.547581800748225"
"nicht erwerbstätig","2001","2","Westdeutschland","1900","0.483179635243465","0.467999731925673","0.498359538561258"
"nicht erwerbstätig","2001","3","Ostdeutschland","464","0.474856265537427","0.445183787038288","0.504528744036566"
"nicht erwerbstätig","2001","3","Westdeutschland","1308","0.402446685075033","0.386059235174822","0.418834134975243"
"nicht erwerbstätig","2001","4","Ostdeutschland","146","0.26201210710032","0.227970945235249","0.29605326896539"
"nicht erwerbstätig","2001","4","Westdeutschland","1004","0.339921398855702","0.323173748308675","0.35666904940273"
"nicht erwerbstätig","2001","5 Einkommensstärkstes Quintil","Ostdeutschland","38","0.156433561244691","0.111313151996795","0.201553970492586"
"nicht erwerbstätig","2001","5 Einkommensstärkstes Quintil","Westdeutschland","627","0.301352572419164","0.282239708555339","0.32046543628299"
