"year","age_gr","regtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1993","35-65","Staedtischer Raum","7.02","6.5","4385","5","6","8","9","10","6.96","7.08","0","10","7","7"
"1993","66 +","Laendlicher Raum","7.2","7.5","523","5","6","8","10","10","7.03","7.37","0","10","7","8"
"1993","66 +","Staedtischer Raum","7.5","7.5","930","5","6","9","10","10","7.37","7.63","0","10","8","8"
"1994","17-34","Laendlicher Raum","","","","","","","","","","","","","",""
"1994","17-34","Staedtischer Raum","","","","","","","","","","","","","",""
"1994","35-65","Laendlicher Raum","","","","","","","","","","","","","",""
"1994","35-65","Staedtischer Raum","","","","","","","","","","","","","",""
"1994","66 +","Laendlicher Raum","","","","","","","","","","","","","",""
"1994","66 +","Staedtischer Raum","","","","","","","","","","","","","",""
"1995","17-34","Laendlicher Raum","","","","","","","","","","","","","",""
"1995","17-34","Staedtischer Raum","6.87","6.5","3249","4","6","8","9","10","6.8","6.94","0","10","7","7"
"1995","35-65","Laendlicher Raum","","","","","","","","","","","","","",""
"1995","35-65","Staedtischer Raum","6.94","6.5","4403","4","6","8","9","10","6.88","7","0","10","7","7"
"1995","66 +","Laendlicher Raum","7.67","7.5","513","5","7","9","10","10","7.51","7.83","0","10","8","8"
"1995","66 +","Staedtischer Raum","","","","","","","","","","","","","",""
"1996","17-34","Laendlicher Raum","","","","","","","","","","","","","",""
"1996","17-34","Staedtischer Raum","7.07","6.5","3151","5","6","8","9","10","7","7.14","0","10","7","7"
"1996","35-65","Laendlicher Raum","","","","","","","","","","","","","",""
"1996","35-65","Staedtischer Raum","7.07","6.5","4312","5","6","8","9","10","7.01","7.13","0","10","7","7"
"1996","66 +","Laendlicher Raum","7.59","7.5","516","5","7","9","10","10","7.43","7.75","1","10","8","8"
"1996","66 +","Staedtischer Raum","","","","","","","","","","","","","",""
"1997","17-34","Laendlicher Raum","","","","","","","","","","","","","",""
"1997","17-34","Staedtischer Raum","6.81","6.5","3044","4","6","8","9","10","6.74","6.88","0","10","7","7"
"1997","35-65","Laendlicher Raum","","","","","","","","","","","","","",""
"1997","35-65","Staedtischer Raum","6.56","6.5","4234","4","5","8","9","10","6.5","6.62","0","10","7","7"
"1997","66 +","Laendlicher Raum","6.96","6.5","526","5","6","8","9","10","6.81","7.11","1","10","7","8"
"1997","66 +","Staedtischer Raum","","","","","","","","","","","","","",""
"1998","17-34","Laendlicher Raum","","","","","","","","","","","","","",""
"1998","17-34","Staedtischer Raum","6.9","6.5","3207","4","6","8","9","10","6.84","6.96","0","10","7","7"
"1998","35-65","Laendlicher Raum","","","","","","","","","","","","","",""
"1998","35-65","Staedtischer Raum","6.94","6.5","4781","5","6","8","9","10","6.89","6.99","0","10","7","7"
"1998","66 +","Laendlicher Raum","7.37","7.5","614","5","6","9","10","10","7.22","7.52","0","10","7","8"
"1998","66 +","Staedtischer Raum","","","","","","","","","","","","","",""
"1999","17-34","Laendlicher Raum","","","","","","","","","","","","","",""
"1999","17-34","Staedtischer Raum","7.04","6.5","3007","5","6","8","9","10","6.97","7.11","0","10","7","7"
"1999","35-65","Laendlicher Raum","","","","","","","","","","","","","",""
"1999","35-65","Staedtischer Raum","7.03","6.5","4640","5","6","8","9","10","6.98","7.08","0","10","7","7"
"1999","66 +","Laendlicher Raum","7.5","7.5","613","5","7","9","10","10","7.36","7.64","0","10","7","8"
"1999","66 +","Staedtischer Raum","","","","","","","","","","","","","",""
"2000","17-34","Laendlicher Raum","","","","","","","","","","","","","",""
"2000","17-34","Staedtischer Raum","7.23","7.5","4586","5","6","8","9","10","7.18","7.28","0","10","7","8"
"2000","35-65","Laendlicher Raum","7.06","6.5","4689","5","6","8","9","10","7.01","7.11","0","10","7","7"
"2000","35-65","Staedtischer Raum","7.23","7.5","8709","5","6","8","9","10","7.19","7.27","0","10","8","8"
"2000","66 +","Laendlicher Raum","","","","","","","","","","","","","",""
"2000","66 +","Staedtischer Raum","","","","","","","","","","","","","",""
"2001","17-34","Laendlicher Raum","","","","","","","","","","","","","",""
"2001","17-34","Staedtischer Raum","7.19","7.5","4064","5","6","8","9","10","7.14","7.24","0","10","7","8"
"2001","35-65","Laendlicher Raum","7.04","6.5","4277","5","6","8","9","10","6.98","7.1","0","10","7","7"
"2001","35-65","Staedtischer Raum","7.17","7.5","7951","5","6","8","9","10","7.13","7.21","0","10","8","8"
"2001","66 +","Laendlicher Raum","","","","","","","","","","","","","",""
"2001","66 +","Staedtischer Raum","","","","","","","","","","","","","",""
"2002","17-34","Laendlicher Raum","","","","","","","","","","","","","",""
"2002","17-34","Staedtischer Raum","7.01","6.5","4012","5","6","8","9","10","6.96","7.06","0","10","7","7"
"2002","35-65","Laendlicher Raum","6.72","6.5","4437","4","5","8","9","10","6.66","6.78","0","10","7","7"
"2002","35-65","Staedtischer Raum","6.89","6.5","8834","4","6","8","9","10","6.85","6.93","0","10","7","8"
"2002","66 +","Laendlicher Raum","","","","","","","","","","","","","",""
"2002","66 +","Staedtischer Raum","","","","","","","","","","","","","",""
"2003","17-34","Laendlicher Raum","","","","","","","","","","","","","",""
"2003","17-34","Staedtischer Raum","6.98","6.5","3845","5","6","8","9","10","6.92","7.04","0","10","7","7"
"2003","35-65","Laendlicher Raum","6.72","6.5","4223","4","5","8","9","10","6.66","6.78","0","10","7","7"
"2003","35-65","Staedtischer Raum","6.91","6.5","8437","4","6","8","9","10","6.87","6.95","0","10","7","8"
"2003","66 +","Laendlicher Raum","","","","","","","","","","","","","",""
"2003","66 +","Staedtischer Raum","","","","","","","","","","","","","",""
"2004","17-34","Laendlicher Raum","","","","","","","","","","","","","",""
"2004","17-34","Staedtischer Raum","6.96","6.5","3671","5","6","8","9","10","6.9","7.02","0","10","7","7"
"2004","35-65","Laendlicher Raum","6.66","6.5","4064","4","5","8","9","10","6.6","6.72","0","10","7","7"
"2004","35-65","Staedtischer Raum","6.86","6.5","8122","4","6","8","9","10","6.82","6.9","0","10","7","8"
"2004","66 +","Laendlicher Raum","","","","","","","","","","","","","",""
"2004","66 +","Staedtischer Raum","","","","","","","","","","","","","",""
"2005","17-34","Laendlicher Raum","","","","","","","","","","","","","",""
"2005","17-34","Staedtischer Raum","6.98","6.5","3507","4","6","8","9","10","6.92","7.04","0","10","7","8"
"2005","35-65","Laendlicher Raum","6.63","6.5","3892","4","5","8","9","10","6.57","6.69","0","10","7","7"
"2005","35-65","Staedtischer Raum","6.85","6.5","7693","4","6","8","9","10","6.81","6.89","0","10","7","8"
"2005","66 +","Laendlicher Raum","","","","","","","","","","","","","",""
"2005","66 +","Staedtischer Raum","","","","","","","","","","","","","",""
"2006","17-34","Laendlicher Raum","","","","","","","","","","","","","",""
"2006","17-34","Staedtischer Raum","7.03","6.5","3349","4","6","8","9","10","6.97","7.09","0","10","8","8"
"2006","35-65","Laendlicher Raum","6.86","6.5","4224","4","6","8","9","10","6.8","6.92","0","10","7","7"
"2006","35-65","Staedtischer Raum","6.95","6.5","8159","4","6","8","9","10","6.91","6.99","0","10","8","8"
"2006","66 +","Laendlicher Raum","","","","","","","","","","","","","",""
"2006","66 +","Staedtischer Raum","","","","","","","","","","","","","",""
"2007","17-34","Laendlicher Raum","","","","","","","","","","","","","",""
"2007","17-34","Staedtischer Raum","","","","","","","","","","","","","",""
"2007","35-65","Laendlicher Raum","","","","","","","","","","","","","",""
"2007","35-65","Staedtischer Raum","","","","","","","","","","","","","",""
"2007","66 +","Laendlicher Raum","","","","","","","","","","","","","",""
"2007","66 +","Staedtischer Raum","","","","","","","","","","","","","",""
"2008","17-34","Laendlicher Raum","","","","","","","","","","","","","",""
"2008","17-34","Staedtischer Raum","","","","","","","","","","","","","",""
"2008","35-65","Laendlicher Raum","","","","","","","","","","","","","",""
"2008","35-65","Staedtischer Raum","","","","","","","","","","","","","",""
"2008","66 +","Laendlicher Raum","","","","","","","","","","","","","",""
"2008","66 +","Staedtischer Raum","","","","","","","","","","","","","",""
"2009","17-34","Laendlicher Raum","","","","","","","","","","","","","",""
"2009","17-34","Staedtischer Raum","","","","","","","","","","","","","",""
"2009","35-65","Laendlicher Raum","","","","","","","","","","","","","",""
"2009","35-65","Staedtischer Raum","","","","","","","","","","","","","",""
"2009","66 +","Laendlicher Raum","","","","","","","","","","","","","",""
"2009","66 +","Staedtischer Raum","","","","","","","","","","","","","",""
"2010","17-34","Laendlicher Raum","","","","","","","","","","","","","",""
"2010","17-34","Staedtischer Raum","","","","","","","","","","","","","",""
"2010","35-65","Laendlicher Raum","","","","","","","","","","","","","",""
"2010","35-65","Staedtischer Raum","","","","","","","","","","","","","",""
"2010","66 +","Laendlicher Raum","","","","","","","","","","","","","",""
"2010","66 +","Staedtischer Raum","","","","","","","","","","","","","",""
"2011","17-34","Laendlicher Raum","","","","","","","","","","","","","",""
"2011","17-34","Staedtischer Raum","","","","","","","","","","","","","",""
"2011","35-65","Laendlicher Raum","","","","","","","","","","","","","",""
"2011","35-65","Staedtischer Raum","","","","","","","","","","","","","",""
"2011","66 +","Laendlicher Raum","","","","","","","","","","","","","",""
"2011","66 +","Staedtischer Raum","","","","","","","","","","","","","",""
"2012","17-34","Laendlicher Raum","","","","","","","","","","","","","",""
"2012","17-34","Staedtischer Raum","","","","","","","","","","","","","",""
"2012","35-65","Laendlicher Raum","","","","","","","","","","","","","",""
"2012","35-65","Staedtischer Raum","","","","","","","","","","","","","",""
"2012","66 +","Laendlicher Raum","","","","","","","","","","","","","",""
"2012","66 +","Staedtischer Raum","","","","","","","","","","","","","",""
"2013","17-34","Laendlicher Raum","","","","","","","","","","","","","",""
"2013","17-34","Staedtischer Raum","7.61","7.5","4187","5","7","9","10","10","7.55","7.67","0","10","8","8"
"2013","35-65","Laendlicher Raum","7.26","7.5","4529","5","6","9","9","10","7.2","7.32","0","10","8","8"
"2013","35-65","Staedtischer Raum","7.4","7.5","8411","5","7","9","10","10","7.36","7.44","0","10","8","8"
"2013","66 +","Laendlicher Raum","","","","","","","","","","","","","",""
"2013","66 +","Staedtischer Raum","7.66","7.5","3224","5","7","9","10","10","7.6","7.72","0","10","8","8"
"2014","17-34","Laendlicher Raum","","","","","","","","","","","","","",""
"2014","17-34","Staedtischer Raum","","","","","","","","","","","","","",""
"2014","35-65","Laendlicher Raum","","","","","","","","","","","","","",""
"2014","35-65","Staedtischer Raum","","","","","","","","","","","","","",""
"2014","66 +","Laendlicher Raum","","","","","","","","","","","","","",""
"2014","66 +","Staedtischer Raum","","","","","","","","","","","","","",""
"2015","17-34","Laendlicher Raum","","","","","","","","","","","","","",""
"2015","17-34","Staedtischer Raum","","","","","","","","","","","","","",""
"2015","35-65","Laendlicher Raum","","","","","","","","","","","","","",""
"2015","35-65","Staedtischer Raum","","","","","","","","","","","","","",""
"2015","66 +","Laendlicher Raum","","","","","","","","","","","","","",""
"2015","66 +","Staedtischer Raum","","","","","","","","","","","","","",""
"2016","17-34","Laendlicher Raum","","","","","","","","","","","","","",""
"2016","17-34","Staedtischer Raum","","","","","","","","","","","","","",""
"2016","35-65","Laendlicher Raum","","","","","","","","","","","","","",""
"2016","35-65","Staedtischer Raum","","","","","","","","","","","","","",""
"2016","66 +","Laendlicher Raum","","","","","","","","","","","","","",""
"2016","66 +","Staedtischer Raum","","","","","","","","","","","","","",""
"2017","17-34","Laendlicher Raum","","","","","","","","","","","","","",""
"2017","17-34","Staedtischer Raum","","","","","","","","","","","","","",""
"2017","35-65","Laendlicher Raum","","","","","","","","","","","","","",""
"2017","35-65","Staedtischer Raum","","","","","","","","","","","","","",""
"2017","66 +","Laendlicher Raum","","","","","","","","","","","","","",""
"2017","66 +","Staedtischer Raum","","","","","","","","","","","","","",""
"2018","17-34","Laendlicher Raum","","","","","","","","","","","","","",""
"2018","17-34","Staedtischer Raum","7.82","7.5","4048","6","7","9","10","10","7.76","7.88","0","10","8","8"
"2018","35-65","Laendlicher Raum","7.47","7.5","5266","5","7","9","9","10","7.42","7.52","0","10","8","8"
"2018","35-65","Staedtischer Raum","7.56","7.5","9329","5","7","9","10","10","7.52","7.6","0","10","8","8"
"2018","66 +","Laendlicher Raum","","","","","","","","","","","","","",""
"2018","66 +","Staedtischer Raum","7.76","7.5","3140","5","7","9","10","10","7.7","7.82","0","10","8","8"
