"year","bildungsniveau","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","Realschule","maennlich","6.87","6.5","2287","5","6","8","9","10","6.8","6.94","0","10","7","7"
"2005","Realschule","weiblich","6.96","6.5","3086","5","6","8","9","10","6.89","7.03","0","10","7","8"
"2006","(Fach-)Abitur","maennlich","6.96","6.5","1059","4","6","8","9","10","6.85","7.07","0","10","7","8"
"2006","(Fach-)Abitur","weiblich","7.24","7.5","1385","5","6","8","9","10","7.15","7.33","0","10","8","8"
"2006","(noch) kein Abschluss","maennlich","6.98","7.5","306","4","6","8","9","10","6.76","7.2","0","10","8","8"
"2006","(noch) kein Abschluss","weiblich","6.91","6.5","345","4","6","8","9","10","6.7","7.12","0","10","7","8"
"2006","AkademikerIn","maennlich","7.44","7.5","2545","5","7","9","9","10","7.38","7.5","0","10","8","8"
"2006","AkademikerIn","weiblich","7.4","7.5","2022","5","6","9","10","10","7.32","7.48","0","10","8","8"
"2006","Hauptschule","maennlich","6.77","6.5","3903","4","5","8","9","10","6.71","6.83","0","10","7","7"
"2006","Hauptschule","weiblich","6.91","6.5","4170","4","5","8","9","10","6.85","6.97","0","10","7","7"
"2006","Realschule","maennlich","6.93","6.5","2412","4","6","8","9","10","6.86","7","0","10","7","8"
"2006","Realschule","weiblich","7.1","7.5","3326","5","6","8","9","10","7.04","7.16","0","10","8","8"
"2007","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"2007","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"2007","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"2007","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2007","Hauptschule","maennlich","","","","","","","","","","","","","",""
"2007","Hauptschule","weiblich","","","","","","","","","","","","","",""
"2007","Realschule","maennlich","","","","","","","","","","","","","",""
"2007","Realschule","weiblich","","","","","","","","","","","","","",""
"2008","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"2008","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"2008","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"2008","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2008","Hauptschule","maennlich","","","","","","","","","","","","","",""
"2008","Hauptschule","weiblich","","","","","","","","","","","","","",""
"2008","Realschule","maennlich","","","","","","","","","","","","","",""
"2008","Realschule","weiblich","","","","","","","","","","","","","",""
"2009","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"2009","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"2009","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"2009","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2009","Hauptschule","maennlich","","","","","","","","","","","","","",""
"2009","Hauptschule","weiblich","","","","","","","","","","","","","",""
"2009","Realschule","maennlich","","","","","","","","","","","","","",""
"2009","Realschule","weiblich","","","","","","","","","","","","","",""
"2010","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"2010","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2010","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"2010","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"2010","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"2010","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2010","Hauptschule","maennlich","","","","","","","","","","","","","",""
"2010","Hauptschule","weiblich","","","","","","","","","","","","","",""
"2010","Realschule","maennlich","","","","","","","","","","","","","",""
"2010","Realschule","weiblich","","","","","","","","","","","","","",""
"2011","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"2011","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2011","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"2011","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"2011","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"2011","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2011","Hauptschule","maennlich","","","","","","","","","","","","","",""
"2011","Hauptschule","weiblich","","","","","","","","","","","","","",""
"2011","Realschule","maennlich","","","","","","","","","","","","","",""
"2011","Realschule","weiblich","","","","","","","","","","","","","",""
"2012","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"2012","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2012","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"2012","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"2012","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"2012","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2012","Hauptschule","maennlich","","","","","","","","","","","","","",""
"2012","Hauptschule","weiblich","","","","","","","","","","","","","",""
"2012","Realschule","maennlich","","","","","","","","","","","","","",""
"2012","Realschule","weiblich","","","","","","","","","","","","","",""
"2013","(Fach-)Abitur","maennlich","7.47","7.5","1502","5","7","9","9","10","7.38","7.56","0","10","8","8"
"2013","(Fach-)Abitur","weiblich","7.64","7.5","1866","5","7","9","10","10","7.56","7.72","0","10","8","8"
"2013","(noch) kein Abschluss","maennlich","7.26","7.5","459","4","6","9","10","10","7.04","7.48","0","10","8","8"
"2013","(noch) kein Abschluss","weiblich","7.03","6.5","507","4","5","9","10","10","6.82","7.24","0","10","7","8"
"2013","AkademikerIn","maennlich","7.89","7.5","2800","6","7","9","10","10","7.83","7.95","0","10","8","8"
"2013","AkademikerIn","weiblich","7.96","7.5","2657","6","7","9","10","10","7.9","8.02","0","10","8","8"
"2013","Hauptschule","maennlich","7.15","7.5","3812","4","6","8","10","10","7.09","7.21","0","10","8","8"
"2013","Hauptschule","weiblich","7.31","7.5","4017","5","6","9","10","10","7.25","7.37","0","10","8","8"
"2013","Realschule","maennlich","7.4","7.5","2326","5","7","9","9","10","7.33","7.47","0","10","8","8"
"2013","Realschule","weiblich","7.47","7.5","3241","5","7","9","10","10","7.41","7.53","0","10","8","8"
"2014","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"2014","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2014","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"2014","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"2014","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"2014","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2014","Hauptschule","maennlich","","","","","","","","","","","","","",""
"2014","Hauptschule","weiblich","","","","","","","","","","","","","",""
"2014","Realschule","maennlich","","","","","","","","","","","","","",""
"2014","Realschule","weiblich","","","","","","","","","","","","","",""
"2015","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"2015","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2015","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"2015","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"2015","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"2015","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2015","Hauptschule","maennlich","","","","","","","","","","","","","",""
"2015","Hauptschule","weiblich","","","","","","","","","","","","","",""
"2015","Realschule","maennlich","","","","","","","","","","","","","",""
"2015","Realschule","weiblich","","","","","","","","","","","","","",""
"2016","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"2016","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2016","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"2016","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"2016","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"2016","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2016","Hauptschule","maennlich","","","","","","","","","","","","","",""
"2016","Hauptschule","weiblich","","","","","","","","","","","","","",""
"2016","Realschule","maennlich","","","","","","","","","","","","","",""
"2016","Realschule","weiblich","","","","","","","","","","","","","",""
"2017","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"2017","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2017","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"2017","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"2017","AkademikerIn","maennlich","","","","","","","","","","","","","",""
"2017","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2017","Hauptschule","maennlich","","","","","","","","","","","","","",""
"2017","Hauptschule","weiblich","","","","","","","","","","","","","",""
"2017","Realschule","maennlich","","","","","","","","","","","","","",""
"2017","Realschule","weiblich","","","","","","","","","","","","","",""
"2018","(Fach-)Abitur","maennlich","7.68","7.5","1700","5","7","9","10","10","7.6","7.76","0","10","8","8"
"2018","(Fach-)Abitur","weiblich","7.79","7.5","2309","5","7","9","10","10","7.72","7.86","0","10","8","8"
"2018","(noch) kein Abschluss","maennlich","7.27","6.5","390","5","6","9","10","10","7.05","7.49","0","10","8","8"
"2018","(noch) kein Abschluss","weiblich","7","7.5","482","4","5","9","10","10","6.78","7.22","0","10","7","8"
"2018","AkademikerIn","maennlich","8.04","7.5","3137","6","7","9","10","10","7.99","8.09","0","10","8","8"
"2018","AkademikerIn","weiblich","8.05","7.5","3186","6","7","9","10","10","7.99","8.11","0","10","8","8"
"2018","Hauptschule","maennlich","7.24","7.5","3355","5","6","8","9","10","7.18","7.3","0","10","8","8"
"2018","Hauptschule","weiblich","7.39","7.5","3403","5","6","9","10","10","7.32","7.46","0","10","8","8"
"2018","Realschule","maennlich","7.54","7.5","2673","5","7","9","9","10","7.47","7.61","0","10","8","8"
"2018","Realschule","weiblich","7.6","7.5","3963","5","7","9","10","10","7.54","7.66","0","10","8","8"
