"year","age_gr","migback","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2002","17-34","indirekter Migrationshintergrund","6.78","6.5","625","6.63","6.93"
"2002","17-34","kein Migrationshintergrund","7.05","6.5","4755","7","7.1"
"2002","35-65","direkter Migrationshintergrund","6.47","6.5","1706","6.38","6.56"
"2002","35-65","indirekter Migrationshintergrund","6.53","6.5","130","6.2","6.86"
"2002","35-65","kein Migrationshintergrund","6.9","6.5","11435","6.87","6.93"
"2002","66 +","direkter Migrationshintergrund","7.04","6.5","344","6.84","7.24"
"2002","66 +","indirekter Migrationshintergrund","","","","",""
"2002","66 +","kein Migrationshintergrund","7.35","7.5","3213","7.29","7.41"
"2003","17-34","direkter Migrationshintergrund","6.72","6.5","665","6.58","6.86"
"2003","17-34","indirekter Migrationshintergrund","6.86","6.5","627","6.72","7"
"2003","17-34","kein Migrationshintergrund","6.97","6.5","4529","6.92","7.02"
"2003","35-65","direkter Migrationshintergrund","6.46","6.5","1590","6.37","6.55"
"2003","35-65","indirekter Migrationshintergrund","6.72","6.5","138","6.4","7.04"
"2003","35-65","kein Migrationshintergrund","6.91","6.5","10932","6.88","6.94"
"2003","66 +","direkter Migrationshintergrund","6.82","6.5","354","6.62","7.02"
"2003","66 +","indirekter Migrationshintergrund","","","","",""
"2003","66 +","kein Migrationshintergrund","7.39","7.5","3270","7.33","7.45"
"2004","17-34","direkter Migrationshintergrund","6.79","6.5","622","6.65","6.93"
"2004","17-34","indirekter Migrationshintergrund","6.71","6.5","634","6.56","6.86"
"2004","17-34","kein Migrationshintergrund","7.02","6.5","4312","6.97","7.07"
"2004","35-65","direkter Migrationshintergrund","6.33","6.5","1543","6.23","6.43"
"2004","35-65","indirekter Migrationshintergrund","6.49","6.5","151","6.17","6.81"
"2004","35-65","kein Migrationshintergrund","6.88","6.5","10492","6.84","6.92"
"2004","66 +","direkter Migrationshintergrund","6.81","6.5","362","6.62","7"
"2004","66 +","indirekter Migrationshintergrund","","","","",""
"2004","66 +","kein Migrationshintergrund","7.18","7.5","3365","7.12","7.24"
"2005","17-34","direkter Migrationshintergrund","6.63","6.5","527","6.46","6.8"
"2005","17-34","indirekter Migrationshintergrund","6.67","6.5","658","6.52","6.82"
"2005","17-34","kein Migrationshintergrund","7.05","6.5","4101","6.99","7.11"
"2005","35-65","direkter Migrationshintergrund","6.29","6.5","1469","6.19","6.39"
"2005","35-65","indirekter Migrationshintergrund","6.89","6.5","155","6.61","7.17"
"2005","35-65","kein Migrationshintergrund","6.87","6.5","9961","6.83","6.91"
"2005","66 +","direkter Migrationshintergrund","6.79","6.5","366","6.59","6.99"
"2005","66 +","indirekter Migrationshintergrund","","","","",""
"2005","66 +","kein Migrationshintergrund","7.32","7.5","3368","7.26","7.38"
"2006","17-34","direkter Migrationshintergrund","6.82","6.5","535","6.66","6.98"
"2006","17-34","indirekter Migrationshintergrund","6.64","6.5","619","6.48","6.8"
"2006","17-34","kein Migrationshintergrund","7.18","7.5","3947","7.12","7.24"
"2006","35-65","direkter Migrationshintergrund","6.42","6.5","1445","6.32","6.52"
"2006","35-65","indirekter Migrationshintergrund","7.03","6.5","182","6.75","7.31"
"2006","35-65","kein Migrationshintergrund","7.01","6.5","10756","6.97","7.05"
"2006","66 +","direkter Migrationshintergrund","6.52","6.5","388","6.33","6.71"
"2006","66 +","indirekter Migrationshintergrund","","","","",""
"2006","66 +","kein Migrationshintergrund","7.25","7.5","4012","7.19","7.31"
"2007","17-34","direkter Migrationshintergrund","","","","",""
"2007","17-34","indirekter Migrationshintergrund","","","","",""
"2007","17-34","kein Migrationshintergrund","","","","",""
"2007","35-65","direkter Migrationshintergrund","","","","",""
"2007","35-65","indirekter Migrationshintergrund","","","","",""
"2007","35-65","kein Migrationshintergrund","","","","",""
"2007","66 +","direkter Migrationshintergrund","","","","",""
"2007","66 +","indirekter Migrationshintergrund","","","","",""
"2007","66 +","kein Migrationshintergrund","","","","",""
"2008","17-34","direkter Migrationshintergrund","","","","",""
"2008","17-34","indirekter Migrationshintergrund","","","","",""
"2008","17-34","kein Migrationshintergrund","","","","",""
"2008","35-65","direkter Migrationshintergrund","","","","",""
"2008","35-65","indirekter Migrationshintergrund","","","","",""
"2008","35-65","kein Migrationshintergrund","","","","",""
"2008","66 +","direkter Migrationshintergrund","","","","",""
"2008","66 +","indirekter Migrationshintergrund","","","","",""
"2008","66 +","kein Migrationshintergrund","","","","",""
"2009","17-34","direkter Migrationshintergrund","","","","",""
"2009","17-34","indirekter Migrationshintergrund","","","","",""
"2009","17-34","kein Migrationshintergrund","","","","",""
"2009","35-65","direkter Migrationshintergrund","","","","",""
"2009","35-65","indirekter Migrationshintergrund","","","","",""
"2009","35-65","kein Migrationshintergrund","","","","",""
"2009","66 +","direkter Migrationshintergrund","","","","",""
"2009","66 +","indirekter Migrationshintergrund","","","","",""
"2009","66 +","kein Migrationshintergrund","","","","",""
"2010","17-34","direkter Migrationshintergrund","","","","",""
"2010","17-34","indirekter Migrationshintergrund","","","","",""
"2010","17-34","kein Migrationshintergrund","","","","",""
"2010","35-65","direkter Migrationshintergrund","","","","",""
"2010","35-65","indirekter Migrationshintergrund","","","","",""
"2010","35-65","kein Migrationshintergrund","","","","",""
"2010","66 +","direkter Migrationshintergrund","","","","",""
"2010","66 +","indirekter Migrationshintergrund","","","","",""
"2010","66 +","kein Migrationshintergrund","","","","",""
"2011","17-34","direkter Migrationshintergrund","","","","",""
"2011","17-34","indirekter Migrationshintergrund","","","","",""
"2011","17-34","kein Migrationshintergrund","","","","",""
"2011","35-65","direkter Migrationshintergrund","","","","",""
"2011","35-65","indirekter Migrationshintergrund","","","","",""
"2011","35-65","kein Migrationshintergrund","","","","",""
"2011","66 +","direkter Migrationshintergrund","","","","",""
"2011","66 +","indirekter Migrationshintergrund","","","","",""
"2011","66 +","kein Migrationshintergrund","","","","",""
"2012","17-34","direkter Migrationshintergrund","","","","",""
"2012","17-34","indirekter Migrationshintergrund","","","","",""
"2012","17-34","kein Migrationshintergrund","","","","",""
"2012","35-65","direkter Migrationshintergrund","","","","",""
"2012","35-65","indirekter Migrationshintergrund","","","","",""
"2012","35-65","kein Migrationshintergrund","","","","",""
"2012","66 +","direkter Migrationshintergrund","","","","",""
"2012","66 +","indirekter Migrationshintergrund","","","","",""
"2012","66 +","kein Migrationshintergrund","","","","",""
"2013","17-34","direkter Migrationshintergrund","7.44","7.5","1588","7.34","7.54"
"2013","17-34","indirekter Migrationshintergrund","7.5","7.5","1136","7.38","7.62"
"2013","17-34","kein Migrationshintergrund","7.63","7.5","3067","7.57","7.69"
"2013","35-65","direkter Migrationshintergrund","7.06","7.5","3333","6.99","7.13"
"2013","35-65","indirekter Migrationshintergrund","7.34","7.5","499","7.16","7.52"
"2013","35-65","kein Migrationshintergrund","7.41","7.5","9108","7.37","7.45"
"2013","66 +","direkter Migrationshintergrund","7","7.5","443","6.81","7.19"
"2013","66 +","indirekter Migrationshintergrund","","","","",""
"2013","66 +","kein Migrationshintergrund","7.65","7.5","4555","7.6","7.7"
"2014","17-34","direkter Migrationshintergrund","","","","",""
"2014","17-34","indirekter Migrationshintergrund","","","","",""
"2014","17-34","kein Migrationshintergrund","","","","",""
"2014","35-65","direkter Migrationshintergrund","","","","",""
"2014","35-65","indirekter Migrationshintergrund","","","","",""
"2014","35-65","kein Migrationshintergrund","","","","",""
"2014","66 +","direkter Migrationshintergrund","","","","",""
"2014","66 +","indirekter Migrationshintergrund","","","","",""
"2014","66 +","kein Migrationshintergrund","","","","",""
"2015","17-34","direkter Migrationshintergrund","","","","",""
"2015","17-34","indirekter Migrationshintergrund","","","","",""
"2015","17-34","kein Migrationshintergrund","","","","",""
"2015","35-65","direkter Migrationshintergrund","","","","",""
"2015","35-65","indirekter Migrationshintergrund","","","","",""
"2015","35-65","kein Migrationshintergrund","","","","",""
"2015","66 +","direkter Migrationshintergrund","","","","",""
"2015","66 +","indirekter Migrationshintergrund","","","","",""
"2015","66 +","kein Migrationshintergrund","","","","",""
"2016","17-34","direkter Migrationshintergrund","","","","",""
"2016","17-34","indirekter Migrationshintergrund","","","","",""
"2016","17-34","kein Migrationshintergrund","","","","",""
"2016","35-65","direkter Migrationshintergrund","","","","",""
"2016","35-65","indirekter Migrationshintergrund","","","","",""
"2016","35-65","kein Migrationshintergrund","","","","",""
"2016","66 +","direkter Migrationshintergrund","","","","",""
"2016","66 +","indirekter Migrationshintergrund","","","","",""
"2016","66 +","kein Migrationshintergrund","","","","",""
"2017","17-34","direkter Migrationshintergrund","","","","",""
"2017","17-34","indirekter Migrationshintergrund","","","","",""
"2017","17-34","kein Migrationshintergrund","","","","",""
"2017","35-65","direkter Migrationshintergrund","","","","",""
"2017","35-65","indirekter Migrationshintergrund","","","","",""
"2017","35-65","kein Migrationshintergrund","","","","",""
"2017","66 +","direkter Migrationshintergrund","","","","",""
"2017","66 +","indirekter Migrationshintergrund","","","","",""
"2017","66 +","kein Migrationshintergrund","","","","",""
"2018","17-34","direkter Migrationshintergrund","7.53","7.5","1024","7.41","7.65"
"2018","17-34","indirekter Migrationshintergrund","7.69","7.5","960","7.57","7.81"
"2018","17-34","kein Migrationshintergrund","7.78","7.5","3927","7.72","7.84"
"2018","35-65","direkter Migrationshintergrund","7.32","7.5","2897","7.25","7.39"
"2018","35-65","indirekter Migrationshintergrund","7.59","7.5","709","7.45","7.73"
"2018","35-65","kein Migrationshintergrund","7.58","7.5","10989","7.55","7.61"
"2018","66 +","direkter Migrationshintergrund","7.18","7.5","443","7","7.36"
"2018","66 +","indirekter Migrationshintergrund","","","","",""
"2018","66 +","kein Migrationshintergrund","7.74","7.5","4508","7.69","7.79"
