,Unnamed: 0,year,age_gr,plb0419_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
58,58,1993,30-45 y.,Easy,0.17954,115,2909,0.1558,0.20231
59,59,1993,30-45 y.,Difficult,0.63465,511,2909,0.59479,0.68192
60,60,1993,30-45 y.,Almost impossible,0.18581,177,2909,0.16569,0.20682
61,61,1993,46-65 y.,Easy,0.04645,34,2909,0.03748,0.05707
62,62,1993,46-65 y.,Difficult,0.35103,308,2909,0.32632,0.37378
63,63,1993,46-65 y.,Almost impossible,0.60252,588,2909,0.5746,0.62995
64,64,1994,17-29 y.,Easy,0.23536,247,2889,0.21267,0.25646
65,65,1994,17-29 y.,Difficult,0.59453,723,2889,0.56373,0.62071
66,66,1994,17-29 y.,Almost impossible,0.1701,207,2889,0.15445,0.18752
67,67,1994,30-45 y.,Easy,0.14572,113,2889,0.12792,0.16735
68,68,1994,30-45 y.,Difficult,0.62235,510,2889,0.58587,0.66707
69,69,1994,30-45 y.,Almost impossible,0.23193,203,2889,0.20904,0.26086
70,70,1994,46-65 y.,Difficult,0.34674,295,2889,0.32308,0.37022
71,71,1994,46-65 y.,Almost impossible,0.65326,591,2889,0.61372,0.69309
72,72,1995,17-29 y.,Easy,0.22115,237,3022,0.19698,0.2471
73,73,1995,17-29 y.,Difficult,0.61501,750,3022,0.58465,0.64623
74,74,1995,17-29 y.,Almost impossible,0.16384,213,3022,0.14673,0.18191
75,75,1995,30-45 y.,Easy,0.14518,121,3022,0.12704,0.1642
76,76,1995,30-45 y.,Difficult,0.64915,578,3022,0.60873,0.69476
77,77,1995,30-45 y.,Almost impossible,0.20567,208,3022,0.18405,0.23034
78,78,1995,46-65 y.,Easy,0.04147,36,3022,0.03293,0.05245
79,79,1995,46-65 y.,Difficult,0.36708,324,3022,0.33749,0.39725
80,80,1995,46-65 y.,Almost impossible,0.59145,555,3022,0.55714,0.62732
81,81,1996,17-29 y.,Easy,0.21001,218,2964,0.19032,0.23101
82,82,1996,17-29 y.,Difficult,0.62149,732,2964,0.58245,0.65019
83,83,1996,17-29 y.,Almost impossible,0.16851,224,2964,0.14932,0.188
84,84,1996,30-45 y.,Easy,0.18649,150,2964,0.16177,0.2114
85,85,1996,30-45 y.,Difficult,0.60526,556,2964,0.57099,0.63676
86,86,1996,30-45 y.,Almost impossible,0.20825,193,2964,0.18417,0.23203
87,87,1996,46-65 y.,Difficult,0.40017,340,2964,0.37007,0.44173
88,88,1996,46-65 y.,Almost impossible,0.59983,551,2964,0.56042,0.64249
89,89,1997,17-29 y.,Easy,0.17903,173,2946,0.15537,0.20212
90,90,1997,17-29 y.,Difficult,0.63119,725,2946,0.59036,0.66384
91,91,1997,17-29 y.,Almost impossible,0.18979,225,2946,0.17228,0.2132
92,92,1997,30-45 y.,Easy,0.12584,114,2946,0.10987,0.14134
93,93,1997,30-45 y.,Difficult,0.67027,597,2946,0.62437,0.71652
94,94,1997,30-45 y.,Almost impossible,0.20389,206,2946,0.18187,0.22537
95,95,1997,46-65 y.,Difficult,0.3739,320,2946,0.34335,0.40801
96,96,1997,46-65 y.,Almost impossible,0.6261,554,2946,0.57809,0.67781
97,97,1997,66 and older,Almost impossible,1.0,32,2946,0.76708,1.21216
98,98,1998,17-29 y.,Easy,0.1622,185,3077,0.14612,0.18264
99,99,1998,17-29 y.,Difficult,0.66655,758,3077,0.63275,0.7012
100,100,1998,17-29 y.,Almost impossible,0.17125,223,3077,0.15394,0.18735
101,101,1998,30-45 y.,Easy,0.14053,143,3077,0.12605,0.15874
102,102,1998,30-45 y.,Difficult,0.65505,640,3077,0.62099,0.69212
103,103,1998,30-45 y.,Almost impossible,0.20442,217,3077,0.18378,0.22608
104,104,1998,46-65 y.,Difficult,0.38356,330,3077,0.35006,0.41333
105,105,1998,46-65 y.,Almost impossible,0.61644,581,3077,0.58327,0.65065
106,106,1999,17-29 y.,Easy,0.20078,191,2726,0.17684,0.22716
107,107,1999,17-29 y.,Difficult,0.64533,690,2726,0.61305,0.68457
108,108,1999,17-29 y.,Almost impossible,0.15389,178,2726,0.14124,0.1705
109,109,1999,30-45 y.,Easy,0.15613,120,2726,0.13358,0.18409
110,110,1999,30-45 y.,Difficult,0.64981,561,2726,0.61365,0.69093
111,111,1999,30-45 y.,Almost impossible,0.19406,184,2726,0.17327,0.21562
112,112,1999,46-65 y.,Difficult,0.33628,280,2726,0.30972,0.36257
113,113,1999,46-65 y.,Almost impossible,0.66372,522,2726,0.61762,0.70459
114,114,2000,17-29 y.,Easy,0.2429,380,4750,0.23024,0.25744
115,115,2000,17-29 y.,Difficult,0.57569,964,4750,0.55238,0.59837
116,116,2000,17-29 y.,Almost impossible,0.1814,318,4750,0.16792,0.19503
117,117,2000,30-45 y.,Easy,0.17705,247,4750,0.16311,0.19203
118,118,2000,30-45 y.,Difficult,0.61724,952,4750,0.59342,0.64093
119,119,2000,30-45 y.,Almost impossible,0.20571,340,4750,0.1958,0.21756
120,120,2000,46-65 y.,Easy,0.04998,68,4750,0.04503,0.05607
121,121,2000,46-65 y.,Difficult,0.36362,521,4750,0.34898,0.37894
122,122,2000,46-65 y.,Almost impossible,0.5864,900,4750,0.56592,0.60573
123,123,2000,66 and older,Almost impossible,1.0,60,4750,0.91732,1.07189
124,124,2001,17-29 y.,Easy,0.26763,388,4133,0.25082,0.28854
125,125,2001,17-29 y.,Difficult,0.5603,856,4133,0.53564,0.59126
126,126,2001,17-29 y.,Almost impossible,0.17207,264,4133,0.15803,0.1885
127,127,2001,30-45 y.,Easy,0.20771,253,4133,0.1918,0.22305
128,128,2001,30-45 y.,Difficult,0.60254,793,4133,0.57567,0.62862
129,129,2001,30-45 y.,Almost impossible,0.18974,274,4133,0.17508,0.20323
130,130,2001,46-65 y.,Easy,0.04074,49,4133,0.03555,0.04642
131,131,2001,46-65 y.,Difficult,0.37711,447,4133,0.35798,0.39862
132,132,2001,46-65 y.,Almost impossible,0.58216,756,4133,0.55587,0.60339
133,133,2001,66 and older,Almost impossible,1.0,53,4133,0.87505,1.17341
134,134,2002,17-29 y.,Easy,0.25113,402,4258,0.23067,0.27321
135,135,2002,17-29 y.,Difficult,0.59544,950,4258,0.55946,0.62426
136,136,2002,17-29 y.,Almost impossible,0.15344,263,4258,0.13722,0.16895
137,137,2002,30-45 y.,Easy,0.16065,218,4258,0.14536,0.17583
138,138,2002,30-45 y.,Difficult,0.65186,830,4258,0.61869,0.68327
139,139,2002,30-45 y.,Almost impossible,0.18748,283,4258,0.17502,0.20256
140,140,2002,46-65 y.,Easy,0.05388,69,4258,0.04567,0.0625
141,141,2002,46-65 y.,Difficult,0.34478,445,4258,0.31982,0.36829
142,142,2002,46-65 y.,Almost impossible,0.60134,744,4258,0.57106,0.63059
143,143,2002,66 and older,Almost impossible,1.0,54,4258,0.86361,1.18267
144,144,2003,17-29 y.,Easy,0.18825,279,3041,0.16826,0.21083
145,145,2003,17-29 y.,Difficult,0.6554,886,3041,0.62432,0.69034
146,146,2003,17-29 y.,Almost impossible,0.15635,254,3041,0.13673,0.17094
147,147,2003,30-45 y.,Easy,0.13491,145,3041,0.11818,0.15067
148,148,2003,30-45 y.,Difficult,0.69623,729,3041,0.65862,0.74303
149,149,2003,30-45 y.,Almost impossible,0.16886,192,3041,0.15187,0.18559
150,150,2003,46-65 y.,Difficult,0.56484,319,3041,0.52188,0.61809
151,151,2003,46-65 y.,Almost impossible,0.43516,237,3041,0.39095,0.47606
152,152,2004,17-29 y.,Easy,0.18354,275,3129,0.16497,0.20505
153,153,2004,17-29 y.,Difficult,0.64235,957,3129,0.60231,0.68719
154,154,2004,17-29 y.,Almost impossible,0.1741,285,3129,0.15434,0.19085
155,155,2004,30-45 y.,Easy,0.10055,126,3129,0.08502,0.11694
156,156,2004,30-45 y.,Difficult,0.66092,685,3129,0.62435,0.70073
157,157,2004,30-45 y.,Almost impossible,0.23853,212,3129,0.21666,0.26061
158,158,2004,46-65 y.,Difficult,0.57015,345,3129,0.51811,0.61249
159,159,2004,46-65 y.,Almost impossible,0.42985,244,3129,0.39033,0.46612
160,160,2005,17-29 y.,Easy,0.13257,238,3036,0.11861,0.14874
161,161,2005,17-29 y.,Difficult,0.67772,984,3036,0.63972,0.7146
162,162,2005,17-29 y.,Almost impossible,0.18971,308,3036,0.17015,0.21133
163,163,2005,30-45 y.,Easy,0.07238,74,3036,0.05877,0.08783
164,164,2005,30-45 y.,Difficult,0.68402,634,3036,0.64181,0.73363
165,165,2005,30-45 y.,Almost impossible,0.2436,236,3036,0.21776,0.2657
166,166,2005,46-65 y.,Difficult,0.57454,307,3036,0.52887,0.6342
167,167,2005,46-65 y.,Almost impossible,0.42546,255,3036,0.38605,0.46362
168,168,2006,17-29 y.,Easy,0.15465,244,3008,0.13815,0.17071
169,169,2006,17-29 y.,Difficult,0.66194,879,3008,0.62087,0.69707
170,170,2006,17-29 y.,Almost impossible,0.18341,258,3008,0.16332,0.20559
171,171,2006,30-45 y.,Easy,0.11185,124,3008,0.0955,0.13158
172,172,2006,30-45 y.,Difficult,0.66025,675,3008,0.62548,0.70191
173,173,2006,30-45 y.,Almost impossible,0.2279,225,3008,0.20572,0.25389
174,174,2006,46-65 y.,Difficult,0.54071,324,3008,0.49307,0.5854
175,175,2006,46-65 y.,Almost impossible,0.45929,279,3008,0.42032,0.49681
176,176,2007,17-29 y.,Easy,0.19889,276,2516,0.17683,0.2249
177,177,2007,17-29 y.,Difficult,0.63041,745,2516,0.58291,0.67328
178,178,2007,17-29 y.,Almost impossible,0.1707,212,2516,0.15277,0.19231
179,179,2007,30-45 y.,Easy,0.1048,95,2516,0.08717,0.12396
180,180,2007,30-45 y.,Difficult,0.64221,493,2516,0.59179,0.69777
181,181,2007,30-45 y.,Almost impossible,0.253,178,2516,0.23065,0.27959
182,182,2007,46-65 y.,Difficult,0.54592,278,2516,0.50377,0.6038
183,183,2007,46-65 y.,Almost impossible,0.45408,239,2516,0.41494,0.49491
184,184,2008,17-29 y.,Easy,0.23112,265,2226,0.20318,0.26125
185,185,2008,17-29 y.,Difficult,0.61879,664,2226,0.58006,0.66499
186,186,2008,17-29 y.,Almost impossible,0.15008,182,2226,0.13127,0.17163
187,187,2008,30-45 y.,Easy,0.14628,104,2226,0.1202,0.17039
188,188,2008,30-45 y.,Difficult,0.61112,398,2226,0.55402,0.66344
189,189,2008,30-45 y.,Almost impossible,0.2426,154,2226,0.21244,0.27542
190,190,2008,46-65 y.,Difficult,0.59876,268,2226,0.53862,0.66059
191,191,2008,46-65 y.,Almost impossible,0.40124,191,2226,0.3504,0.43827
192,192,2009,17-29 y.,Easy,0.28809,263,2020,0.25242,0.32522
193,193,2009,17-29 y.,Difficult,0.53536,550,2020,0.48877,0.58317
194,194,2009,17-29 y.,Almost impossible,0.17655,169,2020,0.15078,0.20323
195,195,2009,30-45 y.,Easy,0.13809,93,2020,0.11315,0.16754
196,196,2009,30-45 y.,Difficult,0.63416,377,2020,0.57739,0.70933
197,197,2009,30-45 y.,Almost impossible,0.22775,128,2020,0.19827,0.25768
198,198,2009,46-65 y.,Difficult,0.62334,249,2020,0.55706,0.70435
199,199,2009,46-65 y.,Almost impossible,0.37666,191,2020,0.33633,0.42421
200,200,2010,17-29 y.,Easy,0.26296,391,4332,0.23197,0.31148
201,201,2010,17-29 y.,Difficult,0.57521,948,4332,0.5278,0.62432
202,202,2010,17-29 y.,Almost impossible,0.16184,296,4332,0.13719,0.19534
203,203,2010,30-45 y.,Easy,0.16905,454,4332,0.13892,0.19937
204,204,2010,30-45 y.,Difficult,0.62401,1230,4332,0.57058,0.68223
205,205,2010,30-45 y.,Almost impossible,0.20694,413,4332,0.17076,0.2388
206,206,2010,46-65 y.,Easy,0.03174,33,4332,0.02074,0.04606
207,207,2010,46-65 y.,Difficult,0.59883,340,4332,0.52561,0.67132
208,208,2010,46-65 y.,Almost impossible,0.36942,227,4332,0.31963,0.42422
209,209,2011,17-29 y.,Easy,0.33012,450,4214,0.3019,0.35821
210,210,2011,17-29 y.,Difficult,0.53443,861,4214,0.48678,0.57436
211,211,2011,17-29 y.,Almost impossible,0.13545,278,4214,0.11809,0.15182
212,212,2011,30-45 y.,Easy,0.19647,381,4214,0.17142,0.22694
213,213,2011,30-45 y.,Difficult,0.61539,1133,4214,0.57426,0.67021
214,214,2011,30-45 y.,Almost impossible,0.18814,370,4214,0.1616,0.21612
215,215,2011,46-65 y.,Easy,0.05598,54,4214,0.03837,0.07424
216,216,2011,46-65 y.,Difficult,0.55581,405,4214,0.49687,0.60466
217,217,2011,46-65 y.,Almost impossible,0.38821,282,4214,0.34155,0.44196
218,218,2012,17-29 y.,Easy,0.31743,452,3829,0.28507,0.35355
219,219,2012,17-29 y.,Difficult,0.55274,748,3829,0.49705,0.60697
220,220,2012,17-29 y.,Almost impossible,0.12982,240,3829,0.1104,0.14998
221,221,2012,30-45 y.,Easy,0.22654,340,3829,0.19025,0.26182
222,222,2012,30-45 y.,Difficult,0.60969,899,3829,0.5566,0.67014
223,223,2012,30-45 y.,Almost impossible,0.16377,313,3829,0.14194,0.19758
224,224,2012,46-65 y.,Easy,0.0721,65,3829,0.05768,0.08667
225,225,2012,46-65 y.,Difficult,0.60663,486,3829,0.54182,0.66819
226,226,2012,46-65 y.,Almost impossible,0.32127,286,3829,0.28974,0.35552
227,227,2013,17-29 y.,Easy,0.3657,621,4558,0.33035,0.40417
228,228,2013,17-29 y.,Difficult,0.49115,865,4558,0.44617,0.52184
229,229,2013,17-29 y.,Almost impossible,0.14315,304,4558,0.12446,0.16137
230,230,2013,30-45 y.,Easy,0.19591,387,4558,0.16955,0.2218
231,231,2013,30-45 y.,Difficult,0.61244,1101,4558,0.55475,0.66014
232,232,2013,30-45 y.,Almost impossible,0.19165,371,4558,0.1687,0.21378
233,233,2013,46-65 y.,Easy,0.07828,71,4558,0.05974,0.10049
234,234,2013,46-65 y.,Difficult,0.5575,522,4558,0.49559,0.61168
235,235,2013,46-65 y.,Almost impossible,0.36422,316,4558,0.31393,0.4111
236,236,2014,17-29 y.,Easy,0.3182,483,3779,0.28266,0.35544
237,237,2014,17-29 y.,Difficult,0.52162,734,3779,0.49096,0.5746
238,238,2014,17-29 y.,Almost impossible,0.16018,274,3779,0.13835,0.18753
239,239,2014,30-45 y.,Easy,0.19951,303,3779,0.17211,0.23461
240,240,2014,30-45 y.,Difficult,0.60951,886,3779,0.55282,0.66596
241,241,2014,30-45 y.,Almost impossible,0.19098,293,3779,0.16376,0.21795
242,242,2014,46-65 y.,Easy,0.07618,62,3779,0.05909,0.0973
243,243,2014,46-65 y.,Difficult,0.58852,469,3779,0.52457,0.65318
244,244,2014,46-65 y.,Almost impossible,0.3353,275,3779,0.29682,0.37889
245,245,2015,17-29 y.,Easy,0.33863,460,3858,0.29061,0.38772
246,246,2015,17-29 y.,Difficult,0.51429,793,3858,0.46845,0.55647
247,247,2015,17-29 y.,Almost impossible,0.14708,270,3858,0.12618,0.1641
248,248,2015,30-45 y.,Easy,0.19986,311,3858,0.17279,0.22682
249,249,2015,30-45 y.,Difficult,0.60082,875,3858,0.54232,0.67215
250,250,2015,30-45 y.,Almost impossible,0.19932,334,3858,0.16599,0.23955
251,251,2015,46-65 y.,Easy,0.09112,80,3858,0.07263,0.11338
252,252,2015,46-65 y.,Difficult,0.60282,476,3858,0.53468,0.67548
253,253,2015,46-65 y.,Almost impossible,0.30605,259,3858,0.26782,0.36012
254,254,2016,17-29 y.,Easy,0.37196,440,3198,0.33031,0.4249
255,255,2016,17-29 y.,Difficult,0.4667,622,3198,0.40953,0.51579
256,256,2016,17-29 y.,Almost impossible,0.16135,259,3198,0.14226,0.18474
257,257,2016,30-45 y.,Easy,0.22092,261,3198,0.18756,0.26104
258,258,2016,30-45 y.,Difficult,0.59306,668,3198,0.51425,0.67004
259,259,2016,30-45 y.,Almost impossible,0.18602,276,3198,0.16043,0.21919
260,260,2016,46-65 y.,Easy,0.09708,72,3198,0.07117,0.12746
261,261,2016,46-65 y.,Difficult,0.59229,390,3198,0.52534,0.65881
262,262,2016,46-65 y.,Almost impossible,0.31063,210,3198,0.26866,0.35528
263,263,2017,17-29 y.,Easy,0.39657,619,4813,0.36248,0.4404
264,264,2017,17-29 y.,Difficult,0.44047,915,4813,0.39745,0.48026
265,265,2017,17-29 y.,Almost impossible,0.16297,334,4813,0.13904,0.19215
266,266,2017,30-45 y.,Easy,0.21448,356,4813,0.18668,0.24803
267,267,2017,30-45 y.,Difficult,0.5932,1252,4813,0.52297,0.67325
268,268,2017,30-45 y.,Almost impossible,0.19232,377,4813,0.16062,0.22227
269,269,2017,46-65 y.,Easy,0.1208,130,4813,0.09505,0.15299
270,270,2017,46-65 y.,Difficult,0.56835,568,4813,0.49816,0.63873
271,271,2017,46-65 y.,Almost impossible,0.31085,262,4813,0.26781,0.36053
272,272,2018,17-29 y.,Easy,0.38046,661,5274,0.33757,0.41639
273,273,2018,17-29 y.,Difficult,0.44872,1006,5274,0.40511,0.4913
274,274,2018,17-29 y.,Almost impossible,0.17082,345,5274,0.14302,0.19717
275,275,2018,30-45 y.,Easy,0.26807,431,5274,0.23507,0.30672
276,276,2018,30-45 y.,Difficult,0.55385,1359,5274,0.48892,0.62678
277,277,2018,30-45 y.,Almost impossible,0.17808,370,5274,0.14549,0.2152
278,278,2018,46-65 y.,Easy,0.15998,135,5274,0.11751,0.20996
279,279,2018,46-65 y.,Difficult,0.54297,660,5274,0.47382,0.61167
280,280,2018,46-65 y.,Almost impossible,0.29705,273,5274,0.25659,0.33972
281,281,2018,66 and older,Difficult,1.0,34,5274,0.70958,1.37984
282,282,2019,17-29 y.,Easy,0.40396,621,4511,0.36247,0.46539
283,283,2019,17-29 y.,Difficult,0.43057,807,4511,0.37922,0.47663
284,284,2019,17-29 y.,Almost impossible,0.16547,228,4511,0.12516,0.21308
285,285,2019,30-45 y.,Easy,0.30421,380,4511,0.2547,0.36634
286,286,2019,30-45 y.,Difficult,0.53704,1182,4511,0.47339,0.60956
287,287,2019,30-45 y.,Almost impossible,0.15876,268,4511,0.12957,0.18665
288,288,2019,46-65 y.,Easy,0.16863,147,4511,0.12467,0.21481
289,289,2019,46-65 y.,Difficult,0.5579,616,4511,0.46955,0.63737
290,290,2019,46-65 y.,Almost impossible,0.27347,226,4511,0.22632,0.3275
291,291,2019,66 and older,Difficult,1.0,36,4511,0.7123,1.41585
292,292,2020,17-29 y.,Easy,0.37527,555,4424,0.31808,0.43338
293,293,2020,17-29 y.,Difficult,0.45289,884,4424,0.3995,0.50531
294,294,2020,17-29 y.,Almost impossible,0.17184,255,4424,0.13625,0.21407
295,295,2020,30-45 y.,Easy,0.33263,378,4424,0.28886,0.39264
296,296,2020,30-45 y.,Difficult,0.51001,1083,4424,0.44166,0.58199
297,297,2020,30-45 y.,Almost impossible,0.15736,253,4424,0.12249,0.18929
298,298,2020,46-65 y.,Easy,0.15601,121,4424,0.12393,0.21124
299,299,2020,46-65 y.,Difficult,0.59147,635,4424,0.50633,0.67328
300,300,2020,46-65 y.,Almost impossible,0.25252,228,4424,0.20699,0.29494
301,301,2020,66 and older,Difficult,1.0,32,4424,0.59014,1.53841
302,302,2021,17-29 y.,Easy,0.40943,73,966,0.2795,0.60975
303,303,2021,17-29 y.,Difficult,0.59057,121,966,0.46121,0.694
304,304,2021,30-45 y.,Easy,0.25638,123,966,0.19453,0.31656
305,305,2021,30-45 y.,Difficult,0.61809,328,966,0.52021,0.74227
306,306,2021,30-45 y.,Almost impossible,0.12553,63,966,0.08437,0.16493
307,307,2021,46-65 y.,Easy,0.1768,43,966,0.11229,0.27211
308,308,2021,46-65 y.,Difficult,0.61442,180,966,0.45182,0.8575
309,309,2021,46-65 y.,Almost impossible,0.20878,35,966,0.13773,0.32989
