year,age_gr,regtyp,plb0419_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1998,30-45 y.,Urban regions,Easy,0.15608,99,3077,0.15564,0.15652
1998,30-45 y.,Urban regions,Difficult,0.66993,394,3077,0.66936,0.67050
1998,30-45 y.,Urban regions,Almost impossible,0.17399,131,3077,0.17353,0.17445
1998,30-45 y.,Rural regions,Easy,0.11169,44,3077,0.11117,0.11221
1998,30-45 y.,Rural regions,Difficult,0.62746,246,3077,0.62666,0.62826
1998,30-45 y.,Rural regions,Almost impossible,0.26085,86,3077,0.26012,0.26157
1998,46-65 y.,Urban regions,Difficult,0.35787,196,3077,0.35731,0.35844
1998,46-65 y.,Urban regions,Almost impossible,0.64213,382,3077,0.64156,0.64269
1998,46-65 y.,Rural regions,Difficult,0.43270,134,3077,0.43189,0.43350
1998,46-65 y.,Rural regions,Almost impossible,0.56730,199,3077,0.56650,0.56811
1999,17-29 y.,Urban regions,Easy,0.19967,127,2726,0.19922,0.20012
1999,17-29 y.,Urban regions,Difficult,0.64464,453,2726,0.64410,0.64518
1999,17-29 y.,Urban regions,Almost impossible,0.15569,126,2726,0.15528,0.15610
1999,17-29 y.,Rural regions,Easy,0.20352,64,2726,0.20280,0.20423
1999,17-29 y.,Rural regions,Difficult,0.64702,237,2726,0.64618,0.64787
1999,17-29 y.,Rural regions,Almost impossible,0.14946,52,2726,0.14883,0.15009
1999,30-45 y.,Urban regions,Easy,0.17833,87,2726,0.17784,0.17882
1999,30-45 y.,Urban regions,Difficult,0.63728,348,2726,0.63666,0.63789
1999,30-45 y.,Urban regions,Almost impossible,0.18439,116,2726,0.18390,0.18489
1999,30-45 y.,Rural regions,Easy,0.11506,33,2726,0.11450,0.11561
1999,30-45 y.,Rural regions,Difficult,0.67300,213,2726,0.67219,0.67382
1999,30-45 y.,Rural regions,Almost impossible,0.21194,68,2726,0.21123,0.21265
1999,46-65 y.,Urban regions,Difficult,0.30724,166,2726,0.30668,0.30780
1999,46-65 y.,Urban regions,Almost impossible,0.69276,355,2726,0.69220,0.69332
1999,46-65 y.,Rural regions,Difficult,0.39667,114,2726,0.39582,0.39753
1999,46-65 y.,Rural regions,Almost impossible,0.60333,167,2726,0.60247,0.60418
2000,17-29 y.,Urban regions,Easy,0.24907,260,4709,0.24856,0.24958
2000,17-29 y.,Urban regions,Difficult,0.55392,606,4709,0.55333,0.55452
2000,17-29 y.,Urban regions,Almost impossible,0.19701,224,4709,0.19653,0.19748
2000,17-29 y.,Rural regions,Easy,0.22976,120,4709,0.22903,0.23049
2000,17-29 y.,Rural regions,Difficult,0.62210,358,4709,0.62126,0.62294
2000,17-29 y.,Rural regions,Almost impossible,0.14814,94,4709,0.14752,0.14875
2000,30-45 y.,Urban regions,Easy,0.19714,180,4709,0.19663,0.19765
2000,30-45 y.,Urban regions,Difficult,0.60605,595,4709,0.60543,0.60668
2000,30-45 y.,Urban regions,Almost impossible,0.19681,215,4709,0.19630,0.19732
2000,30-45 y.,Rural regions,Easy,0.13839,67,4709,0.13777,0.13900
2000,30-45 y.,Rural regions,Difficult,0.63877,357,4709,0.63791,0.63962
2000,30-45 y.,Rural regions,Almost impossible,0.22284,125,4709,0.22210,0.22358
2000,46-65 y.,Urban regions,Easy,0.04920,46,4709,0.04894,0.04946
2000,46-65 y.,Urban regions,Difficult,0.35745,338,4709,0.35687,0.35802
2000,46-65 y.,Urban regions,Almost impossible,0.59335,611,4709,0.59276,0.59394
2000,46-65 y.,Rural regions,Difficult,0.39732,183,4709,0.39643,0.39820
2000,46-65 y.,Rural regions,Almost impossible,0.60268,289,4709,0.60180,0.60357
2000,66 and older,Urban regions,Almost impossible,1.00000,41,4709,1.00000,1.00000
2001,17-29 y.,Urban regions,Easy,0.28810,273,4106,0.28755,0.28864
2001,17-29 y.,Urban regions,Difficult,0.51189,499,4106,0.51129,0.51250
2001,17-29 y.,Urban regions,Almost impossible,0.20001,199,4106,0.19953,0.20049
2001,17-29 y.,Rural regions,Easy,0.22480,115,4106,0.22407,0.22553
2001,17-29 y.,Rural regions,Difficult,0.66160,357,4106,0.66077,0.66243
2001,17-29 y.,Rural regions,Almost impossible,0.11360,65,4106,0.11304,0.11415
2001,30-45 y.,Urban regions,Easy,0.23349,187,4106,0.23293,0.23404
2001,30-45 y.,Urban regions,Difficult,0.57901,477,4106,0.57837,0.57966
2001,30-45 y.,Urban regions,Almost impossible,0.18750,179,4106,0.18699,0.18801
2001,30-45 y.,Rural regions,Easy,0.15969,66,4106,0.15904,0.16035
2001,30-45 y.,Rural regions,Difficult,0.64639,316,4106,0.64553,0.64724
2001,30-45 y.,Rural regions,Almost impossible,0.19392,95,4106,0.19321,0.19463
2001,46-65 y.,Urban regions,Easy,0.04319,36,4106,0.04294,0.04343
2001,46-65 y.,Urban regions,Difficult,0.38334,288,4106,0.38275,0.38393
2001,46-65 y.,Urban regions,Almost impossible,0.57348,495,4106,0.57288,0.57408
2001,46-65 y.,Rural regions,Difficult,0.37709,159,4106,0.37621,0.37796
2001,46-65 y.,Rural regions,Almost impossible,0.62291,261,4106,0.62204,0.62379
2001,66 and older,Urban regions,Almost impossible,1.00000,39,4106,1.00000,1.00000
2002,17-29 y.,Urban regions,Easy,0.28884,283,4219,0.28830,0.28938
2002,17-29 y.,Urban regions,Difficult,0.55565,596,4219,0.55506,0.55623
2002,17-29 y.,Urban regions,Almost impossible,0.15551,178,4219,0.15509,0.15594
2002,17-29 y.,Rural regions,Easy,0.17445,119,4219,0.17381,0.17509
2002,17-29 y.,Rural regions,Difficult,0.67634,354,4219,0.67555,0.67713
2002,17-29 y.,Rural regions,Almost impossible,0.14921,85,4219,0.14861,0.14981
2002,30-45 y.,Urban regions,Easy,0.19361,165,4219,0.19312,0.19411
2002,30-45 y.,Urban regions,Difficult,0.62095,506,4219,0.62035,0.62156
2002,30-45 y.,Urban regions,Almost impossible,0.18543,179,4219,0.18495,0.18592
2002,30-45 y.,Rural regions,Easy,0.09920,53,4219,0.09869,0.09970
2002,30-45 y.,Rural regions,Difficult,0.70950,324,4219,0.70873,0.71027
2002,30-45 y.,Rural regions,Almost impossible,0.19130,104,4219,0.19063,0.19197
2002,46-65 y.,Urban regions,Easy,0.04644,42,4219,0.04618,0.04669
2002,46-65 y.,Urban regions,Difficult,0.34234,302,4219,0.34177,0.34292
2002,46-65 y.,Urban regions,Almost impossible,0.61122,505,4219,0.61063,0.61181
2002,46-65 y.,Rural regions,Difficult,0.37647,143,4219,0.37557,0.37736
2002,46-65 y.,Rural regions,Almost impossible,0.62353,239,4219,0.62264,0.62443
2002,66 and older,Urban regions,Almost impossible,1.00000,42,4219,1.00000,1.00000
2003,17-29 y.,Urban regions,Easy,0.21772,209,3041,0.21721,0.21822
2003,17-29 y.,Urban regions,Difficult,0.62887,557,3041,0.62828,0.62946
2003,17-29 y.,Urban regions,Almost impossible,0.15341,165,3041,0.15297,0.15385
2003,17-29 y.,Rural regions,Easy,0.12393,70,3041,0.12333,0.12452
2003,17-29 y.,Rural regions,Difficult,0.71332,329,3041,0.71250,0.71414
2003,17-29 y.,Rural regions,Almost impossible,0.16275,89,3041,0.16209,0.16342
2003,30-45 y.,Urban regions,Easy,0.14859,108,3041,0.14811,0.14907
2003,30-45 y.,Urban regions,Difficult,0.69611,471,3041,0.69549,0.69673
2003,30-45 y.,Urban regions,Almost impossible,0.15531,117,3041,0.15482,0.15579
2003,30-45 y.,Rural regions,Easy,0.10882,37,3041,0.10824,0.10939
2003,30-45 y.,Rural regions,Difficult,0.69647,258,3041,0.69562,0.69733
2003,30-45 y.,Rural regions,Almost impossible,0.19471,75,3041,0.19397,0.19545
2003,46-65 y.,Urban regions,Difficult,0.57544,188,3041,0.57452,0.57636
2003,46-65 y.,Urban regions,Almost impossible,0.42456,135,3041,0.42364,0.42548
2003,46-65 y.,Rural regions,Difficult,0.54722,131,3041,0.54603,0.54841
2003,46-65 y.,Rural regions,Almost impossible,0.45278,102,3041,0.45159,0.45397
2004,17-29 y.,Urban regions,Easy,0.19668,193,3129,0.19621,0.19715
2004,17-29 y.,Urban regions,Difficult,0.63074,616,3129,0.63017,0.63131
2004,17-29 y.,Urban regions,Almost impossible,0.17258,186,3129,0.17213,0.17303
2004,17-29 y.,Rural regions,Easy,0.15828,82,3129,0.15768,0.15888
2004,17-29 y.,Rural regions,Difficult,0.66469,341,3129,0.66391,0.66546
2004,17-29 y.,Rural regions,Almost impossible,0.17703,99,3129,0.17641,0.17766
2004,30-45 y.,Urban regions,Easy,0.09677,86,3129,0.09637,0.09716
2004,30-45 y.,Urban regions,Difficult,0.67452,445,3129,0.67389,0.67514
2004,30-45 y.,Urban regions,Almost impossible,0.22872,129,3129,0.22815,0.22928
2004,30-45 y.,Rural regions,Easy,0.10767,40,3129,0.10710,0.10824
2004,30-45 y.,Rural regions,Difficult,0.63534,240,3129,0.63445,0.63623
2004,30-45 y.,Rural regions,Almost impossible,0.25700,83,3129,0.25619,0.25780
2004,46-65 y.,Urban regions,Difficult,0.53893,191,3129,0.53802,0.53983
2004,46-65 y.,Urban regions,Almost impossible,0.46107,144,3129,0.46017,0.46198
2004,46-65 y.,Rural regions,Difficult,0.61339,154,3129,0.61235,0.61443
2004,46-65 y.,Rural regions,Almost impossible,0.38661,100,3129,0.38557,0.38765
2005,17-29 y.,Urban regions,Easy,0.15511,178,3014,0.15471,0.15551
2005,17-29 y.,Urban regions,Difficult,0.64014,624,3014,0.63960,0.64067
2005,17-29 y.,Urban regions,Almost impossible,0.20476,209,3014,0.20431,0.20520
2005,17-29 y.,Rural regions,Easy,0.08545,60,3014,0.08500,0.08590
2005,17-29 y.,Rural regions,Difficult,0.75628,360,3014,0.75559,0.75697
2005,17-29 y.,Rural regions,Almost impossible,0.15827,99,3014,0.15768,0.15885
2005,30-45 y.,Urban regions,Easy,0.07327,52,3014,0.07292,0.07362
2005,30-45 y.,Urban regions,Difficult,0.70714,416,3014,0.70653,0.70775
2005,30-45 y.,Urban regions,Almost impossible,0.21959,131,3014,0.21903,0.22014
2005,30-45 y.,Rural regions,Difficult,0.68800,218,3014,0.68710,0.68890
2005,30-45 y.,Rural regions,Almost impossible,0.31200,105,3014,0.31110,0.31290
2005,46-65 y.,Urban regions,Difficult,0.56321,182,3014,0.56233,0.56410
2005,46-65 y.,Urban regions,Almost impossible,0.43679,158,3014,0.43590,0.43767
2005,46-65 y.,Rural regions,Difficult,0.59397,125,3014,0.59282,0.59512
2005,46-65 y.,Rural regions,Almost impossible,0.40603,97,3014,0.40488,0.40718
2006,17-29 y.,Urban regions,Easy,0.16499,176,3008,0.16456,0.16543
2006,17-29 y.,Urban regions,Difficult,0.65745,569,3008,0.65690,0.65801
2006,17-29 y.,Urban regions,Almost impossible,0.17756,168,3008,0.17711,0.17800
2006,17-29 y.,Rural regions,Easy,0.13109,68,3008,0.13049,0.13168
2006,17-29 y.,Rural regions,Difficult,0.67217,310,3008,0.67134,0.67299
2006,17-29 y.,Rural regions,Almost impossible,0.19675,90,3008,0.19605,0.19745
2006,30-45 y.,Urban regions,Easy,0.11802,88,3008,0.11759,0.11844
2006,30-45 y.,Urban regions,Difficult,0.66190,433,3008,0.66128,0.66252
2006,30-45 y.,Urban regions,Almost impossible,0.22008,137,3008,0.21954,0.22063
2006,30-45 y.,Rural regions,Easy,0.09927,36,3008,0.09871,0.09983
2006,30-45 y.,Rural regions,Difficult,0.65690,242,3008,0.65601,0.65779
2006,30-45 y.,Rural regions,Almost impossible,0.24383,88,3008,0.24302,0.24463
2006,46-65 y.,Urban regions,Difficult,0.53849,197,3008,0.53758,0.53941
2006,46-65 y.,Urban regions,Almost impossible,0.46151,150,3008,0.46059,0.46242
2006,46-65 y.,Rural regions,Difficult,0.54392,127,3008,0.54282,0.54502
2006,46-65 y.,Rural regions,Almost impossible,0.45608,129,3008,0.45498,0.45718
2007,17-29 y.,Urban regions,Easy,0.20835,197,2488,0.20786,0.20884
2007,17-29 y.,Urban regions,Difficult,0.62846,478,2488,0.62787,0.62904
2007,17-29 y.,Urban regions,Almost impossible,0.16319,140,2488,0.16275,0.16364
2007,17-29 y.,Rural regions,Easy,0.17884,79,2488,0.17817,0.17952
2007,17-29 y.,Rural regions,Difficult,0.63456,267,2488,0.63371,0.63541
2007,17-29 y.,Rural regions,Almost impossible,0.18659,72,2488,0.18591,0.18728
2007,30-45 y.,Urban regions,Easy,0.11079,67,2488,0.11034,0.11124
2007,30-45 y.,Urban regions,Difficult,0.64188,329,2488,0.64119,0.64257
2007,30-45 y.,Urban regions,Almost impossible,0.24733,111,2488,0.24671,0.24795
2007,30-45 y.,Rural regions,Difficult,0.70718,164,2488,0.70614,0.70823
2007,30-45 y.,Rural regions,Almost impossible,0.29282,67,2488,0.29177,0.29386
2007,46-65 y.,Urban regions,Difficult,0.54658,164,2488,0.54566,0.54751
2007,46-65 y.,Urban regions,Almost impossible,0.45342,124,2488,0.45249,0.45434
2007,46-65 y.,Rural regions,Difficult,0.54490,114,2488,0.54374,0.54605
2007,46-65 y.,Rural regions,Almost impossible,0.45510,115,2488,0.45395,0.45626
2008,17-29 y.,Urban regions,Easy,0.24055,184,2226,0.24001,0.24110
2008,17-29 y.,Urban regions,Difficult,0.61425,435,2226,0.61363,0.61487
2008,17-29 y.,Urban regions,Almost impossible,0.14520,113,2226,0.14475,0.14565
