,Unnamed: 0,year,bula_h,migback,plb0419_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
116,116,1991,Baden-Wuerttemberg,No migration background,Difficult,0.49854,77,1962,0.44871,0.54516
117,117,1991,Baden-Wuerttemberg,No migration background,Almost impossible,0.22348,31,1962,0.20025,0.24927
118,118,1991,Baden-Wuerttemberg,Direct migration background,Difficult,0.63931,75,1962,0.49065,0.79635
119,119,1991,Baden-Wuerttemberg,Direct migration background,Almost impossible,0.36069,47,1962,0.25892,0.48653
120,120,1991,Bavaria,No migration background,Easy,0.30793,66,1962,0.27532,0.33914
121,121,1991,Bavaria,No migration background,Difficult,0.44978,96,1962,0.42034,0.47905
122,122,1991,Bavaria,No migration background,Almost impossible,0.24229,51,1962,0.22109,0.27177
123,123,1991,Bavaria,Direct migration background,Difficult,1.0,41,1962,0.74584,1.24468
124,124,1991,Berlin,No migration background,Difficult,1.0,41,1962,0.8522,1.17736
125,125,1991,Brandenburg,No migration background,Difficult,1.0,68,1962,0.88713,1.13862
126,126,1991,Mecklenburg-Western Pomerania,No migration background,Difficult,1.0,56,1962,0.86791,1.14344
127,127,1991,Saxony,No migration background,Difficult,0.57094,99,1962,0.51627,0.63244
128,128,1991,Saxony,No migration background,Almost impossible,0.42906,64,1962,0.38674,0.46751
129,129,1991,Saxony-Anhalt,No migration background,Difficult,0.68514,59,1962,0.57456,0.80065
130,130,1991,Saxony-Anhalt,No migration background,Almost impossible,0.31486,32,1962,0.26271,0.37227
131,131,1991,Thuringa,No migration background,Difficult,0.60081,54,1962,0.51134,0.67301
132,132,1991,Thuringa,No migration background,Almost impossible,0.39919,32,1962,0.34189,0.4544
133,133,1992,Lower Saxony,No migration background,Easy,0.2826,47,2132,0.24474,0.32789
134,134,1992,Lower Saxony,No migration background,Difficult,0.44,76,2132,0.39514,0.50287
135,135,1992,Lower Saxony,No migration background,Almost impossible,0.27741,40,2132,0.24435,0.30839
136,136,1992,North Rhine-Westphalia,No migration background,Easy,0.27787,117,2132,0.24981,0.30425
137,137,1992,North Rhine-Westphalia,No migration background,Difficult,0.45163,182,2132,0.42588,0.48469
138,138,1992,North Rhine-Westphalia,No migration background,Almost impossible,0.2705,96,2132,0.25432,0.28638
139,139,1992,North Rhine-Westphalia,Direct migration background,Difficult,0.49735,75,2132,0.42264,0.57608
140,140,1992,North Rhine-Westphalia,Direct migration background,Almost impossible,0.50265,76,2132,0.4276,0.58334
141,141,1992,Hesse,No migration background,Easy,0.36298,33,2132,0.30741,0.42082
142,142,1992,Hesse,No migration background,Difficult,0.63702,51,2132,0.56853,0.70181
143,143,1992,Hesse,Direct migration background,Difficult,1.0,33,2132,0.6881,1.35833
144,144,1992,"Rhineland-Palatinate, Saarland",No migration background,Difficult,0.57038,51,2132,0.4934,0.63608
145,145,1992,"Rhineland-Palatinate, Saarland",No migration background,Almost impossible,0.42962,36,2132,0.37044,0.48622
146,146,1992,Baden-Wuerttemberg,No migration background,Easy,0.41276,68,2132,0.35712,0.47337
147,147,1992,Baden-Wuerttemberg,No migration background,Difficult,0.58724,74,2132,0.51802,0.6522
148,148,1992,Baden-Wuerttemberg,Direct migration background,Difficult,0.56645,70,2132,0.44485,0.70152
149,149,1992,Baden-Wuerttemberg,Direct migration background,Almost impossible,0.43355,56,2132,0.33047,0.54759
150,150,1992,Bavaria,No migration background,Easy,0.34037,72,2132,0.29364,0.38439
151,151,1992,Bavaria,No migration background,Difficult,0.45507,96,2132,0.41627,0.49939
152,152,1992,Bavaria,No migration background,Almost impossible,0.20456,41,2132,0.18429,0.22042
153,153,1992,Bavaria,Direct migration background,Difficult,1.0,44,2132,0.73603,1.25077
154,154,1992,Berlin,No migration background,Difficult,1.0,53,2132,0.84576,1.14308
155,155,1992,Brandenburg,No migration background,Difficult,0.71428,82,2132,0.64142,0.79483
156,156,1992,Brandenburg,No migration background,Almost impossible,0.28572,32,2132,0.23822,0.35027
157,157,1992,Mecklenburg-Western Pomerania,No migration background,Difficult,0.55179,44,2132,0.45283,0.65008
158,158,1992,Mecklenburg-Western Pomerania,No migration background,Almost impossible,0.44821,35,2132,0.38556,0.51742
159,159,1992,Saxony,No migration background,Difficult,0.52572,118,2132,0.49366,0.56546
160,160,1992,Saxony,No migration background,Almost impossible,0.47428,91,2132,0.43183,0.51632
161,161,1992,Saxony-Anhalt,No migration background,Difficult,0.62455,81,2132,0.55621,0.70169
162,162,1992,Saxony-Anhalt,No migration background,Almost impossible,0.37545,39,2132,0.31198,0.45044
163,163,1992,Thuringa,No migration background,Difficult,0.64662,82,2132,0.57129,0.73228
164,164,1992,Thuringa,No migration background,Almost impossible,0.35338,41,2132,0.3012,0.4152
165,165,1993,Lower Saxony,No migration background,Easy,0.20366,37,2277,0.17212,0.25177
166,166,1993,Lower Saxony,No migration background,Difficult,0.42886,73,2277,0.37836,0.48542
167,167,1993,Lower Saxony,No migration background,Almost impossible,0.36748,53,2277,0.33775,0.40251
168,168,1993,North Rhine-Westphalia,No migration background,Easy,0.20168,88,2277,0.1804,0.22401
169,169,1993,North Rhine-Westphalia,No migration background,Difficult,0.51316,205,2277,0.47691,0.54781
170,170,1993,North Rhine-Westphalia,No migration background,Almost impossible,0.28516,99,2277,0.26233,0.31456
171,171,1993,North Rhine-Westphalia,Direct migration background,Difficult,0.53304,82,2277,0.44631,0.64083
172,172,1993,North Rhine-Westphalia,Direct migration background,Almost impossible,0.46696,79,2277,0.39792,0.54347
173,173,1993,Hesse,No migration background,Difficult,1.0,55,2277,0.86264,1.13928
174,174,1993,Hesse,Direct migration background,Difficult,1.0,32,2277,0.66998,1.34474
175,175,1993,"Rhineland-Palatinate, Saarland",No migration background,Difficult,0.65477,61,2277,0.58205,0.73405
176,176,1993,"Rhineland-Palatinate, Saarland",No migration background,Almost impossible,0.34523,33,2277,0.30509,0.38621
177,177,1993,Baden-Wuerttemberg,No migration background,Easy,0.211,43,2277,0.17066,0.25953
178,178,1993,Baden-Wuerttemberg,No migration background,Difficult,0.50757,83,2277,0.43286,0.56464
179,179,1993,Baden-Wuerttemberg,No migration background,Almost impossible,0.28143,46,2277,0.25277,0.31445
180,180,1993,Baden-Wuerttemberg,Direct migration background,Difficult,0.58478,80,2277,0.47251,0.75141
181,181,1993,Baden-Wuerttemberg,Direct migration background,Almost impossible,0.41522,75,2277,0.31772,0.52303
182,182,1993,Bavaria,No migration background,Easy,0.2443,59,2277,0.21201,0.28751
183,183,1993,Bavaria,No migration background,Difficult,0.47099,108,2277,0.43268,0.51439
184,184,1993,Bavaria,No migration background,Almost impossible,0.28471,51,2277,0.2605,0.3133
185,185,1993,Bavaria,Direct migration background,Difficult,1.0,48,2277,0.69872,1.28426
186,186,1993,Berlin,No migration background,Difficult,1.0,55,2277,0.86082,1.16956
187,187,1993,Brandenburg,No migration background,Difficult,0.50024,65,2277,0.44111,0.55987
188,188,1993,Brandenburg,No migration background,Almost impossible,0.49976,55,2277,0.44527,0.57118
189,189,1993,Mecklenburg-Western Pomerania,No migration background,Difficult,0.52952,62,2277,0.46397,0.60805
190,190,1993,Mecklenburg-Western Pomerania,No migration background,Almost impossible,0.47048,41,2277,0.4132,0.5375
191,191,1993,Saxony,No migration background,Difficult,0.50658,124,2277,0.45796,0.5542
192,192,1993,Saxony,No migration background,Almost impossible,0.49342,102,2277,0.45568,0.54129
193,193,1993,Saxony-Anhalt,No migration background,Difficult,0.49804,82,2277,0.44216,0.5743
194,194,1993,Saxony-Anhalt,No migration background,Almost impossible,0.50196,76,2277,0.45091,0.56601
195,195,1993,Thuringa,No migration background,Difficult,0.59615,78,2277,0.50624,0.68936
196,196,1993,Thuringa,No migration background,Almost impossible,0.40385,47,2277,0.36003,0.45734
197,197,1994,Schleswig-Holstein,No migration background,Difficult,1.0,31,2437,0.8479,1.13192
198,198,1994,Lower Saxony,No migration background,Easy,0.14054,31,2437,0.11492,0.16718
199,199,1994,Lower Saxony,No migration background,Difficult,0.4786,80,2437,0.41794,0.56047
200,200,1994,Lower Saxony,No migration background,Almost impossible,0.38086,60,2437,0.32395,0.43007
201,201,1994,North Rhine-Westphalia,No migration background,Easy,0.15403,69,2437,0.12831,0.18556
202,202,1994,North Rhine-Westphalia,No migration background,Difficult,0.48835,211,2437,0.45447,0.51781
203,203,1994,North Rhine-Westphalia,No migration background,Almost impossible,0.35762,120,2437,0.31453,0.39322
204,204,1994,North Rhine-Westphalia,Direct migration background,Difficult,0.46046,75,2437,0.37407,0.57849
205,205,1994,North Rhine-Westphalia,Direct migration background,Almost impossible,0.53954,78,2437,0.45595,0.65309
206,206,1994,North Rhine-Westphalia,Indirect migration background,Difficult,1.0,32,2437,0.72224,1.30159
207,207,1994,Hesse,No migration background,Difficult,1.0,56,2437,0.88223,1.11878
208,208,1994,Hesse,Direct migration background,Almost impossible,1.0,41,2437,0.79059,1.26029
209,209,1994,"Rhineland-Palatinate, Saarland",No migration background,Difficult,0.52677,55,2437,0.46578,0.57739
210,210,1994,"Rhineland-Palatinate, Saarland",No migration background,Almost impossible,0.47323,45,2437,0.42509,0.53036
211,211,1994,Baden-Wuerttemberg,No migration background,Easy,0.19687,45,2437,0.16582,0.22767
212,212,1994,Baden-Wuerttemberg,No migration background,Difficult,0.53697,96,2437,0.48083,0.61091
213,213,1994,Baden-Wuerttemberg,No migration background,Almost impossible,0.26616,43,2437,0.21902,0.3152
214,214,1994,Baden-Wuerttemberg,Direct migration background,Difficult,0.46149,77,2437,0.37429,0.54295
215,215,1994,Baden-Wuerttemberg,Direct migration background,Almost impossible,0.53851,85,2437,0.40316,0.68387
216,216,1994,Baden-Wuerttemberg,Indirect migration background,Difficult,1.0,35,2437,0.68225,1.3345
217,217,1994,Bavaria,No migration background,Easy,0.26409,62,2437,0.21483,0.3171
218,218,1994,Bavaria,No migration background,Difficult,0.43044,105,2437,0.3776,0.48551
219,219,1994,Bavaria,No migration background,Almost impossible,0.30547,64,2437,0.2711,0.34745
220,220,1994,Bavaria,Direct migration background,Difficult,0.54174,48,2437,0.41624,0.69158
221,221,1994,Bavaria,Direct migration background,Almost impossible,0.45826,32,2437,0.3284,0.59521
222,222,1994,Berlin,No migration background,Difficult,1.0,40,2437,0.82396,1.22569
223,223,1994,Brandenburg,No migration background,Difficult,0.58245,64,2437,0.51022,0.6499
224,224,1994,Brandenburg,No migration background,Almost impossible,0.41755,37,2437,0.35205,0.49273
225,225,1994,Mecklenburg-Western Pomerania,No migration background,Difficult,0.58553,60,2437,0.50591,0.6786
226,226,1994,Mecklenburg-Western Pomerania,No migration background,Almost impossible,0.41447,34,2437,0.35619,0.47104
227,227,1994,Saxony,No migration background,Difficult,0.51202,142,2437,0.46877,0.55065
228,228,1994,Saxony,No migration background,Almost impossible,0.48798,105,2437,0.44051,0.53039
229,229,1994,Saxony-Anhalt,No migration background,Difficult,0.51801,74,2437,0.43395,0.6012
230,230,1994,Saxony-Anhalt,No migration background,Almost impossible,0.48199,70,2437,0.43222,0.55048
231,231,1994,Thuringa,No migration background,Difficult,0.66099,89,2437,0.58587,0.75339
232,232,1994,Thuringa,No migration background,Almost impossible,0.33901,46,2437,0.28798,0.40569
233,233,1995,Lower Saxony,No migration background,Difficult,0.61146,85,2472,0.52602,0.68849
234,234,1995,Lower Saxony,No migration background,Almost impossible,0.38854,52,2472,0.32922,0.45266
235,235,1995,Lower Saxony,Direct migration background,Difficult,0.48037,31,2472,0.3415,0.64101
236,236,1995,Lower Saxony,Direct migration background,Almost impossible,0.51963,36,2472,0.37156,0.6818
237,237,1995,North Rhine-Westphalia,No migration background,Easy,0.16299,69,2472,0.13493,0.19546
238,238,1995,North Rhine-Westphalia,No migration background,Difficult,0.50078,225,2472,0.46886,0.54201
239,239,1995,North Rhine-Westphalia,No migration background,Almost impossible,0.33623,107,2472,0.29267,0.37452
240,240,1995,North Rhine-Westphalia,Direct migration background,Difficult,0.55842,104,2472,0.45326,0.67515
241,241,1995,North Rhine-Westphalia,Direct migration background,Almost impossible,0.44158,90,2472,0.36384,0.55164
242,242,1995,North Rhine-Westphalia,Indirect migration background,Difficult,1.0,35,2472,0.74775,1.33805
243,243,1995,Hesse,No migration background,Difficult,1.0,63,2472,0.87333,1.15265
244,244,1995,Hesse,Direct migration background,Difficult,0.58284,46,2472,0.42363,0.7637
245,245,1995,Hesse,Direct migration background,Almost impossible,0.41716,38,2472,0.30605,0.5245
246,246,1995,"Rhineland-Palatinate, Saarland",No migration background,Difficult,0.51447,64,2472,0.45242,0.57043
247,247,1995,"Rhineland-Palatinate, Saarland",No migration background,Almost impossible,0.48553,53,2472,0.43765,0.53611
248,248,1995,Baden-Wuerttemberg,No migration background,Easy,0.12797,33,2472,0.10743,0.15064
249,249,1995,Baden-Wuerttemberg,No migration background,Difficult,0.54808,98,2472,0.48443,0.61069
250,250,1995,Baden-Wuerttemberg,No migration background,Almost impossible,0.32395,54,2472,0.28257,0.38418
251,251,1995,Baden-Wuerttemberg,Direct migration background,Difficult,0.48524,81,2472,0.35935,0.61193
252,252,1995,Baden-Wuerttemberg,Direct migration background,Almost impossible,0.51476,94,2472,0.39904,0.63772
253,253,1995,Bavaria,No migration background,Easy,0.23373,64,2472,0.201,0.27453
254,254,1995,Bavaria,No migration background,Difficult,0.45168,113,2472,0.40923,0.49897
255,255,1995,Bavaria,No migration background,Almost impossible,0.31459,69,2472,0.27271,0.36228
256,256,1995,Bavaria,Direct migration background,Difficult,0.65088,59,2472,0.51989,0.81474
257,257,1995,Bavaria,Direct migration background,Almost impossible,0.34912,33,2472,0.20804,0.51557
258,258,1995,Berlin,No migration background,Difficult,1.0,62,2472,0.8638,1.16666
259,259,1995,Brandenburg,No migration background,Difficult,0.57479,62,2472,0.49997,0.68579
260,260,1995,Brandenburg,No migration background,Almost impossible,0.42521,40,2472,0.38241,0.4757
261,261,1995,Mecklenburg-Western Pomerania,No migration background,Difficult,1.0,54,2472,0.8343,1.17271
262,262,1995,Saxony,No migration background,Difficult,0.57458,136,2472,0.52487,0.64496
263,263,1995,Saxony,No migration background,Almost impossible,0.42542,75,2472,0.37118,0.47672
264,264,1995,Saxony-Anhalt,No migration background,Difficult,0.52967,74,2472,0.46639,0.60161
265,265,1995,Saxony-Anhalt,No migration background,Almost impossible,0.47033,53,2472,0.40247,0.53383
266,266,1995,Thuringa,No migration background,Difficult,0.65003,80,2472,0.57184,0.73443
267,267,1995,Thuringa,No migration background,Almost impossible,0.34997,40,2472,0.29082,0.41651
268,268,1996,Lower Saxony,No migration background,Difficult,0.60045,84,2369,0.52826,0.67932
269,269,1996,Lower Saxony,No migration background,Almost impossible,0.39955,53,2369,0.34983,0.45459
270,270,1996,Lower Saxony,Direct migration background,Difficult,1.0,35,2369,0.787,1.31365
271,271,1996,North Rhine-Westphalia,No migration background,Easy,0.16385,72,2369,0.14252,0.19183
272,272,1996,North Rhine-Westphalia,No migration background,Difficult,0.53304,213,2369,0.48928,0.58423
273,273,1996,North Rhine-Westphalia,No migration background,Almost impossible,0.30311,102,2369,0.26881,0.33771
274,274,1996,North Rhine-Westphalia,Direct migration background,Difficult,0.48641,105,2369,0.4056,0.55938
275,275,1996,North Rhine-Westphalia,Direct migration background,Almost impossible,0.51359,94,2369,0.39377,0.6426
276,276,1996,North Rhine-Westphalia,Indirect migration background,Difficult,1.0,32,2369,0.7702,1.23498
277,277,1996,Hesse,No migration background,Difficult,1.0,47,2369,0.87223,1.14296
278,278,1996,Hesse,Direct migration background,Difficult,1.0,43,2369,0.73925,1.37082
279,279,1996,"Rhineland-Palatinate, Saarland",No migration background,Difficult,0.50545,52,2369,0.43194,0.60429
280,280,1996,"Rhineland-Palatinate, Saarland",No migration background,Almost impossible,0.49455,51,2369,0.44467,0.5382
281,281,1996,Baden-Wuerttemberg,No migration background,Easy,0.14809,31,2369,0.11197,0.1955
282,282,1996,Baden-Wuerttemberg,No migration background,Difficult,0.52648,95,2369,0.46913,0.59257
283,283,1996,Baden-Wuerttemberg,No migration background,Almost impossible,0.32543,47,2369,0.25347,0.39762
284,284,1996,Baden-Wuerttemberg,Direct migration background,Difficult,0.47779,69,2369,0.34034,0.63063
285,285,1996,Baden-Wuerttemberg,Direct migration background,Almost impossible,0.52221,89,2369,0.40711,0.63265
286,286,1996,Bavaria,No migration background,Easy,0.22999,60,2369,0.19089,0.27756
287,287,1996,Bavaria,No migration background,Difficult,0.49152,113,2369,0.43376,0.55802
288,288,1996,Bavaria,No migration background,Almost impossible,0.27848,62,2369,0.24051,0.32433
289,289,1996,Bavaria,Direct migration background,Difficult,0.63779,61,2369,0.48014,0.81635
