year,pgisced97,regtyp,plb0419_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,Upper Secondary Level,Urban regions,Almost impossible,0.32891,228,798,0.29629,0.36153
1988,Upper Secondary Level,Rural regions,Easy,0.16292,33,195,0.11095,0.21489
1988,Upper Secondary Level,Rural regions,Difficult,0.64905,122,195,0.58189,0.71621
1988,Upper Secondary Level,Rural regions,Almost impossible,0.18803,40,195,0.13304,0.24301
1988,First Stage of Tertiary Education,Urban regions,Difficult,0.49318,37,37,0.32986,0.65650
1988,Second Stage of Tertiary Education,Urban regions,Difficult,0.46330,33,33,0.29052,0.63607
1989,Pre-primary Level,Urban regions,Easy,0.24363,33,108,0.16229,0.32497
1989,Pre-primary Level,Urban regions,Difficult,0.63055,75,108,0.53909,0.72200
1989,Primary Level,Urban regions,Difficult,0.35305,81,201,0.28681,0.41928
1989,Primary Level,Urban regions,Almost impossible,0.52121,120,201,0.45198,0.59044
1989,Lower Secondary Level,Urban regions,Easy,0.12831,73,531,0.09984,0.15678
1989,Lower Secondary Level,Urban regions,Difficult,0.42504,261,531,0.38296,0.46713
1989,Lower Secondary Level,Urban regions,Almost impossible,0.44664,197,531,0.40432,0.48897
1989,Lower Secondary Level,Rural regions,Difficult,0.39882,66,136,0.31622,0.48142
1989,Lower Secondary Level,Rural regions,Almost impossible,0.49346,70,136,0.40912,0.57780
1989,Upper Secondary Level,Urban regions,Easy,0.18544,141,736,0.15735,0.21354
1989,Upper Secondary Level,Urban regions,Difficult,0.53064,397,736,0.49456,0.56672
1989,Upper Secondary Level,Urban regions,Almost impossible,0.28392,198,736,0.25132,0.31651
1989,Upper Secondary Level,Rural regions,Difficult,0.61759,102,147,0.53876,0.69642
1989,Upper Secondary Level,Rural regions,Almost impossible,0.22396,45,147,0.15633,0.29158
1990,Pre-primary Level,Urban regions,Easy,0.23679,36,106,0.15548,0.31811
1990,Pre-primary Level,Urban regions,Difficult,0.58536,70,106,0.49112,0.67959
1990,Primary Level,Urban regions,Difficult,0.50671,86,183,0.43407,0.57934
1990,Primary Level,Urban regions,Almost impossible,0.43427,97,183,0.36226,0.50628
1990,Lower Secondary Level,Urban regions,Easy,0.12768,78,514,0.09880,0.15657
1990,Lower Secondary Level,Urban regions,Difficult,0.44311,246,514,0.40013,0.48610
1990,Lower Secondary Level,Urban regions,Almost impossible,0.42920,190,514,0.38637,0.47203
1990,Lower Secondary Level,Rural regions,Difficult,0.50971,95,155,0.43076,0.58867
1990,Lower Secondary Level,Rural regions,Almost impossible,0.37679,60,155,0.30025,0.45332
1990,Upper Secondary Level,Urban regions,Easy,0.24966,184,740,0.21846,0.28087
1990,Upper Secondary Level,Urban regions,Difficult,0.45538,350,740,0.41948,0.49129
1990,Upper Secondary Level,Urban regions,Almost impossible,0.29495,206,740,0.26207,0.32783
1990,Upper Secondary Level,Rural regions,Easy,0.14939,42,306,0.10938,0.18939
1990,Upper Secondary Level,Rural regions,Difficult,0.59600,187,306,0.54093,0.65107
1990,Upper Secondary Level,Rural regions,Almost impossible,0.25461,77,306,0.20572,0.30350
1990,Post-secondary Non-tertiary Level,Urban regions,Easy,0.48692,31,63,0.36250,0.61133
1990,Post-secondary Non-tertiary Level,Urban regions,Difficult,0.38898,32,63,0.26763,0.51034
1990,Second Stage of Tertiary Education,Urban regions,Difficult,0.54884,51,51,0.41091,0.68677
1990,Second Stage of Tertiary Education,Rural regions,Difficult,0.62148,32,32,0.45074,0.79222
1991,Pre-primary Level,Urban regions,Easy,0.31084,34,84,0.21126,0.41041
1991,Pre-primary Level,Urban regions,Difficult,0.46163,50,84,0.35438,0.56888
1991,Primary Level,Urban regions,Difficult,0.38277,70,163,0.30792,0.45762
1991,Primary Level,Urban regions,Almost impossible,0.52879,93,163,0.45192,0.60566
1991,Lower Secondary Level,Urban regions,Easy,0.16398,88,482,0.13089,0.19707
1991,Lower Secondary Level,Urban regions,Difficult,0.43586,224,482,0.39154,0.48017
1991,Lower Secondary Level,Urban regions,Almost impossible,0.40016,170,482,0.35638,0.44395
1991,Lower Secondary Level,Rural regions,Difficult,0.47752,100,185,0.40535,0.54969
1991,Lower Secondary Level,Rural regions,Almost impossible,0.42114,85,185,0.34980,0.49248
1991,Upper Secondary Level,Urban regions,Easy,0.21564,181,772,0.18661,0.24467
1991,Upper Secondary Level,Urban regions,Difficult,0.50315,387,772,0.46786,0.53844
1991,Upper Secondary Level,Urban regions,Almost impossible,0.28121,204,772,0.24947,0.31294
1991,Upper Secondary Level,Rural regions,Easy,0.17247,63,421,0.13634,0.20860
1991,Upper Secondary Level,Rural regions,Difficult,0.55552,243,421,0.50799,0.60304
1991,Upper Secondary Level,Rural regions,Almost impossible,0.27201,115,421,0.22945,0.31457
1991,Second Stage of Tertiary Education,Urban regions,Difficult,0.49458,45,45,0.34685,0.64232
1991,Second Stage of Tertiary Education,Rural regions,Difficult,0.44853,44,44,0.29988,0.59719
1992,Pre-primary Level,Urban regions,Easy,0.45124,45,89,0.34727,0.55521
1992,Pre-primary Level,Urban regions,Difficult,0.33811,44,89,0.23927,0.43695
1992,Primary Level,Urban regions,Difficult,0.45608,87,172,0.38143,0.53074
1992,Primary Level,Urban regions,Almost impossible,0.41428,85,172,0.34045,0.48812
1992,Lower Secondary Level,Urban regions,Easy,0.19205,98,471,0.15644,0.22766
1992,Lower Secondary Level,Urban regions,Difficult,0.42597,213,471,0.38127,0.47068
1992,Lower Secondary Level,Urban regions,Almost impossible,0.38197,160,471,0.33805,0.42590
1992,Lower Secondary Level,Rural regions,Easy,0.20116,37,204,0.14601,0.25630
1992,Lower Secondary Level,Rural regions,Difficult,0.48558,102,204,0.41682,0.55433
1992,Lower Secondary Level,Rural regions,Almost impossible,0.31327,65,204,0.24946,0.37707
1992,Upper Secondary Level,Urban regions,Easy,0.22479,179,761,0.19511,0.25447
1992,Upper Secondary Level,Urban regions,Difficult,0.51107,386,761,0.47553,0.54660
1992,Upper Secondary Level,Urban regions,Almost impossible,0.26414,196,761,0.23280,0.29549
1992,Upper Secondary Level,Rural regions,Easy,0.16679,67,486,0.13361,0.19997
1992,Upper Secondary Level,Rural regions,Difficult,0.55431,280,486,0.51007,0.59854
1992,Upper Secondary Level,Rural regions,Almost impossible,0.27890,139,486,0.23899,0.31881
1992,Second Stage of Tertiary Education,Urban regions,Difficult,0.47595,62,93,0.37390,0.57801
1992,Second Stage of Tertiary Education,Urban regions,Almost impossible,0.24821,31,93,0.15994,0.33648
1992,Second Stage of Tertiary Education,Rural regions,Difficult,0.51634,45,45,0.36868,0.66400
1993,Pre-primary Level,Urban regions,Difficult,0.56243,58,89,0.45878,0.66608
1993,Pre-primary Level,Urban regions,Almost impossible,0.21618,31,89,0.13017,0.30218
1993,Pre-primary Level,Rural regions,Difficult,0.75558,35,35,0.61113,0.90003
1993,Primary Level,Urban regions,Difficult,0.37870,65,177,0.30703,0.45036
1993,Primary Level,Urban regions,Almost impossible,0.56063,112,177,0.48731,0.63396
1993,Lower Secondary Level,Urban regions,Easy,0.14866,65,461,0.11615,0.18117
1993,Lower Secondary Level,Urban regions,Difficult,0.44366,231,461,0.39826,0.48906
1993,Lower Secondary Level,Urban regions,Almost impossible,0.40768,165,461,0.36277,0.45259
1993,Lower Secondary Level,Rural regions,Difficult,0.43651,93,177,0.36324,0.50978
1993,Lower Secondary Level,Rural regions,Almost impossible,0.45020,84,177,0.37669,0.52370
1993,Upper Secondary Level,Urban regions,Easy,0.19384,167,850,0.16725,0.22044
1993,Upper Secondary Level,Urban regions,Difficult,0.52043,441,850,0.48683,0.55404
1993,Upper Secondary Level,Urban regions,Almost impossible,0.28572,242,850,0.25533,0.31611
1993,Upper Secondary Level,Rural regions,Easy,0.13750,58,536,0.10832,0.16668
1993,Upper Secondary Level,Rural regions,Difficult,0.53472,298,536,0.49245,0.57699
1993,Upper Secondary Level,Rural regions,Almost impossible,0.32778,180,536,0.28801,0.36756
1993,Post-secondary Non-tertiary Level,Urban regions,Difficult,0.53516,36,36,0.36992,0.70040
1993,Second Stage of Tertiary Education,Urban regions,Difficult,0.63598,78,116,0.54804,0.72392
1993,Second Stage of Tertiary Education,Urban regions,Almost impossible,0.28145,38,116,0.19926,0.36364
1993,Second Stage of Tertiary Education,Rural regions,Difficult,0.49304,44,83,0.38483,0.60125
1993,Second Stage of Tertiary Education,Rural regions,Almost impossible,0.49898,39,83,0.39076,0.60720
1994,Pre-primary Level,Urban regions,Difficult,0.57919,89,124,0.49195,0.66644
1994,Pre-primary Level,Urban regions,Almost impossible,0.20440,35,124,0.13313,0.27567
1994,Pre-primary Level,Rural regions,Difficult,0.77637,44,44,0.65183,0.90092
1994,Primary Level,Urban regions,Difficult,0.48021,64,160,0.40255,0.55787
1994,Primary Level,Urban regions,Almost impossible,0.45834,96,160,0.38089,0.53578
1994,Lower Secondary Level,Urban regions,Easy,0.11128,48,483,0.08321,0.13936
1994,Lower Secondary Level,Urban regions,Difficult,0.46892,253,483,0.42436,0.51347
1994,Lower Secondary Level,Urban regions,Almost impossible,0.41980,182,483,0.37574,0.46386
1994,Lower Secondary Level,Rural regions,Difficult,0.41410,82,155,0.33630,0.49190
1994,Lower Secondary Level,Rural regions,Almost impossible,0.48389,73,155,0.40496,0.56282
1994,Upper Secondary Level,Urban regions,Easy,0.15830,146,862,0.13392,0.18269
1994,Upper Secondary Level,Urban regions,Difficult,0.47510,431,862,0.44174,0.50845
1994,Upper Secondary Level,Urban regions,Almost impossible,0.36660,285,862,0.33441,0.39878
1994,Upper Secondary Level,Rural regions,Easy,0.11182,60,556,0.08560,0.13804
1994,Upper Secondary Level,Rural regions,Difficult,0.57197,319,556,0.53080,0.61313
1994,Upper Secondary Level,Rural regions,Almost impossible,0.31622,177,556,0.27753,0.35490
1994,Post-secondary Non-tertiary Level,Urban regions,Difficult,0.45746,40,40,0.30111,0.61382
1994,Second Stage of Tertiary Education,Urban regions,Difficult,0.53001,62,104,0.43362,0.62640
1994,Second Stage of Tertiary Education,Urban regions,Almost impossible,0.31954,42,104,0.22949,0.40959
1994,Second Stage of Tertiary Education,Rural regions,Difficult,0.52252,38,38,0.36157,0.68347
1995,No answer / don't know,Urban regions,Difficult,0.69899,39,39,0.55314,0.84483
1995,Pre-primary Level,Urban regions,Easy,0.19731,37,175,0.13818,0.25644
1995,Pre-primary Level,Urban regions,Difficult,0.61083,99,175,0.53838,0.68327
1995,Pre-primary Level,Urban regions,Almost impossible,0.19186,39,175,0.13335,0.25037
1995,Pre-primary Level,Rural regions,Difficult,0.61001,56,56,0.48111,0.73892
1995,Primary Level,Urban regions,Difficult,0.38249,52,162,0.30742,0.45756
1995,Primary Level,Urban regions,Almost impossible,0.59161,110,162,0.51568,0.66753
1995,Lower Secondary Level,Urban regions,Easy,0.10952,45,473,0.08135,0.13770
1995,Lower Secondary Level,Urban regions,Difficult,0.45854,244,473,0.41359,0.50350
1995,Lower Secondary Level,Urban regions,Almost impossible,0.43193,184,473,0.38724,0.47662
1995,Lower Secondary Level,Rural regions,Difficult,0.39064,83,164,0.31574,0.46555
1995,Lower Secondary Level,Rural regions,Almost impossible,0.51426,81,164,0.43753,0.59099
1995,Upper Secondary Level,Urban regions,Easy,0.15463,152,900,0.13099,0.17826
1995,Upper Secondary Level,Urban regions,Difficult,0.53678,501,900,0.50419,0.56938
1995,Upper Secondary Level,Urban regions,Almost impossible,0.30859,247,900,0.27839,0.33878
1995,Upper Secondary Level,Rural regions,Easy,0.09677,57,534,0.07167,0.12187
1995,Upper Secondary Level,Rural regions,Difficult,0.60007,319,534,0.55848,0.64166
1995,Upper Secondary Level,Rural regions,Almost impossible,0.30315,158,534,0.26413,0.34217
1995,Post-secondary Non-tertiary Level,Urban regions,Difficult,0.45858,48,48,0.31613,0.60104
1995,Second Stage of Tertiary Education,Urban regions,Difficult,0.63250,81,121,0.54624,0.71876
1995,Second Stage of Tertiary Education,Urban regions,Almost impossible,0.31494,40,121,0.23183,0.39805
1995,Second Stage of Tertiary Education,Rural regions,Difficult,0.42778,35,66,0.30750,0.54806
1995,Second Stage of Tertiary Education,Rural regions,Almost impossible,0.49270,31,66,0.37116,0.61424
1996,No answer / don't know,Urban regions,Difficult,0.42060,37,37,0.25934,0.58186
1996,Pre-primary Level,Urban regions,Difficult,0.59801,102,152,0.51980,0.67621
1996,Pre-primary Level,Urban regions,Almost impossible,0.22549,50,152,0.15883,0.29215
1996,Pre-primary Level,Rural regions,Difficult,0.68555,61,61,0.56807,0.80304
1996,Primary Level,Urban regions,Difficult,0.41693,49,132,0.33250,0.50136
1996,Primary Level,Urban regions,Almost impossible,0.50875,83,132,0.42314,0.59436
1996,Lower Secondary Level,Urban regions,Easy,0.13187,51,460,0.10091,0.16282
1996,Lower Secondary Level,Urban regions,Difficult,0.45049,224,460,0.40497,0.49601
1996,Lower Secondary Level,Urban regions,Almost impossible,0.41764,185,460,0.37252,0.46276
1996,Lower Secondary Level,Rural regions,Difficult,0.51883,92,163,0.44189,0.59577
1996,Lower Secondary Level,Rural regions,Almost impossible,0.42219,71,163,0.34614,0.49825
1996,Upper Secondary Level,Urban regions,Easy,0.14840,131,861,0.12464,0.17216
1996,Upper Secondary Level,Urban regions,Difficult,0.51473,473,861,0.48133,0.54814
1996,Upper Secondary Level,Urban regions,Almost impossible,0.33686,257,861,0.30527,0.36845
1996,Upper Secondary Level,Rural regions,Easy,0.11834,67,561,0.09159,0.14509
1996,Upper Secondary Level,Rural regions,Difficult,0.58591,330,561,0.54512,0.62671
1996,Upper Secondary Level,Rural regions,Almost impossible,0.29575,164,561,0.25795,0.33355
1996,Post-secondary Non-tertiary Level,Urban regions,Difficult,0.58821,53,53,0.45444,0.72198
1996,Second Stage of Tertiary Education,Urban regions,Difficult,0.52502,74,125,0.43713,0.61292
1996,Second Stage of Tertiary Education,Urban regions,Almost impossible,0.38758,51,125,0.30183,0.47334
1996,Second Stage of Tertiary Education,Rural regions,Difficult,0.71274,46,46,0.58054,0.84495
1997,No answer / don't know,Urban regions,Difficult,0.57562,39,39,0.41847,0.73277
1997,Pre-primary Level,Urban regions,Easy,0.22363,32,192,0.16453,0.28272
1997,Pre-primary Level,Urban regions,Difficult,0.49969,105,192,0.42878,0.57060
1997,Pre-primary Level,Urban regions,Almost impossible,0.27668,55,192,0.21324,0.34013
1997,Pre-primary Level,Rural regions,Difficult,0.74247,73,73,0.64147,0.84348
1997,Primary Level,Urban regions,Difficult,0.45865,51,135,0.37428,0.54302
1997,Primary Level,Urban regions,Almost impossible,0.52056,84,135,0.43597,0.60514
1997,Lower Secondary Level,Urban regions,Easy,0.07916,36,452,0.05425,0.10408
1997,Lower Secondary Level,Urban regions,Difficult,0.50105,232,452,0.45491,0.54720
1997,Lower Secondary Level,Urban regions,Almost impossible,0.41978,184,452,0.37423,0.46533
1997,Lower Secondary Level,Rural regions,Difficult,0.51445,91,155,0.43551,0.59339
1997,Lower Secondary Level,Rural regions,Almost impossible,0.40293,64,155,0.32546,0.48040
1997,Upper Secondary Level,Urban regions,Easy,0.12723,117,873,0.10511,0.14934
1997,Upper Secondary Level,Urban regions,Difficult,0.53426,489,873,0.50115,0.56736
1997,Upper Secondary Level,Urban regions,Almost impossible,0.33852,267,873,0.30711,0.36993
1997,Upper Secondary Level,Rural regions,Easy,0.10513,52,536,0.07914,0.13112
1997,Upper Secondary Level,Rural regions,Difficult,0.58281,322,536,0.54103,0.62460
1997,Upper Secondary Level,Rural regions,Almost impossible,0.31206,162,536,0.27280,0.35132
1997,Post-secondary Non-tertiary Level,Urban regions,Difficult,0.70839,55,55,0.58716,0.82961
1997,First Stage of Tertiary Education,Urban regions,Difficult,0.50756,31,31,0.32866,0.68646
1997,Second Stage of Tertiary Education,Urban regions,Difficult,0.51646,63,114,0.42431,0.60860
1997,Second Stage of Tertiary Education,Urban regions,Almost impossible,0.42666,51,114,0.33547,0.51785
1997,Second Stage of Tertiary Education,Rural regions,Difficult,0.33259,37,71,0.22222,0.44296
1997,Second Stage of Tertiary Education,Rural regions,Almost impossible,0.59574,34,71,0.48078,0.71071
1998,No answer / don't know,Urban regions,Difficult,0.50709,49,92,0.40437,0.60982
1998,No answer / don't know,Urban regions,Almost impossible,0.38643,43,92,0.28638,0.48647
1998,Pre-primary Level,Urban regions,Difficult,0.66099,123,171,0.58983,0.73215
1998,Pre-primary Level,Urban regions,Almost impossible,0.22248,48,171,0.15996,0.28500
1998,Pre-primary Level,Rural regions,Difficult,0.73192,71,71,0.62815,0.83569
1998,Primary Level,Urban regions,Difficult,0.53873,47,117,0.44801,0.62944
1998,Primary Level,Urban regions,Almost impossible,0.43888,70,117,0.34857,0.52919
1998,Lower Secondary Level,Urban regions,Easy,0.09896,47,478,0.07216,0.12575
1998,Lower Secondary Level,Urban regions,Difficult,0.49173,242,478,0.44687,0.53660
1998,Lower Secondary Level,Urban regions,Almost impossible,0.40931,189,478,0.36518,0.45344
1998,Lower Secondary Level,Rural regions,Difficult,0.56318,102,164,0.48703,0.63932
1998,Lower Secondary Level,Rural regions,Almost impossible,0.36186,62,164,0.28809,0.43563
1998,Upper Secondary Level,Urban regions,Easy,0.14011,124,880,0.11716,0.16306
1998,Upper Secondary Level,Urban regions,Difficult,0.55213,486,880,0.51925,0.58500
1998,Upper Secondary Level,Urban regions,Almost impossible,0.30777,270,880,0.27725,0.33828
1998,Upper Secondary Level,Rural regions,Easy,0.08803,55,584,0.06503,0.11103
1998,Upper Secondary Level,Rural regions,Difficult,0.59751,351,584,0.55770,0.63732
1998,Upper Secondary Level,Rural regions,Almost impossible,0.31447,178,584,0.27678,0.35216
1998,Post-secondary Non-tertiary Level,Urban regions,Difficult,0.59869,47,47,0.45704,0.74034
1998,Second Stage of Tertiary Education,Urban regions,Difficult,0.57843,72,115,0.48778,0.66908
1998,Second Stage of Tertiary Education,Urban regions,Almost impossible,0.29921,43,115,0.21515,0.38327
1998,Second Stage of Tertiary Education,Rural regions,Difficult,0.49256,49,93,0.39040,0.59472
1998,Second Stage of Tertiary Education,Rural regions,Almost impossible,0.45210,44,93,0.35039,0.55380
1999,No answer / don't know,Urban regions,Difficult,0.53720,41,41,0.38268,0.69172
1999,Pre-primary Level,Urban regions,Difficult,0.67207,126,126,0.58977,0.75437
1999,Pre-primary Level,Rural regions,Difficult,0.73075,66,66,0.62292,0.83859
1999,Primary Level,Urban regions,Difficult,0.51593,47,111,0.42253,0.60932
1999,Primary Level,Urban regions,Almost impossible,0.47210,64,111,0.37881,0.56540
1999,Lower Secondary Level,Urban regions,Easy,0.09415,41,409,0.06581,0.12249
1999,Lower Secondary Level,Urban regions,Difficult,0.48694,200,409,0.43844,0.53544
1999,Lower Secondary Level,Urban regions,Almost impossible,0.41890,168,409,0.37103,0.46678
1999,Lower Secondary Level,Rural regions,Difficult,0.49983,91,153,0.42034,0.57932
1999,Lower Secondary Level,Rural regions,Almost impossible,0.38973,62,153,0.31220,0.46726
1999,Upper Secondary Level,Urban regions,Easy,0.16326,121,789,0.13746,0.18907
1999,Upper Secondary Level,Urban regions,Difficult,0.47603,400,789,0.44116,0.51090
1999,Upper Secondary Level,Urban regions,Almost impossible,0.36071,268,789,0.32718,0.39424
1999,Upper Secondary Level,Rural regions,Easy,0.11481,62,533,0.08772,0.14190
1999,Upper Secondary Level,Rural regions,Difficult,0.55346,308,533,0.51122,0.59571
1999,Upper Secondary Level,Rural regions,Almost impossible,0.33172,163,533,0.29171,0.37173
1999,Post-secondary Non-tertiary Level,Urban regions,Difficult,0.73612,59,59,0.62269,0.84955
1999,Second Stage of Tertiary Education,Urban regions,Difficult,0.59619,67,98,0.49854,0.69383
1999,Second Stage of Tertiary Education,Urban regions,Almost impossible,0.30581,31,98,0.21411,0.39750
1999,Second Stage of Tertiary Education,Rural regions,Difficult,0.57941,43,43,0.43011,0.72871
2000,Pre-primary Level,Urban regions,Easy,0.20096,51,263,0.15243,0.24948
2000,Pre-primary Level,Urban regions,Difficult,0.55046,140,263,0.49023,0.61070
2000,Pre-primary Level,Urban regions,Almost impossible,0.24858,72,263,0.19625,0.30092
2000,Pre-primary Level,Rural regions,Difficult,0.71770,96,127,0.63911,0.79630
2000,Pre-primary Level,Rural regions,Almost impossible,0.19743,31,127,0.12793,0.26694
2000,Primary Level,Urban regions,Difficult,0.39322,44,119,0.30509,0.48136
2000,Primary Level,Urban regions,Almost impossible,0.57012,75,119,0.48080,0.65945
2000,Lower Secondary Level,Urban regions,Easy,0.12648,76,652,0.10094,0.15201
2000,Lower Secondary Level,Urban regions,Difficult,0.44191,293,652,0.40376,0.48006
2000,Lower Secondary Level,Urban regions,Almost impossible,0.43161,283,652,0.39356,0.46966
2000,Lower Secondary Level,Rural regions,Difficult,0.47358,119,223,0.40790,0.53926
2000,Lower Secondary Level,Rural regions,Almost impossible,0.40925,104,223,0.34457,0.47393
2000,Upper Secondary Level,Urban regions,Easy,0.16677,235,1489,0.14783,0.18571
2000,Upper Secondary Level,Urban regions,Difficult,0.49706,757,1489,0.47166,0.52247
2000,Upper Secondary Level,Urban regions,Almost impossible,0.33617,497,1489,0.31216,0.36017
2000,Upper Secondary Level,Rural regions,Easy,0.13514,129,963,0.11353,0.15674
2000,Upper Secondary Level,Rural regions,Difficult,0.55177,540,963,0.52034,0.58319
2000,Upper Secondary Level,Rural regions,Almost impossible,0.31309,294,963,0.28379,0.34240
2000,Post-secondary Non-tertiary Level,Urban regions,Easy,0.22727,36,166,0.16333,0.29122
2000,Post-secondary Non-tertiary Level,Urban regions,Difficult,0.58073,93,166,0.50543,0.65602
2000,Post-secondary Non-tertiary Level,Urban regions,Almost impossible,0.19200,37,166,0.13190,0.25210
2000,First Stage of Tertiary Education,Urban regions,Easy,0.26626,43,146,0.19431,0.33820
2000,First Stage of Tertiary Education,Urban regions,Difficult,0.47921,67,146,0.39790,0.56052
2000,First Stage of Tertiary Education,Urban regions,Almost impossible,0.25453,36,146,0.18363,0.32544
2000,First Stage of Tertiary Education,Rural regions,Difficult,0.54140,48,48,0.39895,0.68386
2000,Second Stage of Tertiary Education,Urban regions,Easy,0.15023,43,276,0.10800,0.19246
2000,Second Stage of Tertiary Education,Urban regions,Difficult,0.53498,149,276,0.47603,0.59393
2000,Second Stage of Tertiary Education,Urban regions,Almost impossible,0.31479,84,276,0.25989,0.36968
2000,Second Stage of Tertiary Education,Rural regions,Difficult,0.47748,59,104,0.38101,0.57394
2000,Second Stage of Tertiary Education,Rural regions,Almost impossible,0.38772,45,104,0.29363,0.48182
2001,Pre-primary Level,Urban regions,Easy,0.28151,76,266,0.22736,0.33566
2001,Pre-primary Level,Urban regions,Difficult,0.41199,107,266,0.35273,0.47125
2001,Pre-primary Level,Urban regions,Almost impossible,0.30650,83,266,0.25099,0.36201
2001,Pre-primary Level,Rural regions,Difficult,0.71866,108,108,0.63346,0.80386
2001,Primary Level,Urban regions,Almost impossible,0.63672,54,54,0.50723,0.76620
2001,Lower Secondary Level,Urban regions,Easy,0.11775,61,530,0.09028,0.14521
2001,Lower Secondary Level,Urban regions,Difficult,0.48945,266,530,0.44685,0.53205
2001,Lower Secondary Level,Urban regions,Almost impossible,0.39280,203,530,0.35118,0.43442
2001,Lower Secondary Level,Rural regions,Difficult,0.55045,113,183,0.47818,0.62272
2001,Lower Secondary Level,Rural regions,Almost impossible,0.35243,70,183,0.28302,0.42184
2001,Upper Secondary Level,Urban regions,Easy,0.18489,230,1255,0.16340,0.20637
2001,Upper Secondary Level,Urban regions,Difficult,0.47728,597,1255,0.44963,0.50492
2001,Upper Secondary Level,Urban regions,Almost impossible,0.33784,428,1255,0.31166,0.36402
2001,Upper Secondary Level,Rural regions,Easy,0.13558,106,828,0.11225,0.15892
2001,Upper Secondary Level,Rural regions,Difficult,0.54152,462,828,0.50756,0.57548
2001,Upper Secondary Level,Rural regions,Almost impossible,0.32290,260,828,0.29103,0.35476
2001,Post-secondary Non-tertiary Level,Urban regions,Easy,0.25963,43,164,0.19232,0.32693
2001,Post-secondary Non-tertiary Level,Urban regions,Difficult,0.51953,83,164,0.44283,0.59623
2001,Post-secondary Non-tertiary Level,Urban regions,Almost impossible,0.22084,38,164,0.15716,0.28452
2001,First Stage of Tertiary Education,Urban regions,Easy,0.24441,31,118,0.16654,0.32228
2001,First Stage of Tertiary Education,Urban regions,Difficult,0.45418,55,118,0.36396,0.54439
2001,First Stage of Tertiary Education,Urban regions,Almost impossible,0.30141,32,118,0.21827,0.38456
2001,First Stage of Tertiary Education,Rural regions,Difficult,0.57979,45,45,0.43394,0.72563
2001,Second Stage of Tertiary Education,Urban regions,Easy,0.17644,51,245,0.12861,0.22427
2001,Second Stage of Tertiary Education,Urban regions,Difficult,0.54357,129,245,0.48107,0.60607
2001,Second Stage of Tertiary Education,Urban regions,Almost impossible,0.27998,65,245,0.22365,0.33632
2001,Second Stage of Tertiary Education,Rural regions,Difficult,0.45397,54,89,0.34994,0.55799
2001,Second Stage of Tertiary Education,Rural regions,Almost impossible,0.38985,35,89,0.28794,0.49175
2002,Pre-primary Level,Urban regions,Easy,0.22712,71,331,0.18192,0.27233
2002,Pre-primary Level,Urban regions,Difficult,0.52687,180,331,0.47300,0.58074
2002,Pre-primary Level,Urban regions,Almost impossible,0.24601,80,331,0.19954,0.29248
2002,Pre-primary Level,Rural regions,Difficult,0.60559,81,114,0.51548,0.69570
2002,Pre-primary Level,Rural regions,Almost impossible,0.25409,33,114,0.17382,0.33436
