year,pgisced97,plb0419_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1995,First Stage of Tertiary Education,Almost impossible,0.40743,31,2874,0.40607,0.40880
1995,Second Stage of Tertiary Education,Difficult,0.60889,116,2874,0.60790,0.60987
1995,Second Stage of Tertiary Education,Almost impossible,0.39111,71,2874,0.39013,0.39210
1996,Pre-primary Level,Easy,0.16906,37,2790,0.16836,0.16976
1996,Pre-primary Level,Difficult,0.62308,163,2790,0.62218,0.62398
1996,Pre-primary Level,Almost impossible,0.20786,65,2790,0.20711,0.20862
1996,Primary Level,Difficult,0.46649,70,2790,0.46494,0.46804
1996,Primary Level,Almost impossible,0.53351,99,2790,0.53196,0.53506
1996,Lower Secondary Level,Easy,0.11095,65,2790,0.11058,0.11132
1996,Lower Secondary Level,Difficult,0.46998,316,2790,0.46939,0.47057
1996,Lower Secondary Level,Almost impossible,0.41907,256,2790,0.41849,0.41966
1996,Upper Secondary Level,Easy,0.13817,198,2790,0.13791,0.13843
1996,Upper Secondary Level,Difficult,0.53889,803,2790,0.53851,0.53927
1996,Upper Secondary Level,Almost impossible,0.32294,421,2790,0.32258,0.32329
1996,Post-secondary Non-tertiary Level,Difficult,1.00000,70,2790,1.00000,1.00000
1996,First Stage of Tertiary Education,Difficult,1.00000,37,2790,1.00000,1.00000
1996,Second Stage of Tertiary Education,Difficult,0.62765,120,2790,0.62667,0.62863
1996,Second Stage of Tertiary Education,Almost impossible,0.37235,70,2790,0.37137,0.37333
1997,Pre-primary Level,Easy,0.17986,42,2789,0.17917,0.18056
1997,Pre-primary Level,Difficult,0.57290,178,2789,0.57200,0.57380
1997,Pre-primary Level,Almost impossible,0.24724,69,2789,0.24645,0.24802
1997,Primary Level,Difficult,0.47511,64,2789,0.47362,0.47660
1997,Primary Level,Almost impossible,0.52489,101,2789,0.52340,0.52638
1997,Lower Secondary Level,Easy,0.08017,51,2789,0.07984,0.08049
1997,Lower Secondary Level,Difficult,0.50450,323,2789,0.50389,0.50510
1997,Lower Secondary Level,Almost impossible,0.41534,248,2789,0.41474,0.41593
1997,Upper Secondary Level,Easy,0.11936,169,2789,0.11912,0.11960
1997,Upper Secondary Level,Difficult,0.55192,812,2789,0.55155,0.55229
1997,Upper Secondary Level,Almost impossible,0.32872,429,2789,0.32838,0.32907
1997,Post-secondary Non-tertiary Level,Difficult,1.00000,71,2789,1.00000,1.00000
1997,First Stage of Tertiary Education,Difficult,1.00000,47,2789,1.00000,1.00000
1997,Second Stage of Tertiary Education,Difficult,0.48886,100,2789,0.48785,0.48987
1997,Second Stage of Tertiary Education,Almost impossible,0.51114,85,2789,0.51013,0.51215
1998,Pre-primary Level,Easy,0.11846,31,2891,0.11785,0.11907
1998,Pre-primary Level,Difficult,0.68147,194,2891,0.68059,0.68235
1998,Pre-primary Level,Almost impossible,0.20007,59,2891,0.19931,0.20082
1998,Primary Level,Difficult,0.50697,53,2891,0.50541,0.50852
1998,Primary Level,Almost impossible,0.49303,88,2891,0.49148,0.49459
1998,Lower Secondary Level,Easy,0.09276,62,2891,0.09241,0.09312
1998,Lower Secondary Level,Difficult,0.51014,344,2891,0.50953,0.51076
1998,Lower Secondary Level,Almost impossible,0.39710,251,2891,0.39649,0.39770
1998,Upper Secondary Level,Easy,0.12096,179,2891,0.12071,0.12121
1998,Upper Secondary Level,Difficult,0.56877,837,2891,0.56839,0.56916
1998,Upper Secondary Level,Almost impossible,0.31027,448,2891,0.30991,0.31063
1998,Post-secondary Non-tertiary Level,Difficult,1.00000,62,2891,1.00000,1.00000
1998,First Stage of Tertiary Education,Difficult,0.44755,41,2891,0.44595,0.44915
1998,First Stage of Tertiary Education,Almost impossible,0.55245,34,2891,0.55085,0.55405
1998,Second Stage of Tertiary Education,Difficult,0.60671,121,2891,0.60571,0.60771
1998,Second Stage of Tertiary Education,Almost impossible,0.39329,87,2891,0.39229,0.39429
1999,Pre-primary Level,Easy,0.16478,39,2590,0.16408,0.16549
1999,Pre-primary Level,Difficult,0.68703,192,2590,0.68615,0.68791
1999,Pre-primary Level,Almost impossible,0.14819,39,2590,0.14751,0.14886
1999,Primary Level,Difficult,0.51986,57,2590,0.51828,0.52144
1999,Primary Level,Almost impossible,0.48014,74,2590,0.47856,0.48172
1999,Lower Secondary Level,Easy,0.09875,58,2590,0.09837,0.09913
1999,Lower Secondary Level,Difficult,0.49057,291,2590,0.48993,0.49121
1999,Lower Secondary Level,Almost impossible,0.41068,230,2590,0.41005,0.41131
1999,Upper Secondary Level,Easy,0.14568,183,2590,0.14540,0.14596
1999,Upper Secondary Level,Difficult,0.50408,708,2590,0.50369,0.50448
1999,Upper Secondary Level,Almost impossible,0.35024,431,2590,0.34986,0.35062
1999,Post-secondary Non-tertiary Level,Difficult,1.00000,75,2590,1.00000,1.00000
1999,First Stage of Tertiary Education,Difficult,1.00000,43,2590,1.00000,1.00000
1999,Second Stage of Tertiary Education,Difficult,0.64201,110,2590,0.64095,0.64306
1999,Second Stage of Tertiary Education,Almost impossible,0.35799,60,2590,0.35694,0.35905
2000,Pre-primary Level,Easy,0.16341,63,4743,0.16266,0.16416
2000,Pre-primary Level,Difficult,0.60505,236,4743,0.60405,0.60604
2000,Pre-primary Level,Almost impossible,0.23155,103,4743,0.23069,0.23241
2000,Primary Level,Difficult,0.41463,56,4743,0.41294,0.41631
2000,Primary Level,Almost impossible,0.58537,89,4743,0.58369,0.58706
2000,Lower Secondary Level,Easy,0.12401,99,4743,0.12357,0.12445
2000,Lower Secondary Level,Difficult,0.45021,412,4743,0.44955,0.45088
2000,Lower Secondary Level,Almost impossible,0.42577,387,4743,0.42511,0.42643
2000,Upper Secondary Level,Easy,0.15510,364,4743,0.15481,0.15538
2000,Upper Secondary Level,Difficult,0.51717,1297,4743,0.51677,0.51757
2000,Upper Secondary Level,Almost impossible,0.32773,791,4743,0.32736,0.32811
2000,Post-secondary Non-tertiary Level,Easy,0.26379,52,4743,0.26266,0.26493
2000,Post-secondary Non-tertiary Level,Difficult,0.52988,116,4743,0.52859,0.53116
2000,Post-secondary Non-tertiary Level,Almost impossible,0.20633,50,4743,0.20529,0.20737
2000,First Stage of Tertiary Education,Easy,0.24837,60,4743,0.24724,0.24950
2000,First Stage of Tertiary Education,Difficult,0.50096,115,4743,0.49965,0.50226
2000,First Stage of Tertiary Education,Almost impossible,0.25067,59,4743,0.24954,0.25180
2000,Second Stage of Tertiary Education,Easy,0.14581,57,4743,0.14513,0.14650
2000,Second Stage of Tertiary Education,Difficult,0.51847,208,4743,0.51750,0.51944
2000,Second Stage of Tertiary Education,Almost impossible,0.33572,129,4743,0.33480,0.33663
2001,Pre-primary Level,Easy,0.23701,100,4097,0.23618,0.23785
2001,Pre-primary Level,Difficult,0.51230,215,4097,0.51131,0.51328
2001,Pre-primary Level,Almost impossible,0.25069,104,4097,0.24984,0.25154
2001,Primary Level,Difficult,0.40288,37,4097,0.40102,0.40474
2001,Primary Level,Almost impossible,0.59712,66,4097,0.59526,0.59898
2001,Lower Secondary Level,Easy,0.11227,82,4097,0.11183,0.11271
2001,Lower Secondary Level,Difficult,0.50558,379,4097,0.50489,0.50628
2001,Lower Secondary Level,Almost impossible,0.38215,273,4097,0.38147,0.38283
2001,Upper Secondary Level,Easy,0.16672,336,4097,0.16642,0.16703
2001,Upper Secondary Level,Difficult,0.50088,1059,4097,0.50048,0.50129
2001,Upper Secondary Level,Almost impossible,0.33239,688,4097,0.33201,0.33278
2001,Post-secondary Non-tertiary Level,Easy,0.27374,58,4097,0.27266,0.27482
2001,Post-secondary Non-tertiary Level,Difficult,0.50696,111,4097,0.50575,0.50817
2001,Post-secondary Non-tertiary Level,Almost impossible,0.21930,49,4097,0.21829,0.22030
2001,First Stage of Tertiary Education,Easy,0.21749,44,4097,0.21638,0.21860
2001,First Stage of Tertiary Education,Difficult,0.49651,100,4097,0.49516,0.49785
2001,First Stage of Tertiary Education,Almost impossible,0.28600,51,4097,0.28479,0.28722
2001,Second Stage of Tertiary Education,Easy,0.17120,62,4097,0.17048,0.17192
2001,Second Stage of Tertiary Education,Difficult,0.52054,183,4097,0.51959,0.52149
2001,Second Stage of Tertiary Education,Almost impossible,0.30826,100,4097,0.30739,0.30914
2002,Pre-primary Level,Easy,0.20217,96,4200,0.20140,0.20293
2002,Pre-primary Level,Difficult,0.54928,261,4200,0.54834,0.55023
2002,Pre-primary Level,Almost impossible,0.24855,113,4200,0.24773,0.24937
2002,Primary Level,Difficult,0.50369,39,4200,0.50177,0.50561
2002,Primary Level,Almost impossible,0.49631,49,4200,0.49439,0.49823
2002,Lower Secondary Level,Easy,0.11469,81,4200,0.11424,0.11514
2002,Lower Secondary Level,Difficult,0.49616,345,4200,0.49546,0.49686
2002,Lower Secondary Level,Almost impossible,0.38915,248,4200,0.38847,0.38983
2002,Upper Secondary Level,Easy,0.16128,354,4200,0.16099,0.16157
2002,Upper Secondary Level,Difficult,0.52238,1136,4200,0.52199,0.52277
2002,Upper Secondary Level,Almost impossible,0.31634,681,4200,0.31598,0.31671
2002,Post-secondary Non-tertiary Level,Easy,0.22305,50,4200,0.22207,0.22403
2002,Post-secondary Non-tertiary Level,Difficult,0.58283,130,4200,0.58168,0.58399
2002,Post-secondary Non-tertiary Level,Almost impossible,0.19412,55,4200,0.19319,0.19505
2002,First Stage of Tertiary Education,Easy,0.16327,34,4200,0.16225,0.16428
2002,First Stage of Tertiary Education,Difficult,0.51203,93,4200,0.51066,0.51340
2002,First Stage of Tertiary Education,Almost impossible,0.32470,53,4200,0.32342,0.32598
2002,Second Stage of Tertiary Education,Easy,0.12689,57,4200,0.12625,0.12754
2002,Second Stage of Tertiary Education,Difficult,0.54062,196,4200,0.53965,0.54158
2002,Second Stage of Tertiary Education,Almost impossible,0.33249,129,4200,0.33158,0.33341
2003,Pre-primary Level,Easy,0.13240,65,2843,0.13171,0.13310
2003,Pre-primary Level,Difficult,0.64814,253,2843,0.64716,0.64911
2003,Pre-primary Level,Almost impossible,0.21946,100,2843,0.21861,0.22031
2003,Lower Secondary Level,Easy,0.12373,47,2843,0.12316,0.12429
2003,Lower Secondary Level,Difficult,0.66987,268,2843,0.66906,0.67067
2003,Lower Secondary Level,Almost impossible,0.20641,83,2843,0.20572,0.20710
2003,Upper Secondary Level,Easy,0.13250,216,2843,0.13218,0.13281
2003,Upper Secondary Level,Difficult,0.62851,926,2843,0.62806,0.62896
2003,Upper Secondary Level,Almost impossible,0.23899,368,2843,0.23860,0.23939
2003,Post-secondary Non-tertiary Level,Difficult,1.00000,125,2843,1.00000,1.00000
2003,First Stage of Tertiary Education,Difficult,1.00000,97,2843,1.00000,1.00000
2003,Second Stage of Tertiary Education,Easy,0.13725,47,2843,0.13651,0.13799
2003,Second Stage of Tertiary Education,Difficult,0.67690,193,2843,0.67589,0.67791
2003,Second Stage of Tertiary Education,Almost impossible,0.18585,55,2843,0.18501,0.18669
2004,Pre-primary Level,Easy,0.16673,69,3006,0.16604,0.16743
2004,Pre-primary Level,Difficult,0.59594,274,3006,0.59503,0.59686
2004,Pre-primary Level,Almost impossible,0.23733,134,3006,0.23653,0.23812
2004,Primary Level,Difficult,1.00000,31,3006,1.00000,1.00000
2004,Lower Secondary Level,Easy,0.08279,35,3006,0.08234,0.08324
2004,Lower Secondary Level,Difficult,0.66935,295,3006,0.66858,0.67012
2004,Lower Secondary Level,Almost impossible,0.24786,87,3006,0.24716,0.24857
2004,Upper Secondary Level,Easy,0.11708,209,3006,0.11679,0.11737
2004,Upper Secondary Level,Difficult,0.64093,976,3006,0.64050,0.64137
2004,Upper Secondary Level,Almost impossible,0.24199,345,3006,0.24160,0.24238
2004,Post-secondary Non-tertiary Level,Easy,0.20353,39,3006,0.20234,0.20471
2004,Post-secondary Non-tertiary Level,Difficult,0.79647,118,3006,0.79529,0.79766
2004,First Stage of Tertiary Education,Difficult,0.63999,77,3006,0.63833,0.64164
2004,First Stage of Tertiary Education,Almost impossible,0.36001,35,3006,0.35836,0.36167
2004,Second Stage of Tertiary Education,Easy,0.11342,44,3006,0.11275,0.11408
2004,Second Stage of Tertiary Education,Difficult,0.58645,165,3006,0.58542,0.58748
2004,Second Stage of Tertiary Education,Almost impossible,0.30013,73,3006,0.29917,0.30109
2005,Pre-primary Level,Easy,0.16213,89,2805,0.16149,0.16276
2005,Pre-primary Level,Difficult,0.59706,280,2805,0.59622,0.59790
2005,Pre-primary Level,Almost impossible,0.24081,127,2805,0.24008,0.24154
2005,Lower Secondary Level,Difficult,0.73349,263,2805,0.73275,0.73423
2005,Lower Secondary Level,Almost impossible,0.26651,94,2805,0.26577,0.26725
2005,Upper Secondary Level,Easy,0.09012,140,2805,0.08986,0.09038
2005,Upper Secondary Level,Difficult,0.66046,916,2805,0.66002,0.66089
2005,Upper Secondary Level,Almost impossible,0.24942,382,2805,0.24903,0.24982
2005,Post-secondary Non-tertiary Level,Difficult,0.79448,110,2805,0.79338,0.79558
2005,Post-secondary Non-tertiary Level,Almost impossible,0.20552,33,2805,0.20442,0.20662
2005,First Stage of Tertiary Education,Difficult,0.66868,80,2805,0.66715,0.67022
2005,First Stage of Tertiary Education,Almost impossible,0.33132,36,2805,0.32978,0.33285
2005,Second Stage of Tertiary Education,Difficult,0.69915,180,2805,0.69818,0.70013
2005,Second Stage of Tertiary Education,Almost impossible,0.30085,75,2805,0.29987,0.30182
2006,Pre-primary Level,Easy,0.15480,56,2866,0.15394,0.15566
2006,Pre-primary Level,Difficult,0.56806,153,2866,0.56688,0.56924
2006,Pre-primary Level,Almost impossible,0.27715,80,2866,0.27608,0.27821
2006,Primary Level,Difficult,1.00000,34,2866,1.00000,1.00000
2006,Lower Secondary Level,Easy,0.06637,34,2866,0.06595,0.06678
2006,Lower Secondary Level,Difficult,0.61959,262,2866,0.61878,0.62040
2006,Lower Secondary Level,Almost impossible,0.31404,106,2866,0.31327,0.31482
2006,Upper Secondary Level,Easy,0.11634,189,2866,0.11605,0.11663
2006,Upper Secondary Level,Difficult,0.63970,964,2866,0.63926,0.64013
2006,Upper Secondary Level,Almost impossible,0.24397,391,2866,0.24358,0.24435
2006,Post-secondary Non-tertiary Level,Easy,0.19921,42,2866,0.19810,0.20031
2006,Post-secondary Non-tertiary Level,Difficult,0.80079,125,2866,0.79969,0.80190
2006,First Stage of Tertiary Education,Difficult,0.60307,73,2866,0.60149,0.60466
2006,First Stage of Tertiary Education,Almost impossible,0.39693,37,2866,0.39534,0.39851
2006,Second Stage of Tertiary Education,Easy,0.10767,39,2866,0.10706,0.10827
2006,Second Stage of Tertiary Education,Difficult,0.61160,199,2866,0.61065,0.61255
2006,Second Stage of Tertiary Education,Almost impossible,0.28073,82,2866,0.27985,0.28161
2007,Pre-primary Level,Easy,0.20724,56,2319,0.20626,0.20823
2007,Pre-primary Level,Difficult,0.59038,134,2319,0.58918,0.59157
2007,Pre-primary Level,Almost impossible,0.20238,61,2319,0.20140,0.20336
2007,Lower Secondary Level,Easy,0.09359,40,2319,0.09310,0.09408
2007,Lower Secondary Level,Difficult,0.63633,235,2319,0.63551,0.63714
2007,Lower Secondary Level,Almost impossible,0.27008,82,2319,0.26933,0.27084
2007,Upper Secondary Level,Easy,0.12714,181,2319,0.12682,0.12746
2007,Upper Secondary Level,Difficult,0.60962,724,2319,0.60915,0.61010
2007,Upper Secondary Level,Almost impossible,0.26324,338,2319,0.26281,0.26367
2007,Post-secondary Non-tertiary Level,Easy,0.27034,41,2319,0.26912,0.27155
2007,Post-secondary Non-tertiary Level,Difficult,0.72966,106,2319,0.72845,0.73088
2007,First Stage of Tertiary Education,Difficult,1.00000,61,2319,1.00000,1.00000
2007,Second Stage of Tertiary Education,Easy,0.12709,42,2319,0.12639,0.12780
2007,Second Stage of Tertiary Education,Difficult,0.63151,158,2319,0.63049,0.63253
2007,Second Stage of Tertiary Education,Almost impossible,0.24140,60,2319,0.24049,0.24230
2008,Pre-primary Level,Easy,0.24141,75,2011,0.24044,0.24238
2008,Pre-primary Level,Difficult,0.56643,144,2011,0.56530,0.56755
2008,Pre-primary Level,Almost impossible,0.19216,55,2011,0.19127,0.19306
2008,Lower Secondary Level,Difficult,0.72676,197,2011,0.72592,0.72761
2008,Lower Secondary Level,Almost impossible,0.27324,64,2011,0.27239,0.27408
2008,Upper Secondary Level,Easy,0.15302,180,2011,0.15266,0.15338
2008,Upper Secondary Level,Difficult,0.61609,650,2011,0.61560,0.61658
2008,Upper Secondary Level,Almost impossible,0.23089,281,2011,0.23046,0.23131
2008,Post-secondary Non-tertiary Level,Difficult,1.00000,89,2011,1.00000,1.00000
2008,First Stage of Tertiary Education,Difficult,1.00000,54,2011,1.00000,1.00000
2008,Second Stage of Tertiary Education,Easy,0.17185,45,2011,0.17099,0.17271
2008,Second Stage of Tertiary Education,Difficult,0.57537,127,2011,0.57425,0.57649
2008,Second Stage of Tertiary Education,Almost impossible,0.25278,50,2011,0.25179,0.25377
2009,Pre-primary Level,Easy,0.28216,66,1842,0.28110,0.28322
2009,Pre-primary Level,Difficult,0.50381,107,1842,0.50263,0.50499
2009,Pre-primary Level,Almost impossible,0.21403,39,1842,0.21306,0.21499
2009,Lower Secondary Level,Easy,0.15532,37,1842,0.15467,0.15597
2009,Lower Secondary Level,Difficult,0.62362,165,1842,0.62275,0.62450
2009,Lower Secondary Level,Almost impossible,0.22105,62,1842,0.22031,0.22180
2009,Upper Secondary Level,Easy,0.15309,150,1842,0.15272,0.15345
2009,Upper Secondary Level,Difficult,0.60196,591,1842,0.60146,0.60246
2009,Upper Secondary Level,Almost impossible,0.24495,255,1842,0.24451,0.24539
2009,Post-secondary Non-tertiary Level,Easy,0.28266,37,1842,0.28125,0.28407
2009,Post-secondary Non-tertiary Level,Difficult,0.71734,75,1842,0.71593,0.71875
2009,First Stage of Tertiary Education,Difficult,1.00000,31,1842,1.00000,1.00000
2009,Second Stage of Tertiary Education,Easy,0.16654,41,1842,0.16570,0.16738
2009,Second Stage of Tertiary Education,Difficult,0.56370,125,1842,0.56258,0.56482
