,Unnamed: 0,year,age_gr,sex,plb0419_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
32,32,1989,17-29 y.,female,Easy,0.25875,131,2186,0.23018,0.29476
33,33,1989,17-29 y.,female,Difficult,0.5731,297,2186,0.52965,0.61905
34,34,1989,17-29 y.,female,Almost impossible,0.16815,98,2186,0.13945,0.1953
35,35,1989,30-45 y.,male,Difficult,1.0,37,2186,0.74085,1.25226
36,36,1989,30-45 y.,female,Easy,0.15576,83,2186,0.13713,0.17254
37,37,1989,30-45 y.,female,Difficult,0.6216,335,2186,0.58288,0.65311
38,38,1989,30-45 y.,female,Almost impossible,0.22264,150,2186,0.19984,0.24506
39,39,1989,46-65 y.,male,Difficult,0.333,36,2186,0.24768,0.43768
40,40,1989,46-65 y.,male,Almost impossible,0.667,73,2186,0.53341,0.80676
41,41,1989,46-65 y.,female,Easy,0.06645,34,2186,0.05585,0.07514
42,42,1989,46-65 y.,female,Difficult,0.36152,194,2186,0.33489,0.38483
43,43,1989,46-65 y.,female,Almost impossible,0.57202,316,2186,0.53522,0.61102
44,44,1990,17-29 y.,male,Easy,0.3713,172,2400,0.33703,0.41525
45,45,1990,17-29 y.,male,Difficult,0.46296,235,2400,0.42257,0.50461
46,46,1990,17-29 y.,male,Almost impossible,0.16574,70,2400,0.13824,0.18894
47,47,1990,17-29 y.,female,Easy,0.25403,166,2400,0.22197,0.28478
48,48,1990,17-29 y.,female,Difficult,0.56424,389,2400,0.52358,0.60681
49,49,1990,17-29 y.,female,Almost impossible,0.18173,117,2400,0.15746,0.20155
50,50,1990,30-45 y.,male,Difficult,1.0,43,2400,0.8228,1.1723
51,51,1990,30-45 y.,female,Easy,0.20052,100,2400,0.17818,0.22031
52,52,1990,30-45 y.,female,Difficult,0.61276,336,2400,0.57442,0.64626
53,53,1990,30-45 y.,female,Almost impossible,0.18672,123,2400,0.16377,0.20992
54,54,1990,46-65 y.,male,Difficult,0.41389,48,2400,0.31937,0.52777
55,55,1990,46-65 y.,male,Almost impossible,0.58611,80,2400,0.48449,0.68438
56,56,1990,46-65 y.,female,Difficult,0.40153,206,2400,0.36949,0.43285
57,57,1990,46-65 y.,female,Almost impossible,0.59847,315,2400,0.55544,0.63939
58,58,1991,17-29 y.,male,Easy,0.36899,158,2555,0.33302,0.40074
59,59,1991,17-29 y.,male,Difficult,0.4831,220,2555,0.44126,0.5191
60,60,1991,17-29 y.,male,Almost impossible,0.14791,72,2555,0.12529,0.17541
61,61,1991,17-29 y.,female,Easy,0.2662,176,2555,0.23396,0.29608
62,62,1991,17-29 y.,female,Difficult,0.54004,370,2555,0.49869,0.57805
63,63,1991,17-29 y.,female,Almost impossible,0.19376,132,2555,0.16626,0.22053
64,64,1991,30-45 y.,male,Difficult,1.0,73,2555,0.78761,1.2045
65,65,1991,30-45 y.,female,Easy,0.19506,104,2555,0.17641,0.21695
66,66,1991,30-45 y.,female,Difficult,0.63521,380,2555,0.59397,0.67632
67,67,1991,30-45 y.,female,Almost impossible,0.16973,120,2555,0.15326,0.19346
68,68,1991,46-65 y.,male,Difficult,0.32043,54,2555,0.25508,0.39131
69,69,1991,46-65 y.,male,Almost impossible,0.67957,112,2555,0.59684,0.76818
70,70,1991,46-65 y.,female,Easy,0.07384,35,2555,0.06325,0.08254
71,71,1991,46-65 y.,female,Difficult,0.36204,205,2555,0.32791,0.38911
72,72,1991,46-65 y.,female,Almost impossible,0.56412,344,2555,0.53328,0.59305
73,73,1992,17-29 y.,male,Easy,0.44691,178,2737,0.40551,0.48583
74,74,1992,17-29 y.,male,Difficult,0.46055,234,2737,0.41747,0.50146
75,75,1992,17-29 y.,male,Almost impossible,0.09254,43,2737,0.07353,0.10765
76,76,1992,17-29 y.,female,Easy,0.30868,209,2737,0.27329,0.34652
77,77,1992,17-29 y.,female,Difficult,0.51919,373,2737,0.48171,0.55617
78,78,1992,17-29 y.,female,Almost impossible,0.17213,122,2737,0.15001,0.1997
79,79,1992,30-45 y.,male,Difficult,0.58674,79,2737,0.49347,0.7117
80,80,1992,30-45 y.,male,Almost impossible,0.41326,34,2737,0.32934,0.50935
81,81,1992,30-45 y.,female,Easy,0.22685,134,2737,0.19957,0.25409
82,82,1992,30-45 y.,female,Difficult,0.61658,408,2737,0.57634,0.65533
83,83,1992,30-45 y.,female,Almost impossible,0.15657,132,2737,0.14127,0.17361
84,84,1992,46-65 y.,male,Difficult,0.33755,67,2737,0.27994,0.41319
85,85,1992,46-65 y.,male,Almost impossible,0.66245,126,2737,0.58342,0.75335
86,86,1992,46-65 y.,female,Easy,0.07921,39,2737,0.06958,0.08983
87,87,1992,46-65 y.,female,Difficult,0.3851,211,2737,0.35675,0.41483
88,88,1992,46-65 y.,female,Almost impossible,0.53568,348,2737,0.50285,0.57231
89,89,1993,17-29 y.,male,Easy,0.30542,134,2834,0.27287,0.33416
90,90,1993,17-29 y.,male,Difficult,0.54492,267,2834,0.50468,0.59798
91,91,1993,17-29 y.,male,Almost impossible,0.14966,82,2834,0.12841,0.17023
92,92,1993,17-29 y.,female,Easy,0.21809,150,2834,0.19342,0.24753
93,93,1993,17-29 y.,female,Difficult,0.58312,400,2834,0.54529,0.61532
94,94,1993,17-29 y.,female,Almost impossible,0.19879,143,2834,0.17104,0.22793
95,95,1993,30-45 y.,male,Difficult,1.0,96,2834,0.82229,1.14869
96,96,1993,30-45 y.,female,Easy,0.19561,102,2834,0.16884,0.2208
97,97,1993,30-45 y.,female,Difficult,0.62876,415,2834,0.59038,0.6776
98,98,1993,30-45 y.,female,Almost impossible,0.17563,149,2834,0.16165,0.19134
99,99,1993,46-65 y.,male,Difficult,0.3441,94,2834,0.28558,0.40071
100,100,1993,46-65 y.,male,Almost impossible,0.6559,192,2834,0.60604,0.71798
101,101,1993,46-65 y.,female,Difficult,0.37781,214,2834,0.3447,0.40772
102,102,1993,46-65 y.,female,Almost impossible,0.62219,396,2834,0.58564,0.65583
103,103,1994,17-29 y.,male,Easy,0.26157,108,2868,0.22881,0.30057
104,104,1994,17-29 y.,male,Difficult,0.61135,310,2868,0.56831,0.66584
105,105,1994,17-29 y.,male,Almost impossible,0.12708,62,2868,0.10515,0.15994
106,106,1994,17-29 y.,female,Easy,0.21441,139,2868,0.1878,0.24201
107,107,1994,17-29 y.,female,Difficult,0.5811,413,2868,0.53511,0.62308
108,108,1994,17-29 y.,female,Almost impossible,0.20449,145,2868,0.18037,0.22853
109,109,1994,30-45 y.,male,Difficult,0.77803,110,2868,0.65447,0.93039
110,110,1994,30-45 y.,male,Almost impossible,0.22197,34,2868,0.17186,0.27165
111,111,1994,30-45 y.,female,Easy,0.15369,92,2868,0.12805,0.17507
112,112,1994,30-45 y.,female,Difficult,0.60538,400,2868,0.56355,0.64936
113,113,1994,30-45 y.,female,Almost impossible,0.24093,169,2868,0.21125,0.27386
114,114,1994,46-65 y.,male,Difficult,0.34071,81,2868,0.28657,0.40603
115,115,1994,46-65 y.,male,Almost impossible,0.65929,187,2868,0.59664,0.73438
116,116,1994,46-65 y.,female,Difficult,0.34916,214,2868,0.3213,0.37459
117,117,1994,46-65 y.,female,Almost impossible,0.65084,404,2868,0.60027,0.69302
118,118,1995,17-29 y.,male,Easy,0.27279,109,2941,0.23315,0.31818
119,119,1995,17-29 y.,male,Difficult,0.58986,307,2941,0.54385,0.63413
120,120,1995,17-29 y.,male,Almost impossible,0.13735,71,2941,0.11718,0.16628
121,121,1995,17-29 y.,female,Easy,0.17753,128,2941,0.15694,0.19762
122,122,1995,17-29 y.,female,Difficult,0.63625,443,2941,0.59487,0.68516
123,123,1995,17-29 y.,female,Almost impossible,0.18622,142,2941,0.15922,0.21195
124,124,1995,30-45 y.,male,Difficult,1.0,125,2941,0.87231,1.16252
125,125,1995,30-45 y.,female,Easy,0.15809,105,2941,0.13302,0.18546
126,126,1995,30-45 y.,female,Difficult,0.63544,453,2941,0.59124,0.68417
127,127,1995,30-45 y.,female,Almost impossible,0.20646,179,2941,0.18243,0.23219
128,128,1995,46-65 y.,male,Difficult,0.37403,107,2941,0.32039,0.42425
129,129,1995,46-65 y.,male,Almost impossible,0.62597,169,2941,0.54336,0.70733
130,130,1995,46-65 y.,female,Difficult,0.38667,217,2941,0.35552,0.42272
131,131,1995,46-65 y.,female,Almost impossible,0.61333,386,2941,0.5682,0.66509
132,132,1996,17-29 y.,male,Easy,0.1943,82,2907,0.15904,0.22878
133,133,1996,17-29 y.,male,Difficult,0.64114,306,2907,0.58364,0.6924
134,134,1996,17-29 y.,male,Almost impossible,0.16455,90,2907,0.138,0.1863
135,135,1996,17-29 y.,female,Easy,0.22184,136,2907,0.19091,0.26382
136,136,1996,17-29 y.,female,Difficult,0.60668,426,2907,0.56485,0.65844
137,137,1996,17-29 y.,female,Almost impossible,0.17148,134,2907,0.14668,0.19846
138,138,1996,30-45 y.,male,Difficult,1.0,129,2907,0.88903,1.10697
139,139,1996,30-45 y.,female,Easy,0.18552,120,2907,0.16253,0.21172
140,140,1996,30-45 y.,female,Difficult,0.59219,427,2907,0.55073,0.63099
141,141,1996,30-45 y.,female,Almost impossible,0.22229,166,2907,0.19176,0.25152
142,142,1996,46-65 y.,male,Difficult,0.41616,114,2907,0.35848,0.46781
143,143,1996,46-65 y.,male,Almost impossible,0.58384,164,2907,0.49722,0.66604
144,144,1996,46-65 y.,female,Difficult,0.3934,226,2907,0.35466,0.43715
145,145,1996,46-65 y.,female,Almost impossible,0.6066,387,2907,0.56556,0.64784
146,146,1997,17-29 y.,male,Easy,0.15168,66,2902,0.13117,0.17687
147,147,1997,17-29 y.,male,Difficult,0.65169,311,2902,0.5946,0.69498
148,148,1997,17-29 y.,male,Almost impossible,0.19663,86,2902,0.16925,0.22955
149,149,1997,17-29 y.,female,Easy,0.19839,107,2902,0.1699,0.22905
150,150,1997,17-29 y.,female,Difficult,0.61667,414,2902,0.5655,0.6703
151,151,1997,17-29 y.,female,Almost impossible,0.18494,139,2902,0.16334,0.21578
152,152,1997,30-45 y.,male,Difficult,0.82687,151,2902,0.70411,0.94346
153,153,1997,30-45 y.,male,Almost impossible,0.17313,39,2902,0.12939,0.23306
154,154,1997,30-45 y.,female,Easy,0.15408,102,2902,0.13468,0.17621
155,155,1997,30-45 y.,female,Difficult,0.63083,446,2902,0.59084,0.67801
156,156,1997,30-45 y.,female,Almost impossible,0.2151,167,2902,0.18939,0.2448
157,157,1997,46-65 y.,male,Difficult,0.36636,120,2902,0.30706,0.42279
158,158,1997,46-65 y.,male,Almost impossible,0.63364,184,2902,0.55604,0.7167
159,159,1997,46-65 y.,female,Difficult,0.37777,200,2902,0.34327,0.41539
160,160,1997,46-65 y.,female,Almost impossible,0.62223,370,2902,0.5708,0.67078
161,161,1998,17-29 y.,male,Easy,0.1676,74,3058,0.14194,0.19843
162,162,1998,17-29 y.,male,Difficult,0.67785,336,3058,0.6292,0.73357
163,163,1998,17-29 y.,male,Almost impossible,0.15455,83,3058,0.13325,0.17715
164,164,1998,17-29 y.,female,Easy,0.15822,111,3058,0.13518,0.18608
165,165,1998,17-29 y.,female,Difficult,0.65823,422,3058,0.61507,0.70616
166,166,1998,17-29 y.,female,Almost impossible,0.18355,140,3058,0.15867,0.21453
167,167,1998,30-45 y.,male,Difficult,0.7834,153,3058,0.69531,0.88211
168,168,1998,30-45 y.,male,Almost impossible,0.2166,41,3058,0.16458,0.28496
169,169,1998,30-45 y.,female,Easy,0.16464,124,3058,0.14728,0.19021
170,170,1998,30-45 y.,female,Difficult,0.63061,487,3058,0.58169,0.67228
171,171,1998,30-45 y.,female,Almost impossible,0.20475,176,3058,0.18258,0.23102
172,172,1998,46-65 y.,male,Difficult,0.38591,116,3058,0.32679,0.43796
173,173,1998,46-65 y.,male,Almost impossible,0.61409,183,3058,0.55482,0.67359
174,174,1998,46-65 y.,female,Difficult,0.38244,214,3058,0.34344,0.41831
175,175,1998,46-65 y.,female,Almost impossible,0.61756,398,3058,0.57302,0.65598
176,176,1999,17-29 y.,male,Easy,0.23227,82,2704,0.18623,0.27442
177,177,1999,17-29 y.,male,Difficult,0.65123,295,2704,0.60748,0.70327
178,178,1999,17-29 y.,male,Almost impossible,0.1165,58,2704,0.09959,0.13851
179,179,1999,17-29 y.,female,Easy,0.17582,109,2704,0.14624,0.20816
180,180,1999,17-29 y.,female,Difficult,0.64065,395,2704,0.59423,0.68037
181,181,1999,17-29 y.,female,Almost impossible,0.18353,120,2704,0.16102,0.20387
182,182,1999,30-45 y.,male,Difficult,0.73431,115,2704,0.63447,0.84776
183,183,1999,30-45 y.,male,Almost impossible,0.26569,36,2704,0.20357,0.34312
184,184,1999,30-45 y.,female,Easy,0.159,98,2704,0.1348,0.18504
185,185,1999,30-45 y.,female,Difficult,0.65594,446,2704,0.60842,0.69493
186,186,1999,30-45 y.,female,Almost impossible,0.18505,148,2704,0.16312,0.21282
187,187,1999,46-65 y.,male,Difficult,0.31378,92,2704,0.27083,0.36624
188,188,1999,46-65 y.,male,Almost impossible,0.68622,168,2704,0.62352,0.76878
189,189,1999,46-65 y.,female,Difficult,0.34619,188,2704,0.31838,0.37918
190,190,1999,46-65 y.,female,Almost impossible,0.65381,354,2704,0.60777,0.70034
191,191,2000,17-29 y.,male,Easy,0.26809,176,4694,0.24616,0.28749
192,192,2000,17-29 y.,male,Difficult,0.59181,420,4694,0.55497,0.62223
193,193,2000,17-29 y.,male,Almost impossible,0.1401,105,4694,0.12219,0.15599
194,194,2000,17-29 y.,female,Easy,0.22265,204,4694,0.206,0.2399
195,195,2000,17-29 y.,female,Difficult,0.56273,544,4694,0.53471,0.58736
196,196,2000,17-29 y.,female,Almost impossible,0.21462,213,4694,0.19784,0.23294
197,197,2000,30-45 y.,male,Difficult,0.74948,214,4694,0.69333,0.81342
198,198,2000,30-45 y.,male,Almost impossible,0.25052,65,4694,0.21949,0.28412
199,199,2000,30-45 y.,female,Easy,0.19735,220,4694,0.18084,0.21579
200,200,2000,30-45 y.,female,Difficult,0.60214,738,4694,0.57387,0.62939
201,201,2000,30-45 y.,female,Almost impossible,0.20051,275,4694,0.18917,0.21204
202,202,2000,46-65 y.,male,Difficult,0.37248,155,4694,0.34248,0.39819
203,203,2000,46-65 y.,male,Almost impossible,0.62752,262,4694,0.59089,0.66516
204,204,2000,46-65 y.,female,Easy,0.05474,54,4694,0.04978,0.06076
205,205,2000,46-65 y.,female,Difficult,0.36568,366,4694,0.34712,0.38342
206,206,2000,46-65 y.,female,Almost impossible,0.57958,638,4694,0.55833,0.60196
207,207,2000,66 and older,female,Almost impossible,1.0,45,4694,0.87786,1.10753
208,208,2001,17-29 y.,male,Easy,0.29822,181,4086,0.27512,0.32368
209,209,2001,17-29 y.,male,Difficult,0.56154,362,4086,0.51624,0.60104
210,210,2001,17-29 y.,male,Almost impossible,0.14024,99,4086,0.12042,0.15609
211,211,2001,17-29 y.,female,Easy,0.24219,207,4086,0.217,0.26483
212,212,2001,17-29 y.,female,Difficult,0.55926,494,4086,0.52858,0.59164
213,213,2001,17-29 y.,female,Almost impossible,0.19855,165,4086,0.18129,0.21925
214,214,2001,30-45 y.,male,Difficult,0.76067,187,4086,0.68734,0.82894
215,215,2001,30-45 y.,male,Almost impossible,0.23933,61,4086,0.21158,0.27347
216,216,2001,30-45 y.,female,Easy,0.23951,226,4086,0.21842,0.25804
217,217,2001,30-45 y.,female,Difficult,0.57832,606,4086,0.55043,0.60764
218,218,2001,30-45 y.,female,Almost impossible,0.18217,213,4086,0.16653,0.20321
219,219,2001,46-65 y.,male,Difficult,0.39825,124,4086,0.35459,0.45524
220,220,2001,46-65 y.,male,Almost impossible,0.60175,238,4086,0.55283,0.64934
221,221,2001,46-65 y.,female,Easy,0.05223,41,4086,0.0449,0.05862
222,222,2001,46-65 y.,female,Difficult,0.3704,323,4086,0.34663,0.3972
223,223,2001,46-65 y.,female,Almost impossible,0.57738,518,4086,0.54833,0.60469
224,224,2001,66 and older,female,Almost impossible,1.0,41,4086,0.86078,1.16929
225,225,2002,17-29 y.,male,Easy,0.26156,196,4204,0.22941,0.29519
226,226,2002,17-29 y.,male,Difficult,0.60708,431,4204,0.55735,0.65446
227,227,2002,17-29 y.,male,Almost impossible,0.13136,108,4204,0.11082,0.15079
228,228,2002,17-29 y.,female,Easy,0.24193,206,4204,0.2137,0.26769
229,229,2002,17-29 y.,female,Difficult,0.58518,519,4204,0.54828,0.62781
230,230,2002,17-29 y.,female,Almost impossible,0.17289,155,4204,0.14971,0.19486
231,231,2002,30-45 y.,male,Difficult,0.82415,216,4204,0.75577,0.92556
232,232,2002,30-45 y.,male,Almost impossible,0.17585,54,4204,0.15312,0.20014
233,233,2002,30-45 y.,female,Easy,0.17975,190,4204,0.1619,0.19987
234,234,2002,30-45 y.,female,Difficult,0.62273,614,4204,0.5905,0.66164
235,235,2002,30-45 y.,female,Almost impossible,0.19752,229,4204,0.17652,0.21924
236,236,2002,46-65 y.,male,Difficult,0.39965,134,4204,0.35282,0.45363
237,237,2002,46-65 y.,male,Almost impossible,0.60035,212,4204,0.56,0.64966
238,238,2002,46-65 y.,female,Easy,0.06021,55,4204,0.0506,0.07123
239,239,2002,46-65 y.,female,Difficult,0.32614,311,4204,0.30175,0.36006
240,240,2002,46-65 y.,female,Almost impossible,0.61365,532,4204,0.57861,0.65193
241,241,2002,66 and older,female,Almost impossible,1.0,42,4204,0.83949,1.19941
242,242,2003,17-29 y.,male,Easy,0.17665,130,3023,0.15319,0.2072
243,243,2003,17-29 y.,male,Difficult,0.67719,426,3023,0.61399,0.73701
244,244,2003,17-29 y.,male,Almost impossible,0.14616,117,3023,0.12545,0.17025
245,245,2003,17-29 y.,female,Easy,0.20016,149,3023,0.17109,0.23638
246,246,2003,17-29 y.,female,Difficult,0.63303,460,3023,0.58166,0.67749
247,247,2003,17-29 y.,female,Almost impossible,0.1668,137,3023,0.14434,0.19029
248,248,2003,30-45 y.,male,Difficult,0.77632,233,3023,0.7042,0.84915
249,249,2003,30-45 y.,male,Almost impossible,0.22368,70,3023,0.19334,0.25798
250,250,2003,30-45 y.,female,Easy,0.17085,127,3023,0.14794,0.19547
251,251,2003,30-45 y.,female,Difficult,0.68011,496,3023,0.63662,0.71866
252,252,2003,30-45 y.,female,Almost impossible,0.14904,122,3023,0.12881,0.16574
253,253,2003,46-65 y.,male,Difficult,0.57144,146,3023,0.50679,0.63982
254,254,2003,46-65 y.,male,Almost impossible,0.42856,102,3023,0.37353,0.48291
255,255,2003,46-65 y.,female,Difficult,0.55925,173,3023,0.50252,0.6227
256,256,2003,46-65 y.,female,Almost impossible,0.44075,135,3023,0.38535,0.49879
257,257,2004,17-29 y.,male,Easy,0.19038,138,3107,0.15821,0.22831
258,258,2004,17-29 y.,male,Difficult,0.65138,448,3107,0.58601,0.70738
259,259,2004,17-29 y.,male,Almost impossible,0.15824,128,3107,0.13515,0.18161
260,260,2004,17-29 y.,female,Easy,0.17613,137,3107,0.14603,0.21075
261,261,2004,17-29 y.,female,Difficult,0.63256,509,3107,0.57914,0.68036
262,262,2004,17-29 y.,female,Almost impossible,0.19131,157,3107,0.16397,0.22443
263,263,2004,30-45 y.,male,Difficult,0.68175,194,3107,0.61062,0.75125
264,264,2004,30-45 y.,male,Almost impossible,0.31825,69,3107,0.26713,0.37701
265,265,2004,30-45 y.,female,Easy,0.11572,104,3107,0.09641,0.13568
266,266,2004,30-45 y.,female,Difficult,0.67192,491,3107,0.63046,0.71784
267,267,2004,30-45 y.,female,Almost impossible,0.21236,143,3107,0.18851,0.23597
268,268,2004,46-65 y.,male,Difficult,0.53423,150,3107,0.47426,0.59154
269,269,2004,46-65 y.,male,Almost impossible,0.46577,122,3107,0.41063,0.52463
270,270,2004,46-65 y.,female,Difficult,0.60787,195,3107,0.53338,0.68046
271,271,2004,46-65 y.,female,Almost impossible,0.39213,122,3107,0.34371,0.43639
272,272,2005,17-29 y.,male,Easy,0.12033,112,3025,0.10652,0.13992
273,273,2005,17-29 y.,male,Difficult,0.6774,454,3025,0.62829,0.74012
274,274,2005,17-29 y.,male,Almost impossible,0.20227,152,3025,0.16907,0.23138
275,275,2005,17-29 y.,female,Easy,0.14495,126,3025,0.12086,0.17567
276,276,2005,17-29 y.,female,Difficult,0.67805,530,3025,0.62123,0.73025
277,277,2005,17-29 y.,female,Almost impossible,0.17701,156,3025,0.1563,0.20119
278,278,2005,30-45 y.,male,Difficult,0.70326,174,3025,0.62996,0.79671
279,279,2005,30-45 y.,male,Almost impossible,0.29674,83,3025,0.25652,0.34068
280,280,2005,30-45 y.,female,Easy,0.08055,63,3025,0.06159,0.09905
281,281,2005,30-45 y.,female,Difficult,0.69322,460,3025,0.64261,0.75815
282,282,2005,30-45 y.,female,Almost impossible,0.22622,153,3025,0.19706,0.25228
283,283,2005,46-65 y.,male,Difficult,0.56103,133,3025,0.48684,0.63371
284,284,2005,46-65 y.,male,Almost impossible,0.43897,109,3025,0.38322,0.50424
285,285,2005,46-65 y.,female,Difficult,0.58515,174,3025,0.50317,0.66234
286,286,2005,46-65 y.,female,Almost impossible,0.41485,146,3025,0.36761,0.46718
287,287,2006,17-29 y.,male,Easy,0.15468,115,2988,0.13619,0.17962
288,288,2006,17-29 y.,male,Difficult,0.68325,412,2988,0.62994,0.74985
289,289,2006,17-29 y.,male,Almost impossible,0.16208,103,2988,0.13501,0.19356
290,290,2006,17-29 y.,female,Easy,0.15463,129,2988,0.1302,0.18251
291,291,2006,17-29 y.,female,Difficult,0.6415,467,2988,0.59311,0.69406
292,292,2006,17-29 y.,female,Almost impossible,0.20387,155,2988,0.17427,0.23195
293,293,2006,30-45 y.,male,Difficult,0.70503,175,2988,0.62779,0.79456
294,294,2006,30-45 y.,male,Almost impossible,0.29497,71,2988,0.24587,0.3519
295,295,2006,30-45 y.,female,Easy,0.12856,104,2988,0.10865,0.1528
296,296,2006,30-45 y.,female,Difficult,0.66215,500,2988,0.61803,0.7061
297,297,2006,30-45 y.,female,Almost impossible,0.20929,154,2988,0.18478,0.23904
298,298,2006,46-65 y.,male,Difficult,0.52845,136,2988,0.45116,0.60587
299,299,2006,46-65 y.,male,Almost impossible,0.47155,129,2988,0.40469,0.53534
300,300,2006,46-65 y.,female,Difficult,0.55137,188,2988,0.48524,0.62543
301,301,2006,46-65 y.,female,Almost impossible,0.44863,150,2988,0.39748,0.50554
302,302,2007,17-29 y.,male,Easy,0.21573,132,2499,0.18187,0.25211
303,303,2007,17-29 y.,male,Difficult,0.61436,326,2499,0.55484,0.66806
304,304,2007,17-29 y.,male,Almost impossible,0.1699,90,2499,0.14036,0.201
305,305,2007,17-29 y.,female,Easy,0.18432,144,2499,0.15226,0.21721
306,306,2007,17-29 y.,female,Difficult,0.6443,419,2499,0.58695,0.70954
307,307,2007,17-29 y.,female,Almost impossible,0.17138,122,2499,0.14226,0.20096
308,308,2007,30-45 y.,male,Difficult,0.707,124,2499,0.59279,0.82521
309,309,2007,30-45 y.,male,Almost impossible,0.293,39,2499,0.24031,0.34813
310,310,2007,30-45 y.,female,Easy,0.11567,78,2499,0.09487,0.13934
311,311,2007,30-45 y.,female,Difficult,0.63812,369,2499,0.58309,0.69975
312,312,2007,30-45 y.,female,Almost impossible,0.24622,139,2499,0.21939,0.27878
313,313,2007,46-65 y.,male,Difficult,0.49821,104,2499,0.421,0.57902
314,314,2007,46-65 y.,male,Almost impossible,0.50179,107,2499,0.43288,0.57472
315,315,2007,46-65 y.,female,Difficult,0.5815,174,2499,0.51001,0.65379
316,316,2007,46-65 y.,female,Almost impossible,0.4185,132,2499,0.35774,0.47673
317,317,2008,17-29 y.,male,Easy,0.23287,125,2211,0.19181,0.28577
318,318,2008,17-29 y.,male,Difficult,0.60936,283,2211,0.55295,0.66673
319,319,2008,17-29 y.,male,Almost impossible,0.15777,85,2211,0.12744,0.19013
320,320,2008,17-29 y.,female,Easy,0.22951,140,2211,0.19064,0.26358
321,321,2008,17-29 y.,female,Difficult,0.62751,381,2211,0.56724,0.70424
322,322,2008,17-29 y.,female,Almost impossible,0.14298,97,2211,0.11689,0.16898
323,323,2008,30-45 y.,male,Difficult,0.70465,96,2211,0.58031,0.82581
324,324,2008,30-45 y.,male,Almost impossible,0.29535,43,2211,0.23647,0.3534
325,325,2008,30-45 y.,female,Easy,0.16845,89,2211,0.13929,0.19995
326,326,2008,30-45 y.,female,Difficult,0.59892,302,2211,0.54689,0.65606
327,327,2008,30-45 y.,female,Almost impossible,0.23263,111,2211,0.19999,0.27325
328,328,2008,46-65 y.,male,Difficult,0.57206,114,2211,0.48976,0.66883
329,329,2008,46-65 y.,male,Almost impossible,0.42794,85,2211,0.35664,0.50093
330,330,2008,46-65 y.,female,Difficult,0.62164,154,2211,0.53064,0.70833
331,331,2008,46-65 y.,female,Almost impossible,0.37836,106,2211,0.3324,0.43242
332,332,2009,17-29 y.,male,Easy,0.31083,130,2002,0.25012,0.36363
333,333,2009,17-29 y.,male,Difficult,0.53165,267,2002,0.47079,0.59679
