,Unnamed: 0,year,migback,plb0419_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
105,105,2000,No migration background,Easy,0.16715,569,4761,0.16044,0.17379
106,106,2000,No migration background,Difficult,0.50675,1846,4761,0.49357,0.51976
107,107,2000,No migration background,Almost impossible,0.3261,1151,4761,0.31685,0.3351
108,108,2000,Direct migration background,Easy,0.09119,70,4761,0.07207,0.11119
109,109,2000,Direct migration background,Difficult,0.48821,425,4761,0.46118,0.52112
110,110,2000,Direct migration background,Almost impossible,0.42061,403,4761,0.39573,0.44243
111,111,2000,Indirect migration background,Easy,0.19561,61,4761,0.16892,0.22845
112,112,2000,Indirect migration background,Difficult,0.58486,172,4761,0.5248,0.64809
113,113,2000,Indirect migration background,Almost impossible,0.21952,64,4761,0.1879,0.25366
114,114,2001,No migration background,Easy,0.17281,543,4140,0.16346,0.18172
115,115,2001,No migration background,Difficult,0.50343,1610,4140,0.48584,0.51756
116,116,2001,No migration background,Almost impossible,0.32375,982,4140,0.31155,0.33614
117,117,2001,Direct migration background,Easy,0.12452,76,4140,0.10542,0.14753
118,118,2001,Direct migration background,Difficult,0.47856,347,4140,0.44772,0.51846
119,119,2001,Direct migration background,Almost impossible,0.39692,313,4140,0.36688,0.42805
120,120,2001,Indirect migration background,Easy,0.26894,74,4140,0.22566,0.31217
121,121,2001,Indirect migration background,Difficult,0.55516,143,4140,0.48084,0.63206
122,122,2001,Indirect migration background,Almost impossible,0.1759,52,4140,0.13463,0.23091
123,123,2002,No migration background,Easy,0.16377,570,4272,0.15169,0.17645
124,124,2002,No migration background,Difficult,0.52333,1740,4272,0.50445,0.54107
125,125,2002,No migration background,Almost impossible,0.3129,997,4272,0.30114,0.3253
126,126,2002,Direct migration background,Easy,0.10298,63,4272,0.08723,0.12164
127,127,2002,Direct migration background,Difficult,0.51217,346,4272,0.47294,0.55024
128,128,2002,Direct migration background,Almost impossible,0.38485,291,4272,0.35134,0.42401
129,129,2002,Indirect migration background,Easy,0.2602,63,4272,0.20335,0.32106
130,130,2002,Indirect migration background,Difficult,0.54833,146,4272,0.47969,0.6426
131,131,2002,Indirect migration background,Almost impossible,0.19147,56,4272,0.15455,0.23286
132,132,2003,No migration background,Easy,0.13704,350,3074,0.12391,0.1506
133,133,2003,No migration background,Difficult,0.64337,1542,3074,0.6203,0.669
134,134,2003,No migration background,Almost impossible,0.21959,540,3074,0.20396,0.23389
135,135,2003,Direct migration background,Easy,0.10525,47,3074,0.08472,0.12522
136,136,2003,Direct migration background,Difficult,0.67184,268,3074,0.62209,0.7343
137,137,2003,Direct migration background,Almost impossible,0.22291,103,3074,0.19204,0.24847
138,138,2003,Indirect migration background,Easy,0.19756,48,3074,0.14852,0.25197
139,139,2003,Indirect migration background,Difficult,0.63556,132,3074,0.55128,0.72926
140,140,2003,Indirect migration background,Almost impossible,0.16688,44,3074,0.12301,0.22076
141,141,2004,No migration background,Easy,0.12324,339,3163,0.11027,0.13514
142,142,2004,No migration background,Difficult,0.62203,1522,3163,0.59397,0.64745
143,143,2004,No migration background,Almost impossible,0.25473,593,3163,0.23938,0.26837
144,144,2004,Direct migration background,Easy,0.08526,44,3163,0.06254,0.11552
145,145,2004,Direct migration background,Difficult,0.64916,303,3163,0.59507,0.7234
146,146,2004,Direct migration background,Almost impossible,0.26558,105,3163,0.23928,0.29929
147,147,2004,Indirect migration background,Easy,0.18247,44,3163,0.12601,0.24355
148,148,2004,Indirect migration background,Difficult,0.66594,167,3163,0.5662,0.76775
149,149,2004,Indirect migration background,Almost impossible,0.15159,46,3163,0.12178,0.18695
150,150,2005,No migration background,Easy,0.08655,247,3032,0.07806,0.09548
151,151,2005,No migration background,Difficult,0.65396,1512,3032,0.62642,0.67997
152,152,2005,No migration background,Almost impossible,0.25949,638,3032,0.24132,0.28171
153,153,2005,Direct migration background,Difficult,0.72011,249,3032,0.65011,0.81131
154,154,2005,Direct migration background,Almost impossible,0.27989,119,3032,0.24386,0.31663
155,155,2005,Indirect migration background,Easy,0.16024,53,3032,0.11212,0.20617
156,156,2005,Indirect migration background,Difficult,0.66603,171,3032,0.55873,0.78117
157,157,2005,Indirect migration background,Almost impossible,0.17373,43,3032,0.12305,0.22603
158,158,2006,No migration background,Easy,0.11498,311,3055,0.10415,0.12456
159,159,2006,No migration background,Difficult,0.62497,1470,3055,0.6009,0.65307
160,160,2006,No migration background,Almost impossible,0.26005,613,3055,0.2428,0.27645
161,161,2006,Direct migration background,Easy,0.09225,34,3055,0.0723,0.11863
162,162,2006,Direct migration background,Difficult,0.63963,263,3055,0.58629,0.68932
163,163,2006,Direct migration background,Almost impossible,0.26811,113,3055,0.23109,0.31062
164,164,2006,Indirect migration background,Easy,0.15615,48,3055,0.11702,0.19413
165,165,2006,Indirect migration background,Difficult,0.64899,156,3055,0.55281,0.76807
166,166,2006,Indirect migration background,Almost impossible,0.19486,47,3055,0.14977,0.24329
167,167,2007,No migration background,Easy,0.13602,318,2558,0.12366,0.15129
168,168,2007,No migration background,Difficult,0.60365,1197,2558,0.57572,0.63143
169,169,2007,No migration background,Almost impossible,0.26032,507,2558,0.24156,0.28044
170,170,2007,Direct migration background,Easy,0.08086,35,2558,0.06272,0.10085
171,171,2007,Direct migration background,Difficult,0.6163,196,2558,0.55523,0.67409
172,172,2007,Direct migration background,Almost impossible,0.30284,98,2558,0.26036,0.34403
173,173,2007,Indirect migration background,Easy,0.2125,42,2558,0.15013,0.28712
174,174,2007,Indirect migration background,Difficult,0.64644,133,2558,0.55429,0.75669
175,175,2007,Indirect migration background,Almost impossible,0.14105,32,2558,0.09725,0.19055
176,176,2008,No migration background,Easy,0.17505,330,2244,0.16065,0.19485
177,177,2008,No migration background,Difficult,0.58155,1049,2244,0.55372,0.61013
178,178,2008,No migration background,Almost impossible,0.2434,441,2244,0.22062,0.26109
179,179,2008,Direct migration background,Difficult,0.75459,168,2244,0.65325,0.85958
180,180,2008,Direct migration background,Almost impossible,0.24541,56,2244,0.19791,0.29134
181,181,2008,Indirect migration background,Easy,0.13711,35,2244,0.0966,0.18912
182,182,2008,Indirect migration background,Difficult,0.68124,127,2244,0.57884,0.79886
183,183,2008,Indirect migration background,Almost impossible,0.18166,38,2244,0.13051,0.24125
184,184,2009,No migration background,Easy,0.19332,309,2007,0.17084,0.21529
185,185,2009,No migration background,Difficult,0.57292,936,2007,0.53746,0.6081
186,186,2009,No migration background,Almost impossible,0.23376,397,2007,0.21269,0.25779
187,187,2009,Direct migration background,Difficult,0.69432,137,2007,0.58303,0.80435
188,188,2009,Direct migration background,Almost impossible,0.30568,66,2007,0.25949,0.35553
189,189,2009,Indirect migration background,Easy,0.28921,47,2007,0.21158,0.34716
190,190,2009,Indirect migration background,Difficult,0.71079,115,2007,0.58059,0.8509
191,191,2010,No migration background,Easy,0.18642,692,4353,0.16441,0.21237
192,192,2010,No migration background,Difficult,0.58751,1809,4353,0.53953,0.62363
193,193,2010,No migration background,Almost impossible,0.22607,658,4353,0.20035,0.25251
194,194,2010,Direct migration background,Easy,0.14225,106,4353,0.09765,0.1851
195,195,2010,Direct migration background,Difficult,0.61949,510,4353,0.52965,0.71527
196,196,2010,Direct migration background,Almost impossible,0.23826,213,4353,0.19162,0.28588
197,197,2010,Indirect migration background,Easy,0.18594,84,4353,0.12734,0.26776
198,198,2010,Indirect migration background,Difficult,0.65042,214,4353,0.53149,0.76918
199,199,2010,Indirect migration background,Almost impossible,0.16364,67,4353,0.09408,0.23893
200,200,2011,No migration background,Easy,0.22847,701,4243,0.20873,0.25051
201,201,2011,No migration background,Difficult,0.55713,1750,4243,0.52615,0.59224
202,202,2011,No migration background,Almost impossible,0.2144,717,4243,0.1956,0.23549
203,203,2011,Direct migration background,Easy,0.17479,111,4243,0.14284,0.21038
204,204,2011,Direct migration background,Difficult,0.59388,447,4243,0.51779,0.68223
205,205,2011,Direct migration background,Almost impossible,0.23133,163,4243,0.19219,0.27821
206,206,2011,Indirect migration background,Easy,0.29155,81,4243,0.2125,0.38372
207,207,2011,Indirect migration background,Difficult,0.55926,216,4243,0.44724,0.65722
208,208,2011,Indirect migration background,Almost impossible,0.14919,57,4243,0.10217,0.20504
209,209,2012,No migration background,Easy,0.24473,683,3879,0.2198,0.26578
210,210,2012,No migration background,Difficult,0.5544,1621,3879,0.51827,0.60224
211,211,2012,No migration background,Almost impossible,0.20087,649,3879,0.18219,0.21894
212,212,2012,Direct migration background,Easy,0.13487,96,3879,0.10543,0.178
213,213,2012,Direct migration background,Difficult,0.65162,356,3879,0.56758,0.73764
214,214,2012,Direct migration background,Almost impossible,0.2135,162,3879,0.17357,0.25701
215,215,2012,Indirect migration background,Easy,0.22168,85,3879,0.16601,0.27973
216,216,2012,Indirect migration background,Difficult,0.65455,177,3879,0.54724,0.78109
217,217,2012,Indirect migration background,Almost impossible,0.12377,50,3879,0.08166,0.17604
218,218,2013,No migration background,Easy,0.25171,629,4605,0.2271,0.28323
219,219,2013,No migration background,Difficult,0.53862,1384,4605,0.49944,0.57272
220,220,2013,No migration background,Almost impossible,0.20967,581,4605,0.19438,0.22853
221,221,2013,Direct migration background,Easy,0.17221,284,4605,0.14405,0.20617
222,222,2013,Direct migration background,Difficult,0.58512,819,4605,0.53163,0.64
223,223,2013,Direct migration background,Almost impossible,0.24267,316,4605,0.20863,0.2889
224,224,2013,Indirect migration background,Easy,0.27937,178,4605,0.24532,0.31144
225,225,2013,Indirect migration background,Difficult,0.54842,313,4605,0.47441,0.62246
226,226,2013,Indirect migration background,Almost impossible,0.17221,101,4605,0.13415,0.21064
227,227,2014,No migration background,Easy,0.21312,513,3829,0.19131,0.23659
228,228,2014,No migration background,Difficult,0.57308,1254,3829,0.53579,0.61256
229,229,2014,No migration background,Almost impossible,0.2138,488,3829,0.19633,0.23592
230,230,2014,Direct migration background,Easy,0.15741,198,3829,0.13532,0.18006
231,231,2014,Direct migration background,Difficult,0.58664,626,3829,0.52791,0.65479
232,232,2014,Direct migration background,Almost impossible,0.25596,275,3829,0.20871,0.29478
233,233,2014,Indirect migration background,Easy,0.32642,143,3829,0.24481,0.43045
234,234,2014,Indirect migration background,Difficult,0.50226,234,3829,0.43314,0.58107
235,235,2014,Indirect migration background,Almost impossible,0.17132,98,3829,0.13178,0.22908
236,236,2015,No migration background,Easy,0.24937,528,3899,0.22213,0.2737
237,237,2015,No migration background,Difficult,0.56252,1129,3899,0.51981,0.60029
238,238,2015,No migration background,Almost impossible,0.18811,446,3899,0.16738,0.20748
239,239,2015,Direct migration background,Easy,0.15365,215,3899,0.12742,0.1907
240,240,2015,Direct migration background,Difficult,0.59619,804,3899,0.53781,0.6497
241,241,2015,Direct migration background,Almost impossible,0.25017,321,3899,0.21239,0.28796
242,242,2015,Indirect migration background,Easy,0.23475,112,3899,0.17376,0.33392
243,243,2015,Indirect migration background,Difficult,0.55115,237,3899,0.47475,0.64139
244,244,2015,Indirect migration background,Almost impossible,0.2141,107,3899,0.17209,0.25781
245,245,2016,No migration background,Easy,0.28727,486,3233,0.25362,0.31875
246,246,2016,No migration background,Difficult,0.52179,933,3233,0.4763,0.5668
247,247,2016,No migration background,Almost impossible,0.19094,407,3233,0.17301,0.21423
248,248,2016,Direct migration background,Easy,0.14977,176,3233,0.12084,0.17275
249,249,2016,Direct migration background,Difficult,0.57074,562,3233,0.49365,0.64916
250,250,2016,Direct migration background,Almost impossible,0.27949,273,3233,0.23732,0.3213
251,251,2016,Indirect migration background,Easy,0.31748,117,3233,0.26248,0.40044
252,252,2016,Indirect migration background,Difficult,0.54975,206,3233,0.46315,0.64876
253,253,2016,Indirect migration background,Almost impossible,0.13277,73,3233,0.10542,0.17355
254,254,2017,No migration background,Easy,0.29869,599,4867,0.27533,0.32509
255,255,2017,No migration background,Difficult,0.4969,966,4867,0.46068,0.53977
256,256,2017,No migration background,Almost impossible,0.20441,440,4867,0.18567,0.23323
257,257,2017,Direct migration background,Easy,0.15103,379,4867,0.11503,0.17979
258,258,2017,Direct migration background,Difficult,0.5953,1597,4867,0.52565,0.67871
259,259,2017,Direct migration background,Almost impossible,0.25368,463,4867,0.21087,0.30056
260,260,2017,Indirect migration background,Easy,0.36715,140,4867,0.29118,0.44551
261,261,2017,Indirect migration background,Difficult,0.48462,199,4867,0.4066,0.56391
262,262,2017,Indirect migration background,Almost impossible,0.14824,84,4867,0.1184,0.17682
263,263,2018,No migration background,Easy,0.32669,627,5304,0.2971,0.3494
264,264,2018,No migration background,Difficult,0.46724,891,5304,0.43152,0.50614
265,265,2018,No migration background,Almost impossible,0.20607,395,5304,0.18679,0.23293
266,266,2018,Direct migration background,Easy,0.19976,499,5304,0.15471,0.24046
267,267,2018,Direct migration background,Difficult,0.57297,1962,5304,0.50405,0.64533
268,268,2018,Direct migration background,Almost impossible,0.22727,538,5304,0.18525,0.27247
269,269,2018,Indirect migration background,Easy,0.2973,116,5304,0.24426,0.36222
270,270,2018,Indirect migration background,Difficult,0.54068,206,5304,0.45928,0.63185
271,271,2018,Indirect migration background,Almost impossible,0.16202,70,5304,0.12893,0.20331
272,272,2019,No migration background,Easy,0.36032,616,4549,0.32857,0.40012
273,273,2019,No migration background,Difficult,0.47057,793,4549,0.43879,0.50691
274,274,2019,No migration background,Almost impossible,0.16912,329,4549,0.14512,0.1905
275,275,2019,Direct migration background,Easy,0.19606,431,4549,0.14571,0.25555
276,276,2019,Direct migration background,Difficult,0.55061,1697,4549,0.47938,0.63726
277,277,2019,Direct migration background,Almost impossible,0.25333,350,4549,0.17984,0.33461
278,278,2019,Indirect migration background,Easy,0.35207,125,4549,0.27335,0.41951
279,279,2019,Indirect migration background,Difficult,0.50685,151,4549,0.40142,0.61199
280,280,2019,Indirect migration background,Almost impossible,0.14107,57,4549,0.09761,0.19412
281,281,2020,No migration background,Easy,0.32814,560,4455,0.29961,0.36236
282,282,2020,No migration background,Difficult,0.48471,804,4455,0.44691,0.51964
283,283,2020,No migration background,Almost impossible,0.18715,317,4455,0.16407,0.20765
284,284,2020,Direct migration background,Easy,0.2005,405,4455,0.16103,0.2438
285,285,2020,Direct migration background,Difficult,0.58901,1664,4455,0.49968,0.68801
286,286,2020,Direct migration background,Almost impossible,0.2105,377,4455,0.15897,0.27084
287,287,2020,Indirect migration background,Easy,0.40779,108,4455,0.29861,0.53471
288,288,2020,Indirect migration background,Difficult,0.45966,166,4455,0.36833,0.54492
289,289,2020,Indirect migration background,Almost impossible,0.13255,54,4455,0.09552,0.18933
290,290,2021,Direct migration background,Easy,0.27365,240,999,0.22188,0.32707
291,291,2021,Direct migration background,Difficult,0.56755,631,999,0.49884,0.6478
292,292,2021,Direct migration background,Almost impossible,0.15879,128,999,0.1168,0.19391
