year,migback,sex,plb0419_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Direct migration background,female,Almost impossible,0.12965,199,478,0.09951,0.15980
1992,Indirect migration background,male,Difficult,0.04103,36,36,-0.02469,0.10675
1992,Indirect migration background,female,Easy,0.03772,35,70,-0.00723,0.08268
1992,Indirect migration background,female,Difficult,0.05449,35,70,0.00093,0.10804
1993,No migration background,male,Easy,0.02021,122,656,0.00943,0.03098
1993,No migration background,male,Difficult,0.04992,324,656,0.03324,0.06660
1993,No migration background,male,Almost impossible,0.03301,210,656,0.01933,0.04670
1993,No migration background,female,Easy,0.03187,219,1441,0.02279,0.04094
1993,No migration background,female,Difficult,0.10626,764,1441,0.09034,0.12217
1993,No migration background,female,Almost impossible,0.06880,458,1441,0.05573,0.08187
1993,Direct migration background,male,Difficult,0.06742,93,164,0.02893,0.10592
1993,Direct migration background,male,Almost impossible,0.04367,71,164,0.01229,0.07504
1993,Direct migration background,female,Easy,0.02464,36,468,0.01058,0.03870
1993,Direct migration background,female,Difficult,0.16013,216,468,0.12687,0.19339
1993,Direct migration background,female,Almost impossible,0.13818,216,468,0.10688,0.16948
1993,Indirect migration background,male,Difficult,0.05041,40,40,-0.01826,0.11908
1993,Indirect migration background,female,Difficult,0.08225,52,52,0.00685,0.15766
1994,No migration background,male,Easy,0.01757,105,651,0.00747,0.02767
1994,No migration background,male,Difficult,0.05402,355,651,0.03665,0.07140
1994,No migration background,male,Almost impossible,0.02930,191,651,0.01634,0.04227
1994,No migration background,female,Easy,0.02888,204,1458,0.02028,0.03748
1994,No migration background,female,Difficult,0.10528,761,1458,0.08952,0.12104
1994,No migration background,female,Almost impossible,0.07995,493,1458,0.06603,0.09388
1994,Direct migration background,male,Difficult,0.07649,92,172,0.03665,0.11632
1994,Direct migration background,male,Almost impossible,0.06977,80,172,0.03159,0.10796
1994,Direct migration background,female,Easy,0.02024,32,460,0.00736,0.03313
1994,Direct migration background,female,Difficult,0.14128,203,460,0.10941,0.17315
1994,Direct migration background,female,Almost impossible,0.16054,225,460,0.12696,0.19413
1994,Indirect migration background,male,Difficult,0.07117,54,54,0.00195,0.14039
1994,Indirect migration background,female,Difficult,0.08556,63,63,0.01593,0.15519
1995,No migration background,male,Easy,0.01520,87,627,0.00561,0.02478
1995,No migration background,male,Difficult,0.05317,367,627,0.03559,0.07074
1995,No migration background,male,Almost impossible,0.02902,173,627,0.01587,0.04217
1995,No migration background,female,Easy,0.02643,194,1437,0.01813,0.03473
1995,No migration background,female,Difficult,0.11476,793,1437,0.09828,0.13125
1995,No migration background,female,Almost impossible,0.07342,450,1437,0.05993,0.08691
1995,Direct migration background,male,Difficult,0.08952,123,213,0.05109,0.12795
1995,Direct migration background,male,Almost impossible,0.06658,90,213,0.03302,0.10014
1995,Direct migration background,female,Easy,0.03430,44,563,0.01926,0.04935
1995,Direct migration background,female,Difficult,0.15157,258,563,0.12192,0.18122
1995,Direct migration background,female,Almost impossible,0.14195,261,563,0.11310,0.17081
1995,Indirect migration background,male,Difficult,0.06224,51,51,-0.00472,0.12921
1995,Indirect migration background,female,Difficult,0.09504,62,62,0.02144,0.16864
1996,No migration background,male,Easy,0.01387,87,638,0.00479,0.02295
1996,No migration background,male,Difficult,0.05708,384,638,0.03906,0.07509
1996,No migration background,male,Almost impossible,0.02835,167,638,0.01546,0.04124
1996,No migration background,female,Easy,0.03043,215,1412,0.02147,0.03939
1996,No migration background,female,Difficult,0.10672,740,1412,0.09061,0.12283
1996,No migration background,female,Almost impossible,0.07301,457,1412,0.05944,0.08659
1996,Direct migration background,male,Difficult,0.08158,113,210,0.04447,0.11869
1996,Direct migration background,male,Almost impossible,0.06948,97,210,0.03501,0.10396
1996,Direct migration background,female,Easy,0.04037,37,525,0.02351,0.05722
1996,Direct migration background,female,Difficult,0.16965,263,525,0.13751,0.20179
1996,Direct migration background,female,Almost impossible,0.13424,225,525,0.10505,0.16343
1996,Indirect migration background,male,Difficult,0.06415,53,53,-0.00245,0.13075
1996,Indirect migration background,female,Difficult,0.09961,76,76,0.03183,0.16739
1997,No migration background,male,Easy,0.00880,62,666,0.00170,0.01589
1997,No migration background,male,Difficult,0.06289,410,666,0.04444,0.08135
1997,No migration background,male,Almost impossible,0.03375,194,666,0.02002,0.04747
1997,No migration background,female,Easy,0.02820,190,1362,0.01940,0.03699
1997,No migration background,female,Difficult,0.11122,745,1362,0.09451,0.12792
1997,No migration background,female,Almost impossible,0.06991,427,1362,0.05636,0.08346
1997,Direct migration background,male,Difficult,0.07430,109,208,0.03857,0.11003
1997,Direct migration background,male,Almost impossible,0.07925,99,208,0.04245,0.11605
1997,Direct migration background,female,Difficult,0.15515,240,484,0.12286,0.18743
1997,Direct migration background,female,Almost impossible,0.15303,244,484,0.12093,0.18514
1997,Indirect migration background,male,Difficult,0.07587,63,63,0.00996,0.14179
1997,Indirect migration background,female,Difficult,0.09223,75,75,0.02630,0.15815
1998,No migration background,male,Easy,0.00962,77,708,0.00243,0.01682
1998,No migration background,male,Difficult,0.05746,431,708,0.04031,0.07462
1998,No migration background,male,Almost impossible,0.02828,200,708,0.01606,0.04050
1998,No migration background,female,Easy,0.02512,199,1527,0.01727,0.03297
1998,No migration background,female,Difficult,0.11034,850,1527,0.09462,0.12606
1998,No migration background,female,Almost impossible,0.06600,478,1527,0.05354,0.07846
1998,Direct migration background,male,Difficult,0.08345,102,190,0.04402,0.12287
1998,Direct migration background,male,Almost impossible,0.07539,88,190,0.03775,0.11303
1998,Direct migration background,female,Easy,0.02315,34,473,0.00958,0.03671
1998,Direct migration background,female,Difficult,0.15206,213,473,0.11966,0.18445
1998,Direct migration background,female,Almost impossible,0.13457,226,473,0.10378,0.16536
1998,Indirect migration background,male,Difficult,0.10284,74,74,0.03316,0.17252
1998,Indirect migration background,female,Difficult,0.09321,61,61,0.01965,0.16677
1999,No migration background,male,Easy,0.01351,72,630,0.00449,0.02253
1999,No migration background,male,Difficult,0.05005,375,630,0.03301,0.06709
1999,No migration background,male,Almost impossible,0.02793,183,630,0.01505,0.04081
1999,No migration background,female,Easy,0.02309,174,1357,0.01510,0.03109
1999,No migration background,female,Difficult,0.09863,759,1357,0.08276,0.11450
1999,No migration background,female,Almost impossible,0.06241,424,1357,0.04953,0.07528
1999,Direct migration background,male,Difficult,0.06133,77,149,0.02268,0.09999
1999,Direct migration background,male,Almost impossible,0.06209,72,149,0.02321,0.10097
1999,Direct migration background,female,Easy,0.03292,32,416,0.01576,0.05009
1999,Direct migration background,female,Difficult,0.14608,198,416,0.11210,0.18006
1999,Direct migration background,female,Almost impossible,0.11842,186,416,0.08733,0.14951
1999,Indirect migration background,male,Difficult,0.06656,51,51,-0.00253,0.13566
1999,Indirect migration background,female,Difficult,0.10059,73,73,0.03111,0.17006
2000,No migration background,male,Easy,0.01543,180,1074,0.00806,0.02281
2000,No migration background,male,Difficult,0.04428,585,1074,0.03197,0.05658
2000,No migration background,male,Almost impossible,0.02448,309,1074,0.01524,0.03373
2000,No migration background,female,Easy,0.02870,389,2492,0.02214,0.03525
2000,No migration background,female,Difficult,0.08937,1260,2492,0.07816,0.10057
2000,No migration background,female,Almost impossible,0.06141,843,2492,0.05199,0.07084
2000,Direct migration background,male,Difficult,0.07415,132,250,0.04161,0.10670
2000,Direct migration background,male,Almost impossible,0.05914,118,250,0.02984,0.08844
2000,Direct migration background,female,Easy,0.02924,51,629,0.01606,0.04242
2000,Direct migration background,female,Difficult,0.14111,293,629,0.11389,0.16834
2000,Direct migration background,female,Almost impossible,0.12614,285,629,0.10018,0.15211
2000,Indirect migration background,male,Difficult,0.07119,74,74,0.01220,0.13017
2000,Indirect migration background,female,Easy,0.03558,40,182,0.00859,0.06256
2000,Indirect migration background,female,Difficult,0.09652,99,182,0.05350,0.13955
2000,Indirect migration background,female,Almost impossible,0.03749,43,182,0.00982,0.06517
2001,No migration background,male,Easy,0.01493,166,986,0.00736,0.02250
2001,No migration background,male,Difficult,0.04592,516,986,0.03285,0.05899
2001,No migration background,male,Almost impossible,0.02586,304,986,0.01594,0.03577
2001,No migration background,female,Easy,0.02929,377,2149,0.02216,0.03642
2001,No migration background,female,Difficult,0.08302,1094,2149,0.07135,0.09469
2001,No migration background,female,Almost impossible,0.05689,678,2149,0.04709,0.06668
2001,Direct migration background,male,Difficult,0.08195,106,195,0.04335,0.12055
2001,Direct migration background,male,Almost impossible,0.06153,89,195,0.02771,0.09534
2001,Direct migration background,female,Easy,0.04117,53,518,0.02404,0.05829
2001,Direct migration background,female,Difficult,0.13844,241,518,0.10867,0.16821
2001,Direct migration background,female,Almost impossible,0.12100,224,518,0.09288,0.14911
2001,Indirect migration background,male,Difficult,0.04873,51,51,-0.01095,0.10841
2001,Indirect migration background,female,Easy,0.03688,46,173,0.00872,0.06505
2001,Indirect migration background,female,Difficult,0.08572,92,173,0.04388,0.12756
2001,Indirect migration background,female,Almost impossible,0.02596,35,173,0.00220,0.04973
2002,No migration background,male,Easy,0.01609,201,1113,0.00869,0.02348
2002,No migration background,male,Difficult,0.05546,621,1113,0.04201,0.06891
2002,No migration background,male,Almost impossible,0.02589,291,1113,0.01656,0.03522
2002,No migration background,female,Easy,0.02817,369,2193,0.02125,0.03510
2002,No migration background,female,Difficult,0.08607,1118,2193,0.07433,0.09781
2002,No migration background,female,Almost impossible,0.05848,706,2193,0.04865,0.06830
2002,Direct migration background,male,Difficult,0.08037,105,179,0.04043,0.12031
2002,Direct migration background,male,Almost impossible,0.05969,74,179,0.02488,0.09449
2002,Direct migration background,female,Easy,0.03083,44,502,0.01569,0.04597
2002,Direct migration background,female,Difficult,0.15929,241,502,0.12725,0.19134
2002,Direct migration background,female,Almost impossible,0.12037,217,502,0.09188,0.14886
2002,Indirect migration background,male,Difficult,0.06272,56,56,-0.00136,0.12679
2002,Indirect migration background,female,Easy,0.03967,41,167,0.00998,0.06937
2002,Indirect migration background,female,Difficult,0.07713,91,167,0.03655,0.11772
2002,Indirect migration background,female,Almost impossible,0.03142,35,167,0.00488,0.05796
2003,No migration background,male,Easy,0.01010,129,990,0.00387,0.01633
2003,No migration background,male,Difficult,0.05790,637,990,0.04335,0.07246
2003,No migration background,male,Almost impossible,0.01946,224,990,0.01085,0.02807
2003,No migration background,female,Easy,0.01738,221,1442,0.01063,0.02413
2003,No migration background,female,Difficult,0.07153,905,1442,0.05823,0.08484
2003,No migration background,female,Almost impossible,0.02468,316,1442,0.01667,0.03269
2003,Direct migration background,male,Difficult,0.10268,113,162,0.05579,0.14957
2003,Direct migration background,male,Almost impossible,0.03870,49,162,0.00891,0.06850
2003,Direct migration background,female,Easy,0.02286,33,242,0.00399,0.04173
2003,Direct migration background,female,Difficult,0.12116,155,242,0.07996,0.16236
2003,Direct migration background,female,Almost impossible,0.03581,54,242,0.01235,0.05927
2003,Indirect migration background,male,Difficult,0.06778,62,62,0.00470,0.13087
2003,Indirect migration background,female,Easy,0.03214,38,108,-0.00128,0.06557
2003,Indirect migration background,female,Difficult,0.06637,70,108,0.01920,0.11354
2004,No migration background,male,Easy,0.01186,132,995,0.00513,0.01859
2004,No migration background,male,Difficult,0.05837,613,995,0.04379,0.07294
2004,No migration background,male,Almost impossible,0.02560,250,995,0.01578,0.03542
2004,No migration background,female,Easy,0.01424,206,1458,0.00816,0.02032
2004,No migration background,female,Difficult,0.07365,909,1458,0.06023,0.08706
2004,No migration background,female,Almost impossible,0.02844,343,1458,0.01991,0.03698
2004,Direct migration background,male,Difficult,0.10101,112,165,0.05489,0.14713
2004,Direct migration background,male,Almost impossible,0.05516,53,165,0.02022,0.09009
2004,Direct migration background,female,Difficult,0.13578,191,243,0.09262,0.17894
2004,Direct migration background,female,Almost impossible,0.04266,52,243,0.01719,0.06812
2004,Indirect migration background,male,Difficult,0.08872,70,70,0.02163,0.15581
2004,Indirect migration background,female,Difficult,0.07954,97,97,0.02541,0.13367
2005,No migration background,male,Easy,0.00768,100,963,0.00216,0.01320
2005,No migration background,male,Difficult,0.06230,592,963,0.04703,0.07757
2005,No migration background,male,Almost impossible,0.02663,271,963,0.01645,0.03680
2005,No migration background,female,Easy,0.01115,146,1431,0.00571,0.01659
2005,No migration background,female,Difficult,0.08294,919,1431,0.06865,0.09724
2005,No migration background,female,Almost impossible,0.03096,366,1431,0.02198,0.03994
2005,Direct migration background,male,Difficult,0.11087,102,150,0.06045,0.16128
2005,Direct migration background,male,Almost impossible,0.03886,48,150,0.00783,0.06989
2005,Direct migration background,female,Difficult,0.12093,147,218,0.07755,0.16432
2005,Direct migration background,female,Almost impossible,0.05089,71,218,0.02165,0.08013
2005,Indirect migration background,male,Difficult,0.07428,71,71,0.01285,0.13570
2005,Indirect migration background,female,Easy,0.03299,36,137,0.00297,0.06301
2005,Indirect migration background,female,Difficult,0.11293,101,137,0.05974,0.16613
2006,No migration background,male,Easy,0.00842,112,924,0.00253,0.01432
2006,No migration background,male,Difficult,0.05536,574,924,0.04061,0.07012
2006,No migration background,male,Almost impossible,0.02235,238,924,0.01281,0.03189
2006,No migration background,female,Easy,0.01532,198,1467,0.00903,0.02160
2006,No migration background,female,Difficult,0.07426,896,1467,0.06084,0.08768
2006,No migration background,female,Almost impossible,0.03119,373,1467,0.02229,0.04009
2006,Direct migration background,male,Difficult,0.08708,83,132,0.03880,0.13537
2006,Direct migration background,male,Almost impossible,0.04676,49,132,0.01060,0.08291
2006,Direct migration background,female,Difficult,0.14920,180,244,0.10440,0.19400
2006,Direct migration background,female,Almost impossible,0.05333,64,244,0.02508,0.08158
2006,Indirect migration background,male,Difficult,0.09580,74,74,0.02829,0.16332
2006,Indirect migration background,female,Easy,0.02740,31,113,-0.00283,0.05764
2006,Indirect migration background,female,Difficult,0.08162,82,113,0.03091,0.13232
2007,No migration background,male,Easy,0.01035,128,765,0.00317,0.01753
2007,No migration background,male,Difficult,0.04411,446,765,0.02955,0.05867
2007,No migration background,male,Almost impossible,0.01987,191,765,0.00997,0.02976
2007,No migration background,female,Easy,0.01475,189,1255,0.00808,0.02142
2007,No migration background,female,Difficult,0.06746,751,1255,0.05358,0.08134
2007,No migration background,female,Almost impossible,0.02820,315,1255,0.01904,0.03736
2007,Direct migration background,male,Difficult,0.08011,63,101,0.02690,0.13331
2007,Direct migration background,male,Almost impossible,0.04757,38,101,0.00585,0.08929
2007,Direct migration background,female,Difficult,0.13305,133,193,0.08501,0.18109
2007,Direct migration background,female,Almost impossible,0.05793,60,193,0.02489,0.09098
2007,Indirect migration background,male,Difficult,0.07270,53,53,0.00213,0.14327
2007,Indirect migration background,female,Difficult,0.09015,80,80,0.02699,0.15330
2008,No migration background,male,Easy,0.01145,125,711,0.00362,0.01928
2008,No migration background,male,Difficult,0.04334,402,711,0.02836,0.05832
2008,No migration background,male,Almost impossible,0.01953,184,711,0.00935,0.02971
2008,No migration background,female,Easy,0.01849,204,1109,0.01056,0.02642
2008,No migration background,female,Difficult,0.05780,648,1109,0.04406,0.07154
2008,No migration background,female,Almost impossible,0.02279,257,1109,0.01400,0.03158
2008,Direct migration background,male,Difficult,0.07418,53,53,0.00295,0.14541
2008,Direct migration background,female,Difficult,0.11958,115,148,0.06712,0.17203
2008,Direct migration background,female,Almost impossible,0.03367,33,148,0.00451,0.06284
2008,Indirect migration background,male,Difficult,0.07215,50,50,-0.00029,0.14460
2008,Indirect migration background,female,Difficult,0.08728,76,76,0.02340,0.15116
2009,No migration background,male,Easy,0.01651,128,678,0.00691,0.02611
2009,No migration background,male,Difficult,0.04467,383,678,0.02911,0.06023
2009,No migration background,male,Almost impossible,0.01831,167,678,0.00821,0.02841
2009,No migration background,female,Easy,0.01668,180,963,0.00859,0.02478
2009,No migration background,female,Difficult,0.05525,553,963,0.04082,0.06969
2009,No migration background,female,Almost impossible,0.02242,230,963,0.01306,0.03177
2009,Direct migration background,male,Difficult,0.06950,50,84,0.01479,0.12421
2009,Direct migration background,male,Almost impossible,0.04697,34,84,0.00145,0.09249
2009,Direct migration background,female,Difficult,0.10836,87,119,0.05228,0.16445
2009,Direct migration background,female,Almost impossible,0.03307,32,119,0.00080,0.06533
2009,Indirect migration background,male,Difficult,0.06417,51,51,-0.00376,0.13209
2009,Indirect migration background,female,Difficult,0.08195,64,64,0.01422,0.14969
2010,No migration background,male,Easy,0.01430,168,891,0.00650,0.02211
2010,No migration background,male,Difficult,0.05053,525,891,0.03614,0.06492
2010,No migration background,male,Almost impossible,0.01868,198,891,0.00978,0.02757
2010,No migration background,female,Easy,0.01852,521,2259,0.01296,0.02408
2010,No migration background,female,Difficult,0.05498,1279,2259,0.04558,0.06438
2010,No migration background,female,Almost impossible,0.02191,459,2259,0.01587,0.02795
2010,Direct migration background,male,Difficult,0.08845,126,186,0.04753,0.12937
2010,Direct migration background,male,Almost impossible,0.03562,60,186,0.00891,0.06232
2010,Direct migration background,female,Easy,0.03127,93,641,0.01779,0.04475
2010,Direct migration background,female,Difficult,0.12332,393,641,0.09784,0.14879
2010,Direct migration background,female,Almost impossible,0.04590,155,641,0.02968,0.06211
2010,Indirect migration background,male,Difficult,0.08760,74,74,0.02275,0.15246
2010,Indirect migration background,female,Easy,0.03624,65,248,0.01293,0.05955
2010,Indirect migration background,female,Difficult,0.06708,136,248,0.03588,0.09828
2010,Indirect migration background,female,Almost impossible,0.02031,47,248,0.00272,0.03790
2011,No migration background,male,Easy,0.01694,225,954,0.00875,0.02514
2011,No migration background,male,Difficult,0.04043,523,954,0.02793,0.05294
2011,No migration background,male,Almost impossible,0.01456,206,954,0.00696,0.02217
2011,No migration background,female,Easy,0.01999,475,2204,0.01415,0.02584
2011,No migration background,female,Difficult,0.04984,1223,2204,0.04075,0.05893
2011,No migration background,female,Almost impossible,0.02001,506,2204,0.01416,0.02586
2011,Direct migration background,male,Difficult,0.05967,110,162,0.02308,0.09626
2011,Direct migration background,male,Almost impossible,0.03220,52,162,0.00493,0.05947
2011,Direct migration background,female,Easy,0.03736,87,549,0.02148,0.05324
2011,Direct migration background,female,Difficult,0.12458,345,549,0.09693,0.15223
2011,Direct migration background,female,Almost impossible,0.04159,117,549,0.02487,0.05830
2011,Indirect migration background,male,Difficult,0.05341,68,68,-0.00043,0.10725
2011,Indirect migration background,female,Easy,0.03345,58,233,0.01031,0.05659
2011,Indirect migration background,female,Difficult,0.06096,144,233,0.03017,0.09174
2011,Indirect migration background,female,Almost impossible,0.01706,31,233,0.00040,0.03373
2012,No migration background,male,Easy,0.01828,231,954,0.00978,0.02679
2012,No migration background,male,Difficult,0.04493,517,954,0.03178,0.05808
2012,No migration background,male,Almost impossible,0.01616,206,954,0.00815,0.02416
2012,No migration background,female,Easy,0.02403,451,1989,0.01729,0.03076
2012,No migration background,female,Difficult,0.05127,1102,1989,0.04158,0.06097
2012,No migration background,female,Almost impossible,0.01855,436,1989,0.01262,0.02448
2012,Direct migration background,male,Difficult,0.06458,97,141,0.02386,0.10529
2012,Direct migration background,male,Almost impossible,0.02425,44,141,-0.00123,0.04973
2012,Direct migration background,female,Easy,0.02883,78,467,0.01363,0.04402
2012,Direct migration background,female,Difficult,0.12188,265,467,0.09217,0.15158
2012,Direct migration background,female,Almost impossible,0.03756,124,467,0.02030,0.05482
2012,Indirect migration background,male,Difficult,0.07189,63,63,0.00759,0.13619
2012,Indirect migration background,female,Easy,0.03367,60,205,0.00891,0.05842
2012,Indirect migration background,female,Difficult,0.06830,110,205,0.03369,0.10292
2012,Indirect migration background,female,Almost impossible,0.01684,35,205,-0.00082,0.03449
2013,No migration background,male,Easy,0.01936,219,878,0.01024,0.02848
2013,No migration background,male,Difficult,0.04029,468,878,0.02728,0.05331
2013,No migration background,male,Almost impossible,0.01635,191,878,0.00796,0.02475
2013,No migration background,female,Easy,0.02181,408,1703,0.01487,0.02875
2013,No migration background,female,Difficult,0.04758,912,1703,0.03747,0.05769
2013,No migration background,female,Almost impossible,0.01776,383,1703,0.01149,0.02404
2013,Direct migration background,male,Easy,0.01553,82,449,0.00408,0.02697
2013,Direct migration background,male,Difficult,0.07289,257,449,0.04882,0.09696
2013,Direct migration background,male,Almost impossible,0.02899,110,449,0.01345,0.04453
2013,Direct migration background,female,Easy,0.03830,203,983,0.02630,0.05030
2013,Direct migration background,female,Difficult,0.11335,570,983,0.09352,0.13318
2013,Direct migration background,female,Almost impossible,0.04816,210,983,0.03477,0.06155
2013,Indirect migration background,male,Easy,0.02607,66,231,0.00547,0.04666
2013,Indirect migration background,male,Difficult,0.06725,121,231,0.03488,0.09962
2013,Indirect migration background,male,Almost impossible,0.02038,44,231,0.00212,0.03865
2013,Indirect migration background,female,Easy,0.04887,113,361,0.02660,0.07114
2013,Indirect migration background,female,Difficult,0.07319,188,361,0.04628,0.10009
2013,Indirect migration background,female,Almost impossible,0.02403,60,361,0.00821,0.03984
2014,No migration background,male,Easy,0.01511,189,765,0.00646,0.02375
2014,No migration background,male,Difficult,0.04118,426,765,0.02709,0.05527
2014,No migration background,male,Almost impossible,0.01515,150,765,0.00649,0.02381
2014,No migration background,female,Easy,0.01850,322,1481,0.01164,0.02537
2014,No migration background,female,Difficult,0.05011,823,1481,0.03900,0.06123
2014,No migration background,female,Almost impossible,0.01893,336,1481,0.01199,0.02587
2014,Direct migration background,male,Easy,0.01667,59,346,0.00316,0.03018
2014,Direct migration background,male,Difficult,0.06810,199,346,0.04151,0.09468
2014,Direct migration background,male,Almost impossible,0.03786,88,346,0.01772,0.05800
2014,Direct migration background,female,Easy,0.03643,141,762,0.02312,0.04975
2014,Direct migration background,female,Difficult,0.13374,432,762,0.10956,0.15793
2014,Direct migration background,female,Almost impossible,0.04782,189,762,0.03266,0.06298
2014,Indirect migration background,male,Easy,0.04759,57,200,0.01801,0.07717
2014,Indirect migration background,male,Difficult,0.06871,102,200,0.03356,0.10386
2014,Indirect migration background,male,Almost impossible,0.01864,41,200,-0.00015,0.03744
2014,Indirect migration background,female,Easy,0.04030,86,275,0.01702,0.06359
2014,Indirect migration background,female,Difficult,0.06139,132,275,0.03297,0.08982
2014,Indirect migration background,female,Almost impossible,0.02855,57,275,0.00883,0.04827
2015,No migration background,male,Easy,0.01829,198,742,0.00864,0.02794
2015,No migration background,male,Difficult,0.04243,397,742,0.02792,0.05695
2015,No migration background,male,Almost impossible,0.01246,147,742,0.00448,0.02045
2015,No migration background,female,Easy,0.02073,328,1348,0.01312,0.02834
2015,No migration background,female,Difficult,0.04575,725,1348,0.03460,0.05691
2015,No migration background,female,Almost impossible,0.01683,295,1348,0.00996,0.02370
2015,Direct migration background,male,Easy,0.02027,61,426,0.00687,0.03367
2015,Direct migration background,male,Difficult,0.07490,270,426,0.04988,0.09993
