,Unnamed: 0,year,migback,pgisced97,plb0419_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
81,81,1992,No migration background,Upper Secondary Level,Easy,0.20949,215,2270,0.19252,0.22654
82,82,1992,No migration background,Upper Secondary Level,Difficult,0.53027,594,2270,0.50386,0.55351
83,83,1992,No migration background,Upper Secondary Level,Almost impossible,0.26024,282,2270,0.24071,0.27606
84,84,1992,No migration background,Post-secondary Non-tertiary Level,Easy,1.0,36,2270,0.81538,1.17426
85,85,1992,No migration background,Second Stage of Tertiary Education,Easy,0.22356,33,2270,0.18005,0.27455
86,86,1992,No migration background,Second Stage of Tertiary Education,Difficult,0.48723,96,2270,0.42568,0.55833
87,87,1992,No migration background,Second Stage of Tertiary Education,Almost impossible,0.28922,53,2270,0.24978,0.32979
88,88,1992,Direct migration background,Primary Level,Difficult,0.49776,82,2270,0.43792,0.56186
89,89,1992,Direct migration background,Primary Level,Almost impossible,0.50224,87,2270,0.43211,0.56676
90,90,1992,Direct migration background,Lower Secondary Level,Difficult,0.50605,90,2270,0.4141,0.59464
91,91,1992,Direct migration background,Lower Secondary Level,Almost impossible,0.49395,85,2270,0.40607,0.59226
92,92,1992,Direct migration background,Upper Secondary Level,Difficult,0.53416,68,2270,0.44741,0.65438
93,93,1992,Direct migration background,Upper Secondary Level,Almost impossible,0.46584,53,2270,0.37282,0.57331
94,94,1993,No migration background,Pre-primary Level,Difficult,1.0,70,2449,0.87426,1.16876
95,95,1993,No migration background,Lower Secondary Level,Easy,0.12683,50,2449,0.11439,0.14164
96,96,1993,No migration background,Lower Secondary Level,Difficult,0.43113,185,2449,0.39651,0.47071
97,97,1993,No migration background,Lower Secondary Level,Almost impossible,0.44204,163,2449,0.41331,0.47184
98,98,1993,No migration background,Upper Secondary Level,Easy,0.18154,198,2449,0.16714,0.19711
99,99,1993,No migration background,Upper Secondary Level,Difficult,0.52116,628,2449,0.49659,0.5452
100,100,1993,No migration background,Upper Secondary Level,Almost impossible,0.29729,347,2449,0.27945,0.31501
101,101,1993,No migration background,First Stage of Tertiary Education,Difficult,0.53725,38,2449,0.41194,0.68033
102,102,1993,No migration background,First Stage of Tertiary Education,Almost impossible,0.46275,39,2449,0.38441,0.55375
103,103,1993,No migration background,Second Stage of Tertiary Education,Difficult,0.60708,108,2449,0.52585,0.70749
104,104,1993,No migration background,Second Stage of Tertiary Education,Almost impossible,0.39292,71,2449,0.34612,0.43606
105,105,1993,Direct migration background,Primary Level,Difficult,0.40721,67,2449,0.34525,0.48308
106,106,1993,Direct migration background,Primary Level,Almost impossible,0.59279,115,2449,0.50374,0.68232
107,107,1993,Direct migration background,Lower Secondary Level,Difficult,0.52379,103,2449,0.44049,0.60824
108,108,1993,Direct migration background,Lower Secondary Level,Almost impossible,0.47621,74,2449,0.38345,0.60584
109,109,1993,Direct migration background,Upper Secondary Level,Difficult,0.61008,89,2449,0.47898,0.73127
110,110,1993,Direct migration background,Upper Secondary Level,Almost impossible,0.38992,68,2449,0.33819,0.46317
111,111,1993,Indirect migration background,Lower Secondary Level,Difficult,1.0,36,2449,0.74132,1.34321
112,112,1994,No migration background,Pre-primary Level,Difficult,1.0,96,2509,0.88526,1.1283
113,113,1994,No migration background,Lower Secondary Level,Easy,0.11439,45,2509,0.09741,0.13553
114,114,1994,No migration background,Lower Secondary Level,Difficult,0.4334,181,2509,0.39593,0.47086
115,115,1994,No migration background,Lower Secondary Level,Almost impossible,0.45221,158,2509,0.41546,0.48854
116,116,1994,No migration background,Upper Secondary Level,Easy,0.14542,175,2509,0.12994,0.15811
117,117,1994,No migration background,Upper Secondary Level,Difficult,0.5123,639,2509,0.4858,0.53861
118,118,1994,No migration background,Upper Secondary Level,Almost impossible,0.34229,382,2509,0.3205,0.36638
119,119,1994,No migration background,Post-secondary Non-tertiary Level,Difficult,1.0,36,2509,0.76986,1.24869
120,120,1994,No migration background,First Stage of Tertiary Education,Difficult,0.58845,46,2509,0.46352,0.72899
121,121,1994,No migration background,First Stage of Tertiary Education,Almost impossible,0.41155,35,2509,0.32241,0.52326
122,122,1994,No migration background,Second Stage of Tertiary Education,Difficult,0.61959,91,2509,0.53153,0.70584
123,123,1994,No migration background,Second Stage of Tertiary Education,Almost impossible,0.38041,62,2509,0.33278,0.43844
124,124,1994,Direct migration background,Primary Level,Difficult,0.39345,53,2509,0.31405,0.45241
125,125,1994,Direct migration background,Primary Level,Almost impossible,0.60655,109,2509,0.53777,0.67321
126,126,1994,Direct migration background,Lower Secondary Level,Difficult,0.52377,110,2509,0.43117,0.61862
127,127,1994,Direct migration background,Lower Secondary Level,Almost impossible,0.47623,87,2509,0.40492,0.56748
128,128,1994,Direct migration background,Upper Secondary Level,Difficult,0.51786,85,2509,0.43778,0.60767
129,129,1994,Direct migration background,Upper Secondary Level,Almost impossible,0.48214,75,2509,0.38414,0.57082
130,130,1994,Indirect migration background,Lower Secondary Level,Difficult,1.0,44,2509,0.75653,1.25345
131,131,1995,No migration background,Pre-primary Level,Difficult,0.7676,114,2563,0.68548,0.86297
132,132,1995,No migration background,Pre-primary Level,Almost impossible,0.2324,32,2563,0.18419,0.28617
133,133,1995,No migration background,Lower Secondary Level,Easy,0.10213,39,2563,0.09045,0.11232
134,134,1995,No migration background,Lower Secondary Level,Difficult,0.41626,168,2563,0.37772,0.45586
135,135,1995,No migration background,Lower Secondary Level,Almost impossible,0.48161,157,2563,0.43975,0.52585
136,136,1995,No migration background,Upper Secondary Level,Easy,0.13172,161,2563,0.11739,0.14881
137,137,1995,No migration background,Upper Secondary Level,Difficult,0.57028,674,2563,0.54162,0.60007
138,138,1995,No migration background,Upper Secondary Level,Almost impossible,0.298,319,2563,0.27677,0.31756
139,139,1995,No migration background,Post-secondary Non-tertiary Level,Difficult,1.0,47,2563,0.84619,1.18091
140,140,1995,No migration background,First Stage of Tertiary Education,Difficult,1.0,41,2563,0.74803,1.23775
141,141,1995,No migration background,Second Stage of Tertiary Education,Difficult,0.58658,89,2563,0.51097,0.67034
142,142,1995,No migration background,Second Stage of Tertiary Education,Almost impossible,0.41342,61,2563,0.33833,0.48873
143,143,1995,Direct migration background,Primary Level,Difficult,0.36715,54,2563,0.29629,0.4281
144,144,1995,Direct migration background,Primary Level,Almost impossible,0.63285,118,2563,0.54627,0.70858
145,145,1995,Direct migration background,Lower Secondary Level,Difficult,0.4999,119,2563,0.42796,0.57544
146,146,1995,Direct migration background,Lower Secondary Level,Almost impossible,0.5001,102,2563,0.41177,0.60376
147,147,1995,Direct migration background,Upper Secondary Level,Easy,0.13381,33,2563,0.09528,0.17678
148,148,1995,Direct migration background,Upper Secondary Level,Difficult,0.47449,116,2563,0.39853,0.5585
149,149,1995,Direct migration background,Upper Secondary Level,Almost impossible,0.3917,79,2563,0.32444,0.45157
150,150,1995,Indirect migration background,Lower Secondary Level,Difficult,1.0,40,2563,0.65962,1.51778
151,151,1996,No migration background,Pre-primary Level,Difficult,0.7857,123,2518,0.71544,0.88145
152,152,1996,No migration background,Pre-primary Level,Almost impossible,0.2143,38,2518,0.17185,0.25229
153,153,1996,No migration background,Lower Secondary Level,Easy,0.12608,41,2518,0.10173,0.14734
154,154,1996,No migration background,Lower Secondary Level,Difficult,0.45876,169,2518,0.41266,0.504
155,155,1996,No migration background,Lower Secondary Level,Almost impossible,0.41516,132,2518,0.38187,0.45179
156,156,1996,No migration background,Upper Secondary Level,Easy,0.13267,163,2518,0.11953,0.1472
157,157,1996,No migration background,Upper Secondary Level,Difficult,0.5368,638,2518,0.50924,0.56987
158,158,1996,No migration background,Upper Secondary Level,Almost impossible,0.33052,341,2518,0.30735,0.35996
159,159,1996,No migration background,Post-secondary Non-tertiary Level,Difficult,1.0,42,2518,0.79975,1.27104
160,160,1996,No migration background,First Stage of Tertiary Education,Difficult,1.0,37,2518,0.743,1.24649
161,161,1996,No migration background,Second Stage of Tertiary Education,Difficult,0.60349,93,2518,0.5367,0.69937
162,162,1996,No migration background,Second Stage of Tertiary Education,Almost impossible,0.39651,59,2518,0.34171,0.45803
163,163,1996,Direct migration background,Primary Level,Difficult,0.39145,55,2518,0.31705,0.47492
164,164,1996,Direct migration background,Primary Level,Almost impossible,0.60855,91,2518,0.50374,0.69738
165,165,1996,Direct migration background,Lower Secondary Level,Difficult,0.48725,103,2518,0.38707,0.61166
166,166,1996,Direct migration background,Lower Secondary Level,Almost impossible,0.51275,112,2518,0.41047,0.61588
167,167,1996,Direct migration background,Upper Secondary Level,Difficult,0.64109,129,2518,0.55101,0.76898
168,168,1996,Direct migration background,Upper Secondary Level,Almost impossible,0.35891,72,2518,0.29457,0.42928
169,169,1996,Indirect migration background,Lower Secondary Level,Difficult,1.0,44,2518,0.79492,1.23186
170,170,1996,Indirect migration background,Upper Secondary Level,Difficult,1.0,36,2518,0.78001,1.26226
171,171,1997,No migration background,Pre-primary Level,Easy,0.19508,35,2591,0.15702,0.23451
172,172,1997,No migration background,Pre-primary Level,Difficult,0.60411,129,2591,0.54308,0.69857
173,173,1997,No migration background,Pre-primary Level,Almost impossible,0.20081,35,2591,0.1658,0.23517
174,174,1997,No migration background,Lower Secondary Level,Easy,0.08345,32,2591,0.06806,0.10098
175,175,1997,No migration background,Lower Secondary Level,Difficult,0.50212,166,2591,0.45142,0.55874
176,176,1997,No migration background,Lower Secondary Level,Almost impossible,0.41443,127,2591,0.36784,0.45635
177,177,1997,No migration background,Upper Secondary Level,Easy,0.1246,145,2591,0.11257,0.1382
178,178,1997,No migration background,Upper Secondary Level,Difficult,0.55177,649,2591,0.51916,0.5918
179,179,1997,No migration background,Upper Secondary Level,Almost impossible,0.32363,339,2591,0.29916,0.35114
180,180,1997,No migration background,Post-secondary Non-tertiary Level,Difficult,1.0,47,2591,0.82921,1.18891
181,181,1997,No migration background,First Stage of Tertiary Education,Difficult,1.0,45,2591,0.81637,1.22525
182,182,1997,No migration background,Second Stage of Tertiary Education,Difficult,0.53933,84,2591,0.43538,0.63928
183,183,1997,No migration background,Second Stage of Tertiary Education,Almost impossible,0.46067,69,2591,0.39012,0.5468
184,184,1997,Direct migration background,Primary Level,Difficult,0.3825,49,2591,0.30205,0.4526
185,185,1997,Direct migration background,Primary Level,Almost impossible,0.6175,93,2591,0.53006,0.70646
186,186,1997,Direct migration background,Lower Secondary Level,Difficult,0.48275,109,2591,0.4075,0.56293
187,187,1997,Direct migration background,Lower Secondary Level,Almost impossible,0.51725,108,2591,0.41842,0.61471
188,188,1997,Direct migration background,Upper Secondary Level,Difficult,0.59552,127,2591,0.50524,0.69246
189,189,1997,Direct migration background,Upper Secondary Level,Almost impossible,0.40448,82,2591,0.32525,0.47633
190,190,1997,Indirect migration background,Pre-primary Level,Difficult,1.0,37,2591,0.77383,1.23367
191,191,1997,Indirect migration background,Lower Secondary Level,Difficult,1.0,48,2591,0.80488,1.22538
192,192,1997,Indirect migration background,Upper Secondary Level,Difficult,1.0,36,2591,0.72972,1.38213
193,193,1998,No migration background,Pre-primary Level,Difficult,1.0,147,2590,0.88988,1.12314
194,194,1998,No migration background,Lower Secondary Level,Easy,0.09958,37,2590,0.08121,0.11491
195,195,1998,No migration background,Lower Secondary Level,Difficult,0.52227,199,2590,0.47582,0.5752
196,196,1998,No migration background,Lower Secondary Level,Almost impossible,0.37815,133,2590,0.33678,0.41463
197,197,1998,No migration background,Upper Secondary Level,Easy,0.11787,152,2590,0.10335,0.13262
198,198,1998,No migration background,Upper Secondary Level,Difficult,0.56562,702,2590,0.53779,0.60168
199,199,1998,No migration background,Upper Secondary Level,Almost impossible,0.31652,366,2590,0.29736,0.33443
200,200,1998,No migration background,Post-secondary Non-tertiary Level,Difficult,1.0,39,2590,0.79154,1.17903
201,201,1998,No migration background,First Stage of Tertiary Education,Difficult,1.0,38,2590,0.81313,1.22738
202,202,1998,No migration background,Second Stage of Tertiary Education,Difficult,0.62246,98,2590,0.53964,0.7193
203,203,1998,No migration background,Second Stage of Tertiary Education,Almost impossible,0.37754,74,2590,0.34047,0.43048
204,204,1998,Direct migration background,Primary Level,Difficult,0.4201,37,2590,0.29327,0.5767
205,205,1998,Direct migration background,Primary Level,Almost impossible,0.5799,77,2590,0.5063,0.66316
206,206,1998,Direct migration background,Lower Secondary Level,Difficult,0.4254,97,2590,0.3725,0.48634
207,207,1998,Direct migration background,Lower Secondary Level,Almost impossible,0.5746,108,2590,0.47412,0.6796
208,208,1998,Direct migration background,Upper Secondary Level,Difficult,0.6521,104,2590,0.55772,0.74453
209,209,1998,Direct migration background,Upper Secondary Level,Almost impossible,0.3479,71,2590,0.29995,0.40747
210,210,1998,Indirect migration background,Pre-primary Level,Difficult,1.0,32,2590,0.84356,1.2014
211,211,1998,Indirect migration background,Lower Secondary Level,Difficult,1.0,48,2590,0.75318,1.26483
212,212,1998,Indirect migration background,Upper Secondary Level,Difficult,1.0,31,2590,0.71372,1.32242
213,213,1999,No migration background,Pre-primary Level,Easy,0.20985,31,2327,0.16774,0.26376
214,214,1999,No migration background,Pre-primary Level,Difficult,0.79015,140,2327,0.70351,0.8631
215,215,1999,No migration background,Lower Secondary Level,Easy,0.10623,33,2327,0.08037,0.13495
216,216,1999,No migration background,Lower Secondary Level,Difficult,0.50283,173,2327,0.45605,0.55928
217,217,1999,No migration background,Lower Secondary Level,Almost impossible,0.39094,122,2327,0.34928,0.42727
218,218,1999,No migration background,Upper Secondary Level,Easy,0.13486,141,2327,0.12025,0.15166
219,219,1999,No migration background,Upper Secondary Level,Difficult,0.50806,602,2327,0.48015,0.53685
220,220,1999,No migration background,Upper Secondary Level,Almost impossible,0.35709,362,2327,0.3264,0.38582
221,221,1999,No migration background,Post-secondary Non-tertiary Level,Difficult,1.0,44,2327,0.82548,1.1696
222,222,1999,No migration background,First Stage of Tertiary Education,Difficult,1.0,40,2327,0.82876,1.16963
223,223,1999,No migration background,Second Stage of Tertiary Education,Difficult,0.68721,96,2327,0.57963,0.78529
224,224,1999,No migration background,Second Stage of Tertiary Education,Almost impossible,0.31279,48,2327,0.24736,0.39783
225,225,1999,Direct migration background,Primary Level,Difficult,0.41195,36,2327,0.32233,0.50674
226,226,1999,Direct migration background,Primary Level,Almost impossible,0.58805,66,2327,0.50919,0.68752
227,227,1999,Direct migration background,Lower Secondary Level,Difficult,0.45224,83,2327,0.38517,0.52329
228,228,1999,Direct migration background,Lower Secondary Level,Almost impossible,0.54776,92,2327,0.45908,0.65562
229,229,1999,Direct migration background,Upper Secondary Level,Difficult,0.59698,83,2327,0.48227,0.70168
230,230,1999,Direct migration background,Upper Secondary Level,Almost impossible,0.40302,61,2327,0.32891,0.49729
231,231,1999,Indirect migration background,Pre-primary Level,Difficult,1.0,39,2327,0.82848,1.18106
232,232,1999,Indirect migration background,Lower Secondary Level,Difficult,1.0,35,2327,0.77161,1.32015
233,233,2000,No migration background,Pre-primary Level,Easy,0.18825,51,4358,0.16689,0.21304
234,234,2000,No migration background,Pre-primary Level,Difficult,0.63233,180,4358,0.58487,0.6881
235,235,2000,No migration background,Pre-primary Level,Almost impossible,0.17942,61,4358,0.1606,0.19907
236,236,2000,No migration background,Lower Secondary Level,Easy,0.13349,64,4358,0.11405,0.15971
237,237,2000,No migration background,Lower Secondary Level,Difficult,0.43596,238,4358,0.41102,0.4663
238,238,2000,No migration background,Lower Secondary Level,Almost impossible,0.43055,228,4358,0.4061,0.45833
239,239,2000,No migration background,Upper Secondary Level,Easy,0.15622,314,4358,0.14669,0.16712
240,240,2000,No migration background,Upper Secondary Level,Difficult,0.51289,1088,4358,0.49548,0.5295
241,241,2000,No migration background,Upper Secondary Level,Almost impossible,0.33088,670,4358,0.31578,0.34444
242,242,2000,No migration background,Post-secondary Non-tertiary Level,Easy,0.46609,46,4358,0.40015,0.54425
243,243,2000,No migration background,Post-secondary Non-tertiary Level,Difficult,0.53391,66,4358,0.47741,0.58376
244,244,2000,No migration background,First Stage of Tertiary Education,Easy,0.22909,47,4358,0.18692,0.27242
245,245,2000,No migration background,First Stage of Tertiary Education,Difficult,0.49843,95,4358,0.43888,0.55843
246,246,2000,No migration background,First Stage of Tertiary Education,Almost impossible,0.27248,53,4358,0.23598,0.30987
247,247,2000,No migration background,Second Stage of Tertiary Education,Easy,0.15724,47,4358,0.13702,0.17936
248,248,2000,No migration background,Second Stage of Tertiary Education,Difficult,0.5194,158,4358,0.46824,0.56265
249,249,2000,No migration background,Second Stage of Tertiary Education,Almost impossible,0.32336,98,4358,0.29024,0.36151
250,250,2000,Direct migration background,Primary Level,Difficult,0.36618,33,4358,0.31604,0.43116
251,251,2000,Direct migration background,Primary Level,Almost impossible,0.63382,70,4358,0.54434,0.72251
252,252,2000,Direct migration background,Lower Secondary Level,Difficult,0.4586,114,4358,0.39965,0.52295
253,253,2000,Direct migration background,Lower Secondary Level,Almost impossible,0.5414,138,4358,0.47778,0.6063
254,254,2000,Direct migration background,Upper Secondary Level,Difficult,0.58626,149,4358,0.52594,0.66132
255,255,2000,Direct migration background,Upper Secondary Level,Almost impossible,0.41374,108,4358,0.36566,0.4517
256,256,2000,Direct migration background,Post-secondary Non-tertiary Level,Difficult,1.0,40,4358,0.7975,1.19929
257,257,2000,Direct migration background,Second Stage of Tertiary Education,Difficult,1.0,49,4358,0.85489,1.15188
258,258,2000,Indirect migration background,Pre-primary Level,Difficult,1.0,33,4358,0.72402,1.36203
259,259,2000,Indirect migration background,Lower Secondary Level,Difficult,1.0,60,4358,0.84916,1.194
260,260,2000,Indirect migration background,Upper Secondary Level,Difficult,1.0,60,4358,0.83147,1.20735
261,261,2001,No migration background,Pre-primary Level,Easy,0.23806,81,3750,0.22016,0.25797
262,262,2001,No migration background,Pre-primary Level,Difficult,0.54504,179,3750,0.49927,0.59732
263,263,2001,No migration background,Pre-primary Level,Almost impossible,0.2169,70,3750,0.18884,0.24081
264,264,2001,No migration background,Lower Secondary Level,Easy,0.10967,46,3750,0.09226,0.13332
265,265,2001,No migration background,Lower Secondary Level,Difficult,0.5137,232,3750,0.47127,0.56043
266,266,2001,No migration background,Lower Secondary Level,Almost impossible,0.37664,151,3750,0.34313,0.40842
267,267,2001,No migration background,Upper Secondary Level,Easy,0.1637,282,3750,0.15204,0.17486
268,268,2001,No migration background,Upper Secondary Level,Difficult,0.49377,892,3750,0.47114,0.51368
269,269,2001,No migration background,Upper Secondary Level,Almost impossible,0.34254,590,3750,0.32895,0.35892
270,270,2001,No migration background,Post-secondary Non-tertiary Level,Easy,0.31948,44,3750,0.26731,0.38322
271,271,2001,No migration background,Post-secondary Non-tertiary Level,Difficult,0.48107,71,3750,0.42137,0.54295
272,272,2001,No migration background,Post-secondary Non-tertiary Level,Almost impossible,0.19945,32,3750,0.17372,0.22951
273,273,2001,No migration background,First Stage of Tertiary Education,Easy,0.2311,39,3750,0.18578,0.28328
274,274,2001,No migration background,First Stage of Tertiary Education,Difficult,0.48754,83,3750,0.42323,0.58457
275,275,2001,No migration background,First Stage of Tertiary Education,Almost impossible,0.28136,42,3750,0.23662,0.32722
276,276,2001,No migration background,Second Stage of Tertiary Education,Easy,0.16574,44,3750,0.13952,0.1915
277,277,2001,No migration background,Second Stage of Tertiary Education,Difficult,0.54128,130,3750,0.47898,0.60166
278,278,2001,No migration background,Second Stage of Tertiary Education,Almost impossible,0.29298,73,3750,0.26126,0.32808
279,279,2001,Direct migration background,Primary Level,Almost impossible,1.0,44,3750,0.82628,1.2295
280,280,2001,Direct migration background,Lower Secondary Level,Difficult,0.49117,99,3750,0.42909,0.55038
281,281,2001,Direct migration background,Lower Secondary Level,Almost impossible,0.50883,109,3750,0.43438,0.59826
282,282,2001,Direct migration background,Upper Secondary Level,Easy,0.16441,31,3750,0.12375,0.20754
283,283,2001,Direct migration background,Upper Secondary Level,Difficult,0.51963,114,3750,0.45917,0.60642
284,284,2001,Direct migration background,Upper Secondary Level,Almost impossible,0.31595,86,3750,0.2694,0.3708
