,Unnamed: 0,year,pgisced97,sex,plb0419_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
32,32,1988,Upper Secondary Level,female,Almost impossible,0.32013,207,2138,0.30084,0.33975
33,33,1988,First Stage of Tertiary Education,female,Difficult,1.0,44,2138,0.88872,1.10813
34,34,1989,Pre-primary Level,male,Difficult,1.0,48,1890,0.85165,1.16454
35,35,1989,Pre-primary Level,female,Difficult,1.0,41,1890,0.8552,1.13933
36,36,1989,Primary Level,female,Difficult,0.38781,74,1890,0.29361,0.49509
37,37,1989,Primary Level,female,Almost impossible,0.61219,119,1890,0.51866,0.72205
38,38,1989,Lower Secondary Level,male,Difficult,0.6311,74,1890,0.52774,0.75036
39,39,1989,Lower Secondary Level,male,Almost impossible,0.3689,39,1890,0.26942,0.48041
40,40,1989,Lower Secondary Level,female,Easy,0.10373,68,1890,0.09079,0.11835
41,41,1989,Lower Secondary Level,female,Difficult,0.40268,253,1890,0.37054,0.43253
42,42,1989,Lower Secondary Level,female,Almost impossible,0.49359,228,1890,0.45986,0.52271
43,43,1989,Upper Secondary Level,male,Easy,0.26119,71,1890,0.22667,0.30075
44,44,1989,Upper Secondary Level,male,Difficult,0.50486,131,1890,0.45509,0.55646
45,45,1989,Upper Secondary Level,male,Almost impossible,0.23395,61,1890,0.20368,0.25923
46,46,1989,Upper Secondary Level,female,Easy,0.14665,99,1890,0.13165,0.16238
47,47,1989,Upper Secondary Level,female,Difficult,0.56803,368,1890,0.53799,0.59183
48,48,1989,Upper Secondary Level,female,Almost impossible,0.28532,182,1890,0.26706,0.30457
49,49,1989,First Stage of Tertiary Education,female,Difficult,1.0,34,1890,0.8464,1.14773
50,50,1990,Pre-primary Level,male,Difficult,1.0,52,2046,0.83601,1.19206
51,51,1990,Pre-primary Level,female,Difficult,1.0,42,2046,0.83441,1.22408
52,52,1990,Primary Level,female,Difficult,0.485,78,2046,0.37644,0.57224
53,53,1990,Primary Level,female,Almost impossible,0.515,95,2046,0.42592,0.61503
54,54,1990,Lower Secondary Level,male,Difficult,0.63056,74,2046,0.51055,0.74849
55,55,1990,Lower Secondary Level,male,Almost impossible,0.36944,37,2046,0.26106,0.47793
56,56,1990,Lower Secondary Level,female,Easy,0.09763,71,2046,0.08348,0.11384
57,57,1990,Lower Secondary Level,female,Difficult,0.45753,268,2046,0.41784,0.49111
58,58,1990,Lower Secondary Level,female,Almost impossible,0.44484,213,2046,0.40645,0.48567
59,59,1990,Upper Secondary Level,male,Easy,0.31555,89,2046,0.27754,0.34938
60,60,1990,Upper Secondary Level,male,Difficult,0.41848,128,2046,0.37997,0.46695
61,61,1990,Upper Secondary Level,male,Almost impossible,0.26597,80,2046,0.22761,0.29727
62,62,1990,Upper Secondary Level,female,Easy,0.18499,137,2046,0.16759,0.20789
63,63,1990,Upper Secondary Level,female,Difficult,0.52346,410,2046,0.49348,0.55273
64,64,1990,Upper Secondary Level,female,Almost impossible,0.29154,205,2046,0.27199,0.31436
65,65,1990,Second Stage of Tertiary Education,female,Difficult,1.0,67,2046,0.82938,1.1709
66,66,1991,Pre-primary Level,female,Difficult,1.0,39,2139,0.82953,1.18587
67,67,1991,Primary Level,female,Difficult,0.39981,76,2139,0.32673,0.48159
68,68,1991,Primary Level,female,Almost impossible,0.60019,96,2139,0.49702,0.70134
69,69,1991,Lower Secondary Level,male,Difficult,0.5908,73,2139,0.49511,0.6997
70,70,1991,Lower Secondary Level,male,Almost impossible,0.4092,50,2139,0.32165,0.54004
71,71,1991,Lower Secondary Level,female,Easy,0.13642,79,2139,0.11557,0.15391
72,72,1991,Lower Secondary Level,female,Difficult,0.44183,252,2139,0.40655,0.48889
73,73,1991,Lower Secondary Level,female,Almost impossible,0.42174,205,2139,0.39003,0.4615
74,74,1991,Upper Secondary Level,male,Easy,0.25045,92,2139,0.22342,0.28273
75,75,1991,Upper Secondary Level,male,Difficult,0.49682,183,2139,0.44631,0.55114
76,76,1991,Upper Secondary Level,male,Almost impossible,0.25273,84,2139,0.2229,0.28114
77,77,1991,Upper Secondary Level,female,Easy,0.18069,152,2139,0.16428,0.2005
78,78,1991,Upper Secondary Level,female,Difficult,0.5306,451,2139,0.50024,0.55291
79,79,1991,Upper Secondary Level,female,Almost impossible,0.28871,238,2139,0.27022,0.30725
80,80,1991,Second Stage of Tertiary Education,female,Difficult,1.0,69,2139,0.8531,1.15741
81,81,1992,Pre-primary Level,male,Difficult,1.0,33,2321,0.80771,1.21476
82,82,1992,Pre-primary Level,female,Difficult,1.0,35,2321,0.77759,1.26581
83,83,1992,Primary Level,female,Difficult,0.52748,87,2321,0.44066,0.62979
84,84,1992,Primary Level,female,Almost impossible,0.47252,81,2321,0.38625,0.5769
85,85,1992,Lower Secondary Level,male,Easy,0.25226,40,2321,0.20688,0.29576
86,86,1992,Lower Secondary Level,male,Difficult,0.48237,90,2321,0.41008,0.57202
87,87,1992,Lower Secondary Level,male,Almost impossible,0.26537,36,2321,0.19819,0.34822
88,88,1992,Lower Secondary Level,female,Easy,0.17784,95,2321,0.15775,0.20361
89,89,1992,Lower Secondary Level,female,Difficult,0.43464,227,2321,0.40737,0.47921
90,90,1992,Lower Secondary Level,female,Almost impossible,0.38752,189,2321,0.34955,0.41948
91,91,1992,Upper Secondary Level,male,Easy,0.25446,82,2321,0.22278,0.28672
92,92,1992,Upper Secondary Level,male,Difficult,0.4665,175,2321,0.40848,0.52283
93,93,1992,Upper Secondary Level,male,Almost impossible,0.27905,91,2321,0.24337,0.32127
94,94,1992,Upper Secondary Level,female,Easy,0.18486,165,2321,0.16462,0.20476
95,95,1992,Upper Secondary Level,female,Difficult,0.55117,503,2321,0.5254,0.5763
96,96,1992,Upper Secondary Level,female,Almost impossible,0.26397,247,2321,0.24219,0.28387
97,97,1992,Second Stage of Tertiary Education,male,Difficult,1.0,35,2321,0.79016,1.21796
98,98,1992,Second Stage of Tertiary Education,female,Difficult,0.64462,73,2321,0.55327,0.76538
99,99,1992,Second Stage of Tertiary Education,female,Almost impossible,0.35538,37,2321,0.30185,0.42631
100,100,1993,Pre-primary Level,male,Difficult,1.0,40,2516,0.80584,1.20701
101,101,1993,Pre-primary Level,female,Difficult,1.0,53,2516,0.83402,1.2214
102,102,1993,Primary Level,female,Difficult,0.34159,57,2516,0.2765,0.41817
103,103,1993,Primary Level,female,Almost impossible,0.65841,118,2516,0.55363,0.80091
104,104,1993,Lower Secondary Level,male,Easy,0.2591,33,2516,0.20969,0.31176
105,105,1993,Lower Secondary Level,male,Difficult,0.43429,96,2516,0.36013,0.49814
106,106,1993,Lower Secondary Level,male,Almost impossible,0.30661,51,2516,0.24804,0.38905
107,107,1993,Lower Secondary Level,female,Easy,0.09841,57,2516,0.08393,0.11234
108,108,1993,Lower Secondary Level,female,Difficult,0.4436,228,2516,0.39579,0.49101
109,109,1993,Lower Secondary Level,female,Almost impossible,0.45799,198,2516,0.42258,0.49129
110,110,1993,Upper Secondary Level,male,Easy,0.20499,84,2516,0.17518,0.23345
111,111,1993,Upper Secondary Level,male,Difficult,0.49228,205,2516,0.44066,0.54448
112,112,1993,Upper Secondary Level,male,Almost impossible,0.30273,131,2516,0.26792,0.33764
113,113,1993,Upper Secondary Level,female,Easy,0.16121,141,2516,0.14608,0.17887
114,114,1993,Upper Secondary Level,female,Difficult,0.53966,534,2516,0.51444,0.57546
115,115,1993,Upper Secondary Level,female,Almost impossible,0.29913,291,2516,0.28005,0.32341
116,116,1993,Second Stage of Tertiary Education,male,Difficult,0.56977,44,2516,0.43851,0.70618
117,117,1993,Second Stage of Tertiary Education,male,Almost impossible,0.43023,42,2516,0.37745,0.48975
118,118,1993,Second Stage of Tertiary Education,female,Difficult,0.67047,78,2516,0.58043,0.78324
119,119,1993,Second Stage of Tertiary Education,female,Almost impossible,0.32953,35,2516,0.27861,0.38832
120,120,1994,Pre-primary Level,male,Difficult,1.0,63,2538,0.81906,1.1749
121,121,1994,Pre-primary Level,female,Difficult,1.0,70,2538,0.85976,1.12844
122,122,1994,Primary Level,female,Difficult,0.4444,54,2538,0.35354,0.54447
123,123,1994,Primary Level,female,Almost impossible,0.5556,99,2538,0.44919,0.6619
124,124,1994,Lower Secondary Level,male,Difficult,0.70095,107,2538,0.58161,0.81888
125,125,1994,Lower Secondary Level,male,Almost impossible,0.29905,45,2538,0.23613,0.37981
126,126,1994,Lower Secondary Level,female,Easy,0.08884,44,2538,0.07057,0.10623
127,127,1994,Lower Secondary Level,female,Difficult,0.41309,228,2538,0.37635,0.44872
128,128,1994,Lower Secondary Level,female,Almost impossible,0.49806,210,2538,0.45597,0.54234
129,129,1994,Upper Secondary Level,male,Easy,0.16298,67,2538,0.13776,0.18274
130,130,1994,Upper Secondary Level,male,Difficult,0.49815,213,2538,0.44731,0.54867
131,131,1994,Upper Secondary Level,male,Almost impossible,0.33887,139,2538,0.30051,0.37818
132,132,1994,Upper Secondary Level,female,Easy,0.13321,139,2538,0.11552,0.1487
133,133,1994,Upper Secondary Level,female,Difficult,0.51453,537,2538,0.48505,0.54759
134,134,1994,Upper Secondary Level,female,Almost impossible,0.35226,323,2538,0.32657,0.37678
135,135,1994,Post-secondary Non-tertiary Level,male,Difficult,1.0,31,2538,0.77168,1.26669
136,136,1994,Second Stage of Tertiary Education,male,Difficult,0.5173,32,2538,0.39347,0.68476
137,137,1994,Second Stage of Tertiary Education,male,Almost impossible,0.4827,33,2538,0.36363,0.64513
138,138,1994,Second Stage of Tertiary Education,female,Difficult,0.64677,68,2538,0.5325,0.78103
139,139,1994,Second Stage of Tertiary Education,female,Almost impossible,0.35323,36,2538,0.27522,0.42178
140,140,1995,Pre-primary Level,male,Difficult,1.0,74,2586,0.84506,1.159
141,141,1995,Pre-primary Level,female,Difficult,1.0,81,2586,0.84708,1.12359
142,142,1995,Primary Level,female,Difficult,0.35726,47,2586,0.28171,0.46213
143,143,1995,Primary Level,female,Almost impossible,0.64274,105,2586,0.52241,0.77907
144,144,1995,Lower Secondary Level,male,Difficult,0.61515,93,2586,0.5173,0.72898
145,145,1995,Lower Secondary Level,male,Almost impossible,0.38485,50,2586,0.2944,0.4915
146,146,1995,Lower Secondary Level,female,Easy,0.10594,51,2586,0.08497,0.12849
147,147,1995,Lower Secondary Level,female,Difficult,0.41029,234,2586,0.36226,0.4526
148,148,1995,Lower Secondary Level,female,Almost impossible,0.48376,215,2586,0.43579,0.5344
149,149,1995,Upper Secondary Level,male,Easy,0.16939,70,2586,0.13124,0.21379
150,150,1995,Upper Secondary Level,male,Difficult,0.54122,258,2586,0.49957,0.58978
151,151,1995,Upper Secondary Level,male,Almost impossible,0.28939,115,2586,0.25784,0.32924
152,152,1995,Upper Secondary Level,female,Easy,0.12032,139,2586,0.1093,0.13425
153,153,1995,Upper Secondary Level,female,Difficult,0.56523,562,2586,0.53742,0.60486
154,154,1995,Upper Secondary Level,female,Almost impossible,0.31445,290,2586,0.29281,0.34239
155,155,1995,Post-secondary Non-tertiary Level,female,Difficult,1.0,43,2586,0.7836,1.19099
156,156,1995,Second Stage of Tertiary Education,male,Difficult,1.0,39,2586,0.82126,1.22621
157,157,1995,Second Stage of Tertiary Education,female,Difficult,0.65354,77,2586,0.55764,0.7651
158,158,1995,Second Stage of Tertiary Education,female,Almost impossible,0.34646,43,2586,0.275,0.43148
159,159,1996,Pre-primary Level,male,Difficult,0.73921,75,2579,0.64415,0.84585
160,160,1996,Pre-primary Level,male,Almost impossible,0.26079,35,2579,0.20208,0.3213
161,161,1996,Pre-primary Level,female,Difficult,1.0,88,2579,0.86412,1.15001
162,162,1996,Primary Level,female,Difficult,0.46411,55,2579,0.32658,0.6293
163,163,1996,Primary Level,female,Almost impossible,0.53589,77,2579,0.46357,0.62126
164,164,1996,Lower Secondary Level,male,Difficult,0.66101,97,2579,0.55685,0.78272
165,165,1996,Lower Secondary Level,male,Almost impossible,0.33899,55,2579,0.2544,0.43879
166,166,1996,Lower Secondary Level,female,Easy,0.11491,53,2579,0.09454,0.1368
167,167,1996,Lower Secondary Level,female,Difficult,0.4299,219,2579,0.3816,0.47808
168,168,1996,Lower Secondary Level,female,Almost impossible,0.45519,201,2579,0.41488,0.50272
169,169,1996,Upper Secondary Level,male,Easy,0.1548,63,2579,0.12449,0.19477
170,170,1996,Upper Secondary Level,male,Difficult,0.52346,254,2579,0.47575,0.57042
171,171,1996,Upper Secondary Level,male,Almost impossible,0.32174,119,2579,0.27563,0.37096
172,172,1996,Upper Secondary Level,female,Easy,0.13121,135,2579,0.11318,0.15338
173,173,1996,Upper Secondary Level,female,Difficult,0.54535,549,2579,0.50984,0.57777
174,174,1996,Upper Secondary Level,female,Almost impossible,0.32344,302,2579,0.29805,0.34648
175,175,1996,Post-secondary Non-tertiary Level,female,Difficult,1.0,40,2579,0.74023,1.32134
176,176,1996,Second Stage of Tertiary Education,male,Difficult,1.0,47,2579,0.77899,1.25204
177,177,1996,Second Stage of Tertiary Education,female,Difficult,0.63714,73,2579,0.53926,0.74498
178,178,1996,Second Stage of Tertiary Education,female,Almost impossible,0.36286,42,2579,0.29322,0.4366
179,179,1997,Pre-primary Level,male,Difficult,0.6608,89,2624,0.55266,0.78302
180,180,1997,Pre-primary Level,male,Almost impossible,0.3392,37,2624,0.26606,0.41321
181,181,1997,Pre-primary Level,female,Difficult,0.74099,89,2624,0.64643,0.84725
182,182,1997,Pre-primary Level,female,Almost impossible,0.25901,32,2624,0.21915,0.30043
183,183,1997,Primary Level,female,Difficult,0.40817,40,2624,0.28799,0.53352
184,184,1997,Primary Level,female,Almost impossible,0.59183,84,2624,0.48865,0.6983
185,185,1997,Lower Secondary Level,male,Difficult,0.5864,104,2624,0.49228,0.69064
186,186,1997,Lower Secondary Level,male,Almost impossible,0.4136,70,2624,0.32862,0.51658
187,187,1997,Lower Secondary Level,female,Easy,0.09242,40,2624,0.07604,0.11456
188,188,1997,Lower Secondary Level,female,Difficult,0.48464,219,2624,0.43087,0.53517
189,189,1997,Lower Secondary Level,female,Almost impossible,0.42294,178,2624,0.37769,0.46908
190,190,1997,Upper Secondary Level,male,Easy,0.09316,46,2624,0.0724,0.11048
191,191,1997,Upper Secondary Level,male,Difficult,0.58386,274,2624,0.5215,0.64601
192,192,1997,Upper Secondary Level,male,Almost impossible,0.32298,131,2624,0.28086,0.36541
193,193,1997,Upper Secondary Level,female,Easy,0.13171,123,2624,0.11437,0.15103
194,194,1997,Upper Secondary Level,female,Difficult,0.53686,538,2624,0.50025,0.57774
195,195,1997,Upper Secondary Level,female,Almost impossible,0.33143,298,2624,0.30076,0.36228
196,196,1997,Post-secondary Non-tertiary Level,male,Difficult,1.0,32,2624,0.78444,1.24276
197,197,1997,Post-secondary Non-tertiary Level,female,Difficult,1.0,39,2624,0.75909,1.2294
198,198,1997,Second Stage of Tertiary Education,male,Almost impossible,1.0,40,2624,0.79107,1.29796
199,199,1997,Second Stage of Tertiary Education,female,Difficult,0.56122,76,2624,0.46806,0.66057
200,200,1997,Second Stage of Tertiary Education,female,Almost impossible,0.43878,45,2624,0.35257,0.56629
201,201,1998,Pre-primary Level,male,Difficult,0.75275,93,2689,0.64005,0.8859
202,202,1998,Pre-primary Level,male,Almost impossible,0.24725,31,2689,0.19808,0.2963
203,203,1998,Pre-primary Level,female,Difficult,1.0,101,2689,0.90443,1.12068
204,204,1998,Primary Level,female,Difficult,0.47474,37,2689,0.33992,0.67267
205,205,1998,Primary Level,female,Almost impossible,0.52526,70,2689,0.44353,0.60204
206,206,1998,Lower Secondary Level,male,Difficult,0.65478,114,2689,0.5543,0.73609
207,207,1998,Lower Secondary Level,male,Almost impossible,0.34522,61,2689,0.25837,0.42401
208,208,1998,Lower Secondary Level,female,Easy,0.09664,49,2689,0.07601,0.11538
209,209,1998,Lower Secondary Level,female,Difficult,0.4772,230,2689,0.43314,0.52396
210,210,1998,Lower Secondary Level,female,Almost impossible,0.42617,190,2689,0.38069,0.47301
211,211,1998,Upper Secondary Level,male,Easy,0.11085,55,2689,0.08922,0.13559
212,212,1998,Upper Secondary Level,male,Difficult,0.5805,276,2689,0.5295,0.62226
213,213,1998,Upper Secondary Level,male,Almost impossible,0.30865,135,2689,0.27741,0.34299
214,214,1998,Upper Secondary Level,female,Easy,0.12566,124,2689,0.10923,0.14477
215,215,1998,Upper Secondary Level,female,Difficult,0.56332,561,2689,0.52846,0.60238
216,216,1998,Upper Secondary Level,female,Almost impossible,0.31102,313,2689,0.2877,0.33665
217,217,1998,Post-secondary Non-tertiary Level,female,Difficult,1.0,41,2689,0.85544,1.1986
218,218,1998,Second Stage of Tertiary Education,male,Difficult,0.55409,41,2689,0.41232,0.74953
219,219,1998,Second Stage of Tertiary Education,male,Almost impossible,0.44591,34,2689,0.32907,0.59106
220,220,1998,Second Stage of Tertiary Education,female,Difficult,0.63986,80,2689,0.54468,0.73569
221,221,1998,Second Stage of Tertiary Education,female,Almost impossible,0.36014,53,2689,0.293,0.42137
222,222,1999,Pre-primary Level,male,Difficult,1.0,91,2410,0.89474,1.11282
223,223,1999,Pre-primary Level,female,Difficult,1.0,101,2410,0.86182,1.14013
224,224,1999,Primary Level,female,Difficult,0.46885,39,2410,0.37761,0.56322
225,225,1999,Primary Level,female,Almost impossible,0.53115,60,2410,0.44883,0.6199
226,226,1999,Lower Secondary Level,male,Difficult,0.5681,83,2410,0.48213,0.66544
227,227,1999,Lower Secondary Level,male,Almost impossible,0.4319,54,2410,0.36268,0.51052
228,228,1999,Lower Secondary Level,female,Easy,0.10358,44,2410,0.08005,0.12747
229,229,1999,Lower Secondary Level,female,Difficult,0.4804,208,2410,0.4393,0.54088
230,230,1999,Lower Secondary Level,female,Almost impossible,0.41602,176,2410,0.36501,0.45833
231,231,1999,Upper Secondary Level,male,Easy,0.1784,63,2410,0.14648,0.21057
232,232,1999,Upper Secondary Level,male,Difficult,0.47348,225,2410,0.42744,0.52346
233,233,1999,Upper Secondary Level,male,Almost impossible,0.34812,136,2410,0.30663,0.38911
234,234,1999,Upper Secondary Level,female,Easy,0.12926,120,2410,0.111,0.14948
235,235,1999,Upper Secondary Level,female,Difficult,0.51945,483,2410,0.48543,0.55061
236,236,1999,Upper Secondary Level,female,Almost impossible,0.3513,295,2410,0.31835,0.37947
237,237,1999,Post-secondary Non-tertiary Level,female,Difficult,1.0,52,2410,0.81823,1.21016
238,238,1999,First Stage of Tertiary Education,female,Difficult,1.0,31,2410,0.8078,1.19947
239,239,1999,Second Stage of Tertiary Education,male,Difficult,1.0,32,2410,0.70199,1.35837
240,240,1999,Second Stage of Tertiary Education,female,Difficult,0.6456,78,2410,0.55121,0.73936
241,241,1999,Second Stage of Tertiary Education,female,Almost impossible,0.3544,39,2410,0.26426,0.4367
242,242,2000,Pre-primary Level,male,Easy,0.16964,32,4594,0.15074,0.18977
243,243,2000,Pre-primary Level,male,Difficult,0.62007,114,4594,0.55179,0.67874
244,244,2000,Pre-primary Level,male,Almost impossible,0.21029,40,4594,0.18439,0.25302
245,245,2000,Pre-primary Level,female,Easy,0.15743,31,4594,0.13606,0.18498
246,246,2000,Pre-primary Level,female,Difficult,0.59062,122,4594,0.5367,0.66234
247,247,2000,Pre-primary Level,female,Almost impossible,0.25195,63,4594,0.21823,0.28186
248,248,2000,Primary Level,female,Difficult,0.45522,42,4594,0.39653,0.51566
249,249,2000,Primary Level,female,Almost impossible,0.54478,62,4594,0.46923,0.61862
250,250,2000,Lower Secondary Level,male,Easy,0.15668,32,4594,0.13,0.18115
251,251,2000,Lower Secondary Level,male,Difficult,0.58785,120,4594,0.53252,0.65946
252,252,2000,Lower Secondary Level,male,Almost impossible,0.25547,59,4594,0.22103,0.28716
253,253,2000,Lower Secondary Level,female,Easy,0.11396,67,4594,0.09647,0.13234
254,254,2000,Lower Secondary Level,female,Difficult,0.40786,292,4594,0.38406,0.43686
255,255,2000,Lower Secondary Level,female,Almost impossible,0.47818,328,4594,0.44988,0.50801
256,256,2000,Upper Secondary Level,male,Easy,0.16268,116,4594,0.1457,0.17781
257,257,2000,Upper Secondary Level,male,Difficult,0.52766,419,4594,0.49698,0.56024
258,258,2000,Upper Secondary Level,male,Almost impossible,0.30966,230,4594,0.28839,0.32892
259,259,2000,Upper Secondary Level,female,Easy,0.15155,248,4594,0.14015,0.16305
260,260,2000,Upper Secondary Level,female,Difficult,0.51227,878,4594,0.49219,0.53015
261,261,2000,Upper Secondary Level,female,Almost impossible,0.33618,561,4594,0.32521,0.3506
262,262,2000,Post-secondary Non-tertiary Level,male,Difficult,1.0,34,4594,0.81631,1.19758
263,263,2000,Post-secondary Non-tertiary Level,female,Easy,0.25684,37,4594,0.21676,0.30613
264,264,2000,Post-secondary Non-tertiary Level,female,Difficult,0.54038,82,4594,0.47642,0.60823
265,265,2000,Post-secondary Non-tertiary Level,female,Almost impossible,0.20278,34,4594,0.17672,0.22777
266,266,2000,First Stage of Tertiary Education,female,Easy,0.29216,54,4594,0.25467,0.33092
267,267,2000,First Stage of Tertiary Education,female,Difficult,0.52773,87,4594,0.45146,0.60303
268,268,2000,First Stage of Tertiary Education,female,Almost impossible,0.18011,33,4594,0.15001,0.21977
269,269,2000,Second Stage of Tertiary Education,male,Difficult,0.55944,61,4594,0.47044,0.66911
270,270,2000,Second Stage of Tertiary Education,male,Almost impossible,0.44056,46,4594,0.3727,0.51629
271,271,2000,Second Stage of Tertiary Education,female,Easy,0.14163,40,4594,0.1196,0.15872
272,272,2000,Second Stage of Tertiary Education,female,Difficult,0.54146,147,4594,0.49151,0.5897
273,273,2000,Second Stage of Tertiary Education,female,Almost impossible,0.31691,83,4594,0.28642,0.35775
274,274,2001,Pre-primary Level,male,Easy,0.2216,45,3901,0.19116,0.24971
275,275,2001,Pre-primary Level,male,Difficult,0.54709,107,3901,0.48911,0.61404
276,276,2001,Pre-primary Level,male,Almost impossible,0.23131,46,3901,0.1982,0.26786
277,277,2001,Pre-primary Level,female,Easy,0.25499,55,3901,0.22841,0.28446
278,278,2001,Pre-primary Level,female,Difficult,0.47169,108,3901,0.43228,0.51479
279,279,2001,Pre-primary Level,female,Almost impossible,0.27332,58,3901,0.23546,0.31779
280,280,2001,Primary Level,female,Almost impossible,1.0,52,3901,0.78071,1.2417
281,281,2001,Lower Secondary Level,male,Difficult,0.67974,105,3901,0.59218,0.76456
282,282,2001,Lower Secondary Level,male,Almost impossible,0.32026,52,3901,0.2666,0.37614
283,283,2001,Lower Secondary Level,female,Easy,0.10273,52,3901,0.08275,0.12686
284,284,2001,Lower Secondary Level,female,Difficult,0.47829,274,3901,0.44586,0.51107
285,285,2001,Lower Secondary Level,female,Almost impossible,0.41898,221,3901,0.383,0.45516
286,286,2001,Upper Secondary Level,male,Easy,0.16442,103,3901,0.1461,0.18375
287,287,2001,Upper Secondary Level,male,Difficult,0.52383,340,3901,0.48284,0.56876
288,288,2001,Upper Secondary Level,male,Almost impossible,0.31174,217,3901,0.28805,0.33623
289,289,2001,Upper Secondary Level,female,Easy,0.16785,233,3901,0.155,0.18361
290,290,2001,Upper Secondary Level,female,Difficult,0.48968,719,3901,0.4671,0.51517
291,291,2001,Upper Secondary Level,female,Almost impossible,0.34247,471,3901,0.32074,0.36112
292,292,2001,Post-secondary Non-tertiary Level,male,Difficult,1.0,37,3901,0.80986,1.231
293,293,2001,Post-secondary Non-tertiary Level,female,Easy,0.27606,40,3901,0.21851,0.35815
294,294,2001,Post-secondary Non-tertiary Level,female,Difficult,0.46971,74,3901,0.41437,0.51911
295,295,2001,Post-secondary Non-tertiary Level,female,Almost impossible,0.25424,40,3901,0.21149,0.29514
296,296,2001,First Stage of Tertiary Education,female,Easy,0.33622,39,3901,0.27377,0.40207
297,297,2001,First Stage of Tertiary Education,female,Difficult,0.66378,80,3901,0.55964,0.79819
298,298,2001,Second Stage of Tertiary Education,male,Difficult,0.47349,40,3901,0.37955,0.57834
299,299,2001,Second Stage of Tertiary Education,male,Almost impossible,0.52651,43,3901,0.42931,0.63281
300,300,2001,Second Stage of Tertiary Education,female,Easy,0.19088,50,3901,0.1598,0.22064
301,301,2001,Second Stage of Tertiary Education,female,Difficult,0.57076,143,3901,0.5122,0.63797
302,302,2001,Second Stage of Tertiary Education,female,Almost impossible,0.23836,57,3901,0.20331,0.27214
303,303,2002,Pre-primary Level,male,Easy,0.22436,54,4037,0.18046,0.28213
304,304,2002,Pre-primary Level,male,Difficult,0.53162,121,4037,0.47197,0.60064
305,305,2002,Pre-primary Level,male,Almost impossible,0.24402,57,4037,0.19691,0.29879
306,306,2002,Pre-primary Level,female,Easy,0.17864,42,4037,0.14294,0.22965
307,307,2002,Pre-primary Level,female,Difficult,0.56801,140,4037,0.48941,0.66306
308,308,2002,Pre-primary Level,female,Almost impossible,0.25335,56,4037,0.19813,0.31099
309,309,2002,Primary Level,female,Almost impossible,1.0,37,4037,0.73765,1.34877
310,310,2002,Lower Secondary Level,male,Difficult,0.71346,109,4037,0.61993,0.8261
