year,age_gr,migback,plb0419_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,17-29 y.,Direct migration background,Almost impossible,0.11479,70,262,0.07612,0.15346
1995,17-29 y.,Indirect migration background,Easy,0.11953,39,143,0.06617,0.17289
1995,17-29 y.,Indirect migration background,Difficult,0.26151,104,143,0.18923,0.33380
1995,30-45 y.,No migration background,Easy,0.02858,98,639,0.01565,0.04151
1995,30-45 y.,No migration background,Difficult,0.12237,418,639,0.09694,0.14780
1995,30-45 y.,No migration background,Almost impossible,0.03332,123,639,0.01940,0.04725
1995,30-45 y.,Direct migration background,Difficult,0.17180,153,237,0.12367,0.21992
1995,30-45 y.,Direct migration background,Almost impossible,0.08784,84,237,0.05172,0.12395
1995,46-65 y.,No migration background,Difficult,0.08311,243,606,0.06111,0.10511
1995,46-65 y.,No migration background,Almost impossible,0.12672,363,606,0.10021,0.15323
1995,46-65 y.,Direct migration background,Difficult,0.07829,79,271,0.04625,0.11033
1995,46-65 y.,Direct migration background,Almost impossible,0.16736,192,271,0.12283,0.21188
1996,17-29 y.,No migration background,Easy,0.07761,157,742,0.05834,0.09687
1996,17-29 y.,No migration background,Difficult,0.21924,464,742,0.18945,0.24903
1996,17-29 y.,No migration background,Almost impossible,0.05345,121,742,0.03726,0.06965
1996,17-29 y.,Direct migration background,Difficult,0.28105,156,215,0.22082,0.34127
1996,17-29 y.,Direct migration background,Almost impossible,0.10140,59,215,0.06096,0.14185
1996,17-29 y.,Indirect migration background,Easy,0.09866,35,191,0.05625,0.14106
1996,17-29 y.,Indirect migration background,Difficult,0.26029,112,191,0.19789,0.32268
1996,17-29 y.,Indirect migration background,Almost impossible,0.08542,44,191,0.04567,0.12516
1996,30-45 y.,No migration background,Easy,0.03645,125,651,0.02204,0.05086
1996,30-45 y.,No migration background,Difficult,0.10890,398,651,0.08495,0.13285
1996,30-45 y.,No migration background,Almost impossible,0.03289,128,651,0.01918,0.04660
1996,30-45 y.,Direct migration background,Difficult,0.16179,146,209,0.11174,0.21183
1996,30-45 y.,Direct migration background,Almost impossible,0.08324,63,209,0.04570,0.12078
1996,46-65 y.,No migration background,Difficult,0.08543,261,615,0.06332,0.10753
1996,46-65 y.,No migration background,Almost impossible,0.12207,354,615,0.09617,0.14796
1996,46-65 y.,Direct migration background,Difficult,0.08816,74,271,0.05434,0.12198
1996,46-65 y.,Direct migration background,Almost impossible,0.17114,197,271,0.12621,0.21606
1997,17-29 y.,No migration background,Easy,0.06991,133,722,0.05130,0.08852
1997,17-29 y.,No migration background,Difficult,0.22804,468,722,0.19741,0.25866
1997,17-29 y.,No migration background,Almost impossible,0.05842,121,722,0.04130,0.07554
1997,17-29 y.,Direct migration background,Difficult,0.24837,133,192,0.18710,0.30965
1997,17-29 y.,Direct migration background,Almost impossible,0.11252,59,192,0.06770,0.15733
1997,17-29 y.,Indirect migration background,Difficult,0.26050,124,169,0.19413,0.32687
1997,17-29 y.,Indirect migration background,Almost impossible,0.10571,45,169,0.05922,0.15221
1997,30-45 y.,No migration background,Easy,0.02751,100,663,0.01505,0.03997
1997,30-45 y.,No migration background,Difficult,0.13048,439,663,0.10482,0.15614
1997,30-45 y.,No migration background,Almost impossible,0.03180,124,663,0.01844,0.04517
1997,30-45 y.,Direct migration background,Difficult,0.17100,145,222,0.12136,0.22064
1997,30-45 y.,Direct migration background,Almost impossible,0.09889,77,222,0.05953,0.13825
1997,46-65 y.,No migration background,Difficult,0.08274,248,599,0.06066,0.10482
1997,46-65 y.,No migration background,Almost impossible,0.12408,351,599,0.09766,0.15051
1997,46-65 y.,Direct migration background,Difficult,0.06801,71,273,0.03809,0.09793
1997,46-65 y.,Direct migration background,Almost impossible,0.18927,202,273,0.14272,0.23582
1998,17-29 y.,No migration background,Easy,0.05667,131,772,0.04035,0.07299
1998,17-29 y.,No migration background,Difficult,0.23688,516,772,0.20687,0.26689
1998,17-29 y.,No migration background,Almost impossible,0.05503,125,772,0.03893,0.07113
1998,17-29 y.,Direct migration background,Difficult,0.26255,121,171,0.19641,0.32870
1998,17-29 y.,Direct migration background,Almost impossible,0.08666,50,171,0.04436,0.12895
1998,17-29 y.,Indirect migration background,Difficult,0.27333,121,169,0.20594,0.34072
1998,17-29 y.,Indirect migration background,Almost impossible,0.08788,48,169,0.04507,0.13070
1998,30-45 y.,No migration background,Easy,0.02905,120,763,0.01713,0.04098
1998,30-45 y.,No migration background,Difficult,0.12760,509,763,0.10391,0.15129
1998,30-45 y.,No migration background,Almost impossible,0.03150,134,763,0.01910,0.04391
1998,30-45 y.,Direct migration background,Difficult,0.14175,119,196,0.09279,0.19070
1998,30-45 y.,Direct migration background,Almost impossible,0.09970,77,196,0.05765,0.14175
1998,46-65 y.,No migration background,Difficult,0.06988,253,649,0.05025,0.08951
1998,46-65 y.,No migration background,Almost impossible,0.11100,396,649,0.08681,0.13518
1998,46-65 y.,Direct migration background,Difficult,0.09762,75,259,0.06140,0.13384
1998,46-65 y.,Direct migration background,Almost impossible,0.17036,184,259,0.12449,0.21624
1999,17-29 y.,No migration background,Easy,0.07231,134,717,0.05334,0.09128
1999,17-29 y.,No migration background,Difficult,0.22336,477,717,0.19285,0.25387
1999,17-29 y.,No migration background,Almost impossible,0.04620,106,717,0.03083,0.06158
1999,17-29 y.,Direct migration background,Difficult,0.26169,101,138,0.18809,0.33530
1999,17-29 y.,Direct migration background,Almost impossible,0.07266,37,138,0.02919,0.11612
1999,17-29 y.,Indirect migration background,Easy,0.08521,39,186,0.04498,0.12545
1999,17-29 y.,Indirect migration background,Difficult,0.23489,112,186,0.17380,0.29598
1999,17-29 y.,Indirect migration background,Almost impossible,0.08945,35,186,0.04832,0.13057
1999,30-45 y.,No migration background,Easy,0.02485,91,652,0.01289,0.03681
1999,30-45 y.,No migration background,Difficult,0.11072,433,652,0.08662,0.13482
1999,30-45 y.,No migration background,Almost impossible,0.02996,128,652,0.01686,0.04306
1999,30-45 y.,Direct migration background,Difficult,0.14359,116,171,0.09087,0.19630
1999,30-45 y.,Direct migration background,Almost impossible,0.06835,55,171,0.03041,0.10628
1999,46-65 y.,No migration background,Difficult,0.05891,222,579,0.03971,0.07810
1999,46-65 y.,No migration background,Almost impossible,0.10861,357,579,0.08325,0.13398
1999,46-65 y.,Direct migration background,Difficult,0.06481,58,218,0.03205,0.09756
1999,46-65 y.,Direct migration background,Almost impossible,0.16134,160,218,0.11239,0.21028
2000,17-29 y.,No migration background,Easy,0.08887,296,1159,0.07248,0.10526
2000,17-29 y.,No migration background,Difficult,0.18557,675,1159,0.16318,0.20796
2000,17-29 y.,No migration background,Almost impossible,0.04792,188,1159,0.03561,0.06022
2000,17-29 y.,Direct migration background,Difficult,0.22504,144,222,0.16998,0.28010
2000,17-29 y.,Direct migration background,Almost impossible,0.12020,78,222,0.07732,0.16307
2000,17-29 y.,Indirect migration background,Easy,0.08639,55,253,0.05170,0.12108
2000,17-29 y.,Indirect migration background,Difficult,0.24254,146,253,0.18962,0.29546
2000,17-29 y.,Indirect migration background,Almost impossible,0.08490,52,253,0.05048,0.11931
2000,30-45 y.,No migration background,Easy,0.02938,202,1167,0.01968,0.03907
2000,30-45 y.,No migration background,Difficult,0.09905,736,1167,0.08190,0.11619
2000,30-45 y.,No migration background,Almost impossible,0.02903,229,1167,0.01939,0.03867
2000,30-45 y.,Direct migration background,Easy,0.03766,39,335,0.01724,0.05808
2000,30-45 y.,Direct migration background,Difficult,0.14869,190,335,0.11053,0.18684
2000,30-45 y.,Direct migration background,Almost impossible,0.07742,106,335,0.04876,0.10608
2000,46-65 y.,No migration background,Easy,0.01026,66,1179,0.00450,0.01601
2000,46-65 y.,No migration background,Difficult,0.06264,428,1179,0.04880,0.07648
2000,46-65 y.,No migration background,Almost impossible,0.09803,685,1179,0.08105,0.11501
2000,46-65 y.,Direct migration background,Difficult,0.07874,91,301,0.04826,0.10921
2000,46-65 y.,Direct migration background,Almost impossible,0.14473,210,301,0.10492,0.18454
2000,66 and older,No migration background,Almost impossible,0.01357,50,50,-0.01882,0.04596
2001,17-29 y.,No migration background,Easy,0.09182,289,1085,0.07462,0.10901
2001,17-29 y.,No migration background,Difficult,0.18563,628,1085,0.16248,0.20877
2001,17-29 y.,No migration background,Almost impossible,0.04993,168,1085,0.03696,0.06289
2001,17-29 y.,Direct migration background,Easy,0.07884,35,200,0.04140,0.11628
2001,17-29 y.,Direct migration background,Difficult,0.22528,110,200,0.16723,0.28332
2001,17-29 y.,Direct migration background,Almost impossible,0.10351,55,200,0.06119,0.14584
2001,17-29 y.,Indirect migration background,Easy,0.10949,64,223,0.06842,0.15057
2001,17-29 y.,Indirect migration background,Difficult,0.19798,118,223,0.14556,0.25040
2001,17-29 y.,Indirect migration background,Almost impossible,0.06405,41,223,0.03184,0.09626
2001,30-45 y.,No migration background,Easy,0.03350,209,1007,0.02238,0.04462
2001,30-45 y.,No migration background,Difficult,0.09310,612,1007,0.07515,0.11106
2001,30-45 y.,No migration background,Almost impossible,0.02607,186,1007,0.01622,0.03591
2001,30-45 y.,Direct migration background,Easy,0.04099,34,275,0.01752,0.06447
2001,30-45 y.,Direct migration background,Difficult,0.14724,161,275,0.10528,0.18920
2001,30-45 y.,Direct migration background,Almost impossible,0.06790,80,275,0.03811,0.09769
2001,46-65 y.,No migration background,Easy,0.00700,42,995,0.00182,0.01218
2001,46-65 y.,No migration background,Difficult,0.06245,367,995,0.04740,0.07749
2001,46-65 y.,No migration background,Almost impossible,0.09350,586,995,0.07540,0.11160
2001,46-65 y.,Direct migration background,Difficult,0.08116,76,243,0.04675,0.11556
2001,46-65 y.,Direct migration background,Almost impossible,0.14783,167,243,0.10311,0.19254
2001,66 and older,No migration background,Almost impossible,0.01313,42,42,-0.02171,0.04797
2002,17-29 y.,No migration background,Easy,0.09245,317,1215,0.07616,0.10875
2002,17-29 y.,No migration background,Difficult,0.21396,717,1215,0.19089,0.23703
2002,17-29 y.,No migration background,Almost impossible,0.04902,181,1215,0.03688,0.06117
2002,17-29 y.,Direct migration background,Easy,0.07681,32,185,0.03833,0.11528
2002,17-29 y.,Direct migration background,Difficult,0.24845,113,185,0.18601,0.31089
2002,17-29 y.,Direct migration background,Almost impossible,0.08197,40,185,0.04233,0.12161
2002,17-29 y.,Indirect migration background,Easy,0.10905,53,215,0.06729,0.15082
2002,17-29 y.,Indirect migration background,Difficult,0.21008,120,215,0.15550,0.26466
2002,17-29 y.,Indirect migration background,Almost impossible,0.07134,42,215,0.03685,0.10583
2002,30-45 y.,No migration background,Easy,0.02903,183,1032,0.01878,0.03928
2002,30-45 y.,No migration background,Difficult,0.10978,645,1032,0.09070,0.12886
2002,30-45 y.,No migration background,Almost impossible,0.02978,204,1032,0.01941,0.04016
2002,30-45 y.,Direct migration background,Difficult,0.17633,159,230,0.12697,0.22569
2002,30-45 y.,Direct migration background,Almost impossible,0.06622,71,230,0.03401,0.09842
2002,46-65 y.,No migration background,Easy,0.01008,64,1004,0.00390,0.01626
2002,46-65 y.,No migration background,Difficult,0.05775,370,1004,0.04332,0.07219
2002,46-65 y.,No migration background,Almost impossible,0.09558,570,1004,0.07739,0.11378
2002,46-65 y.,Direct migration background,Difficult,0.07493,74,243,0.04176,0.10810
2002,46-65 y.,Direct migration background,Almost impossible,0.15829,169,243,0.11230,0.20428
2002,66 and older,No migration background,Almost impossible,0.01112,42,42,-0.02098,0.04321
2003,17-29 y.,No migration background,Easy,0.06105,214,1107,0.04694,0.07516
2003,17-29 y.,No migration background,Difficult,0.21563,699,1107,0.19139,0.23987
2003,17-29 y.,No migration background,Almost impossible,0.04945,194,1107,0.03667,0.06222
2003,17-29 y.,Direct migration background,Difficult,0.24176,85,85,0.15020,0.33333
2003,17-29 y.,Indirect migration background,Easy,0.06237,37,174,0.02633,0.09840
2003,17-29 y.,Indirect migration background,Difficult,0.18908,102,174,0.13073,0.24743
2003,17-29 y.,Indirect migration background,Almost impossible,0.05836,35,174,0.02343,0.09330
2003,30-45 y.,No migration background,Easy,0.02107,117,837,0.01133,0.03080
2003,30-45 y.,No migration background,Difficult,0.10262,577,837,0.08205,0.12319
2003,30-45 y.,No migration background,Almost impossible,0.02432,143,837,0.01387,0.03476
2003,30-45 y.,Direct migration background,Difficult,0.16175,127,168,0.10590,0.21760
2003,30-45 y.,Direct migration background,Almost impossible,0.04540,41,168,0.01383,0.07698
2003,46-65 y.,No migration background,Difficult,0.04202,259,458,0.02362,0.06041
2003,46-65 y.,No migration background,Almost impossible,0.03430,199,458,0.01762,0.05099
2003,46-65 y.,Direct migration background,Difficult,0.06593,55,92,0.01494,0.11692
2003,46-65 y.,Direct migration background,Almost impossible,0.04242,37,92,0.00101,0.08383
2004,17-29 y.,No migration background,Easy,0.06489,211,1154,0.05067,0.07910
2004,17-29 y.,No migration background,Difficult,0.22280,721,1154,0.19878,0.24682
2004,17-29 y.,No migration background,Almost impossible,0.06184,222,1154,0.04794,0.07574
2004,17-29 y.,Direct migration background,Difficult,0.26540,101,101,0.17886,0.35195
2004,17-29 y.,Indirect migration background,Easy,0.07313,39,212,0.03800,0.10826
2004,17-29 y.,Indirect migration background,Difficult,0.24304,135,212,0.18516,0.30091
2004,17-29 y.,Indirect migration background,Almost impossible,0.05382,38,212,0.02337,0.08427
2004,30-45 y.,No migration background,Easy,0.01716,107,792,0.00811,0.02622
2004,30-45 y.,No migration background,Difficult,0.09941,518,792,0.07856,0.12026
2004,30-45 y.,No migration background,Almost impossible,0.03569,167,792,0.02276,0.04862
2004,30-45 y.,Direct migration background,Difficult,0.16753,139,177,0.11236,0.22270
2004,30-45 y.,Direct migration background,Almost impossible,0.06415,38,177,0.02795,0.10035
2004,46-65 y.,No migration background,Difficult,0.04748,278,479,0.02841,0.06654
2004,46-65 y.,No migration background,Almost impossible,0.03717,201,479,0.02021,0.05413
2004,46-65 y.,Direct migration background,Difficult,0.07332,63,105,0.02322,0.12342
2004,46-65 y.,Direct migration background,Almost impossible,0.04930,42,105,0.00769,0.09091
2005,17-29 y.,No migration background,Easy,0.04781,179,1169,0.03557,0.06005
2005,17-29 y.,No migration background,Difficult,0.24488,748,1169,0.22022,0.26954
2005,17-29 y.,No migration background,Almost impossible,0.07133,242,1169,0.05657,0.08609
2005,17-29 y.,Direct migration background,Difficult,0.31847,98,129,0.23776,0.39918
2005,17-29 y.,Direct migration background,Almost impossible,0.06952,31,129,0.02546,0.11358
2005,17-29 y.,Indirect migration background,Easy,0.07023,46,219,0.03631,0.10415
2005,17-29 y.,Indirect migration background,Difficult,0.24203,138,219,0.18517,0.29889
2005,17-29 y.,Indirect migration background,Almost impossible,0.06860,35,219,0.03505,0.10216
2005,30-45 y.,No migration background,Easy,0.01032,57,741,0.00304,0.01760
2005,30-45 y.,No migration background,Difficult,0.10267,499,741,0.08080,0.12454
2005,30-45 y.,No migration background,Almost impossible,0.03777,185,741,0.02403,0.05150
2005,30-45 y.,Direct migration background,Difficult,0.14517,102,145,0.08763,0.20271
2005,30-45 y.,Direct migration background,Almost impossible,0.05036,43,145,0.01464,0.08608
2005,30-45 y.,Indirect migration background,Difficult,0.13711,33,33,0.01793,0.25628
2005,46-65 y.,No migration background,Difficult,0.04939,258,467,0.02972,0.06907
2005,46-65 y.,No migration background,Almost impossible,0.03530,209,467,0.01854,0.05205
2005,46-65 y.,Direct migration background,Difficult,0.06397,48,93,0.01396,0.11397
2005,46-65 y.,Direct migration background,Almost impossible,0.05474,45,93,0.00826,0.10123
2006,17-29 y.,No migration background,Easy,0.05023,189,1068,0.03712,0.06334
2006,17-29 y.,No migration background,Difficult,0.20379,679,1068,0.17962,0.22796
2006,17-29 y.,No migration background,Almost impossible,0.05863,200,1068,0.04453,0.07272
2006,17-29 y.,Direct migration background,Difficult,0.25656,81,81,0.16086,0.35226
2006,17-29 y.,Indirect migration background,Easy,0.04476,34,189,0.01520,0.07432
2006,17-29 y.,Indirect migration background,Difficult,0.24179,119,189,0.18058,0.30300
