year,age_gr,regtyp,plj0587,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,30-45 y.,Urban regions,Seldom,0.32798,897,3677,0.31280,0.34316
2021,30-45 y.,Urban regions,Never,0.09905,443,3677,0.08940,0.10871
2021,30-45 y.,Rural regions,Very often,0.05439,113,1554,0.04311,0.06567
2021,30-45 y.,Rural regions,Often,0.15260,270,1554,0.13471,0.17048
2021,30-45 y.,Rural regions,Sometimes,0.35665,533,1554,0.33283,0.38047
2021,30-45 y.,Rural regions,Seldom,0.31158,456,1554,0.28854,0.33461
2021,30-45 y.,Rural regions,Never,0.11743,182,1554,0.10141,0.13344
2021,46-65 y.,Urban regions,Very often,0.04725,314,4804,0.04125,0.05325
2021,46-65 y.,Urban regions,Often,0.14658,739,4804,0.13657,0.15658
2021,46-65 y.,Urban regions,Sometimes,0.37059,1704,4804,0.35693,0.38424
2021,46-65 y.,Urban regions,Seldom,0.31660,1447,4804,0.30344,0.32975
2021,46-65 y.,Urban regions,Never,0.11598,600,4804,0.10693,0.12504
2021,46-65 y.,Rural regions,Very often,0.03878,125,2458,0.03115,0.04642
2021,46-65 y.,Rural regions,Often,0.15438,357,2458,0.14009,0.16867
2021,46-65 y.,Rural regions,Sometimes,0.35092,861,2458,0.33204,0.36979
2021,46-65 y.,Rural regions,Seldom,0.35180,826,2458,0.33292,0.37069
2021,46-65 y.,Rural regions,Never,0.10312,289,2458,0.09110,0.11515
2021,66 and older,Urban regions,Very often,0.04948,124,2252,0.04052,0.05844
2021,66 and older,Urban regions,Often,0.16469,358,2252,0.14937,0.18001
2021,66 and older,Urban regions,Sometimes,0.35627,814,2252,0.33648,0.37605
2021,66 and older,Urban regions,Seldom,0.33431,733,2252,0.31482,0.35380
2021,66 and older,Urban regions,Never,0.09364,223,2252,0.08161,0.10568
2021,66 and older,Rural regions,Very often,0.05357,71,1330,0.04147,0.06568
2021,66 and older,Rural regions,Often,0.18120,219,1330,0.16049,0.20191
2021,66 and older,Rural regions,Sometimes,0.35805,476,1330,0.33228,0.38383
2021,66 and older,Rural regions,Seldom,0.30548,412,1330,0.28072,0.33025
2021,66 and older,Rural regions,Never,0.10127,152,1330,0.08505,0.11749
