year,quintil_oecd_hh,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1993,3rd Quintile,Urban regions,,,,,,,,,,,,
1993,3rd Quintile,Rural regions,,,,,,,,,,,,
1993,4th Quintile,Urban regions,,,,,,,,,,,,
1993,4th Quintile,Rural regions,,,,,,,,,,,,
1993,5th Quintile,Urban regions,,,,,,,,,,,,
1993,5th Quintile,Rural regions,,,,,,,,,,,,
1994,1st Quintile,Urban regions,,,,,,,,,,,,
1994,1st Quintile,Rural regions,,,,,,,,,,,,
1994,2nd Quintile,Urban regions,,,,,,,,,,,,
1994,2nd Quintile,Rural regions,,,,,,,,,,,,
1994,3rd Quintile,Urban regions,,,,,,,,,,,,
1994,3rd Quintile,Rural regions,,,,,,,,,,,,
1994,4th Quintile,Urban regions,,,,,,,,,,,,
1994,4th Quintile,Rural regions,,,,,,,,,,,,
1994,5th Quintile,Urban regions,,,,,,,,,,,,
1994,5th Quintile,Rural regions,,,,,,,,,,,,
1995,1st Quintile,Urban regions,,,,,,,,,,,,
1995,1st Quintile,Rural regions,,,,,,,,,,,,
1995,2nd Quintile,Urban regions,,,,,,,,,,,,
1995,2nd Quintile,Rural regions,,,,,,,,,,,,
1995,3rd Quintile,Urban regions,,,,,,,,,,,,
1995,3rd Quintile,Rural regions,,,,,,,,,,,,
1995,4th Quintile,Urban regions,,,,,,,,,,,,
1995,4th Quintile,Rural regions,,,,,,,,,,,,
1995,5th Quintile,Urban regions,,,,,,,,,,,,
1995,5th Quintile,Rural regions,,,,,,,,,,,,
1996,1st Quintile,Urban regions,,,,,,,,,,,,
1996,1st Quintile,Rural regions,,,,,,,,,,,,
1996,2nd Quintile,Urban regions,,,,,,,,,,,,
1996,2nd Quintile,Rural regions,,,,,,,,,,,,
1996,3rd Quintile,Urban regions,,,,,,,,,,,,
1996,3rd Quintile,Rural regions,,,,,,,,,,,,
1996,4th Quintile,Urban regions,,,,,,,,,,,,
1996,4th Quintile,Rural regions,,,,,,,,,,,,
1996,5th Quintile,Urban regions,,,,,,,,,,,,
1996,5th Quintile,Rural regions,,,,,,,,,,,,
1997,1st Quintile,Urban regions,,,,,,,,,,,,
1997,1st Quintile,Rural regions,,,,,,,,,,,,
1997,2nd Quintile,Urban regions,,,,,,,,,,,,
1997,2nd Quintile,Rural regions,,,,,,,,,,,,
1997,3rd Quintile,Urban regions,,,,,,,,,,,,
1997,3rd Quintile,Rural regions,,,,,,,,,,,,
1997,4th Quintile,Urban regions,,,,,,,,,,,,
1997,4th Quintile,Rural regions,,,,,,,,,,,,
1997,5th Quintile,Urban regions,,,,,,,,,,,,
1997,5th Quintile,Rural regions,,,,,,,,,,,,
1998,1st Quintile,Urban regions,496,286.57526391094194,279.66794660697883,293.48258121490505,153.0,256.0,358.0,41.0,665.5,256.0,256.0,282.0
1998,1st Quintile,Rural regions,273,297.95280920582064,288.109209898857,307.7964085127843,205.0,256.0,409.0,51.0,715.0,256.0,256.0,267.0
1998,2nd Quintile,Urban regions,562,350.5221390943069,343.1463059034065,357.8979722852073,205.0,307.0,460.0,51.0,842.5,307.0,307.0,307.0
1998,2nd Quintile,Rural regions,318,372.4411737594004,362.1085460703095,382.77380144849127,244.1866122437351,358.0,511.0,51.0,911.2200816343973,358.0,307.0,409.0
1998,3rd Quintile,Urban regions,530,378.0550311920505,369.76502065159775,386.3450417325032,230.0,332.0,511.0,51.0,932.5,332.0,255.0,357.0
1998,3rd Quintile,Rural regions,314,391.74798347563717,380.79320392431265,402.7027630269617,256.0,358.0,511.0,41.0,893.5,358.0,307.0,409.0
1998,4th Quintile,Urban regions,559,419.1843251256271,410.64382117507176,427.7248290761824,256.0,392.69477898574286,511.0,77.0,893.5,396.0,383.0,434.0
1998,4th Quintile,Rural regions,280,419.0546854321028,406.57736003971524,431.5320108244904,256.0,409.0,511.0,102.0,893.5,409.0,409.0,486.0
1998,5th Quintile,Urban regions,576,464.81281439684454,455.82372070495353,473.80190808873556,307.0,409.0,511.0,77.0,817.0,409.0,409.0,409.0
1998,5th Quintile,Rural regions,202,457.0114951098616,440.06493867491446,473.9580515448087,307.0,409.0,511.0,102.0,817.0,409.0,397.9749999999998,410.275
1999,1st Quintile,Urban regions,,,,,,,,,,,,
1999,1st Quintile,Rural regions,,,,,,,,,,,,
1999,2nd Quintile,Urban regions,,,,,,,,,,,,
1999,2nd Quintile,Rural regions,,,,,,,,,,,,
1999,3rd Quintile,Urban regions,,,,,,,,,,,,
1999,3rd Quintile,Rural regions,,,,,,,,,,,,
1999,4th Quintile,Urban regions,,,,,,,,,,,,
1999,4th Quintile,Rural regions,,,,,,,,,,,,
1999,5th Quintile,Urban regions,,,,,,,,,,,,
1999,5th Quintile,Rural regions,,,,,,,,,,,,
2000,1st Quintile,Urban regions,828,284.57118609630237,278.8351203194543,290.30725187315045,153.0,256.0,358.0,31.0,665.5,256.0,256.0,282.0
2000,1st Quintile,Rural regions,458,281.1077605678944,273.42929401138025,288.7862271244085,153.0,255.79492490937076,358.0,20.0,665.5,256.0,256.0,307.0
2000,2nd Quintile,Urban regions,893,370.29428111577494,363.42665491136165,377.1619073201882,205.0,307.0,511.0,20.0,970.0,307.0,256.0,307.0
2000,2nd Quintile,Rural regions,502,345.5880030013133,338.07955502391735,353.0964509787093,205.0,307.0,460.0,26.0,842.5,307.0,282.0,333.625
2000,3rd Quintile,Urban regions,928,381.46091484211996,375.2251772958625,387.6966523883774,256.0,358.0,511.0,46.0,893.5,358.0,358.0,409.0
2000,3rd Quintile,Rural regions,499,384.7781786606301,375.49556805165753,394.06078926960265,205.0,358.0,511.0,61.0,970.0,358.0,307.0,409.0
2000,4th Quintile,Urban regions,977,400.6998466130629,394.627087440886,406.7726057852398,256.0,358.0,511.0,51.0,893.5,358.0,307.0,358.0
2000,4th Quintile,Rural regions,427,403.42237061386476,394.2178621903276,412.6268790374019,256.0,409.0,511.0,77.0,893.5,409.0,409.0,460.0
2000,5th Quintile,Urban regions,1065,468.451017942856,460.82264956825065,476.0793863174614,256.0,409.0,562.0,51.0,1021.0,409.0,358.0,409.0
2000,5th Quintile,Rural regions,331,479.39118412090016,463.4993101749584,495.28305806684193,256.0,409.0,614.0,77.0,1151.0,409.0,358.0,409.0
2001,1st Quintile,Urban regions,660,284.974924782542,278.7352072218298,291.21464234325424,153.0,256.0,409.0,51.0,793.0,256.0,256.0,307.0
2001,1st Quintile,Rural regions,337,289.7871239531093,280.9144815711318,298.65976633508683,153.0,256.0,409.0,26.0,793.0,256.0,256.0,307.0
2001,2nd Quintile,Urban regions,720,375.80148160489773,367.19891109859236,384.4040521112031,205.0,307.0,511.0,51.0,970.0,307.0,256.0,307.0
2001,2nd Quintile,Rural regions,413,379.24683000517865,368.0528473772488,390.4408126331085,248.94637409497082,307.0,511.0,61.0,904.0804388575439,307.0,281.34999999999985,307.0
2001,3rd Quintile,Urban regions,812,389.6181961737244,382.7334038610127,396.50298848643615,256.0,358.0,511.0,51.0,893.5,358.0,333.0,409.0
2001,3rd Quintile,Rural regions,435,395.3840116744832,385.90584433333817,404.8621790156282,256.0,358.0,511.0,51.0,893.5,358.0,307.0,409.0
2001,4th Quintile,Urban regions,852,417.2176808554969,410.016961193764,424.41840051722977,256.0,409.0,511.0,77.0,893.5,409.0,409.0,460.0
2001,4th Quintile,Rural regions,369,435.9594068243175,424.126248053124,447.792565595511,256.0,409.0,511.0,77.0,893.5,409.0,409.0,460.0
2001,5th Quintile,Urban regions,917,470.8624887219116,463.24128138403296,478.4836960597902,307.0,409.0,614.0,0.0,1074.5,409.0,383.0,409.0
2001,5th Quintile,Rural regions,292,441.40156588165996,429.3559655647493,453.44716619857064,307.0,409.0,511.0,26.0,817.0,409.0,358.0,460.0
2002,1st Quintile,Urban regions,,,,,,,,,,,,
2002,1st Quintile,Rural regions,,,,,,,,,,,,
2002,2nd Quintile,Urban regions,,,,,,,,,,,,
2002,2nd Quintile,Rural regions,,,,,,,,,,,,
2002,3rd Quintile,Urban regions,,,,,,,,,,,,
2002,3rd Quintile,Rural regions,,,,,,,,,,,,
2002,4th Quintile,Urban regions,,,,,,,,,,,,
2002,4th Quintile,Rural regions,,,,,,,,,,,,
2002,5th Quintile,Urban regions,,,,,,,,,,,,
2002,5th Quintile,Rural regions,,,,,,,,,,,,
2003,1st Quintile,Urban regions,610,300.44372034695164,292.96477695348983,307.92266374041344,160.0,250.0,400.0,0.0,760.0,250.0,230.0,250.0
2003,1st Quintile,Rural regions,290,303.1768265743596,292.5226581403885,313.8309950083307,200.0,250.0,400.0,40.0,700.0,250.0,200.0,300.0
2003,2nd Quintile,Urban regions,695,399.3824167296506,391.78184046580304,406.9829929934981,250.0,369.5487285618713,500.0,50.0,875.0,370.0,340.0,390.25
2003,2nd Quintile,Rural regions,377,367.6135879290586,357.95924199923957,377.26793385887765,234.1049314164251,300.0,500.0,20.0,898.8426028753624,300.0,250.0,300.0
2003,3rd Quintile,Urban regions,746,407.2340069428764,399.3650139461512,415.10299993960166,250.0,400.0,500.0,50.0,875.0,400.0,400.0,450.0
2003,3rd Quintile,Rural regions,371,439.6929883291241,428.74030706746044,450.64566959078775,250.0,400.0,600.0,60.0,1125.0,400.0,380.0,400.0
2003,4th Quintile,Urban regions,822,405.08960110797443,397.60830411373104,412.5708981022178,250.0,400.0,500.0,30.0,875.0,400.0,400.0,450.0
2003,4th Quintile,Rural regions,369,424.883831775153,413.4467764767546,436.3208870735514,250.0,400.0,515.5326006551795,75.0,913.8315016379488,400.0,400.0,400.0
2003,5th Quintile,Urban regions,1245,478.0432944000618,470.5854343670279,485.50115443309573,300.0,400.0,600.0,50.0,1050.0,400.0,367.0,400.0
2003,5th Quintile,Rural regions,379,454.18045491584655,442.37429286373117,465.98661696796194,300.0,400.0,550.0,100.0,925.0,400.0,300.0,400.0
2004,1st Quintile,Urban regions,,,,,,,,,,,,
2004,1st Quintile,Rural regions,,,,,,,,,,,,
2004,2nd Quintile,Urban regions,,,,,,,,,,,,
2004,2nd Quintile,Rural regions,,,,,,,,,,,,
2004,3rd Quintile,Urban regions,,,,,,,,,,,,
2004,3rd Quintile,Rural regions,,,,,,,,,,,,
2004,4th Quintile,Urban regions,,,,,,,,,,,,
2004,4th Quintile,Rural regions,,,,,,,,,,,,
2004,5th Quintile,Urban regions,,,,,,,,,,,,
2004,5th Quintile,Rural regions,,,,,,,,,,,,
2005,1st Quintile,Urban regions,617,292.03306800372104,285.1706523305503,298.8954836768918,160.0,250.0,400.0,25.0,760.0,250.0,220.0,280.0
2005,1st Quintile,Rural regions,305,303.82017327892123,292.80597302141126,314.8343735364312,200.0,250.0,350.0,35.0,575.0,250.0,200.0,260.0
2005,2nd Quintile,Urban regions,650,396.0677300903746,388.5087842094333,403.6266759713159,241.12438606315203,400.0,500.0,50.0,888.313420905272,400.0,400.0,450.0
2005,2nd Quintile,Rural regions,383,369.20872092897287,359.49933363484894,378.9181082230968,200.0,350.0,500.0,40.0,950.0,350.0,350.0,400.0
2005,3rd Quintile,Urban regions,678,412.5165295913281,404.2993311244614,420.7337280581948,250.0,400.0,500.0,30.0,875.0,400.0,400.0,480.0
2005,3rd Quintile,Rural regions,369,412.3159473256361,400.95234520116264,423.67954945010956,250.0,400.0,500.0,80.0,875.0,400.0,400.0,480.0
2005,4th Quintile,Urban regions,792,429.00166478243125,420.9259433094003,437.0773862554622,250.0,400.0,500.0,60.0,875.0,400.0,400.0,400.0
2005,4th Quintile,Rural regions,380,461.2111476691257,450.3995686763891,472.0227266618623,300.0,400.0,600.0,60.0,1050.0,400.0,300.0,400.0
2005,5th Quintile,Urban regions,1195,485.76014567026857,478.2398768048288,493.28041453570836,300.0,400.0,600.0,40.0,1050.0,400.0,319.4999999999999,400.0
2005,5th Quintile,Rural regions,323,428.65960176730994,416.89496270350935,440.4242408311105,250.0,400.0,550.0,100.0,1000.0,400.0,350.0,401.0
2006,1st Quintile,Urban regions,,,,,,,,,,,,
2006,1st Quintile,Rural regions,,,,,,,,,,,,
2006,2nd Quintile,Urban regions,,,,,,,,,,,,
2006,2nd Quintile,Rural regions,,,,,,,,,,,,
2006,3rd Quintile,Urban regions,,,,,,,,,,,,
2006,3rd Quintile,Rural regions,,,,,,,,,,,,
2006,4th Quintile,Urban regions,,,,,,,,,,,,
2006,4th Quintile,Rural regions,,,,,,,,,,,,
2006,5th Quintile,Urban regions,,,,,,,,,,,,
2006,5th Quintile,Rural regions,,,,,,,,,,,,
2007,1st Quintile,Urban regions,616,281.8375770501654,275.52386439232635,288.15128970800447,150.0,250.0,372.25929844815283,20.0,705.648246120382,250.0,249.24999999999983,260.5
2007,1st Quintile,Rural regions,312,277.3727804307911,267.164800881635,287.58075997994723,150.0,222.4455074387224,392.51486436027494,30.0,756.2871609006874,220.0,190.0,240.0
2007,2nd Quintile,Urban regions,693,396.1499123456268,388.6590746227185,403.64075006853506,250.0,400.0,500.0,50.0,875.0,400.0,400.0,450.0
2007,2nd Quintile,Rural regions,395,360.0529541427554,350.7942435744504,369.3116647110605,200.0,304.78163442143244,480.0,50.0,900.0,300.0,250.0,300.0
2007,3rd Quintile,Urban regions,700,408.1516523811033,399.8789380025037,416.42436675970293,250.0,400.0,500.0,40.0,875.0,400.0,400.0,440.0
2007,3rd Quintile,Rural regions,414,405.5052476454553,395.37803344444177,415.63246184646886,250.0,400.0,500.0,65.0,875.0,400.0,400.0,450.0
2007,4th Quintile,Urban regions,820,425.72547866798965,417.3868775687102,434.0640797672691,250.0,400.0,500.0,70.0,875.0,400.0,400.0,450.0
2007,4th Quintile,Rural regions,402,448.5996141741135,437.36196759308365,459.8372607551434,300.0,400.0,500.0,40.0,800.0,400.0,359.74999999999994,400.0
2007,5th Quintile,Urban regions,1119,535.8532975633801,526.3417378229985,545.3648573037617,300.0,480.0,600.0,90.0,1050.0,480.0,460.0,560.0
2007,5th Quintile,Rural regions,388,476.16035935003526,464.5828155349445,487.73790316512606,317.2849602506986,400.0,600.0,80.0,1024.0725596239522,400.0,350.0,400.0
2008,1st Quintile,Urban regions,,,,,,,,,,,,
2008,1st Quintile,Rural regions,,,,,,,,,,,,
2008,2nd Quintile,Urban regions,,,,,,,,,,,,
2008,2nd Quintile,Rural regions,,,,,,,,,,,,
2008,3rd Quintile,Urban regions,,,,,,,,,,,,
2008,3rd Quintile,Rural regions,,,,,,,,,,,,
2008,4th Quintile,Urban regions,,,,,,,,,,,,
2008,4th Quintile,Rural regions,,,,,,,,,,,,
2008,5th Quintile,Urban regions,,,,,,,,,,,,
2008,5th Quintile,Rural regions,,,,,,,,,,,,
2009,1st Quintile,Urban regions,,,,,,,,,,,,
2009,1st Quintile,Rural regions,,,,,,,,,,,,
2009,2nd Quintile,Urban regions,,,,,,,,,,,,
2009,2nd Quintile,Rural regions,,,,,,,,,,,,
2009,3rd Quintile,Urban regions,,,,,,,,,,,,
2009,3rd Quintile,Rural regions,,,,,,,,,,,,
2009,4th Quintile,Urban regions,,,,,,,,,,,,
2009,4th Quintile,Rural regions,,,,,,,,,,,,
2009,5th Quintile,Urban regions,,,,,,,,,,,,
2009,5th Quintile,Rural regions,,,,,,,,,,,,
2010,1st Quintile,Urban regions,,,,,,,,,,,,
2010,1st Quintile,Rural regions,,,,,,,,,,,,
2010,2nd Quintile,Urban regions,,,,,,,,,,,,
2010,2nd Quintile,Rural regions,,,,,,,,,,,,
2010,3rd Quintile,Urban regions,,,,,,,,,,,,
2010,3rd Quintile,Rural regions,,,,,,,,,,,,
2010,4th Quintile,Urban regions,,,,,,,,,,,,
2010,4th Quintile,Rural regions,,,,,,,,,,,,
2010,5th Quintile,Urban regions,,,,,,,,,,,,
2010,5th Quintile,Rural regions,,,,,,,,,,,,
2011,1st Quintile,Urban regions,707,253.51174109535668,248.40242867641825,258.6210535142951,150.0,200.0,300.0,40.0,525.0,200.0,150.0,200.0
2011,1st Quintile,Rural regions,370,247.03134351723827,239.34401806578285,254.7186689686937,140.0,200.0,300.0,20.0,540.0,200.0,160.0,200.0
2011,2nd Quintile,Urban regions,692,368.12356731641864,361.2154084215008,375.0317262113365,200.0,350.0,500.0,50.0,950.0,350.0,300.0,400.0
2011,2nd Quintile,Rural regions,446,343.3990203583688,335.83669225921005,350.9613484575275,200.0,305.197688860091,400.0,40.0,700.0,300.0,250.0,300.0
2011,3rd Quintile,Urban regions,769,388.67169603856524,381.65127077265953,395.69212130447096,240.0,373.0526966526275,500.0,50.0,890.0,370.0,340.0,415.0
2011,3rd Quintile,Rural regions,476,396.1838885475358,387.0923785629689,405.27539853210266,250.0,382.9550103608585,500.0,50.0,875.0,400.0,400.0,480.0
2011,4th Quintile,Urban regions,902,438.3266026191686,430.8852726364866,445.76793260185065,250.0,400.0,600.0,60.0,1125.0,400.0,400.0,400.0
2011,4th Quintile,Rural regions,427,425.3113946251888,415.802100162857,434.82068908752063,300.0,400.0,500.0,100.0,800.0,400.0,400.0,400.0
2011,5th Quintile,Urban regions,1143,505.6743397699548,497.1859846099866,514.1626949299231,300.0,450.0,600.0,80.0,1050.0,450.0,400.0,500.0
2011,5th Quintile,Rural regions,388,506.4695801822111,493.9173409575253,519.0218194068968,300.0,450.0,600.0,100.0,1050.0,450.0,400.0,500.0
2012,1st Quintile,Urban regions,,,,,,,,,,,,
2012,1st Quintile,Rural regions,,,,,,,,,,,,
2012,2nd Quintile,Urban regions,,,,,,,,,,,,
2012,2nd Quintile,Rural regions,,,,,,,,,,,,
2012,3rd Quintile,Urban regions,,,,,,,,,,,,
2012,3rd Quintile,Rural regions,,,,,,,,,,,,
2012,4th Quintile,Urban regions,,,,,,,,,,,,
2012,4th Quintile,Rural regions,,,,,,,,,,,,
2012,5th Quintile,Urban regions,,,,,,,,,,,,
2012,5th Quintile,Rural regions,,,,,,,,,,,,
2013,1st Quintile,Urban regions,858,275.90551858531296,270.8451626031695,280.9658745674564,160.0,250.0,400.0,25.0,760.0,250.0,250.0,300.0
2013,1st Quintile,Rural regions,405,275.1031791954958,266.78225338498567,283.4241050060059,150.88729281340272,240.0,400.0,10.0,773.669060779896,240.0,230.0,280.0
2013,2nd Quintile,Urban regions,843,363.44934592775286,357.2442163386424,369.65447551686333,200.0,300.0,500.0,35.0,950.0,300.0,250.0,300.0
2013,2nd Quintile,Rural regions,460,354.0210416002794,345.5409593057071,362.5011238948517,200.0,300.0,450.0,25.0,825.0,300.0,250.0,300.0
2013,3rd Quintile,Urban regions,804,400.92824398452706,393.5604427349014,408.2960452341527,250.0,400.0,500.0,1.0,875.0,400.0,400.0,450.0
2013,3rd Quintile,Rural regions,481,399.63586002443907,391.47930866963475,407.7924113792434,250.0,400.0,500.0,70.0,875.0,400.0,400.0,460.0
2013,4th Quintile,Urban regions,879,433.17754205713646,425.58535797883894,440.769726135434,251.17032455141347,400.0,500.0,80.0,873.2445131728798,400.0,400.0,400.0
2013,4th Quintile,Rural regions,429,422.6542849990562,412.4403513686088,432.8682186295036,291.69138007408174,400.0,500.0,50.0,812.4629298888774,400.0,400.0,400.0
2013,5th Quintile,Urban regions,1171,497.3070222442067,488.6169441100722,505.99710037834114,300.0,400.0,600.0,100.0,1050.0,400.0,300.0,400.0
2013,5th Quintile,Rural regions,350,494.2546731002628,478.9217543240091,509.58759187651646,300.0,400.0,600.0,100.0,1050.0,400.0,300.0,400.0
2014,1st Quintile,Urban regions,,,,,,,,,,,,
2014,1st Quintile,Rural regions,,,,,,,,,,,,
2014,2nd Quintile,Urban regions,,,,,,,,,,,,
2014,2nd Quintile,Rural regions,,,,,,,,,,,,
2014,3rd Quintile,Urban regions,,,,,,,,,,,,
2014,3rd Quintile,Rural regions,,,,,,,,,,,,
2014,4th Quintile,Urban regions,,,,,,,,,,,,
2014,4th Quintile,Rural regions,,,,,,,,,,,,
2014,5th Quintile,Urban regions,,,,,,,,,,,,
2014,5th Quintile,Rural regions,,,,,,,,,,,,
2015,1st Quintile,Urban regions,,,,,,,,,,,,
2015,1st Quintile,Rural regions,,,,,,,,,,,,
2015,2nd Quintile,Urban regions,,,,,,,,,,,,
2015,2nd Quintile,Rural regions,,,,,,,,,,,,
2015,3rd Quintile,Urban regions,,,,,,,,,,,,
2015,3rd Quintile,Rural regions,,,,,,,,,,,,
2015,4th Quintile,Urban regions,,,,,,,,,,,,
2015,4th Quintile,Rural regions,,,,,,,,,,,,
2015,5th Quintile,Urban regions,,,,,,,,,,,,
2015,5th Quintile,Rural regions,,,,,,,,,,,,
2016,1st Quintile,Urban regions,707,299.20382334434186,292.13855378939786,306.26909289928585,200.0,250.0,400.0,40.0,700.0,250.0,220.0,250.0
2016,1st Quintile,Rural regions,345,313.4349499567103,300.8464472161397,326.02345269728085,200.0,250.0,400.0,20.0,700.0,250.0,200.0,250.0
2016,2nd Quintile,Urban regions,735,388.6831824992181,381.64422124033604,395.7221437581002,250.0,350.0,500.0,40.0,875.0,350.0,300.0,400.0
2016,2nd Quintile,Rural regions,419,370.62865176854797,361.6355151627146,379.6217883743813,200.0,350.0,480.0,80.0,900.0,350.0,300.0,400.0
2016,3rd Quintile,Urban regions,715,398.99535028351465,391.064564398511,406.9261361685183,250.0,400.0,500.0,50.0,875.0,400.0,400.0,450.0
2016,3rd Quintile,Rural regions,397,392.420883682189,383.6731178023198,401.16864956205825,250.0,400.0,500.0,50.0,875.0,400.0,400.0,450.0
2016,4th Quintile,Urban regions,750,415.8229421871698,408.44951043579096,423.1963739385487,250.0,400.0,500.0,60.0,875.0,400.0,400.0,450.0
2016,4th Quintile,Rural regions,365,453.8282975533826,441.7248185433483,465.93177656341686,300.0,400.0,567.0781961248296,100.0,967.6954903120738,400.0,350.0,400.0
2016,5th Quintile,Urban regions,921,512.5442465587995,504.0628125947983,521.0256805228007,320.0,500.0,600.0,50.0,1020.0,500.0,500.0,600.0
2016,5th Quintile,Rural regions,290,480.8170872431019,467.3931114548612,494.24106303134266,300.0,400.0,600.0,100.0,1050.0,400.0,300.0,400.0
2017,1st Quintile,Urban regions,,,,,,,,,,,,
2017,1st Quintile,Rural regions,,,,,,,,,,,,
2017,2nd Quintile,Urban regions,,,,,,,,,,,,
2017,2nd Quintile,Rural regions,,,,,,,,,,,,
2017,3rd Quintile,Urban regions,,,,,,,,,,,,
2017,3rd Quintile,Rural regions,,,,,,,,,,,,
2017,4th Quintile,Urban regions,,,,,,,,,,,,
2017,4th Quintile,Rural regions,,,,,,,,,,,,
2017,5th Quintile,Urban regions,,,,,,,,,,,,
2017,5th Quintile,Rural regions,,,,,,,,,,,,
2018,1st Quintile,Urban regions,1401,310.58636531437105,305.33425452793017,315.83847610081193,200.0,250.0,400.0,20.0,700.0,250.0,230.0,250.0
