year,hhtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2004,Multi-generational household,,,,,,,,,,,,
2004,Other Combinations,,,,,,,,,,,,
2005,Single-person household,1406,257.06799,250.04451,264.09146,173.00380,220.00000,300.00000,25.00000,490.49431,220.00000,200.00000,250.00000
2005,Couple without children,1992,444.84481,435.40392,454.28571,300.00000,400.00000,500.00000,30.00000,800.00000,400.00000,400.00000,400.00000
2005,Single parent,337,356.01374,339.01152,373.01597,250.00000,300.00000,450.00000,80.00000,750.00000,300.00000,300.00000,350.00000
2005,Couple with children,1864,563.21437,551.69895,574.72979,400.00000,500.00000,700.00000,50.00000,1150.00000,500.00000,500.00000,500.00000
2005,Multi-generational household,47,488.38700,427.47424,549.29975,385.80370,500.00000,600.00000,150.00000,921.29446,500.00000,400.00000,550.00000
2005,Other Combinations,47,406.80685,348.58705,465.02665,300.00000,352.79710,500.00000,100.00000,800.00000,350.00000,300.00000,400.00000
2006,Single-person household,,,,,,,,,,,,
2006,Couple without children,,,,,,,,,,,,
2006,Single parent,,,,,,,,,,,,
2006,Couple with children,,,,,,,,,,,,
2006,Multi-generational household,,,,,,,,,,,,
2006,Other Combinations,,,,,,,,,,,,
2007,Single-person household,1527,260.81022,253.49379,268.12664,150.00000,226.03679,350.00000,20.00000,650.00000,225.00000,200.00000,250.00000
2007,Couple without children,2101,456.70023,446.62608,466.77438,300.00000,400.00000,550.00000,50.00000,925.00000,400.00000,400.00000,400.00000
2007,Single parent,338,354.28021,335.46669,373.09372,217.57022,320.00000,400.00000,60.00000,673.64466,320.00000,300.00000,350.00000
2007,Couple with children,1815,572.77482,559.93757,585.61207,400.00000,500.00000,700.00000,100.00000,1150.00000,500.00000,500.00000,500.00000
2007,Multi-generational household,35,635.08593,529.51397,740.65789,300.00000,600.00000,900.00000,200.00000,1200.00000,600.00000,400.00000,900.00000
2007,Other Combinations,45,337.86677,286.31632,389.41722,236.16802,363.51486,400.00000,50.00000,645.74796,380.00000,250.00000,400.00000
2008,Single-person household,,,,,,,,,,,,
2008,Couple without children,,,,,,,,,,,,
2008,Single parent,,,,,,,,,,,,
2008,Couple with children,,,,,,,,,,,,
2008,Multi-generational household,,,,,,,,,,,,
2008,Other Combinations,,,,,,,,,,,,
2009,Single-person household,,,,,,,,,,,,
2009,Couple without children,,,,,,,,,,,,
2009,Single parent,,,,,,,,,,,,
2009,Couple with children,,,,,,,,,,,,
2009,Multi-generational household,,,,,,,,,,,,
2009,Other Combinations,,,,,,,,,,,,
2010,Single-person household,,,,,,,,,,,,
2010,Couple without children,,,,,,,,,,,,
2010,Single parent,,,,,,,,,,,,
2010,Couple with children,,,,,,,,,,,,
2010,Multi-generational household,,,,,,,,,,,,
2010,Other Combinations,,,,,,,,,,,,
2011,Single-person household,1742,256.93961,250.53506,263.34416,180.00000,220.00000,300.00000,0.00000,480.00000,220.00000,200.00000,250.00000
2011,Couple without children,2465,458.08539,449.26760,466.90317,300.00000,400.00000,550.00000,75.00000,925.00000,400.00000,400.00000,400.00000
2011,Single parent,366,380.14348,363.54526,396.74171,280.00000,350.00000,450.00000,50.00000,705.00000,350.00000,350.00000,400.00000
2011,Couple with children,1662,575.38757,562.86770,587.90744,400.00000,500.00000,700.00000,100.00000,1150.00000,500.00000,500.00000,550.00000
2011,Multi-generational household,37,501.13647,424.75771,577.51522,350.00000,400.00000,719.63567,140.00000,1000.00000,400.00000,350.00000,600.00000
2011,Other Combinations,49,360.01402,313.50299,406.52505,211.29960,350.00000,425.84391,100.00000,747.66038,350.00000,300.00000,400.00000
2012,Single-person household,,,,,,,,,,,,
2012,Couple without children,,,,,,,,,,,,
2012,Single parent,,,,,,,,,,,,
2012,Couple with children,,,,,,,,,,,,
2012,Multi-generational household,,,,,,,,,,,,
2012,Other Combinations,,,,,,,,,,,,
2013,Single-person household,1709,264.21760,257.83595,270.59925,200.00000,250.00000,302.78581,45.82128,456.96453,250.00000,220.00000,250.00000
2013,Couple without children,2443,464.57692,454.86865,474.28518,300.00000,400.00000,550.00000,1.00000,925.00000,400.00000,400.00000,400.00000
2013,Single parent,402,378.43801,360.03180,396.84422,230.00000,350.00000,462.80147,60.00000,812.00366,350.00000,300.00000,400.00000
2013,Couple with children,1934,562.51745,550.64495,574.38996,400.00000,500.00000,600.00000,100.00000,900.00000,500.00000,500.00000,500.00000
2013,Multi-generational household,48,580.54871,493.51477,667.58265,400.00000,583.91948,800.00000,120.00000,1400.00000,500.00000,400.00000,800.00000
2013,Other Combinations,146,396.58340,365.35065,427.81616,219.36788,400.00000,500.00000,70.00000,920.94819,400.00000,348.75000,450.00000
2014,Single-person household,,,,,,,,,,,,
2014,Couple without children,,,,,,,,,,,,
2014,Single parent,,,,,,,,,,,,
2014,Couple with children,,,,,,,,,,,,
2014,Multi-generational household,,,,,,,,,,,,
2014,Other Combinations,,,,,,,,,,,,
2015,Single-person household,,,,,,,,,,,,
2015,Couple without children,,,,,,,,,,,,
2015,Single parent,,,,,,,,,,,,
2015,Couple with children,,,,,,,,,,,,
2015,Multi-generational household,,,,,,,,,,,,
2015,Other Combinations,,,,,,,,,,,,
2016,Single-person household,1357,283.76240,275.30489,292.21991,200.00000,250.00000,350.00000,20.00000,575.00000,250.00000,250.00000,250.25000
2016,Couple without children,1878,468.53670,458.26606,478.80734,300.00000,400.00000,550.00000,70.00000,925.00000,400.00000,400.00000,420.12500
2016,Single parent,489,378.94294,362.74533,395.14056,250.00000,350.00000,480.00000,50.00000,825.00000,350.00000,349.50000,400.00000
2016,Couple with children,1816,561.00922,549.47153,572.54692,400.00000,500.00000,650.00000,45.00000,1025.00000,500.00000,500.00000,500.00000
2016,Multi-generational household,34,646.88935,536.48385,757.29485,400.00000,613.42303,910.63451,180.00000,1676.58627,600.00000,400.00000,1000.00000
2016,Other Combinations,70,455.66271,400.93531,510.39012,300.00000,400.00000,600.00000,80.00000,1050.00000,400.00000,400.00000,500.00000
2017,Single-person household,,,,,,,,,,,,
2017,Couple without children,,,,,,,,,,,,
2017,Single parent,,,,,,,,,,,,
2017,Couple with children,,,,,,,,,,,,
2017,Multi-generational household,,,,,,,,,,,,
2017,Other Combinations,,,,,,,,,,,,
2018,Single-person household,1826,291.03095,283.42647,298.63544,200.00000,250.00000,400.00000,20.00000,700.00000,250.00000,250.00000,250.50000
2018,Couple without children,2080,489.40481,479.75599,499.05362,350.00000,450.00000,600.00000,100.00000,975.00000,450.00000,450.00000,500.00000
2018,Single parent,581,393.21206,377.53041,408.89372,250.00000,400.00000,500.00000,49.00000,875.00000,400.00000,350.00000,400.00000
2018,Couple with children,2399,566.94777,556.86482,577.03071,400.00000,500.00000,650.00000,80.00000,1025.00000,500.00000,500.00000,500.00000
2018,Multi-generational household,57,657.70560,582.88229,732.52892,426.12317,600.00000,800.00000,200.00000,1360.81525,600.00000,500.00000,800.00000
2018,Other Combinations,163,460.94931,426.99514,494.90348,300.00000,497.31154,600.00000,60.00000,1050.00000,500.00000,400.00000,500.00000
2019,Single-person household,,,,,,,,,,,,
2019,Couple without children,,,,,,,,,,,,
2019,Single parent,,,,,,,,,,,,
2019,Couple with children,,,,,,,,,,,,
2019,Multi-generational household,,,,,,,,,,,,
2019,Other Combinations,,,,,,,,,,,,
2020,Single-person household,1929,290.68052,283.63622,297.72482,200.00000,250.00000,400.00000,10.00000,700.00000,250.00000,250.00000,250.00000
2020,Couple without children,2149,483.99122,474.39137,493.59107,350.00000,450.00000,600.00000,10.00000,975.00000,450.00000,400.00000,500.00000
2020,Single parent,503,418.11583,402.09246,434.13920,300.00000,400.00000,500.00000,60.00000,800.00000,400.00000,380.00000,400.00000
2020,Couple with children,2293,590.62746,579.48465,601.77027,400.00000,500.00000,700.00000,100.00000,1150.00000,500.00000,500.00000,550.00000
2020,Multi-generational household,54,530.18018,454.68177,605.67859,300.00000,500.00000,600.00000,150.00000,1050.00000,500.00000,300.00000,702.50000
2020,Other Combinations,148,433.23012,393.06959,473.39066,250.00000,400.00000,500.00000,100.00000,875.00000,400.00000,300.00000,450.75000
2021,Single-person household,,,,,,,,,,,,
2021,Couple without children,,,,,,,,,,,,
2021,Single parent,,,,,,,,,,,,
2021,Couple with children,,,,,,,,,,,,
2021,Multi-generational household,,,,,,,,,,,,
2021,Other Combinations,,,,,,,,,,,,
