year,age_gr,regtyp,profdev,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,30-45 y.,Rural regions,No,0.98809,2503,2537,0.98387,0.99231
2020,46-65 y.,Urban regions,Yes,0.00600,54,6875,0.00417,0.00783
2020,46-65 y.,Urban regions,No,0.99400,6821,6875,0.99217,0.99583
2020,46-65 y.,Rural regions,No,0.99599,3626,3626,0.99394,0.99805
2020,66 and older,Urban regions,No,0.99817,3111,3111,0.99667,0.99967
2020,66 and older,Rural regions,No,0.99878,1808,1808,0.99717,1.00039
2021,17-29 y.,Urban regions,Yes,0.01415,42,2396,0.00942,0.01888
2021,17-29 y.,Urban regions,No,0.92216,2354,2396,0.91143,0.93289
2021,17-29 y.,Rural regions,No,0.92824,872,872,0.91110,0.94538
2021,30-45 y.,Urban regions,Yes,0.02135,78,3769,0.01674,0.02597
2021,30-45 y.,Urban regions,No,0.97747,3691,3769,0.97273,0.98221
2021,30-45 y.,Rural regions,No,0.98924,1545,1545,0.98409,0.99438
2021,46-65 y.,Urban regions,Yes,0.00388,42,4854,0.00213,0.00563
2021,46-65 y.,Urban regions,No,0.99500,4812,4854,0.99301,0.99698
2021,46-65 y.,Rural regions,No,0.99317,2448,2448,0.98991,0.99643
2021,66 and older,Urban regions,No,0.99112,2243,2243,0.98723,0.99500
2021,66 and older,Rural regions,No,0.98639,1324,1324,0.98014,0.99263
