"pli0097_h","year","bildungsniveau","n","percent","lower_confidence","upper_confidence","NA"
"Seltener","1989","(noch) kein Abschluss","","","","",""
"Seltener","1989","Hauptschule","","","","",""
"Seltener","1989","Realschule","","","","",""
"Seltener","1989","(Fach-)Abitur","","","","",""
"Seltener","1989","AkademikerIn","","","","",""
"Nie","1989","(noch) kein Abschluss","","","","",""
"Nie","1989","Hauptschule","","","","",""
"Nie","1989","Realschule","","","","",""
"Nie","1989","(Fach-)Abitur","","","","",""
"Nie","1989","AkademikerIn","","","","",""
"Taeglich","1990","(noch) kein Abschluss","2","","","",""
"Taeglich","1990","Hauptschule","13","","","",""
"Taeglich","1990","Realschule","4","","","",""
"Taeglich","1990","(Fach-)Abitur","2","","","",""
"Taeglich","1990","AkademikerIn","3","","","",""
"Min 1x pro Woche","1990","(noch) kein Abschluss","5","","","",""
"Min 1x pro Woche","1990","Hauptschule","51","0.00777613270578421","0.00570849636156238","0.00984376905000604",""
"Min 1x pro Woche","1990","Realschule","41","0.0104439113725675","0.00689265091439401","0.0139951718307409",""
"Min 1x pro Woche","1990","(Fach-)Abitur","9","","","",""
"Min 1x pro Woche","1990","AkademikerIn","66","0.0372599393071425","0.0281570856709183","0.0463627929433667",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","7","","","",""
"Min 1x pro Monat","1990","Hauptschule","152","0.0215387921620486","0.0181215955285929","0.0249559887955043",""
"Min 1x pro Monat","1990","Realschule","101","0.0299376680588698","0.0239846180064995","0.0358907181112401",""
"Min 1x pro Monat","1990","(Fach-)Abitur","28","","","",""
"Min 1x pro Monat","1990","AkademikerIn","149","0.0872618472829608","0.0736978632478842","0.100825831318037",""
"Seltener","1990","(noch) kein Abschluss","38","0.0621792767033571","0.0462876254183813","0.078070927988333",""
"Seltener","1990","Hauptschule","636","0.102359643290075","0.0952244941108334","0.109494792469317",""
"Seltener","1990","Realschule","379","0.130859171342465","0.119078287119285","0.142640055565646",""
"Seltener","1990","(Fach-)Abitur","128","0.1571998933023","0.133040931732096","0.181358854872504",""
"Seltener","1990","AkademikerIn","350","0.223290542464513","0.203275043204497","0.24330604172453",""
"Nie","1990","(noch) kein Abschluss","835","0.921663430341983","0.903980479725868","0.939346380958097",""
"Nie","1990","Hauptschule","6081","0.866155860844517","0.858141199161714","0.87417052252732",""
"Nie","1990","Realschule","2623","0.827136096719948","0.813927053115858","0.840345140324038",""
"Nie","1990","(Fach-)Abitur","705","0.787771144259668","0.760632253106903","0.814910035412433",""
"Nie","1990","AkademikerIn","1095","0.649300513449011","0.626365848254564","0.672235178643457",""
"Taeglich","1991","(noch) kein Abschluss","","","","",""
"Taeglich","1991","Hauptschule","","","","",""
"Taeglich","1991","Realschule","","","","",""
"Taeglich","1991","(Fach-)Abitur","","","","",""
"Taeglich","1991","AkademikerIn","","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","","","","",""
"Min 1x pro Woche","1991","Hauptschule","","","","",""
"Min 1x pro Woche","1991","Realschule","","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","","","","",""
"Min 1x pro Woche","1991","AkademikerIn","","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","","","","",""
"Min 1x pro Monat","1991","Hauptschule","","","","",""
"Min 1x pro Monat","1991","Realschule","","","","",""
"Min 1x pro Monat","1991","(Fach-)Abitur","","","","",""
"Min 1x pro Monat","1991","AkademikerIn","","","","",""
"Seltener","1991","(noch) kein Abschluss","","","","",""
"Seltener","1991","Hauptschule","","","","",""
"Seltener","1991","Realschule","","","","",""
"Seltener","1991","(Fach-)Abitur","","","","",""
"Seltener","1991","AkademikerIn","","","","",""
"Nie","1991","(noch) kein Abschluss","","","","",""
"Nie","1991","Hauptschule","","","","",""
"Nie","1991","Realschule","","","","",""
"Nie","1991","(Fach-)Abitur","","","","",""
"Nie","1991","AkademikerIn","","","","",""
"Taeglich","1992","(noch) kein Abschluss","","","","",""
"Taeglich","1992","Hauptschule","","","","",""
"Taeglich","1992","Realschule","","","","",""
"Taeglich","1992","(Fach-)Abitur","","","","",""
"Taeglich","1992","AkademikerIn","","","","",""
"Min 1x pro Woche","1992","(noch) kein Abschluss","3","","","",""
"Min 1x pro Woche","1992","Hauptschule","31","0.00472273161296967","0.00304436144438743","0.00640110178155192",""
"Min 1x pro Woche","1992","Realschule","20","","","",""
"Min 1x pro Woche","1992","(Fach-)Abitur","13","","","",""
"Min 1x pro Woche","1992","AkademikerIn","44","0.0238512131990452","0.0164596380278432","0.0312427883702473",""
"Min 1x pro Monat","1992","(noch) kein Abschluss","2","","","",""
"Min 1x pro Monat","1992","Hauptschule","82","0.0154533055163419","0.0124337158470829","0.018472895185601",""
"Min 1x pro Monat","1992","Realschule","60","0.0212004198270893","0.0160964688356122","0.0263043708185665",""
"Min 1x pro Monat","1992","(Fach-)Abitur","16","","","",""
"Min 1x pro Monat","1992","AkademikerIn","72","0.0452582669270852","0.0351885870464931","0.0553279468076773",""
"Seltener","1992","(noch) kein Abschluss","19","","","",""
"Seltener","1992","Hauptschule","261","0.0431687448648983","0.0381934197668171","0.0481440699629795",""
"Seltener","1992","Realschule","190","0.0629988581795444","0.0543904316562857","0.0716072847028031",""
"Seltener","1992","(Fach-)Abitur","65","0.0674191861230575","0.0509363401057575","0.0839020321403575",""
"Seltener","1992","AkademikerIn","184","0.114906600864172","0.0994579417208761","0.130355260007469",""
"Nie","1992","(noch) kein Abschluss","834","0.95908170681821","0.945826362733199","0.97233705090322",""
"Nie","1992","Hauptschule","6036","0.93665521800579","0.930692223933659","0.942618212077921",""
"Nie","1992","Realschule","2790","0.909403301450446","0.899233280983857","0.919573321917036",""
"Nie","1992","(Fach-)Abitur","795","0.898413618051717","0.878554812648665","0.918272423454769",""
"Nie","1992","AkademikerIn","1337","0.815983919009697","0.797212701592499","0.834755136426895",""
"Taeglich","1993","(noch) kein Abschluss","","","","",""
"Taeglich","1993","Hauptschule","","","","",""
"Taeglich","1993","Realschule","","","","",""
"Taeglich","1993","(Fach-)Abitur","","","","",""
"Taeglich","1993","AkademikerIn","","","","",""
"Min 1x pro Woche","1993","(noch) kein Abschluss","","","","",""
"Min 1x pro Woche","1993","Hauptschule","","","","",""
"Min 1x pro Woche","1993","Realschule","","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","","","","",""
"Min 1x pro Woche","1993","AkademikerIn","","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","","","","",""
"Min 1x pro Monat","1993","Hauptschule","","","","",""
"Min 1x pro Monat","1993","Realschule","","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","","","","",""
"Min 1x pro Monat","1993","AkademikerIn","","","","",""
"Seltener","1993","(noch) kein Abschluss","","","","",""
"Seltener","1993","Hauptschule","","","","",""
"Seltener","1993","Realschule","","","","",""
"Seltener","1993","(Fach-)Abitur","","","","",""
"Seltener","1993","AkademikerIn","","","","",""
"Nie","1993","(noch) kein Abschluss","","","","",""
"Nie","1993","Hauptschule","","","","",""
"Nie","1993","Realschule","","","","",""
"Nie","1993","(Fach-)Abitur","","","","",""
"Nie","1993","AkademikerIn","","","","",""
"Taeglich","1994","(noch) kein Abschluss","","","","",""
"Taeglich","1994","Hauptschule","","","","",""
"Taeglich","1994","Realschule","","","","",""
"Taeglich","1994","(Fach-)Abitur","","","","",""
"Taeglich","1994","AkademikerIn","","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","2","","","",""
"Min 1x pro Woche","1994","Hauptschule","34","0.00548966027296925","0.00362238794570394","0.00735693260023455",""
"Min 1x pro Woche","1994","Realschule","17","","","",""
"Min 1x pro Woche","1994","(Fach-)Abitur","15","","","",""
"Min 1x pro Woche","1994","AkademikerIn","38","0.0182052043977643","0.0117268517683446","0.024683557027184",""
"Min 1x pro Monat","1994","(noch) kein Abschluss","5","","","",""
"Min 1x pro Monat","1994","Hauptschule","63","0.010482699271658","0.00790887711869094","0.0130565214246251",""
"Min 1x pro Monat","1994","Realschule","53","0.0171720472062194","0.0125364016445776","0.0218076927678611",""
"Min 1x pro Monat","1994","(Fach-)Abitur","14","","","",""
"Min 1x pro Monat","1994","AkademikerIn","70","0.0408340031003962","0.0312440980504546","0.0504239081503377",""
"Seltener","1994","(noch) kein Abschluss","26","","","",""
"Seltener","1994","Hauptschule","312","0.0536086049707343","0.0479163686829186","0.0593008412585501",""
"Seltener","1994","Realschule","190","0.0675286980948323","0.0585745894061592","0.0764828067835054",""
"Seltener","1994","(Fach-)Abitur","70","0.0696457860012381","0.053143406140131","0.0861481658623452",""
"Seltener","1994","AkademikerIn","172","0.116628706047259","0.101075110152228","0.132182301942289",""
"Nie","1994","(noch) kein Abschluss","807","0.942951399930148","0.927266722241863","0.958636077618433",""
"Nie","1994","Hauptschule","5606","0.930419035484638","0.923988978955627","0.93684909201365",""
"Nie","1994","Realschule","2757","0.909154983715505","0.898900118623955","0.919409848807055",""
"Nie","1994","(Fach-)Abitur","815","0.902771615740487","0.883564574209691","0.921978657271284",""
"Nie","1994","AkademikerIn","1356","0.824332086454581","0.805892390100338","0.842771782808824",""
"Taeglich","1995","(noch) kein Abschluss","","","","",""
"Taeglich","1995","Hauptschule","9","","","",""
"Taeglich","1995","Realschule","5","","","",""
"Taeglich","1995","(Fach-)Abitur","2","","","",""
"Taeglich","1995","AkademikerIn","10","","","",""
"Min 1x pro Woche","1995","(noch) kein Abschluss","6","","","",""
"Min 1x pro Woche","1995","Hauptschule","39","0.00576777621397337","0.00386227507890782","0.00767327734903892",""
"Min 1x pro Woche","1995","Realschule","31","0.0119776502604349","0.00814448860915233","0.0158108119117175",""
"Min 1x pro Woche","1995","(Fach-)Abitur","10","","","",""
"Min 1x pro Woche","1995","AkademikerIn","36","0.0173952837873025","0.0112646295959682","0.0235259379786367",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","3","","","",""
"Min 1x pro Monat","1995","Hauptschule","87","0.0164345876145259","0.0132353822223583","0.0196337930066934",""
"Min 1x pro Monat","1995","Realschule","54","0.0203309199186152","0.0153580608458014","0.0253037789914289",""
"Min 1x pro Monat","1995","(Fach-)Abitur","13","","","",""
"Min 1x pro Monat","1995","AkademikerIn","78","0.0452531409213858","0.0355061598719036","0.055000121970868",""
"Seltener","1995","(noch) kein Abschluss","31","0.0527291751376246","0.0379123572073502","0.067545993067899",""
"Seltener","1995","Hauptschule","396","0.0710114959034845","0.0645485489079876","0.0774744428989814",""
"Seltener","1995","Realschule","252","0.0834576134288404","0.0737122689735155","0.0932029578841652",""
"Seltener","1995","(Fach-)Abitur","99","0.110480469645355","0.0915818059307333","0.129379133359977",""
"Seltener","1995","AkademikerIn","219","0.137054821803652","0.12092831138885","0.153181332218455",""
"Nie","1995","(noch) kein Abschluss","834","0.933922929911423","0.917453700362563","0.950392159460284",""
"Nie","1995","Hauptschule","5536","0.90551840802073","0.898158314437189","0.912878501604271",""
"Nie","1995","Realschule","2752","0.882725344612867","0.871388222691864","0.894062466533869",""
"Nie","1995","(Fach-)Abitur","933","0.866093274424442","0.845563029731273","0.88662351911761",""
"Nie","1995","AkademikerIn","1404","0.795205877731418","0.776282433996801","0.814129321466035",""
"Taeglich","1996","(noch) kein Abschluss","","","","",""
"Taeglich","1996","Hauptschule","","","","",""
"Taeglich","1996","Realschule","","","","",""
"Taeglich","1996","(Fach-)Abitur","","","","",""
"Taeglich","1996","AkademikerIn","","","","",""
"Min 1x pro Woche","1996","(noch) kein Abschluss","2","","","",""
"Min 1x pro Woche","1996","Hauptschule","33","0.00522960315724839","0.0033890232091321","0.00707018310536468",""
"Min 1x pro Woche","1996","Realschule","25","","","",""
"Min 1x pro Woche","1996","(Fach-)Abitur","9","","","",""
"Min 1x pro Woche","1996","AkademikerIn","32","0.0148902935906041","0.00922555641682625","0.0205550307643819",""
"Min 1x pro Monat","1996","(noch) kein Abschluss","4","","","",""
"Min 1x pro Monat","1996","Hauptschule","51","0.00944377171126641","0.00697562370365498","0.0119119197188778",""
"Min 1x pro Monat","1996","Realschule","46","0.0156558381338855","0.0112858637594767","0.0200258125082943",""
"Min 1x pro Monat","1996","(Fach-)Abitur","13","","","",""
"Min 1x pro Monat","1996","AkademikerIn","70","0.0396464729425495","0.030519985054328","0.0487729608307709",""
"Seltener","1996","(noch) kein Abschluss","24","","","",""
"Seltener","1996","Hauptschule","366","0.0727811508405572","0.0661519759296086","0.0794103257515058",""
"Seltener","1996","Realschule","235","0.0845234008724353","0.0747312217451438","0.0943155799997269",""
"Seltener","1996","(Fach-)Abitur","92","0.090041800922164","0.0725439649400668","0.107539636904261",""
"Seltener","1996","AkademikerIn","254","0.158889421829376","0.141790848508112","0.175987995150641",""
"Nie","1996","(noch) kein Abschluss","807","0.960193115154032","0.94694836555501","0.973437864753054",""
"Nie","1996","Hauptschule","5449","0.912545474290928","0.905336436616698","0.919754511965158",""
"Nie","1996","Realschule","2794","0.891211575551846","0.880250605352719","0.902172545750973",""
"Nie","1996","(Fach-)Abitur","914","0.887039590190245","0.867689358690364","0.906389821690126",""
"Nie","1996","AkademikerIn","1400","0.78657381163747","0.76741010867037","0.80573751460457",""
"Taeglich","1997","(noch) kein Abschluss","","","","",""
"Taeglich","1997","Hauptschule","","","","",""
"Taeglich","1997","Realschule","","","","",""
"Taeglich","1997","(Fach-)Abitur","","","","",""
"Taeglich","1997","AkademikerIn","","","","",""
"Min 1x pro Woche","1997","(noch) kein Abschluss","3","","","",""
"Min 1x pro Woche","1997","Hauptschule","32","0.00581161272368621","0.00383831170924833","0.0077849137381241",""
"Min 1x pro Woche","1997","Realschule","26","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","6","","","",""
"Min 1x pro Woche","1997","AkademikerIn","25","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","8","","","",""
"Min 1x pro Monat","1997","Hauptschule","66","0.0128244691980253","0.00990349612432871","0.0157454422717219",""
"Min 1x pro Monat","1997","Realschule","44","0.0142034351649941","0.0100088335621191","0.0183980367678691",""
"Min 1x pro Monat","1997","(Fach-)Abitur","10","","","",""
"Min 1x pro Monat","1997","AkademikerIn","84","0.0469422587376798","0.0370492718532908","0.0568352456220688",""
"Seltener","1997","(noch) kein Abschluss","27","","","",""
"Seltener","1997","Hauptschule","291","0.0581573499104178","0.0520815684554194","0.0642331313654163",""
"Seltener","1997","Realschule","199","0.0747463656734492","0.0654240069167395","0.0840687244301589",""
"Seltener","1997","(Fach-)Abitur","66","0.0823712716257118","0.0654242298772957","0.0993183133741279",""
"Seltener","1997","AkademikerIn","189","0.110005537984833","0.0953707389857467","0.12464033698392",""
"Nie","1997","(noch) kein Abschluss","786","0.943967270848042","0.928264227068419","0.959670314627665",""
"Nie","1997","Hauptschule","5311","0.923206568167871","0.916294275083789","0.930118861251953",""
"Nie","1997","Realschule","2788","0.900154917394847","0.889527632062522","0.910782202727172",""
"Nie","1997","(Fach-)Abitur","929","0.899629898209903","0.881107098286051","0.918152698133755",""
"Nie","1997","AkademikerIn","1458","0.829694327585673","0.81211268478636","0.847275970384985",""
"Taeglich","1998","(noch) kein Abschluss","1","","","",""
"Taeglich","1998","Hauptschule","4","","","",""
"Taeglich","1998","Realschule","2","","","",""
"Taeglich","1998","(Fach-)Abitur","3","","","",""
"Taeglich","1998","AkademikerIn","6","","","",""
"Min 1x pro Woche","1998","(noch) kein Abschluss","3","","","",""
"Min 1x pro Woche","1998","Hauptschule","31","0.00530362983738438","0.00348835493887162","0.00711890473589714",""
"Min 1x pro Woche","1998","Realschule","22","","","",""
"Min 1x pro Woche","1998","(Fach-)Abitur","8","","","",""
"Min 1x pro Woche","1998","AkademikerIn","31","0.0157995921116433","0.0102804191781997","0.021318765045087",""
"Min 1x pro Monat","1998","(noch) kein Abschluss","8","","","",""
"Min 1x pro Monat","1998","Hauptschule","85","0.0134547304747331","0.0105753003525017","0.0163341605969644",""
"Min 1x pro Monat","1998","Realschule","40","0.0109498189839534","0.00744043490363906","0.0144592030642677",""
"Min 1x pro Monat","1998","(Fach-)Abitur","13","","","",""
"Min 1x pro Monat","1998","AkademikerIn","89","0.0421293425518765","0.0332382512515006","0.0510204338522524",""
"Seltener","1998","(noch) kein Abschluss","43","0.0578382578501789","0.041860659522669","0.0738158561776889",""
"Seltener","1998","Hauptschule","499","0.0899446073860844","0.0827941798122777","0.0970950349598911",""
"Seltener","1998","Realschule","292","0.0894147317759904","0.0797923381800415","0.0990371253719394",""
"Seltener","1998","(Fach-)Abitur","130","0.128001282575597","0.108616079607521","0.147386485543673",""
"Seltener","1998","AkademikerIn","302","0.161146322735559","0.14487351098755","0.177419134483569",""
"Nie","1998","(noch) kein Abschluss","765","0.926086770375398","0.908179553457299","0.943993987293497",""
"Nie","1998","Hauptschule","5531","0.890719888964679","0.882922455603625","0.898517322325733",""
"Nie","1998","Realschule","3022","0.891455140330326","0.880965208982302","0.901945071678349",""
"Nie","1998","(Fach-)Abitur","987","0.850340351694917","0.829641129658105","0.871039573731729",""
"Nie","1998","AkademikerIn","1533","0.778220352918854","0.759832906059591","0.796607799778117",""
"Taeglich","1999","(noch) kein Abschluss","","","","",""
"Taeglich","1999","Hauptschule","","","","",""
"Taeglich","1999","Realschule","","","","",""
"Taeglich","1999","(Fach-)Abitur","","","","",""
"Taeglich","1999","AkademikerIn","","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","5","","","",""
"Min 1x pro Woche","1999","Hauptschule","44","0.00737471138773214","0.00520237748401802","0.00954704529144627",""
"Min 1x pro Woche","1999","Realschule","21","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","12","","","",""
"Min 1x pro Woche","1999","AkademikerIn","38","0.0183340932604004","0.0123689172462482","0.0242992692745527",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","5","","","",""
"Min 1x pro Monat","1999","Hauptschule","73","0.0134189274418923","0.0104975566000213","0.0163402982837632",""
"Min 1x pro Monat","1999","Realschule","52","0.0125960227664395","0.00882738624919457","0.0163646592836845",""
"Min 1x pro Monat","1999","(Fach-)Abitur","16","","","",""
"Min 1x pro Monat","1999","AkademikerIn","74","0.0338805282478495","0.0258359701068074","0.0419250863888916",""
"Seltener","1999","(noch) kein Abschluss","28","","","",""
"Seltener","1999","Hauptschule","367","0.0607369325246748","0.0546726217613127","0.0668012432880369",""
"Seltener","1999","Realschule","238","0.0744677226797607","0.0655961642267634","0.0833392811327581",""
"Seltener","1999","(Fach-)Abitur","94","0.0861217160072249","0.0697500054737857","0.102493426540664",""
"Seltener","1999","AkademikerIn","229","0.120885131562554","0.106390040531575","0.135380222593532",""
"Nie","1999","(noch) kein Abschluss","747","0.944565544242145","0.928558202885092","0.960572885599198",""
"Nie","1999","Hauptschule","5475","0.918469428645701","0.911521521689821","0.925417335601581",""
"Nie","1999","Realschule","3053","0.904693480242538","0.894770728331848","0.914616232153228",""
"Nie","1999","(Fach-)Abitur","1006","0.88768099338691","0.869254248270506","0.906107738503314",""
"Nie","1999","AkademikerIn","1602","0.826900246929196","0.810077904242745","0.843722589615648",""
"Taeglich","2000","(noch) kein Abschluss","","","","",""
"Taeglich","2000","Hauptschule","","","","",""
"Taeglich","2000","Realschule","","","","",""
"Taeglich","2000","(Fach-)Abitur","","","","",""
"Taeglich","2000","AkademikerIn","","","","",""
"Min 1x pro Woche","2000","(noch) kein Abschluss","","","","",""
"Min 1x pro Woche","2000","Hauptschule","","","","",""
"Min 1x pro Woche","2000","Realschule","","","","",""
"Min 1x pro Woche","2000","(Fach-)Abitur","","","","",""
"Min 1x pro Woche","2000","AkademikerIn","","","","",""
"Min 1x pro Monat","2000","(noch) kein Abschluss","","","","",""
"Min 1x pro Monat","2000","Hauptschule","","","","",""
"Min 1x pro Monat","2000","Realschule","","","","",""
"Min 1x pro Monat","2000","(Fach-)Abitur","","","","",""
"Min 1x pro Monat","2000","AkademikerIn","","","","",""
"Seltener","2000","(noch) kein Abschluss","","","","",""
"Seltener","2000","Hauptschule","","","","",""
"Seltener","2000","Realschule","","","","",""
