year,migback,quintil_oecd,pli0097_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,No migration background,4th Quintile,Seldom,0.08138,206,2175,0.06989,0.09288
1995,No migration background,4th Quintile,Never,0.74267,1893,2175,0.72430,0.76105
1995,No migration background,5th Quintile,At least once per week,0.01704,40,2118,0.01153,0.02256
1995,No migration background,5th Quintile,At least once per month,0.02770,66,2118,0.02071,0.03469
1995,No migration background,5th Quintile,Seldom,0.10181,229,2118,0.08893,0.11469
1995,No migration background,5th Quintile,Never,0.74793,1783,2118,0.72943,0.76643
1995,Direct migration background,1st Quintile,Never,0.81496,806,806,0.78813,0.84178
1995,Direct migration background,2nd Quintile,Never,0.88289,674,674,0.85859,0.90718
1995,Direct migration background,3rd Quintile,Never,0.88224,490,490,0.85368,0.91081
1995,Direct migration background,4th Quintile,Never,0.91394,362,362,0.88501,0.94287
1995,Direct migration background,5th Quintile,Never,0.85982,261,261,0.81762,0.90202
1995,Indirect migration background,1st Quintile,Never,0.22675,123,123,0.15245,0.30106
1995,Indirect migration background,2nd Quintile,Never,0.29147,127,127,0.21212,0.37082
1995,Indirect migration background,3rd Quintile,Never,0.33577,94,94,0.23979,0.43175
1995,Indirect migration background,4th Quintile,Never,0.33914,76,76,0.23199,0.44628
1995,Indirect migration background,5th Quintile,Never,0.40205,51,51,0.26614,0.53795
1996,No migration background,1st Quintile,Seldom,0.03918,79,1524,0.02944,0.04892
1996,No migration background,1st Quintile,Never,0.72168,1445,1524,0.69917,0.74419
1996,No migration background,2nd Quintile,Seldom,0.05636,137,1827,0.04578,0.06694
1996,No migration background,2nd Quintile,Never,0.69318,1690,1827,0.67203,0.71433
1996,No migration background,3rd Quintile,At least once per month,0.01526,38,2096,0.01001,0.02050
1996,No migration background,3rd Quintile,Seldom,0.06807,170,2096,0.05729,0.07886
1996,No migration background,3rd Quintile,Never,0.73737,1888,2096,0.71853,0.75621
1996,No migration background,4th Quintile,At least once per month,0.01380,42,2189,0.00891,0.01869
1996,No migration background,4th Quintile,Seldom,0.08553,208,2189,0.07381,0.09725
1996,No migration background,4th Quintile,Never,0.74404,1939,2189,0.72575,0.76232
1996,No migration background,5th Quintile,At least once per week,0.01716,43,2115,0.01163,0.02270
1996,No migration background,5th Quintile,At least once per month,0.02295,50,2115,0.01657,0.02934
1996,No migration background,5th Quintile,Seldom,0.11922,247,2115,0.10540,0.13303
1996,No migration background,5th Quintile,Never,0.74270,1775,2115,0.72407,0.76134
1996,Direct migration background,1st Quintile,Never,0.84238,814,814,0.81734,0.86743
1996,Direct migration background,2nd Quintile,Seldom,0.06702,34,625,0.04740,0.08664
1996,Direct migration background,2nd Quintile,Never,0.86763,591,625,0.84104,0.89422
1996,Direct migration background,3rd Quintile,Never,0.87435,429,429,0.84295,0.90575
1996,Direct migration background,4th Quintile,Never,0.91573,374,374,0.88754,0.94392
1996,Direct migration background,5th Quintile,Never,0.85967,238,238,0.81545,0.90389
1996,Indirect migration background,1st Quintile,Never,0.24596,151,151,0.17704,0.31488
1996,Indirect migration background,2nd Quintile,Never,0.32363,111,111,0.23620,0.41107
1996,Indirect migration background,3rd Quintile,Never,0.34309,107,107,0.25272,0.43347
1996,Indirect migration background,4th Quintile,Never,0.37197,84,84,0.26799,0.47595
1996,Indirect migration background,5th Quintile,Never,0.31147,50,50,0.18181,0.44114
1997,No migration background,1st Quintile,Seldom,0.04135,69,1369,0.03080,0.05190
1997,No migration background,1st Quintile,Never,0.70488,1300,1369,0.68071,0.72905
1997,No migration background,2nd Quintile,Seldom,0.04689,110,1931,0.03746,0.05632
1997,No migration background,2nd Quintile,Never,0.71562,1821,1931,0.69549,0.73575
1997,No migration background,3rd Quintile,At least once per month,0.01136,33,2051,0.00677,0.01595
1997,No migration background,3rd Quintile,Seldom,0.06017,148,2051,0.04988,0.07047
1997,No migration background,3rd Quintile,Never,0.72635,1870,2051,0.70705,0.74565
1997,No migration background,4th Quintile,At least once per month,0.01973,51,2142,0.01384,0.02562
1997,No migration background,4th Quintile,Seldom,0.05925,160,2142,0.04925,0.06925
1997,No migration background,4th Quintile,Never,0.75805,1931,2142,0.73991,0.77619
1997,No migration background,5th Quintile,At least once per month,0.02533,64,2078,0.01857,0.03208
1997,No migration background,5th Quintile,Seldom,0.08988,186,2078,0.07758,0.10218
1997,No migration background,5th Quintile,Never,0.77145,1828,2078,0.75339,0.78951
1997,Direct migration background,1st Quintile,Never,0.83626,772,772,0.81014,0.86238
1997,Direct migration background,2nd Quintile,Never,0.88937,570,570,0.86360,0.91515
1997,Direct migration background,3rd Quintile,Never,0.90146,417,417,0.87282,0.93010
1997,Direct migration background,4th Quintile,Never,0.93505,352,352,0.90927,0.96083
1997,Direct migration background,5th Quintile,Never,0.85257,211,211,0.80462,0.90052
1997,Indirect migration background,1st Quintile,Never,0.27136,153,153,0.20067,0.34205
1997,Indirect migration background,2nd Quintile,Never,0.35961,142,142,0.28040,0.43883
1997,Indirect migration background,3rd Quintile,Never,0.38785,103,103,0.29329,0.48241
1997,Indirect migration background,4th Quintile,Never,0.41482,83,83,0.30818,0.52147
1997,Indirect migration background,5th Quintile,Never,0.35083,53,53,0.22112,0.48055
1998,No migration background,1st Quintile,Seldom,0.05558,90,1380,0.04349,0.06768
1998,No migration background,1st Quintile,Never,0.70142,1290,1380,0.67727,0.72557
1998,No migration background,2nd Quintile,Seldom,0.06255,153,1812,0.05139,0.07370
1998,No migration background,2nd Quintile,Never,0.70811,1659,1812,0.68717,0.72905
1998,No migration background,3rd Quintile,At least once per month,0.01163,32,2052,0.00699,0.01627
1998,No migration background,3rd Quintile,Seldom,0.09068,202,2052,0.07825,0.10310
1998,No migration background,3rd Quintile,Never,0.72391,1818,2052,0.70457,0.74326
1998,No migration background,4th Quintile,At least once per month,0.01684,47,2134,0.01138,0.02231
1998,No migration background,4th Quintile,Seldom,0.08836,230,2134,0.07632,0.10040
1998,No migration background,4th Quintile,Never,0.74858,1857,2134,0.73017,0.76699
1998,No migration background,5th Quintile,At least once per week,0.01694,40,2015,0.01130,0.02257
1998,No migration background,5th Quintile,At least once per month,0.02232,54,2015,0.01587,0.02877
1998,No migration background,5th Quintile,Seldom,0.12617,241,2015,0.11167,0.14067
1998,No migration background,5th Quintile,Never,0.72789,1680,2015,0.70845,0.74732
1998,Direct migration background,1st Quintile,Seldom,0.04680,34,746,0.03163,0.06197
1998,Direct migration background,1st Quintile,Never,0.85658,712,746,0.83141,0.88175
1998,Direct migration background,2nd Quintile,Seldom,0.06825,36,516,0.04647,0.09003
1998,Direct migration background,2nd Quintile,Never,0.87706,480,516,0.84869,0.90542
1998,Direct migration background,3rd Quintile,Never,0.88850,363,363,0.85608,0.92093
1998,Direct migration background,4th Quintile,Never,0.89991,297,297,0.86572,0.93410
1998,Direct migration background,5th Quintile,Never,0.79841,182,182,0.73997,0.85686
1998,Indirect migration background,1st Quintile,Never,0.29023,161,161,0.21991,0.36056
1998,Indirect migration background,2nd Quintile,Never,0.31382,128,128,0.23311,0.39452
1998,Indirect migration background,3rd Quintile,Never,0.35572,94,94,0.25842,0.45302
1998,Indirect migration background,4th Quintile,Never,0.50445,90,90,0.40058,0.60833
1998,Indirect migration background,5th Quintile,Never,0.48059,54,54,0.34608,0.61511
1999,No migration background,1st Quintile,Seldom,0.04330,80,1658,0.03350,0.05310
1999,No migration background,1st Quintile,Never,0.71661,1578,1658,0.69491,0.73831
1999,No migration background,2nd Quintile,At least once per month,0.01120,33,2106,0.00671,0.01570
1999,No migration background,2nd Quintile,Seldom,0.05405,157,2106,0.04439,0.06370
1999,No migration background,2nd Quintile,Never,0.72904,1916,2106,0.71006,0.74803
1999,No migration background,3rd Quintile,At least once per month,0.01051,36,2281,0.00633,0.01470
1999,No migration background,3rd Quintile,Seldom,0.05583,166,2281,0.04640,0.06525
1999,No migration background,3rd Quintile,Never,0.74214,2079,2281,0.72418,0.76009
1999,No migration background,4th Quintile,At least once per week,0.01193,32,2319,0.00751,0.01635
1999,No migration background,4th Quintile,At least once per month,0.01544,40,2319,0.01042,0.02045
1999,No migration background,4th Quintile,Seldom,0.06286,195,2319,0.05298,0.07274
1999,No migration background,4th Quintile,Never,0.76910,2052,2319,0.75194,0.78625
1999,No migration background,5th Quintile,At least once per week,0.01449,36,2348,0.00966,0.01933
1999,No migration background,5th Quintile,At least once per month,0.02592,77,2348,0.01949,0.03235
1999,No migration background,5th Quintile,Seldom,0.09930,248,2348,0.08720,0.11139
1999,No migration background,5th Quintile,Never,0.74987,1987,2348,0.73235,0.76740
1999,Direct migration background,1st Quintile,Never,0.86987,678,678,0.84452,0.89521
1999,Direct migration background,2nd Quintile,Never,0.89864,556,556,0.87353,0.92375
1999,Direct migration background,3rd Quintile,Never,0.91126,373,373,0.88236,0.94016
1999,Direct migration background,4th Quintile,Never,0.87423,282,282,0.83546,0.91300
1999,Direct migration background,5th Quintile,Never,0.84491,178,178,0.79159,0.89824
1999,Indirect migration background,1st Quintile,Never,0.29928,170,170,0.23024,0.36833
1999,Indirect migration background,2nd Quintile,Never,0.36251,132,132,0.28018,0.44483
1999,Indirect migration background,3rd Quintile,Never,0.46348,110,110,0.36986,0.55710
1999,Indirect migration background,4th Quintile,Never,0.42349,100,100,0.32615,0.52082
1999,Indirect migration background,5th Quintile,Never,0.46720,47,47,0.32302,0.61138
2001,No migration background,1st Quintile,Seldom,0.03512,117,2657,0.02812,0.04212
2001,No migration background,1st Quintile,Never,0.74970,2540,2657,0.73322,0.76617
2001,No migration background,2nd Quintile,At least once per month,0.01152,49,3347,0.00790,0.01513
2001,No migration background,2nd Quintile,Seldom,0.04559,200,3347,0.03852,0.05265
2001,No migration background,2nd Quintile,Never,0.72598,3098,3347,0.71087,0.74110
2001,No migration background,3rd Quintile,At least once per month,0.01507,79,3778,0.01118,0.01895
2001,No migration background,3rd Quintile,Seldom,0.04749,230,3778,0.04071,0.05427
2001,No migration background,3rd Quintile,Never,0.75744,3469,3778,0.74377,0.77111
2001,No migration background,4th Quintile,At least once per week,0.00858,46,4053,0.00574,0.01142
2001,No migration background,4th Quintile,At least once per month,0.01820,86,4053,0.01408,0.02231
2001,No migration background,4th Quintile,Seldom,0.07242,342,4053,0.06444,0.08040
2001,No migration background,4th Quintile,Never,0.75509,3579,4053,0.74185,0.76833
2001,No migration background,5th Quintile,At least once per week,0.01657,76,4072,0.01264,0.02049
2001,No migration background,5th Quintile,At least once per month,0.02515,109,4072,0.02034,0.02996
2001,No migration background,5th Quintile,Seldom,0.08174,386,4072,0.07332,0.09015
2001,No migration background,5th Quintile,Never,0.76285,3501,4072,0.74978,0.77592
2001,Direct migration background,1st Quintile,Never,0.86178,924,924,0.83952,0.88405
2001,Direct migration background,2nd Quintile,Never,0.89308,701,701,0.87018,0.91597
2001,Direct migration background,3rd Quintile,Never,0.91044,518,518,0.88582,0.93505
2001,Direct migration background,4th Quintile,Never,0.91983,359,359,0.89170,0.94796
2001,Direct migration background,5th Quintile,Never,0.83994,258,258,0.79512,0.88477
2001,Indirect migration background,1st Quintile,Never,0.25436,177,177,0.19002,0.31870
2001,Indirect migration background,2nd Quintile,Never,0.33422,189,189,0.26679,0.40165
2001,Indirect migration background,3rd Quintile,Never,0.41994,136,136,0.33669,0.50320
2001,Indirect migration background,4th Quintile,Never,0.48805,130,130,0.40179,0.57431
2001,Indirect migration background,5th Quintile,Never,0.54492,93,93,0.44316,0.64668
2003,No migration background,1st Quintile,Seldom,0.05423,155,2384,0.04514,0.06333
2003,No migration background,1st Quintile,Never,0.74113,2229,2384,0.72354,0.75871
2003,No migration background,2nd Quintile,At least once per month,0.00881,33,3058,0.00550,0.01213
2003,No migration background,2nd Quintile,Seldom,0.05635,218,3058,0.04818,0.06453
2003,No migration background,2nd Quintile,Never,0.73653,2807,3058,0.72091,0.75214
2003,No migration background,3rd Quintile,At least once per month,0.01651,63,3413,0.01223,0.02079
2003,No migration background,3rd Quintile,Seldom,0.07787,325,3413,0.06888,0.08686
2003,No migration background,3rd Quintile,Never,0.72892,3025,3413,0.71400,0.74384
2003,No migration background,4th Quintile,At least once per week,0.01145,54,3895,0.00811,0.01479
2003,No migration background,4th Quintile,At least once per month,0.02326,118,3895,0.01853,0.02799
2003,No migration background,4th Quintile,Seldom,0.08609,409,3895,0.07728,0.09490
2003,No migration background,4th Quintile,Never,0.73692,3314,3895,0.72309,0.75075
2003,No migration background,5th Quintile,At least once per week,0.01400,116,5813,0.01097,0.01702
2003,No migration background,5th Quintile,At least once per month,0.02612,184,5813,0.02202,0.03022
2003,No migration background,5th Quintile,Seldom,0.11975,730,5813,0.11140,0.12810
2003,No migration background,5th Quintile,Never,0.73953,4783,5813,0.72825,0.75082
2003,Direct migration background,1st Quintile,Never,0.87671,757,757,0.85327,0.90014
2003,Direct migration background,2nd Quintile,Never,0.89079,578,578,0.86534,0.91624
2003,Direct migration background,3rd Quintile,Never,0.88600,427,427,0.85582,0.91618
2003,Direct migration background,4th Quintile,Never,0.90164,378,378,0.87158,0.93170
2003,Direct migration background,5th Quintile,Never,0.84894,313,313,0.80920,0.88868
2003,Indirect migration background,1st Quintile,Never,0.29785,173,173,0.22951,0.36620
2003,Indirect migration background,2nd Quintile,Never,0.32711,140,140,0.24912,0.40511
2003,Indirect migration background,3rd Quintile,Never,0.36296,142,142,0.28358,0.44233
2003,Indirect migration background,4th Quintile,Never,0.48240,129,129,0.39584,0.56897
2003,Indirect migration background,5th Quintile,Never,0.53786,132,132,0.45248,0.62323
2005,No migration background,1st Quintile,Seldom,0.04346,115,2188,0.03492,0.05201
2005,No migration background,1st Quintile,Never,0.74260,2073,2188,0.72427,0.76092
2005,No migration background,2nd Quintile,At least once per month,0.01051,33,2887,0.00679,0.01423
2005,No migration background,2nd Quintile,Seldom,0.04528,150,2887,0.03769,0.05287
2005,No migration background,2nd Quintile,Never,0.76168,2704,2887,0.74614,0.77723
2005,No migration background,3rd Quintile,At least once per week,0.00809,31,3146,0.00496,0.01123
2005,No migration background,3rd Quintile,At least once per month,0.01082,51,3146,0.00720,0.01444
2005,No migration background,3rd Quintile,Seldom,0.06047,237,3146,0.05214,0.06880
2005,No migration background,3rd Quintile,Never,0.74877,2827,3146,0.73361,0.76393
2005,No migration background,4th Quintile,At least once per week,0.00919,35,3762,0.00614,0.01223
2005,No migration background,4th Quintile,At least once per month,0.02345,103,3762,0.01861,0.02828
2005,No migration background,4th Quintile,Seldom,0.07582,342,3762,0.06736,0.08428
2005,No migration background,4th Quintile,Never,0.75641,3282,3762,0.74269,0.77013
2005,No migration background,5th Quintile,At least once per week,0.01853,129,5333,0.01491,0.02215
2005,No migration background,5th Quintile,At least once per month,0.02759,158,5333,0.02319,0.03199
2005,No migration background,5th Quintile,Seldom,0.08208,515,5333,0.07471,0.08945
2005,No migration background,5th Quintile,Never,0.77029,4531,5333,0.75900,0.78158
2005,Direct migration background,1st Quintile,Never,0.88465,668,668,0.86041,0.90890
2005,Direct migration background,2nd Quintile,Never,0.93303,530,530,0.91173,0.95433
2005,Direct migration background,3rd Quintile,Never,0.90913,399,399,0.88089,0.93737
2005,Direct migration background,4th Quintile,Never,0.89771,334,334,0.86516,0.93026
2005,Direct migration background,5th Quintile,Never,0.89292,300,300,0.85787,0.92797
2005,Indirect migration background,1st Quintile,Never,0.35273,197,197,0.28584,0.41963
2005,Indirect migration background,2nd Quintile,Never,0.40085,144,144,0.32053,0.48118
2005,Indirect migration background,3rd Quintile,Never,0.47582,157,157,0.39745,0.55420
2005,Indirect migration background,4th Quintile,Never,0.58166,146,146,0.50137,0.66195
2005,Indirect migration background,5th Quintile,Never,0.56161,131,131,0.47631,0.64691
2007,No migration background,1st Quintile,Seldom,0.02471,70,2346,0.01843,0.03099
2007,No migration background,1st Quintile,Never,0.78233,2276,2346,0.76562,0.79903
2007,No migration background,2nd Quintile,At least once per month,0.00856,32,2816,0.00516,0.01197
2007,No migration background,2nd Quintile,Seldom,0.03328,121,2816,0.02666,0.03991
2007,No migration background,2nd Quintile,Never,0.75200,2663,2816,0.73604,0.76795
2007,No migration background,3rd Quintile,At least once per month,0.01069,54,3267,0.00716,0.01422
