year,quintil_oecd,sampreg,pli0097_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,1st Quintile,East,Never,0.95497,668,668,0.93923,0.97071
1997,2nd Quintile,West,Seldom,0.05799,86,1710,0.04691,0.06907
1997,2nd Quintile,West,Never,0.92366,1624,1710,0.91107,0.93625
1997,2nd Quintile,East,Seldom,0.04867,46,955,0.03501,0.06232
1997,2nd Quintile,East,Never,0.92740,909,955,0.91093,0.94386
1997,3rd Quintile,West,Seldom,0.07750,120,1733,0.06491,0.09009
1997,3rd Quintile,West,Never,0.90838,1613,1733,0.89479,0.92197
1997,3rd Quintile,East,Seldom,0.04688,44,821,0.03241,0.06135
1997,3rd Quintile,East,Never,0.92606,777,821,0.90815,0.94397
1997,4th Quintile,West,At least once per month,0.02236,42,1905,0.01572,0.02900
1997,4th Quintile,West,Seldom,0.06420,115,1905,0.05319,0.07521
1997,4th Quintile,West,Never,0.90062,1748,1905,0.88718,0.91406
1997,4th Quintile,East,Seldom,0.07854,62,680,0.05830,0.09877
1997,4th Quintile,East,Never,0.88072,618,680,0.85635,0.90510
1997,5th Quintile,West,At least once per month,0.02560,54,2002,0.01868,0.03252
1997,5th Quintile,West,Seldom,0.09907,177,2002,0.08598,0.11216
1997,5th Quintile,West,Never,0.85955,1771,2002,0.84433,0.87477
1997,5th Quintile,East,Never,0.86231,321,321,0.82456,0.90007
1998,1st Quintile,West,Seldom,0.06888,91,1668,0.05672,0.08104
1998,1st Quintile,West,Never,0.92105,1577,1668,0.90811,0.93400
1998,1st Quintile,East,Seldom,0.06600,45,631,0.04661,0.08539
1998,1st Quintile,East,Never,0.92550,586,631,0.90500,0.94600
1998,2nd Quintile,West,Seldom,0.07685,130,1655,0.06401,0.08969
1998,2nd Quintile,West,Never,0.91521,1525,1655,0.90179,0.92864
1998,2nd Quintile,East,Seldom,0.08174,66,808,0.06284,0.10064
1998,2nd Quintile,East,Never,0.89897,742,808,0.87818,0.91977
1998,3rd Quintile,West,Seldom,0.11508,164,1606,0.09947,0.13070
1998,3rd Quintile,West,Never,0.87090,1442,1606,0.85450,0.88730
1998,3rd Quintile,East,Seldom,0.07617,74,907,0.05889,0.09344
1998,3rd Quintile,East,Never,0.90019,833,907,0.88067,0.91971
1998,4th Quintile,West,Seldom,0.10097,191,1839,0.08720,0.11475
1998,4th Quintile,West,Never,0.87303,1648,1839,0.85781,0.88825
1998,4th Quintile,East,Seldom,0.09619,79,675,0.07393,0.11845
1998,4th Quintile,East,Never,0.85060,596,675,0.82369,0.87751
1998,5th Quintile,West,At least once per week,0.01817,34,1878,0.01213,0.02422
1998,5th Quintile,West,At least once per month,0.02333,47,1878,0.01650,0.03016
1998,5th Quintile,West,Seldom,0.14238,228,1878,0.12657,0.15819
1998,5th Quintile,West,Never,0.81611,1569,1878,0.79859,0.83364
1998,5th Quintile,East,Seldom,0.10927,42,389,0.07823,0.14031
1998,5th Quintile,East,Never,0.82711,347,389,0.78948,0.86474
1999,1st Quintile,West,Seldom,0.05476,91,1759,0.04412,0.06539
1999,1st Quintile,West,Never,0.93266,1668,1759,0.92094,0.94437
1999,1st Quintile,East,Seldom,0.04592,32,790,0.03131,0.06052
1999,1st Quintile,East,Never,0.93925,758,790,0.92258,0.95592
1999,2nd Quintile,West,Seldom,0.06180,115,1798,0.05067,0.07294
1999,2nd Quintile,West,Never,0.92164,1683,1798,0.90921,0.93407
1999,2nd Quintile,East,Seldom,0.06008,70,991,0.04528,0.07488
1999,2nd Quintile,East,Never,0.91872,921,991,0.90170,0.93574
1999,3rd Quintile,West,Seldom,0.06931,128,1849,0.05773,0.08089
1999,3rd Quintile,West,Never,0.91502,1721,1849,0.90231,0.92774
1999,3rd Quintile,East,Seldom,0.04964,55,896,0.03541,0.06387
1999,3rd Quintile,East,Never,0.92598,841,896,0.90882,0.94313
1999,4th Quintile,West,Seldom,0.06995,162,2062,0.05894,0.08097
1999,4th Quintile,West,Never,0.90411,1900,2062,0.89139,0.91682
1999,4th Quintile,East,Seldom,0.08760,59,593,0.06482,0.11037
1999,4th Quintile,East,Never,0.85693,534,593,0.82872,0.88514
1999,5th Quintile,West,At least once per week,0.01776,34,2202,0.01224,0.02327
1999,5th Quintile,West,At least once per month,0.02828,72,2202,0.02135,0.03521
1999,5th Quintile,West,Seldom,0.10929,219,2202,0.09625,0.12232
1999,5th Quintile,West,Never,0.84468,1877,2202,0.82954,0.85981
1999,5th Quintile,East,Seldom,0.10494,43,378,0.07400,0.13587
1999,5th Quintile,East,Never,0.86041,335,378,0.82543,0.89539
2001,1st Quintile,West,Seldom,0.04085,106,2632,0.03329,0.04841
2001,1st Quintile,West,Never,0.94779,2526,2632,0.93929,0.95629
2001,1st Quintile,East,Seldom,0.03037,41,1156,0.02047,0.04027
2001,1st Quintile,East,Never,0.95753,1115,1156,0.94590,0.96916
2001,2nd Quintile,West,Seldom,0.05449,150,2867,0.04618,0.06280
2001,2nd Quintile,West,Never,0.92934,2717,2867,0.91996,0.93872
2001,2nd Quintile,East,Seldom,0.04974,74,1345,0.03812,0.06136
2001,2nd Quintile,East,Never,0.92726,1271,1345,0.91337,0.94114
2001,3rd Quintile,West,At least once per month,0.01496,52,3167,0.01073,0.01919
2001,3rd Quintile,West,Seldom,0.05610,187,3167,0.04808,0.06411
2001,3rd Quintile,West,Never,0.92267,2928,3167,0.91337,0.93197
2001,3rd Quintile,East,At least once per month,0.02580,36,1293,0.01715,0.03444
2001,3rd Quintile,East,Seldom,0.04053,62,1293,0.02978,0.05128
2001,3rd Quintile,East,Never,0.92694,1195,1293,0.91275,0.94113
2001,4th Quintile,West,At least once per week,0.00891,39,3608,0.00584,0.01197
2001,4th Quintile,West,At least once per month,0.01684,60,3608,0.01264,0.02103
2001,4th Quintile,West,Seldom,0.07895,280,3608,0.07015,0.08776
2001,4th Quintile,West,Never,0.89530,3229,3608,0.88531,0.90530
2001,4th Quintile,East,Seldom,0.08374,81,920,0.06583,0.10164
2001,4th Quintile,East,Never,0.87053,839,920,0.84883,0.89224
2001,5th Quintile,West,At least once per week,0.01958,74,3872,0.01522,0.02395
2001,5th Quintile,West,At least once per month,0.02521,95,3872,0.02027,0.03015
2001,5th Quintile,West,Seldom,0.08750,343,3872,0.07860,0.09641
2001,5th Quintile,West,Never,0.86770,3360,3872,0.85703,0.87837
2001,5th Quintile,East,Seldom,0.11538,64,556,0.08880,0.14196
2001,5th Quintile,East,Never,0.82252,492,556,0.79073,0.85430
2003,1st Quintile,West,Seldom,0.05774,128,2330,0.04826,0.06721
2003,1st Quintile,West,Never,0.92613,2202,2330,0.91551,0.93675
2003,1st Quintile,East,Seldom,0.05458,56,1013,0.04058,0.06857
2003,1st Quintile,East,Never,0.93395,957,1013,0.91864,0.94925
2003,2nd Quintile,West,Seldom,0.07043,173,2493,0.06038,0.08047
2003,2nd Quintile,West,Never,0.91044,2320,2493,0.89923,0.92165
2003,2nd Quintile,East,Seldom,0.05085,72,1277,0.03880,0.06290
2003,2nd Quintile,East,Never,0.92898,1205,1277,0.91489,0.94308
2003,3rd Quintile,West,At least once per month,0.01763,47,2832,0.01279,0.02248
2003,3rd Quintile,West,Seldom,0.09540,266,2832,0.08458,0.10622
2003,3rd Quintile,West,Never,0.88162,2519,2832,0.86972,0.89352
2003,3rd Quintile,East,Seldom,0.07170,92,1167,0.05689,0.08651
2003,3rd Quintile,East,Never,0.90016,1075,1167,0.88295,0.91736
2003,4th Quintile,West,At least once per week,0.01278,49,3452,0.00903,0.01653
2003,4th Quintile,West,At least once per month,0.02333,85,3452,0.01829,0.02837
2003,4th Quintile,West,Seldom,0.09122,319,3452,0.08162,0.10083
2003,4th Quintile,West,Never,0.87267,2999,3452,0.86155,0.88379
2003,4th Quintile,East,At least once per month,0.03051,36,976,0.01971,0.04130
2003,4th Quintile,East,Seldom,0.12362,118,976,0.10296,0.14428
2003,4th Quintile,East,Never,0.83084,822,976,0.80731,0.85437
2003,5th Quintile,West,At least once per week,0.01513,106,5503,0.01190,0.01835
2003,5th Quintile,West,At least once per month,0.02566,157,5503,0.02149,0.02984
2003,5th Quintile,West,Seldom,0.12957,667,5503,0.12070,0.13844
2003,5th Quintile,West,Never,0.82964,4573,5503,0.81971,0.83957
2003,5th Quintile,East,At least once per month,0.04356,33,791,0.02932,0.05779
2003,5th Quintile,East,Seldom,0.14843,103,791,0.12364,0.17322
2003,5th Quintile,East,Never,0.79048,655,791,0.76210,0.81886
2005,1st Quintile,West,Seldom,0.05520,113,2092,0.04541,0.06498
2005,1st Quintile,West,Never,0.93042,1979,2092,0.91951,0.94132
2005,1st Quintile,East,Seldom,0.04881,41,1000,0.03545,0.06217
2005,1st Quintile,East,Never,0.93293,959,1000,0.91742,0.94844
2005,2nd Quintile,West,Seldom,0.05524,121,2359,0.04602,0.06446
2005,2nd Quintile,West,Never,0.92909,2238,2359,0.91873,0.93945
2005,2nd Quintile,East,Seldom,0.03635,50,1190,0.02571,0.04699
2005,2nd Quintile,East,Never,0.94896,1140,1190,0.93645,0.96147
2005,3rd Quintile,West,At least once per month,0.01193,35,2636,0.00778,0.01608
2005,3rd Quintile,West,Seldom,0.07103,180,2636,0.06122,0.08084
2005,3rd Quintile,West,Never,0.90892,2421,2636,0.89793,0.91990
2005,3rd Quintile,East,Seldom,0.06342,80,1042,0.04862,0.07823
2005,3rd Quintile,East,Never,0.91272,962,1042,0.89557,0.92987
2005,4th Quintile,West,At least once per week,0.01165,35,3299,0.00799,0.01531
2005,4th Quintile,West,At least once per month,0.02384,74,3299,0.01863,0.02905
2005,4th Quintile,West,Seldom,0.08211,263,3299,0.07274,0.09148
2005,4th Quintile,West,Never,0.88240,2927,3299,0.87140,0.89339
2005,4th Quintile,East,At least once per month,0.03233,34,973,0.02121,0.04345
2005,4th Quintile,East,Seldom,0.09009,104,973,0.07209,0.10809
2005,4th Quintile,East,Never,0.87424,835,973,0.85340,0.89509
2005,5th Quintile,West,At least once per week,0.02042,121,5070,0.01653,0.02432
2005,5th Quintile,West,At least once per month,0.02701,139,5070,0.02255,0.03148
2005,5th Quintile,West,Seldom,0.08525,449,5070,0.07756,0.09294
2005,5th Quintile,West,Never,0.86731,4361,5070,0.85797,0.87665
2005,5th Quintile,East,Seldom,0.12389,94,695,0.09938,0.14841
2005,5th Quintile,East,Never,0.82041,601,695,0.79185,0.84897
2007,1st Quintile,West,Seldom,0.02885,54,2129,0.02174,0.03597
2007,1st Quintile,West,Never,0.96129,2075,2129,0.95310,0.96949
2007,1st Quintile,East,Never,0.97372,979,979,0.96369,0.98374
2007,2nd Quintile,West,Seldom,0.03572,98,2369,0.02824,0.04319
2007,2nd Quintile,West,Never,0.94672,2271,2369,0.93768,0.95577
2007,2nd Quintile,East,Seldom,0.05031,42,1059,0.03714,0.06348
2007,2nd Quintile,East,Never,0.93717,1017,1059,0.92255,0.95179
2007,3rd Quintile,West,At least once per month,0.01074,34,2662,0.00682,0.01465
2007,3rd Quintile,West,Seldom,0.04852,147,2662,0.04035,0.05668
2007,3rd Quintile,West,Never,0.93413,2481,2662,0.92470,0.94355
2007,3rd Quintile,East,Seldom,0.05189,66,1124,0.03891,0.06486
2007,3rd Quintile,East,Never,0.92777,1058,1124,0.91263,0.94291
2007,4th Quintile,West,At least once per week,0.00973,35,3276,0.00637,0.01310
2007,4th Quintile,West,At least once per month,0.01392,49,3276,0.00991,0.01793
2007,4th Quintile,West,Seldom,0.06470,195,3276,0.05628,0.07313
2007,4th Quintile,West,Never,0.91165,2997,3276,0.90193,0.92137
2007,4th Quintile,East,Seldom,0.06077,71,982,0.04582,0.07572
2007,4th Quintile,East,Never,0.90742,911,982,0.88928,0.92556
2007,5th Quintile,West,At least once per week,0.01478,85,4812,0.01137,0.01819
2007,5th Quintile,West,At least once per month,0.02071,114,4812,0.01668,0.02473
2007,5th Quintile,West,Seldom,0.07693,397,4812,0.06940,0.08446
2007,5th Quintile,West,Never,0.88759,4216,4812,0.87866,0.89651
2007,5th Quintile,East,Seldom,0.09462,72,684,0.07267,0.11657
2007,5th Quintile,East,Never,0.86035,612,684,0.83435,0.88634
2008,1st Quintile,West,Seldom,0.05375,99,1994,0.04385,0.06365
2008,1st Quintile,West,Never,0.93628,1895,1994,0.92556,0.94700
2008,1st Quintile,East,Seldom,0.03589,36,921,0.02387,0.04791
2008,1st Quintile,East,Never,0.95186,885,921,0.93803,0.96569
2008,2nd Quintile,West,At least once per month,0.01154,32,2270,0.00715,0.01594
2008,2nd Quintile,West,Seldom,0.05924,136,2270,0.04953,0.06895
2008,2nd Quintile,West,Never,0.92546,2102,2270,0.91465,0.93626
2008,2nd Quintile,East,Seldom,0.04133,54,1064,0.02936,0.05330
2008,2nd Quintile,East,Never,0.94129,1010,1064,0.92716,0.95543
2008,3rd Quintile,West,At least once per month,0.01630,45,2576,0.01141,0.02119
2008,3rd Quintile,West,Seldom,0.06591,194,2576,0.05632,0.07549
2008,3rd Quintile,West,Never,0.90898,2337,2576,0.89787,0.92009
2008,3rd Quintile,East,Seldom,0.06785,86,1164,0.05339,0.08230
2008,3rd Quintile,East,Never,0.90383,1078,1164,0.88688,0.92077
2008,4th Quintile,West,At least once per month,0.01474,64,3019,0.01044,0.01903
2008,4th Quintile,West,Seldom,0.09069,269,3019,0.08045,0.10094
2008,4th Quintile,West,Never,0.88556,2686,3019,0.87420,0.89692
2008,4th Quintile,East,Seldom,0.09231,72,793,0.07215,0.11247
2008,4th Quintile,East,Never,0.88789,721,793,0.86591,0.90986
2008,5th Quintile,West,At least once per week,0.01420,90,4521,0.01075,0.01765
2008,5th Quintile,West,At least once per month,0.02565,138,4521,0.02104,0.03026
2008,5th Quintile,West,Seldom,0.09670,468,4521,0.08809,0.10532
2008,5th Quintile,West,Never,0.86345,3825,4521,0.85344,0.87346
2008,5th Quintile,East,Seldom,0.08717,71,679,0.06594,0.10840
2008,5th Quintile,East,Never,0.86624,608,679,0.84062,0.89187
2009,1st Quintile,West,Seldom,0.03365,68,1902,0.02555,0.04176
2009,1st Quintile,West,Never,0.95461,1834,1902,0.94525,0.96397
2009,1st Quintile,East,Seldom,0.03926,39,909,0.02663,0.05189
2009,1st Quintile,East,Never,0.94888,870,909,0.93455,0.96320
2009,2nd Quintile,West,Seldom,0.04159,85,2049,0.03294,0.05024
2009,2nd Quintile,West,Never,0.94763,1964,2049,0.93798,0.95727
2009,2nd Quintile,East,Seldom,0.04138,41,1046,0.02930,0.05345
2009,2nd Quintile,East,Never,0.94882,1005,1046,0.93546,0.96218
2009,3rd Quintile,West,At least once per month,0.01544,34,2294,0.01039,0.02049
2009,3rd Quintile,West,Seldom,0.04710,109,2294,0.03842,0.05577
2009,3rd Quintile,West,Never,0.93094,2151,2294,0.92056,0.94132
2009,3rd Quintile,East,Seldom,0.09618,82,1048,0.07832,0.11404
2009,3rd Quintile,East,Never,0.88455,966,1048,0.86519,0.90390
2009,4th Quintile,West,At least once per month,0.01307,42,2919,0.00895,0.01720
2009,4th Quintile,West,Seldom,0.07821,237,2919,0.06847,0.08795
2009,4th Quintile,West,Never,0.90198,2640,2919,0.89119,0.91277
2009,4th Quintile,East,Seldom,0.06140,52,772,0.04446,0.07835
2009,4th Quintile,East,Never,0.90736,720,772,0.88690,0.92783
2009,5th Quintile,West,At least once per week,0.01631,73,4103,0.01243,0.02018
2009,5th Quintile,West,At least once per month,0.01860,111,4103,0.01446,0.02273
2009,5th Quintile,West,Seldom,0.08763,332,4103,0.07898,0.09628
2009,5th Quintile,West,Never,0.87746,3587,4103,0.86743,0.88750
2009,5th Quintile,East,Seldom,0.07844,55,637,0.05755,0.09934
2009,5th Quintile,East,Never,0.89318,582,637,0.86918,0.91719
2011,1st Quintile,West,At least once per month,0.01138,31,3167,0.00768,0.01507
2011,1st Quintile,West,Seldom,0.04596,127,3167,0.03866,0.05325
2011,1st Quintile,West,Never,0.93581,3009,3167,0.92727,0.94435
2011,1st Quintile,East,Seldom,0.04532,53,1368,0.03429,0.05634
2011,1st Quintile,East,Never,0.94643,1315,1368,0.93449,0.95836
2011,2nd Quintile,West,At least once per month,0.00568,31,3009,0.00299,0.00836
2011,2nd Quintile,West,Seldom,0.04267,142,3009,0.03545,0.04989
2011,2nd Quintile,West,Never,0.94686,2836,3009,0.93885,0.95488
2011,2nd Quintile,East,Seldom,0.07898,79,1256,0.06406,0.09390
2011,2nd Quintile,East,Never,0.90593,1177,1256,0.88978,0.92209
2011,3rd Quintile,West,At least once per week,0.00782,33,3087,0.00471,0.01093
2011,3rd Quintile,West,At least once per month,0.01203,41,3087,0.00818,0.01588
2011,3rd Quintile,West,Seldom,0.07370,192,3087,0.06448,0.08292
2011,3rd Quintile,West,Never,0.90645,2821,3087,0.89617,0.91672
2011,3rd Quintile,East,Seldom,0.07169,69,996,0.05566,0.08772
2011,3rd Quintile,East,Never,0.90424,927,996,0.88595,0.92252
2011,4th Quintile,West,At least once per week,0.00853,34,3292,0.00539,0.01167
2011,4th Quintile,West,At least once per month,0.01803,58,3292,0.01349,0.02258
2011,4th Quintile,West,Seldom,0.06766,237,3292,0.05908,0.07624
2011,4th Quintile,West,Never,0.90577,2963,3292,0.89579,0.91576
2011,4th Quintile,East,Seldom,0.08024,80,786,0.06124,0.09925
2011,4th Quintile,East,Never,0.87938,706,786,0.85660,0.90216
2011,5th Quintile,West,At least once per week,0.01559,68,4136,0.01181,0.01936
