year,migback,regtyp,pli0097_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,No migration background,Urban regions,Never,0.91927,4884,5330,0.91195,0.92658
1988,No migration background,Rural regions,At least once per month,0.02119,35,1660,0.01426,0.02812
1988,No migration background,Rural regions,Seldom,0.06094,109,1660,0.04943,0.07246
1988,No migration background,Rural regions,Never,0.91138,1516,1660,0.89770,0.92505
1988,Direct migration background,Urban regions,Seldom,0.03774,54,2287,0.02992,0.04555
1988,Direct migration background,Urban regions,Never,0.95100,2233,2287,0.94216,0.95985
1988,Direct migration background,Rural regions,Never,0.95018,323,323,0.92642,0.97395
1988,Indirect migration background,Urban regions,Never,0.92726,178,178,0.88900,0.96552
1990,No migration background,No answer / don't know,Never,0.79557,68,68,0.69900,0.89213
1990,No migration background,Urban regions,At least once per week,0.01215,82,6393,0.00947,0.01484
1990,No migration background,Urban regions,At least once per month,0.02933,195,6393,0.02520,0.03347
1990,No migration background,Urban regions,Seldom,0.13068,822,6393,0.12242,0.13894
1990,No migration background,Urban regions,Never,0.82783,5294,6393,0.81858,0.83709
1990,No migration background,Rural regions,At least once per week,0.01949,90,4288,0.01535,0.02363
1990,No migration background,Rural regions,At least once per month,0.03930,197,4288,0.03348,0.04511
1990,No migration background,Rural regions,Seldom,0.13026,550,4288,0.12019,0.14034
1990,No migration background,Rural regions,Never,0.81095,3451,4288,0.79923,0.82267
1990,Direct migration background,Urban regions,At least once per month,0.01589,31,2222,0.01069,0.02109
1990,Direct migration background,Urban regions,Seldom,0.07465,126,2222,0.06372,0.08558
1990,Direct migration background,Urban regions,Never,0.90205,2065,2222,0.88969,0.91441
1990,Direct migration background,Rural regions,Never,0.86537,373,373,0.83069,0.90006
1990,Indirect migration background,Urban regions,Never,0.92324,230,230,0.88876,0.95772
1990,Indirect migration background,Rural regions,Never,0.98965,40,40,0.95787,1.02142
1992,No migration background,No answer / don't know,Never,0.93146,105,105,0.88290,0.98002
1992,No migration background,Urban regions,At least once per week,0.00757,50,6096,0.00540,0.00975
1992,No migration background,Urban regions,At least once per month,0.01949,111,6096,0.01602,0.02296
1992,No migration background,Urban regions,Seldom,0.05654,336,6096,0.05075,0.06234
1992,No migration background,Urban regions,Never,0.91639,5599,6096,0.90944,0.92334
1992,No migration background,Rural regions,At least once per week,0.01149,52,3993,0.00819,0.01480
1992,No migration background,Rural regions,At least once per month,0.02613,106,3993,0.02118,0.03108
1992,No migration background,Rural regions,Seldom,0.06662,273,3993,0.05888,0.07435
1992,No migration background,Rural regions,Never,0.89576,3562,3993,0.88628,0.90524
1992,Direct migration background,Urban regions,Seldom,0.04275,75,2084,0.03406,0.05144
1992,Direct migration background,Urban regions,Never,0.95151,2009,2084,0.94229,0.96074
1992,Direct migration background,Rural regions,Never,0.92529,377,377,0.89871,0.95186
1992,Indirect migration background,Urban regions,Never,0.91993,318,318,0.89005,0.94981
1992,Indirect migration background,Rural regions,Never,0.87832,54,54,0.79030,0.96633
1994,No migration background,Urban regions,At least once per week,0.00760,46,6020,0.00540,0.00979
1994,No migration background,Urban regions,At least once per month,0.01515,97,6020,0.01206,0.01823
1994,No migration background,Urban regions,Seldom,0.06397,373,6020,0.05779,0.07016
1994,No migration background,Urban regions,Never,0.91328,5504,6020,0.90617,0.92039
1994,No migration background,Rural regions,At least once per week,0.01076,48,3883,0.00752,0.01401
1994,No migration background,Rural regions,At least once per month,0.02007,91,3883,0.01566,0.02449
1994,No migration background,Rural regions,Seldom,0.07787,280,3883,0.06944,0.08630
1994,No migration background,Rural regions,Never,0.89129,3464,3883,0.88150,0.90109
1994,Direct migration background,Urban regions,Seldom,0.04576,86,1928,0.03643,0.05509
1994,Direct migration background,Urban regions,Never,0.94524,1842,1928,0.93508,0.95540
1994,Direct migration background,Rural regions,Never,0.92118,353,353,0.89303,0.94933
1994,Indirect migration background,Urban regions,Never,0.93554,390,390,0.91113,0.95994
1994,Indirect migration background,Rural regions,Never,0.89837,66,66,0.82491,0.97183
1995,No migration background,Urban regions,At least once per week,0.01041,70,5954,0.00784,0.01299
1995,No migration background,Urban regions,At least once per month,0.01816,109,5954,0.01477,0.02155
1995,No migration background,Urban regions,Seldom,0.08416,483,5954,0.07711,0.09122
1995,No migration background,Urban regions,Never,0.88726,5292,5954,0.87923,0.89530
1995,No migration background,Rural regions,At least once per week,0.01362,56,3970,0.01002,0.01723
1995,No migration background,Rural regions,At least once per month,0.02748,100,3970,0.02239,0.03256
1995,No migration background,Rural regions,Seldom,0.10677,393,3970,0.09716,0.11637
1995,No migration background,Rural regions,Never,0.85213,3421,3970,0.84109,0.86318
1995,Direct migration background,Urban regions,Seldom,0.04294,96,2257,0.03457,0.05131
1995,Direct migration background,Urban regions,Never,0.93902,2161,2257,0.92915,0.94890
1995,Direct migration background,Rural regions,Never,0.90525,433,433,0.87763,0.93287
1995,Indirect migration background,Urban regions,Never,0.92288,399,399,0.89667,0.94909
1995,Indirect migration background,Rural regions,Never,0.77950,72,72,0.68306,0.87593
1996,No migration background,Urban regions,At least once per week,0.00699,50,5910,0.00486,0.00911
1996,No migration background,Urban regions,At least once per month,0.01595,101,5910,0.01275,0.01914
1996,No migration background,Urban regions,Seldom,0.08607,471,5910,0.07892,0.09322
1996,No migration background,Urban regions,Never,0.89100,5288,5910,0.88305,0.89894
1996,No migration background,Rural regions,At least once per week,0.01054,42,3937,0.00735,0.01373
1996,No migration background,Rural regions,At least once per month,0.01869,71,3937,0.01446,0.02293
1996,No migration background,Rural regions,Seldom,0.10171,370,3937,0.09227,0.11116
1996,No migration background,Rural regions,Never,0.86905,3454,3937,0.85851,0.87959
1996,Direct migration background,Urban regions,Seldom,0.05170,91,2117,0.04226,0.06113
1996,Direct migration background,Urban regions,Never,0.94216,2026,2117,0.93221,0.95210
1996,Direct migration background,Rural regions,Never,0.87285,421,421,0.84099,0.90471
1996,Indirect migration background,Urban regions,Never,0.93869,420,420,0.91572,0.96166
1996,Indirect migration background,Rural regions,Never,0.79428,83,83,0.70678,0.88177
1997,No migration background,Urban regions,At least once per week,0.00901,47,5804,0.00658,0.01144
1997,No migration background,Urban regions,At least once per month,0.01831,116,5804,0.01486,0.02176
1997,No migration background,Urban regions,Seldom,0.06822,369,5804,0.06174,0.07471
1997,No migration background,Urban regions,Never,0.90445,5272,5804,0.89689,0.91202
1997,No migration background,Rural regions,At least once per week,0.00887,34,3885,0.00592,0.01182
1997,No migration background,Rural regions,At least once per month,0.01852,70,3885,0.01428,0.02276
1997,No migration background,Rural regions,Seldom,0.08451,303,3885,0.07577,0.09326
1997,No migration background,Rural regions,Never,0.88809,3478,3885,0.87818,0.89801
1997,Direct migration background,Urban regions,Seldom,0.04417,71,2001,0.03517,0.05318
1997,Direct migration background,Urban regions,Never,0.94497,1930,2001,0.93498,0.95496
1997,Direct migration background,Rural regions,Never,0.89284,393,393,0.86221,0.92346
1997,Indirect migration background,Urban regions,Never,0.93934,453,453,0.91734,0.96135
1997,Indirect migration background,Rural regions,Never,0.87099,81,81,0.79754,0.94445
1998,No migration background,Urban regions,At least once per week,0.01031,72,6747,0.00790,0.01272
1998,No migration background,Urban regions,At least once per month,0.01590,118,6747,0.01292,0.01889
1998,No migration background,Urban regions,Seldom,0.10174,640,6747,0.09452,0.10895
1998,No migration background,Urban regions,Never,0.87205,5917,6747,0.86408,0.88002
1998,No migration background,Rural regions,At least once per month,0.02015,91,4390,0.01599,0.02430
1998,No migration background,Rural regions,Seldom,0.11290,474,4390,0.10354,0.12227
1998,No migration background,Rural regions,Never,0.86075,3825,4390,0.85051,0.87100
1998,Direct migration background,Urban regions,Seldom,0.07089,130,1943,0.05948,0.08231
1998,Direct migration background,Urban regions,Never,0.91445,1813,1943,0.90201,0.92689
1998,Direct migration background,Rural regions,Seldom,0.09704,32,405,0.06817,0.12590
1998,Direct migration background,Rural regions,Never,0.86907,373,405,0.83618,0.90197
1998,Indirect migration background,Urban regions,Seldom,0.09081,43,495,0.06548,0.11615
1998,Indirect migration background,Urban regions,Never,0.88281,452,495,0.85445,0.91118
1998,Indirect migration background,Rural regions,Never,0.88518,86,86,0.81741,0.95296
1999,No migration background,Urban regions,At least once per week,0.01041,69,6471,0.00793,0.01288
1999,No migration background,Urban regions,At least once per month,0.01688,120,6471,0.01374,0.02002
1999,No migration background,Urban regions,Seldom,0.07270,482,6471,0.06637,0.07903
1999,No migration background,Urban regions,Never,0.90002,5800,6471,0.89271,0.90733
1999,No migration background,Rural regions,At least once per week,0.00884,40,4298,0.00604,0.01163
1999,No migration background,Rural regions,At least once per month,0.01892,82,4298,0.01484,0.02299
1999,No migration background,Rural regions,Seldom,0.08686,364,4298,0.07844,0.09528
1999,No migration background,Rural regions,Never,0.88539,3812,4298,0.87586,0.89491
1999,Direct migration background,Urban regions,Seldom,0.04743,70,1812,0.03764,0.05723
1999,Direct migration background,Urban regions,Never,0.94615,1742,1812,0.93575,0.95654
1999,Direct migration background,Rural regions,Never,0.89827,325,325,0.86536,0.93119
1999,Indirect migration background,Urban regions,Never,0.92033,481,481,0.89611,0.94456
1999,Indirect migration background,Rural regions,Never,0.93267,78,78,0.87670,0.98864
2001,No migration background,Urban regions,At least once per week,0.01043,116,11092,0.00854,0.01232
2001,No migration background,Urban regions,At least once per month,0.01660,190,11092,0.01422,0.01897
2001,No migration background,Urban regions,Seldom,0.07066,787,11092,0.06589,0.07543
2001,No migration background,Urban regions,Never,0.90231,9999,11092,0.89679,0.90784
2001,No migration background,Rural regions,At least once per week,0.00850,61,6900,0.00633,0.01066
2001,No migration background,Rural regions,At least once per month,0.02434,160,6900,0.02071,0.02798
2001,No migration background,Rural regions,Seldom,0.06747,488,6900,0.06155,0.07339
2001,No migration background,Rural regions,Never,0.89970,6191,6900,0.89261,0.90678
2001,Direct migration background,Urban regions,Seldom,0.02475,58,2355,0.01847,0.03102
2001,Direct migration background,Urban regions,Never,0.96652,2297,2355,0.95925,0.97379
2001,Direct migration background,Rural regions,Never,0.92374,463,463,0.89954,0.94795
2001,Indirect migration background,Urban regions,Never,0.94585,629,629,0.92815,0.96355
2001,Indirect migration background,Rural regions,Never,0.97076,96,96,0.93688,1.00464
2003,No migration background,Urban regions,At least once per week,0.01061,150,11846,0.00877,0.01246
2003,No migration background,Urban regions,At least once per month,0.01907,248,11846,0.01661,0.02154
2003,No migration background,Urban regions,Seldom,0.09227,1103,11846,0.08706,0.09748
2003,No migration background,Urban regions,Never,0.87805,10345,11846,0.87215,0.88394
2003,No migration background,Rural regions,At least once per week,0.00985,80,6806,0.00751,0.01220
2003,No migration background,Rural regions,At least once per month,0.02429,175,6806,0.02064,0.02795
2003,No migration background,Rural regions,Seldom,0.10304,736,6806,0.09582,0.11026
2003,No migration background,Rural regions,Never,0.86281,5815,6806,0.85464,0.87099
2003,Direct migration background,Urban regions,Seldom,0.04135,78,2119,0.03287,0.04983
2003,Direct migration background,Urban regions,Never,0.94625,2041,2119,0.93665,0.95585
2003,Direct migration background,Rural regions,Seldom,0.10134,33,445,0.07327,0.12941
2003,Direct migration background,Rural regions,Never,0.88650,412,445,0.85699,0.91601
2003,Indirect migration background,Urban regions,Seldom,0.06641,37,664,0.04745,0.08536
2003,Indirect migration background,Urban regions,Never,0.91902,627,664,0.89826,0.93979
2003,Indirect migration background,Rural regions,Never,0.89165,89,89,0.82671,0.95659
2005,No migration background,Urban regions,At least once per week,0.01154,142,11010,0.00954,0.01353
2005,No migration background,Urban regions,At least once per month,0.01592,205,11010,0.01358,0.01826
2005,No migration background,Urban regions,Seldom,0.06693,778,11010,0.06226,0.07160
2005,No migration background,Urban regions,Never,0.90561,9885,11010,0.90015,0.91107
2005,No migration background,Rural regions,At least once per week,0.00917,75,6352,0.00683,0.01152
2005,No migration background,Rural regions,At least once per month,0.02866,162,6352,0.02456,0.03277
2005,No migration background,Rural regions,Seldom,0.08812,582,6352,0.08115,0.09509
2005,No migration background,Rural regions,Never,0.87404,5533,6352,0.86588,0.88220
2005,Direct migration background,Urban regions,Seldom,0.05071,80,1934,0.04092,0.06049
2005,Direct migration background,Urban regions,Never,0.94024,1854,1934,0.92967,0.95081
2005,Direct migration background,Rural regions,Never,0.94431,377,377,0.92113,0.96749
2005,Indirect migration background,Urban regions,Seldom,0.05367,35,705,0.03703,0.07032
2005,Indirect migration background,Urban regions,Never,0.93168,670,705,0.91304,0.95032
2005,Indirect migration background,Rural regions,Never,0.99525,105,105,0.98204,1.00846
2007,No migration background,Urban regions,At least once per week,0.00965,109,10983,0.00782,0.01148
2007,No migration background,Urban regions,At least once per month,0.01416,172,10983,0.01195,0.01637
2007,No migration background,Urban regions,Seldom,0.05278,653,10983,0.04860,0.05696
2007,No migration background,Urban regions,Never,0.92341,10049,10983,0.91843,0.92838
2007,No migration background,Rural regions,At least once per week,0.01009,77,6450,0.00765,0.01253
2007,No migration background,Rural regions,At least once per month,0.01407,119,6450,0.01120,0.01695
2007,No migration background,Rural regions,Seldom,0.06350,423,6450,0.05754,0.06945
2007,No migration background,Rural regions,Never,0.91234,5831,6450,0.90544,0.91924
2007,Direct migration background,Urban regions,Seldom,0.03480,56,1682,0.02604,0.04357
2007,Direct migration background,Urban regions,Never,0.95846,1626,1682,0.94892,0.96800
2007,Direct migration background,Rural regions,Never,0.96678,372,372,0.94854,0.98501
2007,Indirect migration background,Urban regions,Never,0.95631,636,636,0.94041,0.97221
2007,Indirect migration background,Rural regions,Never,0.96761,106,106,0.93375,1.00147
2008,No migration background,Urban regions,At least once per week,0.00779,99,10434,0.00610,0.00948
2008,No migration background,Urban regions,At least once per month,0.01593,206,10434,0.01353,0.01833
2008,No migration background,Urban regions,Seldom,0.06905,805,10434,0.06418,0.07391
2008,No migration background,Urban regions,Never,0.90724,9324,10434,0.90167,0.91280
2008,No migration background,Rural regions,At least once per week,0.01020,81,6130,0.00768,0.01271
2008,No migration background,Rural regions,At least once per month,0.01912,154,6130,0.01570,0.02255
2008,No migration background,Rural regions,Seldom,0.08576,534,6130,0.07875,0.09277
2008,No migration background,Rural regions,Never,0.88492,5361,6130,0.87693,0.89291
2008,Direct migration background,Urban regions,Seldom,0.06314,90,1525,0.05093,0.07535
2008,Direct migration background,Urban regions,Never,0.92585,1435,1525,0.91269,0.93900
2008,Direct migration background,Rural regions,Never,0.94710,322,322,0.92262,0.97159
2008,Indirect migration background,Urban regions,Seldom,0.07793,39,641,0.05716,0.09869
2008,Indirect migration background,Urban regions,Never,0.90341,602,641,0.88053,0.92630
2008,Indirect migration background,Rural regions,Never,0.97890,105,105,0.95127,1.00652
2009,No migration background,Urban regions,At least once per week,0.00754,76,9700,0.00582,0.00926
2009,No migration background,Urban regions,At least once per month,0.01291,163,9700,0.01066,0.01516
2009,No migration background,Urban regions,Seldom,0.05646,579,9700,0.05186,0.06105
2009,No migration background,Urban regions,Never,0.92310,8882,9700,0.91780,0.92840
2009,No migration background,Rural regions,At least once per week,0.00789,65,5817,0.00562,0.01016
2009,No migration background,Rural regions,At least once per month,0.01634,107,5817,0.01309,0.01960
2009,No migration background,Rural regions,Seldom,0.07710,431,5817,0.07024,0.08395
2009,No migration background,Rural regions,Never,0.89867,5214,5817,0.89092,0.90643
2009,Direct migration background,Urban regions,Seldom,0.04323,55,1319,0.03225,0.05421
2009,Direct migration background,Urban regions,Never,0.94891,1264,1319,0.93703,0.96080
2009,Direct migration background,Rural regions,Never,0.96316,299,299,0.94177,0.98454
2009,Indirect migration background,Urban regions,Never,0.91763,556,556,0.89476,0.94050
2009,Indirect migration background,Rural regions,Never,0.96911,109,109,0.93647,1.00174
2011,No migration background,Urban regions,At least once per week,0.01069,153,14595,0.00902,0.01236
2011,No migration background,Urban regions,At least once per month,0.01345,232,14595,0.01158,0.01531
2011,No migration background,Urban regions,Seldom,0.06171,921,14595,0.05781,0.06562
2011,No migration background,Urban regions,Never,0.91415,13289,14595,0.90960,0.91869
2011,No migration background,Rural regions,At least once per week,0.01067,109,9088,0.00856,0.01278
2011,No migration background,Rural regions,At least once per month,0.01949,192,9088,0.01664,0.02233
2011,No migration background,Rural regions,Seldom,0.07065,592,9088,0.06539,0.07592
2011,No migration background,Rural regions,Never,0.89919,8195,9088,0.89300,0.90538
2011,Direct migration background,Urban regions,Seldom,0.03778,88,2510,0.03032,0.04524
2011,Direct migration background,Urban regions,Never,0.94951,2422,2510,0.94094,0.95808
2011,Direct migration background,Rural regions,Never,0.93720,762,762,0.91996,0.95444
2011,Indirect migration background,Urban regions,Seldom,0.06691,49,980,0.05126,0.08256
2011,Indirect migration background,Urban regions,Never,0.91401,931,980,0.89645,0.93157
2011,Indirect migration background,Rural regions,Never,0.94913,219,219,0.91996,0.97830
2013,No migration background,Urban regions,At least once per week,0.01253,155,13122,0.01062,0.01443
2013,No migration background,Urban regions,At least once per month,0.01795,260,13122,0.01568,0.02022
2013,No migration background,Urban regions,Seldom,0.08708,1094,13122,0.08225,0.09190
2013,No migration background,Urban regions,Never,0.88245,11613,13122,0.87694,0.88796
2013,No migration background,Rural regions,At least once per week,0.01053,113,8315,0.00834,0.01273
2013,No migration background,Rural regions,At least once per month,0.02349,201,8315,0.02023,0.02674
2013,No migration background,Rural regions,Seldom,0.09875,769,8315,0.09233,0.10516
2013,No migration background,Rural regions,Never,0.86723,7232,8315,0.85994,0.87453
2013,Direct migration background,Urban regions,Seldom,0.06481,129,2083,0.05423,0.07538
2013,Direct migration background,Urban regions,Never,0.91650,1954,2083,0.90462,0.92839
2013,Direct migration background,Rural regions,Seldom,0.06614,43,683,0.04749,0.08479
2013,Direct migration background,Rural regions,Never,0.91815,640,683,0.89758,0.93873
2013,Indirect migration background,Urban regions,Seldom,0.10632,84,873,0.08586,0.12678
2013,Indirect migration background,Urban regions,Never,0.87200,789,873,0.84983,0.89418
2013,Indirect migration background,Rural regions,Never,0.91778,191,191,0.87872,0.95684
2015,No migration background,Urban regions,At least once per week,0.01196,129,11650,0.00998,0.01393
2015,No migration background,Urban regions,At least once per month,0.01451,199,11650,0.01233,0.01668
2015,No migration background,Urban regions,Seldom,0.06055,748,11650,0.05622,0.06488
2015,No migration background,Urban regions,Never,0.91299,10574,11650,0.90787,0.91810
2015,No migration background,Rural regions,At least once per week,0.00902,80,7394,0.00687,0.01118
2015,No migration background,Rural regions,At least once per month,0.01850,161,7394,0.01543,0.02158
2015,No migration background,Rural regions,Seldom,0.07100,558,7394,0.06515,0.07685
2015,No migration background,Rural regions,Never,0.90147,6595,7394,0.89468,0.90827
2015,Direct migration background,Urban regions,At least once per month,0.00916,34,4475,0.00636,0.01195
2015,Direct migration background,Urban regions,Seldom,0.03646,163,4475,0.03096,0.04195
2015,Direct migration background,Urban regions,Never,0.94822,4278,4475,0.94173,0.95471
2015,Direct migration background,Rural regions,Seldom,0.03407,58,1515,0.02493,0.04320
2015,Direct migration background,Rural regions,Never,0.95504,1457,1515,0.94460,0.96548
2015,Indirect migration background,Urban regions,Seldom,0.04545,60,1274,0.03401,0.05689
2015,Indirect migration background,Urban regions,Never,0.94066,1214,1274,0.92768,0.95364
2015,Indirect migration background,Rural regions,Never,0.90193,285,285,0.86734,0.93652
2017,No migration background,Urban regions,At least once per week,0.01250,145,12238,0.01053,0.01447
2017,No migration background,Urban regions,At least once per month,0.01659,201,12238,0.01433,0.01885
2017,No migration background,Urban regions,Seldom,0.06052,746,12238,0.05629,0.06474
2017,No migration background,Urban regions,Never,0.91039,11146,12238,0.90533,0.91545
2017,No migration background,Rural regions,At least once per week,0.01145,94,7781,0.00908,0.01381
2017,No migration background,Rural regions,At least once per month,0.02054,177,7781,0.01739,0.02369
2017,No migration background,Rural regions,Seldom,0.07358,562,7781,0.06778,0.07938
2017,No migration background,Rural regions,Never,0.89443,6948,7781,0.88761,0.90126
2017,Direct migration background,Urban regions,Seldom,0.03508,118,3484,0.02897,0.04120
2017,Direct migration background,Urban regions,Never,0.94352,3366,3484,0.93586,0.95119
2017,Direct migration background,Rural regions,Seldom,0.03650,43,1247,0.02609,0.04691
2017,Direct migration background,Rural regions,Never,0.95687,1204,1247,0.94559,0.96815
2017,Indirect migration background,Urban regions,Seldom,0.04642,62,1306,0.03500,0.05783
2017,Indirect migration background,Urban regions,Never,0.92813,1244,1306,0.91411,0.94214
2017,Indirect migration background,Rural regions,Never,0.94650,264,264,0.91930,0.97369
2019,No migration background,No answer / don't know,Seldom,0.13393,69,434,0.10185,0.16601
2019,No migration background,No answer / don't know,Never,0.75808,365,434,0.71774,0.79842
2019,No migration background,Urban regions,At least once per week,0.01556,208,12105,0.01335,0.01776
2019,No migration background,Urban regions,At least once per month,0.01779,293,12105,0.01543,0.02014
2019,No migration background,Urban regions,Seldom,0.09938,1279,12105,0.09405,0.10471
2019,No migration background,Urban regions,Never,0.86728,10325,12105,0.86123,0.87332
2019,No migration background,Rural regions,At least once per week,0.01217,158,7399,0.00967,0.01467
2019,No migration background,Rural regions,At least once per month,0.02397,246,7399,0.02048,0.02745
2019,No migration background,Rural regions,Seldom,0.09885,768,7399,0.09205,0.10565
2019,No migration background,Rural regions,Never,0.86501,6227,7399,0.85722,0.87280
2019,Direct migration background,Urban regions,At least once per month,0.01601,33,2924,0.01146,0.02056
2019,Direct migration background,Urban regions,Seldom,0.07546,235,2924,0.06588,0.08503
2019,Direct migration background,Urban regions,Never,0.89949,2656,2924,0.88859,0.91039
2019,Direct migration background,Rural regions,Seldom,0.05938,62,1010,0.04480,0.07396
2019,Direct migration background,Rural regions,Never,0.93289,948,1010,0.91746,0.94833
2019,Indirect migration background,Urban regions,Seldom,0.10899,128,1199,0.09134,0.12664
2019,Indirect migration background,Urban regions,Never,0.86474,1071,1199,0.84537,0.88411
2019,Indirect migration background,Rural regions,Never,0.92434,262,262,0.89226,0.95643
