year,age_gr,sampreg,pli0097_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,46-65 y.,West,At least once per month,0.01818,42,2709,0.01315,0.02321
1996,46-65 y.,West,Seldom,0.10477,233,2709,0.09324,0.11631
1996,46-65 y.,West,Never,0.85263,2398,2709,0.83928,0.86598
1996,46-65 y.,East,Seldom,0.08447,107,1124,0.06820,0.10073
1996,46-65 y.,East,Never,0.87502,1017,1124,0.85567,0.89436
1996,66 and older,West,Seldom,0.07053,71,1093,0.05534,0.08571
1996,66 and older,West,Never,0.89030,1022,1093,0.87177,0.90884
1996,66 and older,East,Never,0.89728,373,373,0.86642,0.92813
1997,17-29 y.,West,Seldom,0.05923,110,2146,0.04924,0.06922
1997,17-29 y.,West,Never,0.91282,2036,2146,0.90088,0.92476
1997,17-29 y.,East,Never,0.94449,795,795,0.92856,0.96042
1997,30-45 y.,West,At least once per month,0.01483,48,3144,0.01060,0.01905
1997,30-45 y.,West,Seldom,0.07770,213,3144,0.06834,0.08706
1997,30-45 y.,West,Never,0.89665,2883,3144,0.88601,0.90729
1997,30-45 y.,East,Seldom,0.06255,73,1150,0.04854,0.07655
1997,30-45 y.,East,Never,0.90872,1077,1150,0.89207,0.92538
1997,46-65 y.,West,At least once per week,0.01529,38,2652,0.01061,0.01996
1997,46-65 y.,West,At least once per month,0.01939,46,2652,0.01414,0.02464
1997,46-65 y.,West,Seldom,0.09072,213,2652,0.07979,0.10166
1997,46-65 y.,West,Never,0.86193,2355,2652,0.84879,0.87506
1997,46-65 y.,East,Seldom,0.06662,91,1121,0.05201,0.08122
1997,46-65 y.,East,Never,0.88765,1030,1121,0.86916,0.90615
1997,66 and older,West,Seldom,0.04724,48,1088,0.03463,0.05985
1997,66 and older,West,Never,0.88631,1040,1088,0.86744,0.90518
1997,66 and older,East,Never,0.89012,391,391,0.85909,0.92116
1998,17-29 y.,West,Seldom,0.07753,170,2252,0.06648,0.08858
1998,17-29 y.,West,Never,0.90187,2082,2252,0.88959,0.91416
1998,17-29 y.,East,Seldom,0.07730,67,864,0.05948,0.09512
1998,17-29 y.,East,Never,0.91706,797,864,0.89866,0.93546
1998,30-45 y.,West,At least once per month,0.01528,54,3540,0.01124,0.01932
1998,30-45 y.,West,Seldom,0.11094,361,3540,0.10059,0.12129
1998,30-45 y.,West,Never,0.86211,3125,3540,0.85075,0.87347
1998,30-45 y.,East,Seldom,0.08890,116,1212,0.07287,0.10493
1998,30-45 y.,East,Never,0.88530,1096,1212,0.86736,0.90325
1998,46-65 y.,West,At least once per week,0.01579,49,3094,0.01140,0.02018
1998,46-65 y.,West,At least once per month,0.01904,63,3094,0.01422,0.02386
1998,46-65 y.,West,Seldom,0.12243,331,3094,0.11088,0.13399
1998,46-65 y.,West,Never,0.83331,2651,3094,0.82018,0.84645
1998,46-65 y.,East,At least once per month,0.02832,39,1256,0.01914,0.03749
1998,46-65 y.,East,Seldom,0.08920,125,1256,0.07343,0.10497
1998,46-65 y.,East,Never,0.87156,1092,1256,0.85305,0.89007
1998,66 and older,West,Seldom,0.08675,114,1330,0.07162,0.10188
1998,66 and older,West,Never,0.87381,1216,1330,0.85595,0.89166
1998,66 and older,East,Seldom,0.07668,38,445,0.05193,0.10143
1998,66 and older,East,Never,0.85440,407,445,0.82160,0.88721
1999,17-29 y.,West,Seldom,0.05380,117,2097,0.04415,0.06346
1999,17-29 y.,West,Never,0.92287,1980,2097,0.91145,0.93429
1999,17-29 y.,East,Seldom,0.05958,46,822,0.04338,0.07577
1999,17-29 y.,East,Never,0.92181,776,822,0.90345,0.94018
1999,30-45 y.,West,At least once per month,0.01340,50,3449,0.00956,0.01724
1999,30-45 y.,West,Seldom,0.08323,282,3449,0.07401,0.09245
1999,30-45 y.,West,Never,0.89012,3117,3449,0.87968,0.90056
1999,30-45 y.,East,Seldom,0.06516,87,1188,0.05112,0.07920
1999,30-45 y.,East,Never,0.91029,1101,1188,0.89403,0.92654
1999,46-65 y.,West,At least once per week,0.01652,46,2915,0.01189,0.02114
1999,46-65 y.,West,At least once per month,0.02186,65,2915,0.01655,0.02717
1999,46-65 y.,West,Seldom,0.08326,235,2915,0.07323,0.09330
1999,46-65 y.,West,Never,0.86317,2569,2915,0.85070,0.87565
1999,46-65 y.,East,Seldom,0.06766,99,1189,0.05338,0.08195
1999,46-65 y.,East,Never,0.89410,1090,1189,0.87660,0.91160
1999,66 and older,West,Seldom,0.06482,81,1264,0.05124,0.07840
1999,66 and older,West,Never,0.89256,1183,1264,0.87549,0.90964
1999,66 and older,East,Never,0.87459,422,422,0.84296,0.90623
2001,17-29 y.,West,Seldom,0.05090,151,2926,0.04293,0.05886
2001,17-29 y.,West,Never,0.92474,2775,2926,0.91518,0.93430
2001,17-29 y.,East,Seldom,0.04580,53,1095,0.03341,0.05819
2001,17-29 y.,East,Never,0.94425,1042,1095,0.93065,0.95784
2001,30-45 y.,West,At least once per week,0.00786,46,5627,0.00555,0.01016
2001,30-45 y.,West,At least once per month,0.01623,89,5627,0.01293,0.01954
2001,30-45 y.,West,Seldom,0.06171,360,5627,0.05543,0.06800
2001,30-45 y.,West,Never,0.90310,5132,5627,0.89537,0.91083
2001,30-45 y.,East,At least once per month,0.01962,31,1621,0.01286,0.02637
2001,30-45 y.,East,Seldom,0.05730,99,1621,0.04598,0.06862
2001,30-45 y.,East,Never,0.90587,1491,1621,0.89165,0.92009
2001,46-65 y.,West,At least once per week,0.01378,78,5142,0.01060,0.01697
2001,46-65 y.,West,At least once per month,0.01803,96,5142,0.01439,0.02167
2001,46-65 y.,West,Seldom,0.07755,403,5142,0.07024,0.08486
2001,46-65 y.,West,Never,0.86842,4565,5142,0.85918,0.87766
2001,46-65 y.,East,At least once per month,0.02810,53,1806,0.02048,0.03573
2001,46-65 y.,East,Seldom,0.06960,141,1806,0.05786,0.08134
2001,46-65 y.,East,Never,0.88212,1612,1806,0.86724,0.89699
2001,66 and older,West,At least once per month,0.01614,46,2489,0.01118,0.02109
2001,66 and older,West,Seldom,0.05955,152,2489,0.05025,0.06884
2001,66 and older,West,Never,0.89062,2291,2489,0.87836,0.90289
2001,66 and older,East,Never,0.91049,767,767,0.89027,0.93071
2003,17-29 y.,West,At least once per month,0.01329,35,2896,0.00912,0.01746
2003,17-29 y.,West,Seldom,0.07794,216,2896,0.06818,0.08771
2003,17-29 y.,West,Never,0.89333,2645,2896,0.88208,0.90457
2003,17-29 y.,East,Seldom,0.07113,77,1053,0.05560,0.08666
2003,17-29 y.,East,Never,0.90966,976,1053,0.89233,0.92698
2003,30-45 y.,West,At least once per week,0.00782,48,5420,0.00548,0.01017
2003,30-45 y.,West,At least once per month,0.01461,85,5420,0.01141,0.01780
2003,30-45 y.,West,Seldom,0.09288,497,5420,0.08515,0.10061
2003,30-45 y.,West,Never,0.87893,4790,5420,0.87024,0.88761
2003,30-45 y.,East,At least once per month,0.01996,31,1472,0.01281,0.02710
2003,30-45 y.,East,Seldom,0.08688,132,1472,0.07249,0.10128
2003,30-45 y.,East,Never,0.88364,1309,1472,0.86725,0.90003
2003,46-65 y.,West,At least once per week,0.01306,98,5653,0.01010,0.01602
2003,46-65 y.,West,At least once per month,0.02370,159,5653,0.01973,0.02766
2003,46-65 y.,West,Seldom,0.10554,622,5653,0.09753,0.11355
2003,46-65 y.,West,Never,0.84871,4774,5653,0.83937,0.85805
2003,46-65 y.,East,At least once per month,0.02086,52,1844,0.01434,0.02739
2003,46-65 y.,East,Seldom,0.09388,187,1844,0.08056,0.10719
2003,46-65 y.,East,Never,0.87312,1605,1844,0.85793,0.88832
2003,66 and older,West,At least once per week,0.00898,34,2715,0.00543,0.01253
2003,66 and older,West,At least once per month,0.01970,55,2715,0.01447,0.02492
2003,66 and older,West,Seldom,0.07742,220,2715,0.06737,0.08748
2003,66 and older,West,Never,0.88410,2406,2715,0.87206,0.89615
2003,66 and older,East,Seldom,0.05316,45,869,0.03824,0.06809
2003,66 and older,East,Never,0.90249,824,869,0.88275,0.92222
2005,17-29 y.,West,At least once per month,0.01022,31,2780,0.00648,0.01396
2005,17-29 y.,West,Seldom,0.05883,151,2780,0.05008,0.06758
2005,17-29 y.,West,Never,0.92071,2598,2780,0.91066,0.93075
2005,17-29 y.,East,Seldom,0.07740,64,1004,0.06087,0.09394
2005,17-29 y.,East,Never,0.91562,940,1004,0.89842,0.93283
2005,30-45 y.,West,At least once per week,0.00894,38,4778,0.00627,0.01161
2005,30-45 y.,West,At least once per month,0.01352,57,4778,0.01024,0.01679
2005,30-45 y.,West,Seldom,0.07047,333,4778,0.06321,0.07773
2005,30-45 y.,West,Never,0.90143,4350,4778,0.89298,0.90988
2005,30-45 y.,East,Seldom,0.04740,81,1263,0.03568,0.05912
2005,30-45 y.,East,Never,0.93198,1182,1263,0.91809,0.94587
2005,46-65 y.,West,At least once per week,0.01648,105,5199,0.01302,0.01994
2005,46-65 y.,West,At least once per month,0.02441,129,5199,0.02022,0.02861
2005,46-65 y.,West,Seldom,0.08143,456,5199,0.07399,0.08886
2005,46-65 y.,West,Never,0.86466,4509,5199,0.85536,0.87396
2005,46-65 y.,East,At least once per month,0.02056,36,1729,0.01387,0.02725
2005,46-65 y.,East,Seldom,0.07243,162,1729,0.06021,0.08466
2005,46-65 y.,East,Never,0.88505,1531,1729,0.87001,0.90009
2005,66 and older,West,At least once per week,0.00765,34,2765,0.00440,0.01090
2005,66 and older,West,At least once per month,0.02043,74,2765,0.01516,0.02571
2005,66 and older,West,Seldom,0.06418,187,2765,0.05505,0.07332
2005,66 and older,West,Never,0.88514,2470,2765,0.87325,0.89703
2005,66 and older,East,At least once per month,0.03287,33,940,0.02147,0.04428
2005,66 and older,East,Seldom,0.05455,63,940,0.04003,0.06908
2005,66 and older,East,Never,0.88758,844,940,0.86737,0.90778
2007,17-29 y.,West,Seldom,0.03506,99,2440,0.02776,0.04236
2007,17-29 y.,West,Never,0.86186,2341,2440,0.84816,0.87555
2007,17-29 y.,East,Never,0.88286,860,860,0.86135,0.90436
2007,30-45 y.,West,At least once per week,0.00795,36,4467,0.00534,0.01055
2007,30-45 y.,West,At least once per month,0.00906,46,4467,0.00628,0.01184
2007,30-45 y.,West,Seldom,0.04993,219,4467,0.04354,0.05632
2007,30-45 y.,West,Never,0.92613,4166,4467,0.91846,0.93380
2007,30-45 y.,East,Seldom,0.05498,58,1194,0.04205,0.06792
2007,30-45 y.,East,Never,0.92378,1136,1194,0.90872,0.93883
2007,46-65 y.,West,At least once per week,0.01337,82,5222,0.01025,0.01648
2007,46-65 y.,West,At least once per month,0.01685,106,5222,0.01336,0.02035
2007,46-65 y.,West,Seldom,0.06592,406,5222,0.05919,0.07265
2007,46-65 y.,West,Never,0.88439,4628,5222,0.87572,0.89306
2007,46-65 y.,East,Seldom,0.06161,132,1703,0.05019,0.07304
2007,46-65 y.,East,Never,0.90020,1571,1703,0.88596,0.91444
2007,66 and older,West,At least once per week,0.00804,35,3165,0.00493,0.01115
2007,66 and older,West,At least once per month,0.01406,56,3165,0.00996,0.01816
2007,66 and older,West,Seldom,0.04594,167,3165,0.03864,0.05323
2007,66 and older,West,Never,0.90600,2907,3165,0.89583,0.91617
2007,66 and older,East,Seldom,0.04340,59,1070,0.03118,0.05561
2007,66 and older,East,Never,0.91288,1011,1070,0.89597,0.92978
2008,17-29 y.,West,At least once per month,0.01165,34,2317,0.00728,0.01602
2008,17-29 y.,West,Seldom,0.05941,137,2317,0.04978,0.06904
2008,17-29 y.,West,Never,0.84250,2146,2317,0.82766,0.85734
2008,17-29 y.,East,Seldom,0.03499,34,813,0.02235,0.04763
2008,17-29 y.,East,Never,0.91554,779,813,0.89642,0.93467
2008,30-45 y.,West,At least once per month,0.01011,60,3985,0.00700,0.01322
2008,30-45 y.,West,Seldom,0.07053,278,3985,0.06258,0.07848
2008,30-45 y.,West,Never,0.91136,3647,3985,0.90253,0.92018
2008,30-45 y.,East,Seldom,0.06243,76,1125,0.04828,0.07657
2008,30-45 y.,East,Never,0.91865,1049,1125,0.90267,0.93463
2008,46-65 y.,West,At least once per week,0.01428,91,4989,0.01099,0.01757
2008,46-65 y.,West,At least once per month,0.01827,126,4989,0.01456,0.02199
2008,46-65 y.,West,Seldom,0.08153,495,4989,0.07393,0.08912
2008,46-65 y.,West,Never,0.87948,4277,4989,0.87044,0.88851
2008,46-65 y.,East,At least once per month,0.01240,35,1654,0.00706,0.01773
2008,46-65 y.,East,Seldom,0.07419,143,1654,0.06155,0.08682
2008,46-65 y.,East,Never,0.89488,1476,1654,0.88009,0.90966
2008,66 and older,West,At least once per week,0.00744,36,3147,0.00444,0.01045
2008,66 and older,West,At least once per month,0.02050,78,3147,0.01555,0.02545
2008,66 and older,West,Seldom,0.07767,256,3147,0.06832,0.08703
2008,66 and older,West,Never,0.88147,2777,3147,0.87018,0.89277
2008,66 and older,East,At least once per month,0.02920,36,1100,0.01924,0.03915
2008,66 and older,East,Seldom,0.05267,66,1100,0.03946,0.06588
2008,66 and older,East,Never,0.90280,998,1100,0.88528,0.92031
2009,17-29 y.,West,Seldom,0.04844,115,2085,0.03922,0.05765
2009,17-29 y.,West,Never,0.86230,1970,2085,0.84750,0.87709
2009,17-29 y.,East,Seldom,0.05668,40,716,0.03973,0.07363
2009,17-29 y.,East,Never,0.88822,676,716,0.86513,0.91132
2009,30-45 y.,West,At least once per month,0.01393,45,3576,0.01009,0.01777
2009,30-45 y.,West,Seldom,0.04733,188,3576,0.04037,0.05430
2009,30-45 y.,West,Never,0.93005,3343,3576,0.92169,0.93841
2009,30-45 y.,East,Seldom,0.07379,48,1042,0.05791,0.08967
2009,30-45 y.,East,Never,0.90528,994,1042,0.88749,0.92307
2009,46-65 y.,West,At least once per week,0.01120,68,4639,0.00817,0.01423
2009,46-65 y.,West,At least once per month,0.01519,103,4639,0.01167,0.01871
2009,46-65 y.,West,Seldom,0.07461,358,4639,0.06705,0.08217
2009,46-65 y.,West,Never,0.88625,4110,4639,0.87712,0.89539
2009,46-65 y.,East,At least once per month,0.01756,32,1605,0.01113,0.02398
2009,46-65 y.,East,Seldom,0.05882,117,1605,0.04730,0.07033
2009,46-65 y.,East,Never,0.90045,1456,1605,0.88579,0.91510
2009,66 and older,West,At least once per month,0.01496,56,2984,0.01060,0.01932
2009,66 and older,West,Seldom,0.05654,170,2984,0.04825,0.06483
2009,66 and older,West,Never,0.89943,2758,2984,0.88864,0.91022
2009,66 and older,East,Seldom,0.05080,64,1081,0.03771,0.06390
2009,66 and older,East,Never,0.91346,1017,1081,0.89669,0.93023
2011,17-29 y.,West,Seldom,0.05804,155,3177,0.04990,0.06617
2011,17-29 y.,West,Never,0.83934,3022,3177,0.82657,0.85211
2011,17-29 y.,East,Seldom,0.04480,44,923,0.03145,0.05816
2011,17-29 y.,East,Never,0.89889,879,923,0.87943,0.91835
2011,30-45 y.,West,At least once per week,0.00606,61,7916,0.00435,0.00777
2011,30-45 y.,West,At least once per month,0.01436,116,7916,0.01174,0.01698
2011,30-45 y.,West,Seldom,0.05447,397,7916,0.04947,0.05947
2011,30-45 y.,West,Never,0.92409,7342,7916,0.91826,0.92993
2011,30-45 y.,East,Seldom,0.04275,95,1967,0.03381,0.05170
2011,30-45 y.,East,Never,0.93597,1872,1967,0.92515,0.94679
2011,46-65 y.,West,At least once per week,0.01218,116,6999,0.00961,0.01475
2011,46-65 y.,West,At least once per month,0.01757,143,6999,0.01449,0.02065
2011,46-65 y.,West,Seldom,0.06770,538,6999,0.06181,0.07358
2011,46-65 y.,West,Never,0.89718,6202,6999,0.89006,0.90429
2011,46-65 y.,East,At least once per month,0.01758,46,2063,0.01191,0.02325
2011,46-65 y.,East,Seldom,0.07036,154,2063,0.05932,0.08140
2011,46-65 y.,East,Never,0.89655,1863,2063,0.88340,0.90969
2011,66 and older,West,At least once per week,0.00994,44,3826,0.00680,0.01309
2011,66 and older,West,At least once per month,0.01443,75,3826,0.01065,0.01821
2011,66 and older,West,Seldom,0.05765,219,3826,0.05026,0.06504
2011,66 and older,West,Never,0.89604,3488,3826,0.88637,0.90572
2011,66 and older,East,Seldom,0.06596,81,1231,0.05209,0.07983
2011,66 and older,East,Never,0.89449,1150,1231,0.87732,0.91166
2013,17-29 y.,West,At least once per week,0.01427,32,2853,0.00992,0.01863
2013,17-29 y.,West,At least once per month,0.00807,34,2853,0.00479,0.01135
2013,17-29 y.,West,Seldom,0.07009,256,2853,0.06072,0.07946
2013,17-29 y.,West,Never,0.62883,2531,2853,0.61110,0.64656
2013,17-29 y.,East,Seldom,0.09340,46,695,0.07175,0.11505
2013,17-29 y.,East,Never,0.78900,649,695,0.75864,0.81936
2013,30-45 y.,West,At least once per week,0.00776,48,6271,0.00559,0.00994
2013,30-45 y.,West,At least once per month,0.01113,110,6271,0.00853,0.01373
2013,30-45 y.,West,Seldom,0.05807,409,6271,0.05228,0.06386
2013,30-45 y.,West,Never,0.73479,5704,6271,0.72386,0.74571
2013,30-45 y.,East,Seldom,0.05440,103,1662,0.04349,0.06531
2013,30-45 y.,East,Never,0.84979,1559,1662,0.83261,0.86697
2013,46-65 y.,West,At least once per week,0.01382,126,6869,0.01106,0.01658
2013,46-65 y.,West,At least once per month,0.02029,154,6869,0.01695,0.02362
2013,46-65 y.,West,Seldom,0.08709,656,6869,0.08042,0.09376
2013,46-65 y.,West,Never,0.81158,5933,6869,0.80233,0.82083
2013,46-65 y.,East,At least once per month,0.02366,54,2051,0.01708,0.03024
2013,46-65 y.,East,Seldom,0.06937,175,2051,0.05837,0.08037
2013,46-65 y.,East,Never,0.87120,1822,2051,0.85670,0.88570
2013,66 and older,West,At least once per week,0.00575,36,3679,0.00331,0.00819
2013,66 and older,West,At least once per month,0.02106,94,3679,0.01642,0.02570
2013,66 and older,West,Seldom,0.10224,382,3679,0.09245,0.11203
2013,66 and older,West,Never,0.84625,3167,3679,0.83459,0.85791
2013,66 and older,East,Seldom,0.08544,106,1160,0.06935,0.10153
2013,66 and older,East,Never,0.85433,1054,1160,0.83402,0.87464
2015,17-29 y.,West,At least once per month,0.00638,32,3713,0.00382,0.00894
2015,17-29 y.,West,Seldom,0.04123,176,3713,0.03484,0.04763
2015,17-29 y.,West,Never,0.87028,3505,3713,0.85947,0.88109
2015,17-29 y.,East,Never,0.88513,664,664,0.86086,0.90940
2015,30-45 y.,West,At least once per week,0.01046,49,6729,0.00802,0.01289
2015,30-45 y.,West,At least once per month,0.01213,87,6729,0.00951,0.01474
2015,30-45 y.,West,Seldom,0.04169,328,6729,0.03692,0.04647
