year,pgisced97,sex,pli0097_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,Primary Level,male,Never,0.97878,261,261,0.96126,0.99630
1988,Primary Level,female,Never,0.99043,413,413,0.98102,0.99983
1988,Lower Secondary Level,male,Seldom,0.04460,35,952,0.03148,0.05772
1988,Lower Secondary Level,male,Never,0.94290,917,952,0.92815,0.95764
1988,Lower Secondary Level,female,Seldom,0.01990,32,1717,0.01330,0.02651
1988,Lower Secondary Level,female,Never,0.97436,1685,1717,0.96688,0.98184
1988,Upper Secondary Level,male,At least once per week,0.01177,31,2556,0.00759,0.01595
1988,Upper Secondary Level,male,At least once per month,0.02016,46,2556,0.01471,0.02561
1988,Upper Secondary Level,male,Seldom,0.07122,162,2556,0.06124,0.08119
1988,Upper Secondary Level,male,Never,0.89685,2317,2556,0.88506,0.90864
1988,Upper Secondary Level,female,Seldom,0.03778,79,2106,0.02963,0.04592
1988,Upper Secondary Level,female,Never,0.95298,2027,2106,0.94393,0.96202
1988,Post-secondary Non-tertiary Level,male,Never,0.89617,134,134,0.84432,0.94801
1988,Post-secondary Non-tertiary Level,female,Never,0.88701,106,106,0.82646,0.94757
1988,First Stage of Tertiary Education,male,Seldom,0.10207,32,294,0.06740,0.13673
1988,First Stage of Tertiary Education,male,Never,0.85460,262,294,0.81424,0.89496
1988,First Stage of Tertiary Education,female,Never,0.90091,202,202,0.85960,0.94221
1988,Second Stage of Tertiary Education,male,Seldom,0.17778,84,435,0.14181,0.21375
1988,Second Stage of Tertiary Education,male,Never,0.74182,351,435,0.70065,0.78300
1988,Second Stage of Tertiary Education,female,Never,0.86204,195,195,0.81351,0.91057
1990,No answer / don't know,male,Never,0.86653,70,70,0.78628,0.94677
1990,No answer / don't know,female,Never,0.90554,74,74,0.83845,0.97263
1990,Pre-primary Level,male,Never,0.90356,103,103,0.84627,0.96085
1990,Pre-primary Level,female,Never,0.94720,75,75,0.89624,0.99815
1990,Primary Level,male,Never,0.89261,237,237,0.85311,0.93211
1990,Primary Level,female,Never,0.95017,371,371,0.92800,0.97234
1990,Lower Secondary Level,male,Seldom,0.12045,85,962,0.09987,0.14103
1990,Lower Secondary Level,male,Never,0.84487,877,962,0.82198,0.86776
1990,Lower Secondary Level,female,Seldom,0.05936,113,1928,0.04881,0.06991
1990,Lower Secondary Level,female,Never,0.92802,1815,1928,0.91648,0.93956
1990,Upper Secondary Level,male,At least once per week,0.01787,59,3637,0.01357,0.02218
1990,Upper Secondary Level,male,At least once per month,0.03587,135,3637,0.02983,0.04192
1990,Upper Secondary Level,male,Seldom,0.14042,450,3637,0.12913,0.15172
1990,Upper Secondary Level,male,Never,0.80583,2993,3637,0.79297,0.81869
1990,Upper Secondary Level,female,At least once per month,0.01724,64,3309,0.01281,0.02168
1990,Upper Secondary Level,female,Seldom,0.10589,328,3309,0.09540,0.11637
1990,Upper Secondary Level,female,Never,0.86850,2917,3309,0.85698,0.88002
1990,Post-secondary Non-tertiary Level,male,Seldom,0.15507,33,202,0.10503,0.20512
1990,Post-secondary Non-tertiary Level,male,Never,0.79852,169,202,0.74306,0.85397
1990,Post-secondary Non-tertiary Level,female,Never,0.79597,133,133,0.72722,0.86472
1990,First Stage of Tertiary Education,male,Seldom,0.17002,80,461,0.13569,0.20435
1990,First Stage of Tertiary Education,male,Never,0.77211,381,461,0.73378,0.81045
1990,First Stage of Tertiary Education,female,Seldom,0.13313,42,254,0.09127,0.17500
1990,First Stage of Tertiary Education,female,Never,0.82210,212,254,0.77497,0.86922
1990,Second Stage of Tertiary Education,male,At least once per week,0.04426,47,910,0.03089,0.05763
1990,Second Stage of Tertiary Education,male,At least once per month,0.10265,91,910,0.08292,0.12238
1990,Second Stage of Tertiary Education,male,Seldom,0.24496,214,910,0.21700,0.27292
1990,Second Stage of Tertiary Education,male,Never,0.60814,558,910,0.57640,0.63987
1990,Second Stage of Tertiary Education,female,At least once per month,0.06458,58,731,0.04675,0.08241
1990,Second Stage of Tertiary Education,female,Seldom,0.19130,136,731,0.16277,0.21983
1990,Second Stage of Tertiary Education,female,Never,0.70997,537,731,0.67705,0.74289
1992,No answer / don't know,male,Never,0.89065,83,83,0.82310,0.95820
1992,No answer / don't know,female,Never,0.95420,99,99,0.91281,0.99559
1992,Pre-primary Level,male,Never,0.94654,87,87,0.89900,0.99408
1992,Pre-primary Level,female,Never,0.89410,85,85,0.82830,0.95991
1992,Primary Level,male,Never,0.98103,243,243,0.96385,0.99822
1992,Primary Level,female,Never,0.97468,365,365,0.95854,0.99082
1992,Lower Secondary Level,male,Seldom,0.04644,42,950,0.03305,0.05983
1992,Lower Secondary Level,male,Never,0.94245,908,950,0.92764,0.95727
1992,Lower Secondary Level,female,Seldom,0.02477,42,1762,0.01751,0.03203
1992,Lower Secondary Level,female,Never,0.96977,1720,1762,0.96177,0.97776
1992,Upper Secondary Level,male,At least once per week,0.01139,38,3388,0.00781,0.01496
1992,Upper Secondary Level,male,At least once per month,0.02295,70,3388,0.01791,0.02799
1992,Upper Secondary Level,male,Seldom,0.06532,217,3388,0.05700,0.07364
1992,Upper Secondary Level,male,Never,0.90035,3063,3388,0.89026,0.91044
1992,Upper Secondary Level,female,At least once per month,0.01763,46,3211,0.01308,0.02218
1992,Upper Secondary Level,female,Seldom,0.04411,131,3211,0.03700,0.05121
1992,Upper Secondary Level,female,Never,0.93539,3034,3211,0.92688,0.94389
1992,Post-secondary Non-tertiary Level,male,Never,0.89365,189,189,0.84958,0.93772
1992,Post-secondary Non-tertiary Level,female,Never,0.93373,155,155,0.89445,0.97302
1992,First Stage of Tertiary Education,male,Seldom,0.08762,43,460,0.06176,0.11349
1992,First Stage of Tertiary Education,male,Never,0.87940,417,460,0.84961,0.90920
1992,First Stage of Tertiary Education,female,Never,0.89437,240,240,0.85540,0.93334
1992,Second Stage of Tertiary Education,male,At least once per week,0.03150,34,903,0.02010,0.04290
1992,Second Stage of Tertiary Education,male,At least once per month,0.05307,45,903,0.03844,0.06770
1992,Second Stage of Tertiary Education,male,Seldom,0.12622,107,903,0.10455,0.14790
1992,Second Stage of Tertiary Education,male,Never,0.78921,717,903,0.76259,0.81583
1992,Second Stage of Tertiary Education,female,Seldom,0.09769,77,697,0.07563,0.11974
1992,Second Stage of Tertiary Education,female,Never,0.85653,620,697,0.83048,0.88257
1994,No answer / don't know,male,Never,0.87882,93,93,0.81213,0.94550
1994,No answer / don't know,female,Never,0.98687,116,116,0.96607,1.00768
1994,Pre-primary Level,male,Never,0.86301,96,96,0.79386,0.93215
1994,Pre-primary Level,female,Never,0.96345,126,126,0.93055,0.99635
1994,Primary Level,male,Never,0.95696,213,213,0.92964,0.98428
1994,Primary Level,female,Never,0.98294,324,324,0.96882,0.99706
1994,Lower Secondary Level,male,Seldom,0.06618,49,829,0.04925,0.08311
1994,Lower Secondary Level,male,Never,0.92516,780,829,0.90724,0.94309
1994,Lower Secondary Level,female,Seldom,0.02914,51,1600,0.02090,0.03738
1994,Lower Secondary Level,female,Never,0.96535,1549,1600,0.95638,0.97431
1994,Upper Secondary Level,male,At least once per week,0.01241,41,3290,0.00863,0.01619
1994,Upper Secondary Level,male,At least once per month,0.01399,48,3290,0.00998,0.01800
1994,Upper Secondary Level,male,Seldom,0.07922,238,3290,0.06999,0.08845
1994,Upper Secondary Level,male,Never,0.89438,2963,3290,0.88388,0.90488
1994,Upper Secondary Level,female,At least once per month,0.01088,35,3200,0.00729,0.01448
1994,Upper Secondary Level,female,Seldom,0.04793,147,3200,0.04053,0.05533
1994,Upper Secondary Level,female,Never,0.93772,3018,3200,0.92935,0.94610
1994,Post-secondary Non-tertiary Level,male,Never,0.91216,193,193,0.87212,0.95220
1994,Post-secondary Non-tertiary Level,female,Never,0.93405,161,161,0.89559,0.97251
1994,First Stage of Tertiary Education,male,Seldom,0.09086,47,439,0.06394,0.11778
1994,First Stage of Tertiary Education,male,Never,0.86109,392,439,0.82870,0.89348
1994,First Stage of Tertiary Education,female,Never,0.90361,239,239,0.86611,0.94110
1994,Second Stage of Tertiary Education,male,At least once per week,0.02406,31,903,0.01406,0.03406
1994,Second Stage of Tertiary Education,male,At least once per month,0.03875,39,903,0.02615,0.05134
1994,Second Stage of Tertiary Education,male,Seldom,0.13327,106,903,0.11109,0.15545
1994,Second Stage of Tertiary Education,male,Never,0.80392,727,903,0.77801,0.82983
1994,Second Stage of Tertiary Education,female,At least once per month,0.04386,31,726,0.02895,0.05876
1994,Second Stage of Tertiary Education,female,Seldom,0.09181,66,726,0.07079,0.11282
1994,Second Stage of Tertiary Education,female,Never,0.85480,629,726,0.82916,0.88045
1995,No answer / don't know,male,Never,0.89263,99,99,0.83134,0.95393
1995,No answer / don't know,female,Never,0.93363,143,143,0.89269,0.97458
1995,Pre-primary Level,male,Never,0.87485,129,129,0.81753,0.93217
1995,Pre-primary Level,female,Never,0.95133,138,138,0.91529,0.98736
1995,Primary Level,male,Never,0.96026,201,201,0.93318,0.98733
1995,Primary Level,female,Never,0.97257,310,310,0.95436,0.99078
1995,Lower Secondary Level,male,Seldom,0.06657,45,841,0.04972,0.08343
1995,Lower Secondary Level,male,Never,0.90417,796,841,0.88426,0.92408
1995,Lower Secondary Level,female,Seldom,0.04269,69,1595,0.03277,0.05262
1995,Lower Secondary Level,female,Never,0.95042,1526,1595,0.93977,0.96108
1995,Upper Secondary Level,male,At least once per week,0.01407,40,3367,0.01009,0.01805
1995,Upper Secondary Level,male,At least once per month,0.02240,68,3367,0.01740,0.02740
1995,Upper Secondary Level,male,Seldom,0.09833,314,3367,0.08827,0.10839
1995,Upper Secondary Level,male,Never,0.86520,2945,3367,0.85366,0.87674
1995,Upper Secondary Level,female,At least once per month,0.01381,41,3285,0.00982,0.01781
1995,Upper Secondary Level,female,Seldom,0.06222,194,3285,0.05396,0.07048
1995,Upper Secondary Level,female,Never,0.91910,3050,3285,0.90978,0.92843
1995,Post-secondary Non-tertiary Level,male,Never,0.88839,224,224,0.84706,0.92972
1995,Post-secondary Non-tertiary Level,female,Never,0.89604,203,203,0.85395,0.93813
1995,First Stage of Tertiary Education,male,Seldom,0.12875,60,437,0.09731,0.16018
1995,First Stage of Tertiary Education,male,Never,0.79843,377,437,0.76077,0.83609
1995,First Stage of Tertiary Education,female,Seldom,0.15496,41,274,0.11204,0.19789
1995,First Stage of Tertiary Education,female,Never,0.81999,233,274,0.77442,0.86557
1995,Second Stage of Tertiary Education,male,At least once per week,0.02730,35,951,0.01694,0.03766
1995,Second Stage of Tertiary Education,male,At least once per month,0.05203,49,951,0.03790,0.06615
1995,Second Stage of Tertiary Education,male,Seldom,0.14914,130,951,0.12649,0.17179
1995,Second Stage of Tertiary Education,male,Never,0.77153,737,951,0.74483,0.79823
1995,Second Stage of Tertiary Education,female,Seldom,0.11970,89,756,0.09654,0.14285
1995,Second Stage of Tertiary Education,female,Never,0.82918,667,756,0.80233,0.85602
1996,No answer / don't know,male,Never,0.88644,108,108,0.82632,0.94656
1996,No answer / don't know,female,Never,0.95538,135,135,0.92043,0.99034
1996,Pre-primary Level,male,Never,0.94397,130,130,0.90428,0.98365
1996,Pre-primary Level,female,Never,0.95116,147,147,0.91619,0.98612
1996,Primary Level,male,Never,0.93758,192,192,0.90327,0.97189
1996,Primary Level,female,Never,0.98136,283,283,0.96557,0.99714
1996,Lower Secondary Level,male,Seldom,0.08577,55,812,0.06650,0.10505
1996,Lower Secondary Level,male,Never,0.90560,757,812,0.88548,0.92572
1996,Lower Secondary Level,female,Seldom,0.03906,58,1533,0.02936,0.04877
1996,Lower Secondary Level,female,Never,0.95661,1475,1533,0.94641,0.96681
1996,Upper Secondary Level,male,At least once per week,0.01183,38,3321,0.00815,0.01551
1996,Upper Secondary Level,male,At least once per month,0.01547,42,3321,0.01127,0.01967
1996,Upper Secondary Level,male,Seldom,0.10183,293,3321,0.09155,0.11212
1996,Upper Secondary Level,male,Never,0.87086,2948,3321,0.85946,0.88227
1996,Upper Secondary Level,female,At least once per month,0.01105,36,3255,0.00746,0.01464
1996,Upper Secondary Level,female,Seldom,0.06044,172,3255,0.05225,0.06863
1996,Upper Secondary Level,female,Never,0.92498,3047,3255,0.91593,0.93404
1996,Post-secondary Non-tertiary Level,male,Never,0.91356,216,216,0.87600,0.95113
1996,Post-secondary Non-tertiary Level,female,Never,0.93221,214,214,0.89845,0.96597
1996,First Stage of Tertiary Education,male,Seldom,0.12246,54,444,0.09193,0.15298
1996,First Stage of Tertiary Education,male,Never,0.82900,390,444,0.79393,0.86406
1996,First Stage of Tertiary Education,female,Seldom,0.12085,31,281,0.08267,0.15903
1996,First Stage of Tertiary Education,female,Never,0.86374,250,281,0.82356,0.90392
1996,Second Stage of Tertiary Education,male,At least once per month,0.04704,44,934,0.03346,0.06063
1996,Second Stage of Tertiary Education,male,Seldom,0.17636,154,934,0.15191,0.20082
1996,Second Stage of Tertiary Education,male,Never,0.75919,736,934,0.73175,0.78662
1996,Second Stage of Tertiary Education,female,Seldom,0.13334,100,764,0.10922,0.15746
1996,Second Stage of Tertiary Education,female,Never,0.82662,664,764,0.79976,0.85348
1997,No answer / don't know,male,Never,0.89014,106,106,0.83032,0.94995
1997,No answer / don't know,female,Never,0.98056,143,143,0.95785,1.00327
1997,Pre-primary Level,male,Never,0.93850,146,146,0.89940,0.97761
1997,Pre-primary Level,female,Never,0.91308,147,147,0.86738,0.95877
1997,Primary Level,male,Never,0.94510,179,179,0.91163,0.97856
1997,Primary Level,female,Never,0.98906,264,264,0.97649,1.00163
1997,Lower Secondary Level,male,Seldom,0.07169,42,813,0.05394,0.08943
1997,Lower Secondary Level,male,Never,0.91620,771,813,0.89714,0.93525
1997,Lower Secondary Level,female,Seldom,0.03814,47,1467,0.02834,0.04795
1997,Lower Secondary Level,female,Never,0.95790,1420,1467,0.94762,0.96818
1997,Upper Secondary Level,male,At least once per week,0.01332,37,3215,0.00936,0.01728
1997,Upper Secondary Level,male,At least once per month,0.01718,47,3215,0.01268,0.02167
1997,Upper Secondary Level,male,Seldom,0.08143,225,3215,0.07197,0.09088
1997,Upper Secondary Level,male,Never,0.88808,2906,3215,0.87718,0.89898
1997,Upper Secondary Level,female,At least once per month,0.01079,32,3193,0.00721,0.01438
1997,Upper Secondary Level,female,Seldom,0.05894,157,3193,0.05077,0.06711
1997,Upper Secondary Level,female,Never,0.92534,3004,3193,0.91622,0.93446
1997,Post-secondary Non-tertiary Level,male,Never,0.93101,216,216,0.89713,0.96489
1997,Post-secondary Non-tertiary Level,female,Never,0.95806,209,209,0.93082,0.98530
1997,First Stage of Tertiary Education,male,Seldom,0.06658,38,441,0.04328,0.08987
1997,First Stage of Tertiary Education,male,Never,0.87832,403,441,0.84778,0.90887
1997,First Stage of Tertiary Education,female,Seldom,0.11180,32,267,0.07393,0.14967
1997,First Stage of Tertiary Education,female,Never,0.86404,235,267,0.82285,0.90523
1997,Second Stage of Tertiary Education,male,At least once per month,0.05349,57,941,0.03911,0.06787
1997,Second Stage of Tertiary Education,male,Seldom,0.11203,102,941,0.09186,0.13219
1997,Second Stage of Tertiary Education,male,Never,0.81465,782,941,0.78981,0.83949
1997,Second Stage of Tertiary Education,female,Seldom,0.10693,87,763,0.08499,0.12887
1997,Second Stage of Tertiary Education,female,Never,0.85184,676,763,0.82662,0.87706
1998,No answer / don't know,male,Seldom,0.12239,31,274,0.08351,0.16126
1998,No answer / don't know,male,Never,0.83451,243,274,0.79043,0.87859
1998,No answer / don't know,female,Never,0.93624,292,292,0.90817,0.96431
1998,Pre-primary Level,male,Never,0.91304,148,148,0.86748,0.95859
1998,Pre-primary Level,female,Never,0.89687,155,155,0.84884,0.94491
1998,Primary Level,male,Never,0.93465,168,168,0.89717,0.97214
1998,Primary Level,female,Never,0.96903,250,250,0.94751,0.99055
1998,Lower Secondary Level,male,Seldom,0.08924,73,903,0.07063,0.10784
1998,Lower Secondary Level,male,Never,0.88841,830,903,0.86786,0.90896
1998,Lower Secondary Level,female,Seldom,0.05977,88,1588,0.04811,0.07144
1998,Lower Secondary Level,female,Never,0.93360,1500,1588,0.92135,0.94585
1998,Upper Secondary Level,male,At least once per week,0.01510,45,3498,0.01106,0.01915
1998,Upper Secondary Level,male,At least once per month,0.01328,50,3498,0.00949,0.01708
1998,Upper Secondary Level,male,Seldom,0.11393,351,3498,0.10339,0.12446
1998,Upper Secondary Level,male,Never,0.85769,3052,3498,0.84611,0.86927
1998,Upper Secondary Level,female,At least once per month,0.01134,42,3476,0.00782,0.01486
1998,Upper Secondary Level,female,Seldom,0.08121,266,3476,0.07213,0.09030
1998,Upper Secondary Level,female,Never,0.90530,3168,3476,0.89557,0.91504
1998,Post-secondary Non-tertiary Level,male,Never,0.85280,210,210,0.80476,0.90084
1998,Post-secondary Non-tertiary Level,female,Never,0.86859,238,238,0.82557,0.91160
1998,First Stage of Tertiary Education,male,Seldom,0.11173,62,470,0.08322,0.14025
1998,First Stage of Tertiary Education,male,Never,0.84900,408,470,0.81659,0.88140
1998,First Stage of Tertiary Education,female,Seldom,0.12317,43,314,0.08676,0.15958
1998,First Stage of Tertiary Education,female,Never,0.85782,271,314,0.81913,0.89651
1998,Second Stage of Tertiary Education,male,At least once per month,0.05052,57,1045,0.03723,0.06380
1998,Second Stage of Tertiary Education,male,Seldom,0.16918,171,1045,0.14644,0.19192
1998,Second Stage of Tertiary Education,male,Never,0.75633,817,1045,0.73029,0.78237
1998,Second Stage of Tertiary Education,female,At least once per month,0.03019,32,879,0.01887,0.04151
1998,Second Stage of Tertiary Education,female,Seldom,0.14952,131,879,0.12593,0.17311
1998,Second Stage of Tertiary Education,female,Never,0.80953,716,879,0.78356,0.83551
1999,No answer / don't know,male,Never,0.91236,120,120,0.86156,0.96317
1999,No answer / don't know,female,Never,0.95623,143,143,0.92258,0.98988
1999,Pre-primary Level,male,Never,0.88481,140,140,0.83173,0.93788
1999,Pre-primary Level,female,Never,0.96829,151,151,0.94025,0.99633
1999,Primary Level,male,Never,0.95843,169,169,0.92824,0.98861
1999,Primary Level,female,Never,0.98740,245,245,0.97340,1.00140
1999,Lower Secondary Level,male,Seldom,0.07326,44,864,0.05588,0.09065
1999,Lower Secondary Level,male,Never,0.91299,820,864,0.89418,0.93179
1999,Lower Secondary Level,female,Seldom,0.04386,67,1533,0.03361,0.05412
1999,Lower Secondary Level,female,Never,0.95194,1466,1533,0.94122,0.96265
1999,Upper Secondary Level,male,At least once per week,0.01300,41,3446,0.00921,0.01678
1999,Upper Secondary Level,male,At least once per month,0.01757,63,3446,0.01318,0.02195
1999,Upper Secondary Level,male,Seldom,0.08449,280,3446,0.07521,0.09378
1999,Upper Secondary Level,male,Never,0.88494,3062,3446,0.87429,0.89560
1999,Upper Secondary Level,female,At least once per month,0.01391,40,3416,0.00998,0.01783
1999,Upper Secondary Level,female,Seldom,0.05376,199,3416,0.04620,0.06133
1999,Upper Secondary Level,female,Never,0.92820,3177,3416,0.91954,0.93686
1999,Post-secondary Non-tertiary Level,male,Never,0.89016,209,209,0.84766,0.93265
1999,Post-secondary Non-tertiary Level,female,Never,0.89229,241,241,0.85307,0.93151
1999,First Stage of Tertiary Education,male,Seldom,0.09651,55,459,0.06947,0.12355
1999,First Stage of Tertiary Education,male,Never,0.86674,404,459,0.83561,0.89787
1999,First Stage of Tertiary Education,female,Never,0.90616,289,289,0.87248,0.93984
1999,Second Stage of Tertiary Education,male,At least once per week,0.02625,33,1073,0.01668,0.03582
1999,Second Stage of Tertiary Education,male,At least once per month,0.03883,47,1073,0.02726,0.05039
1999,Second Stage of Tertiary Education,male,Seldom,0.13000,127,1073,0.10987,0.15013
1999,Second Stage of Tertiary Education,male,Never,0.80493,866,1073,0.78120,0.82865
1999,Second Stage of Tertiary Education,female,Seldom,0.10792,102,838,0.08689,0.12894
1999,Second Stage of Tertiary Education,female,Never,0.85809,736,838,0.83444,0.88173
2001,No answer / don't know,male,Never,0.94244,55,55,0.88032,1.00456
2001,No answer / don't know,female,Never,0.95833,56,56,0.90551,1.01114
2001,Pre-primary Level,male,Never,0.91966,234,234,0.88476,0.95456
2001,Pre-primary Level,female,Never,0.95970,266,266,0.93602,0.98338
2001,Primary Level,male,Never,0.98273,129,129,0.96015,1.00530
2001,Primary Level,female,Never,0.99089,177,177,0.97685,1.00493
2001,Lower Secondary Level,male,Never,0.95012,943,943,0.93622,0.96403
2001,Lower Secondary Level,female,Seldom,0.03374,69,2035,0.02589,0.04158
2001,Lower Secondary Level,female,Never,0.95943,1966,2035,0.95086,0.96800
2001,Upper Secondary Level,male,At least once per week,0.01070,58,5572,0.00800,0.01340
2001,Upper Secondary Level,male,At least once per month,0.01797,99,5572,0.01448,0.02145
2001,Upper Secondary Level,male,Seldom,0.07110,376,5572,0.06435,0.07784
2001,Upper Secondary Level,male,Never,0.90024,5039,5572,0.89237,0.90811
2001,Upper Secondary Level,female,At least once per month,0.00980,57,5835,0.00727,0.01233
2001,Upper Secondary Level,female,Seldom,0.05292,305,5835,0.04718,0.05867
2001,Upper Secondary Level,female,Never,0.93349,5473,5835,0.92710,0.93989
2001,Post-secondary Non-tertiary Level,male,Seldom,0.06761,37,466,0.04479,0.09043
2001,Post-secondary Non-tertiary Level,male,Never,0.91291,429,466,0.88729,0.93854
2001,Post-secondary Non-tertiary Level,female,Seldom,0.06711,35,571,0.04657,0.08765
2001,Post-secondary Non-tertiary Level,female,Never,0.92125,536,571,0.89914,0.94336
2001,First Stage of Tertiary Education,male,Seldom,0.07450,82,891,0.05725,0.09175
2001,First Stage of Tertiary Education,male,Never,0.86522,809,891,0.84278,0.88765
2001,First Stage of Tertiary Education,female,Seldom,0.05726,51,684,0.03984,0.07469
2001,First Stage of Tertiary Education,female,Never,0.91091,633,684,0.88954,0.93227
2001,Second Stage of Tertiary Education,male,At least once per week,0.02180,50,1970,0.01535,0.02825
2001,Second Stage of Tertiary Education,male,At least once per month,0.04441,91,1970,0.03531,0.05351
2001,Second Stage of Tertiary Education,male,Seldom,0.11086,227,1970,0.09699,0.12473
2001,Second Stage of Tertiary Education,male,Never,0.82292,1602,1970,0.80606,0.83978
2001,Second Stage of Tertiary Education,female,At least once per month,0.02938,45,1517,0.02088,0.03788
2001,Second Stage of Tertiary Education,female,Seldom,0.08957,144,1517,0.07519,0.10394
2001,Second Stage of Tertiary Education,female,Never,0.87130,1328,1517,0.85445,0.88816
2003,No answer / don't know,male,Never,0.88536,107,107,0.82471,0.94601
2003,No answer / don't know,female,Never,0.97334,113,113,0.94351,1.00317
2003,Pre-primary Level,male,Never,0.87314,265,265,0.83299,0.91329
2003,Pre-primary Level,female,Never,0.90524,286,286,0.87124,0.93925
2003,Primary Level,male,Never,0.94568,105,105,0.90212,0.98924
2003,Primary Level,female,Never,0.97912,157,157,0.95668,1.00156
2003,Lower Secondary Level,male,Seldom,0.05765,54,887,0.04231,0.07300
2003,Lower Secondary Level,male,Never,0.91852,833,887,0.90051,0.93653
2003,Lower Secondary Level,female,Seldom,0.04749,73,1798,0.03765,0.05732
2003,Lower Secondary Level,female,Never,0.94299,1725,1798,0.93227,0.95371
2003,Upper Secondary Level,male,At least once per week,0.00971,58,5287,0.00706,0.01235
2003,Upper Secondary Level,male,At least once per month,0.01966,108,5287,0.01591,0.02340
2003,Upper Secondary Level,male,Seldom,0.09980,491,5287,0.09172,0.10788
2003,Upper Secondary Level,male,Never,0.87083,4630,5287,0.86179,0.87987
2003,Upper Secondary Level,female,At least once per week,0.00451,33,5750,0.00278,0.00624
2003,Upper Secondary Level,female,At least once per month,0.01154,64,5750,0.00878,0.01430
