year,sampreg,sex,plj0047,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,West,female,Very concerned,0.31418,1668,5244,0.30162,0.32675
1998,West,female,Somewhat concerned,0.52496,2771,5244,0.51144,0.53848
1998,West,female,Not concerned at all,0.16085,805,5244,0.15091,0.17080
1998,East,male,Very concerned,0.28079,505,1845,0.26028,0.30130
1998,East,male,Somewhat concerned,0.47590,875,1845,0.45311,0.49870
1998,East,male,Not concerned at all,0.24330,465,1845,0.22372,0.26289
1998,East,female,Very concerned,0.29237,539,1965,0.27225,0.31249
1998,East,female,Somewhat concerned,0.51497,1041,1965,0.49287,0.53707
1998,East,female,Not concerned at all,0.19266,385,1965,0.17522,0.21010
1999,West,male,Very concerned,0.28687,1362,4767,0.27402,0.29971
1999,West,male,Somewhat concerned,0.53142,2561,4767,0.51726,0.54559
1999,West,male,Not concerned at all,0.18171,844,4767,0.17076,0.19266
1999,West,female,Very concerned,0.31248,1608,5069,0.29972,0.32524
1999,West,female,Somewhat concerned,0.54717,2776,5069,0.53346,0.56087
1999,West,female,Not concerned at all,0.14035,685,5069,0.13079,0.14991
1999,East,male,Very concerned,0.26501,469,1817,0.24471,0.28531
1999,East,male,Somewhat concerned,0.57549,1055,1817,0.55276,0.59823
1999,East,male,Not concerned at all,0.15950,293,1817,0.14266,0.17634
1999,East,female,Very concerned,0.32886,619,1957,0.30804,0.34968
1999,East,female,Somewhat concerned,0.54662,1118,1957,0.52456,0.56868
1999,East,female,Not concerned at all,0.12451,220,1957,0.10988,0.13914
2000,West,male,Very concerned,0.29907,2500,8694,0.28945,0.30870
2000,West,male,Somewhat concerned,0.49950,4452,8694,0.48899,0.51001
2000,West,male,Not concerned at all,0.20143,1742,8694,0.19300,0.20986
2000,West,female,Very concerned,0.33418,3155,9355,0.32463,0.34374
2000,West,female,Somewhat concerned,0.49350,4663,9355,0.48337,0.50364
2000,West,female,Not concerned at all,0.17231,1537,9355,0.16466,0.17996
2000,East,male,Very concerned,0.30223,828,2767,0.28511,0.31934
2000,East,male,Somewhat concerned,0.52696,1458,2767,0.50836,0.54557
2000,East,male,Not concerned at all,0.17081,481,2767,0.15678,0.18483
2000,East,female,Very concerned,0.33452,1014,3024,0.31770,0.35134
2000,East,female,Somewhat concerned,0.52254,1621,3024,0.50473,0.54034
2000,East,female,Not concerned at all,0.14294,389,3024,0.13046,0.15542
2001,West,male,Very concerned,0.32490,2526,7821,0.31452,0.33528
2001,West,male,Somewhat concerned,0.48964,3860,7821,0.47856,0.50072
2001,West,male,Not concerned at all,0.18546,1435,7821,0.17685,0.19408
2001,West,female,Very concerned,0.36209,3145,8465,0.35185,0.37233
2001,West,female,Somewhat concerned,0.48576,4082,8465,0.47512,0.49641
2001,West,female,Not concerned at all,0.15215,1238,8465,0.14449,0.15980
2001,East,male,Very concerned,0.36070,961,2593,0.34221,0.37918
2001,East,male,Somewhat concerned,0.48211,1245,2593,0.46287,0.50135
2001,East,male,Not concerned at all,0.15719,387,2593,0.14318,0.17120
2001,East,female,Very concerned,0.42194,1177,2795,0.40363,0.44026
2001,East,female,Somewhat concerned,0.45168,1306,2795,0.43323,0.47014
2001,East,female,Not concerned at all,0.12637,312,2795,0.11405,0.13869
2002,West,male,Very concerned,0.25508,2109,8437,0.24578,0.26438
2002,West,male,Somewhat concerned,0.53711,4573,8437,0.52647,0.54775
2002,West,male,Not concerned at all,0.20781,1755,8437,0.19915,0.21647
2002,West,female,Very concerned,0.28959,2644,9020,0.28023,0.29895
2002,West,female,Somewhat concerned,0.54636,4952,9020,0.53609,0.55664
2002,West,female,Not concerned at all,0.16405,1424,9020,0.15640,0.17169
2002,East,male,Very concerned,0.28737,759,2619,0.27003,0.30470
2002,East,male,Somewhat concerned,0.52982,1423,2619,0.51070,0.54894
2002,East,male,Not concerned at all,0.18281,437,2619,0.16801,0.19762
2002,East,female,Very concerned,0.32231,894,2772,0.30490,0.33971
2002,East,female,Somewhat concerned,0.54850,1553,2772,0.52997,0.56703
2002,East,female,Not concerned at all,0.12919,325,2772,0.11670,0.14168
2003,West,male,Very concerned,0.20681,1584,8032,0.19795,0.21566
2003,West,male,Somewhat concerned,0.54126,4393,8032,0.53036,0.55215
2003,West,male,Not concerned at all,0.25194,2055,8032,0.24244,0.26143
2003,West,female,Very concerned,0.24731,2084,8615,0.23820,0.25642
2003,West,female,Somewhat concerned,0.54558,4764,8615,0.53506,0.55609
2003,West,female,Not concerned at all,0.20711,1767,8615,0.19855,0.21567
2003,East,male,Very concerned,0.22223,572,2567,0.20614,0.23832
2003,East,male,Somewhat concerned,0.57230,1491,2567,0.55316,0.59144
2003,East,male,Not concerned at all,0.20547,504,2567,0.18984,0.22110
2003,East,female,Very concerned,0.26533,720,2743,0.24880,0.28185
2003,East,female,Somewhat concerned,0.57850,1625,2743,0.56002,0.59698
2003,East,female,Not concerned at all,0.15618,398,2743,0.14259,0.16976
2004,West,male,Very concerned,0.21973,1658,7807,0.21054,0.22892
2004,West,male,Somewhat concerned,0.52075,4144,7807,0.50967,0.53183
2004,West,male,Not concerned at all,0.25952,2005,7807,0.24979,0.26924
2004,West,female,Very concerned,0.25032,2095,8403,0.24105,0.25958
2004,West,female,Somewhat concerned,0.54578,4608,8403,0.53513,0.55643
2004,West,female,Not concerned at all,0.20390,1700,8403,0.19529,0.21252
2004,East,male,Very concerned,0.21811,546,2492,0.20190,0.23433
2004,East,male,Somewhat concerned,0.55200,1398,2492,0.53248,0.57153
2004,East,male,Not concerned at all,0.22988,548,2492,0.21336,0.24640
2004,East,female,Very concerned,0.26354,691,2698,0.24691,0.28017
2004,East,female,Somewhat concerned,0.55707,1572,2698,0.53832,0.57582
2004,East,female,Not concerned at all,0.17939,435,2698,0.16491,0.19387
2005,West,male,Very concerned,0.27916,1988,7420,0.26895,0.28937
2005,West,male,Somewhat concerned,0.50469,3798,7420,0.49331,0.51606
2005,West,male,Not concerned at all,0.21615,1634,7420,0.20679,0.22552
2005,West,female,Very concerned,0.32635,2557,8109,0.31614,0.33655
2005,West,female,Somewhat concerned,0.50074,4177,8109,0.48986,0.51162
2005,West,female,Not concerned at all,0.17291,1375,8109,0.16468,0.18114
2005,East,male,Very concerned,0.29868,723,2413,0.28041,0.31694
2005,East,male,Somewhat concerned,0.51770,1278,2413,0.49775,0.53764
2005,East,male,Not concerned at all,0.18363,412,2413,0.16817,0.19908
2005,East,female,Very concerned,0.34571,902,2595,0.32741,0.36402
2005,East,female,Somewhat concerned,0.53789,1407,2595,0.51870,0.55707
2005,East,female,Not concerned at all,0.11640,286,2595,0.10406,0.12874
2006,West,male,Very concerned,0.26534,1992,7877,0.25559,0.27509
2006,West,male,Somewhat concerned,0.51662,4173,7877,0.50558,0.52766
2006,West,male,Not concerned at all,0.21804,1712,7877,0.20892,0.22716
2006,West,female,Very concerned,0.30757,2613,8642,0.29784,0.31730
2006,West,female,Somewhat concerned,0.52087,4606,8642,0.51034,0.53141
2006,West,female,Not concerned at all,0.17156,1423,8642,0.16361,0.17950
2006,East,male,Very concerned,0.26327,637,2509,0.24603,0.28051
2006,East,male,Somewhat concerned,0.51943,1365,2509,0.49987,0.53898
2006,East,male,Not concerned at all,0.21730,507,2509,0.20116,0.23345
2006,East,female,Very concerned,0.30734,805,2728,0.29002,0.32465
2006,East,female,Somewhat concerned,0.54625,1530,2728,0.52756,0.56493
2006,East,female,Not concerned at all,0.14642,393,2728,0.13315,0.15969
2007,West,male,Very concerned,0.25057,1778,7302,0.24063,0.26051
2007,West,male,Somewhat concerned,0.52488,3908,7302,0.51343,0.53634
2007,West,male,Not concerned at all,0.22455,1616,7302,0.21497,0.23412
2007,West,female,Very concerned,0.29374,2342,8033,0.28378,0.30370
2007,West,female,Somewhat concerned,0.53048,4308,8033,0.51957,0.54140
2007,West,female,Not concerned at all,0.17577,1383,8033,0.16745,0.18410
2007,East,male,Very concerned,0.27085,633,2400,0.25306,0.28863
2007,East,male,Somewhat concerned,0.50483,1257,2400,0.48482,0.52483
2007,East,male,Not concerned at all,0.22432,510,2400,0.20763,0.24102
2007,East,female,Very concerned,0.30091,762,2576,0.28319,0.31862
2007,East,female,Somewhat concerned,0.52306,1400,2576,0.50377,0.54235
2007,East,female,Not concerned at all,0.17603,414,2576,0.16132,0.19074
2008,West,male,Very concerned,0.22310,1494,6858,0.21324,0.23295
2008,West,male,Somewhat concerned,0.53362,3678,6858,0.52181,0.54543
2008,West,male,Not concerned at all,0.24328,1686,6858,0.23313,0.25344
2008,West,female,Very concerned,0.25841,1910,7588,0.24856,0.26826
2008,West,female,Somewhat concerned,0.55130,4251,7588,0.54011,0.56249
2008,West,female,Not concerned at all,0.19029,1427,7588,0.18146,0.19912
2008,East,male,Very concerned,0.21611,482,2294,0.19926,0.23296
2008,East,male,Somewhat concerned,0.54591,1266,2294,0.52553,0.56629
2008,East,male,Not concerned at all,0.23798,546,2294,0.22055,0.25541
2008,East,female,Very concerned,0.25180,596,2447,0.23460,0.26901
2008,East,female,Somewhat concerned,0.56086,1435,2447,0.54119,0.58052
2008,East,female,Not concerned at all,0.18734,416,2447,0.17188,0.20280
2009,West,male,Very concerned,0.18703,1145,6366,0.17745,0.19661
2009,West,male,Somewhat concerned,0.55130,3474,6366,0.53908,0.56352
2009,West,male,Not concerned at all,0.26167,1747,6366,0.25087,0.27247
2009,West,female,Very concerned,0.21413,1417,6994,0.20452,0.22375
2009,West,female,Somewhat concerned,0.58057,4073,6994,0.56900,0.59214
2009,West,female,Not concerned at all,0.20530,1504,6994,0.19583,0.21477
2009,East,male,Very concerned,0.20563,412,2181,0.18867,0.22260
2009,East,male,Somewhat concerned,0.56155,1289,2181,0.54072,0.58238
2009,East,male,Not concerned at all,0.23281,480,2181,0.21507,0.25055
2009,East,female,Very concerned,0.22278,515,2342,0.20592,0.23963
2009,East,female,Somewhat concerned,0.58886,1421,2342,0.56893,0.60879
2009,East,female,Not concerned at all,0.18836,406,2342,0.17252,0.20420
2010,West,male,Very concerned,0.18649,1600,8341,0.17813,0.19485
2010,West,male,Somewhat concerned,0.54486,4550,8341,0.53417,0.55554
2010,West,male,Not concerned at all,0.26866,2191,8341,0.25914,0.27817
2010,West,female,Very concerned,0.22230,2408,10012,0.21415,0.23044
2010,West,female,Somewhat concerned,0.56804,5670,10012,0.55834,0.57775
2010,West,female,Not concerned at all,0.20966,1934,10012,0.20169,0.21763
2010,East,male,Very concerned,0.18919,467,2492,0.17380,0.20457
2010,East,male,Somewhat concerned,0.57865,1420,2492,0.55925,0.59804
2010,East,male,Not concerned at all,0.23217,605,2492,0.21559,0.24875
2010,East,female,Very concerned,0.24388,651,2942,0.22836,0.25941
2010,East,female,Somewhat concerned,0.57186,1751,2942,0.55397,0.58974
2010,East,female,Not concerned at all,0.18426,540,2942,0.17025,0.19827
2011,West,male,Very concerned,0.16583,1215,7364,0.15734,0.17433
2011,West,male,Somewhat concerned,0.53280,3940,7364,0.52140,0.54420
2011,West,male,Not concerned at all,0.30137,2209,7364,0.29088,0.31185
2011,West,female,Very concerned,0.21254,1707,8250,0.20371,0.22137
2011,West,female,Somewhat concerned,0.55218,4623,8250,0.54145,0.56292
2011,West,female,Not concerned at all,0.23528,1920,8250,0.22612,0.24443
2011,East,male,Very concerned,0.19746,402,2292,0.18116,0.21376
2011,East,male,Somewhat concerned,0.52631,1263,2292,0.50586,0.54676
2011,East,male,Not concerned at all,0.27623,627,2292,0.25792,0.29454
2011,East,female,Very concerned,0.21923,513,2532,0.20311,0.23535
2011,East,female,Somewhat concerned,0.55065,1475,2532,0.53127,0.57003
2011,East,female,Not concerned at all,0.23012,544,2532,0.21372,0.24652
2012,West,male,Very concerned,0.19369,1379,7306,0.18463,0.20275
2012,West,male,Somewhat concerned,0.53387,3993,7306,0.52243,0.54531
2012,West,male,Not concerned at all,0.27244,1934,7306,0.26223,0.28265
2012,West,female,Very concerned,0.23368,1881,8218,0.22453,0.24283
2012,West,female,Somewhat concerned,0.57158,4738,8218,0.56088,0.58228
2012,West,female,Not concerned at all,0.19474,1599,8218,0.18618,0.20331
2012,East,male,Very concerned,0.18195,373,2286,0.16613,0.19777
2012,East,male,Somewhat concerned,0.54551,1289,2286,0.52509,0.56592
2012,East,male,Not concerned at all,0.27254,624,2286,0.25428,0.29080
2012,East,female,Very concerned,0.22443,538,2536,0.20819,0.24067
2012,East,female,Somewhat concerned,0.56105,1461,2536,0.54173,0.58037
2012,East,female,Not concerned at all,0.21452,537,2536,0.19854,0.23050
2013,West,male,Very concerned,0.16431,1406,8876,0.15660,0.17202
2013,West,male,Somewhat concerned,0.52158,4333,8876,0.51118,0.53197
2013,West,male,Not concerned at all,0.31411,3137,8876,0.30445,0.32377
2013,West,female,Very concerned,0.20803,1972,9980,0.20007,0.21599
2013,West,female,Somewhat concerned,0.55131,5213,9980,0.54155,0.56106
2013,West,female,Not concerned at all,0.24066,2795,9980,0.23228,0.24905
2013,East,male,Very concerned,0.15683,346,2268,0.14186,0.17180
2013,East,male,Somewhat concerned,0.55001,1254,2268,0.52953,0.57049
2013,East,male,Not concerned at all,0.29316,668,2268,0.27442,0.31190
2013,East,female,Very concerned,0.20524,495,2539,0.18953,0.22095
2013,East,female,Somewhat concerned,0.57737,1468,2539,0.55815,0.59659
2013,East,female,Not concerned at all,0.21739,576,2539,0.20135,0.23344
2014,West,male,Very concerned,0.17935,1852,9830,0.17176,0.18693
2014,West,male,Somewhat concerned,0.53717,5307,9830,0.52731,0.54703
2014,West,male,Not concerned at all,0.28348,2671,9830,0.27457,0.29239
2014,West,female,Very concerned,0.23835,2816,11519,0.23057,0.24614
2014,West,female,Somewhat concerned,0.56624,6387,11519,0.55718,0.57529
2014,West,female,Not concerned at all,0.19541,2316,11519,0.18817,0.20265
2014,East,male,Very concerned,0.18465,479,2536,0.16954,0.19975
2014,East,male,Somewhat concerned,0.55087,1424,2536,0.53150,0.57023
2014,East,male,Not concerned at all,0.26449,633,2536,0.24732,0.28166
2014,East,female,Very concerned,0.26487,728,3014,0.24911,0.28062
2014,East,female,Somewhat concerned,0.54983,1683,3014,0.53206,0.56759
2014,East,female,Not concerned at all,0.18531,603,3014,0.17143,0.19918
2015,West,male,Very concerned,0.30458,2823,9768,0.29545,0.31371
2015,West,male,Somewhat concerned,0.50207,4897,9768,0.49215,0.51198
2015,West,male,Not concerned at all,0.19335,2048,9768,0.18552,0.20119
2015,West,female,Very concerned,0.36322,4028,11429,0.35440,0.37204
2015,West,female,Somewhat concerned,0.50887,5701,11429,0.49971,0.51804
2015,West,female,Not concerned at all,0.12791,1700,11429,0.12178,0.13403
2015,East,male,Very concerned,0.29646,711,2453,0.27838,0.31454
2015,East,male,Somewhat concerned,0.50991,1256,2453,0.49013,0.52970
2015,East,male,Not concerned at all,0.19363,486,2453,0.17799,0.20927
2015,East,female,Very concerned,0.39339,1074,2913,0.37565,0.41114
2015,East,female,Somewhat concerned,0.48476,1431,2913,0.46661,0.50291
2015,East,female,Not concerned at all,0.12184,408,2913,0.10996,0.13373
2016,West,male,Very concerned,0.41959,3831,10203,0.41002,0.42917
2016,West,male,Somewhat concerned,0.43779,4128,10203,0.42816,0.44742
2016,West,male,Not concerned at all,0.14262,2244,10203,0.13583,0.14941
2016,West,female,Very concerned,0.52047,5392,11339,0.51127,0.52966
2016,West,female,Somewhat concerned,0.39631,4321,11339,0.38730,0.40531
2016,West,female,Not concerned at all,0.08323,1626,11339,0.07814,0.08831
2016,East,male,Very concerned,0.40544,961,2568,0.38645,0.42444
2016,East,male,Somewhat concerned,0.43499,1062,2568,0.41581,0.45417
2016,East,male,Not concerned at all,0.15957,545,2568,0.14540,0.17373
2016,East,female,Very concerned,0.49580,1363,2924,0.47768,0.51393
2016,East,female,Somewhat concerned,0.40691,1171,2924,0.38910,0.42472
2016,East,female,Not concerned at all,0.09729,390,2924,0.08654,0.10803
2017,West,male,Very concerned,0.37781,3700,11536,0.36896,0.38666
2017,West,male,Somewhat concerned,0.48328,5057,11536,0.47416,0.49240
2017,West,male,Not concerned at all,0.13891,2779,11536,0.13260,0.14523
2017,West,female,Very concerned,0.45403,5070,12620,0.44534,0.46271
2017,West,female,Somewhat concerned,0.45026,5390,12620,0.44157,0.45894
2017,West,female,Not concerned at all,0.09572,2160,12620,0.09058,0.10085
2017,East,male,Very concerned,0.37221,958,2889,0.35458,0.38984
2017,East,male,Somewhat concerned,0.44919,1303,2889,0.43105,0.46733
2017,East,male,Not concerned at all,0.17860,628,2889,0.16463,0.19257
2017,East,female,Very concerned,0.45873,1345,3240,0.44157,0.47589
2017,East,female,Somewhat concerned,0.43747,1423,3240,0.42038,0.45455
2017,East,female,Not concerned at all,0.10380,472,3240,0.09330,0.11431
2018,West,male,Very concerned,0.29535,2912,10992,0.28682,0.30388
2018,West,male,Somewhat concerned,0.53614,5341,10992,0.52682,0.54546
2018,West,male,Not concerned at all,0.16851,2739,10992,0.16151,0.17551
2018,West,female,Very concerned,0.37134,4047,12075,0.36272,0.37996
2018,West,female,Somewhat concerned,0.51792,5955,12075,0.50900,0.52683
2018,West,female,Not concerned at all,0.11074,2073,12075,0.10515,0.11634
2018,East,male,Very concerned,0.30313,820,2806,0.28612,0.32014
2018,East,male,Somewhat concerned,0.49972,1321,2806,0.48122,0.51823
2018,East,male,Not concerned at all,0.19714,665,2806,0.18242,0.21187
2018,East,female,Very concerned,0.38352,1127,3165,0.36658,0.40047
2018,East,female,Somewhat concerned,0.48817,1539,3165,0.47075,0.50559
2018,East,female,Not concerned at all,0.12831,499,3165,0.11665,0.13996
2019,West,male,Very concerned,0.33819,3496,11248,0.32945,0.34693
2019,West,male,Somewhat concerned,0.49932,5106,11248,0.49008,0.50856
2019,West,male,Not concerned at all,0.16249,2646,11248,0.15567,0.16930
2019,West,female,Very concerned,0.40229,4466,11629,0.39338,0.41120
2019,West,female,Somewhat concerned,0.49719,5305,11629,0.48810,0.50628
2019,West,female,Not concerned at all,0.10052,1858,11629,0.09505,0.10598
2019,East,male,Very concerned,0.31220,914,2878,0.29527,0.32914
2019,East,male,Somewhat concerned,0.50442,1389,2878,0.48615,0.52269
2019,East,male,Not concerned at all,0.18338,575,2878,0.16924,0.19752
2019,East,female,Very concerned,0.39725,1176,3078,0.37996,0.41454
2019,East,female,Somewhat concerned,0.50240,1525,3078,0.48473,0.52007
2019,East,female,Not concerned at all,0.10035,377,3078,0.08973,0.11097
2020,West,male,Very concerned,0.33768,3188,11694,0.32911,0.34625
2020,West,male,Somewhat concerned,0.49580,5284,11694,0.48674,0.50486
2020,West,male,Not concerned at all,0.16652,3222,11694,0.15977,0.17327
2020,West,female,Very concerned,0.39465,4080,11732,0.38580,0.40349
2020,West,female,Somewhat concerned,0.49999,5544,11732,0.49094,0.50903
2020,West,female,Not concerned at all,0.10537,2108,11732,0.09981,0.11092
2020,East,male,Very concerned,0.31357,789,2823,0.29645,0.33068
2020,East,male,Somewhat concerned,0.50069,1375,2823,0.48225,0.51914
2020,East,male,Not concerned at all,0.18574,659,2823,0.17139,0.20009
2020,East,female,Very concerned,0.36192,1005,2952,0.34458,0.37926
2020,East,female,Somewhat concerned,0.52278,1480,2952,0.50476,0.54080
2020,East,female,Not concerned at all,0.11530,467,2952,0.10378,0.12683
2021,West,male,Very concerned,0.31112,2126,7564,0.30068,0.32155
2021,West,male,Somewhat concerned,0.53214,3610,7564,0.52090,0.54339
2021,West,male,Not concerned at all,0.15674,1828,7564,0.14855,0.16493
2021,West,female,Very concerned,0.40326,2920,7982,0.39250,0.41402
2021,West,female,Somewhat concerned,0.49489,3767,7982,0.48392,0.50585
2021,West,female,Not concerned at all,0.10185,1295,7982,0.09522,0.10849
2021,East,male,Very concerned,0.31739,562,1856,0.29621,0.33858
2021,East,male,Somewhat concerned,0.48909,886,1856,0.46634,0.51184
2021,East,male,Not concerned at all,0.19352,408,1856,0.17554,0.21149
2021,East,female,Very concerned,0.35508,692,2022,0.33422,0.37595
2021,East,female,Somewhat concerned,0.53779,1054,2022,0.51605,0.55953
2021,East,female,Not concerned at all,0.10713,276,2022,0.09364,0.12061
2022,West,male,Very concerned,0.26195,2590,9869,0.25328,0.27063
2022,West,male,Somewhat concerned,0.55786,5404,9869,0.54806,0.56766
2022,West,male,Not concerned at all,0.18019,1875,9869,0.17260,0.18777
2022,West,female,Very concerned,0.34229,3556,10518,0.33322,0.35136
2022,West,female,Somewhat concerned,0.53309,5672,10518,0.52355,0.54262
2022,West,female,Not concerned at all,0.12463,1290,10518,0.11831,0.13094
2022,East,male,Very concerned,0.26309,711,2613,0.24620,0.27997
2022,East,male,Somewhat concerned,0.53113,1390,2613,0.51200,0.55027
2022,East,male,Not concerned at all,0.20578,512,2613,0.19027,0.22128
2022,East,female,Very concerned,0.37826,1047,2941,0.36073,0.39579
2022,East,female,Somewhat concerned,0.52203,1556,2941,0.50398,0.54009
2022,East,female,Not concerned at all,0.09971,338,2941,0.08888,0.11054
