year,age_gr,plj0047,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,66 and older,Not concerned at all,0.23636,946,3968,0.22314,0.24959
2011,17-29 y.,Very concerned,0.17533,588,2958,0.16163,0.18904
2011,17-29 y.,Somewhat concerned,0.40292,1508,2958,0.38524,0.42060
2011,17-29 y.,Not concerned at all,0.24746,862,2958,0.23190,0.26301
2011,30-45 y.,Very concerned,0.13332,852,4805,0.12370,0.14293
2011,30-45 y.,Somewhat concerned,0.42929,2708,4805,0.41529,0.44328
2011,30-45 y.,Not concerned at all,0.21402,1245,4805,0.20242,0.22561
2011,46-65 y.,Very concerned,0.19885,1541,7701,0.18993,0.20776
2011,46-65 y.,Somewhat concerned,0.53757,4403,7701,0.52643,0.54870
2011,46-65 y.,Not concerned at all,0.21207,1757,7701,0.20294,0.22120
2011,66 and older,Very concerned,0.17114,856,4974,0.16068,0.18161
2011,66 and older,Somewhat concerned,0.51387,2682,4974,0.49997,0.52776
2011,66 and older,Not concerned at all,0.28110,1436,4974,0.26861,0.29360
2012,17-29 y.,Very concerned,0.17301,581,2861,0.15915,0.18688
2012,17-29 y.,Somewhat concerned,0.41890,1491,2861,0.40082,0.43698
2012,17-29 y.,Not concerned at all,0.24178,789,2861,0.22609,0.25748
2012,30-45 y.,Very concerned,0.14646,845,4569,0.13620,0.15671
2012,30-45 y.,Somewhat concerned,0.45282,2662,4569,0.43839,0.46726
2012,30-45 y.,Not concerned at all,0.19191,1062,4569,0.18049,0.20333
2012,46-65 y.,Very concerned,0.21355,1688,7789,0.20445,0.22266
2012,46-65 y.,Somewhat concerned,0.54017,4497,7789,0.52910,0.55124
2012,46-65 y.,Not concerned at all,0.19342,1604,7789,0.18465,0.20219
2012,66 and older,Very concerned,0.21595,1057,5127,0.20469,0.22722
2012,66 and older,Somewhat concerned,0.53706,2831,5127,0.52341,0.55071
2012,66 and older,Not concerned at all,0.23361,1239,5127,0.22203,0.24519
2013,17-29 y.,Very concerned,0.14376,624,3904,0.13276,0.15477
2013,17-29 y.,Somewhat concerned,0.41218,1783,3904,0.39674,0.42762
2013,17-29 y.,Not concerned at all,0.29390,1497,3904,0.27961,0.30820
2013,30-45 y.,Very concerned,0.13291,1009,6359,0.12456,0.14125
2013,30-45 y.,Somewhat concerned,0.44333,3174,6359,0.43112,0.45554
2013,30-45 y.,Not concerned at all,0.25692,2176,6359,0.24618,0.26767
2013,46-65 y.,Very concerned,0.19163,1635,8436,0.18323,0.20003
2013,46-65 y.,Somewhat concerned,0.53450,4555,8436,0.52386,0.54515
2013,46-65 y.,Not concerned at all,0.22224,2246,8436,0.21337,0.23111
2013,66 and older,Very concerned,0.19155,951,4964,0.18060,0.20250
2013,66 and older,Somewhat concerned,0.54366,2756,4964,0.52980,0.55751
2013,66 and older,Not concerned at all,0.24748,1257,4964,0.23547,0.25949
2014,17-29 y.,Very concerned,0.17930,907,4260,0.16778,0.19082
2014,17-29 y.,Somewhat concerned,0.48082,2135,4260,0.46582,0.49583
2014,17-29 y.,Not concerned at all,0.26501,1218,4260,0.25176,0.27827
2014,30-45 y.,Very concerned,0.19707,1749,8479,0.18860,0.20554
2014,30-45 y.,Somewhat concerned,0.55086,4693,8479,0.54027,0.56145
2014,30-45 y.,Not concerned at all,0.24833,2037,8479,0.23914,0.25753
2014,46-65 y.,Very concerned,0.22971,2169,9257,0.22114,0.23828
2014,46-65 y.,Somewhat concerned,0.56369,5246,9257,0.55359,0.57380
2014,46-65 y.,Not concerned at all,0.20130,1842,9257,0.19313,0.20946
2014,66 and older,Very concerned,0.20942,1050,4903,0.19803,0.22081
2014,66 and older,Somewhat concerned,0.54295,2727,4903,0.52901,0.55690
2014,66 and older,Not concerned at all,0.23497,1126,4903,0.22310,0.24684
2015,17-29 y.,Very concerned,0.30462,1403,4412,0.29104,0.31821
2015,17-29 y.,Somewhat concerned,0.43297,1960,4412,0.41835,0.44759
2015,17-29 y.,Not concerned at all,0.18983,1049,4412,0.17825,0.20140
2015,30-45 y.,Very concerned,0.28947,2355,8222,0.27967,0.29928
2015,30-45 y.,Somewhat concerned,0.52836,4273,8222,0.51757,0.53915
2015,30-45 y.,Not concerned at all,0.17277,1594,8222,0.16460,0.18094
2015,46-65 y.,Very concerned,0.36446,3230,9077,0.35455,0.37436
2015,46-65 y.,Somewhat concerned,0.49256,4573,9077,0.48227,0.50284
2015,46-65 y.,Not concerned at all,0.13607,1274,9077,0.12902,0.14312
2015,66 and older,Very concerned,0.33541,1648,4852,0.32213,0.34870
2015,66 and older,Somewhat concerned,0.50354,2479,4852,0.48947,0.51761
2015,66 and older,Not concerned at all,0.14611,725,4852,0.13617,0.15605
2016,17-29 y.,Very concerned,0.39551,1715,4801,0.38168,0.40934
2016,17-29 y.,Somewhat concerned,0.37495,1828,4801,0.36125,0.38864
2016,17-29 y.,Not concerned at all,0.15253,1258,4801,0.14236,0.16271
2016,30-45 y.,Very concerned,0.45685,3383,8555,0.44629,0.46741
2016,30-45 y.,Somewhat concerned,0.42697,3303,8555,0.41648,0.43745
2016,30-45 y.,Not concerned at all,0.11199,1869,8555,0.10531,0.11867
2016,46-65 y.,Very concerned,0.49050,4212,8974,0.48016,0.50085
2016,46-65 y.,Somewhat concerned,0.40861,3611,8974,0.39844,0.41878
2016,46-65 y.,Not concerned at all,0.09762,1151,8974,0.09148,0.10376
2016,66 and older,Very concerned,0.46063,2237,4704,0.44638,0.47488
2016,66 and older,Somewhat concerned,0.41999,1940,4704,0.40589,0.43410
2016,66 and older,Not concerned at all,0.10827,527,4704,0.09939,0.11715
2017,17-29 y.,Very concerned,0.36153,1813,5746,0.34911,0.37395
2017,17-29 y.,Somewhat concerned,0.42130,2204,5746,0.40853,0.43406
2017,17-29 y.,Not concerned at all,0.13782,1729,5746,0.12891,0.14673
2017,30-45 y.,Very concerned,0.39726,2948,9075,0.38719,0.40733
2017,30-45 y.,Somewhat concerned,0.46862,3870,9075,0.45835,0.47889
2017,30-45 y.,Not concerned at all,0.12822,2257,9075,0.12134,0.13510
2017,46-65 y.,Very concerned,0.43455,4227,10519,0.42507,0.44402
2017,46-65 y.,Somewhat concerned,0.45341,4777,10519,0.44390,0.46293
2017,46-65 y.,Not concerned at all,0.10677,1515,10519,0.10087,0.11267
2017,66 and older,Very concerned,0.41344,2085,4945,0.39972,0.42717
2017,66 and older,Somewhat concerned,0.46079,2322,4945,0.44690,0.47469
2017,66 and older,Not concerned at all,0.11325,538,4945,0.10441,0.12208
2018,17-29 y.,Very concerned,0.29825,1482,5444,0.28610,0.31041
2018,17-29 y.,Somewhat concerned,0.46105,2440,5444,0.44781,0.47430
2018,17-29 y.,Not concerned at all,0.17162,1522,5444,0.16161,0.18164
2018,30-45 y.,Very concerned,0.31992,2320,8398,0.30995,0.32990
2018,30-45 y.,Somewhat concerned,0.53231,3981,8398,0.52164,0.54298
2018,30-45 y.,Not concerned at all,0.14321,2097,8398,0.13572,0.15070
2018,46-65 y.,Very concerned,0.35861,3430,10209,0.34931,0.36792
2018,46-65 y.,Somewhat concerned,0.51407,5115,10209,0.50437,0.52376
2018,46-65 y.,Not concerned at all,0.12351,1664,10209,0.11713,0.12990
2018,66 and older,Very concerned,0.32188,1674,4987,0.30891,0.33485
2018,66 and older,Somewhat concerned,0.52781,2620,4987,0.51396,0.54167
2018,66 and older,Not concerned at all,0.14221,693,4987,0.13252,0.15191
2019,17-29 y.,Very concerned,0.33790,1588,4812,0.32454,0.35127
2019,17-29 y.,Somewhat concerned,0.43147,1959,4812,0.41747,0.44546
2019,17-29 y.,Not concerned at all,0.14940,1265,4812,0.13933,0.15948
2019,30-45 y.,Very concerned,0.32496,2301,7924,0.31465,0.33527
2019,30-45 y.,Somewhat concerned,0.52219,3602,7924,0.51119,0.53319
2019,30-45 y.,Not concerned at all,0.14800,2021,7924,0.14018,0.15582
2019,46-65 y.,Very concerned,0.40002,4243,11003,0.39087,0.40917
2019,46-65 y.,Somewhat concerned,0.49320,5260,11003,0.48385,0.50254
2019,46-65 y.,Not concerned at all,0.10201,1500,11003,0.09636,0.10767
2019,66 and older,Very concerned,0.35955,1974,5173,0.34647,0.37263
2019,66 and older,Somewhat concerned,0.49220,2525,5173,0.47858,0.50583
2019,66 and older,Not concerned at all,0.14041,674,5173,0.13094,0.14988
2020,17-29 y.,Very concerned,0.32718,1470,5414,0.31468,0.33967
2020,17-29 y.,Somewhat concerned,0.42307,2308,5414,0.40990,0.43623
2020,17-29 y.,Not concerned at all,0.17144,1636,5414,0.16140,0.18148
2020,30-45 y.,Very concerned,0.33005,2126,8434,0.32001,0.34009
2020,30-45 y.,Somewhat concerned,0.50906,3796,8434,0.49839,0.51973
2020,30-45 y.,Not concerned at all,0.15741,2512,8434,0.14964,0.16519
2020,46-65 y.,Very concerned,0.37315,3600,10470,0.36389,0.38242
2020,46-65 y.,Somewhat concerned,0.51403,5202,10470,0.50445,0.52360
2020,46-65 y.,Not concerned at all,0.10872,1668,10470,0.10276,0.11469
2020,66 and older,Very concerned,0.37421,1870,4890,0.36065,0.38778
2020,66 and older,Somewhat concerned,0.48819,2380,4890,0.47417,0.50220
2020,66 and older,Not concerned at all,0.12797,640,4890,0.11861,0.13733
2021,17-29 y.,Very concerned,0.34544,1053,3265,0.32913,0.36176
2021,17-29 y.,Somewhat concerned,0.44383,1405,3265,0.42678,0.46087
2021,17-29 y.,Not concerned at all,0.14420,807,3265,0.13215,0.15625
2021,30-45 y.,Very concerned,0.27624,1343,5319,0.26422,0.28826
2021,30-45 y.,Somewhat concerned,0.54488,2505,5319,0.53149,0.55826
2021,30-45 y.,Not concerned at all,0.17460,1471,5319,0.16439,0.18480
2021,46-65 y.,Very concerned,0.36778,2479,7287,0.35671,0.37886
2021,46-65 y.,Somewhat concerned,0.51384,3698,7287,0.50236,0.52531
2021,46-65 y.,Not concerned at all,0.11068,1110,7287,0.10348,0.11789
2021,66 and older,Very concerned,0.39535,1429,3560,0.37929,0.41141
2021,66 and older,Somewhat concerned,0.49008,1711,3560,0.47365,0.50650
2021,66 and older,Not concerned at all,0.10322,420,3560,0.09322,0.11321
2022,17-29 y.,Very concerned,0.28821,1701,5219,0.27592,0.30050
2022,17-29 y.,Somewhat concerned,0.48115,2610,5219,0.46760,0.49471
2022,17-29 y.,Not concerned at all,0.15826,908,5219,0.14836,0.16816
2022,30-45 y.,Very concerned,0.26441,2244,7969,0.25473,0.27409
2022,30-45 y.,Somewhat concerned,0.52607,4303,7969,0.51511,0.53703
2022,30-45 y.,Not concerned at all,0.17948,1422,7969,0.17106,0.18791
2022,46-65 y.,Very concerned,0.29949,2623,8696,0.28986,0.30912
2022,46-65 y.,Somewhat concerned,0.55354,4902,8696,0.54309,0.56399
2022,46-65 y.,Not concerned at all,0.13306,1171,8696,0.12592,0.14020
2022,66 and older,Very concerned,0.33619,1346,4076,0.32169,0.35070
2022,66 and older,Somewhat concerned,0.52233,2216,4076,0.50699,0.53767
2022,66 and older,Not concerned at all,0.12882,514,4076,0.11853,0.13911
