year,age_gr,migback,plj0047,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1996,17-29 y.,No migration background,Somewhat concerned,0.54570,1170,12823,0.54538,0.54601
1996,17-29 y.,No migration background,Not concerned at all,0.16673,363,12823,0.16649,0.16696
1996,17-29 y.,Direct migration background,Very concerned,0.36751,196,12823,0.36678,0.36823
1996,17-29 y.,Direct migration background,Somewhat concerned,0.48271,262,12823,0.48196,0.48346
1996,17-29 y.,Direct migration background,Not concerned at all,0.14978,71,12823,0.14925,0.15032
1996,17-29 y.,Indirect migration background,Very concerned,0.42347,180,12823,0.42253,0.42442
1996,17-29 y.,Indirect migration background,Somewhat concerned,0.49613,227,12823,0.49518,0.49709
1996,17-29 y.,Indirect migration background,Not concerned at all,0.08040,55,12823,0.07988,0.08092
1996,30-45 y.,No migration background,Very concerned,0.25850,886,12823,0.25829,0.25871
1996,30-45 y.,No migration background,Somewhat concerned,0.56888,1962,12823,0.56865,0.56912
1996,30-45 y.,No migration background,Not concerned at all,0.17262,636,12823,0.17244,0.17280
1996,30-45 y.,Direct migration background,Very concerned,0.36136,320,12823,0.36079,0.36193
1996,30-45 y.,Direct migration background,Somewhat concerned,0.51721,434,12823,0.51662,0.51780
1996,30-45 y.,Direct migration background,Not concerned at all,0.12143,92,12823,0.12105,0.12182
1996,30-45 y.,Indirect migration background,Somewhat concerned,1.00000,37,12823,1.00000,1.00000
1996,46-65 y.,No migration background,Very concerned,0.29714,822,12823,0.29692,0.29735
1996,46-65 y.,No migration background,Somewhat concerned,0.53352,1523,12823,0.53329,0.53376
1996,46-65 y.,No migration background,Not concerned at all,0.16934,506,12823,0.16916,0.16952
1996,46-65 y.,Direct migration background,Very concerned,0.33668,346,12823,0.33617,0.33719
1996,46-65 y.,Direct migration background,Somewhat concerned,0.50515,491,12823,0.50461,0.50569
1996,46-65 y.,Direct migration background,Not concerned at all,0.15817,131,12823,0.15778,0.15856
1996,66 and older,No migration background,Very concerned,0.31419,398,12823,0.31392,0.31447
1996,66 and older,No migration background,Somewhat concerned,0.47357,620,12823,0.47327,0.47387
1996,66 and older,No migration background,Not concerned at all,0.21224,274,12823,0.21200,0.21248
1996,66 and older,Direct migration background,Very concerned,0.32278,69,12823,0.32198,0.32358
1996,66 and older,Direct migration background,Somewhat concerned,0.48568,108,12823,0.48482,0.48653
1996,66 and older,Direct migration background,Not concerned at all,0.19154,41,12823,0.19087,0.19222
1997,17-29 y.,No migration background,Very concerned,0.29284,586,12647,0.29255,0.29313
1997,17-29 y.,No migration background,Somewhat concerned,0.51839,1077,12647,0.51807,0.51871
1997,17-29 y.,No migration background,Not concerned at all,0.18877,392,12647,0.18852,0.18902
1997,17-29 y.,Direct migration background,Very concerned,0.34646,175,12647,0.34573,0.34718
1997,17-29 y.,Direct migration background,Somewhat concerned,0.47075,228,12647,0.46999,0.47151
1997,17-29 y.,Direct migration background,Not concerned at all,0.18279,70,12647,0.18220,0.18338
1997,17-29 y.,Indirect migration background,Very concerned,0.34728,161,12647,0.34643,0.34813
1997,17-29 y.,Indirect migration background,Somewhat concerned,0.47930,233,12647,0.47840,0.48019
1997,17-29 y.,Indirect migration background,Not concerned at all,0.17342,78,12647,0.17275,0.17410
1997,30-45 y.,No migration background,Very concerned,0.29430,961,12647,0.29408,0.29451
1997,30-45 y.,No migration background,Somewhat concerned,0.52860,1847,12647,0.52836,0.52883
1997,30-45 y.,No migration background,Not concerned at all,0.17710,644,12647,0.17692,0.17728
1997,30-45 y.,Direct migration background,Very concerned,0.34051,285,12647,0.33995,0.34107
1997,30-45 y.,Direct migration background,Somewhat concerned,0.46975,414,12647,0.46915,0.47034
1997,30-45 y.,Direct migration background,Not concerned at all,0.18974,120,12647,0.18927,0.19021
1997,30-45 y.,Indirect migration background,Somewhat concerned,1.00000,38,12647,1.00000,1.00000
1997,46-65 y.,No migration background,Very concerned,0.29816,868,12647,0.29794,0.29837
1997,46-65 y.,No migration background,Somewhat concerned,0.52364,1482,12647,0.52341,0.52388
1997,46-65 y.,No migration background,Not concerned at all,0.17820,518,12647,0.17802,0.17838
1997,46-65 y.,Direct migration background,Very concerned,0.34632,335,12647,0.34581,0.34682
1997,46-65 y.,Direct migration background,Somewhat concerned,0.49658,456,12647,0.49605,0.49711
1997,46-65 y.,Direct migration background,Not concerned at all,0.15711,137,12647,0.15672,0.15749
1997,66 and older,No migration background,Very concerned,0.31188,405,12647,0.31161,0.31215
1997,66 and older,No migration background,Somewhat concerned,0.48540,655,12647,0.48510,0.48569
1997,66 and older,No migration background,Not concerned at all,0.20272,253,12647,0.20249,0.20296
1997,66 and older,Direct migration background,Very concerned,0.35928,72,12647,0.35847,0.36008
1997,66 and older,Direct migration background,Somewhat concerned,0.43973,105,12647,0.43889,0.44056
1997,66 and older,Direct migration background,Not concerned at all,0.20100,52,12647,0.20032,0.20167
1998,17-29 y.,No migration background,Very concerned,0.28769,623,13933,0.28740,0.28799
1998,17-29 y.,No migration background,Somewhat concerned,0.50340,1114,13933,0.50308,0.50373
1998,17-29 y.,No migration background,Not concerned at all,0.20890,460,13933,0.20864,0.20917
1998,17-29 y.,Direct migration background,Very concerned,0.33210,146,13933,0.33134,0.33285
1998,17-29 y.,Direct migration background,Somewhat concerned,0.49249,219,13933,0.49169,0.49329
1998,17-29 y.,Direct migration background,Not concerned at all,0.17541,64,13933,0.17480,0.17602
1998,17-29 y.,Indirect migration background,Very concerned,0.35280,163,13933,0.35200,0.35359
1998,17-29 y.,Indirect migration background,Somewhat concerned,0.48294,252,13933,0.48211,0.48377
1998,17-29 y.,Indirect migration background,Not concerned at all,0.16426,67,13933,0.16364,0.16488
1998,30-45 y.,No migration background,Very concerned,0.27472,1020,13933,0.27451,0.27493
1998,30-45 y.,No migration background,Somewhat concerned,0.53561,2093,13933,0.53538,0.53585
1998,30-45 y.,No migration background,Not concerned at all,0.18967,794,13933,0.18948,0.18985
1998,30-45 y.,Direct migration background,Very concerned,0.35820,268,13933,0.35762,0.35878
1998,30-45 y.,Direct migration background,Somewhat concerned,0.49985,395,13933,0.49925,0.50046
1998,30-45 y.,Direct migration background,Not concerned at all,0.14195,113,13933,0.14152,0.14237
1998,30-45 y.,Indirect migration background,Somewhat concerned,1.00000,50,13933,1.00000,1.00000
1998,46-65 y.,No migration background,Very concerned,0.30893,1045,13933,0.30872,0.30915
1998,46-65 y.,No migration background,Somewhat concerned,0.50706,1702,13933,0.50683,0.50730
1998,46-65 y.,No migration background,Not concerned at all,0.18400,634,13933,0.18382,0.18418
1998,46-65 y.,Direct migration background,Very concerned,0.39645,360,13933,0.39593,0.39698
1998,46-65 y.,Direct migration background,Somewhat concerned,0.43464,406,13933,0.43412,0.43517
1998,46-65 y.,Direct migration background,Not concerned at all,0.16890,150,13933,0.16850,0.16930
1998,66 and older,No migration background,Very concerned,0.32601,512,13933,0.32573,0.32628
1998,66 and older,No migration background,Somewhat concerned,0.49515,768,13933,0.49485,0.49544
1998,66 and older,No migration background,Not concerned at all,0.17885,275,13933,0.17862,0.17907
1998,66 and older,Direct migration background,Very concerned,0.36045,73,13933,0.35962,0.36128
1998,66 and older,Direct migration background,Somewhat concerned,0.41112,112,13933,0.41027,0.41197
1998,66 and older,Direct migration background,Not concerned at all,0.22843,55,13933,0.22771,0.22915
1999,17-29 y.,No migration background,Very concerned,0.30743,621,13577,0.30713,0.30773
1999,17-29 y.,No migration background,Somewhat concerned,0.53413,1169,13577,0.53380,0.53445
1999,17-29 y.,No migration background,Not concerned at all,0.15844,328,13577,0.15821,0.15868
1999,17-29 y.,Direct migration background,Very concerned,0.32123,122,13577,0.32046,0.32201
1999,17-29 y.,Direct migration background,Somewhat concerned,0.48457,181,13577,0.48374,0.48540
1999,17-29 y.,Direct migration background,Not concerned at all,0.19419,65,13577,0.19354,0.19485
1999,17-29 y.,Indirect migration background,Very concerned,0.37687,170,13577,0.37609,0.37766
1999,17-29 y.,Indirect migration background,Somewhat concerned,0.47600,237,13577,0.47519,0.47681
1999,17-29 y.,Indirect migration background,Not concerned at all,0.14713,71,13577,0.14656,0.14770
1999,30-45 y.,No migration background,Very concerned,0.31029,1151,13577,0.31008,0.31051
1999,30-45 y.,No migration background,Somewhat concerned,0.56652,2230,13577,0.56628,0.56675
1999,30-45 y.,No migration background,Not concerned at all,0.12319,481,13577,0.12304,0.12334
1999,30-45 y.,Direct migration background,Very concerned,0.33654,250,13577,0.33597,0.33712
1999,30-45 y.,Direct migration background,Somewhat concerned,0.52151,383,13577,0.52091,0.52211
1999,30-45 y.,Direct migration background,Not concerned at all,0.14194,104,13577,0.14152,0.14237
1999,30-45 y.,Indirect migration background,Very concerned,0.37526,36,13577,0.37337,0.37714
1999,30-45 y.,Indirect migration background,Somewhat concerned,0.62474,54,13577,0.62286,0.62663
1999,46-65 y.,No migration background,Very concerned,0.30458,969,13577,0.30437,0.30479
1999,46-65 y.,No migration background,Somewhat concerned,0.55686,1889,13577,0.55663,0.55709
1999,46-65 y.,No migration background,Not concerned at all,0.13856,446,13577,0.13840,0.13872
1999,46-65 y.,Direct migration background,Very concerned,0.34122,278,13577,0.34071,0.34172
1999,46-65 y.,Direct migration background,Somewhat concerned,0.48040,408,13577,0.47987,0.48094
1999,46-65 y.,Direct migration background,Not concerned at all,0.17838,158,13577,0.17797,0.17879
1999,66 and older,No migration background,Very concerned,0.23785,385,13577,0.23760,0.23810
1999,66 and older,No migration background,Somewhat concerned,0.54413,833,13577,0.54384,0.54442
1999,66 and older,No migration background,Not concerned at all,0.21802,311,13577,0.21778,0.21826
1999,66 and older,Direct migration background,Very concerned,0.26325,65,13577,0.26253,0.26397
1999,66 and older,Direct migration background,Somewhat concerned,0.47056,115,13577,0.46974,0.47137
1999,66 and older,Direct migration background,Not concerned at all,0.26620,67,13577,0.26547,0.26692
2000,17-29 y.,No migration background,Very concerned,0.32019,1045,23766,0.31988,0.32050
2000,17-29 y.,No migration background,Somewhat concerned,0.50995,1717,23766,0.50962,0.51028
2000,17-29 y.,No migration background,Not concerned at all,0.16986,577,23766,0.16961,0.17011
2000,17-29 y.,Direct migration background,Very concerned,0.30995,168,23766,0.30924,0.31067
2000,17-29 y.,Direct migration background,Somewhat concerned,0.44771,283,23766,0.44694,0.44847
2000,17-29 y.,Direct migration background,Not concerned at all,0.24234,133,23766,0.24168,0.24300
2000,17-29 y.,Indirect migration background,Very concerned,0.35653,215,23766,0.35571,0.35735
2000,17-29 y.,Indirect migration background,Somewhat concerned,0.45258,272,23766,0.45173,0.45344
2000,17-29 y.,Indirect migration background,Not concerned at all,0.19089,115,23766,0.19022,0.19157
2000,30-45 y.,No migration background,Very concerned,0.34829,2268,23766,0.34806,0.34851
2000,30-45 y.,No migration background,Somewhat concerned,0.52212,3627,23766,0.52188,0.52235
2000,30-45 y.,No migration background,Not concerned at all,0.12960,881,23766,0.12944,0.12975
2000,30-45 y.,Direct migration background,Very concerned,0.35859,400,23766,0.35802,0.35916
2000,30-45 y.,Direct migration background,Somewhat concerned,0.45228,537,23766,0.45169,0.45286
2000,30-45 y.,Direct migration background,Not concerned at all,0.18914,225,23766,0.18867,0.18960
2000,30-45 y.,Indirect migration background,Very concerned,0.48380,53,23766,0.48194,0.48565
2000,30-45 y.,Indirect migration background,Somewhat concerned,0.51620,77,23766,0.51435,0.51806
2000,46-65 y.,No migration background,Very concerned,0.33795,2132,23766,0.33773,0.33816
2000,46-65 y.,No migration background,Somewhat concerned,0.49871,3321,23766,0.49848,0.49893
2000,46-65 y.,No migration background,Not concerned at all,0.16334,1040,23766,0.16318,0.16351
2000,46-65 y.,Direct migration background,Very concerned,0.34332,375,23766,0.34278,0.34386
2000,46-65 y.,Direct migration background,Somewhat concerned,0.47196,556,23766,0.47140,0.47253
2000,46-65 y.,Direct migration background,Not concerned at all,0.18471,232,23766,0.18427,0.18515
2000,66 and older,No migration background,Very concerned,0.22422,739,23766,0.22398,0.22446
2000,66 and older,No migration background,Somewhat concerned,0.50721,1618,23766,0.50692,0.50750
2000,66 and older,No migration background,Not concerned at all,0.26857,809,23766,0.26831,0.26882
2000,66 and older,Direct migration background,Very concerned,0.23370,87,23766,0.23294,0.23446
2000,66 and older,Direct migration background,Somewhat concerned,0.47873,162,23766,0.47783,0.47962
2000,66 and older,Direct migration background,Not concerned at all,0.28757,102,23766,0.28676,0.28838
2001,17-29 y.,No migration background,Very concerned,0.37054,1139,21603,0.37021,0.37086
2001,17-29 y.,No migration background,Somewhat concerned,0.47460,1443,21603,0.47426,0.47494
2001,17-29 y.,No migration background,Not concerned at all,0.15486,446,21603,0.15462,0.15511
2001,17-29 y.,Direct migration background,Very concerned,0.34204,169,21603,0.34130,0.34277
2001,17-29 y.,Direct migration background,Somewhat concerned,0.41803,227,21603,0.41727,0.41880
2001,17-29 y.,Direct migration background,Not concerned at all,0.23993,101,21603,0.23927,0.24059
2001,17-29 y.,Indirect migration background,Very concerned,0.42872,224,21603,0.42787,0.42958
2001,17-29 y.,Indirect migration background,Somewhat concerned,0.40447,222,21603,0.40362,0.40532
2001,17-29 y.,Indirect migration background,Not concerned at all,0.16680,97,21603,0.16616,0.16745
2001,30-45 y.,No migration background,Very concerned,0.37471,2286,21603,0.37448,0.37493
2001,30-45 y.,No migration background,Somewhat concerned,0.51150,3081,21603,0.51127,0.51174
2001,30-45 y.,No migration background,Not concerned at all,0.11379,690,21603,0.11364,0.11394
2001,30-45 y.,Direct migration background,Very concerned,0.38956,392,21603,0.38899,0.39014
2001,30-45 y.,Direct migration background,Somewhat concerned,0.45017,466,21603,0.44958,0.45076
2001,30-45 y.,Direct migration background,Not concerned at all,0.16027,172,21603,0.15983,0.16070
2001,30-45 y.,Indirect migration background,Very concerned,0.52707,69,21603,0.52538,0.52875
2001,30-45 y.,Indirect migration background,Somewhat concerned,0.47293,73,21603,0.47125,0.47462
2001,46-65 y.,No migration background,Very concerned,0.37196,2211,21603,0.37174,0.37218
2001,46-65 y.,No migration background,Somewhat concerned,0.47630,2863,21603,0.47607,0.47653
2001,46-65 y.,No migration background,Not concerned at all,0.15174,872,21603,0.15158,0.15191
2001,46-65 y.,Direct migration background,Very concerned,0.32365,339,21603,0.32311,0.32419
2001,46-65 y.,Direct migration background,Somewhat concerned,0.48399,483,21603,0.48342,0.48457
2001,46-65 y.,Direct migration background,Not concerned at all,0.19236,206,21603,0.19190,0.19281
2001,66 and older,No migration background,Very concerned,0.27073,859,21603,0.27048,0.27098
2001,66 and older,No migration background,Somewhat concerned,0.49275,1461,21603,0.49247,0.49303
2001,66 and older,No migration background,Not concerned at all,0.23652,680,21603,0.23629,0.23676
2001,66 and older,Direct migration background,Very concerned,0.34753,106,21603,0.34667,0.34839
2001,66 and older,Direct migration background,Somewhat concerned,0.44557,150,21603,0.44467,0.44646
2001,66 and older,Direct migration background,Not concerned at all,0.20690,76,21603,0.20617,0.20763
2002,17-29 y.,No migration background,Very concerned,0.28658,903,22792,0.28627,0.28688
2002,17-29 y.,No migration background,Somewhat concerned,0.51387,1649,22792,0.51353,0.51422
2002,17-29 y.,No migration background,Not concerned at all,0.19955,602,22792,0.19928,0.19982
2002,17-29 y.,Direct migration background,Very concerned,0.26210,112,22792,0.26141,0.26278
2002,17-29 y.,Direct migration background,Somewhat concerned,0.47145,217,22792,0.47067,0.47223
2002,17-29 y.,Direct migration background,Not concerned at all,0.26645,108,22792,0.26576,0.26714
2002,17-29 y.,Indirect migration background,Very concerned,0.28372,150,22792,0.28293,0.28450
2002,17-29 y.,Indirect migration background,Somewhat concerned,0.54304,265,22792,0.54217,0.54391
2002,17-29 y.,Indirect migration background,Not concerned at all,0.17325,105,22792,0.17258,0.17391
2002,30-45 y.,No migration background,Very concerned,0.28937,1790,22792,0.28915,0.28958
2002,30-45 y.,No migration background,Somewhat concerned,0.57082,3576,22792,0.57059,0.57105
2002,30-45 y.,No migration background,Not concerned at all,0.13981,874,22792,0.13965,0.13998
2002,30-45 y.,Direct migration background,Very concerned,0.32314,276,22792,0.32259,0.32369
2002,30-45 y.,Direct migration background,Somewhat concerned,0.50159,503,22792,0.50100,0.50218
2002,30-45 y.,Direct migration background,Not concerned at all,0.17527,181,22792,0.17482,0.17572
2002,30-45 y.,Indirect migration background,Very concerned,0.39522,60,22792,0.39379,0.39665
2002,30-45 y.,Indirect migration background,Somewhat concerned,0.44445,96,22792,0.44300,0.44590
2002,30-45 y.,Indirect migration background,Not concerned at all,0.16033,31,22792,0.15926,0.16140
2002,46-65 y.,No migration background,Very concerned,0.28246,1945,22792,0.28226,0.28267
2002,46-65 y.,No migration background,Somewhat concerned,0.55928,3781,22792,0.55905,0.55950
2002,46-65 y.,No migration background,Not concerned at all,0.15826,1009,22792,0.15809,0.15842
2002,46-65 y.,Direct migration background,Very concerned,0.26862,278,22792,0.26811,0.26912
2002,46-65 y.,Direct migration background,Somewhat concerned,0.52678,538,22792,0.52621,0.52734
2002,46-65 y.,Direct migration background,Not concerned at all,0.20461,210,22792,0.20415,0.20506
2002,66 and older,No migration background,Very concerned,0.24629,797,22792,0.24605,0.24653
2002,66 and older,No migration background,Somewhat concerned,0.51917,1664,22792,0.51890,0.51945
2002,66 and older,No migration background,Not concerned at all,0.23454,731,22792,0.23431,0.23477
2002,66 and older,Direct migration background,Very concerned,0.27257,78,22792,0.27179,0.27335
2002,66 and older,Direct migration background,Somewhat concerned,0.49684,180,22792,0.49597,0.49772
2002,66 and older,Direct migration background,Not concerned at all,0.23059,83,22792,0.22985,0.23132
2003,17-29 y.,No migration background,Very concerned,0.21624,658,21900,0.21597,0.21652
2003,17-29 y.,No migration background,Somewhat concerned,0.54167,1727,21900,0.54133,0.54200
2003,17-29 y.,No migration background,Not concerned at all,0.24209,720,21900,0.24180,0.24238
2003,17-29 y.,Direct migration background,Very concerned,0.22821,78,21900,0.22753,0.22888
2003,17-29 y.,Direct migration background,Somewhat concerned,0.44738,175,21900,0.44658,0.44818
2003,17-29 y.,Direct migration background,Not concerned at all,0.32441,123,21900,0.32366,0.32517
2003,17-29 y.,Indirect migration background,Very concerned,0.27311,129,21900,0.27235,0.27386
2003,17-29 y.,Indirect migration background,Somewhat concerned,0.47137,231,21900,0.47053,0.47222
2003,17-29 y.,Indirect migration background,Not concerned at all,0.25552,137,21900,0.25478,0.25626
2003,30-45 y.,No migration background,Very concerned,0.23368,1318,21900,0.23348,0.23388
2003,30-45 y.,No migration background,Somewhat concerned,0.58957,3435,21900,0.58933,0.58980
2003,30-45 y.,No migration background,Not concerned at all,0.17675,1039,21900,0.17657,0.17694
2003,30-45 y.,Direct migration background,Very concerned,0.28814,227,21900,0.28761,0.28867
2003,30-45 y.,Direct migration background,Somewhat concerned,0.48311,430,21900,0.48252,0.48369
2003,30-45 y.,Direct migration background,Not concerned at all,0.22875,221,21900,0.22826,0.22925
2003,30-45 y.,Indirect migration background,Very concerned,0.21289,41,21900,0.21178,0.21400
2003,30-45 y.,Indirect migration background,Somewhat concerned,0.57728,127,21900,0.57594,0.57862
2003,30-45 y.,Indirect migration background,Not concerned at all,0.20983,42,21900,0.20873,0.21094
2003,46-65 y.,No migration background,Very concerned,0.24634,1554,21900,0.24614,0.24653
2003,46-65 y.,No migration background,Somewhat concerned,0.56338,3722,21900,0.56316,0.56361
2003,46-65 y.,No migration background,Not concerned at all,0.19028,1202,21900,0.19010,0.19046
2003,46-65 y.,Direct migration background,Very concerned,0.23149,210,21900,0.23102,0.23196
2003,46-65 y.,Direct migration background,Somewhat concerned,0.52292,510,21900,0.52236,0.52348
2003,46-65 y.,Direct migration background,Not concerned at all,0.24559,259,21900,0.24511,0.24607
2003,66 and older,No migration background,Very concerned,0.19865,661,21900,0.19843,0.19886
2003,66 and older,No migration background,Somewhat concerned,0.53060,1711,21900,0.53033,0.53088
2003,66 and older,No migration background,Not concerned at all,0.27075,863,21900,0.27051,0.27099
2003,66 and older,Direct migration background,Very concerned,0.22617,69,21900,0.22546,0.22688
2003,66 and older,Direct migration background,Somewhat concerned,0.47581,178,21900,0.47496,0.47666
2003,66 and older,Direct migration background,Not concerned at all,0.29802,103,21900,0.29724,0.29880
2004,17-29 y.,No migration background,Very concerned,0.22036,696,21342,0.22008,0.22064
2004,17-29 y.,No migration background,Somewhat concerned,0.51965,1608,21342,0.51931,0.51999
2004,17-29 y.,No migration background,Not concerned at all,0.25999,744,21342,0.25969,0.26028
2004,17-29 y.,Direct migration background,Very concerned,0.26809,92,21342,0.26738,0.26881
2004,17-29 y.,Direct migration background,Somewhat concerned,0.44519,180,21342,0.44439,0.44600
2004,17-29 y.,Direct migration background,Not concerned at all,0.28671,96,21342,0.28598,0.28744
2004,17-29 y.,Indirect migration background,Very concerned,0.26373,137,21342,0.26303,0.26443
2004,17-29 y.,Indirect migration background,Somewhat concerned,0.48843,238,21342,0.48764,0.48923
2004,17-29 y.,Indirect migration background,Not concerned at all,0.24784,132,21342,0.24716,0.24853
2004,30-45 y.,No migration background,Very concerned,0.25019,1313,21342,0.24998,0.25040
2004,30-45 y.,No migration background,Somewhat concerned,0.56527,3102,21342,0.56503,0.56551
2004,30-45 y.,No migration background,Not concerned at all,0.18454,1017,21342,0.18435,0.18473
2004,30-45 y.,Direct migration background,Very concerned,0.28754,217,21342,0.28701,0.28806
2004,30-45 y.,Direct migration background,Somewhat concerned,0.50891,438,21342,0.50833,0.50950
2004,30-45 y.,Direct migration background,Not concerned at all,0.20355,181,21342,0.20308,0.20402
2004,30-45 y.,Indirect migration background,Very concerned,0.17705,42,21342,0.17603,0.17807
2004,30-45 y.,Indirect migration background,Somewhat concerned,0.62705,134,21342,0.62575,0.62834
2004,30-45 y.,Indirect migration background,Not concerned at all,0.19590,42,21342,0.19484,0.19697
2004,46-65 y.,No migration background,Very concerned,0.24779,1524,21342,0.24759,0.24799
2004,46-65 y.,No migration background,Somewhat concerned,0.54575,3555,21342,0.54552,0.54597
2004,46-65 y.,No migration background,Not concerned at all,0.20646,1238,21342,0.20628,0.20665
2004,46-65 y.,Direct migration background,Very concerned,0.23736,199,21342,0.23689,0.23783
2004,46-65 y.,Direct migration background,Somewhat concerned,0.52341,500,21342,0.52286,0.52396
2004,46-65 y.,Direct migration background,Not concerned at all,0.23923,234,21342,0.23876,0.23970
2004,66 and older,No migration background,Very concerned,0.19987,674,21342,0.19966,0.20009
2004,66 and older,No migration background,Somewhat concerned,0.53635,1788,21342,0.53609,0.53662
2004,66 and older,No migration background,Not concerned at all,0.26377,872,21342,0.26354,0.26401
2004,66 and older,Direct migration background,Very concerned,0.21355,74,21342,0.21286,0.21425
2004,66 and older,Direct migration background,Somewhat concerned,0.44265,157,21342,0.44180,0.44349
2004,66 and older,Direct migration background,Not concerned at all,0.34380,118,21342,0.34299,0.34461
2005,17-29 y.,No migration background,Very concerned,0.29853,879,20477,0.29823,0.29883
2005,17-29 y.,No migration background,Somewhat concerned,0.49589,1504,20477,0.49557,0.49622
2005,17-29 y.,No migration background,Not concerned at all,0.20558,594,20477,0.20532,0.20584
2005,17-29 y.,Direct migration background,Very concerned,0.32170,83,20477,0.32092,0.32248
2005,17-29 y.,Direct migration background,Somewhat concerned,0.42546,146,20477,0.42464,0.42629
2005,17-29 y.,Direct migration background,Not concerned at all,0.25284,85,20477,0.25211,0.25356
2005,17-29 y.,Indirect migration background,Very concerned,0.35508,156,20477,0.35437,0.35579
2005,17-29 y.,Indirect migration background,Somewhat concerned,0.44678,241,20477,0.44604,0.44751
