"plj0047","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Grosse Sorgen","1995","AkademikerIn","5 Einkommensstärkstes Quintil","2","","",""
"Einige Sorgen","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","117","0.382840717666147","0.327744702392573","0.437936732939722"
"Einige Sorgen","1995","(noch) kein Abschluss","2","83","0.606241022746563","0.524724350478021","0.687757695015106"
"Einige Sorgen","1995","(noch) kein Abschluss","3","16","","",""
"Einige Sorgen","1995","(noch) kein Abschluss","4","14","","",""
"Einige Sorgen","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","2","","",""
"Einige Sorgen","1995","Hauptschule","1 Einkommensschwächstes Quintil","204","0.385543524787603","0.342359765201536","0.428727284373671"
"Einige Sorgen","1995","Hauptschule","2","152","0.521024830135225","0.463628079465684","0.578421580804766"
"Einige Sorgen","1995","Hauptschule","3","52","0.460745558359548","0.368431780643439","0.553059336075657"
"Einige Sorgen","1995","Hauptschule","4","29","","",""
"Einige Sorgen","1995","Hauptschule","5 Einkommensstärkstes Quintil","3","","",""
"Einige Sorgen","1995","Realschule","1 Einkommensschwächstes Quintil","22","","",""
"Einige Sorgen","1995","Realschule","2","20","","",""
"Einige Sorgen","1995","Realschule","3","10","","",""
"Einige Sorgen","1995","Realschule","4","5","","",""
"Einige Sorgen","1995","Realschule","5 Einkommensstärkstes Quintil","1","","",""
"Einige Sorgen","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","41","0.41322713317739","0.313683476330259","0.512770790024521"
"Einige Sorgen","1995","(Fach-)Abitur","2","19","","",""
"Einige Sorgen","1995","(Fach-)Abitur","3","7","","",""
"Einige Sorgen","1995","(Fach-)Abitur","4","7","","",""
"Einige Sorgen","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","1","","",""
"Einige Sorgen","1995","AkademikerIn","1 Einkommensschwächstes Quintil","6","","",""
"Einige Sorgen","1995","AkademikerIn","2","8","","",""
"Einige Sorgen","1995","AkademikerIn","3","4","","",""
"Einige Sorgen","1995","AkademikerIn","4","3","","",""
"Einige Sorgen","1995","AkademikerIn","5 Einkommensstärkstes Quintil","1","","",""
"Keine Sorgen","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","38","0.110789293307876","0.0752127511690664","0.146365835446685"
"Keine Sorgen","1995","(noch) kein Abschluss","2","13","","",""
"Keine Sorgen","1995","(noch) kein Abschluss","3","9","","",""
"Keine Sorgen","1995","(noch) kein Abschluss","4","3","","",""
"Keine Sorgen","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Keine Sorgen","1995","Hauptschule","1 Einkommensschwächstes Quintil","53","0.100371101878204","0.0737102375586927","0.127031966197715"
"Keine Sorgen","1995","Hauptschule","2","50","0.153808052314814","0.112357952851575","0.195258151778052"
"Keine Sorgen","1995","Hauptschule","3","15","","",""
"Keine Sorgen","1995","Hauptschule","4","14","","",""
"Keine Sorgen","1995","Hauptschule","5 Einkommensstärkstes Quintil","4","","",""
"Keine Sorgen","1995","Realschule","1 Einkommensschwächstes Quintil","5","","",""
"Keine Sorgen","1995","Realschule","2","4","","",""
"Keine Sorgen","1995","Realschule","3","1","","",""
"Keine Sorgen","1995","Realschule","4","2","","",""
"Keine Sorgen","1995","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Keine Sorgen","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","15","","",""
"Keine Sorgen","1995","(Fach-)Abitur","2","5","","",""
"Keine Sorgen","1995","(Fach-)Abitur","3","4","","",""
"Keine Sorgen","1995","(Fach-)Abitur","4","3","","",""
"Keine Sorgen","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","1","","",""
"Keine Sorgen","1995","AkademikerIn","1 Einkommensschwächstes Quintil","2","","",""
"Keine Sorgen","1995","AkademikerIn","2","1","","",""
"Keine Sorgen","1995","AkademikerIn","3","1","","",""
"Keine Sorgen","1995","AkademikerIn","4","1","","",""
"Keine Sorgen","1995","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Grosse Sorgen","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","166","0.41654668612926","0.368943679886158","0.464149692372363"
"Grosse Sorgen","1996","(noch) kein Abschluss","2","82","0.346082254002496","0.286635004645504","0.405529503359488"
"Grosse Sorgen","1996","(noch) kein Abschluss","3","22","","",""
"Grosse Sorgen","1996","(noch) kein Abschluss","4","14","","",""
"Grosse Sorgen","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","11","","",""
"Grosse Sorgen","1996","Hauptschule","1 Einkommensschwächstes Quintil","804","0.335132792390083","0.315757128740046","0.35450845604012"
"Grosse Sorgen","1996","Hauptschule","2","585","0.354659189753862","0.332661817658798","0.376656561848926"
"Grosse Sorgen","1996","Hauptschule","3","309","0.317239683318527","0.288071689918266","0.346407676718788"
"Grosse Sorgen","1996","Hauptschule","4","170","0.277747855775622","0.241576880316123","0.31391883123512"
"Grosse Sorgen","1996","Hauptschule","5 Einkommensstärkstes Quintil","55","0.245896559282242","0.18606735319692","0.305725765367565"
"Grosse Sorgen","1996","Realschule","1 Einkommensschwächstes Quintil","274","0.285953510083682","0.257590211071483","0.314316809095881"
"Grosse Sorgen","1996","Realschule","2","217","0.249764777318376","0.221484012021274","0.278045542615478"
"Grosse Sorgen","1996","Realschule","3","169","0.262968113982282","0.227829541085109","0.298106686879454"
"Grosse Sorgen","1996","Realschule","4","122","0.310352270772026","0.264318839569988","0.356385701974063"
"Grosse Sorgen","1996","Realschule","5 Einkommensstärkstes Quintil","55","0.268024192921999","0.207391546732141","0.328656839111856"
"Grosse Sorgen","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","104","0.302561130563013","0.252695773637182","0.352426487488844"
"Grosse Sorgen","1996","(Fach-)Abitur","2","76","0.329344205860626","0.274588456430406","0.384099955290846"
"Grosse Sorgen","1996","(Fach-)Abitur","3","53","0.253060613204393","0.194258436601741","0.311862789807046"
"Grosse Sorgen","1996","(Fach-)Abitur","4","36","0.227850184690658","0.155747424022216","0.2999529453591"
"Grosse Sorgen","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","17","","",""
"Grosse Sorgen","1996","AkademikerIn","1 Einkommensschwächstes Quintil","72","0.251864822609909","0.201990685850355","0.301738959369463"
"Grosse Sorgen","1996","AkademikerIn","2","89","0.209376356382676","0.172356236691335","0.246396476074017"
"Grosse Sorgen","1996","AkademikerIn","3","90","0.225954957680431","0.182694120388924","0.269215794971938"
"Grosse Sorgen","1996","AkademikerIn","4","74","0.216432087992773","0.172067828163143","0.260796347822403"
"Grosse Sorgen","1996","AkademikerIn","5 Einkommensstärkstes Quintil","54","0.166400099892724","0.124043071442489","0.208757128342959"
"Einige Sorgen","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","191","0.429270170098633","0.381475427801851","0.477064912395415"
"Einige Sorgen","1996","(noch) kein Abschluss","2","124","0.510618766414656","0.448151488828158","0.573086044001155"
"Einige Sorgen","1996","(noch) kein Abschluss","3","52","0.542215410394617","0.436918560666438","0.647512260122796"
"Einige Sorgen","1996","(noch) kein Abschluss","4","25","","",""
"Einige Sorgen","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","15","","",""
"Einige Sorgen","1996","Hauptschule","1 Einkommensschwächstes Quintil","1076","0.470761860269762","0.450273515681731","0.491250204857793"
"Einige Sorgen","1996","Hauptschule","2","915","0.474970377141286","0.452009113066095","0.497931641216478"
"Einige Sorgen","1996","Hauptschule","3","512","0.528351824328677","0.497065874194749","0.559637774462604"
"Einige Sorgen","1996","Hauptschule","4","317","0.551698448478865","0.511535420675559","0.591861476282171"
"Einige Sorgen","1996","Hauptschule","5 Einkommensstärkstes Quintil","121","0.634061018653776","0.567135550587083","0.70098648672047"
"Einige Sorgen","1996","Realschule","1 Einkommensschwächstes Quintil","516","0.518762993445972","0.487400557644911","0.550125429247033"
"Einige Sorgen","1996","Realschule","2","529","0.57928003416798","0.54702721529801","0.611532853037951"
"Einige Sorgen","1996","Realschule","3","343","0.5785545329663","0.539142187693795","0.617966878238806"
"Einige Sorgen","1996","Realschule","4","215","0.545775348136354","0.496233233915852","0.595317462356857"
"Einige Sorgen","1996","Realschule","5 Einkommensstärkstes Quintil","101","0.509967106421412","0.4415357955761","0.578398417266725"
"Einige Sorgen","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","186","0.586149282690538","0.532684812680144","0.639613752700932"
"Einige Sorgen","1996","(Fach-)Abitur","2","161","0.547731176928999","0.489743337243944","0.605719016614053"
"Einige Sorgen","1996","(Fach-)Abitur","3","122","0.578964767569062","0.512188255436411","0.645741279701713"
"Einige Sorgen","1996","(Fach-)Abitur","4","84","0.691284494923698","0.611872877067782","0.770696112779614"
"Einige Sorgen","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","39","0.590942433923869","0.47408443695289","0.707800430894849"
"Einige Sorgen","1996","AkademikerIn","1 Einkommensschwächstes Quintil","170","0.594405416099378","0.537991136191366","0.65081969600739"
"Einige Sorgen","1996","AkademikerIn","2","290","0.606242497510352","0.561786873554705","0.650698121465998"
"Einige Sorgen","1996","AkademikerIn","3","209","0.583363110821571","0.532365573069853","0.634360648573289"
"Einige Sorgen","1996","AkademikerIn","4","184","0.577796252401162","0.524587571012428","0.631004933789896"
"Einige Sorgen","1996","AkademikerIn","5 Einkommensstärkstes Quintil","188","0.629137217095602","0.574202210463393","0.68407222372781"
"Keine Sorgen","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","55","0.154183143772106","0.119312810409499","0.189053477134714"
"Keine Sorgen","1996","(noch) kein Abschluss","2","40","0.143298979582847","0.0995148491917785","0.187083109973916"
"Keine Sorgen","1996","(noch) kein Abschluss","3","12","","",""
"Keine Sorgen","1996","(noch) kein Abschluss","4","14","","",""
"Keine Sorgen","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","1","","",""
"Keine Sorgen","1996","Hauptschule","1 Einkommensschwächstes Quintil","400","0.194105347340155","0.177870860910901","0.210339833769409"
"Keine Sorgen","1996","Hauptschule","2","317","0.170370433104851","0.153083822400954","0.187657043808749"
"Keine Sorgen","1996","Hauptschule","3","157","0.154408492352797","0.131762332882076","0.177054651823517"
"Keine Sorgen","1996","Hauptschule","4","102","0.170553695745513","0.140178775300919","0.200928616190108"
"Keine Sorgen","1996","Hauptschule","5 Einkommensstärkstes Quintil","23","","",""
"Keine Sorgen","1996","Realschule","1 Einkommensschwächstes Quintil","185","0.195283496470346","0.17040065295138","0.220166339989312"
"Keine Sorgen","1996","Realschule","2","154","0.170955188513644","0.146359613388672","0.195550763638616"
"Keine Sorgen","1996","Realschule","3","91","0.158477353051418","0.129329542143347","0.187625163959489"
"Keine Sorgen","1996","Realschule","4","51","0.14387238109162","0.108951097568371","0.178793664614869"
"Keine Sorgen","1996","Realschule","5 Einkommensstärkstes Quintil","49","0.222008700656589","0.165117705840392","0.278899695472786"
"Keine Sorgen","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","36","0.111289586746449","0.0771509094524316","0.145428264040466"
"Keine Sorgen","1996","(Fach-)Abitur","2","46","0.122924617210375","0.0846692155323125","0.161180018888438"
"Keine Sorgen","1996","(Fach-)Abitur","3","35","0.167974619226545","0.117412116360312","0.218537122092778"
"Keine Sorgen","1996","(Fach-)Abitur","4","10","","",""
"Keine Sorgen","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","12","","",""
"Keine Sorgen","1996","AkademikerIn","1 Einkommensschwächstes Quintil","49","0.153729761290713","0.112288295605717","0.195171226975709"
"Keine Sorgen","1996","AkademikerIn","2","85","0.184381146106972","0.149096076049808","0.219666216164136"
"Keine Sorgen","1996","AkademikerIn","3","60","0.190681931497998","0.150045528734698","0.231318334261298"
"Keine Sorgen","1996","AkademikerIn","4","73","0.205771659606065","0.162220515936277","0.249322803275854"
"Keine Sorgen","1996","AkademikerIn","5 Einkommensstärkstes Quintil","55","0.204462683011674","0.158594960948519","0.250330405074828"
"Grosse Sorgen","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","146","0.339496089671897","0.293881580589601","0.385110598754194"
"Grosse Sorgen","1997","(noch) kein Abschluss","2","73","0.309787446809153","0.248960651180629","0.370614242437678"
"Grosse Sorgen","1997","(noch) kein Abschluss","3","27","","",""
"Grosse Sorgen","1997","(noch) kein Abschluss","4","14","","",""
"Grosse Sorgen","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","8","","",""
"Grosse Sorgen","1997","Hauptschule","1 Einkommensschwächstes Quintil","761","0.351390181950293","0.330986195555074","0.371794168345513"
"Grosse Sorgen","1997","Hauptschule","2","608","0.336208082930907","0.314462590640325","0.35795357522149"
"Grosse Sorgen","1997","Hauptschule","3","350","0.344441712490768","0.315294384643766","0.373589040337771"
"Grosse Sorgen","1997","Hauptschule","4","187","0.34854391461","0.309042421477144","0.388045407742855"
"Grosse Sorgen","1997","Hauptschule","5 Einkommensstärkstes Quintil","59","0.231546614516773","0.173803641275587","0.28928958775796"
"Grosse Sorgen","1997","Realschule","1 Einkommensschwächstes Quintil","287","0.31148687184495","0.281787269169467","0.341186474520434"
"Grosse Sorgen","1997","Realschule","2","271","0.307879130232836","0.27841637603193","0.337341884433742"
"Grosse Sorgen","1997","Realschule","3","170","0.321426665988894","0.282951613430053","0.359901718547735"
"Grosse Sorgen","1997","Realschule","4","121","0.286756149649104","0.243192595104388","0.330319704193819"
"Grosse Sorgen","1997","Realschule","5 Einkommensstärkstes Quintil","40","0.170353394220648","0.118120568791105","0.222586219650191"
"Grosse Sorgen","1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","99","0.31988945807343","0.267966794700807","0.371812121446052"
"Grosse Sorgen","1997","(Fach-)Abitur","2","74","0.300225235677542","0.245246443344921","0.355204028010164"
"Grosse Sorgen","1997","(Fach-)Abitur","3","51","0.232074928293468","0.175645922711093","0.288503933875842"
"Grosse Sorgen","1997","(Fach-)Abitur","4","29","","",""
"Grosse Sorgen","1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","19","","",""
"Grosse Sorgen","1997","AkademikerIn","1 Einkommensschwächstes Quintil","77","0.264220382194526","0.214574433799453","0.313866330589599"
"Grosse Sorgen","1997","AkademikerIn","2","72","0.19274021435132","0.155282944529651","0.230197484172989"
"Grosse Sorgen","1997","AkademikerIn","3","82","0.221709283229651","0.178917866044241","0.264500700415061"
"Grosse Sorgen","1997","AkademikerIn","4","73","0.195377385794515","0.154476967047086","0.236277804541944"
"Grosse Sorgen","1997","AkademikerIn","5 Einkommensstärkstes Quintil","45","0.148593338145206","0.108544034576918","0.188642641713493"
"Einige Sorgen","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","206","0.511043791016351","0.462892053687613","0.559195528345088"
"Einige Sorgen","1997","(noch) kein Abschluss","2","109","0.518217995516217","0.452489584104372","0.583946406928062"
"Einige Sorgen","1997","(noch) kein Abschluss","3","62","0.53155589969431","0.439140906067761","0.623970893320859"
"Einige Sorgen","1997","(noch) kein Abschluss","4","28","","",""
"Einige Sorgen","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","11","","",""
"Einige Sorgen","1997","Hauptschule","1 Einkommensschwächstes Quintil","988","0.473660560702633","0.452320530792541","0.495000590612724"
"Einige Sorgen","1997","Hauptschule","2","883","0.483904527028185","0.460901019771139","0.50690803428523"
"Einige Sorgen","1997","Hauptschule","3","477","0.43856580587537","0.408128792604696","0.469002819146044"
"Einige Sorgen","1997","Hauptschule","4","276","0.47127126296941","0.429890916371355","0.512651609567464"
"Einige Sorgen","1997","Hauptschule","5 Einkommensstärkstes Quintil","114","0.60983672108384","0.543063682072318","0.676609760095362"
"Einige Sorgen","1997","Realschule","1 Einkommensschwächstes Quintil","447","0.474148824549672","0.442125721231149","0.506171927868195"
"Einige Sorgen","1997","Realschule","2","458","0.46484177480303","0.433008162528063","0.496675387077996"
"Einige Sorgen","1997","Realschule","3","300","0.516292240271959","0.475122398151834","0.557462082392085"
"Einige Sorgen","1997","Realschule","4","230","0.576724067990625","0.529130995166054","0.624317140815195"
"Einige Sorgen","1997","Realschule","5 Einkommensstärkstes Quintil","122","0.608287100073475","0.540466786559582","0.676107413587369"
"Einige Sorgen","1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","157","0.512529948869621","0.456888191586446","0.568171706152796"
"Einige Sorgen","1997","(Fach-)Abitur","2","142","0.550380727132864","0.490712033639054","0.610049420626675"
"Einige Sorgen","1997","(Fach-)Abitur","3","132","0.624021670659882","0.559276093912355","0.688767247407409"
"Einige Sorgen","1997","(Fach-)Abitur","4","98","0.623885669144002","0.545310719972038","0.702460618315966"
"Einige Sorgen","1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","37","0.502040833040751","0.384911557360327","0.619170108721176"
"Einige Sorgen","1997","AkademikerIn","1 Einkommensschwächstes Quintil","176","0.580867432124828","0.525310149656257","0.636424714593398"
"Einige Sorgen","1997","AkademikerIn","2","265","0.606022503086238","0.559621926716604","0.652423079455871"
"Einige Sorgen","1997","AkademikerIn","3","226","0.610937526672822","0.560714616007967","0.661160437337677"
"Einige Sorgen","1997","AkademikerIn","4","229","0.638084523414422","0.588512439840471","0.687656606988373"
"Einige Sorgen","1997","AkademikerIn","5 Einkommensstärkstes Quintil","195","0.622538992468963","0.567957412449646","0.67712057248828"
"Keine Sorgen","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","62","0.149460119311752","0.115115561931484","0.18380467669202"
"Keine Sorgen","1997","(noch) kein Abschluss","2","40","0.171994557674629","0.122352982690601","0.221636132658657"
"Keine Sorgen","1997","(noch) kein Abschluss","3","23","","",""
"Keine Sorgen","1997","(noch) kein Abschluss","4","11","","",""
"Keine Sorgen","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","5","","",""
"Keine Sorgen","1997","Hauptschule","1 Einkommensschwächstes Quintil","354","0.174949257347074","0.158711545279622","0.191186969414526"
"Keine Sorgen","1997","Hauptschule","2","322","0.179887390040908","0.162207225839071","0.197567554242744"
"Keine Sorgen","1997","Hauptschule","3","194","0.216992481633862","0.191708787412541","0.242276175855182"
"Keine Sorgen","1997","Hauptschule","4","96","0.180184822420591","0.148323832347062","0.21204581249412"
"Keine Sorgen","1997","Hauptschule","5 Einkommensstärkstes Quintil","32","0.158616664399387","0.108608315036391","0.208625013762383"
"Keine Sorgen","1997","Realschule","1 Einkommensschwächstes Quintil","200","0.214364303605377","0.188045781959784","0.24068282525097"
"Keine Sorgen","1997","Realschule","2","214","0.227279094964134","0.200531587266269","0.254026602661999"
"Keine Sorgen","1997","Realschule","3","96","0.162281093739147","0.131905624404544","0.19265656307375"
"Keine Sorgen","1997","Realschule","4","63","0.136519782360272","0.103446910345462","0.169592654375081"
"Keine Sorgen","1997","Realschule","5 Einkommensstärkstes Quintil","37","0.221359505705877","0.163677661922982","0.279041349488771"
"Keine Sorgen","1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","54","0.16758059305695","0.12600387504144","0.20915731107246"
"Keine Sorgen","1997","(Fach-)Abitur","2","51","0.149394037189593","0.106635454273826","0.192152620105361"
"Keine Sorgen","1997","(Fach-)Abitur","3","32","0.143903401046651","0.0969868826769353","0.190819919416366"
"Keine Sorgen","1997","(Fach-)Abitur","4","19","","",""
"Keine Sorgen","1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","14","","",""
"Keine Sorgen","1997","AkademikerIn","1 Einkommensschwächstes Quintil","50","0.154912185680646","0.114172236092761","0.195652135268532"
"Keine Sorgen","1997","AkademikerIn","2","89","0.201237282562442","0.163165219913467","0.239309345211418"
"Keine Sorgen","1997","AkademikerIn","3","54","0.167353190097527","0.128899217307665","0.205807162887388"
"Keine Sorgen","1997","AkademikerIn","4","59","0.166538090791064","0.128105986954138","0.204970194627989"
"Keine Sorgen","1997","AkademikerIn","5 Einkommensstärkstes Quintil","63","0.228867669385832","0.181565238892603","0.27617009987906"
"Grosse Sorgen","1998","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","143","0.36867822165757","0.320980136631383","0.416376306683757"
"Grosse Sorgen","1998","(noch) kein Abschluss","2","70","0.313277029825459","0.251421820788577","0.375132238862341"
"Grosse Sorgen","1998","(noch) kein Abschluss","3","28","","",""
"Grosse Sorgen","1998","(noch) kein Abschluss","4","16","","",""
"Grosse Sorgen","1998","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","7","","",""
"Grosse Sorgen","1998","Hauptschule","1 Einkommensschwächstes Quintil","793","0.36875853143399","0.348593250560743","0.388923812307237"
"Grosse Sorgen","1998","Hauptschule","2","653","0.353209298465084","0.331896401867308","0.37452219506286"
"Grosse Sorgen","1998","Hauptschule","3","356","0.329145144112854","0.300749728405062","0.357540559820646"
"Grosse Sorgen","1998","Hauptschule","4","221","0.356926931010417","0.320838036671127","0.393015825349706"
"Grosse Sorgen","1998","Hauptschule","5 Einkommensstärkstes Quintil","76","0.307231657481522","0.247216332645595","0.367246982317449"
"Grosse Sorgen","1998","Realschule","1 Einkommensschwächstes Quintil","277","0.254661179941037","0.227832357415418","0.281490002466655"
"Grosse Sorgen","1998","Realschule","2","295","0.305227805341607","0.276771247731381","0.333684362951833"
"Grosse Sorgen","1998","Realschule","3","190","0.316541862404379","0.28010571415506","0.352978010653699"
"Grosse Sorgen","1998","Realschule","4","131","0.296584706105999","0.255114574646172","0.338054837565827"
"Grosse Sorgen","1998","Realschule","5 Einkommensstärkstes Quintil","64","0.237937877901279","0.183610459348045","0.292265296454513"
"Grosse Sorgen","1998","(Fach-)Abitur","1 Einkommensschwächstes Quintil","116","0.334244543437893","0.28410294634224","0.384386140533546"
"Grosse Sorgen","1998","(Fach-)Abitur","2","66","0.246109132192394","0.194345424212702","0.297872840172086"
"Grosse Sorgen","1998","(Fach-)Abitur","3","45","0.213357291433977","0.160063371164653","0.266651211703301"
"Grosse Sorgen","1998","(Fach-)Abitur","4","43","0.256754370210682","0.193634763544246","0.319873976877117"
"Grosse Sorgen","1998","(Fach-)Abitur","5 Einkommensstärkstes Quintil","30","0.281784802499481","0.195737052237404","0.367832552761558"
"Grosse Sorgen","1998","AkademikerIn","1 Einkommensschwächstes Quintil","72","0.235643323041781","0.189502853299828","0.281783792783733"
"Grosse Sorgen","1998","AkademikerIn","2","79","0.177647959156915","0.141647077108853","0.213648841204978"
"Grosse Sorgen","1998","AkademikerIn","3","90","0.237114205163586","0.194295154287555","0.279933256039618"
"Grosse Sorgen","1998","AkademikerIn","4","92","0.212995305465965","0.174739669159546","0.251250941772384"
"Grosse Sorgen","1998","AkademikerIn","5 Einkommensstärkstes Quintil","68","0.183626239049821","0.143236353105779","0.224016124993863"
"Einige Sorgen","1998","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","185","0.459536382462003","0.41026497159681","0.508807793327195"
"Einige Sorgen","1998","(noch) kein Abschluss","2","110","0.524155662144722","0.45755419300896","0.590757131280485"
"Einige Sorgen","1998","(noch) kein Abschluss","3","61","0.46593285477734","0.375544026056222","0.556321683498457"
"Einige Sorgen","1998","(noch) kein Abschluss","4","27","","",""
"Einige Sorgen","1998","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","11","","",""
"Einige Sorgen","1998","Hauptschule","1 Einkommensschwächstes Quintil","1022","0.456388276885118","0.435569887685993","0.477206666084244"
"Einige Sorgen","1998","Hauptschule","2","956","0.487316790744295","0.465028602617395","0.509604978871195"
"Einige Sorgen","1998","Hauptschule","3","493","0.465016915259437","0.434876819912902","0.495157010605972"
"Einige Sorgen","1998","Hauptschule","4","326","0.439097193947992","0.401713871745114","0.476480516150871"
"Einige Sorgen","1998","Hauptschule","5 Einkommensstärkstes Quintil","110","0.526050744853007","0.461095398193668","0.591006091512347"
"Einige Sorgen","1998","Realschule","1 Einkommensschwächstes Quintil","519","0.539386379700778","0.508691796245229","0.570080963156327"
"Einige Sorgen","1998","Realschule","2","512","0.514846354006091","0.48396277873272","0.545729929279462"
"Einige Sorgen","1998","Realschule","3","318","0.489041403242969","0.449882853950878","0.52819995253506"
"Einige Sorgen","1998","Realschule","4","254","0.525132268409482","0.479792863549089","0.570471673269876"
"Einige Sorgen","1998","Realschule","5 Einkommensstärkstes Quintil","121","0.543948689312104","0.480404197482722","0.607493181141487"
"Einige Sorgen","1998","(Fach-)Abitur","1 Einkommensschwächstes Quintil","171","0.51890842766513","0.465799458841361","0.572017396488899"
"Einige Sorgen","1998","(Fach-)Abitur","2","143","0.59132189448338","0.532246050038744","0.650397738928017"
"Einige Sorgen","1998","(Fach-)Abitur","3","134","0.615557485830903","0.552274760326031","0.678840211335774"
"Einige Sorgen","1998","(Fach-)Abitur","4","116","0.59729223846693","0.526427919918199","0.668156557015662"
"Einige Sorgen","1998","(Fach-)Abitur","5 Einkommensstärkstes Quintil","57","0.533042282519723","0.43761489154841","0.628469673491036"
"Einige Sorgen","1998","AkademikerIn","1 Einkommensschwächstes Quintil","179","0.540420664826268","0.486238964425558","0.594602365226979"
"Einige Sorgen","1998","AkademikerIn","2","254","0.594422501939288","0.548174956324904","0.640670047553672"
"Einige Sorgen","1998","AkademikerIn","3","218","0.545890909762862","0.495765086899137","0.596016732626586"
"Einige Sorgen","1998","AkademikerIn","4","262","0.596052844494792","0.550204209292441","0.641901479697144"
"Einige Sorgen","1998","AkademikerIn","5 Einkommensstärkstes Quintil","224","0.642535215920908","0.592540300533933","0.692530131307883"
"Keine Sorgen","1998","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","65","0.171785395880428","0.134493335562766","0.209077456198089"
