"plj0047","year","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Keine Sorgen","1998","indirekter Migrationshintergrund","82","0.165627776217415","0.135707386306166","0.195548166128663"
"Keine Sorgen","1998","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1999","kein Migrationshintergrund","3125","0.293057823515578","0.284478289928381","0.301637357102774"
"Grosse Sorgen","1999","direkter Migrationshintergrund","715","0.323770817809741","0.30420050675397","0.343341128865513"
"Grosse Sorgen","1999","indirekter Migrationshintergrund","218","0.378177326113424","0.339439890643441","0.416914761583407"
"Grosse Sorgen","1999","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1999","kein Migrationshintergrund","6121","0.553681480873117","0.54431130968877","0.563051652057464"
"Einige Sorgen","1999","direkter Migrationshintergrund","1087","0.491747104426216","0.470837647193094","0.512656561659337"
"Einige Sorgen","1999","indirekter Migrationshintergrund","302","0.486455236304873","0.446528810016207","0.526381662593539"
"Einige Sorgen","1999","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1999","kein Migrationshintergrund","1566","0.153260695611306","0.14647045242416","0.160050938798451"
"Keine Sorgen","1999","direkter Migrationshintergrund","394","0.184482077764043","0.168259279461124","0.200704876066962"
"Keine Sorgen","1999","indirekter Migrationshintergrund","82","0.135367437581703","0.108038500358254","0.162696374805151"
"Keine Sorgen","1999","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2000","kein Migrationshintergrund","6184","0.314630119342436","0.308157256151588","0.321102982533283"
"Grosse Sorgen","2000","direkter Migrationshintergrund","1030","0.326580171917273","0.310481978264485","0.34267836557006"
"Grosse Sorgen","2000","indirekter Migrationshintergrund","284","0.363488919272746","0.330384479990996","0.396593358554496"
"Grosse Sorgen","2000","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2000","kein Migrationshintergrund","10282","0.509422095425358","0.502453798407143","0.516390392443573"
"Einige Sorgen","2000","direkter Migrationshintergrund","1538","0.461949247278673","0.444835384535627","0.479063110021719"
"Einige Sorgen","2000","indirekter Migrationshintergrund","375","0.453268527695076","0.419007334500883","0.48752972088927"
"Einige Sorgen","2000","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2000","kein Migrationshintergrund","3305","0.175947785232206","0.170640125894802","0.18125544456961"
"Keine Sorgen","2000","direkter Migrationshintergrund","692","0.211470580804055","0.197452995084804","0.225488166523305"
"Keine Sorgen","2000","indirekter Migrationshintergrund","152","0.183242553032178","0.156617076927749","0.209868029136606"
"Keine Sorgen","2000","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2001","kein Migrationshintergrund","6495","0.350782243043165","0.343816358579142","0.357748127507187"
"Grosse Sorgen","2001","direkter Migrationshintergrund","1006","0.351887907158426","0.334467755458746","0.369308058858107"
"Grosse Sorgen","2001","indirekter Migrationshintergrund","308","0.431280202280014","0.39602344037081","0.466536964189218"
"Grosse Sorgen","2001","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2001","kein Migrationshintergrund","8847","0.490310286195645","0.48301317929871","0.49760739309258"
"Einige Sorgen","2001","direkter Migrationshintergrund","1326","0.455129982347157","0.436964836982902","0.473295127711411"
"Einige Sorgen","2001","indirekter Migrationshintergrund","320","0.409568152178346","0.374560622537655","0.444575681819037"
"Einige Sorgen","2001","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2001","kein Migrationshintergrund","2687","0.15890747076119","0.153570973178317","0.164243968344064"
"Keine Sorgen","2001","direkter Migrationshintergrund","555","0.192982110494417","0.178586675062879","0.207377545925955"
"Keine Sorgen","2001","indirekter Migrationshintergrund","130","0.15915164554164","0.133109432092327","0.185193858990953"
"Keine Sorgen","2001","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2002","kein Migrationshintergrund","5435","0.277147358038509","0.270835481303498","0.28345923477352"
"Grosse Sorgen","2002","direkter Migrationshintergrund","744","0.285601904577323","0.268762382356117","0.302441426798528"
"Grosse Sorgen","2002","indirekter Migrationshintergrund","227","0.304598098884785","0.272027035322731","0.337169162446839"
"Grosse Sorgen","2002","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2002","kein Migrationshintergrund","10668","0.547316711567225","0.540297394881543","0.554336028252907"
"Einige Sorgen","2002","direkter Migrationshintergrund","1438","0.504186018491398","0.485546535784668","0.522825501198128"
"Einige Sorgen","2002","indirekter Migrationshintergrund","395","0.532859884231313","0.497551283731263","0.568168484731362"
"Einige Sorgen","2002","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2002","kein Migrationshintergrund","3214","0.175535930394266","0.170171209518581","0.180900651269952"
"Keine Sorgen","2002","direkter Migrationshintergrund","582","0.21021207693128","0.195021888980791","0.225402264881768"
"Keine Sorgen","2002","indirekter Migrationshintergrund","145","0.162542016883902","0.136431543561416","0.188652490206389"
"Keine Sorgen","2002","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2003","kein Migrationshintergrund","4190","0.227246977680146","0.221225343894611","0.233268611465682"
"Grosse Sorgen","2003","direkter Migrationshintergrund","584","0.248362344495405","0.231700118219085","0.265024570771725"
"Grosse Sorgen","2003","indirekter Migrationshintergrund","186","0.252676285369738","0.221983284466183","0.283369286273292"
"Grosse Sorgen","2003","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2003","kein Migrationshintergrund","10591","0.560360897838886","0.553228640690357","0.567493154987415"
"Einige Sorgen","2003","direkter Migrationshintergrund","1293","0.490056673130132","0.470778317028606","0.509335029231658"
"Einige Sorgen","2003","indirekter Migrationshintergrund","389","0.502499915650903","0.467184257490995","0.537815573810812"
"Einige Sorgen","2003","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2003","kein Migrationshintergrund","3823","0.212392124480968","0.206514942273093","0.218269306688842"
"Keine Sorgen","2003","direkter Migrationshintergrund","706","0.261580982374463","0.244632125676439","0.278529839072487"
"Keine Sorgen","2003","indirekter Migrationshintergrund","195","0.244823798979359","0.214453176577243","0.275194421381475"
"Keine Sorgen","2003","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2004","kein Migrationshintergrund","4205","0.232991427752391","0.226836950873207","0.239145904631576"
"Grosse Sorgen","2004","direkter Migrationshintergrund","582","0.255103529363124","0.23796775556028","0.272239303165968"
"Grosse Sorgen","2004","indirekter Migrationshintergrund","203","0.251556880050503","0.221299449475233","0.281814310625773"
"Grosse Sorgen","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2004","kein Migrationshintergrund","10050","0.545233072011441","0.537983596341485","0.552482547681396"
"Einige Sorgen","2004","direkter Migrationshintergrund","1275","0.493250761677113","0.473597801983978","0.512903721370248"
"Einige Sorgen","2004","indirekter Migrationshintergrund","397","0.51635604312394","0.48150850834114","0.55120357790674"
"Einige Sorgen","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2004","kein Migrationshintergrund","3869","0.221775500236168","0.215727242389906","0.227823758082429"
"Keine Sorgen","2004","direkter Migrationshintergrund","629","0.251645708959763","0.234587009411931","0.268704408507596"
"Keine Sorgen","2004","indirekter Migrationshintergrund","190","0.232087076825556","0.202648554082929","0.261525599568183"
"Keine Sorgen","2004","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2005","kein Migrationshintergrund","5217","0.303794945644511","0.296957095977315","0.310632795311707"
"Grosse Sorgen","2005","direkter Migrationshintergrund","700","0.316310565031609","0.297476636025277","0.335144494037941"
"Grosse Sorgen","2005","indirekter Migrationshintergrund","253","0.343080882382169","0.310547767348519","0.37561399741582"
"Grosse Sorgen","2005","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2005","kein Migrationshintergrund","9135","0.513977942870983","0.506546709142492","0.521409176599475"
"Einige Sorgen","2005","direkter Migrationshintergrund","1128","0.477771584792082","0.457541623425685","0.49800154615848"
"Einige Sorgen","2005","indirekter Migrationshintergrund","397","0.466093854555112","0.431908460729098","0.500279248381125"
"Einige Sorgen","2005","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2005","kein Migrationshintergrund","3025","0.182227111484505","0.176487486198463","0.187966736770547"
"Keine Sorgen","2005","direkter Migrationshintergrund","514","0.205917850176308","0.189540849755128","0.222294850597488"
"Keine Sorgen","2005","indirekter Migrationshintergrund","168","0.190825263062719","0.163896864183081","0.217753661942357"
"Keine Sorgen","2005","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2006","kein Migrationshintergrund","5118","0.281782498985949","0.275318247353707","0.288246750618191"
"Grosse Sorgen","2006","direkter Migrationshintergrund","691","0.309488187447163","0.290781724325613","0.328194650568712"
"Grosse Sorgen","2006","indirekter Migrationshintergrund","238","0.30975426569518","0.277812371670864","0.341696159719495"
"Grosse Sorgen","2006","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2006","kein Migrationshintergrund","10128","0.531363084445384","0.524192621573024","0.538533547317744"
"Einige Sorgen","2006","direkter Migrationshintergrund","1136","0.467939236380042","0.447748161711855","0.488130311048228"
"Einige Sorgen","2006","indirekter Migrationshintergrund","410","0.494434814624377","0.45989712739993","0.528972501848824"
"Einige Sorgen","2006","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2006","kein Migrationshintergrund","3359","0.186854416568666","0.181253371189191","0.192455461948142"
"Keine Sorgen","2006","direkter Migrationshintergrund","519","0.222572576172795","0.205740028947533","0.239405123398058"
"Keine Sorgen","2006","indirekter Migrationshintergrund","157","0.195810919680443","0.168398479920274","0.223223359440612"
"Keine Sorgen","2006","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2007","kein Migrationshintergrund","4716","0.273619464252329","0.267005017494951","0.280233911009708"
"Grosse Sorgen","2007","direkter Migrationshintergrund","574","0.281850685858736","0.262548620160264","0.301152751557208"
"Grosse Sorgen","2007","indirekter Migrationshintergrund","225","0.282319000136676","0.250587242974171","0.31405075729918"
"Grosse Sorgen","2007","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2007","kein Migrationshintergrund","9452","0.532304336925604","0.52490147574664","0.539707198104567"
"Einige Sorgen","2007","direkter Migrationshintergrund","1048","0.491785876339062","0.470337310535059","0.513234442143066"
"Einige Sorgen","2007","indirekter Migrationshintergrund","373","0.489867879067076","0.454627614449539","0.525108143684612"
"Einige Sorgen","2007","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2007","kein Migrationshintergrund","3283","0.194076198822067","0.188208456126837","0.199943941517297"
"Keine Sorgen","2007","direkter Migrationshintergrund","465","0.226363437802202","0.208409550276105","0.244317325328299"
"Keine Sorgen","2007","indirekter Migrationshintergrund","175","0.227813120796248","0.198246007887394","0.257380233705103"
"Keine Sorgen","2007","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2008","kein Migrationshintergrund","3801","0.235538062406251","0.229069706987556","0.242006417824947"
"Grosse Sorgen","2008","direkter Migrationshintergrund","483","0.261514055619725","0.241696469830689","0.28133164140876"
"Grosse Sorgen","2008","indirekter Migrationshintergrund","198","0.258650743227329","0.227640726550521","0.289660759904137"
"Grosse Sorgen","2008","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2008","kein Migrationshintergrund","9290","0.553349097472729","0.54577084441126","0.560927350534198"
"Einige Sorgen","2008","direkter Migrationshintergrund","953","0.50989085000136","0.487347568890226","0.532434131112495"
"Einige Sorgen","2008","indirekter Migrationshintergrund","387","0.488473803260004","0.453075024036147","0.523872582483861"
"Einige Sorgen","2008","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2008","kein Migrationshintergrund","3441","0.211112840121019","0.204891983946387","0.217333696295651"
"Keine Sorgen","2008","direkter Migrationshintergrund","453","0.228595094378915","0.209658286924965","0.247531901832865"
"Keine Sorgen","2008","indirekter Migrationshintergrund","181","0.252875453512667","0.222094395306362","0.283656511718973"
"Keine Sorgen","2008","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2009","kein Migrationshintergrund","2973","0.196336983576096","0.190091176272087","0.202582790880104"
"Grosse Sorgen","2009","direkter Migrationshintergrund","344","0.224888405315398","0.204700328039576","0.24507648259122"
"Grosse Sorgen","2009","indirekter Migrationshintergrund","172","0.270713655795372","0.237844870267305","0.303582441323439"
"Grosse Sorgen","2009","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2009","kein Migrationshintergrund","9090","0.582938862338669","0.575186003103376","0.590691721573961"
"Einige Sorgen","2009","direkter Migrationshintergrund","811","0.491296086542351","0.467122922401376","0.515469250683326"
"Einige Sorgen","2009","indirekter Migrationshintergrund","356","0.505734526455495","0.468749922366889","0.542719130544101"
"Einige Sorgen","2009","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2009","kein Migrationshintergrund","3475","0.220724154085236","0.214203050923942","0.22724525724653"
"Keine Sorgen","2009","direkter Migrationshintergrund","488","0.283815508142251","0.262015340828112","0.30561567545639"
"Keine Sorgen","2009","indirekter Migrationshintergrund","174","0.223551817749133","0.192732368286321","0.254371267211945"
"Keine Sorgen","2009","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2010","kein Migrationshintergrund","4139","0.204304130133652","0.198684716648238","0.209923543619066"
"Grosse Sorgen","2010","direkter Migrationshintergrund","693","0.222257143975199","0.207041007407969","0.23747328054243"
"Grosse Sorgen","2010","indirekter Migrationshintergrund","294","0.203627708647518","0.180282299835438","0.226973117459599"
"Grosse Sorgen","2010","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2010","kein Migrationshintergrund","11408","0.574016061939413","0.567124185243201","0.580907938635625"
"Einige Sorgen","2010","direkter Migrationshintergrund","1405","0.485545994190339","0.467254592724914","0.503837395655764"
"Einige Sorgen","2010","indirekter Migrationshintergrund","578","0.5367750124512","0.507867074736024","0.565682950166376"
"Einige Sorgen","2010","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2010","kein Migrationshintergrund","4229","0.221679807926935","0.215890574229596","0.227469041624274"
"Keine Sorgen","2010","direkter Migrationshintergrund","770","0.292196861834462","0.275553060123398","0.308840663545525"
"Keine Sorgen","2010","indirekter Migrationshintergrund","271","0.259597278901282","0.234181170924992","0.285013386877572"
"Keine Sorgen","2010","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2011","kein Migrationshintergrund","3291","0.191017160797022","0.185223358317984","0.196810963276061"
"Grosse Sorgen","2011","direkter Migrationshintergrund","385","0.198441509158718","0.180843302294481","0.216039716022956"
"Grosse Sorgen","2011","indirekter Migrationshintergrund","161","0.206855328110394","0.178447885659712","0.235262770561075"
"Grosse Sorgen","2011","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2011","kein Migrationshintergrund","9945","0.552806718760031","0.545478606237409","0.560134831282654"
"Einige Sorgen","2011","direkter Migrationshintergrund","963","0.485184254921244","0.463131451396272","0.507237058446215"
"Einige Sorgen","2011","indirekter Migrationshintergrund","393","0.498230022290204","0.463163729291093","0.533296315289315"
"Einige Sorgen","2011","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2011","kein Migrationshintergrund","4448","0.256176120442946","0.249742399520331","0.262609841365561"
"Keine Sorgen","2011","direkter Migrationshintergrund","625","0.316374235920038","0.295853434678844","0.336895037161232"
"Keine Sorgen","2011","indirekter Migrationshintergrund","227","0.294914649599402","0.262933682477678","0.326895616721126"
"Keine Sorgen","2011","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2012","kein Migrationshintergrund","3548","0.208105900071244","0.202114222661779","0.214097577480709"
"Grosse Sorgen","2012","direkter Migrationshintergrund","449","0.238419654954995","0.219379325955306","0.257459983954684"
"Grosse Sorgen","2012","indirekter Migrationshintergrund","174","0.199326327241207","0.171433336103626","0.227219318378788"
"Grosse Sorgen","2012","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2012","kein Migrationshintergrund","10105","0.56124230487227","0.553918104015948","0.568566505728592"
"Einige Sorgen","2012","direkter Migrationshintergrund","942","0.505017428613234","0.482676887190244","0.527357970036224"
"Einige Sorgen","2012","indirekter Migrationshintergrund","434","0.54022375788249","0.505426494909713","0.575021020855267"
"Einige Sorgen","2012","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2012","kein Migrationshintergrund","3981","0.230651795056486","0.224434341288085","0.236869248824887"
"Keine Sorgen","2012","direkter Migrationshintergrund","533","0.256562916431771","0.237048093760783","0.276077739102759"
"Keine Sorgen","2012","indirekter Migrationshintergrund","180","0.260449914876303","0.229806942626832","0.291092887125774"
"Keine Sorgen","2012","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2013","kein Migrationshintergrund","3206","0.189079912354926","0.183138760082604","0.195021064627248"
"Grosse Sorgen","2013","direkter Migrationshintergrund","718","0.170255418251814","0.160174498768598","0.18033633773503"
"Grosse Sorgen","2013","indirekter Migrationshintergrund","295","0.170811124226407","0.152574634327594","0.189047614125221"
"Grosse Sorgen","2013","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2013","kein Migrationshintergrund","9465","0.566310683660688","0.558791413354594","0.573829953966782"
"Einige Sorgen","2013","direkter Migrationshintergrund","2086","0.434573422197108","0.421278152459503","0.447868691934713"
"Einige Sorgen","2013","indirekter Migrationshintergrund","717","0.456983362509962","0.432844699938375","0.481122025081549"
"Einige Sorgen","2013","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2013","kein Migrationshintergrund","4016","0.244609403984386","0.23808739609642","0.251131411872352"
"Keine Sorgen","2013","direkter Migrationshintergrund","2536","0.395171159551078","0.382058634556656","0.4082836845455"
"Keine Sorgen","2013","indirekter Migrationshintergrund","624","0.37220551326363","0.348781754269778","0.395629272257483"
"Keine Sorgen","2013","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2014","kein Migrationshintergrund","4302","0.209642058253022","0.204009276553686","0.215274839952358"
"Grosse Sorgen","2014","direkter Migrationshintergrund","1080","0.211933348132625","0.200677392640241","0.22318930362501"
"Grosse Sorgen","2014","indirekter Migrationshintergrund","493","0.249215526382689","0.229086791834513","0.269344260930865"
"Grosse Sorgen","2014","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2014","kein Migrationshintergrund","11458","0.566000875317405","0.559142444214051","0.572859306420758"
"Einige Sorgen","2014","direkter Migrationshintergrund","2489","0.488419839253949","0.474652350268059","0.502187328239839"
"Einige Sorgen","2014","indirekter Migrationshintergrund","854","0.496138748918265","0.472872394620389","0.51940510321614"
"Einige Sorgen","2014","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","2014","kein Migrationshintergrund","4301","0.224357066429574","0.218584451362671","0.230129681496477"
"Keine Sorgen","2014","direkter Migrationshintergrund","1495","0.299646812613425","0.287029564933058","0.312264060293793"
"Keine Sorgen","2014","indirekter Migrationshintergrund","427","0.254645724699046","0.234372592551494","0.274918856846599"
"Keine Sorgen","2014","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","2015","kein Migrationshintergrund","6666","0.348952084982915","0.342187705530913","0.355716464434918"
"Grosse Sorgen","2015","direkter Migrationshintergrund","1372","0.273108955723793","0.261657100172612","0.284560811274975"
"Grosse Sorgen","2015","indirekter Migrationshintergrund","598","0.324009113723871","0.301596643848017","0.346421583599724"
"Grosse Sorgen","2015","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","2015","kein Migrationshintergrund","9791","0.509481241037976","0.502386598866936","0.516575883209016"
"Einige Sorgen","2015","direkter Migrationshintergrund","2713","0.481648605827772","0.468806077843735","0.494491133811808"
