"plj0047","year","quintil_oecd","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Keine Sorgen","1996","4","weiblich","109","0.147459887597796","0.122101450539646","0.172818324655946"
"Keine Sorgen","1996","5 Einkommensstärkstes Quintil","männlich","95","0.221435238380367","0.182416412105258","0.260454064655476"
"Keine Sorgen","1996","5 Einkommensstärkstes Quintil","weiblich","48","0.136600018822033","0.101841292489206","0.17135874515486"
"Einige Sorgen","1997","1 Einkommensschwächstes Quintil","männlich","914","0.467185533839823","0.445075145884295","0.489295921795351"
"Einige Sorgen","1997","1 Einkommensschwächstes Quintil","weiblich","1126","0.499130527944231","0.478470724771015","0.519790331117448"
"Einige Sorgen","1997","2","männlich","873","0.479671739706662","0.456515123007215","0.502828356406108"
"Einige Sorgen","1997","2","weiblich","1030","0.509064771142365","0.487061596060763","0.531067946223966"
"Einige Sorgen","1997","3","männlich","581","0.482890968519002","0.454146943377212","0.511634993660792"
"Einige Sorgen","1997","3","weiblich","648","0.52694400098859","0.498408668342991","0.555479333634188"
"Einige Sorgen","1997","4","männlich","446","0.552212868613384","0.517883198041497","0.586542539185271"
"Einige Sorgen","1997","4","weiblich","437","0.551071006939959","0.51575568142346","0.586386332456459"
"Einige Sorgen","1997","5 Einkommensstärkstes Quintil","männlich","256","0.584434858694584","0.538281995683368","0.630587721705799"
"Einige Sorgen","1997","5 Einkommensstärkstes Quintil","weiblich","234","0.624500136923775","0.575747327597585","0.673252946249965"
"Grosse Sorgen","1997","1 Einkommensschwächstes Quintil","männlich","655","0.334911910996559","0.313996396723403","0.355827425269714"
"Grosse Sorgen","1997","1 Einkommensschwächstes Quintil","weiblich","773","0.340201700957237","0.320625398419328","0.359778003495147"
"Grosse Sorgen","1997","2","männlich","526","0.315527280415116","0.293986528317874","0.337068032512357"
"Grosse Sorgen","1997","2","weiblich","609","0.312476271235993","0.29207585157086","0.332876690901126"
"Grosse Sorgen","1997","3","männlich","342","0.303777676570784","0.277324131455301","0.330231221686267"
"Grosse Sorgen","1997","3","weiblich","360","0.307148657247233","0.280782989666966","0.333514324827501"
"Grosse Sorgen","1997","4","männlich","210","0.270094438825414","0.239441527593138","0.30074735005769"
"Grosse Sorgen","1997","4","weiblich","222","0.313400339094251","0.280464242425108","0.346336435763393"
"Grosse Sorgen","1997","5 Einkommensstärkstes Quintil","männlich","89","0.167698403725268","0.132710665871958","0.202686141578578"
"Grosse Sorgen","1997","5 Einkommensstärkstes Quintil","weiblich","86","0.218660799728425","0.177047346269441","0.260274253187409"
"Keine Sorgen","1997","1 Einkommensschwächstes Quintil","männlich","387","0.197902555163618","0.180246123699888","0.215558986627348"
"Keine Sorgen","1997","1 Einkommensschwächstes Quintil","weiblich","351","0.160667771098531","0.145494187344815","0.175841354852248"
"Keine Sorgen","1997","2","männlich","389","0.204800979878222","0.186095525292939","0.223506434463506"
"Keine Sorgen","1997","2","weiblich","344","0.178458957621642","0.161606216783557","0.195311698459728"
"Keine Sorgen","1997","3","männlich","238","0.213331354910214","0.18976701670856","0.236895693111868"
"Keine Sorgen","1997","3","weiblich","168","0.165907341764177","0.144646307770066","0.187168375758289"
"Keine Sorgen","1997","4","männlich","150","0.177692692561202","0.151303115554626","0.204082269567778"
"Keine Sorgen","1997","4","weiblich","103","0.13552865396579","0.111225565420723","0.159831742510857"
"Keine Sorgen","1997","5 Einkommensstärkstes Quintil","männlich","93","0.247866737580149","0.207430796153537","0.288302679006761"
"Keine Sorgen","1997","5 Einkommensstärkstes Quintil","weiblich","59","0.1568390633478","0.120228126285873","0.193450000409728"
"Einige Sorgen","1998","1 Einkommensschwächstes Quintil","männlich","969","0.451229192072955","0.430096618778864","0.472361765367047"
"Einige Sorgen","1998","1 Einkommensschwächstes Quintil","weiblich","1234","0.509354852038903","0.489412635111219","0.529297068966587"
"Einige Sorgen","1998","2","männlich","943","0.497840253136909","0.47542879571024","0.520251710563577"
"Einige Sorgen","1998","2","weiblich","1125","0.524985822827123","0.503753588557284","0.546218057096961"
"Einige Sorgen","1998","3","männlich","601","0.476419411704772","0.448609543514551","0.504229279894993"
"Einige Sorgen","1998","3","weiblich","678","0.51397923156068","0.486641292039327","0.541317171082032"
"Einige Sorgen","1998","4","männlich","504","0.487862487144644","0.456422635878384","0.519302338410904"
"Einige Sorgen","1998","4","weiblich","517","0.533915060069972","0.501854194919515","0.565975925220428"
"Einige Sorgen","1998","5 Einkommensstärkstes Quintil","männlich","292","0.574897236722835","0.532889009975847","0.616905463469823"
"Einige Sorgen","1998","5 Einkommensstärkstes Quintil","weiblich","258","0.575942664819651","0.530583235141086","0.621302094498216"
"Grosse Sorgen","1998","1 Einkommensschwächstes Quintil","männlich","704","0.339619373314904","0.319507539143405","0.359731207486403"
"Grosse Sorgen","1998","1 Einkommensschwächstes Quintil","weiblich","792","0.329823235434467","0.311068334901335","0.348578135967599"
"Grosse Sorgen","1998","2","männlich","572","0.319387319871913","0.298488921670318","0.340285718073509"
"Grosse Sorgen","1998","2","weiblich","648","0.314065485838315","0.294331261639046","0.333799710037583"
"Grosse Sorgen","1998","3","männlich","370","0.305321202671787","0.279677369557371","0.330965035786203"
"Grosse Sorgen","1998","3","weiblich","380","0.297621010687073","0.272612770682549","0.322629250691597"
"Grosse Sorgen","1998","4","männlich","261","0.28946535864126","0.260940112339193","0.317990604943327"
"Grosse Sorgen","1998","4","weiblich","267","0.301342571875114","0.271852963682702","0.330832180067525"
"Grosse Sorgen","1998","5 Einkommensstärkstes Quintil","männlich","131","0.215695596343937","0.180744947640155","0.250646245047719"
"Grosse Sorgen","1998","5 Einkommensstärkstes Quintil","weiblich","120","0.254867753511107","0.214869613676307","0.294865893345907"
"Keine Sorgen","1998","1 Einkommensschwächstes Quintil","männlich","457","0.209151434612141","0.191879722965265","0.226423146259018"
"Keine Sorgen","1998","1 Einkommensschwächstes Quintil","weiblich","388","0.16082191252663","0.146167138134081","0.17547668691918"
"Keine Sorgen","1998","2","männlich","397","0.182772426991178","0.16544911240875","0.200095741573605"
"Keine Sorgen","1998","2","weiblich","352","0.160948691334563","0.145324174068908","0.176573208600217"
"Keine Sorgen","1998","3","männlich","268","0.218259385623441","0.195259258314188","0.241259512932694"
"Keine Sorgen","1998","3","weiblich","226","0.188399757752247","0.167011429871548","0.209788085632946"
"Keine Sorgen","1998","4","männlich","206","0.222672154214096","0.196503972666704","0.248840335761487"
"Keine Sorgen","1998","4","weiblich","146","0.164742368054915","0.140901641024456","0.188583095085373"
"Keine Sorgen","1998","5 Einkommensstärkstes Quintil","männlich","109","0.209407166933228","0.174831984363495","0.243982349502962"
"Keine Sorgen","1998","5 Einkommensstärkstes Quintil","weiblich","78","0.169189581669242","0.134778094268211","0.203601069070274"
"Einige Sorgen","1999","1 Einkommensschwächstes Quintil","männlich","936","0.52305656078102","0.499820811654914","0.546292309907127"
"Einige Sorgen","1999","1 Einkommensschwächstes Quintil","weiblich","1107","0.514825905036126","0.49323333167339","0.536418478398862"
"Einige Sorgen","1999","2","männlich","1046","0.540619939618441","0.51842124101992","0.562818638216962"
"Einige Sorgen","1999","2","weiblich","1206","0.566138388907631","0.545194139520044","0.587082638295217"
"Einige Sorgen","1999","3","männlich","729","0.546847092298987","0.51941504838167","0.574279136216304"
"Einige Sorgen","1999","3","weiblich","728","0.568005010109529","0.540921062475031","0.595088957744026"
"Einige Sorgen","1999","4","männlich","551","0.514415882210019","0.483699006834541","0.545132757585498"
"Einige Sorgen","1999","4","weiblich","528","0.513938258302443","0.482598041047375","0.545278475557511"
"Einige Sorgen","1999","5 Einkommensstärkstes Quintil","männlich","354","0.604759468951315","0.565343117088595","0.644175820814035"
"Einige Sorgen","1999","5 Einkommensstärkstes Quintil","weiblich","325","0.600246707155314","0.559493431929993","0.640999982380634"
"Grosse Sorgen","1999","1 Einkommensschwächstes Quintil","männlich","500","0.285355971657505","0.264347847298639","0.306364096016371"
"Grosse Sorgen","1999","1 Einkommensschwächstes Quintil","weiblich","660","0.328247209810733","0.307959610121233","0.348534809500233"
"Grosse Sorgen","1999","2","männlich","528","0.269256196725732","0.249497384288356","0.289015009163109"
"Grosse Sorgen","1999","2","weiblich","657","0.29368954223975","0.274442236490323","0.312936847989177"
"Grosse Sorgen","1999","3","männlich","351","0.299207309898996","0.273973448716356","0.324441171081636"
"Grosse Sorgen","1999","3","weiblich","409","0.312522408042147","0.287178920303598","0.337865895780695"
"Grosse Sorgen","1999","4","männlich","296","0.301967953511096","0.273751285843674","0.330184621178517"
"Grosse Sorgen","1999","4","weiblich","333","0.352897777746685","0.322932954755599","0.382862600737771"
"Grosse Sorgen","1999","5 Einkommensstärkstes Quintil","männlich","156","0.248965107050565","0.214102998565557","0.283827215535573"
"Grosse Sorgen","1999","5 Einkommensstärkstes Quintil","weiblich","168","0.288741878214055","0.251039381798134","0.326444374629976"
"Keine Sorgen","1999","1 Einkommensschwächstes Quintil","männlich","339","0.191587467561474","0.173279127117621","0.209895808005328"
"Keine Sorgen","1999","1 Einkommensschwächstes Quintil","weiblich","291","0.156926885153141","0.141212163133562","0.17264160717272"
"Keine Sorgen","1999","2","männlich","362","0.190123863655826","0.172644604101673","0.20760312320998"
"Keine Sorgen","1999","2","weiblich","288","0.140172068852619","0.125500910592569","0.154843227112668"
"Keine Sorgen","1999","3","männlich","185","0.153945597802017","0.134057849714824","0.17383334588921"
"Keine Sorgen","1999","3","weiblich","148","0.119472581848325","0.101738770114765","0.137206393581885"
"Keine Sorgen","1999","4","männlich","170","0.183616164278885","0.15982091446804","0.20741141408973"
"Keine Sorgen","1999","4","weiblich","116","0.133163963950871","0.111859890775077","0.154468037126666"
"Keine Sorgen","1999","5 Einkommensstärkstes Quintil","männlich","81","0.14627542399812","0.117784999169258","0.174765848826982"
"Keine Sorgen","1999","5 Einkommensstärkstes Quintil","weiblich","62","0.111011414630631","0.0848757523128054","0.137147076948457"
"Einige Sorgen","2000","1 Einkommensschwächstes Quintil","männlich","1366","0.486086410280031","0.467480399473302","0.50469242108676"
"Einige Sorgen","2000","1 Einkommensschwächstes Quintil","weiblich","1686","0.491448542468291","0.474639503611764","0.508257581324817"
"Einige Sorgen","2000","2","männlich","1649","0.501534227642711","0.484172490964518","0.518895964320904"
"Einige Sorgen","2000","2","weiblich","1867","0.515568954201768","0.499166199715423","0.531971708688113"
"Einige Sorgen","2000","3","männlich","1226","0.525603748769335","0.505129647828317","0.546077849710353"
"Einige Sorgen","2000","3","weiblich","1181","0.48429449750306","0.463985013675521","0.5046039813306"
"Einige Sorgen","2000","4","männlich","1004","0.506568689488155","0.484257922489456","0.528879456486854"
"Einige Sorgen","2000","4","weiblich","952","0.499883026995495","0.477305434287918","0.522460619703073"
"Einige Sorgen","2000","5 Einkommensstärkstes Quintil","männlich","665","0.5098198169771","0.482529545023889","0.537110088930311"
"Einige Sorgen","2000","5 Einkommensstärkstes Quintil","weiblich","598","0.498742599130342","0.470511798264668","0.526973399996015"
"Grosse Sorgen","2000","1 Einkommensschwächstes Quintil","männlich","811","0.305298730960847","0.288154696788505","0.322442765133189"
"Grosse Sorgen","2000","1 Einkommensschwächstes Quintil","weiblich","1091","0.316311276417377","0.300675374065147","0.331947178769607"
"Grosse Sorgen","2000","2","männlich","884","0.289497813608498","0.273749626769046","0.305246000447951"
"Grosse Sorgen","2000","2","weiblich","1110","0.306247098240626","0.291118599999366","0.321375596481886"
"Grosse Sorgen","2000","3","männlich","662","0.297362095391344","0.278620196944652","0.316103993838036"
"Grosse Sorgen","2000","3","weiblich","843","0.368665448320159","0.349059437708735","0.388271458931583"
"Grosse Sorgen","2000","4","männlich","567","0.301837835750591","0.281352316766777","0.322323354734406"
"Grosse Sorgen","2000","4","weiblich","675","0.354534250665754","0.332933276294789","0.376135225036718"
"Grosse Sorgen","2000","5 Einkommensstärkstes Quintil","männlich","404","0.311431180418917","0.286151222037877","0.336711138799957"
"Grosse Sorgen","2000","5 Einkommensstärkstes Quintil","weiblich","450","0.365958535322637","0.338761013229554","0.39315605741572"
"Keine Sorgen","2000","1 Einkommensschwächstes Quintil","männlich","595","0.208614858759122","0.193489069577107","0.223740647941137"
"Keine Sorgen","2000","1 Einkommensschwächstes Quintil","weiblich","621","0.192240181114332","0.178990677432722","0.205489684795943"
"Keine Sorgen","2000","2","männlich","653","0.208967958748791","0.194850319076006","0.223085598421577"
"Keine Sorgen","2000","2","weiblich","589","0.178183947557606","0.165624254679526","0.190743640435686"
"Keine Sorgen","2000","3","männlich","397","0.177034155839321","0.161383792431407","0.192684519247235"
"Keine Sorgen","2000","3","weiblich","302","0.147040054176781","0.132647913955435","0.161432194398127"
"Keine Sorgen","2000","4","männlich","358","0.191593474761253","0.174030938281595","0.209156011240912"
"Keine Sorgen","2000","4","weiblich","257","0.145582722338751","0.129657057527199","0.161508387150303"
"Keine Sorgen","2000","5 Einkommensstärkstes Quintil","männlich","220","0.178749002603983","0.15783286930494","0.199665135903027"
"Keine Sorgen","2000","5 Einkommensstärkstes Quintil","weiblich","157","0.135298865547021","0.115986536183957","0.154611194910086"
"Einige Sorgen","2001","1 Einkommensschwächstes Quintil","männlich","1080","0.458670071831616","0.438502301437143","0.47883784222609"
"Einige Sorgen","2001","1 Einkommensschwächstes Quintil","weiblich","1322","0.457774673418843","0.4393929864271","0.476156360410585"
"Einige Sorgen","2001","2","männlich","1363","0.482938838788023","0.464296063047659","0.501581614528387"
"Einige Sorgen","2001","2","weiblich","1517","0.486270621382547","0.468819228068924","0.503722014696171"
"Einige Sorgen","2001","3","männlich","1079","0.48655955494346","0.465635740643178","0.507483369243742"
"Einige Sorgen","2001","3","weiblich","1107","0.489617779012421","0.469098739583043","0.5101368184418"
"Einige Sorgen","2001","4","männlich","957","0.520811468789718","0.498144901780161","0.543478035799276"
"Einige Sorgen","2001","4","weiblich","853","0.460061718347337","0.437132466474154","0.48299097022052"
"Einige Sorgen","2001","5 Einkommensstärkstes Quintil","männlich","626","0.503677818516329","0.475971572171157","0.5313840648615"
"Einige Sorgen","2001","5 Einkommensstärkstes Quintil","weiblich","589","0.520082267621579","0.491720755297219","0.548443779945939"
"Grosse Sorgen","2001","1 Einkommensschwächstes Quintil","männlich","771","0.325350680139595","0.306388355811058","0.344313004468133"
"Grosse Sorgen","2001","1 Einkommensschwächstes Quintil","weiblich","1028","0.366964561471347","0.349181945046518","0.384747177896176"
"Grosse Sorgen","2001","2","männlich","902","0.335214386211912","0.317602913238218","0.352825859185606"
"Grosse Sorgen","2001","2","weiblich","1176","0.353333757619735","0.336643749399098","0.370023765840372"
"Grosse Sorgen","2001","3","männlich","745","0.338663798897789","0.318852025493446","0.358475572302131"
"Grosse Sorgen","2001","3","weiblich","904","0.389749705038826","0.369731387952243","0.409768022125409"
"Grosse Sorgen","2001","4","männlich","643","0.328772726973183","0.307458236246631","0.350087217699736"
"Grosse Sorgen","2001","4","weiblich","743","0.402987400457952","0.380421781069117","0.425553019846786"
"Grosse Sorgen","2001","5 Einkommensstärkstes Quintil","männlich","426","0.328054082714183","0.302036956760905","0.35407120866746"
"Grosse Sorgen","2001","5 Einkommensstärkstes Quintil","weiblich","471","0.364169694902122","0.336852728014741","0.391486661789503"
"Keine Sorgen","2001","1 Einkommensschwächstes Quintil","männlich","494","0.215979248028788","0.199324178161039","0.232634317896537"
"Keine Sorgen","2001","1 Einkommensschwächstes Quintil","weiblich","472","0.17526076510981","0.161233588477709","0.189287941741912"
"Keine Sorgen","2001","2","männlich","495","0.181846775000066","0.167456679538397","0.196236870461734"
"Keine Sorgen","2001","2","weiblich","458","0.160395620997718","0.147582424374786","0.17320881762065"
"Keine Sorgen","2001","3","männlich","368","0.174776646158751","0.158878178353098","0.190675113964405"
"Keine Sorgen","2001","3","weiblich","269","0.120632515948753","0.107263542467876","0.134001489429629"
"Keine Sorgen","2001","4","männlich","266","0.150415804237098","0.134196126585346","0.166635481888851"
"Keine Sorgen","2001","4","weiblich","219","0.136950881194711","0.121134397113591","0.152767365275831"
"Keine Sorgen","2001","5 Einkommensstärkstes Quintil","männlich","199","0.168268098769489","0.147537492195164","0.188998705343813"
"Keine Sorgen","2001","5 Einkommensstärkstes Quintil","weiblich","132","0.115748037476299","0.0975864085676052","0.133909666384992"
"Einige Sorgen","2002","1 Einkommensschwächstes Quintil","männlich","1038","0.487103537570059","0.465503403896721","0.508703671243397"
"Einige Sorgen","2002","1 Einkommensschwächstes Quintil","weiblich","1325","0.506703546097625","0.487252934990022","0.526154157205227"
"Einige Sorgen","2002","2","männlich","1383","0.539743266521754","0.520182153678538","0.559304379364971"
"Einige Sorgen","2002","2","weiblich","1567","0.552471003242057","0.534033580036889","0.570908426447225"
"Einige Sorgen","2002","3","männlich","1197","0.564537655245809","0.543545416043909","0.585529894447708"
"Einige Sorgen","2002","3","weiblich","1260","0.565571154672273","0.54498425560975","0.586158053734796"
"Einige Sorgen","2002","4","männlich","1154","0.54671517030311","0.525489349314129","0.567940991292092"
"Einige Sorgen","2002","4","weiblich","1187","0.569974689372333","0.548698628806547","0.591250749938119"
"Einige Sorgen","2002","5 Einkommensstärkstes Quintil","männlich","1224","0.548982935394224","0.528417908923352","0.569547961865096"
"Einige Sorgen","2002","5 Einkommensstärkstes Quintil","weiblich","1166","0.555919313875102","0.534931707995783","0.576906919754421"
"Grosse Sorgen","2002","1 Einkommensschwächstes Quintil","männlich","548","0.288124274821956","0.268552826657283","0.30769572298663"
"Grosse Sorgen","2002","1 Einkommensschwächstes Quintil","weiblich","757","0.312559452559667","0.294525697226443","0.330593207892891"
"Grosse Sorgen","2002","2","männlich","607","0.247711170975392","0.230769159598263","0.26465318235252"
"Grosse Sorgen","2002","2","weiblich","783","0.280533363206139","0.263874994161549","0.297191732250729"
"Grosse Sorgen","2002","3","männlich","530","0.250497443769011","0.232152127052086","0.268842760485936"
"Grosse Sorgen","2002","3","weiblich","651","0.290527824137772","0.271671825756465","0.309383822519078"
"Grosse Sorgen","2002","4","männlich","561","0.257545384297087","0.238900478917914","0.27619028967626"
"Grosse Sorgen","2002","4","weiblich","626","0.292535666287897","0.27298515542098","0.312086177154815"
"Grosse Sorgen","2002","5 Einkommensstärkstes Quintil","männlich","622","0.264178616511257","0.245956937315864","0.28240029570665"
"Grosse Sorgen","2002","5 Einkommensstärkstes Quintil","weiblich","721","0.30771388741471","0.28821802576166","0.327209749067759"
"Keine Sorgen","2002","1 Einkommensschwächstes Quintil","männlich","471","0.224772187607984","0.206733002960142","0.242811372255826"
"Keine Sorgen","2002","1 Einkommensschwächstes Quintil","weiblich","456","0.180737001342709","0.165766460557686","0.195707542127732"
"Keine Sorgen","2002","2","männlich","504","0.212545562502854","0.196489516458282","0.228601608547426"
"Keine Sorgen","2002","2","weiblich","444","0.166995633551804","0.15316598680578","0.180825280297828"
"Keine Sorgen","2002","3","männlich","416","0.18496490098518","0.168526111892804","0.201403690077557"
"Keine Sorgen","2002","3","weiblich","316","0.143901021189955","0.129323559459534","0.158478482920376"
"Keine Sorgen","2002","4","männlich","398","0.195739445399803","0.178821956362169","0.212656934437436"
"Keine Sorgen","2002","4","weiblich","267","0.13748964433977","0.122690603221306","0.152288685458234"
"Keine Sorgen","2002","5 Einkommensstärkstes Quintil","männlich","403","0.186838448094519","0.170729213466369","0.202947682722669"
"Keine Sorgen","2002","5 Einkommensstärkstes Quintil","weiblich","266","0.136366798710188","0.12187090273749","0.150862694682887"
"Einige Sorgen","2003","1 Einkommensschwächstes Quintil","männlich","982","0.505148436600906","0.482619820995292","0.52767705220652"
"Einige Sorgen","2003","1 Einkommensschwächstes Quintil","weiblich","1264","0.522518502316238","0.502489047583463","0.542547957049012"
"Einige Sorgen","2003","2","männlich","1291","0.536658342330973","0.516565548069906","0.55675113659204"
"Einige Sorgen","2003","2","weiblich","1524","0.563483592664654","0.544727774640735","0.582239410688573"
"Einige Sorgen","2003","3","männlich","1191","0.564211734496697","0.543153734931125","0.58526973406227"
"Einige Sorgen","2003","3","weiblich","1226","0.543024609956701","0.522099148752707","0.563950071160695"
"Einige Sorgen","2003","4","männlich","1216","0.565041071641617","0.544071179230956","0.586010964052277"
"Einige Sorgen","2003","4","weiblich","1224","0.567476963014804","0.546550067019845","0.588403859009762"
"Einige Sorgen","2003","5 Einkommensstärkstes Quintil","männlich","1204","0.578609291860126","0.557306897324153","0.599911686396099"
"Einige Sorgen","2003","5 Einkommensstärkstes Quintil","weiblich","1151","0.579626105434189","0.557733935677266","0.601518275191112"
"Grosse Sorgen","2003","1 Einkommensschwächstes Quintil","männlich","409","0.226599505392975","0.207736137863697","0.245462872922252"
"Grosse Sorgen","2003","1 Einkommensschwächstes Quintil","weiblich","612","0.262211565666261","0.244574275519511","0.279848855813011"
"Grosse Sorgen","2003","2","männlich","478","0.209861882477282","0.1934537554466","0.226270009507964"
"Grosse Sorgen","2003","2","weiblich","640","0.244360003750907","0.228109470486225","0.26061053701559"
"Grosse Sorgen","2003","3","männlich","453","0.217572321963414","0.200050380903584","0.235094263023245"
"Grosse Sorgen","2003","3","weiblich","548","0.256857195549455","0.238504456767148","0.275209934331761"
"Grosse Sorgen","2003","4","männlich","433","0.200374641605623","0.183443091222437","0.217306191988808"
"Grosse Sorgen","2003","4","weiblich","539","0.243901916207917","0.225762523172219","0.262041309243616"
"Grosse Sorgen","2003","5 Einkommensstärkstes Quintil","männlich","383","0.184594467724886","0.167857013127187","0.201331922322585"
"Grosse Sorgen","2003","5 Einkommensstärkstes Quintil","weiblich","465","0.239579205526963","0.22064929671686","0.258509114337065"
"Keine Sorgen","2003","1 Einkommensschwächstes Quintil","männlich","501","0.26825205800612","0.24828841426624","0.288215701745999"
"Keine Sorgen","2003","1 Einkommensschwächstes Quintil","weiblich","513","0.215269932017501","0.19878861740491","0.231751246630093"
"Keine Sorgen","2003","2","männlich","597","0.253479775191744","0.235951742821205","0.271007807562284"
"Keine Sorgen","2003","2","weiblich","522","0.192156403584439","0.177256407263953","0.207056399904924"
"Keine Sorgen","2003","3","männlich","486","0.218215943539888","0.200675323822661","0.235756563257115"
"Keine Sorgen","2003","3","weiblich","403","0.200118194493844","0.183311779871865","0.216924609115824"
"Keine Sorgen","2003","4","männlich","498","0.234584286752761","0.216660481574129","0.252508091931393"
