"plj0047","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Keine Sorgen","1992","AkademikerIn","weiblich","","","",""
"Grosse Sorgen","1993","(noch) kein Abschluss","maennlich","110","0.477615115947011","0.415448592200484","0.539781639693538"
"Grosse Sorgen","1993","(noch) kein Abschluss","weiblich","171","0.524063794027783","0.47144068633517","0.576686901720397"
"Grosse Sorgen","1993","Hauptschule","maennlich","303","0.462316650020573","0.425034342543437","0.499598957497708"
"Grosse Sorgen","1993","Hauptschule","weiblich","225","0.540407139674827","0.494665382353268","0.586148896996386"
"Grosse Sorgen","1993","Realschule","maennlich","28","","",""
"Grosse Sorgen","1993","Realschule","weiblich","27","","",""
"Grosse Sorgen","1993","(Fach-)Abitur","maennlich","56","0.455197550315178","0.36170988245993","0.548685218170426"
"Grosse Sorgen","1993","(Fach-)Abitur","weiblich","42","0.572482886224583","0.464746206277229","0.680219566171938"
"Grosse Sorgen","1993","AkademikerIn","maennlich","14","","",""
"Grosse Sorgen","1993","AkademikerIn","weiblich","4","","",""
"Einige Sorgen","1993","(noch) kein Abschluss","maennlich","105","0.428820977737792","0.36722584629923","0.490416109176353"
"Einige Sorgen","1993","(noch) kein Abschluss","weiblich","132","0.362816656029918","0.312154244642085","0.413479067417751"
"Einige Sorgen","1993","Hauptschule","maennlich","306","0.424537751224812","0.387577382149847","0.461498120299777"
"Einige Sorgen","1993","Hauptschule","weiblich","175","0.349049939610052","0.305299412570846","0.392800466649258"
"Einige Sorgen","1993","Realschule","maennlich","20","","",""
"Einige Sorgen","1993","Realschule","weiblich","26","","",""
"Einige Sorgen","1993","(Fach-)Abitur","maennlich","46","0.486363663502231","0.392533327297414","0.580193999707048"
"Einige Sorgen","1993","(Fach-)Abitur","weiblich","34","0.362219405220092","0.257548232797722","0.466890577642463"
"Einige Sorgen","1993","AkademikerIn","maennlich","13","","",""
"Einige Sorgen","1993","AkademikerIn","weiblich","7","","",""
"Keine Sorgen","1993","(noch) kein Abschluss","maennlich","33","0.0935639063151971","0.0573191638227707","0.129808648807623"
"Keine Sorgen","1993","(noch) kein Abschluss","weiblich","43","0.113119549942299","0.0797453074816817","0.146493792402915"
"Keine Sorgen","1993","Hauptschule","maennlich","78","0.113145598754616","0.0894583447115884","0.136832852797643"
"Keine Sorgen","1993","Hauptschule","weiblich","56","0.110542920715121","0.0817627321355912","0.139323109294651"
"Keine Sorgen","1993","Realschule","maennlich","9","","",""
"Keine Sorgen","1993","Realschule","weiblich","8","","",""
"Keine Sorgen","1993","(Fach-)Abitur","maennlich","7","","",""
"Keine Sorgen","1993","(Fach-)Abitur","weiblich","5","","",""
"Keine Sorgen","1993","AkademikerIn","maennlich","3","","",""
"Keine Sorgen","1993","AkademikerIn","weiblich","1","","",""
"Grosse Sorgen","1994","(noch) kein Abschluss","maennlich","95","0.433480319033822","0.370654040748067","0.496306597319577"
"Grosse Sorgen","1994","(noch) kein Abschluss","weiblich","164","0.551283647037645","0.497210715642649","0.60535657843264"
"Grosse Sorgen","1994","Hauptschule","maennlich","272","0.465317810134099","0.426399308796905","0.504236311471293"
"Grosse Sorgen","1994","Hauptschule","weiblich","208","0.505856467337819","0.459140863802524","0.552572070873114"
"Grosse Sorgen","1994","Realschule","maennlich","28","","",""
"Grosse Sorgen","1994","Realschule","weiblich","29","","",""
"Grosse Sorgen","1994","(Fach-)Abitur","maennlich","48","0.461703509296744","0.363993185367926","0.559413833225563"
"Grosse Sorgen","1994","(Fach-)Abitur","weiblich","34","0.390836745302714","0.28391460570741","0.497758884898017"
"Grosse Sorgen","1994","AkademikerIn","maennlich","9","","",""
"Grosse Sorgen","1994","AkademikerIn","weiblich","4","","",""
"Einige Sorgen","1994","(noch) kein Abschluss","maennlich","113","0.475537022459422","0.412223172056042","0.538850872862803"
"Einige Sorgen","1994","(noch) kein Abschluss","weiblich","130","0.378330108790384","0.325604478481986","0.431055739098781"
"Einige Sorgen","1994","Hauptschule","maennlich","276","0.421757143505468","0.383225301298051","0.460288985712885"
"Einige Sorgen","1994","Hauptschule","weiblich","174","0.359562757355278","0.314724637514377","0.404400877196178"
"Einige Sorgen","1994","Realschule","maennlich","22","","",""
"Einige Sorgen","1994","Realschule","weiblich","21","","",""
"Einige Sorgen","1994","(Fach-)Abitur","maennlich","47","0.506566759169591","0.408577012127669","0.604556506211513"
"Einige Sorgen","1994","(Fach-)Abitur","weiblich","37","0.490860862883475","0.381313849469675","0.600407876297275"
"Einige Sorgen","1994","AkademikerIn","maennlich","16","","",""
"Einige Sorgen","1994","AkademikerIn","weiblich","8","","",""
"Keine Sorgen","1994","(noch) kein Abschluss","maennlich","31","0.0909826585067554","0.054522837173294","0.127442479840217"
"Keine Sorgen","1994","(noch) kein Abschluss","weiblich","31","0.0703862441719715","0.0425762065003895","0.0981962818435534"
"Keine Sorgen","1994","Hauptschule","maennlich","83","0.112925046360433","0.0882300646546616","0.137620028066204"
"Keine Sorgen","1994","Hauptschule","weiblich","58","0.134580775306904","0.102692830108692","0.166468720505116"
"Keine Sorgen","1994","Realschule","maennlich","3","","",""
"Keine Sorgen","1994","Realschule","weiblich","8","","",""
"Keine Sorgen","1994","(Fach-)Abitur","maennlich","5","","",""
"Keine Sorgen","1994","(Fach-)Abitur","weiblich","9","","",""
"Keine Sorgen","1994","AkademikerIn","maennlich","5","","",""
"Keine Sorgen","1994","AkademikerIn","weiblich","1","","",""
"Grosse Sorgen","1995","(noch) kein Abschluss","maennlich","83","0.424339907738546","0.358121123242319","0.490558692234773"
"Grosse Sorgen","1995","(noch) kein Abschluss","weiblich","130","0.482322478444858","0.425204499652501","0.539440457237215"
"Grosse Sorgen","1995","Hauptschule","maennlich","228","0.447523715853929","0.406667625493814","0.488379806214045"
"Grosse Sorgen","1995","Hauptschule","weiblich","163","0.438171211555658","0.389426167227564","0.486916255883751"
"Grosse Sorgen","1995","Realschule","maennlich","18","","",""
"Grosse Sorgen","1995","Realschule","weiblich","22","","",""
"Grosse Sorgen","1995","(Fach-)Abitur","maennlich","38","0.411883615734121","0.313430067623848","0.510337163844394"
"Grosse Sorgen","1995","(Fach-)Abitur","weiblich","31","0.405255610280532","0.294880540843912","0.515630679717152"
"Grosse Sorgen","1995","AkademikerIn","maennlich","8","","",""
"Grosse Sorgen","1995","AkademikerIn","weiblich","5","","",""
"Einige Sorgen","1995","(noch) kein Abschluss","maennlich","102","0.447626865868081","0.381005190442209","0.514248541293953"
"Einige Sorgen","1995","(noch) kein Abschluss","weiblich","130","0.415387191396781","0.359057789573848","0.471716593219714"
"Einige Sorgen","1995","Hauptschule","maennlich","255","0.416269344333649","0.375766509299141","0.456772179368158"
"Einige Sorgen","1995","Hauptschule","weiblich","185","0.44762060439795","0.398768832016594","0.496472376779307"
"Einige Sorgen","1995","Realschule","maennlich","31","0.580015522905873","0.445867941510572","0.714163104301173"
"Einige Sorgen","1995","Realschule","weiblich","27","","",""
"Einige Sorgen","1995","(Fach-)Abitur","maennlich","43","0.350090531008129","0.254672799123659","0.4455082628926"
"Einige Sorgen","1995","(Fach-)Abitur","weiblich","32","0.467177918038266","0.355008735222223","0.579347100854308"
"Einige Sorgen","1995","AkademikerIn","maennlich","17","","",""
"Einige Sorgen","1995","AkademikerIn","weiblich","5","","",""
"Keine Sorgen","1995","(noch) kein Abschluss","maennlich","29","","",""
"Keine Sorgen","1995","(noch) kein Abschluss","weiblich","34","0.102290330158361","0.0676517830405921","0.13692887727613"
"Keine Sorgen","1995","Hauptschule","maennlich","86","0.136206939812421","0.108023342115903","0.16439053750894"
"Keine Sorgen","1995","Hauptschule","weiblich","50","0.114208184046392","0.0829602722715405","0.145456095821244"
"Keine Sorgen","1995","Realschule","maennlich","3","","",""
"Keine Sorgen","1995","Realschule","weiblich","9","","",""
"Keine Sorgen","1995","(Fach-)Abitur","maennlich","15","","",""
"Keine Sorgen","1995","(Fach-)Abitur","weiblich","13","","",""
"Keine Sorgen","1995","AkademikerIn","maennlich","1","","",""
"Keine Sorgen","1995","AkademikerIn","weiblich","4","","",""
"Grosse Sorgen","1996","(noch) kein Abschluss","maennlich","119","0.325959939887146","0.277807048703362","0.37411283107093"
"Grosse Sorgen","1996","(noch) kein Abschluss","weiblich","176","0.395163124572409","0.350486895286279","0.43983935385854"
"Grosse Sorgen","1996","Hauptschule","maennlich","934","0.318337212707318","0.301261866768798","0.335412558645838"
"Grosse Sorgen","1996","Hauptschule","weiblich","989","0.337058126701353","0.320154174585824","0.353962078816882"
"Grosse Sorgen","1996","Realschule","maennlich","374","0.270396289684218","0.24688517366551","0.293907405702927"
"Grosse Sorgen","1996","Realschule","weiblich","463","0.275167240530028","0.253937685017284","0.296396796042772"
"Grosse Sorgen","1996","(Fach-)Abitur","maennlich","141","0.289179064948523","0.250135744902103","0.328222384994943"
"Grosse Sorgen","1996","(Fach-)Abitur","weiblich","145","0.272574111610706","0.233504913507216","0.311643309714197"
"Grosse Sorgen","1996","AkademikerIn","maennlich","193","0.192000503355862","0.166980558649574","0.217020448062151"
"Grosse Sorgen","1996","AkademikerIn","weiblich","186","0.238542215890819","0.208822812602924","0.268261619178715"
"Einige Sorgen","1996","(noch) kein Abschluss","maennlich","182","0.487485079980287","0.436136159271094","0.53883400068948"
"Einige Sorgen","1996","(noch) kein Abschluss","weiblich","225","0.473601440091848","0.427973272444375","0.519229607739321"
"Einige Sorgen","1996","Hauptschule","maennlich","1433","0.504930158086119","0.486603220352301","0.523257095819938"
"Einige Sorgen","1996","Hauptschule","weiblich","1508","0.49108672591795","0.473209541762017","0.508963910073882"
"Einige Sorgen","1996","Realschule","maennlich","704","0.516071053307123","0.489618054404052","0.542524052210194"
"Einige Sorgen","1996","Realschule","weiblich","1000","0.578590946679164","0.555118336946592","0.602063556411736"
"Einige Sorgen","1996","(Fach-)Abitur","maennlich","297","0.558456813712076","0.515694164571521","0.601219462852631"
"Einige Sorgen","1996","(Fach-)Abitur","weiblich","295","0.62030556491264","0.577724377013879","0.6628867528114"
"Einige Sorgen","1996","AkademikerIn","maennlich","549","0.595876610864614","0.564704602825549","0.627048618903678"
"Einige Sorgen","1996","AkademikerIn","weiblich","492","0.604005490053637","0.569901941484209","0.638109038623066"
"Keine Sorgen","1996","(noch) kein Abschluss","maennlich","63","0.186554980132567","0.146536100582671","0.226573859682463"
"Keine Sorgen","1996","(noch) kein Abschluss","weiblich","59","0.131235435335743","0.100378997908017","0.162091872763469"
"Keine Sorgen","1996","Hauptschule","maennlich","492","0.176732629206563","0.162750611942038","0.190714646471087"
"Keine Sorgen","1996","Hauptschule","weiblich","507","0.171855147380697","0.158364507401152","0.185345787360241"
"Keine Sorgen","1996","Realschule","maennlich","293","0.213532657008659","0.191840543786428","0.23522477023089"
"Keine Sorgen","1996","Realschule","weiblich","237","0.146241812790808","0.129445001153548","0.163038624428069"
"Keine Sorgen","1996","(Fach-)Abitur","maennlich","80","0.152364121339401","0.121416360465873","0.183311882212929"
"Keine Sorgen","1996","(Fach-)Abitur","weiblich","59","0.107120323476654","0.0799852985518366","0.134255348401471"
"Keine Sorgen","1996","AkademikerIn","maennlich","210","0.212122885779524","0.186154041451833","0.238091730107214"
"Keine Sorgen","1996","AkademikerIn","weiblich","112","0.157452294055543","0.13205389795704","0.182850690154046"
"Grosse Sorgen","1997","(noch) kein Abschluss","maennlich","126","0.334575502015066","0.28675559229492","0.382395411735211"
"Grosse Sorgen","1997","(noch) kein Abschluss","weiblich","142","0.290392491964036","0.248497548100331","0.332287435827741"
"Grosse Sorgen","1997","Hauptschule","maennlich","948","0.339005992529947","0.321425220601025","0.356586764458869"
"Grosse Sorgen","1997","Hauptschule","weiblich","1017","0.341229218382596","0.324020655575806","0.358437781189385"
"Grosse Sorgen","1997","Realschule","maennlich","386","0.289094022273952","0.264955866687912","0.313232177859992"
"Grosse Sorgen","1997","Realschule","weiblich","503","0.299772721964896","0.27800006137631","0.321545382553483"
"Grosse Sorgen","1997","(Fach-)Abitur","maennlich","129","0.261204127466471","0.223300961417837","0.299107293515105"
"Grosse Sorgen","1997","(Fach-)Abitur","weiblich","143","0.30573582151145","0.265025823474652","0.346445819548249"
"Grosse Sorgen","1997","AkademikerIn","maennlich","175","0.18929426823538","0.164500693881541","0.21408784258922"
"Grosse Sorgen","1997","AkademikerIn","weiblich","174","0.215640969951864","0.187070680137015","0.244211259766713"
"Einige Sorgen","1997","(noch) kein Abschluss","maennlich","177","0.465736058786321","0.415181519892123","0.51629059768052"
"Einige Sorgen","1997","(noch) kein Abschluss","weiblich","239","0.555181301017389","0.509317636396729","0.601044965638048"
"Einige Sorgen","1997","Hauptschule","maennlich","1298","0.463049536279645","0.444530587565649","0.481568484993641"
"Einige Sorgen","1997","Hauptschule","weiblich","1440","0.486286487172248","0.468145499556531","0.504427474787965"
"Einige Sorgen","1997","Realschule","maennlich","646","0.477820701817117","0.451224430820835","0.504416972813399"
"Einige Sorgen","1997","Realschule","weiblich","911","0.531647092701103","0.50793366873067","0.555360516671536"
"Einige Sorgen","1997","(Fach-)Abitur","maennlich","287","0.552361639795787","0.509457554890891","0.595265724700682"
"Einige Sorgen","1997","(Fach-)Abitur","weiblich","279","0.57259460551704","0.528881751216491","0.61630745981759"
"Einige Sorgen","1997","AkademikerIn","maennlich","587","0.605349954370258","0.574415096634118","0.636284812106398"
"Einige Sorgen","1997","AkademikerIn","weiblich","504","0.626368786658194","0.592761907362802","0.659975665953587"
"Keine Sorgen","1997","(noch) kein Abschluss","maennlich","71","0.199688439198613","0.159173210345057","0.240203668052169"
"Keine Sorgen","1997","(noch) kein Abschluss","weiblich","70","0.154426207018575","0.121076188491403","0.187776225545747"
"Keine Sorgen","1997","Hauptschule","maennlich","539","0.197944471190408","0.183146253979887","0.212742688400929"
"Keine Sorgen","1997","Hauptschule","weiblich","459","0.172484294445157","0.158771775771654","0.186196813118659"
"Keine Sorgen","1997","Realschule","maennlich","323","0.233085275908931","0.210573518436918","0.255597033380944"
"Keine Sorgen","1997","Realschule","weiblich","287","0.168580185334001","0.150788815688737","0.186371554979265"
"Keine Sorgen","1997","(Fach-)Abitur","maennlich","100","0.186434232737742","0.152830896060379","0.220037569415106"
"Keine Sorgen","1997","(Fach-)Abitur","weiblich","70","0.121669572971509","0.0927837001084861","0.150555445834533"
"Keine Sorgen","1997","AkademikerIn","maennlich","197","0.205355777394361","0.179788845452707","0.230922709336016"
"Keine Sorgen","1997","AkademikerIn","weiblich","118","0.157990243389942","0.132652656377029","0.183327830402855"
"Grosse Sorgen","1998","(noch) kein Abschluss","maennlich","121","0.350319048615874","0.301309653510906","0.399328443720842"
"Grosse Sorgen","1998","(noch) kein Abschluss","weiblich","143","0.306726180138363","0.263929657276636","0.34952270300009"
"Grosse Sorgen","1998","Hauptschule","maennlich","1019","0.354103868795945","0.336930341018783","0.371277396573107"
"Grosse Sorgen","1998","Hauptschule","weiblich","1080","0.35159004502727","0.334803910169589","0.36837617988495"
"Grosse Sorgen","1998","Realschule","maennlich","437","0.29403296989076","0.270976506801152","0.317089432980367"
"Grosse Sorgen","1998","Realschule","weiblich","520","0.279551100510302","0.259084446983842","0.300017754036762"
"Grosse Sorgen","1998","(Fach-)Abitur","maennlich","143","0.265290317610248","0.228393804291261","0.302186830929234"
"Grosse Sorgen","1998","(Fach-)Abitur","weiblich","157","0.276448417110422","0.239796906467415","0.313099927753428"
"Grosse Sorgen","1998","AkademikerIn","maennlich","214","0.20971195865831","0.185181280164323","0.234242637152296"
"Grosse Sorgen","1998","AkademikerIn","weiblich","187","0.203639480724237","0.176910912244443","0.230368049204031"
"Einige Sorgen","1998","(noch) kein Abschluss","maennlich","180","0.455134474853237","0.40397666649046","0.506292283216014"
"Einige Sorgen","1998","(noch) kein Abschluss","weiblich","214","0.467316697106246","0.421012447249532","0.51362094696296"
"Einige Sorgen","1998","Hauptschule","maennlich","1375","0.452203918623916","0.434331247631888","0.470076589615944"
"Einige Sorgen","1998","Hauptschule","weiblich","1532","0.483493258313239","0.465924511078184","0.501062005548293"
"Einige Sorgen","1998","Realschule","maennlich","705","0.478067042972406","0.452788372731511","0.503345713213301"
"Einige Sorgen","1998","Realschule","weiblich","1019","0.556287506758895","0.533629843130175","0.578945170387616"
"Einige Sorgen","1998","(Fach-)Abitur","maennlich","298","0.544691146172151","0.50307182886842","0.586310463475881"
"Einige Sorgen","1998","(Fach-)Abitur","weiblich","323","0.595663946837147","0.555445808114977","0.635882085559316"
"Einige Sorgen","1998","AkademikerIn","maennlich","604","0.578771077721756","0.549018968555205","0.608523186888307"
"Einige Sorgen","1998","AkademikerIn","weiblich","533","0.602912013683557","0.570436188766197","0.635387838600916"
"Keine Sorgen","1998","(noch) kein Abschluss","maennlich","63","0.194546476530889","0.153880675927307","0.235212277134471"
"Keine Sorgen","1998","(noch) kein Abschluss","weiblich","89","0.225957122755391","0.187144214208323","0.264770031302459"
"Keine Sorgen","1998","Hauptschule","maennlich","585","0.193692212580139","0.179501005196917","0.207883419963361"
"Keine Sorgen","1998","Hauptschule","weiblich","496","0.164916696659492","0.151869872781983","0.177963520537"
"Keine Sorgen","1998","Realschule","maennlich","358","0.227899987136834","0.206671874092758","0.249128100180911"
"Keine Sorgen","1998","Realschule","weiblich","308","0.164161392730803","0.147268214234456","0.18105457122715"
"Keine Sorgen","1998","(Fach-)Abitur","maennlich","109","0.190018536217602","0.157231491687033","0.222805580748171"
"Keine Sorgen","1998","(Fach-)Abitur","weiblich","92","0.127887636052431","0.100519162344622","0.155256109760241"
"Keine Sorgen","1998","AkademikerIn","maennlich","240","0.211516963619935","0.186909092928359","0.23612483431151"
"Keine Sorgen","1998","AkademikerIn","weiblich","152","0.193448505592206","0.167231167889032","0.21966584329538"
"Grosse Sorgen","1999","(noch) kein Abschluss","maennlich","112","0.302945263268541","0.255142892169791","0.350747634367291"
"Grosse Sorgen","1999","(noch) kein Abschluss","weiblich","148","0.327564109987711","0.283152855257761","0.37197536471766"
"Grosse Sorgen","1999","Hauptschule","maennlich","810","0.277025457133221","0.260856786928781","0.293194127337662"
"Grosse Sorgen","1999","Hauptschule","weiblich","924","0.295398080682011","0.279209725193325","0.311586436170697"
"Grosse Sorgen","1999","Realschule","maennlich","405","0.285546476401346","0.262689022349156","0.308403930453536"
"Grosse Sorgen","1999","Realschule","weiblich","590","0.320181177106148","0.299029834916092","0.341332519296204"
"Grosse Sorgen","1999","(Fach-)Abitur","maennlich","175","0.320125788291732","0.28077750171799","0.359474074865474"
"Grosse Sorgen","1999","(Fach-)Abitur","weiblich","204","0.342563428053854","0.304367402780806","0.380759453326903"
"Grosse Sorgen","1999","AkademikerIn","maennlich","288","0.271040068655426","0.244481141164512","0.297598996146341"
"Grosse Sorgen","1999","AkademikerIn","weiblich","289","0.350089412461895","0.318502125027021","0.381676699896769"
"Einige Sorgen","1999","(noch) kein Abschluss","maennlich","170","0.494216010333698","0.442207446820267","0.546224573847129"
"Einige Sorgen","1999","(noch) kein Abschluss","weiblich","202","0.484084870331201","0.436794868409473","0.531374872252928"
"Einige Sorgen","1999","Hauptschule","maennlich","1582","0.529323639862994","0.511290356862332","0.547356922863657"
"Einige Sorgen","1999","Hauptschule","weiblich","1651","0.537713843638995","0.520022613172378","0.555405074105612"
"Einige Sorgen","1999","Realschule","maennlich","840","0.541230529375797","0.516013677972027","0.566447380779566"
"Einige Sorgen","1999","Realschule","weiblich","1084","0.567539503221589","0.54507924682791","0.589999759615268"
"Einige Sorgen","1999","(Fach-)Abitur","maennlich","290","0.545534976986074","0.503538511232018","0.587531442740131"
"Einige Sorgen","1999","(Fach-)Abitur","weiblich","320","0.544296899152541","0.504212104206911","0.584381694098171"
"Einige Sorgen","1999","AkademikerIn","maennlich","650","0.583754418194002","0.55430126040581","0.613207575982194"
"Einige Sorgen","1999","AkademikerIn","weiblich","529","0.580342845672259","0.54766257302855","0.613023118315968"
"Keine Sorgen","1999","(noch) kein Abschluss","maennlich","73","0.202838726397762","0.161009248088057","0.244668204707467"
"Keine Sorgen","1999","(noch) kein Abschluss","weiblich","79","0.188351019681089","0.151352226679264","0.225349812682914"
"Keine Sorgen","1999","Hauptschule","maennlich","551","0.193650903003784","0.179374319983095","0.207927486024473"
"Keine Sorgen","1999","Hauptschule","weiblich","476","0.166888075678994","0.15365711691251","0.180119034445478"
"Keine Sorgen","1999","Realschule","maennlich","255","0.173222994222857","0.154071642739879","0.192374345705836"
"Keine Sorgen","1999","Realschule","weiblich","195","0.112279319672263","0.097966292517489","0.126592346827037"
"Keine Sorgen","1999","(Fach-)Abitur","maennlich","75","0.134339234722194","0.105576742567808","0.16310172687658"
"Keine Sorgen","1999","(Fach-)Abitur","weiblich","69","0.113139672793605","0.0876446257689353","0.138634719818274"
"Keine Sorgen","1999","AkademikerIn","maennlich","138","0.145205513150572","0.124154918695315","0.166256107605829"
"Keine Sorgen","1999","AkademikerIn","weiblich","58","0.0695677418658461","0.0527199739725989","0.0864155097590932"
"Grosse Sorgen","2000","(noch) kein Abschluss","maennlich","124","0.314748950733222","0.270067111382579","0.359430790083865"
"Grosse Sorgen","2000","(noch) kein Abschluss","weiblich","167","0.339139642129998","0.297050111197271","0.381229173062725"
"Grosse Sorgen","2000","Hauptschule","maennlich","1376","0.277114749104491","0.264815411439762","0.28941408676922"
"Grosse Sorgen","2000","Hauptschule","weiblich","1596","0.289115807108159","0.277084138226151","0.301147475990167"
"Grosse Sorgen","2000","Realschule","maennlich","761","0.300793670954634","0.283463255524334","0.318124086384934"
"Grosse Sorgen","2000","Realschule","weiblich","1253","0.34883579211247","0.333137915625508","0.364533668599431"
"Grosse Sorgen","2000","(Fach-)Abitur","maennlich","376","0.360480085471236","0.332183228303215","0.388776942639258"
"Grosse Sorgen","2000","(Fach-)Abitur","weiblich","465","0.394597284228735","0.367227002038355","0.421967566419114"
"Grosse Sorgen","2000","AkademikerIn","maennlich","680","0.313985438916672","0.294344788586335","0.33362608924701"
"Grosse Sorgen","2000","AkademikerIn","weiblich","679","0.425416107502515","0.401524309833927","0.449307905171102"
"Einige Sorgen","2000","(noch) kein Abschluss","maennlich","181","0.413160963224401","0.365786622300053","0.46053530414875"
"Einige Sorgen","2000","(noch) kein Abschluss","weiblich","228","0.466369993417279","0.422017771916828","0.510722214917731"
"Einige Sorgen","2000","Hauptschule","maennlich","2567","0.492403248519584","0.478664818877965","0.506141678161203"
"Einige Sorgen","2000","Hauptschule","weiblich","2771","0.501017217786886","0.487747562845582","0.514286872728191"
"Einige Sorgen","2000","Realschule","maennlich","1425","0.515294640356933","0.496408697353798","0.534180583360069"
"Einige Sorgen","2000","Realschule","weiblich","1838","0.514891887233531","0.498430652004023","0.531353122463038"
"Einige Sorgen","2000","(Fach-)Abitur","maennlich","559","0.498406568414188","0.468939405342856","0.52787373148552"
"Einige Sorgen","2000","(Fach-)Abitur","weiblich","610","0.48597638549496","0.457987915024595","0.513964855965325"
"Einige Sorgen","2000","AkademikerIn","maennlich","1173","0.543628739723387","0.522549992759019","0.564707486687755"
"Einige Sorgen","2000","AkademikerIn","weiblich","824","0.478124925932526","0.453985935104181","0.50226391676087"
"Keine Sorgen","2000","(noch) kein Abschluss","maennlich","110","0.272090086042377","0.229272791854442","0.314907380230312"
"Keine Sorgen","2000","(noch) kein Abschluss","weiblich","91","0.194490364452723","0.159300761119339","0.229679967786107"
"Keine Sorgen","2000","Hauptschule","maennlich","1144","0.230482002375925","0.218909024518273","0.242054980233578"
"Keine Sorgen","2000","Hauptschule","weiblich","1087","0.209866975104955","0.199059787693848","0.220674162516063"
"Keine Sorgen","2000","Realschule","maennlich","504","0.183911688688432","0.169271549831876","0.198551827544989"
"Keine Sorgen","2000","Realschule","weiblich","450","0.136272320654","0.12497234852683","0.147572292781169"
"Keine Sorgen","2000","(Fach-)Abitur","maennlich","171","0.141113346114576","0.120595937876951","0.161630754352201"
"Keine Sorgen","2000","(Fach-)Abitur","weiblich","150","0.119426330276306","0.101266451792906","0.137586208759706"
"Keine Sorgen","2000","AkademikerIn","maennlich","292","0.142385821359941","0.127597673255937","0.157173969463944"
"Keine Sorgen","2000","AkademikerIn","weiblich","142","0.0964589665649599","0.0821926984270757","0.110725234702844"
"Grosse Sorgen","2001","(noch) kein Abschluss","maennlich","139","0.341045510298373","0.294413223145735","0.387677797451011"
"Grosse Sorgen","2001","(noch) kein Abschluss","weiblich","182","0.37361211946952","0.329259207142864","0.417965031796177"
"Grosse Sorgen","2001","Hauptschule","maennlich","1402","0.307344801211281","0.293859578229712","0.32083002419285"
"Grosse Sorgen","2001","Hauptschule","weiblich","1588","0.323473994248799","0.310212389617787","0.33673559887981"
"Grosse Sorgen","2001","Realschule","maennlich","804","0.326591142303433","0.308077952981528","0.345104331625338"
"Grosse Sorgen","2001","Realschule","weiblich","1305","0.391981117238096","0.375207357291174","0.408754877185018"
"Grosse Sorgen","2001","(Fach-)Abitur","maennlich","387","0.389493328343208","0.359727773867916","0.419258882818499"
"Grosse Sorgen","2001","(Fach-)Abitur","weiblich","523","0.43105069690008","0.40272275628982","0.45937863751034"
