,Unnamed: 0,year,quintil_oecd,plj0047,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
66,66,1996,3rd Quintile,Not concerned at all,0.16272,418,12860,0.15306,0.17597
67,67,1996,4th Quintile,Very concerned,0.28069,756,12860,0.26437,0.29209
68,68,1996,4th Quintile,Somewhat concerned,0.5577,1481,12860,0.53474,0.57858
69,69,1996,4th Quintile,Not concerned at all,0.16161,437,12860,0.14894,0.17429
70,70,1996,5th Quintile,Very concerned,0.24636,604,12860,0.23425,0.26034
71,71,1996,5th Quintile,Somewhat concerned,0.57242,1320,12860,0.54904,0.59693
72,72,1996,5th Quintile,Not concerned at all,0.18122,433,12860,0.17097,0.19119
73,73,1997,1st Quintile,Very concerned,0.35182,831,12698,0.33333,0.37234
74,74,1997,1st Quintile,Somewhat concerned,0.4717,1112,12698,0.45227,0.49631
75,75,1997,1st Quintile,Not concerned at all,0.17648,402,12698,0.16483,0.19044
76,76,1997,2nd Quintile,Very concerned,0.30832,857,12698,0.29397,0.32814
77,77,1997,2nd Quintile,Somewhat concerned,0.49112,1361,12698,0.46979,0.50983
78,78,1997,2nd Quintile,Not concerned at all,0.20056,528,12698,0.18687,0.21424
79,79,1997,3rd Quintile,Very concerned,0.33053,796,12698,0.31283,0.34741
80,80,1997,3rd Quintile,Somewhat concerned,0.51148,1317,12698,0.49006,0.53609
81,81,1997,3rd Quintile,Not concerned at all,0.15799,435,12698,0.14847,0.1686
82,82,1997,4th Quintile,Very concerned,0.29481,747,12698,0.27735,0.31521
83,83,1997,4th Quintile,Somewhat concerned,0.50993,1407,12698,0.48725,0.52964
84,84,1997,4th Quintile,Not concerned at all,0.19526,491,12698,0.18296,0.21248
85,85,1997,5th Quintile,Very concerned,0.25506,641,12698,0.23834,0.26871
86,86,1997,5th Quintile,Somewhat concerned,0.55968,1347,12698,0.53741,0.58191
87,87,1997,5th Quintile,Not concerned at all,0.18526,426,12698,0.17309,0.19753
88,88,1998,1st Quintile,Very concerned,0.35861,821,12146,0.34186,0.37684
89,89,1998,1st Quintile,Somewhat concerned,0.48052,1107,12146,0.45656,0.5053
90,90,1998,1st Quintile,Not concerned at all,0.16087,378,12146,0.14516,0.17438
91,91,1998,2nd Quintile,Very concerned,0.31972,798,12146,0.30475,0.33655
92,92,1998,2nd Quintile,Somewhat concerned,0.50126,1264,12146,0.48239,0.51973
93,93,1998,2nd Quintile,Not concerned at all,0.17901,474,12146,0.16755,0.19229
94,94,1998,3rd Quintile,Very concerned,0.30251,725,12146,0.28623,0.31836
95,95,1998,3rd Quintile,Somewhat concerned,0.50688,1282,12146,0.48474,0.53128
96,96,1998,3rd Quintile,Not concerned at all,0.19061,495,12146,0.17724,0.20358
97,97,1998,4th Quintile,Very concerned,0.30905,756,12146,0.29055,0.32758
98,98,1998,4th Quintile,Somewhat concerned,0.49798,1305,12146,0.47711,0.52199
99,99,1998,4th Quintile,Not concerned at all,0.19296,489,12146,0.17996,0.20713
100,100,1998,5th Quintile,Very concerned,0.26762,592,12146,0.25199,0.28245
101,101,1998,5th Quintile,Somewhat concerned,0.54049,1237,12146,0.51754,0.56435
102,102,1998,5th Quintile,Not concerned at all,0.19189,423,12146,0.17849,0.20919
103,103,1999,1st Quintile,Very concerned,0.29858,767,13610,0.28251,0.31417
104,104,1999,1st Quintile,Somewhat concerned,0.5321,1383,13610,0.51332,0.54975
105,105,1999,1st Quintile,Not concerned at all,0.16932,420,13610,0.16003,0.18042
106,106,1999,2nd Quintile,Very concerned,0.30279,882,13610,0.28768,0.3174
107,107,1999,2nd Quintile,Somewhat concerned,0.53834,1546,13610,0.51747,0.55859
108,108,1999,2nd Quintile,Not concerned at all,0.15886,440,13610,0.14694,0.17114
109,109,1999,3rd Quintile,Very concerned,0.27773,791,13610,0.26419,0.29441
110,110,1999,3rd Quintile,Somewhat concerned,0.55295,1568,13610,0.53076,0.57581
111,111,1999,3rd Quintile,Not concerned at all,0.16932,454,13610,0.15847,0.18316
112,112,1999,4th Quintile,Very concerned,0.32721,863,13610,0.31103,0.34312
113,113,1999,4th Quintile,Somewhat concerned,0.52624,1519,13610,0.50647,0.5484
114,114,1999,4th Quintile,Not concerned at all,0.14655,383,13610,0.13691,0.15869
115,115,1999,5th Quintile,Very concerned,0.291,755,13610,0.27557,0.30464
116,116,1999,5th Quintile,Somewhat concerned,0.56607,1494,13610,0.54534,0.58488
117,117,1999,5th Quintile,Not concerned at all,0.14293,345,13610,0.13165,0.15383
118,118,2000,1st Quintile,Very concerned,0.27701,711,13166,0.26143,0.28946
119,119,2000,1st Quintile,Somewhat concerned,0.51786,1325,13166,0.49623,0.53979
120,120,2000,1st Quintile,Not concerned at all,0.20513,515,13166,0.19144,0.21738
121,121,2000,2nd Quintile,Very concerned,0.26923,705,13166,0.25373,0.28177
122,122,2000,2nd Quintile,Somewhat concerned,0.54627,1538,13166,0.52693,0.56941
123,123,2000,2nd Quintile,Not concerned at all,0.1845,491,13166,0.1722,0.19578
124,124,2000,3rd Quintile,Very concerned,0.27687,728,13166,0.26374,0.29222
125,125,2000,3rd Quintile,Somewhat concerned,0.53895,1486,13166,0.51741,0.5607
126,126,2000,3rd Quintile,Not concerned at all,0.18419,476,13166,0.1733,0.19433
127,127,2000,4th Quintile,Very concerned,0.2741,712,13166,0.25434,0.28904
128,128,2000,4th Quintile,Somewhat concerned,0.55756,1540,13166,0.53472,0.5775
129,129,2000,4th Quintile,Not concerned at all,0.16835,422,13166,0.15539,0.18081
130,130,2000,5th Quintile,Very concerned,0.28475,725,13166,0.26943,0.29688
131,131,2000,5th Quintile,Somewhat concerned,0.55657,1406,13166,0.53664,0.57663
132,132,2000,5th Quintile,Not concerned at all,0.15869,386,13166,0.14742,0.169
133,133,2001,1st Quintile,Very concerned,0.343,1323,21673,0.33262,0.35511
134,134,2001,1st Quintile,Somewhat concerned,0.45923,1769,21673,0.44461,0.47262
135,135,2001,1st Quintile,Not concerned at all,0.19776,720,21673,0.18993,0.20661
136,136,2001,2nd Quintile,Very concerned,0.3592,1575,21673,0.34797,0.37442
137,137,2001,2nd Quintile,Somewhat concerned,0.46837,2047,21673,0.45468,0.48281
138,138,2001,2nd Quintile,Not concerned at all,0.17243,719,21673,0.16391,0.17956
139,139,2001,3rd Quintile,Very concerned,0.35552,1641,21673,0.3454,0.36819
140,140,2001,3rd Quintile,Somewhat concerned,0.49158,2195,21673,0.4786,0.5037
141,141,2001,3rd Quintile,Not concerned at all,0.1529,654,21673,0.14649,0.16029
142,142,2001,4th Quintile,Very concerned,0.35453,1634,21673,0.34327,0.36934
143,143,2001,4th Quintile,Somewhat concerned,0.49673,2270,21673,0.48446,0.50804
144,144,2001,4th Quintile,Not concerned at all,0.14874,649,21673,0.14248,0.15493
145,145,2001,5th Quintile,Very concerned,0.3528,1635,21673,0.34379,0.36377
146,146,2001,5th Quintile,Somewhat concerned,0.4984,2212,21673,0.48613,0.51246
147,147,2001,5th Quintile,Not concerned at all,0.1488,630,21673,0.14286,0.156
148,148,2002,1st Quintile,Very concerned,0.30297,970,20625,0.28995,0.31537
149,149,2002,1st Quintile,Somewhat concerned,0.50147,1753,20625,0.48654,0.51441
150,150,2002,1st Quintile,Not concerned at all,0.19555,680,20625,0.18647,0.20451
151,151,2002,2nd Quintile,Very concerned,0.28385,1086,20625,0.27476,0.29484
152,152,2002,2nd Quintile,Somewhat concerned,0.51818,2086,20625,0.50378,0.53379
153,153,2002,2nd Quintile,Not concerned at all,0.19797,729,20625,0.18774,0.20868
154,154,2002,3rd Quintile,Very concerned,0.27082,1088,20625,0.26065,0.28248
155,155,2002,3rd Quintile,Somewhat concerned,0.55057,2239,20625,0.53546,0.56515
156,156,2002,3rd Quintile,Not concerned at all,0.17861,709,20625,0.17067,0.18759
157,157,2002,4th Quintile,Very concerned,0.26154,1140,20625,0.25022,0.27199
158,158,2002,4th Quintile,Somewhat concerned,0.571,2468,20625,0.55579,0.58747
159,159,2002,4th Quintile,Not concerned at all,0.16746,721,20625,0.1591,0.17693
160,160,2002,5th Quintile,Very concerned,0.26262,1327,20625,0.25038,0.27445
161,161,2002,5th Quintile,Somewhat concerned,0.56807,2809,20625,0.54232,0.58811
162,162,2002,5th Quintile,Not concerned at all,0.16932,820,20625,0.15911,0.18024
163,163,2003,1st Quintile,Very concerned,0.24789,806,21953,0.23837,0.26088
164,164,2003,1st Quintile,Somewhat concerned,0.50124,1727,21953,0.48725,0.51767
165,165,2003,1st Quintile,Not concerned at all,0.25087,820,21953,0.23983,0.26192
166,166,2003,2nd Quintile,Very concerned,0.24636,904,21953,0.23727,0.25682
167,167,2003,2nd Quintile,Somewhat concerned,0.52942,2063,21953,0.51224,0.54217
168,168,2003,2nd Quintile,Not concerned at all,0.22422,869,21953,0.21351,0.23529
169,169,2003,3rd Quintile,Very concerned,0.22575,913,21953,0.21618,0.23437
170,170,2003,3rd Quintile,Somewhat concerned,0.55853,2309,21953,0.54163,0.57272
171,171,2003,3rd Quintile,Not concerned at all,0.21572,865,21953,0.20571,0.22568
172,172,2003,4th Quintile,Very concerned,0.22132,990,21953,0.21026,0.23311
173,173,2003,4th Quintile,Somewhat concerned,0.57418,2526,21953,0.55371,0.59202
174,174,2003,4th Quintile,Not concerned at all,0.20451,870,21953,0.19419,0.21365
175,175,2003,5th Quintile,Very concerned,0.21582,1347,21953,0.20608,0.22764
176,176,2003,5th Quintile,Somewhat concerned,0.57764,3645,21953,0.55774,0.5951
177,177,2003,5th Quintile,Not concerned at all,0.20654,1299,21953,0.19672,0.21678
178,178,2004,1st Quintile,Very concerned,0.24179,758,21398,0.23013,0.25353
179,179,2004,1st Quintile,Somewhat concerned,0.49048,1654,21398,0.47617,0.51074
180,180,2004,1st Quintile,Not concerned at all,0.26773,830,21398,0.25746,0.27969
181,181,2004,2nd Quintile,Very concerned,0.23344,868,21398,0.22227,0.24496
182,182,2004,2nd Quintile,Somewhat concerned,0.52634,2029,21398,0.5143,0.54306
183,183,2004,2nd Quintile,Not concerned at all,0.24022,874,21398,0.22904,0.24976
184,184,2004,3rd Quintile,Very concerned,0.23444,901,21398,0.22372,0.24594
185,185,2004,3rd Quintile,Somewhat concerned,0.53592,2119,21398,0.51662,0.55326
186,186,2004,3rd Quintile,Not concerned at all,0.22963,890,21398,0.21897,0.243
187,187,2004,4th Quintile,Very concerned,0.24821,1059,21398,0.23467,0.26225
188,188,2004,4th Quintile,Somewhat concerned,0.54775,2379,21398,0.53215,0.56569
189,189,2004,4th Quintile,Not concerned at all,0.20404,870,21398,0.19059,0.21408
190,190,2004,5th Quintile,Very concerned,0.22523,1403,21398,0.21316,0.23746
191,191,2004,5th Quintile,Somewhat concerned,0.58056,3541,21398,0.56126,0.60032
192,192,2004,5th Quintile,Not concerned at all,0.19421,1223,21398,0.18426,0.20364
193,193,2005,1st Quintile,Very concerned,0.31871,978,20534,0.30149,0.33493
194,194,2005,1st Quintile,Somewhat concerned,0.47106,1481,20534,0.4537,0.48909
195,195,2005,1st Quintile,Not concerned at all,0.21023,657,20534,0.19994,0.22022
196,196,2005,2nd Quintile,Very concerned,0.29969,1085,20534,0.28645,0.31198
197,197,2005,2nd Quintile,Somewhat concerned,0.51031,1886,20534,0.49424,0.53033
198,198,2005,2nd Quintile,Not concerned at all,0.19,686,20534,0.18047,0.1988
199,199,2005,3rd Quintile,Very concerned,0.3198,1122,20534,0.3052,0.33656
200,200,2005,3rd Quintile,Somewhat concerned,0.48491,1908,20534,0.4663,0.50254
201,201,2005,3rd Quintile,Not concerned at all,0.19529,681,20534,0.18369,0.20579
202,202,2005,4th Quintile,Very concerned,0.30473,1245,20534,0.28892,0.31876
203,203,2005,4th Quintile,Somewhat concerned,0.52453,2253,20534,0.50568,0.54191
204,204,2005,4th Quintile,Not concerned at all,0.17074,677,20534,0.16056,0.18077
205,205,2005,5th Quintile,Very concerned,0.29332,1739,20534,0.28052,0.30713
206,206,2005,5th Quintile,Somewhat concerned,0.54111,3132,20534,0.52212,0.55862
207,207,2005,5th Quintile,Not concerned at all,0.16556,1004,20534,0.1572,0.17587
208,208,2006,1st Quintile,Very concerned,0.29103,841,19160,0.27459,0.30547
209,209,2006,1st Quintile,Somewhat concerned,0.49825,1459,19160,0.47633,0.51875
210,210,2006,1st Quintile,Not concerned at all,0.21072,605,19160,0.19958,0.22067
211,211,2006,2nd Quintile,Very concerned,0.29519,913,19160,0.28243,0.31109
212,212,2006,2nd Quintile,Somewhat concerned,0.51339,1727,19160,0.49624,0.53313
213,213,2006,2nd Quintile,Not concerned at all,0.19142,610,19160,0.18014,0.20186
214,214,2006,3rd Quintile,Very concerned,0.27867,981,19160,0.26564,0.29157
215,215,2006,3rd Quintile,Somewhat concerned,0.51899,1947,19160,0.49901,0.5365
216,216,2006,3rd Quintile,Not concerned at all,0.20234,681,19160,0.18918,0.21763
217,217,2006,4th Quintile,Very concerned,0.27424,1050,19160,0.26166,0.2901
218,218,2006,4th Quintile,Somewhat concerned,0.54651,2189,19160,0.52651,0.56718
219,219,2006,4th Quintile,Not concerned at all,0.17925,674,19160,0.16975,0.18951
220,220,2006,5th Quintile,Very concerned,0.27247,1429,19160,0.26034,0.28676
221,221,2006,5th Quintile,Somewhat concerned,0.55465,3102,19160,0.53361,0.57387
222,222,2006,5th Quintile,Not concerned at all,0.17288,952,19160,0.16142,0.18431
223,223,2007,1st Quintile,Very concerned,0.26536,801,20308,0.25407,0.27854
224,224,2007,1st Quintile,Somewhat concerned,0.49426,1589,20308,0.47323,0.51476
225,225,2007,1st Quintile,Not concerned at all,0.24038,735,20308,0.22964,0.25407
226,226,2007,2nd Quintile,Very concerned,0.28891,1012,20308,0.27613,0.30546
227,227,2007,2nd Quintile,Somewhat concerned,0.49618,1798,20308,0.47877,0.51306
228,228,2007,2nd Quintile,Not concerned at all,0.21491,709,20308,0.20368,0.22508
229,229,2007,3rd Quintile,Very concerned,0.28657,1043,20308,0.27484,0.30011
230,230,2007,3rd Quintile,Somewhat concerned,0.51884,1986,20308,0.50288,0.53684
231,231,2007,3rd Quintile,Not concerned at all,0.19459,776,20308,0.18273,0.20432
232,232,2007,4th Quintile,Very concerned,0.2759,1182,20308,0.26366,0.29001
233,233,2007,4th Quintile,Somewhat concerned,0.54286,2317,20308,0.52212,0.56029
234,234,2007,4th Quintile,Not concerned at all,0.18124,789,20308,0.17156,0.19219
235,235,2007,5th Quintile,Very concerned,0.26121,1477,20308,0.24757,0.27453
236,236,2007,5th Quintile,Somewhat concerned,0.56674,3180,20308,0.54779,0.58891
237,237,2007,5th Quintile,Not concerned at all,0.17205,914,20308,0.16103,0.18379
238,238,2008,1st Quintile,Very concerned,0.27351,752,19185,0.25987,0.28756
239,239,2008,1st Quintile,Somewhat concerned,0.49579,1480,19185,0.47755,0.5127
240,240,2008,1st Quintile,Not concerned at all,0.2307,756,19185,0.21936,0.24382
241,241,2008,2nd Quintile,Very concerned,0.24784,824,19185,0.23398,0.25992
242,242,2008,2nd Quintile,Somewhat concerned,0.52236,1765,19185,0.50382,0.54339
243,243,2008,2nd Quintile,Not concerned at all,0.2298,742,19185,0.21548,0.24337
244,244,2008,3rd Quintile,Very concerned,0.24478,909,19185,0.23331,0.25637
245,245,2008,3rd Quintile,Somewhat concerned,0.55267,2079,19185,0.53336,0.57212
246,246,2008,3rd Quintile,Not concerned at all,0.20255,760,19185,0.19202,0.21587
247,247,2008,4th Quintile,Very concerned,0.22884,862,19185,0.21575,0.24401
248,248,2008,4th Quintile,Somewhat concerned,0.57739,2263,19185,0.55734,0.59589
249,249,2008,4th Quintile,Not concerned at all,0.19377,783,19185,0.18353,0.20609
250,250,2008,5th Quintile,Very concerned,0.20828,1133,19185,0.19789,0.21876
251,251,2008,5th Quintile,Somewhat concerned,0.57038,3043,19185,0.55033,0.5903
252,252,2008,5th Quintile,Not concerned at all,0.22135,1034,19185,0.20801,0.23408
253,253,2009,1st Quintile,Very concerned,0.23955,649,17878,0.2249,0.25566
254,254,2009,1st Quintile,Somewhat concerned,0.50885,1472,17878,0.48843,0.52961
255,255,2009,1st Quintile,Not concerned at all,0.2516,721,17878,0.23904,0.26405
256,256,2009,2nd Quintile,Very concerned,0.21472,643,17878,0.19947,0.23113
257,257,2009,2nd Quintile,Somewhat concerned,0.54699,1726,17878,0.52046,0.57128
258,258,2009,2nd Quintile,Not concerned at all,0.23828,770,17878,0.22236,0.25536
259,259,2009,3rd Quintile,Very concerned,0.20024,653,17878,0.18557,0.21694
260,260,2009,3rd Quintile,Somewhat concerned,0.58646,2006,17878,0.56194,0.61084
261,261,2009,3rd Quintile,Not concerned at all,0.2133,753,17878,0.19809,0.22779
262,262,2009,4th Quintile,Very concerned,0.18235,701,17878,0.16808,0.19457
263,263,2009,4th Quintile,Somewhat concerned,0.59711,2172,17878,0.57371,0.61977
264,264,2009,4th Quintile,Not concerned at all,0.22053,835,17878,0.20827,0.23532
265,265,2009,5th Quintile,Very concerned,0.18273,841,17878,0.16915,0.19542
266,266,2009,5th Quintile,Somewhat concerned,0.59702,2879,17878,0.57162,0.61941
267,267,2009,5th Quintile,Not concerned at all,0.22025,1057,17878,0.20575,0.23664
268,268,2010,1st Quintile,Very concerned,0.24249,588,16504,0.22201,0.2639
269,269,2010,1st Quintile,Somewhat concerned,0.5071,1386,16504,0.48372,0.53175
270,270,2010,1st Quintile,Not concerned at all,0.25041,650,16504,0.23089,0.27118
271,271,2010,2nd Quintile,Very concerned,0.20123,616,16504,0.18383,0.21666
272,272,2010,2nd Quintile,Somewhat concerned,0.54043,1618,16504,0.51496,0.57021
273,273,2010,2nd Quintile,Not concerned at all,0.25834,734,16504,0.24115,0.27447
274,274,2010,3rd Quintile,Very concerned,0.20346,598,16504,0.18746,0.22068
275,275,2010,3rd Quintile,Somewhat concerned,0.57212,1839,16504,0.54386,0.6009
276,276,2010,3rd Quintile,Not concerned at all,0.22441,714,16504,0.20844,0.23984
277,277,2010,4th Quintile,Very concerned,0.18088,618,16504,0.16297,0.19579
278,278,2010,4th Quintile,Somewhat concerned,0.59975,2037,16504,0.5743,0.62783
279,279,2010,4th Quintile,Not concerned at all,0.21937,754,16504,0.20577,0.23725
280,280,2010,5th Quintile,Very concerned,0.1841,809,16504,0.17168,0.19849
281,281,2010,5th Quintile,Somewhat concerned,0.5897,2619,16504,0.56281,0.61561
282,282,2010,5th Quintile,Not concerned at all,0.2262,924,16504,0.21095,0.24343
283,283,2011,1st Quintile,Very concerned,0.22876,515,15534,0.20612,0.25163
284,284,2011,1st Quintile,Somewhat concerned,0.50682,1251,15534,0.47235,0.5329
285,285,2011,1st Quintile,Not concerned at all,0.26442,657,15534,0.24413,0.28669
286,286,2011,2nd Quintile,Very concerned,0.19022,539,15534,0.17387,0.2059
287,287,2011,2nd Quintile,Somewhat concerned,0.51147,1445,15534,0.48534,0.53638
288,288,2011,2nd Quintile,Not concerned at all,0.29831,742,15534,0.27872,0.31959
289,289,2011,3rd Quintile,Very concerned,0.19618,552,15534,0.18008,0.21242
290,290,2011,3rd Quintile,Somewhat concerned,0.55901,1742,15534,0.53317,0.58477
291,291,2011,3rd Quintile,Not concerned at all,0.24482,766,15534,0.22896,0.26055
292,292,2011,4th Quintile,Very concerned,0.19068,589,15534,0.17514,0.20348
293,293,2011,4th Quintile,Somewhat concerned,0.57314,1884,15534,0.54084,0.59768
294,294,2011,4th Quintile,Not concerned at all,0.23618,724,15534,0.21994,0.25526
295,295,2011,5th Quintile,Very concerned,0.16333,690,15534,0.14954,0.17644
296,296,2011,5th Quintile,Somewhat concerned,0.57523,2402,15534,0.55034,0.60131
297,297,2011,5th Quintile,Not concerned at all,0.26144,1036,15534,0.24469,0.27601
298,298,2012,1st Quintile,Very concerned,0.23307,693,17914,0.21937,0.25204
299,299,2012,1st Quintile,Somewhat concerned,0.51351,1539,17914,0.48964,0.53863
300,300,2012,1st Quintile,Not concerned at all,0.25342,770,17914,0.23966,0.27156
301,301,2012,2nd Quintile,Very concerned,0.21174,651,17914,0.19536,0.22629
302,302,2012,2nd Quintile,Somewhat concerned,0.55351,1787,17914,0.52965,0.57963
303,303,2012,2nd Quintile,Not concerned at all,0.23475,733,17914,0.21901,0.25058
304,304,2012,3rd Quintile,Very concerned,0.21832,723,17914,0.20435,0.23543
305,305,2012,3rd Quintile,Somewhat concerned,0.5594,1994,17914,0.53555,0.58178
306,306,2012,3rd Quintile,Not concerned at all,0.22228,763,17914,0.20794,0.23837
307,307,2012,4th Quintile,Very concerned,0.20698,725,17914,0.19159,0.22184
308,308,2012,4th Quintile,Somewhat concerned,0.57565,2221,17914,0.55187,0.59853
309,309,2012,4th Quintile,Not concerned at all,0.21736,812,17914,0.20305,0.23202
310,310,2012,5th Quintile,Very concerned,0.18772,847,17914,0.17338,0.20016
311,311,2012,5th Quintile,Somewhat concerned,0.57556,2665,17914,0.55188,0.59877
312,312,2012,5th Quintile,Not concerned at all,0.23672,991,17914,0.22014,0.25233
313,313,2013,1st Quintile,Very concerned,0.23039,693,18744,0.2163,0.2479
314,314,2013,1st Quintile,Somewhat concerned,0.50652,1550,18744,0.48065,0.53483
315,315,2013,1st Quintile,Not concerned at all,0.26309,832,18744,0.2472,0.27879
316,316,2013,2nd Quintile,Very concerned,0.18173,657,18744,0.16976,0.19358
317,317,2013,2nd Quintile,Somewhat concerned,0.53506,1856,18744,0.51215,0.56231
318,318,2013,2nd Quintile,Not concerned at all,0.28321,899,18744,0.2642,0.29796
319,319,2013,3rd Quintile,Very concerned,0.19138,698,18744,0.17845,0.20427
320,320,2013,3rd Quintile,Somewhat concerned,0.5743,2033,18744,0.54912,0.59819
321,321,2013,3rd Quintile,Not concerned at all,0.23432,837,18744,0.22168,0.24907
322,322,2013,4th Quintile,Very concerned,0.197,778,18744,0.18617,0.20817
323,323,2013,4th Quintile,Somewhat concerned,0.57007,2237,18744,0.54748,0.59065
324,324,2013,4th Quintile,Not concerned at all,0.23293,904,18744,0.21815,0.24703
325,325,2013,5th Quintile,Very concerned,0.16607,831,18744,0.15552,0.17787
326,326,2013,5th Quintile,Somewhat concerned,0.5916,2831,18744,0.57003,0.61402
