"plj0047","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Große Sorgen","1992","Baden-Württemberg","direkter Migrationshintergrund","205","0.385193008498927","0.344148051235853","0.426237965762001"
"Große Sorgen","1992","Baden-Württemberg","indirekter Migrationshintergrund","34","0.495424836734471","0.385864106126927","0.604985567342016"
"Große Sorgen","1992","Bayern","kein Migrationshintergrund","","","",""
"Große Sorgen","1992","Bayern","direkter Migrationshintergrund","92","0.39973934006761","0.341202356775383","0.458276323359837"
"Große Sorgen","1992","Bayern","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1992","Saarland","kein Migrationshintergrund","","","",""
"Große Sorgen","1992","Saarland","direkter Migrationshintergrund","","","",""
"Große Sorgen","1992","Saarland","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1992","Berlin","kein Migrationshintergrund","","","",""
"Große Sorgen","1992","Berlin","direkter Migrationshintergrund","40","0.618183384951771","0.506735267564389","0.729631502339154"
"Große Sorgen","1992","Berlin","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1992","Brandenburg","kein Migrationshintergrund","","","",""
"Große Sorgen","1992","Brandenburg","direkter Migrationshintergrund","","","",""
"Große Sorgen","1992","Brandenburg","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1992","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"Große Sorgen","1992","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Große Sorgen","1992","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1992","Sachsen","kein Migrationshintergrund","","","",""
"Große Sorgen","1992","Sachsen","direkter Migrationshintergrund","","","",""
"Große Sorgen","1992","Sachsen","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1992","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"Große Sorgen","1992","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Große Sorgen","1992","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1992","Thüringen","kein Migrationshintergrund","","","",""
"Große Sorgen","1992","Thüringen","direkter Migrationshintergrund","","","",""
"Große Sorgen","1992","Thüringen","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1992","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"Einige Sorgen","1992","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1992","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1992","Hamburg","kein Migrationshintergrund","","","",""
"Einige Sorgen","1992","Hamburg","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1992","Hamburg","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1992","Niedersachsen","kein Migrationshintergrund","","","",""
"Einige Sorgen","1992","Niedersachsen","direkter Migrationshintergrund","38","0.432909341024388","0.335797359387228","0.530021322661548"
"Einige Sorgen","1992","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1992","Bremen","kein Migrationshintergrund","","","",""
"Einige Sorgen","1992","Bremen","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1992","Bremen","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1992","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"Einige Sorgen","1992","Nordrhein-Westfalen","direkter Migrationshintergrund","211","0.377802952079044","0.336369428731651","0.419236475426437"
"Einige Sorgen","1992","Nordrhein-Westfalen","indirekter Migrationshintergrund","32","0.301966589913685","0.208151709450323","0.395781470377047"
"Einige Sorgen","1992","Hessen","kein Migrationshintergrund","","","",""
"Einige Sorgen","1992","Hessen","direkter Migrationshintergrund","125","0.453984714247462","0.393350015438534","0.51461941305639"
"Einige Sorgen","1992","Hessen","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1992","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"Einige Sorgen","1992","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","48","0.457755940993877","0.358094566966108","0.557417315021646"
"Einige Sorgen","1992","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1992","Baden-Württemberg","kein Migrationshintergrund","","","",""
"Einige Sorgen","1992","Baden-Württemberg","direkter Migrationshintergrund","232","0.401253155967737","0.359912052895378","0.442594259040097"
"Einige Sorgen","1992","Baden-Württemberg","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1992","Bayern","kein Migrationshintergrund","","","",""
"Einige Sorgen","1992","Bayern","direkter Migrationshintergrund","135","0.460437287841129","0.400874069033134","0.520000506649125"
"Einige Sorgen","1992","Bayern","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1992","Saarland","kein Migrationshintergrund","","","",""
"Einige Sorgen","1992","Saarland","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1992","Saarland","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1992","Berlin","kein Migrationshintergrund","","","",""
"Einige Sorgen","1992","Berlin","direkter Migrationshintergrund","30","0.338071838391907","0.229555136030797","0.446588540753017"
"Einige Sorgen","1992","Berlin","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1992","Brandenburg","kein Migrationshintergrund","","","",""
"Einige Sorgen","1992","Brandenburg","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1992","Brandenburg","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1992","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"Einige Sorgen","1992","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1992","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1992","Sachsen","kein Migrationshintergrund","","","",""
"Einige Sorgen","1992","Sachsen","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1992","Sachsen","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1992","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"Einige Sorgen","1992","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1992","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1992","Thüringen","kein Migrationshintergrund","","","",""
"Einige Sorgen","1992","Thüringen","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1992","Thüringen","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1992","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"Keine Sorgen","1992","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1992","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1992","Hamburg","kein Migrationshintergrund","","","",""
"Keine Sorgen","1992","Hamburg","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1992","Hamburg","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1992","Niedersachsen","kein Migrationshintergrund","","","",""
"Keine Sorgen","1992","Niedersachsen","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1992","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1992","Bremen","kein Migrationshintergrund","","","",""
"Keine Sorgen","1992","Bremen","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1992","Bremen","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1992","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"Keine Sorgen","1992","Nordrhein-Westfalen","direkter Migrationshintergrund","85","0.152362727508485","0.121651327763916","0.183074127253054"
"Keine Sorgen","1992","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1992","Hessen","kein Migrationshintergrund","","","",""
"Keine Sorgen","1992","Hessen","direkter Migrationshintergrund","77","0.295369300396702","0.239809373386323","0.350929227407081"
"Keine Sorgen","1992","Hessen","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1992","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"Keine Sorgen","1992","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1992","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1992","Baden-Württemberg","kein Migrationshintergrund","","","",""
"Keine Sorgen","1992","Baden-Württemberg","direkter Migrationshintergrund","103","0.213553835533336","0.178988609720734","0.248119061345937"
"Keine Sorgen","1992","Baden-Württemberg","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1992","Bayern","kein Migrationshintergrund","","","",""
"Keine Sorgen","1992","Bayern","direkter Migrationshintergrund","42","0.139823372091261","0.0983799455289991","0.181266798653523"
"Keine Sorgen","1992","Bayern","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1992","Saarland","kein Migrationshintergrund","","","",""
"Keine Sorgen","1992","Saarland","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1992","Saarland","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1992","Berlin","kein Migrationshintergrund","","","",""
"Keine Sorgen","1992","Berlin","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1992","Berlin","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1992","Brandenburg","kein Migrationshintergrund","","","",""
"Keine Sorgen","1992","Brandenburg","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1992","Brandenburg","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1992","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"Keine Sorgen","1992","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1992","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1992","Sachsen","kein Migrationshintergrund","","","",""
"Keine Sorgen","1992","Sachsen","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1992","Sachsen","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1992","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"Keine Sorgen","1992","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1992","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1992","Thüringen","kein Migrationshintergrund","","","",""
"Keine Sorgen","1992","Thüringen","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1992","Thüringen","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1993","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"Große Sorgen","1993","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"Große Sorgen","1993","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1993","Hamburg","kein Migrationshintergrund","","","",""
"Große Sorgen","1993","Hamburg","direkter Migrationshintergrund","","","",""
"Große Sorgen","1993","Hamburg","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1993","Niedersachsen","kein Migrationshintergrund","","","",""
"Große Sorgen","1993","Niedersachsen","direkter Migrationshintergrund","63","0.636288660887229","0.542930235635875","0.729647086138584"
"Große Sorgen","1993","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1993","Bremen","kein Migrationshintergrund","","","",""
"Große Sorgen","1993","Bremen","direkter Migrationshintergrund","","","",""
"Große Sorgen","1993","Bremen","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1993","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"Große Sorgen","1993","Nordrhein-Westfalen","direkter Migrationshintergrund","275","0.578186052414043","0.535241259948462","0.621130844879625"
"Große Sorgen","1993","Nordrhein-Westfalen","indirekter Migrationshintergrund","61","0.575697864050746","0.482051456808686","0.669344271292806"
"Große Sorgen","1993","Hessen","kein Migrationshintergrund","","","",""
"Große Sorgen","1993","Hessen","direkter Migrationshintergrund","65","0.349264328536144","0.288823756832748","0.409704900239541"
"Große Sorgen","1993","Hessen","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1993","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"Große Sorgen","1993","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"Große Sorgen","1993","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1993","Baden-Württemberg","kein Migrationshintergrund","","","",""
"Große Sorgen","1993","Baden-Württemberg","direkter Migrationshintergrund","248","0.41919404708394","0.377576709442561","0.46081138472532"
"Große Sorgen","1993","Baden-Württemberg","indirekter Migrationshintergrund","35","0.414668912989365","0.316117238283239","0.513220587695491"
"Große Sorgen","1993","Bayern","kein Migrationshintergrund","","","",""
"Große Sorgen","1993","Bayern","direkter Migrationshintergrund","120","0.521552257162729","0.459255450674483","0.583849063650976"
"Große Sorgen","1993","Bayern","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1993","Saarland","kein Migrationshintergrund","","","",""
"Große Sorgen","1993","Saarland","direkter Migrationshintergrund","","","",""
"Große Sorgen","1993","Saarland","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1993","Berlin","kein Migrationshintergrund","","","",""
"Große Sorgen","1993","Berlin","direkter Migrationshintergrund","41","0.588022941099483","0.46743836654951","0.708607515649457"
"Große Sorgen","1993","Berlin","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1993","Brandenburg","kein Migrationshintergrund","","","",""
"Große Sorgen","1993","Brandenburg","direkter Migrationshintergrund","","","",""
"Große Sorgen","1993","Brandenburg","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1993","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"Große Sorgen","1993","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Große Sorgen","1993","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1993","Sachsen","kein Migrationshintergrund","","","",""
"Große Sorgen","1993","Sachsen","direkter Migrationshintergrund","","","",""
"Große Sorgen","1993","Sachsen","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1993","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"Große Sorgen","1993","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Große Sorgen","1993","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1993","Thüringen","kein Migrationshintergrund","","","",""
"Große Sorgen","1993","Thüringen","direkter Migrationshintergrund","","","",""
"Große Sorgen","1993","Thüringen","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1993","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"Einige Sorgen","1993","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1993","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1993","Hamburg","kein Migrationshintergrund","","","",""
"Einige Sorgen","1993","Hamburg","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1993","Hamburg","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1993","Niedersachsen","kein Migrationshintergrund","","","",""
"Einige Sorgen","1993","Niedersachsen","direkter Migrationshintergrund","31","0.299154816574338","0.210294664643089","0.388014968505586"
"Einige Sorgen","1993","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1993","Bremen","kein Migrationshintergrund","","","",""
"Einige Sorgen","1993","Bremen","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1993","Bremen","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1993","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"Einige Sorgen","1993","Nordrhein-Westfalen","direkter Migrationshintergrund","185","0.341075138087107","0.299850275774755","0.382300000399459"
"Einige Sorgen","1993","Nordrhein-Westfalen","indirekter Migrationshintergrund","35","0.292388090411839","0.206202708883405","0.378573471940272"
"Einige Sorgen","1993","Hessen","kein Migrationshintergrund","","","",""
"Einige Sorgen","1993","Hessen","direkter Migrationshintergrund","133","0.483038570034202","0.419685288292587","0.546391851775817"
"Einige Sorgen","1993","Hessen","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1993","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"Einige Sorgen","1993","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","44","0.523003763356099","0.412863926555232","0.633143600156966"
"Einige Sorgen","1993","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1993","Baden-Württemberg","kein Migrationshintergrund","","","",""
"Einige Sorgen","1993","Baden-Württemberg","direkter Migrationshintergrund","220","0.447825040033325","0.405883559982638","0.489766520084012"
"Einige Sorgen","1993","Baden-Württemberg","indirekter Migrationshintergrund","48","0.479145171361617","0.379213217272856","0.579077125450378"
"Einige Sorgen","1993","Bayern","kein Migrationshintergrund","","","",""
"Einige Sorgen","1993","Bayern","direkter Migrationshintergrund","102","0.37132660843613","0.311072010963564","0.431581205908695"
"Einige Sorgen","1993","Bayern","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1993","Saarland","kein Migrationshintergrund","","","",""
"Einige Sorgen","1993","Saarland","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1993","Saarland","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1993","Berlin","kein Migrationshintergrund","","","",""
"Einige Sorgen","1993","Berlin","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1993","Berlin","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1993","Brandenburg","kein Migrationshintergrund","","","",""
"Einige Sorgen","1993","Brandenburg","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1993","Brandenburg","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1993","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"Einige Sorgen","1993","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1993","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1993","Sachsen","kein Migrationshintergrund","","","",""
"Einige Sorgen","1993","Sachsen","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1993","Sachsen","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1993","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"Einige Sorgen","1993","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1993","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1993","Thüringen","kein Migrationshintergrund","","","",""
"Einige Sorgen","1993","Thüringen","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1993","Thüringen","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1993","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"Keine Sorgen","1993","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1993","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1993","Hamburg","kein Migrationshintergrund","","","",""
"Keine Sorgen","1993","Hamburg","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1993","Hamburg","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1993","Niedersachsen","kein Migrationshintergrund","","","",""
"Keine Sorgen","1993","Niedersachsen","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1993","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1993","Bremen","kein Migrationshintergrund","","","",""
"Keine Sorgen","1993","Bremen","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1993","Bremen","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1993","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"Keine Sorgen","1993","Nordrhein-Westfalen","direkter Migrationshintergrund","48","0.0807388094988497","0.0570481654085139","0.104429453589186"
"Keine Sorgen","1993","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1993","Hessen","kein Migrationshintergrund","","","",""
"Keine Sorgen","1993","Hessen","direkter Migrationshintergrund","41","0.167697101429654","0.120332637956961","0.215061564902347"
"Keine Sorgen","1993","Hessen","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1993","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"Keine Sorgen","1993","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1993","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1993","Baden-Württemberg","kein Migrationshintergrund","","","",""
"Keine Sorgen","1993","Baden-Württemberg","direkter Migrationshintergrund","72","0.132980912882735","0.104341758188948","0.161620067576522"
"Keine Sorgen","1993","Baden-Württemberg","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1993","Bayern","kein Migrationshintergrund","","","",""
"Keine Sorgen","1993","Bayern","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1993","Bayern","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1993","Saarland","kein Migrationshintergrund","","","",""
"Keine Sorgen","1993","Saarland","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1993","Saarland","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1993","Berlin","kein Migrationshintergrund","","","",""
"Keine Sorgen","1993","Berlin","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1993","Berlin","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1993","Brandenburg","kein Migrationshintergrund","","","",""
"Keine Sorgen","1993","Brandenburg","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1993","Brandenburg","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1993","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"Keine Sorgen","1993","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1993","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1993","Sachsen","kein Migrationshintergrund","","","",""
"Keine Sorgen","1993","Sachsen","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1993","Sachsen","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1993","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"Keine Sorgen","1993","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1993","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1993","Thüringen","kein Migrationshintergrund","","","",""
"Keine Sorgen","1993","Thüringen","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1993","Thüringen","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1994","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"Große Sorgen","1994","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"Große Sorgen","1994","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1994","Hamburg","kein Migrationshintergrund","","","",""
"Große Sorgen","1994","Hamburg","direkter Migrationshintergrund","","","",""
"Große Sorgen","1994","Hamburg","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1994","Niedersachsen","kein Migrationshintergrund","","","",""
"Große Sorgen","1994","Niedersachsen","direkter Migrationshintergrund","54","0.670494746769055","0.574447916129153","0.766541577408956"
"Große Sorgen","1994","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1994","Bremen","kein Migrationshintergrund","","","",""
"Große Sorgen","1994","Bremen","direkter Migrationshintergrund","","","",""
"Große Sorgen","1994","Bremen","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1994","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"Große Sorgen","1994","Nordrhein-Westfalen","direkter Migrationshintergrund","260","0.581766225250426","0.536884152662991","0.626648297837861"
"Große Sorgen","1994","Nordrhein-Westfalen","indirekter Migrationshintergrund","68","0.62420319576158","0.532434251101175","0.715972140421985"
"Große Sorgen","1994","Hessen","kein Migrationshintergrund","","","",""
"Große Sorgen","1994","Hessen","direkter Migrationshintergrund","84","0.393634593755931","0.33103752458757","0.456231662924293"
"Große Sorgen","1994","Hessen","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1994","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"Große Sorgen","1994","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","35","0.36957974074768","0.265736507046698","0.473422974448663"
"Große Sorgen","1994","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1994","Baden-Württemberg","kein Migrationshintergrund","","","",""
"Große Sorgen","1994","Baden-Württemberg","direkter Migrationshintergrund","220","0.465183451385378","0.422146867900773","0.508220034869983"
"Große Sorgen","1994","Baden-Württemberg","indirekter Migrationshintergrund","38","0.413081235468589","0.317054064348799","0.509108406588379"
"Große Sorgen","1994","Bayern","kein Migrationshintergrund","","","",""
"Große Sorgen","1994","Bayern","direkter Migrationshintergrund","82","0.396925549287874","0.335409994314764","0.458441104260985"
"Große Sorgen","1994","Bayern","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1994","Saarland","kein Migrationshintergrund","","","",""
"Große Sorgen","1994","Saarland","direkter Migrationshintergrund","","","",""
"Große Sorgen","1994","Saarland","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1994","Berlin","kein Migrationshintergrund","","","",""
"Große Sorgen","1994","Berlin","direkter Migrationshintergrund","","","",""
"Große Sorgen","1994","Berlin","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1994","Brandenburg","kein Migrationshintergrund","","","",""
"Große Sorgen","1994","Brandenburg","direkter Migrationshintergrund","","","",""
"Große Sorgen","1994","Brandenburg","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1994","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"Große Sorgen","1994","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Große Sorgen","1994","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Große Sorgen","1994","Sachsen","kein Migrationshintergrund","","","",""
"Große Sorgen","1994","Sachsen","direkter Migrationshintergrund","","","",""
