year,regtyp,sampreg,plj0047,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,Urban regions,West,Somewhat concerned,0.54076,3872,7202,0.52925,0.55227
1996,Urban regions,West,Not concerned at all,0.17135,1146,7202,0.16265,0.18006
1996,Urban regions,East,Very concerned,0.25925,320,1222,0.23467,0.28383
1996,Urban regions,East,Somewhat concerned,0.53115,653,1222,0.50316,0.55914
1996,Urban regions,East,Not concerned at all,0.20960,249,1222,0.18677,0.23243
1996,Rural regions,West,Very concerned,0.35942,687,2029,0.33854,0.38031
1996,Rural regions,West,Somewhat concerned,0.49732,1034,2029,0.47555,0.51908
1996,Rural regions,West,Not concerned at all,0.14326,308,2029,0.12801,0.15851
1996,Rural regions,East,Very concerned,0.27775,653,2413,0.25988,0.29563
1996,Rural regions,East,Somewhat concerned,0.51728,1282,2413,0.49733,0.53722
1996,Rural regions,East,Not concerned at all,0.20497,478,2413,0.18886,0.22108
1997,Urban regions,West,Very concerned,0.30547,2243,7099,0.29475,0.31618
1997,Urban regions,West,Somewhat concerned,0.50993,3640,7099,0.49830,0.52156
1997,Urban regions,West,Not concerned at all,0.18460,1216,7099,0.17557,0.19363
1997,Urban regions,East,Very concerned,0.27664,341,1195,0.25126,0.30201
1997,Urban regions,East,Somewhat concerned,0.52792,618,1195,0.49960,0.55624
1997,Urban regions,East,Not concerned at all,0.19544,236,1195,0.17295,0.21794
1997,Rural regions,West,Very concerned,0.33942,637,1998,0.31865,0.36019
1997,Rural regions,West,Somewhat concerned,0.49925,1035,1998,0.47732,0.52118
1997,Rural regions,West,Not concerned at all,0.16133,326,1998,0.14520,0.17746
1997,Rural regions,East,Very concerned,0.27545,650,2406,0.25760,0.29331
1997,Rural regions,East,Somewhat concerned,0.52126,1252,2406,0.50130,0.54123
1997,Rural regions,East,Not concerned at all,0.20328,504,2406,0.18720,0.21937
1998,Urban regions,West,Very concerned,0.30768,2442,7881,0.29749,0.31787
1998,Urban regions,West,Somewhat concerned,0.50324,3999,7881,0.49220,0.51428
1998,Urban regions,West,Not concerned at all,0.18909,1440,7881,0.18044,0.19773
1998,Urban regions,East,Very concerned,0.27517,348,1234,0.25024,0.30010
1998,Urban regions,East,Somewhat concerned,0.48859,597,1234,0.46069,0.51649
1998,Urban regions,East,Not concerned at all,0.23624,289,1234,0.21253,0.25995
1998,Rural regions,West,Very concerned,0.33638,759,2302,0.31708,0.35569
1998,Rural regions,West,Somewhat concerned,0.52193,1206,2302,0.50152,0.54234
1998,Rural regions,West,Not concerned at all,0.14169,337,2302,0.12744,0.15593
1998,Rural regions,East,Very concerned,0.29251,696,2576,0.27494,0.31008
1998,Rural regions,East,Somewhat concerned,0.49966,1319,2576,0.48035,0.51898
1998,Rural regions,East,Not concerned at all,0.20782,561,2576,0.19215,0.22349
1999,Urban regions,West,Very concerned,0.30268,2341,7610,0.29236,0.31300
1999,Urban regions,West,Somewhat concerned,0.53609,4102,7610,0.52489,0.54730
1999,Urban regions,West,Not concerned at all,0.16122,1167,7610,0.15296,0.16949
1999,Urban regions,East,Very concerned,0.29489,361,1235,0.26945,0.32033
1999,Urban regions,East,Somewhat concerned,0.55965,704,1235,0.53195,0.58735
1999,Urban regions,East,Not concerned at all,0.14546,170,1235,0.12579,0.16513
1999,Rural regions,West,Very concerned,0.29115,629,2226,0.27227,0.31003
1999,Rural regions,West,Somewhat concerned,0.55115,1235,2226,0.53048,0.57181
1999,Rural regions,West,Not concerned at all,0.15770,362,2226,0.14256,0.17285
1999,Rural regions,East,Very concerned,0.29928,727,2539,0.28146,0.31709
1999,Rural regions,East,Somewhat concerned,0.56119,1469,2539,0.54189,0.58050
1999,Rural regions,East,Not concerned at all,0.13953,343,2539,0.12605,0.15301
2000,Urban regions,West,Very concerned,0.33038,4458,13724,0.32251,0.33825
2000,Urban regions,West,Somewhat concerned,0.48129,6747,13724,0.47293,0.48965
2000,Urban regions,West,Not concerned at all,0.18833,2519,13724,0.18179,0.19488
2000,Urban regions,East,Very concerned,0.34809,636,1836,0.32630,0.36989
2000,Urban regions,East,Somewhat concerned,0.51750,946,1836,0.49463,0.54036
2000,Urban regions,East,Not concerned at all,0.13441,254,1836,0.11880,0.15002
2000,Rural regions,West,Very concerned,0.27338,1197,4325,0.26009,0.28666
2000,Rural regions,West,Somewhat concerned,0.54641,2368,4325,0.53157,0.56125
2000,Rural regions,West,Not concerned at all,0.18022,760,4325,0.16876,0.19167
2000,Rural regions,East,Very concerned,0.30532,1206,3955,0.29097,0.31968
2000,Rural regions,East,Somewhat concerned,0.52804,2133,3955,0.51248,0.54360
2000,Rural regions,East,Not concerned at all,0.16664,616,3955,0.15502,0.17825
2001,Urban regions,West,Very concerned,0.34869,4405,12432,0.34031,0.35706
2001,Urban regions,West,Somewhat concerned,0.47836,5947,12432,0.46958,0.48714
2001,Urban regions,West,Not concerned at all,0.17295,2080,12432,0.16630,0.17960
2001,Urban regions,East,Very concerned,0.42544,735,1731,0.40214,0.44874
2001,Urban regions,East,Somewhat concerned,0.45706,800,1731,0.43358,0.48053
2001,Urban regions,East,Not concerned at all,0.11750,196,1731,0.10233,0.13268
2001,Rural regions,West,Very concerned,0.32882,1266,3854,0.31398,0.34365
2001,Rural regions,West,Somewhat concerned,0.51803,1995,3854,0.50225,0.53381
2001,Rural regions,West,Not concerned at all,0.15315,593,3854,0.14178,0.16453
2001,Rural regions,East,Very concerned,0.37602,1403,3657,0.36032,0.39172
2001,Rural regions,East,Somewhat concerned,0.47103,1751,3657,0.45485,0.48721
2001,Rural regions,East,Not concerned at all,0.15294,503,3657,0.14128,0.16461
2002,Urban regions,West,Very concerned,0.27583,3691,13419,0.26827,0.28339
2002,Urban regions,West,Somewhat concerned,0.53404,7243,13419,0.52559,0.54248
2002,Urban regions,West,Not concerned at all,0.19014,2485,13419,0.18350,0.19678
2002,Urban regions,East,Very concerned,0.31417,561,1756,0.29246,0.33589
2002,Urban regions,East,Somewhat concerned,0.52533,943,1756,0.50196,0.54869
2002,Urban regions,East,Not concerned at all,0.16050,252,1756,0.14333,0.17767
2002,Rural regions,West,Very concerned,0.26332,1062,4038,0.24973,0.27690
2002,Rural regions,West,Somewhat concerned,0.56728,2282,4038,0.55200,0.58256
2002,Rural regions,West,Not concerned at all,0.16940,694,4038,0.15783,0.18097
2002,Rural regions,East,Very concerned,0.30076,1092,3635,0.28585,0.31567
2002,Rural regions,East,Somewhat concerned,0.54610,2033,3635,0.52991,0.56229
2002,Rural regions,East,Not concerned at all,0.15314,510,3635,0.14143,0.16485
2003,Urban regions,West,Very concerned,0.22782,2821,12858,0.22057,0.23507
2003,Urban regions,West,Somewhat concerned,0.53527,7006,12858,0.52665,0.54389
2003,Urban regions,West,Not concerned at all,0.23691,3031,12858,0.22956,0.24426
2003,Urban regions,East,Very concerned,0.25161,445,1755,0.23130,0.27192
2003,Urban regions,East,Somewhat concerned,0.56801,1008,1755,0.54483,0.59119
2003,Urban regions,East,Not concerned at all,0.18038,302,1755,0.16238,0.19837
2003,Rural regions,West,Very concerned,0.22700,847,3789,0.21366,0.24034
2003,Rural regions,West,Somewhat concerned,0.57042,2151,3789,0.55466,0.58618
2003,Rural regions,West,Not concerned at all,0.20258,791,3789,0.18978,0.21538
2003,Rural regions,East,Very concerned,0.24040,847,3555,0.22635,0.25445
2003,Rural regions,East,Somewhat concerned,0.57901,2108,3555,0.56278,0.59524
2003,Rural regions,East,Not concerned at all,0.18059,600,3555,0.16795,0.19324
2004,Urban regions,West,Very concerned,0.23812,2879,12475,0.23064,0.24559
2004,Urban regions,West,Somewhat concerned,0.53014,6729,12475,0.52138,0.53890
2004,Urban regions,West,Not concerned at all,0.23174,2867,12475,0.22434,0.23915
2004,Urban regions,East,Very concerned,0.25914,451,1750,0.23860,0.27967
2004,Urban regions,East,Somewhat concerned,0.54224,979,1750,0.51889,0.56559
2004,Urban regions,East,Not concerned at all,0.19862,320,1750,0.17992,0.21732
2004,Rural regions,West,Very concerned,0.22679,874,3735,0.21336,0.24023
2004,Rural regions,West,Somewhat concerned,0.54477,2023,3735,0.52880,0.56075
2004,Rural regions,West,Not concerned at all,0.22843,838,3735,0.21497,0.24190
2004,Rural regions,East,Very concerned,0.23194,786,3440,0.21784,0.24605
2004,Rural regions,East,Somewhat concerned,0.56091,1991,3440,0.54433,0.57750
2004,Rural regions,East,Not concerned at all,0.20714,663,3440,0.19360,0.22069
2005,Urban regions,West,Very concerned,0.30354,3494,11981,0.29531,0.31177
2005,Urban regions,West,Somewhat concerned,0.50215,6138,11981,0.49320,0.51110
2005,Urban regions,West,Not concerned at all,0.19431,2349,11981,0.18722,0.20139
2005,Urban regions,East,Very concerned,0.34720,575,1692,0.32451,0.36989
2005,Urban regions,East,Somewhat concerned,0.51608,883,1692,0.49227,0.53990
2005,Urban regions,East,Not concerned at all,0.13672,234,1692,0.12034,0.15309
2005,Rural regions,West,Very concerned,0.30306,1051,3548,0.28793,0.31818
2005,Rural regions,West,Somewhat concerned,0.50428,1837,3548,0.48782,0.52073
2005,Rural regions,West,Not concerned at all,0.19266,660,3548,0.17968,0.20564
2005,Rural regions,East,Very concerned,0.30939,1050,3316,0.29365,0.32513
2005,Rural regions,East,Somewhat concerned,0.53414,1802,3316,0.51716,0.55112
2005,Rural regions,East,Not concerned at all,0.15647,464,3316,0.14410,0.16884
2006,Urban regions,West,Very concerned,0.28818,3525,12625,0.28028,0.29608
2006,Urban regions,West,Somewhat concerned,0.51386,6662,12625,0.50514,0.52258
2006,Urban regions,West,Not concerned at all,0.19796,2438,12625,0.19101,0.20491
2006,Urban regions,East,Very concerned,0.30304,501,1734,0.28140,0.32467
2006,Urban regions,East,Somewhat concerned,0.52163,939,1734,0.49811,0.54515
2006,Urban regions,East,Not concerned at all,0.17534,294,1734,0.15743,0.19324
2006,Rural regions,West,Very concerned,0.28341,1080,3894,0.26925,0.29757
2006,Rural regions,West,Somewhat concerned,0.53455,2117,3894,0.51888,0.55022
2006,Rural regions,West,Not concerned at all,0.18204,697,3894,0.16992,0.19416
2006,Rural regions,East,Very concerned,0.27646,941,3503,0.26164,0.29127
2006,Rural regions,East,Somewhat concerned,0.53892,1956,3503,0.52241,0.55543
2006,Rural regions,East,Not concerned at all,0.18462,606,3503,0.17177,0.19747
2007,Urban regions,West,Very concerned,0.27075,3132,11685,0.26269,0.27881
2007,Urban regions,West,Somewhat concerned,0.52682,6253,11685,0.51776,0.53587
2007,Urban regions,West,Not concerned at all,0.20243,2300,11685,0.19515,0.20972
2007,Urban regions,East,Very concerned,0.31794,500,1659,0.29552,0.34035
2007,Urban regions,East,Somewhat concerned,0.49672,857,1659,0.47265,0.52079
2007,Urban regions,East,Not concerned at all,0.18534,302,1659,0.16664,0.20405
2007,Rural regions,West,Very concerned,0.27903,988,3650,0.26448,0.29359
2007,Rural regions,West,Somewhat concerned,0.53073,1963,3650,0.51453,0.54692
2007,Rural regions,West,Not concerned at all,0.19024,699,3650,0.17751,0.20298
2007,Rural regions,East,Very concerned,0.26967,895,3317,0.25457,0.28478
2007,Rural regions,East,Somewhat concerned,0.52294,1800,3317,0.50593,0.53994
2007,Rural regions,East,Not concerned at all,0.20739,622,3317,0.19359,0.22119
2008,Urban regions,West,Very concerned,0.23985,2611,11019,0.23188,0.24783
2008,Urban regions,West,Somewhat concerned,0.54031,5987,11019,0.53100,0.54962
2008,Urban regions,West,Not concerned at all,0.21984,2421,11019,0.21210,0.22757
2008,Urban regions,East,Very concerned,0.24841,389,1607,0.22727,0.26954
2008,Urban regions,East,Somewhat concerned,0.57037,934,1607,0.54616,0.59459
2008,Urban regions,East,Not concerned at all,0.18122,284,1607,0.16238,0.20006
2008,Rural regions,West,Very concerned,0.24598,793,3427,0.23156,0.26040
2008,Rural regions,West,Somewhat concerned,0.55044,1942,3427,0.53378,0.56709
2008,Rural regions,West,Not concerned at all,0.20358,692,3427,0.19010,0.21707
2008,Rural regions,East,Very concerned,0.22623,689,3134,0.21158,0.24088
2008,Rural regions,East,Somewhat concerned,0.54431,1767,3134,0.52687,0.56175
2008,Rural regions,East,Not concerned at all,0.22947,678,3134,0.21474,0.24419
2009,Urban regions,West,Very concerned,0.20142,1951,10100,0.19360,0.20924
2009,Urban regions,West,Somewhat concerned,0.56269,5643,10100,0.55302,0.57237
2009,Urban regions,West,Not concerned at all,0.23589,2506,10100,0.22761,0.24417
2009,Urban regions,East,Very concerned,0.24404,358,1524,0.22247,0.26561
2009,Urban regions,East,Somewhat concerned,0.58467,905,1524,0.55992,0.60941
2009,Urban regions,East,Not concerned at all,0.17129,261,1524,0.15237,0.19021
2009,Rural regions,West,Very concerned,0.19953,611,3260,0.18581,0.21325
2009,Rural regions,West,Somewhat concerned,0.57738,1904,3260,0.56042,0.59434
2009,Rural regions,West,Not concerned at all,0.22310,745,3260,0.20880,0.23739
2009,Rural regions,East,Very concerned,0.19834,569,2999,0.18406,0.21261
2009,Rural regions,East,Somewhat concerned,0.57039,1805,2999,0.55267,0.58811
2009,Rural regions,East,Not concerned at all,0.23128,625,2999,0.21618,0.24637
2010,Urban regions,West,Very concerned,0.20405,2953,13662,0.19729,0.21081
2010,Urban regions,West,Somewhat concerned,0.55266,7574,13662,0.54432,0.56100
2010,Urban regions,West,Not concerned at all,0.24329,3135,13662,0.23609,0.25048
2010,Urban regions,East,Very concerned,0.22194,403,1887,0.20319,0.24070
2010,Urban regions,East,Somewhat concerned,0.60216,1132,1887,0.58007,0.62425
2010,Urban regions,East,Not concerned at all,0.17590,352,1887,0.15872,0.19309
2010,Rural regions,West,Very concerned,0.20764,1055,4691,0.19603,0.21925
2010,Rural regions,West,Somewhat concerned,0.56955,2646,4691,0.55538,0.58372
2010,Rural regions,West,Not concerned at all,0.22282,990,4691,0.21091,0.23473
2010,Rural regions,East,Very concerned,0.21338,715,3547,0.19990,0.22687
2010,Rural regions,East,Somewhat concerned,0.56033,2039,3547,0.54399,0.57666
2010,Rural regions,East,Not concerned at all,0.22629,793,3547,0.21252,0.24006
2011,Urban regions,West,Very concerned,0.18648,2163,11591,0.17938,0.19357
2011,Urban regions,West,Somewhat concerned,0.53894,6286,11591,0.52987,0.54802
2011,Urban regions,West,Not concerned at all,0.27458,3142,11591,0.26646,0.28271
2011,Urban regions,East,Very concerned,0.21821,334,1647,0.19825,0.23816
2011,Urban regions,East,Somewhat concerned,0.56049,968,1647,0.53652,0.58447
2011,Urban regions,East,Not concerned at all,0.22130,345,1647,0.20124,0.24135
2011,Rural regions,West,Very concerned,0.19980,759,4023,0.18744,0.21215
2011,Rural regions,West,Somewhat concerned,0.55420,2277,4023,0.53884,0.56956
2011,Rural regions,West,Not concerned at all,0.24601,987,4023,0.23270,0.25932
2011,Rural regions,East,Very concerned,0.20301,581,3177,0.18902,0.21700
2011,Rural regions,East,Somewhat concerned,0.52661,1770,3177,0.50924,0.54397
2011,Rural regions,East,Not concerned at all,0.27038,826,3177,0.25494,0.28583
2012,Urban regions,West,Very concerned,0.21917,2462,11376,0.21156,0.22677
2012,Urban regions,West,Somewhat concerned,0.55451,6380,11376,0.54537,0.56364
2012,Urban regions,West,Not concerned at all,0.22633,2534,11376,0.21864,0.23402
2012,Urban regions,East,Very concerned,0.21263,331,1602,0.19259,0.23268
2012,Urban regions,East,Somewhat concerned,0.57538,937,1602,0.55117,0.59959
2012,Urban regions,East,Not concerned at all,0.21198,334,1602,0.19196,0.23200
2012,Rural regions,West,Very concerned,0.19947,798,4148,0.18731,0.21164
2012,Rural regions,West,Somewhat concerned,0.54922,2351,4148,0.53407,0.56436
2012,Rural regions,West,Not concerned at all,0.25131,999,4148,0.23811,0.26451
2012,Rural regions,East,Very concerned,0.19818,580,3220,0.18441,0.21196
2012,Rural regions,East,Somewhat concerned,0.54170,1813,3220,0.52448,0.55891
2012,Rural regions,East,Not concerned at all,0.26012,827,3220,0.24496,0.27527
2013,Urban regions,West,Very concerned,0.18928,2584,14165,0.18283,0.19573
2013,Urban regions,West,Somewhat concerned,0.54250,7172,14165,0.53429,0.55070
2013,Urban regions,West,Not concerned at all,0.26823,4409,14165,0.26093,0.27552
2013,Urban regions,East,Very concerned,0.19618,313,1661,0.17708,0.21529
2013,Urban regions,East,Somewhat concerned,0.57150,969,1661,0.54769,0.59530
2013,Urban regions,East,Not concerned at all,0.23232,379,1661,0.21200,0.25263
2013,Rural regions,West,Very concerned,0.17856,794,4691,0.16760,0.18952
2013,Rural regions,West,Somewhat concerned,0.51946,2374,4691,0.50516,0.53376
2013,Rural regions,West,Not concerned at all,0.30198,1523,4691,0.28884,0.31512
2013,Rural regions,East,Very concerned,0.17325,528,3146,0.16002,0.18648
2013,Rural regions,East,Somewhat concerned,0.55968,1753,3146,0.54233,0.57703
2013,Rural regions,East,Not concerned at all,0.26707,865,3146,0.25161,0.28253
2014,Urban regions,West,Very concerned,0.21391,3516,15639,0.20748,0.22033
2014,Urban regions,West,Somewhat concerned,0.55269,8538,15639,0.54489,0.56048
2014,Urban regions,West,Not concerned at all,0.23341,3585,15639,0.22678,0.24004
2014,Urban regions,East,Very concerned,0.25469,463,1922,0.23521,0.27417
2014,Urban regions,East,Somewhat concerned,0.57365,1099,1922,0.55154,0.59577
2014,Urban regions,East,Not concerned at all,0.17166,360,1922,0.15480,0.18852
2014,Rural regions,West,Very concerned,0.19659,1152,5710,0.18628,0.20690
2014,Rural regions,West,Somewhat concerned,0.55011,3156,5710,0.53720,0.56301
2014,Rural regions,West,Not concerned at all,0.25330,1402,5710,0.24202,0.26459
2014,Rural regions,East,Very concerned,0.20971,744,3628,0.19646,0.22296
2014,Rural regions,East,Somewhat concerned,0.53772,2008,3628,0.52149,0.55394
2014,Rural regions,East,Not concerned at all,0.25257,876,3628,0.23843,0.26671
2015,Urban regions,West,Very concerned,0.33849,5069,15466,0.33103,0.34595
2015,Urban regions,West,Somewhat concerned,0.50585,7701,15466,0.49797,0.51373
2015,Urban regions,West,Not concerned at all,0.15566,2696,15466,0.14995,0.16138
2015,Urban regions,East,Very concerned,0.38959,701,1908,0.36770,0.41148
2015,Urban regions,East,Somewhat concerned,0.47120,933,1908,0.44879,0.49360
2015,Urban regions,East,Not concerned at all,0.13921,274,1908,0.12367,0.15475
2015,Rural regions,West,Very concerned,0.32268,1782,5731,0.31057,0.33478
2015,Rural regions,West,Somewhat concerned,0.50463,2897,5731,0.49169,0.51758
2015,Rural regions,West,Not concerned at all,0.17269,1052,5731,0.16291,0.18248
2015,Rural regions,East,Very concerned,0.32064,1084,3458,0.30508,0.33619
2015,Rural regions,East,Somewhat concerned,0.51192,1754,3458,0.49526,0.52859
2015,Rural regions,East,Not concerned at all,0.16744,620,3458,0.15499,0.17989
2016,Urban regions,West,Very concerned,0.47631,6785,15785,0.46852,0.48411
2016,Urban regions,West,Somewhat concerned,0.41340,6100,15785,0.40571,0.42108
2016,Urban regions,West,Not concerned at all,0.11029,2900,15785,0.10540,0.11518
2016,Urban regions,East,Very concerned,0.51248,889,1946,0.49027,0.53469
2016,Urban regions,East,Somewhat concerned,0.39239,766,1946,0.37069,0.41409
2016,Urban regions,East,Not concerned at all,0.09513,291,1946,0.08209,0.10817
2016,Rural regions,West,Very concerned,0.45498,2438,5757,0.44212,0.46785
2016,Rural regions,West,Somewhat concerned,0.42641,2349,5757,0.41363,0.43918
2016,Rural regions,West,Not concerned at all,0.11861,970,5757,0.11026,0.12696
2016,Rural regions,East,Very concerned,0.41768,1435,3546,0.40144,0.43391
2016,Rural regions,East,Somewhat concerned,0.43640,1467,3546,0.42007,0.45273
2016,Rural regions,East,Not concerned at all,0.14592,644,3546,0.13430,0.15754
2017,Urban regions,West,Very concerned,0.41875,6421,17604,0.41146,0.42603
2017,Urban regions,West,Somewhat concerned,0.46411,7591,17604,0.45674,0.47148
2017,Urban regions,West,Not concerned at all,0.11714,3592,17604,0.11239,0.12189
2017,Urban regions,East,Very concerned,0.44036,834,2206,0.41964,0.46109
2017,Urban regions,East,Somewhat concerned,0.42334,969,2206,0.40271,0.44396
2017,Urban regions,East,Not concerned at all,0.13630,403,2206,0.12198,0.15062
2017,Rural regions,West,Very concerned,0.41012,2349,6552,0.39821,0.42203
2017,Rural regions,West,Somewhat concerned,0.47368,2856,6552,0.46159,0.48577
2017,Rural regions,West,Not concerned at all,0.11620,1347,6552,0.10844,0.12396
2017,Rural regions,East,Very concerned,0.40148,1469,3923,0.38614,0.41682
2017,Rural regions,East,Somewhat concerned,0.45490,1757,3923,0.43931,0.47048
2017,Rural regions,East,Not concerned at all,0.14362,697,3923,0.13265,0.15460
2018,Urban regions,West,Very concerned,0.34179,5253,16995,0.33466,0.34892
2018,Urban regions,West,Somewhat concerned,0.52531,8252,16995,0.51781,0.53282
2018,Urban regions,West,Not concerned at all,0.13290,3490,16995,0.12780,0.13800
2018,Urban regions,East,Very concerned,0.34383,690,2165,0.32382,0.36384
2018,Urban regions,East,Somewhat concerned,0.50974,1072,2165,0.48868,0.53081
2018,Urban regions,East,Not concerned at all,0.14643,403,2165,0.13153,0.16132
2018,Rural regions,West,Very concerned,0.30980,1706,6072,0.29817,0.32143
2018,Rural regions,West,Somewhat concerned,0.53172,3044,6072,0.51917,0.54427
2018,Rural regions,West,Not concerned at all,0.15848,1322,6072,0.14930,0.16767
2018,Rural regions,East,Very concerned,0.34436,1257,3806,0.32927,0.35946
2018,Rural regions,East,Somewhat concerned,0.48444,1788,3806,0.46856,0.50032
2018,Rural regions,East,Not concerned at all,0.17120,761,3806,0.15923,0.18317
2019,No answer / don't know,Does not apply,Very concerned,0.68559,52,52,0.55816,0.81301
2019,No answer / don't know,West,Very concerned,0.57544,228,374,0.52528,0.62560
2019,No answer / don't know,West,Somewhat concerned,0.35029,146,374,0.30187,0.39870
2019,No answer / don't know,East,Very concerned,0.66464,50,50,0.53244,0.79683
2019,Urban regions,West,Very concerned,0.37225,5783,16614,0.36490,0.37960
2019,Urban regions,West,Somewhat concerned,0.49953,7489,16614,0.49193,0.50714
2019,Urban regions,West,Not concerned at all,0.12822,3342,16614,0.12313,0.13330
2019,Urban regions,East,Very concerned,0.38175,780,2112,0.36103,0.40247
2019,Urban regions,East,Somewhat concerned,0.48456,1004,2112,0.46324,0.50588
2019,Urban regions,East,Not concerned at all,0.13369,328,2112,0.11917,0.14820
2019,Rural regions,West,Very concerned,0.35280,1952,5862,0.34057,0.36503
2019,Rural regions,West,Somewhat concerned,0.50386,2777,5862,0.49106,0.51666
2019,Rural regions,West,Not concerned at all,0.14334,1133,5862,0.13437,0.15231
2019,Rural regions,East,Very concerned,0.33568,1261,3771,0.32061,0.35076
2019,Rural regions,East,Somewhat concerned,0.51883,1893,3771,0.50288,0.53478
2019,Rural regions,East,Not concerned at all,0.14548,617,3771,0.13423,0.15674
2020,Urban regions,West,Very concerned,0.37310,5510,17652,0.36596,0.38023
2020,Urban regions,West,Somewhat concerned,0.49373,8042,17652,0.48635,0.50110
2020,Urban regions,West,Not concerned at all,0.13317,4100,17652,0.12816,0.13819
2020,Urban regions,East,Very concerned,0.36527,709,2184,0.34507,0.38546
2020,Urban regions,East,Somewhat concerned,0.49997,1031,2184,0.47900,0.52095
2020,Urban regions,East,Not concerned at all,0.13476,444,2184,0.12044,0.14909
2020,Rural regions,West,Very concerned,0.34676,1761,5779,0.33449,0.35904
2020,Rural regions,West,Somewhat concerned,0.51081,2788,5779,0.49792,0.52370
2020,Rural regions,West,Not concerned at all,0.14243,1230,5779,0.13341,0.15144
2020,Rural regions,East,Very concerned,0.32361,1086,3593,0.30831,0.33891
2020,Rural regions,East,Somewhat concerned,0.51852,1825,3593,0.50218,0.53486
2020,Rural regions,East,Not concerned at all,0.15787,682,3593,0.14595,0.16979
2021,Urban regions,West,Very concerned,0.37073,3848,11700,0.36198,0.37948
2021,Urban regions,West,Somewhat concerned,0.50134,5405,11700,0.49228,0.51040
2021,Urban regions,West,Not concerned at all,0.12793,2447,11700,0.12188,0.13399
2021,Urban regions,East,Very concerned,0.34169,503,1525,0.31788,0.36550
2021,Urban regions,East,Somewhat concerned,0.53605,754,1525,0.51101,0.56108
2021,Urban regions,East,Not concerned at all,0.12226,268,1525,0.10582,0.13871
2021,Rural regions,West,Very concerned,0.32014,1201,3850,0.30540,0.33488
2021,Rural regions,West,Somewhat concerned,0.54804,1973,3850,0.53232,0.56377
2021,Rural regions,West,Not concerned at all,0.13181,676,3850,0.12113,0.14250
2021,Rural regions,East,Very concerned,0.33426,752,2355,0.31520,0.35331
2021,Rural regions,East,Somewhat concerned,0.50107,1186,2355,0.48087,0.52127
2021,Rural regions,East,Not concerned at all,0.16468,417,2355,0.14969,0.17966
2022,Urban regions,West,Very concerned,0.30110,4705,15475,0.29387,0.30833
2022,Urban regions,West,Somewhat concerned,0.54329,8344,15475,0.53544,0.55114
2022,Urban regions,West,Not concerned at all,0.15561,2426,15475,0.14990,0.16132
2022,Urban regions,East,Very concerned,0.34439,689,2132,0.32421,0.36456
2022,Urban regions,East,Somewhat concerned,0.52156,1134,2132,0.50035,0.54276
2022,Urban regions,East,Not concerned at all,0.13406,309,2132,0.11959,0.14852
2022,Rural regions,West,Very concerned,0.30765,1450,4928,0.29477,0.32054
2022,Rural regions,West,Somewhat concerned,0.55121,2739,4928,0.53732,0.56509
2022,Rural regions,West,Not concerned at all,0.14114,739,4928,0.13142,0.15086
2022,Rural regions,East,Very concerned,0.31017,1070,3425,0.29468,0.32566
2022,Rural regions,East,Somewhat concerned,0.52941,1814,3425,0.51270,0.54613
2022,Rural regions,East,Not concerned at all,0.16042,541,3425,0.14812,0.17271
