,Unnamed: 0,year,age_gr,pgisced97,plj0047,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
129,129,1996,46-65 y.,First Stage of Tertiary Education,Very concerned,0.29463,61,12379,0.24523,0.33892
130,130,1996,46-65 y.,First Stage of Tertiary Education,Somewhat concerned,0.56777,146,12379,0.51001,0.63493
131,131,1996,46-65 y.,First Stage of Tertiary Education,Not concerned at all,0.1376,31,12379,0.11086,0.17144
132,132,1996,46-65 y.,Second Stage of Tertiary Education,Very concerned,0.17987,127,12379,0.15976,0.20184
133,133,1996,46-65 y.,Second Stage of Tertiary Education,Somewhat concerned,0.60419,332,12379,0.55702,0.6567
134,134,1996,46-65 y.,Second Stage of Tertiary Education,Not concerned at all,0.21594,130,12379,0.19261,0.24514
135,135,1996,66 and older,Lower Secondary Level,Very concerned,0.29868,130,12379,0.27152,0.32414
136,136,1996,66 and older,Lower Secondary Level,Somewhat concerned,0.4467,212,12379,0.41663,0.47863
137,137,1996,66 and older,Lower Secondary Level,Not concerned at all,0.25463,114,12379,0.23198,0.2767
138,138,1996,66 and older,Upper Secondary Level,Very concerned,0.33332,248,12379,0.31266,0.35145
139,139,1996,66 and older,Upper Secondary Level,Somewhat concerned,0.48367,366,12379,0.45647,0.51755
140,140,1996,66 and older,Upper Secondary Level,Not concerned at all,0.18301,142,12379,0.16736,0.19953
141,141,1996,66 and older,First Stage of Tertiary Education,Somewhat concerned,1.0,41,12379,0.84735,1.17294
142,142,1996,66 and older,Second Stage of Tertiary Education,Very concerned,0.30433,45,12379,0.25715,0.35183
143,143,1996,66 and older,Second Stage of Tertiary Education,Somewhat concerned,0.4777,76,12379,0.41662,0.54141
144,144,1996,66 and older,Second Stage of Tertiary Education,Not concerned at all,0.21798,32,12379,0.18102,0.26236
145,145,1997,17-29 y.,Pre-primary Level,Very concerned,0.23423,77,12090,0.19333,0.26425
146,146,1997,17-29 y.,Pre-primary Level,Somewhat concerned,0.55402,174,12090,0.5011,0.60843
147,147,1997,17-29 y.,Pre-primary Level,Not concerned at all,0.21175,62,12090,0.16414,0.25686
148,148,1997,17-29 y.,Lower Secondary Level,Very concerned,0.34665,246,12090,0.30907,0.38066
149,149,1997,17-29 y.,Lower Secondary Level,Somewhat concerned,0.46436,328,12090,0.42678,0.50801
150,150,1997,17-29 y.,Lower Secondary Level,Not concerned at all,0.18899,129,12090,0.16616,0.21791
151,151,1997,17-29 y.,Upper Secondary Level,Very concerned,0.30595,414,12090,0.28127,0.3291
152,152,1997,17-29 y.,Upper Secondary Level,Somewhat concerned,0.50179,698,12090,0.47756,0.53668
153,153,1997,17-29 y.,Upper Secondary Level,Not concerned at all,0.19226,251,12090,0.17415,0.21849
154,154,1997,17-29 y.,Post-secondary Non-tertiary Level,Very concerned,0.2668,40,12090,0.17951,0.35868
155,155,1997,17-29 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.7332,93,12090,0.61369,0.86107
156,156,1997,17-29 y.,First Stage of Tertiary Education,Very concerned,0.48645,33,12090,0.34329,0.65074
157,157,1997,17-29 y.,First Stage of Tertiary Education,Somewhat concerned,0.51355,53,12090,0.40533,0.62981
158,158,1997,17-29 y.,Second Stage of Tertiary Education,Somewhat concerned,1.0,94,12090,0.80436,1.18255
159,159,1997,30-45 y.,Primary Level,Very concerned,0.45497,46,12090,0.33281,0.58294
160,160,1997,30-45 y.,Primary Level,Somewhat concerned,0.54503,62,12090,0.42682,0.69204
161,161,1997,30-45 y.,Lower Secondary Level,Very concerned,0.36344,148,12090,0.32173,0.4109
162,162,1997,30-45 y.,Lower Secondary Level,Somewhat concerned,0.46775,219,12090,0.41759,0.51909
163,163,1997,30-45 y.,Lower Secondary Level,Not concerned at all,0.16881,74,12090,0.14847,0.19712
164,164,1997,30-45 y.,Upper Secondary Level,Very concerned,0.32387,748,12090,0.30498,0.34112
165,165,1997,30-45 y.,Upper Secondary Level,Somewhat concerned,0.4982,1154,12090,0.4733,0.52202
166,166,1997,30-45 y.,Upper Secondary Level,Not concerned at all,0.17793,429,12090,0.16538,0.19205
167,167,1997,30-45 y.,Post-secondary Non-tertiary Level,Very concerned,0.29648,56,12090,0.24819,0.3482
168,168,1997,30-45 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.56461,125,12090,0.48692,0.65725
169,169,1997,30-45 y.,Post-secondary Non-tertiary Level,Not concerned at all,0.13891,36,12090,0.10828,0.17445
170,170,1997,30-45 y.,First Stage of Tertiary Education,Very concerned,0.34002,100,12090,0.27964,0.39447
171,171,1997,30-45 y.,First Stage of Tertiary Education,Somewhat concerned,0.48155,174,12090,0.44331,0.5213
172,172,1997,30-45 y.,First Stage of Tertiary Education,Not concerned at all,0.17843,56,12090,0.13839,0.22105
173,173,1997,30-45 y.,Second Stage of Tertiary Education,Very concerned,0.17779,146,12090,0.15505,0.20139
174,174,1997,30-45 y.,Second Stage of Tertiary Education,Somewhat concerned,0.61835,530,12090,0.57791,0.66202
175,175,1997,30-45 y.,Second Stage of Tertiary Education,Not concerned at all,0.20386,157,12090,0.17429,0.23408
176,176,1997,46-65 y.,Primary Level,Very concerned,0.30859,83,12090,0.26702,0.35336
177,177,1997,46-65 y.,Primary Level,Somewhat concerned,0.49021,109,12090,0.42227,0.58295
178,178,1997,46-65 y.,Primary Level,Not concerned at all,0.20119,42,12090,0.13261,0.29528
179,179,1997,46-65 y.,Lower Secondary Level,Very concerned,0.36436,265,12090,0.33045,0.39552
180,180,1997,46-65 y.,Lower Secondary Level,Somewhat concerned,0.48444,328,12090,0.43901,0.5358
181,181,1997,46-65 y.,Lower Secondary Level,Not concerned at all,0.1512,107,12090,0.12992,0.17329
182,182,1997,46-65 y.,Upper Secondary Level,Very concerned,0.32327,638,12090,0.306,0.33898
183,183,1997,46-65 y.,Upper Secondary Level,Somewhat concerned,0.49929,972,12090,0.47567,0.52469
184,184,1997,46-65 y.,Upper Secondary Level,Not concerned at all,0.17744,334,12090,0.16461,0.1926
185,185,1997,46-65 y.,First Stage of Tertiary Education,Very concerned,0.23929,60,12090,0.20577,0.27288
186,186,1997,46-65 y.,First Stage of Tertiary Education,Somewhat concerned,0.55075,122,12090,0.49819,0.61693
187,187,1997,46-65 y.,First Stage of Tertiary Education,Not concerned at all,0.20996,55,12090,0.17315,0.25132
188,188,1997,46-65 y.,Second Stage of Tertiary Education,Very concerned,0.2034,131,12090,0.17951,0.23372
189,189,1997,46-65 y.,Second Stage of Tertiary Education,Somewhat concerned,0.61953,370,12090,0.56935,0.67882
190,190,1997,46-65 y.,Second Stage of Tertiary Education,Not concerned at all,0.17707,111,12090,0.15244,0.20313
191,191,1997,66 and older,Lower Secondary Level,Very concerned,0.29683,132,12090,0.27042,0.32343
192,192,1997,66 and older,Lower Secondary Level,Somewhat concerned,0.46551,218,12090,0.42925,0.50003
193,193,1997,66 and older,Lower Secondary Level,Not concerned at all,0.23767,106,12090,0.21447,0.26192
194,194,1997,66 and older,Upper Secondary Level,Very concerned,0.33776,253,12090,0.31463,0.3638
195,195,1997,66 and older,Upper Secondary Level,Somewhat concerned,0.4684,371,12090,0.4396,0.49333
196,196,1997,66 and older,Upper Secondary Level,Not concerned at all,0.19384,151,12090,0.17954,0.21172
197,197,1997,66 and older,First Stage of Tertiary Education,Somewhat concerned,1.0,39,12090,0.84092,1.18572
198,198,1997,66 and older,Second Stage of Tertiary Education,Very concerned,0.32204,44,12090,0.27849,0.37369
199,199,1997,66 and older,Second Stage of Tertiary Education,Somewhat concerned,0.67796,97,12090,0.60353,0.76396
200,200,1998,17-29 y.,Pre-primary Level,Very concerned,0.25266,81,13056,0.22136,0.28619
201,201,1998,17-29 y.,Pre-primary Level,Somewhat concerned,0.50598,173,13056,0.46295,0.55119
202,202,1998,17-29 y.,Pre-primary Level,Not concerned at all,0.24136,69,13056,0.20545,0.27206
203,203,1998,17-29 y.,Lower Secondary Level,Very concerned,0.32407,235,13056,0.28904,0.35968
204,204,1998,17-29 y.,Lower Secondary Level,Somewhat concerned,0.46777,355,13056,0.43427,0.50036
205,205,1998,17-29 y.,Lower Secondary Level,Not concerned at all,0.20816,140,13056,0.18282,0.23053
206,206,1998,17-29 y.,Upper Secondary Level,Very concerned,0.30543,430,13056,0.28338,0.32849
207,207,1998,17-29 y.,Upper Secondary Level,Somewhat concerned,0.49913,699,13056,0.47126,0.52373
208,208,1998,17-29 y.,Upper Secondary Level,Not concerned at all,0.19544,268,13056,0.17868,0.21362
209,209,1998,17-29 y.,Post-secondary Non-tertiary Level,Very concerned,0.30081,40,13056,0.24271,0.39129
210,210,1998,17-29 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.69919,90,13056,0.59873,0.82072
211,211,1998,17-29 y.,First Stage of Tertiary Education,Very concerned,0.44178,31,13056,0.31343,0.57895
212,212,1998,17-29 y.,First Stage of Tertiary Education,Somewhat concerned,0.55822,57,13056,0.46419,0.67775
213,213,1998,17-29 y.,Second Stage of Tertiary Education,Very concerned,0.24934,33,13056,0.17598,0.31754
214,214,1998,17-29 y.,Second Stage of Tertiary Education,Somewhat concerned,0.75066,92,13056,0.59424,0.89478
215,215,1998,30-45 y.,Primary Level,Very concerned,0.4712,37,13056,0.35416,0.58963
216,216,1998,30-45 y.,Primary Level,Somewhat concerned,0.5288,60,13056,0.42287,0.64089
217,217,1998,30-45 y.,Lower Secondary Level,Very concerned,0.38573,180,13056,0.34835,0.43447
218,218,1998,30-45 y.,Lower Secondary Level,Somewhat concerned,0.46576,222,13056,0.42572,0.5193
219,219,1998,30-45 y.,Lower Secondary Level,Not concerned at all,0.14851,74,13056,0.12742,0.17358
220,220,1998,30-45 y.,Upper Secondary Level,Very concerned,0.30206,732,13056,0.2884,0.31615
221,221,1998,30-45 y.,Upper Secondary Level,Somewhat concerned,0.51805,1297,13056,0.49683,0.5398
222,222,1998,30-45 y.,Upper Secondary Level,Not concerned at all,0.17989,485,13056,0.16789,0.1892
223,223,1998,30-45 y.,Post-secondary Non-tertiary Level,Very concerned,0.30168,66,13056,0.24089,0.35719
224,224,1998,30-45 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.52207,126,13056,0.46236,0.5955
225,225,1998,30-45 y.,Post-secondary Non-tertiary Level,Not concerned at all,0.17625,56,13056,0.14339,0.22009
226,226,1998,30-45 y.,First Stage of Tertiary Education,Very concerned,0.27699,94,13056,0.24216,0.31659
227,227,1998,30-45 y.,First Stage of Tertiary Education,Somewhat concerned,0.54006,200,13056,0.48529,0.59617
228,228,1998,30-45 y.,First Stage of Tertiary Education,Not concerned at all,0.18296,60,13056,0.15252,0.21555
229,229,1998,30-45 y.,Second Stage of Tertiary Education,Very concerned,0.17209,159,13056,0.15123,0.19332
230,230,1998,30-45 y.,Second Stage of Tertiary Education,Somewhat concerned,0.60665,550,13056,0.56354,0.64586
231,231,1998,30-45 y.,Second Stage of Tertiary Education,Not concerned at all,0.22126,203,13056,0.20096,0.24661
232,232,1998,46-65 y.,Primary Level,Very concerned,0.4066,91,13056,0.33491,0.49606
233,233,1998,46-65 y.,Primary Level,Somewhat concerned,0.36719,88,13056,0.31769,0.42609
234,234,1998,46-65 y.,Primary Level,Not concerned at all,0.22621,44,13056,0.178,0.28641
235,235,1998,46-65 y.,Lower Secondary Level,Very concerned,0.37004,286,13056,0.34331,0.40077
236,236,1998,46-65 y.,Lower Secondary Level,Somewhat concerned,0.47156,339,13056,0.44475,0.50916
237,237,1998,46-65 y.,Lower Secondary Level,Not concerned at all,0.1584,122,13056,0.14165,0.17607
238,238,1998,46-65 y.,Upper Secondary Level,Very concerned,0.34237,722,13056,0.32684,0.35757
239,239,1998,46-65 y.,Upper Secondary Level,Somewhat concerned,0.48023,1036,13056,0.4626,0.50126
240,240,1998,46-65 y.,Upper Secondary Level,Not concerned at all,0.1774,391,13056,0.16456,0.1889
241,241,1998,46-65 y.,Post-secondary Non-tertiary Level,Somewhat concerned,1.0,41,13056,0.78088,1.25883
242,242,1998,46-65 y.,First Stage of Tertiary Education,Very concerned,0.27789,81,13056,0.24235,0.30988
243,243,1998,46-65 y.,First Stage of Tertiary Education,Somewhat concerned,0.51852,135,13056,0.46267,0.56996
244,244,1998,46-65 y.,First Stage of Tertiary Education,Not concerned at all,0.20358,50,13056,0.16938,0.23529
245,245,1998,46-65 y.,Second Stage of Tertiary Education,Very concerned,0.21261,153,13056,0.18758,0.23888
246,246,1998,46-65 y.,Second Stage of Tertiary Education,Somewhat concerned,0.57772,398,13056,0.5443,0.61714
247,247,1998,46-65 y.,Second Stage of Tertiary Education,Not concerned at all,0.20968,142,13056,0.17581,0.24256
248,248,1998,66 and older,Lower Secondary Level,Very concerned,0.31986,172,13056,0.29556,0.34549
249,249,1998,66 and older,Lower Secondary Level,Somewhat concerned,0.48504,266,13056,0.45708,0.51559
250,250,1998,66 and older,Lower Secondary Level,Not concerned at all,0.1951,102,13056,0.17536,0.21625
251,251,1998,66 and older,Upper Secondary Level,Very concerned,0.34923,289,13056,0.33143,0.36786
252,252,1998,66 and older,Upper Secondary Level,Somewhat concerned,0.47946,415,13056,0.45584,0.5044
253,253,1998,66 and older,Upper Secondary Level,Not concerned at all,0.17131,146,13056,0.15577,0.18824
254,254,1998,66 and older,Second Stage of Tertiary Education,Very concerned,0.36754,56,13056,0.32132,0.42023
255,255,1998,66 and older,Second Stage of Tertiary Education,Somewhat concerned,0.63246,97,13056,0.57551,0.69648
256,256,1999,17-29 y.,Pre-primary Level,Very concerned,0.32351,114,12991,0.2889,0.36084
257,257,1999,17-29 y.,Pre-primary Level,Somewhat concerned,0.50865,148,12991,0.45021,0.57067
258,258,1999,17-29 y.,Pre-primary Level,Not concerned at all,0.16784,50,12991,0.1338,0.21273
259,259,1999,17-29 y.,Lower Secondary Level,Very concerned,0.30088,205,12991,0.27343,0.33404
260,260,1999,17-29 y.,Lower Secondary Level,Somewhat concerned,0.50626,383,12991,0.46927,0.54175
261,261,1999,17-29 y.,Lower Secondary Level,Not concerned at all,0.19286,118,12991,0.16287,0.22214
262,262,1999,17-29 y.,Upper Secondary Level,Very concerned,0.30251,400,12991,0.2819,0.33037
263,263,1999,17-29 y.,Upper Secondary Level,Somewhat concerned,0.54124,743,12991,0.51186,0.57214
264,264,1999,17-29 y.,Upper Secondary Level,Not concerned at all,0.15624,214,12991,0.1394,0.17445
265,265,1999,17-29 y.,Post-secondary Non-tertiary Level,Very concerned,0.45085,53,12991,0.35793,0.55997
266,266,1999,17-29 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.54915,73,12991,0.44779,0.66665
