"plj0047","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Keine Sorgen","1999","35-65","Ostdeutschland","253","0.12003328379443","0.10620528389174","0.133861283697119"
"Keine Sorgen","1999","66 +","Westdeutschland","302","0.235452103625853","0.212379470960597","0.25852473629111"
"Keine Sorgen","1999","66 +","Ostdeutschland","76","0.164499422343203","0.131437348502496","0.19756149618391"
"Grosse Sorgen","2000","17-34","Westdeutschland","1759","0.34288609862381","0.330165514376439","0.355606682871182"
"Grosse Sorgen","2000","17-34","Ostdeutschland","514","0.315639269059078","0.293213663757304","0.338064874360853"
"Grosse Sorgen","2000","35-65","Westdeutschland","3340","0.344647636083276","0.335349101946683","0.353946170219869"
"Grosse Sorgen","2000","35-65","Ostdeutschland","1053","0.323609912806635","0.307579268836527","0.339640556776744"
"Grosse Sorgen","2000","66 +","Westdeutschland","556","0.204292953284897","0.188985505744312","0.219600400825482"
"Grosse Sorgen","2000","66 +","Ostdeutschland","275","0.311119047424398","0.280338694762883","0.341899400085913"
"Einige Sorgen","2000","17-34","Westdeutschland","2691","0.490115666432024","0.476718994608829","0.503512338255218"
"Einige Sorgen","2000","17-34","Ostdeutschland","864","0.518297184380991","0.494187854678416","0.542406514083566"
"Einige Sorgen","2000","35-65","Westdeutschland","5067","0.495772549524256","0.485990184066056","0.505554914982456"
"Einige Sorgen","2000","35-65","Ostdeutschland","1782","0.538688404879007","0.52160763495997","0.555769174798044"
"Einige Sorgen","2000","66 +","Westdeutschland","1357","0.50679250197693","0.487811050898618","0.525773953055242"
"Einige Sorgen","2000","66 +","Ostdeutschland","433","0.496660274911616","0.463417404326989","0.529903145496242"
"Keine Sorgen","2000","17-34","Westdeutschland","899","0.166998234944166","0.157003053245981","0.17699341664235"
"Keine Sorgen","2000","17-34","Ostdeutschland","272","0.166063546559931","0.148107540121008","0.184019552998854"
"Keine Sorgen","2000","35-65","Westdeutschland","1628","0.159579814392468","0.152414642428985","0.166744986355952"
"Keine Sorgen","2000","35-65","Ostdeutschland","437","0.137701682314358","0.125894674899543","0.149508689729173"
"Keine Sorgen","2000","66 +","Westdeutschland","752","0.288914544738173","0.271705962758858","0.306123126717488"
"Keine Sorgen","2000","66 +","Ostdeutschland","161","0.192220677663986","0.166021683344457","0.218419671983516"
"Grosse Sorgen","2001","17-34","Westdeutschland","1820","0.3886258724352","0.374651795819205","0.402599949051195"
"Grosse Sorgen","2001","17-34","Ostdeutschland","556","0.355106204892731","0.331024982399769","0.379187427385693"
"Grosse Sorgen","2001","35-65","Westdeutschland","3234","0.35961556033752","0.349754701364915","0.369476419310125"
"Grosse Sorgen","2001","35-65","Ostdeutschland","1230","0.398342980276101","0.380934643313877","0.415751317238325"
"Grosse Sorgen","2001","66 +","Westdeutschland","617","0.243054371336383","0.226287597157923","0.259821145514843"
"Grosse Sorgen","2001","66 +","Ostdeutschland","352","0.420333408085904","0.38681281604793","0.453854000123879"
"Einige Sorgen","2001","17-34","Westdeutschland","2162","0.461005484156449","0.446714933752143","0.475296034560755"
"Einige Sorgen","2001","17-34","Ostdeutschland","753","0.494513717164244","0.46935438207056","0.519673052257929"
"Einige Sorgen","2001","35-65","Westdeutschland","4499","0.492713773825609","0.482440733057098","0.502986814594121"
"Einige Sorgen","2001","35-65","Ostdeutschland","1460","0.477438955124173","0.459677373030354","0.495200537217992"
"Einige Sorgen","2001","66 +","Westdeutschland","1281","0.50860289605228","0.489060799033655","0.528144993070905"
"Einige Sorgen","2001","66 +","Ostdeutschland","338","0.405696984011158","0.372352005106713","0.439041962915603"
"Keine Sorgen","2001","17-34","Westdeutschland","692","0.150368643408351","0.140121621991948","0.160615664824753"
"Keine Sorgen","2001","17-34","Ostdeutschland","208","0.150380077943025","0.132392909691336","0.168367246194714"
"Keine Sorgen","2001","35-65","Westdeutschland","1365","0.147670665836871","0.140380692177343","0.154960639496398"
"Keine Sorgen","2001","35-65","Ostdeutschland","348","0.124218064599726","0.112489507761149","0.135946621438303"
"Keine Sorgen","2001","66 +","Westdeutschland","616","0.248342732611337","0.231453842400452","0.265231622822222"
"Keine Sorgen","2001","66 +","Ostdeutschland","143","0.173969607902938","0.148226540373693","0.199712675432183"
"Grosse Sorgen","2002","17-34","Westdeutschland","1291","0.285671861252911","0.272636022645027","0.298707699860795"
"Grosse Sorgen","2002","17-34","Ostdeutschland","441","0.290808121018694","0.267655721072397","0.31396052096499"
"Grosse Sorgen","2002","35-65","Westdeutschland","2898","0.287248544262908","0.278457586803168","0.296039501722648"
"Grosse Sorgen","2002","35-65","Ostdeutschland","898","0.285978486899084","0.269896703205559","0.30206027059261"
"Grosse Sorgen","2002","66 +","Westdeutschland","564","0.218780574836133","0.203090410963812","0.234470738708453"
"Grosse Sorgen","2002","66 +","Ostdeutschland","314","0.366399140876788","0.334565093592795","0.398233188160781"
"Einige Sorgen","2002","17-34","Westdeutschland","2447","0.52870090991911","0.514296028308948","0.543105791529272"
"Einige Sorgen","2002","17-34","Ostdeutschland","790","0.520369659278418","0.494900173230577","0.545839145326259"
"Einige Sorgen","2002","35-65","Westdeutschland","5660","0.554376416839228","0.54471980753887","0.564033026139587"
"Einige Sorgen","2002","35-65","Ostdeutschland","1750","0.568917023233176","0.551292523969552","0.5865415224968"
"Einige Sorgen","2002","66 +","Westdeutschland","1418","0.524487499949751","0.505534187450999","0.543440812448503"
"Einige Sorgen","2002","66 +","Ostdeutschland","436","0.491773677176755","0.458742962398949","0.524804391954561"
"Keine Sorgen","2002","17-34","Westdeutschland","875","0.185627228827979","0.174407332951406","0.196847124704552"
"Keine Sorgen","2002","17-34","Ostdeutschland","247","0.188822219702889","0.168869805759493","0.208774633646284"
"Keine Sorgen","2002","35-65","Westdeutschland","1619","0.158375038897864","0.151281860631009","0.165468217164718"
"Keine Sorgen","2002","35-65","Ostdeutschland","385","0.14510448986774","0.132569937493736","0.157639042241744"
"Keine Sorgen","2002","66 +","Westdeutschland","685","0.256731925214117","0.240153271453889","0.273310578974344"
"Keine Sorgen","2002","66 +","Ostdeutschland","130","0.141827181946456","0.118777025943028","0.164877337949884"
"Grosse Sorgen","2003","17-34","Westdeutschland","977","0.229538052381403","0.217029526694633","0.242046578068173"
"Grosse Sorgen","2003","17-34","Ostdeutschland","322","0.22661624917458","0.205045915141207","0.248186583207953"
"Grosse Sorgen","2003","35-65","Westdeutschland","2208","0.244535124244466","0.235941741407764","0.253128507081168"
"Grosse Sorgen","2003","35-65","Ostdeutschland","719","0.236107602097379","0.220808240303864","0.251406963890893"
"Grosse Sorgen","2003","66 +","Westdeutschland","483","0.181518600192911","0.166966231800147","0.196070968585676"
"Grosse Sorgen","2003","66 +","Ostdeutschland","251","0.281547102334685","0.252212588349922","0.310881616319449"
"Einige Sorgen","2003","17-34","Westdeutschland","2303","0.524455735141573","0.509601404892883","0.539310065390262"
"Einige Sorgen","2003","17-34","Ostdeutschland","842","0.577331570193673","0.551879308258103","0.602783832129243"
"Einige Sorgen","2003","35-65","Westdeutschland","5453","0.5603004969115","0.550376768083261","0.570224225739738"
"Einige Sorgen","2003","35-65","Ostdeutschland","1780","0.590726782801983","0.573013370601326","0.608440195002639"
"Einige Sorgen","2003","66 +","Westdeutschland","1401","0.522280003898745","0.503421505221651","0.541138502575839"
"Einige Sorgen","2003","66 +","Ostdeutschland","494","0.537652492680704","0.505133333496226","0.570171651865182"
"Keine Sorgen","2003","17-34","Westdeutschland","1062","0.246006212477024","0.233195888817896","0.258816536136152"
"Keine Sorgen","2003","17-34","Ostdeutschland","283","0.196052180631748","0.175596516001341","0.216507845262154"
"Keine Sorgen","2003","35-65","Westdeutschland","1949","0.195164378844034","0.187240455440285","0.203088302247783"
"Keine Sorgen","2003","35-65","Ostdeutschland","461","0.173165615100639","0.159534156468793","0.186797073732485"
"Keine Sorgen","2003","66 +","Westdeutschland","811","0.296201395908344","0.278963412543635","0.313439379273052"
"Keine Sorgen","2003","66 +","Ostdeutschland","158","0.180800404984611","0.155698956700197","0.205901853269024"
"Grosse Sorgen","2004","17-34","Westdeutschland","1003","0.241853352021222","0.22881280802191","0.254893896020534"
"Grosse Sorgen","2004","17-34","Ostdeutschland","327","0.234382772057852","0.212295315823317","0.256470228292388"
"Grosse Sorgen","2004","35-65","Westdeutschland","2234","0.250624626249702","0.241823905495825","0.25942534700358"
"Grosse Sorgen","2004","35-65","Ostdeutschland","674","0.241395371986565","0.225643079282288","0.257147664690842"
"Grosse Sorgen","2004","66 +","Westdeutschland","516","0.189933473039445","0.175281163542018","0.204585782536872"
"Grosse Sorgen","2004","66 +","Ostdeutschland","236","0.247368031563651","0.219813961597874","0.274922101529429"
"Einige Sorgen","2004","17-34","Westdeutschland","2158","0.522417334529865","0.507205692008981","0.537628977050748"
"Einige Sorgen","2004","17-34","Ostdeutschland","773","0.532013794109784","0.505996927958524","0.558030660261043"
"Einige Sorgen","2004","35-65","Westdeutschland","5173","0.54391204484052","0.533797524290552","0.554026565390488"
"Einige Sorgen","2004","35-65","Ostdeutschland","1668","0.564365331287123","0.546113227049669","0.582617435524576"
"Einige Sorgen","2004","66 +","Westdeutschland","1421","0.520109200016098","0.501446973117854","0.538771426914342"
"Einige Sorgen","2004","66 +","Ostdeutschland","529","0.557107133860407","0.52538653762183","0.588827730098984"
"Keine Sorgen","2004","17-34","Westdeutschland","981","0.235729313448913","0.222803036971363","0.248655589926463"
"Keine Sorgen","2004","17-34","Ostdeutschland","313","0.233603433832364","0.211541509212064","0.255665358452664"
"Keine Sorgen","2004","35-65","Westdeutschland","1908","0.205463328909778","0.197258287168616","0.213668370650939"
"Keine Sorgen","2004","35-65","Ostdeutschland","493","0.194239296726312","0.179676554926303","0.208802038526321"
"Keine Sorgen","2004","66 +","Westdeutschland","816","0.289957326944457","0.27300792986479","0.306906724024124"
"Keine Sorgen","2004","66 +","Ostdeutschland","177","0.195524834575942","0.170198057716092","0.220851611435792"
"Grosse Sorgen","2005","17-34","Westdeutschland","1138","0.304484032473974","0.290094625682103","0.318873439265844"
"Grosse Sorgen","2005","17-34","Ostdeutschland","398","0.306192229847871","0.281541672272178","0.330842787423565"
"Grosse Sorgen","2005","35-65","Westdeutschland","2746","0.330954494111693","0.321141400402201","0.340767587821185"
"Grosse Sorgen","2005","35-65","Ostdeutschland","902","0.318724306920601","0.301180150717465","0.336268463123736"
"Grosse Sorgen","2005","66 +","Westdeutschland","661","0.232342608296409","0.216606705662566","0.248078510930252"
"Grosse Sorgen","2005","66 +","Ostdeutschland","325","0.348219335641272","0.318004267164815","0.378434404117729"
"Einige Sorgen","2005","17-34","Westdeutschland","1968","0.490272867855663","0.474641575638414","0.505904160072912"
"Einige Sorgen","2005","17-34","Ostdeutschland","717","0.52763419124766","0.500933913615769","0.554334468879552"
"Einige Sorgen","2005","35-65","Westdeutschland","4616","0.505422604302951","0.494996106931176","0.515849101674727"
"Einige Sorgen","2005","35-65","Ostdeutschland","1461","0.533307445103038","0.514524326308948","0.552090563897128"
"Einige Sorgen","2005","66 +","Westdeutschland","1391","0.510452179910068","0.491826222593659","0.529078137226477"
"Einige Sorgen","2005","66 +","Ostdeutschland","507","0.516887625956552","0.485194246262473","0.548581005650631"
"Keine Sorgen","2005","17-34","Westdeutschland","823","0.205243099670364","0.192614403561134","0.217871795779593"
"Keine Sorgen","2005","17-34","Ostdeutschland","228","0.166173578904469","0.146265520894798","0.186081636914139"
"Keine Sorgen","2005","35-65","Westdeutschland","1471","0.163622901585356","0.155908236320547","0.171337566850164"
"Keine Sorgen","2005","35-65","Ostdeutschland","347","0.147968247976361","0.134599965888313","0.161336530064409"
"Keine Sorgen","2005","66 +","Westdeutschland","715","0.257205211793523","0.240919084773787","0.273491338813259"
"Keine Sorgen","2005","66 +","Ostdeutschland","123","0.134893038402176","0.113227171184792","0.15655890561956"
"Grosse Sorgen","2006","17-34","Westdeutschland","1011","0.282169926487701","0.267849181381545","0.296490671593857"
"Grosse Sorgen","2006","17-34","Ostdeutschland","317","0.260128118800762","0.236141532855333","0.284114704746191"
"Grosse Sorgen","2006","35-65","Westdeutschland","2858","0.313836260293484","0.3044924519076","0.323180068679367"
"Grosse Sorgen","2006","35-65","Ostdeutschland","792","0.280444388404506","0.263911431367687","0.296977345441325"
"Grosse Sorgen","2006","66 +","Westdeutschland","736","0.225320874023122","0.210957116964449","0.239684631081796"
"Grosse Sorgen","2006","66 +","Ostdeutschland","333","0.321212942721977","0.293817439128311","0.348608446315642"
"Einige Sorgen","2006","17-34","Westdeutschland","2011","0.510514822650502","0.49460836848671","0.526421276814294"
"Einige Sorgen","2006","17-34","Ostdeutschland","703","0.523193578660314","0.495885020078518","0.55050213724211"
"Einige Sorgen","2006","35-65","Westdeutschland","5030","0.519407566191479","0.509347494349535","0.529467638033423"
"Einige Sorgen","2006","35-65","Ostdeutschland","1598","0.543308300332709","0.524975462071501","0.561641138593917"
"Einige Sorgen","2006","66 +","Westdeutschland","1738","0.526808260773114","0.509642965601064","0.543973555945164"
"Einige Sorgen","2006","66 +","Ostdeutschland","594","0.5218684233272","0.492561500767979","0.551175345886421"
"Keine Sorgen","2006","17-34","Westdeutschland","772","0.207315250861797","0.194415975765017","0.220214525958578"
"Keine Sorgen","2006","17-34","Ostdeutschland","265","0.216678302538924","0.194152808873138","0.23920379620471"
"Keine Sorgen","2006","35-65","Westdeutschland","1587","0.166756173515037","0.159250572151142","0.174261774878932"
"Keine Sorgen","2006","35-65","Ostdeutschland","446","0.176247311262785","0.162223868362484","0.190270754163086"
"Keine Sorgen","2006","66 +","Westdeutschland","776","0.247870865203764","0.233026372592285","0.262715357815242"
"Keine Sorgen","2006","66 +","Ostdeutschland","189","0.156918633950824","0.135578949248251","0.178258318653396"
"Grosse Sorgen","2007","17-34","Westdeutschland","938","0.274251686524145","0.259334422222256","0.289168950826035"
"Grosse Sorgen","2007","17-34","Ostdeutschland","310","0.27051156882443","0.245553847685361","0.295469289963499"
"Grosse Sorgen","2007","35-65","Westdeutschland","2451","0.290791483976456","0.281268030836761","0.300314937116152"
"Grosse Sorgen","2007","35-65","Ostdeutschland","728","0.27291127892201","0.255938317767137","0.289884240076882"
"Grosse Sorgen","2007","66 +","Westdeutschland","731","0.226851686847653","0.212259100680328","0.241444273014977"
"Grosse Sorgen","2007","66 +","Ostdeutschland","357","0.328399981019886","0.300809617640765","0.355990344399008"
"Einige Sorgen","2007","17-34","Westdeutschland","1765","0.509115553253717","0.492400054795113","0.525831051712322"
"Einige Sorgen","2007","17-34","Ostdeutschland","626","0.480932578294921","0.452861649246284","0.509003507343558"
"Einige Sorgen","2007","35-65","Westdeutschland","4793","0.540298955869221","0.529847628641346","0.550750283097096"
"Einige Sorgen","2007","35-65","Ostdeutschland","1484","0.547708524653059","0.528744211308182","0.566672837997937"
"Einige Sorgen","2007","66 +","Westdeutschland","1658","0.517787228562067","0.500376182079931","0.535198275044202"
