year,bula_h,sex,plj0047,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1993,Hesse,male,Very concerned,0.39182,42,1798,0.38970,0.39393
1993,Hesse,male,Somewhat concerned,0.60818,83,1798,0.60607,0.61030
1993,Hesse,female,Very concerned,0.47936,37,1798,0.47704,0.48168
1993,Hesse,female,Somewhat concerned,0.52064,70,1798,0.51832,0.52296
1993,Baden-Wuerttemberg,male,Very concerned,0.42649,159,1798,0.42521,0.42777
1993,Baden-Wuerttemberg,male,Somewhat concerned,0.42993,140,1798,0.42865,0.43121
1993,Baden-Wuerttemberg,male,Not concerned at all,0.14358,51,1798,0.14267,0.14448
1993,Baden-Wuerttemberg,female,Very concerned,0.41022,125,1798,0.40879,0.41164
1993,Baden-Wuerttemberg,female,Somewhat concerned,0.47796,128,1798,0.47651,0.47941
1993,Baden-Wuerttemberg,female,Not concerned at all,0.11182,34,1798,0.11091,0.11274
1993,Bavaria,male,Very concerned,0.55348,64,1798,0.55162,0.55533
1993,Bavaria,male,Somewhat concerned,0.44652,70,1798,0.44467,0.44838
1993,Bavaria,female,Very concerned,0.62179,73,1798,0.61987,0.62372
1993,Bavaria,female,Somewhat concerned,0.37821,53,1798,0.37628,0.38013
1994,Lower Saxony,male,Very concerned,1.00000,35,1667,1.00000,1.00000
1994,Lower Saxony,female,Very concerned,1.00000,36,1667,1.00000,1.00000
1994,North Rhine-Westphalia,male,Very concerned,0.60434,162,1667,0.60316,0.60551
1994,North Rhine-Westphalia,male,Somewhat concerned,0.39566,115,1667,0.39449,0.39684
1994,North Rhine-Westphalia,female,Very concerned,0.70886,166,1667,0.70761,0.71011
1994,North Rhine-Westphalia,female,Somewhat concerned,0.29114,72,1667,0.28989,0.29239
1994,Hesse,male,Very concerned,0.51270,57,1667,0.51070,0.51469
1994,Hesse,male,Somewhat concerned,0.48730,71,1667,0.48531,0.48930
1994,Hesse,female,Very concerned,0.41644,53,1667,0.41437,0.41851
1994,Hesse,female,Somewhat concerned,0.58356,61,1667,0.58149,0.58563
1994,Baden-Wuerttemberg,male,Very concerned,0.41570,138,1667,0.41445,0.41696
1994,Baden-Wuerttemberg,male,Somewhat concerned,0.48167,151,1667,0.48040,0.48295
1994,Baden-Wuerttemberg,male,Not concerned at all,0.10262,45,1667,0.10185,0.10339
1994,Baden-Wuerttemberg,female,Very concerned,0.55531,122,1667,0.55387,0.55674
1994,Baden-Wuerttemberg,female,Somewhat concerned,0.44469,135,1667,0.44326,0.44613
1994,Bavaria,male,Very concerned,0.36411,41,1667,0.36237,0.36586
1994,Bavaria,male,Somewhat concerned,0.63589,85,1667,0.63414,0.63763
1994,Bavaria,female,Very concerned,0.57455,59,1667,0.57266,0.57643
1994,Bavaria,female,Somewhat concerned,0.42545,63,1667,0.42357,0.42734
1995,Lower Saxony,male,Somewhat concerned,1.00000,36,1503,1.00000,1.00000
1995,North Rhine-Westphalia,male,Very concerned,0.60424,137,1503,0.60284,0.60565
1995,North Rhine-Westphalia,male,Somewhat concerned,0.39576,111,1503,0.39435,0.39716
1995,North Rhine-Westphalia,female,Very concerned,0.65438,134,1503,0.65283,0.65593
1995,North Rhine-Westphalia,female,Somewhat concerned,0.34562,85,1503,0.34407,0.34717
1995,Hesse,male,Very concerned,0.36621,38,1503,0.36389,0.36852
1995,Hesse,male,Somewhat concerned,0.63379,75,1503,0.63148,0.63611
1995,Hesse,female,Very concerned,0.55224,45,1503,0.54958,0.55490
1995,Hesse,female,Somewhat concerned,0.44776,51,1503,0.44510,0.45042
1995,Baden-Wuerttemberg,male,Very concerned,0.43045,121,1503,0.42898,0.43192
1995,Baden-Wuerttemberg,male,Somewhat concerned,0.41358,135,1503,0.41211,0.41504
1995,Baden-Wuerttemberg,male,Not concerned at all,0.15597,58,1503,0.15489,0.15705
1995,Baden-Wuerttemberg,female,Very concerned,0.48383,112,1503,0.48218,0.48549
1995,Baden-Wuerttemberg,female,Somewhat concerned,0.51617,136,1503,0.51451,0.51782
1995,Bavaria,male,Very concerned,0.44045,43,1503,0.43836,0.44254
1995,Bavaria,male,Somewhat concerned,0.55955,69,1503,0.55746,0.56164
1995,Bavaria,female,Very concerned,0.42494,44,1503,0.42279,0.42709
1995,Bavaria,female,Somewhat concerned,0.57506,73,1503,0.57291,0.57721
1996,Schleswig-Holstein,male,Very concerned,0.38839,43,12597,0.38744,0.38933
1996,Schleswig-Holstein,male,Somewhat concerned,0.61161,68,12597,0.61067,0.61256
1996,Schleswig-Holstein,female,Very concerned,0.43419,46,12597,0.43320,0.43517
1996,Schleswig-Holstein,female,Somewhat concerned,0.56581,68,12597,0.56483,0.56680
1996,Hamburg,male,Somewhat concerned,1.00000,33,12597,1.00000,1.00000
1996,Lower Saxony,male,Very concerned,0.29236,146,12597,0.29184,0.29289
1996,Lower Saxony,male,Somewhat concerned,0.52273,268,12597,0.52215,0.52330
1996,Lower Saxony,male,Not concerned at all,0.18491,88,12597,0.18446,0.18535
1996,Lower Saxony,female,Very concerned,0.34483,174,12597,0.34430,0.34536
1996,Lower Saxony,female,Somewhat concerned,0.52787,290,12597,0.52731,0.52843
1996,Lower Saxony,female,Not concerned at all,0.12730,58,12597,0.12693,0.12767
1996,North Rhine-Westphalia,male,Very concerned,0.27584,361,12597,0.27550,0.27618
1996,North Rhine-Westphalia,male,Somewhat concerned,0.58243,669,12597,0.58206,0.58281
1996,North Rhine-Westphalia,male,Not concerned at all,0.14173,173,12597,0.14146,0.14200
1996,North Rhine-Westphalia,female,Very concerned,0.30796,428,12597,0.30763,0.30829
1996,North Rhine-Westphalia,female,Somewhat concerned,0.58719,748,12597,0.58684,0.58754
1996,North Rhine-Westphalia,female,Not concerned at all,0.10485,139,12597,0.10463,0.10506
1996,Hesse,male,Very concerned,0.26063,126,12597,0.26008,0.26119
1996,Hesse,male,Somewhat concerned,0.47369,208,12597,0.47306,0.47432
1996,Hesse,male,Not concerned at all,0.26568,100,12597,0.26512,0.26624
1996,Hesse,female,Very concerned,0.30840,143,12597,0.30782,0.30897
1996,Hesse,female,Somewhat concerned,0.51688,240,12597,0.51626,0.51750
1996,Hesse,female,Not concerned at all,0.17473,78,12597,0.17425,0.17520
1996,"Rhineland-Palatinate, Saarland",male,Very concerned,0.27661,97,12597,0.27599,0.27722
1996,"Rhineland-Palatinate, Saarland",male,Somewhat concerned,0.54132,170,12597,0.54064,0.54201
1996,"Rhineland-Palatinate, Saarland",male,Not concerned at all,0.18207,64,12597,0.18154,0.18260
1996,"Rhineland-Palatinate, Saarland",female,Very concerned,0.29946,101,12597,0.29883,0.30008
1996,"Rhineland-Palatinate, Saarland",female,Somewhat concerned,0.47776,177,12597,0.47708,0.47845
1996,"Rhineland-Palatinate, Saarland",female,Not concerned at all,0.22278,73,12597,0.22221,0.22335
1996,Baden-Wuerttemberg,male,Very concerned,0.27268,242,12597,0.27224,0.27311
1996,Baden-Wuerttemberg,male,Somewhat concerned,0.53101,445,12597,0.53052,0.53151
1996,Baden-Wuerttemberg,male,Not concerned at all,0.19631,139,12597,0.19592,0.19670
1996,Baden-Wuerttemberg,female,Very concerned,0.31276,275,12597,0.31233,0.31319
1996,Baden-Wuerttemberg,female,Somewhat concerned,0.54751,462,12597,0.54705,0.54797
1996,Baden-Wuerttemberg,female,Not concerned at all,0.13973,125,12597,0.13941,0.14006
1996,Bavaria,male,Very concerned,0.31314,250,12597,0.31272,0.31356
1996,Bavaria,male,Somewhat concerned,0.51616,420,12597,0.51571,0.51661
1996,Bavaria,male,Not concerned at all,0.17070,141,12597,0.17036,0.17105
1996,Bavaria,female,Very concerned,0.34011,271,12597,0.33968,0.34054
1996,Bavaria,female,Somewhat concerned,0.52105,439,12597,0.52060,0.52151
1996,Bavaria,female,Not concerned at all,0.13883,113,12597,0.13852,0.13915
1996,Berlin,male,Very concerned,0.29572,75,12597,0.29496,0.29648
1996,Berlin,male,Somewhat concerned,0.42250,108,12597,0.42167,0.42332
1996,Berlin,male,Not concerned at all,0.28178,70,12597,0.28103,0.28253
1996,Berlin,female,Very concerned,0.29647,92,12597,0.29573,0.29720
1996,Berlin,female,Somewhat concerned,0.47464,138,12597,0.47384,0.47544
1996,Berlin,female,Not concerned at all,0.22890,51,12597,0.22822,0.22957
1996,Brandenburg,male,Very concerned,0.24032,67,12597,0.23950,0.24114
1996,Brandenburg,male,Somewhat concerned,0.53775,145,12597,0.53679,0.53871
1996,Brandenburg,male,Not concerned at all,0.22193,72,12597,0.22113,0.22272
1996,Brandenburg,female,Very concerned,0.28589,81,12597,0.28502,0.28675
1996,Brandenburg,female,Somewhat concerned,0.53727,175,12597,0.53632,0.53823
1996,Brandenburg,female,Not concerned at all,0.17684,53,12597,0.17611,0.17757
1996,Mecklenburg-Western Pomerania,male,Very concerned,0.24117,49,12597,0.24017,0.24217
1996,Mecklenburg-Western Pomerania,male,Somewhat concerned,0.56104,101,12597,0.55988,0.56220
1996,Mecklenburg-Western Pomerania,male,Not concerned at all,0.19779,41,12597,0.19685,0.19872
1996,Mecklenburg-Western Pomerania,female,Very concerned,0.28020,49,12597,0.27908,0.28133
1996,Mecklenburg-Western Pomerania,female,Somewhat concerned,0.71980,119,12597,0.71867,0.72092
1996,Saxony,male,Very concerned,0.26812,131,12597,0.26748,0.26876
1996,Saxony,male,Somewhat concerned,0.49378,264,12597,0.49305,0.49450
1996,Saxony,male,Not concerned at all,0.23810,124,12597,0.23749,0.23872
1996,Saxony,female,Very concerned,0.23733,139,12597,0.23674,0.23792
1996,Saxony,female,Somewhat concerned,0.55025,328,12597,0.54956,0.55094
1996,Saxony,female,Not concerned at all,0.21241,108,12597,0.21185,0.21298
1996,Saxony-Anhalt,male,Very concerned,0.29216,90,12597,0.29128,0.29303
1996,Saxony-Anhalt,male,Somewhat concerned,0.51461,164,12597,0.51365,0.51557
1996,Saxony-Anhalt,male,Not concerned at all,0.19323,57,12597,0.19247,0.19399
1996,Saxony-Anhalt,female,Very concerned,0.31417,109,12597,0.31334,0.31500
1996,Saxony-Anhalt,female,Somewhat concerned,0.50506,190,12597,0.50417,0.50596
1996,Saxony-Anhalt,female,Not concerned at all,0.18077,57,12597,0.18008,0.18146
1996,Thuringa,male,Very concerned,0.31050,99,12597,0.30956,0.31144
1996,Thuringa,male,Somewhat concerned,0.47139,149,12597,0.47038,0.47241
1996,Thuringa,male,Not concerned at all,0.21811,67,12597,0.21727,0.21895
1996,Thuringa,female,Very concerned,0.29636,89,12597,0.29547,0.29724
1996,Thuringa,female,Somewhat concerned,0.51930,188,12597,0.51833,0.52027
1996,Thuringa,female,Not concerned at all,0.18434,59,12597,0.18359,0.18509
1997,Schleswig-Holstein,male,Very concerned,0.30327,37,12518,0.30247,0.30408
1997,Schleswig-Holstein,male,Somewhat concerned,0.41621,54,12518,0.41535,0.41708
1997,Schleswig-Holstein,male,Not concerned at all,0.28051,37,12518,0.27973,0.28130
1997,Schleswig-Holstein,female,Very concerned,0.25633,32,12518,0.25555,0.25711
1997,Schleswig-Holstein,female,Somewhat concerned,0.49200,71,12518,0.49111,0.49289
1997,Schleswig-Holstein,female,Not concerned at all,0.25168,33,12518,0.25090,0.25245
1997,Hamburg,male,Somewhat concerned,1.00000,31,12518,1.00000,1.00000
1997,Lower Saxony,male,Very concerned,0.30086,151,12518,0.30032,0.30139
1997,Lower Saxony,male,Somewhat concerned,0.51168,258,12518,0.51110,0.51225
1997,Lower Saxony,male,Not concerned at all,0.18747,92,12518,0.18702,0.18792
1997,Lower Saxony,female,Very concerned,0.33797,168,12518,0.33745,0.33849
1997,Lower Saxony,female,Somewhat concerned,0.50361,289,12518,0.50305,0.50416
1997,Lower Saxony,female,Not concerned at all,0.15842,66,12518,0.15802,0.15883
1997,North Rhine-Westphalia,male,Very concerned,0.30539,380,12518,0.30504,0.30574
1997,North Rhine-Westphalia,male,Somewhat concerned,0.54717,617,12518,0.54679,0.54755
1997,North Rhine-Westphalia,male,Not concerned at all,0.14744,188,12518,0.14717,0.14771
1997,North Rhine-Westphalia,female,Very concerned,0.31347,434,12518,0.31314,0.31380
1997,North Rhine-Westphalia,female,Somewhat concerned,0.56032,719,12518,0.55996,0.56067
1997,North Rhine-Westphalia,female,Not concerned at all,0.12621,148,12518,0.12598,0.12645
1997,Hesse,male,Very concerned,0.31594,122,12518,0.31536,0.31652
1997,Hesse,male,Somewhat concerned,0.47020,206,12518,0.46957,0.47082
1997,Hesse,male,Not concerned at all,0.21386,82,12518,0.21335,0.21437
1997,Hesse,female,Very concerned,0.34656,137,12518,0.34597,0.34715
1997,Hesse,female,Somewhat concerned,0.46086,220,12518,0.46024,0.46147
1997,Hesse,female,Not concerned at all,0.19258,70,12518,0.19210,0.19307
1997,"Rhineland-Palatinate, Saarland",male,Very concerned,0.27128,93,12518,0.27068,0.27189
1997,"Rhineland-Palatinate, Saarland",male,Somewhat concerned,0.45504,155,12518,0.45436,0.45572
1997,"Rhineland-Palatinate, Saarland",male,Not concerned at all,0.27368,90,12518,0.27307,0.27428
1997,"Rhineland-Palatinate, Saarland",female,Very concerned,0.24264,95,12518,0.24206,0.24322
1997,"Rhineland-Palatinate, Saarland",female,Somewhat concerned,0.48540,173,12518,0.48472,0.48607
1997,"Rhineland-Palatinate, Saarland",female,Not concerned at all,0.27197,96,12518,0.27136,0.27257
1997,Baden-Wuerttemberg,male,Very concerned,0.32054,278,12518,0.32009,0.32100
1997,Baden-Wuerttemberg,male,Somewhat concerned,0.46740,401,12518,0.46692,0.46788
1997,Baden-Wuerttemberg,male,Not concerned at all,0.21206,156,12518,0.21166,0.21245
1997,Baden-Wuerttemberg,female,Very concerned,0.33086,290,12518,0.33042,0.33129
1997,Baden-Wuerttemberg,female,Somewhat concerned,0.54440,438,12518,0.54394,0.54486
1997,Baden-Wuerttemberg,female,Not concerned at all,0.12475,128,12518,0.12444,0.12505
1997,Bavaria,male,Very concerned,0.30278,234,12518,0.30236,0.30320
1997,Bavaria,male,Somewhat concerned,0.49063,399,12518,0.49018,0.49109
1997,Bavaria,male,Not concerned at all,0.20659,159,12518,0.20622,0.20696
1997,Bavaria,female,Very concerned,0.33822,263,12518,0.33779,0.33864
1997,Bavaria,female,Somewhat concerned,0.52006,446,12518,0.51961,0.52051
1997,Bavaria,female,Not concerned at all,0.14172,111,12518,0.14141,0.14203
1997,Berlin,male,Very concerned,0.25294,64,12518,0.25222,0.25367
1997,Berlin,male,Somewhat concerned,0.53340,125,12518,0.53257,0.53423
1997,Berlin,male,Not concerned at all,0.21366,53,12518,0.21297,0.21434
1997,Berlin,female,Very concerned,0.35038,94,12518,0.34959,0.35117
1997,Berlin,female,Somewhat concerned,0.47632,129,12518,0.47550,0.47715
1997,Berlin,female,Not concerned at all,0.17330,39,12518,0.17267,0.17392
1997,Brandenburg,male,Very concerned,0.25450,78,12518,0.25366,0.25534
1997,Brandenburg,male,Somewhat concerned,0.50903,142,12518,0.50807,0.50999
1997,Brandenburg,male,Not concerned at all,0.23647,69,12518,0.23565,0.23729
1997,Brandenburg,female,Very concerned,0.27844,81,12518,0.27757,0.27931
1997,Brandenburg,female,Somewhat concerned,0.55805,171,12518,0.55709,0.55901
1997,Brandenburg,female,Not concerned at all,0.16351,48,12518,0.16279,0.16422
1997,Mecklenburg-Western Pomerania,male,Very concerned,0.28910,50,12518,0.28806,0.29015
1997,Mecklenburg-Western Pomerania,male,Somewhat concerned,0.48762,94,12518,0.48647,0.48877
1997,Mecklenburg-Western Pomerania,male,Not concerned at all,0.22328,46,12518,0.22232,0.22424
1997,Mecklenburg-Western Pomerania,female,Very concerned,0.28930,54,12518,0.28824,0.29035
1997,Mecklenburg-Western Pomerania,female,Somewhat concerned,0.55495,105,12518,0.55379,0.55610
1997,Mecklenburg-Western Pomerania,female,Not concerned at all,0.15576,35,12518,0.15491,0.15660
1997,Saxony,male,Very concerned,0.25339,130,12518,0.25276,0.25401
1997,Saxony,male,Somewhat concerned,0.50522,251,12518,0.50450,0.50594
1997,Saxony,male,Not concerned at all,0.24140,130,12518,0.24078,0.24201
1997,Saxony,female,Very concerned,0.26609,157,12518,0.26547,0.26670
1997,Saxony,female,Somewhat concerned,0.56435,310,12518,0.56366,0.56504
1997,Saxony,female,Not concerned at all,0.16957,98,12518,0.16904,0.17009
1997,Saxony-Anhalt,male,Very concerned,0.27449,80,12518,0.27362,0.27535
1997,Saxony-Anhalt,male,Somewhat concerned,0.50022,153,12518,0.49924,0.50119
1997,Saxony-Anhalt,male,Not concerned at all,0.22530,75,12518,0.22449,0.22611
1997,Saxony-Anhalt,female,Very concerned,0.31733,111,12518,0.31649,0.31816
1997,Saxony-Anhalt,female,Somewhat concerned,0.49768,179,12518,0.49678,0.49857
1997,Saxony-Anhalt,female,Not concerned at all,0.18500,60,12518,0.18430,0.18569
1997,Thuringa,male,Very concerned,0.28844,88,12518,0.28753,0.28935
1997,Thuringa,male,Somewhat concerned,0.52264,166,12518,0.52164,0.52365
1997,Thuringa,male,Not concerned at all,0.18892,63,12518,0.18813,0.18970
1997,Thuringa,female,Very concerned,0.29129,95,12518,0.29043,0.29215
1997,Thuringa,female,Somewhat concerned,0.53815,183,12518,0.53721,0.53910
1997,Thuringa,female,Not concerned at all,0.17056,65,12518,0.16984,0.17127
1998,Schleswig-Holstein,male,Very concerned,0.28093,37,13801,0.28010,0.28175
1998,Schleswig-Holstein,male,Somewhat concerned,0.44922,76,13801,0.44831,0.45014
1998,Schleswig-Holstein,male,Not concerned at all,0.26985,44,13801,0.26904,0.27067
1998,Schleswig-Holstein,female,Very concerned,0.24042,46,13801,0.23967,0.24117
1998,Schleswig-Holstein,female,Somewhat concerned,0.46378,82,13801,0.46290,0.46466
1998,Schleswig-Holstein,female,Not concerned at all,0.29580,54,13801,0.29500,0.29660
1998,Hamburg,male,Somewhat concerned,1.00000,34,13801,1.00000,1.00000
1998,Hamburg,female,Somewhat concerned,1.00000,43,13801,1.00000,1.00000
1998,Lower Saxony,male,Very concerned,0.34117,196,13801,0.34064,0.34170
1998,Lower Saxony,male,Somewhat concerned,0.49717,294,13801,0.49661,0.49773
1998,Lower Saxony,male,Not concerned at all,0.16166,98,13801,0.16125,0.16208
1998,Lower Saxony,female,Very concerned,0.34430,202,13801,0.34377,0.34483
1998,Lower Saxony,female,Somewhat concerned,0.51049,312,13801,0.50993,0.51105
1998,Lower Saxony,female,Not concerned at all,0.14521,75,13801,0.14481,0.14560
1998,North Rhine-Westphalia,male,Very concerned,0.30369,419,13801,0.30335,0.30404
1998,North Rhine-Westphalia,male,Somewhat concerned,0.50871,670,13801,0.50834,0.50909
1998,North Rhine-Westphalia,male,Not concerned at all,0.18759,253,13801,0.18730,0.18789
1998,North Rhine-Westphalia,female,Very concerned,0.33410,485,13801,0.33376,0.33444
1998,North Rhine-Westphalia,female,Somewhat concerned,0.54321,782,13801,0.54285,0.54357
1998,North Rhine-Westphalia,female,Not concerned at all,0.12269,176,13801,0.12246,0.12293
1998,Hesse,male,Very concerned,0.32338,152,13801,0.32279,0.32397
1998,Hesse,male,Somewhat concerned,0.47131,206,13801,0.47069,0.47194
1998,Hesse,male,Not concerned at all,0.20531,101,13801,0.20480,0.20581
1998,Hesse,female,Very concerned,0.34647,170,13801,0.34588,0.34707
1998,Hesse,female,Somewhat concerned,0.46989,219,13801,0.46927,0.47051
1998,Hesse,female,Not concerned at all,0.18364,88,13801,0.18315,0.18412
1998,"Rhineland-Palatinate, Saarland",male,Very concerned,0.30706,112,13801,0.30642,0.30770
1998,"Rhineland-Palatinate, Saarland",male,Somewhat concerned,0.49280,192,13801,0.49212,0.49349
1998,"Rhineland-Palatinate, Saarland",male,Not concerned at all,0.20014,79,13801,0.19958,0.20069
1998,"Rhineland-Palatinate, Saarland",female,Very concerned,0.26611,112,13801,0.26552,0.26670
1998,"Rhineland-Palatinate, Saarland",female,Somewhat concerned,0.54914,223,13801,0.54847,0.54980
1998,"Rhineland-Palatinate, Saarland",female,Not concerned at all,0.18475,78,13801,0.18424,0.18527
1998,Baden-Wuerttemberg,male,Very concerned,0.32087,251,13801,0.32042,0.32133
1998,Baden-Wuerttemberg,male,Somewhat concerned,0.48495,450,13801,0.48446,0.48543
1998,Baden-Wuerttemberg,male,Not concerned at all,0.19418,177,13801,0.19379,0.19457
1998,Baden-Wuerttemberg,female,Very concerned,0.28205,260,13801,0.28162,0.28247
1998,Baden-Wuerttemberg,female,Somewhat concerned,0.56553,505,13801,0.56506,0.56600
1998,Baden-Wuerttemberg,female,Not concerned at all,0.15243,151,13801,0.15209,0.15277
1998,Bavaria,male,Very concerned,0.31098,282,13801,0.31055,0.31141
1998,Bavaria,male,Somewhat concerned,0.49094,436,13801,0.49048,0.49140
1998,Bavaria,male,Not concerned at all,0.19808,169,13801,0.19771,0.19845
1998,Bavaria,female,Very concerned,0.32834,301,13801,0.32792,0.32876
1998,Bavaria,female,Somewhat concerned,0.52056,515,13801,0.52011,0.52100
1998,Bavaria,female,Not concerned at all,0.15110,127,13801,0.15078,0.15142
1998,Berlin,male,Very concerned,0.30992,85,13801,0.30911,0.31073
1998,Berlin,male,Somewhat concerned,0.42640,103,13801,0.42553,0.42727
1998,Berlin,male,Not concerned at all,0.26368,56,13801,0.26291,0.26446
1998,Berlin,female,Very concerned,0.31688,96,13801,0.31609,0.31767
1998,Berlin,female,Somewhat concerned,0.46279,121,13801,0.46194,0.46364
1998,Berlin,female,Not concerned at all,0.22033,52,13801,0.21963,0.22104
1998,Brandenburg,male,Very concerned,0.32983,91,13801,0.32895,0.33072
1998,Brandenburg,male,Somewhat concerned,0.43843,133,13801,0.43750,0.43937
1998,Brandenburg,male,Not concerned at all,0.23173,76,13801,0.23094,0.23253
1998,Brandenburg,female,Very concerned,0.31966,80,13801,0.31878,0.32054
1998,Brandenburg,female,Somewhat concerned,0.45538,160,13801,0.45444,0.45632
1998,Brandenburg,female,Not concerned at all,0.22496,74,13801,0.22418,0.22575
1998,Mecklenburg-Western Pomerania,male,Very concerned,0.26759,48,13801,0.26655,0.26862
1998,Mecklenburg-Western Pomerania,male,Somewhat concerned,0.50327,105,13801,0.50210,0.50443
1998,Mecklenburg-Western Pomerania,male,Not concerned at all,0.22914,45,13801,0.22816,0.23013
1998,Mecklenburg-Western Pomerania,female,Very concerned,0.27251,46,13801,0.27139,0.27362
1998,Mecklenburg-Western Pomerania,female,Somewhat concerned,0.72749,133,13801,0.72638,0.72861
1998,Saxony,male,Very concerned,0.25429,148,13801,0.25367,0.25491
1998,Saxony,male,Somewhat concerned,0.47506,260,13801,0.47435,0.47577
1998,Saxony,male,Not concerned at all,0.27065,152,13801,0.27001,0.27128
1998,Saxony,female,Very concerned,0.25971,161,13801,0.25911,0.26032
1998,Saxony,female,Somewhat concerned,0.53342,311,13801,0.53273,0.53411
1998,Saxony,female,Not concerned at all,0.20687,128,13801,0.20630,0.20743
1998,Saxony-Anhalt,male,Very concerned,0.26662,82,13801,0.26577,0.26747
1998,Saxony-Anhalt,male,Somewhat concerned,0.48093,153,13801,0.47996,0.48189
1998,Saxony-Anhalt,male,Not concerned at all,0.25246,91,13801,0.25162,0.25329
1998,Saxony-Anhalt,female,Very concerned,0.31905,102,13801,0.31820,0.31991
1998,Saxony-Anhalt,female,Somewhat concerned,0.48822,176,13801,0.48730,0.48913
1998,Saxony-Anhalt,female,Not concerned at all,0.19273,77,13801,0.19200,0.19345
1998,Thuringa,male,Very concerned,0.30824,101,13801,0.30731,0.30917
1998,Thuringa,male,Somewhat concerned,0.51667,175,13801,0.51567,0.51767
1998,Thuringa,male,Not concerned at all,0.17509,73,13801,0.17433,0.17585
1998,Thuringa,female,Very concerned,0.32433,109,13801,0.32344,0.32522
1998,Thuringa,female,Somewhat concerned,0.52855,209,13801,0.52760,0.52950
1998,Thuringa,female,Not concerned at all,0.14712,55,13801,0.14644,0.14779
1999,Schleswig-Holstein,male,Somewhat concerned,0.75516,88,13330,0.75427,0.75604
1999,Schleswig-Holstein,male,Not concerned at all,0.24484,31,13330,0.24396,0.24573
1999,Schleswig-Holstein,female,Very concerned,0.30012,44,13330,0.29925,0.30099
1999,Schleswig-Holstein,female,Somewhat concerned,0.69988,101,13330,0.69901,0.70075
1999,Hamburg,male,Somewhat concerned,1.00000,35,13330,1.00000,1.00000
1999,Hamburg,female,Somewhat concerned,1.00000,42,13330,1.00000,1.00000
1999,Lower Saxony,male,Very concerned,0.34434,188,13330,0.34382,0.34487
1999,Lower Saxony,male,Somewhat concerned,0.48644,298,13330,0.48588,0.48699
1999,Lower Saxony,male,Not concerned at all,0.16922,95,13330,0.16881,0.16964
1999,Lower Saxony,female,Very concerned,0.35726,215,13330,0.35674,0.35779
1999,Lower Saxony,female,Somewhat concerned,0.51022,304,13330,0.50967,0.51077
1999,Lower Saxony,female,Not concerned at all,0.13251,60,13330,0.13214,0.13289
1999,North Rhine-Westphalia,male,Very concerned,0.31233,403,13330,0.31199,0.31267
1999,North Rhine-Westphalia,male,Somewhat concerned,0.53368,690,13330,0.53330,0.53405
1999,North Rhine-Westphalia,male,Not concerned at all,0.15399,199,13330,0.15373,0.15426
