year,migback,quintil_oecd,plj0047,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1994,Direct migration background,2nd Quintile,Not concerned at all,0.02152504065941404,42,1987,0.02138722559797479,0.02166285572085329
1994,Direct migration background,3rd Quintile,Very concerned,0.07501850592214038,151,1987,0.0747683558905434,0.07526865595373736
1994,Direct migration background,3rd Quintile,Somewhat concerned,0.08419045227022312,171,1987,0.08392676823292226,0.08445413630752398
1994,Direct migration background,3rd Quintile,Not concerned at all,0.020359853534208654,55,1987,0.020225740667173663,0.020493966401243645
1994,Direct migration background,4th Quintile,Very concerned,0.060737450190441106,105,1987,0.060510635272102604,0.06096426510877961
1994,Direct migration background,4th Quintile,Somewhat concerned,0.06345430075663419,125,1987,0.06322280403070489,0.06368579748256349
1994,Direct migration background,4th Quintile,Not concerned at all,0.01700085463518963,40,1987,0.016878093249495543,0.017123616020883716
1994,Direct migration background,5th Quintile,Very concerned,0.0183818783602932,36,1987,0.01825431790447508,0.018509438816111317
1994,Direct migration background,5th Quintile,Somewhat concerned,0.03160397865817878,68,1987,0.03143784898410903,0.03177010833224853
1994,Indirect migration background,1st Quintile,Very concerned,0.030388104074963878,62,1987,0.030225099195495136,0.03055110895443262
1994,Indirect migration background,1st Quintile,Somewhat concerned,0.01581247986999823,34,1987,0.01569401522575786,0.015930944514238602
1994,Indirect migration background,2nd Quintile,Very concerned,0.020040174898467045,43,1987,0.019907097370655873,0.020173252426278217
1994,Indirect migration background,2nd Quintile,Somewhat concerned,0.02145702233017383,36,1987,0.021319420403837615,0.021594624256510042
1994,Indirect migration background,3rd Quintile,Very concerned,0.014889016497329799,31,1987,0.01477400919380129,0.015004023800858307
1994,Indirect migration background,4th Quintile,Very concerned,0.014146732676902779,32,1987,0.014034586609623187,0.014258878744182371
1994,Indirect migration background,4th Quintile,Somewhat concerned,0.012157285747914262,34,1987,0.01205321898451216,0.012261352511316364
1995,Direct migration background,1st Quintile,Very concerned,0.1592213186443555,239,1792,0.15881212218259677,0.1596305151061142
1995,Direct migration background,1st Quintile,Somewhat concerned,0.11104375233395884,195,1792,0.11069237182005279,0.1113951328478649
1995,Direct migration background,1st Quintile,Not concerned at all,0.03511379137508003,52,1792,0.03490793357481822,0.03531964917534183
1995,Direct migration background,2nd Quintile,Very concerned,0.10357873389907218,189,1792,0.10323794786337508,0.10391951993476929
1995,Direct migration background,2nd Quintile,Somewhat concerned,0.10545563605670139,208,1792,0.10511213644091211,0.10579913567249066
1995,Direct migration background,2nd Quintile,Not concerned at all,0.030262308687818738,60,1792,0.03007072056492066,0.030453896810716814
1995,Direct migration background,3rd Quintile,Very concerned,0.06566374749148518,107,1792,0.06538673149508495,0.06594076348788541
1995,Direct migration background,3rd Quintile,Somewhat concerned,0.06967417718931179,144,1792,0.06938944020688441,0.06995891417173918
1995,Direct migration background,3rd Quintile,Not concerned at all,0.022759290851265556,39,1792,0.022592500641822916,0.022926081060708196
1995,Direct migration background,4th Quintile,Very concerned,0.03865741221209475,71,1792,0.038441813632053026,0.03887301079213647
1995,Direct migration background,4th Quintile,Somewhat concerned,0.06447622304896669,116,1792,0.06420154900256737,0.06475089709536601
1995,Direct migration background,4th Quintile,Not concerned at all,0.017080110803533343,40,1792,0.01693520198373487,0.017225019623331818
1995,Direct migration background,5th Quintile,Very concerned,0.03312306031832793,45,1792,0.032922916931395624,0.033323203705260235
1995,Direct migration background,5th Quintile,Somewhat concerned,0.022510733544897306,55,1792,0.022344835511319692,0.02267663157847492
1995,Indirect migration background,1st Quintile,Very concerned,0.03247810260466835,52,1792,0.03227985125974839,0.032676353949588316
1995,Indirect migration background,1st Quintile,Somewhat concerned,0.0219407718228397,41,1792,0.021776939743240808,0.022104603902438593
1995,Indirect migration background,2nd Quintile,Very concerned,0.02187415972801532,43,1792,0.021710570963794258,0.02203774849223638
1995,Indirect migration background,2nd Quintile,Somewhat concerned,0.026063425269843045,56,1792,0.025885240123170845,0.026241610416515244
1995,Indirect migration background,3rd Quintile,Somewhat concerned,0.019023244117764414,40,1792,0.018870465679942137,0.019176022555586692
1996,No migration background,1st Quintile,Very concerned,0.04215337143767141,442,12777,0.042104535442118576,0.04220220743322424
1996,No migration background,1st Quintile,Somewhat concerned,0.06962544349724775,767,12777,0.06956358650482712,0.06968730048966838
1996,No migration background,1st Quintile,Not concerned at all,0.027760605614821427,328,12777,0.027720677668251276,0.027800533561391578
1996,No migration background,2nd Quintile,Very concerned,0.04639103508064195,516,12777,0.04633991658149731,0.04644215357978659
1996,No migration background,2nd Quintile,Somewhat concerned,0.07887524621009319,1040,12777,0.07880973652812523,0.07894075589206115
1996,No migration background,2nd Quintile,Not concerned at all,0.02931824137423245,360,12777,0.029277241427494917,0.02935924132096998
1996,No migration background,3rd Quintile,Very concerned,0.05377530195733429,615,12777,0.0537204787462776,0.05383012516839099
1996,No migration background,3rd Quintile,Somewhat concerned,0.09055225139962349,1108,12777,0.09048250618696958,0.09062199661227739
1996,No migration background,3rd Quintile,Not concerned at all,0.028124301335908108,342,12777,0.02808412020711203,0.028164482464704186
1996,No migration background,4th Quintile,Very concerned,0.050541926854449436,603,12777,0.05048868665256585,0.05059516705633302
1996,No migration background,4th Quintile,Somewhat concerned,0.10229397054478562,1224,12777,0.10222032135229388,0.10236761973727736
1996,No migration background,4th Quintile,Not concerned at all,0.029706046764752178,364,12777,0.02966478479151554,0.029747308737988816
1996,No migration background,5th Quintile,Very concerned,0.048376477936482275,529,12777,0.048324331383272724,0.048428624489691825
1996,No migration background,5th Quintile,Somewhat concerned,0.11018006302664472,1136,12777,0.11010396410990289,0.11025616194338655
1996,No migration background,5th Quintile,Not concerned at all,0.03552469227093367,384,12777,0.0354797053137588,0.03556967922810854
1996,Direct migration background,1st Quintile,Very concerned,0.01905399328380093,368,12777,0.019020766258966204,0.019087220308635654
1996,Direct migration background,1st Quintile,Somewhat concerned,0.01660222339807571,361,12777,0.016571168962651556,0.016633277833499865
1996,Direct migration background,1st Quintile,Not concerned at all,0.0043724228291429895,68,12777,0.004356387220977193,0.004388458437308786
1996,Direct migration background,2nd Quintile,Very concerned,0.010068589240343085,237,12777,0.010044325219823211,0.010092853260862959
1996,Direct migration background,2nd Quintile,Somewhat concerned,0.01507025734372271,333,12777,0.015040647312808821,0.015099867374636599
1996,Direct migration background,2nd Quintile,Not concerned at all,0.005035134603871449,99,12777,0.005017932351478071,0.0050523368562648266
1996,Direct migration background,3rd Quintile,Very concerned,0.00863432360749701,152,12777,0.0086118378770364,0.00865680933795762
1996,Direct migration background,3rd Quintile,Somewhat concerned,0.013159237996997952,242,12777,0.013131542139807561,0.013186933854188343
1996,Direct migration background,3rd Quintile,Not concerned at all,0.004132349245107095,63,12777,0.004116758200203362,0.004147940290010828
1996,Direct migration background,4th Quintile,Very concerned,0.0064641361543543545,115,12777,0.006444659115870866,0.006483613192837843
1996,Direct migration background,4th Quintile,Somewhat concerned,0.012371497039485983,205,12777,0.01234463222562935,0.012398361853342615
1996,Direct migration background,4th Quintile,Not concerned at all,0.003869492160302203,63,12777,0.003854403141263804,0.0038845811793406016
1996,Direct migration background,5th Quintile,Very concerned,0.004329231706816225,59,12777,0.004313275149589809,0.00434518826404264
1996,Direct migration background,5th Quintile,Somewhat concerned,0.012776383328639961,153,12777,0.012749088043522785,0.012803678613757138
1996,Direct migration background,5th Quintile,Not concerned at all,0.003558560884830508,42,12777,0.003544088537032739,0.003573033232628277
1996,Indirect migration background,1st Quintile,Very concerned,0.0024968614654070683,62,12777,0.002484732318416513,0.0025089906123976235
1996,Indirect migration background,1st Quintile,Somewhat concerned,0.0028096828964019093,81,12777,0.002796818376574935,0.0028225474162288837
1996,Indirect migration background,2nd Quintile,Very concerned,0.0018859107071108067,55,12777,0.0018753661933839038,0.0018964552208377097
1996,Indirect migration background,2nd Quintile,Somewhat concerned,0.0018772439450333905,55,12777,0.0018667236423549297,0.0018877642477118514
1996,Indirect migration background,3rd Quintile,Very concerned,0.0015355663139783556,33,12777,0.001526049830711941,0.0015450827972447701
1996,Indirect migration background,3rd Quintile,Somewhat concerned,0.0017338073874342134,52,12777,0.0017236962618005123,0.0017439185130679144
1996,Indirect migration background,4th Quintile,Very concerned,0.0016621286246168464,38,12777,0.0016522283557787762,0.0016720288934549167
1996,Indirect migration background,4th Quintile,Somewhat concerned,0.001902292465001239,52,12777,0.0018917023403196942,0.0019128825896827838
1996,Indirect migration background,5th Quintile,Somewhat concerned,0.001399698066406049,31,12777,0.0013906117275640341,0.001408784405248064
1997,No migration background,1st Quintile,Very concerned,0.044978589343909345,468,12588,0.0449284362324677,0.04502874245535099
1997,No migration background,1st Quintile,Somewhat concerned,0.06458118045870984,681,12588,0.06452170408890878,0.06464065682851089
1997,No migration background,1st Quintile,Not concerned at all,0.026064838693652174,288,12588,0.026026283671649553,0.026103393715654795
1997,No migration background,2nd Quintile,Very concerned,0.04690646057442269,569,12588,0.046855295630016836,0.04695762551882854
1997,No migration background,2nd Quintile,Somewhat concerned,0.0777451280763587,972,12588,0.07768033173530017,0.07780992441741721
1997,No migration background,2nd Quintile,Not concerned at all,0.031148787400405012,385,12588,0.031106749837732445,0.03119082496307758
1997,No migration background,3rd Quintile,Very concerned,0.056241678559558396,624,12588,0.056185928164927554,0.05629742895418924
1997,No migration background,3rd Quintile,Somewhat concerned,0.08701402998438415,1065,12588,0.08694582515837669,0.08708223481039161
1997,No migration background,3rd Quintile,Not concerned at all,0.026171246071991852,351,12588,0.02613261454194587,0.026209877602037836
1997,No migration background,4th Quintile,Very concerned,0.053299479329982524,601,12588,0.053245122239430356,0.05335383642053469
1997,No migration background,4th Quintile,Somewhat concerned,0.09510281438649734,1171,12588,0.09503182642332762,0.09517380234966706
1997,No migration background,4th Quintile,Not concerned at all,0.036254772467131074,412,12588,0.0362095398075462,0.03630000512671595
1997,No migration background,5th Quintile,Very concerned,0.05005149662540932,558,12588,0.049998731499663614,0.05010426175115503
1997,No migration background,5th Quintile,Somewhat concerned,0.11035234604037762,1172,12588,0.11027652526592428,0.11042816681483096
1997,No migration background,5th Quintile,Not concerned at all,0.03569563022313806,371,12588,0.035650734703113605,0.03574052574316252
1997,Direct migration background,1st Quintile,Very concerned,0.017415376640549925,312,12588,0.0173837218219316,0.01744703145916825
1997,Direct migration background,1st Quintile,Somewhat concerned,0.01904270700385129,357,12588,0.01900963368294842,0.019075780324754158
1997,Direct migration background,1st Quintile,Not concerned at all,0.0055201872071982535,90,12588,0.005502257908565896,0.005538116505830611
1997,Direct migration background,2nd Quintile,Very concerned,0.010458548296390844,234,12588,0.010433930957134177,0.010483165635647511
1997,Direct migration background,2nd Quintile,Somewhat concerned,0.014011332992227874,313,12588,0.013982890732313099,0.01403977525214265
1997,Direct migration background,2nd Quintile,Not concerned at all,0.006333496240884453,112,12588,0.006314299367716217,0.00635269311405269
1997,Direct migration background,3rd Quintile,Very concerned,0.008112284832789985,143,12588,0.00809057825979118,0.008133991405788792
1997,Direct migration background,3rd Quintile,Somewhat concerned,0.011872047055989064,203,12588,0.011845837611921218,0.01189825650005691
1997,Direct migration background,3rd Quintile,Not concerned at all,0.004446370227614933,65,12588,0.004430270313742966,0.0044624701414869
1997,Direct migration background,4th Quintile,Very concerned,0.007661151832729964,111,12588,0.007640052659227263,0.007682251006232665
1997,Direct migration background,4th Quintile,Somewhat concerned,0.01120801454929537,196,12588,0.011182540075390735,0.011233489023200005
1997,Direct migration background,4th Quintile,Not concerned at all,0.004061882396664011,63,12588,0.004046491346213579,0.004077273447114443
1997,Direct migration background,5th Quintile,Very concerned,0.004851234782743102,67,12588,0.004834421265914299,0.004868048299571906
1997,Direct migration background,5th Quintile,Somewhat concerned,0.010377984776421495,133,12588,0.010353461437480574,0.010402508115362415
1997,Direct migration background,5th Quintile,Not concerned at all,0.004533147016716865,49,12588,0.004516891464939772,0.004549402568493959
1997,Indirect migration background,1st Quintile,Very concerned,0.0023588314550271835,51,12588,0.0023470926457023877,0.0023705702643519793
1997,Indirect migration background,1st Quintile,Somewhat concerned,0.0031923466459861777,74,12588,0.0031786961284970407,0.003205997163475315
1997,Indirect migration background,2nd Quintile,Very concerned,0.0019510352526484614,54,12588,0.001940357081079696,0.001961713424217227
1997,Indirect migration background,2nd Quintile,Somewhat concerned,0.0027291101025408247,76,12588,0.002716485854712999,0.0027417343503686503
1997,Indirect migration background,2nd Quintile,Not concerned at all,0.00110326027216436,31,12588,0.001095227088440893,0.0011112934558878272
1997,Indirect migration background,3rd Quintile,Somewhat concerned,0.002335774284902814,49,12588,0.002324092853899358,0.00234745571590627
1997,Indirect migration background,4th Quintile,Very concerned,0.0015737429367034968,35,12588,0.001564150845360573,0.0015833350280464206
1997,Indirect migration background,4th Quintile,Somewhat concerned,0.001855132905516265,40,12588,0.0018447199811186066,0.0018655458299139235
1997,Indirect migration background,5th Quintile,Somewhat concerned,0.0013865220565148384,42,12588,0.0013775177449298574,0.0013955263680998195
1998,No migration background,1st Quintile,Very concerned,0.04298832217968244,445,12051,0.042934555784049894,0.04304208857531498
1998,No migration background,1st Quintile,Somewhat concerned,0.06843993935431424,712,12051,0.06837300681596171,0.06850687189266676
1998,No migration background,1st Quintile,Not concerned at all,0.021821075055500228,247,12051,0.021782347125948995,0.02185980298505146
1998,No migration background,2nd Quintile,Very concerned,0.048590958080703336,543,12051,0.048533962861848086,0.04864795329955859
1998,No migration background,2nd Quintile,Somewhat concerned,0.07781238521820709,912,12051,0.07774137659961146,0.07788339383680272
1998,No migration background,2nd Quintile,Not concerned at all,0.02997113547715548,385,12051,0.02992593729330267,0.030016333661008292
1998,No migration background,3rd Quintile,Very concerned,0.05078333449836022,577,12051,0.05072513485257623,0.05084153414414421
1998,No migration background,3rd Quintile,Somewhat concerned,0.08706558587290293,1036,12051,0.08699085154899902,0.08714032019680684
1998,No migration background,3rd Quintile,Not concerned at all,0.03197340588214541,399,12051,0.03192677054165202,0.032020041222638795
1998,No migration background,4th Quintile,Very concerned,0.05413094921518282,611,12051,0.05407096798255882,0.054190930447806825
1998,No migration background,4th Quintile,Somewhat concerned,0.09258433288714046,1101,12051,0.09250749968299951,0.09266116609128142
1998,No migration background,4th Quintile,Not concerned at all,0.0355519393790732,423,12051,0.035502854454532225,0.03560102430361418
1998,No migration background,5th Quintile,Very concerned,0.05057468780340055,524,12051,0.05051660145631495,0.05063277415048614
1998,No migration background,5th Quintile,Somewhat concerned,0.10304497252070559,1084,12051,0.10296438351540466,0.10312556152600652
1998,No migration background,5th Quintile,Not concerned at all,0.036386635540230826,376,12051,0.036336999238606976,0.036436271841854675
1998,Direct migration background,1st Quintile,Very concerned,0.021638176869343932,314,12051,0.02159960797942541,0.021676745759262456
1998,Direct migration background,1st Quintile,Somewhat concerned,0.01767170295329122,299,12051,0.017636777296179355,0.017706628610403088
1998,Direct migration background,1st Quintile,Not concerned at all,0.0074022192467251705,110,12051,0.007379497344883372,0.007424941148566969
1998,Direct migration background,2nd Quintile,Very concerned,0.010870276148248138,207,12051,0.010842789361554443,0.010897762934941832
1998,Direct migration background,2nd Quintile,Somewhat concerned,0.015462448156730157,281,12051,0.01542974178803004,0.015495154525430273
1998,Direct migration background,2nd Quintile,Not concerned at all,0.003783742179729559,73,12051,0.003767467418040724,0.003800016941418394
1998,Direct migration background,3rd Quintile,Very concerned,0.008095093565219192,112,12051,0.008071340316682532,0.008118846813755852
1998,Direct migration background,3rd Quintile,Somewhat concerned,0.011963213189429172,193,12051,0.011934393616843543,0.011992032762014802
1998,Direct migration background,3rd Quintile,Not concerned at all,0.005445888629857992,79,12051,0.005426380050545409,0.005465397209170574
1998,Direct migration background,4th Quintile,Very concerned,0.008520039806312975,108,12051,0.008495676297258826,0.008544403315367124
1998,Direct migration background,4th Quintile,Somewhat concerned,0.010272384689372199,154,12051,0.010245656438512916,0.010299112940231482
1998,Direct migration background,4th Quintile,Not concerned at all,0.0039649358098473595,49,12051,0.003948277441866022,0.003981594177828697
1998,Direct migration background,5th Quintile,Very concerned,0.005210699954253001,54,12051,0.005191615021106741,0.005229784887399262
1998,Direct migration background,5th Quintile,Somewhat concerned,0.01005955900612929,120,12051,0.010033106241867606,0.010086011770390976
1998,Direct migration background,5th Quintile,Not concerned at all,0.0032910018361574952,37,12051,0.0032758199647323284,0.003306183707582662
1998,Indirect migration background,1st Quintile,Very concerned,0.003358318172741095,62,12051,0.0033429823351646955,0.003373654010317495
1998,Indirect migration background,1st Quintile,Somewhat concerned,0.004985618624669586,96,12051,0.004966948326095943,0.005004288923243228
1998,Indirect migration background,2nd Quintile,Very concerned,0.00208238216094436,48,12051,0.002070298330589162,0.0020944659912995583
1998,Indirect migration background,2nd Quintile,Somewhat concerned,0.0032143121790252755,71,12051,0.0031993076633702183,0.0032293166946803327
1998,Indirect migration background,3rd Quintile,Very concerned,0.002019461197427076,36,12051,0.002007560953872577,0.0020313614409815752
1998,Indirect migration background,3rd Quintile,Somewhat concerned,0.003009802219698883,53,12051,0.0029952813883774862,0.0030243230510202798
1998,Indirect migration background,4th Quintile,Very concerned,0.0025245896155585393,37,12051,0.002511287413140106,0.0025378918179769726
1998,Indirect migration background,4th Quintile,Somewhat concerned,0.0021624664801131077,50,12051,0.0021501529757863885,0.002174779984439827
1998,Indirect migration background,5th Quintile,Somewhat concerned,0.0012720083444703514,33,12051,0.001262560219077041,0.0012814564698636617
1999,No migration background,1st Quintile,Very concerned,0.039547530557243755,482,13486,0.039500609890955295,0.039594451223532216
1999,No migration background,1st Quintile,Somewhat concerned,0.07567029506971455,955,13486,0.07560662391656175,0.07573396622286735
1999,No migration background,1st Quintile,Not concerned at all,0.022484860595997906,266,13486,0.02244916838986226,0.022520552802133553
1999,No migration background,2nd Quintile,Very concerned,0.04659080121077263,626,13486,0.046540060528203135,0.046641541893342124
1999,No migration background,2nd Quintile,Somewhat concerned,0.08742166845770057,1193,13486,0.08735366810451153,0.0874896688108896
1999,No migration background,2nd Quintile,Not concerned at all,0.02407301413108798,309,13486,0.024036112934800756,0.024109915327375206
1999,No migration background,3rd Quintile,Very concerned,0.0466598933408756,622,13486,0.04660911688907891,0.04671066979267229
1999,No migration background,3rd Quintile,Somewhat concerned,0.09483899911388871,1306,13486,0.09476846114589091,0.09490953708188651
1999,No migration background,3rd Quintile,Not concerned at all,0.027659415738861406,356,13486,0.027619933910673477,0.027698897567049335
1999,No migration background,4th Quintile,Very concerned,0.0582010458371866,728,13486,0.058144680638400274,0.05825741103597292
1999,No migration background,4th Quintile,Somewhat concerned,0.09765078126018263,1302,13486,0.09757931653447642,0.09772224598588884
1999,No migration background,4th Quintile,Not concerned at all,0.026907368122374466,321,13486,0.026868411683577786,0.026946324561171145
1999,No migration background,5th Quintile,Very concerned,0.05705907569008249,668,13486,0.057003232379709584,0.0571149190004554
1999,No migration background,5th Quintile,Somewhat concerned,0.11288705333725735,1365,13486,0.11281086682825772,0.11296323984625697
1999,No migration background,5th Quintile,Not concerned at all,0.02853955474719575,314,13486,0.028499467825801962,0.02857964166858954
1999,Direct migration background,1st Quintile,Very concerned,0.012408258962961487,221,13486,0.012381608135616153,0.012434909790306821
1999,Direct migration background,1st Quintile,Somewhat concerned,0.01929799791992644,348,13486,0.019264877853031548,0.019331117986821335
1999,Direct migration background,1st Quintile,Not concerned at all,0.007136481563063161,122,13486,0.007116216246255182,0.007156746879871141
1999,Direct migration background,2nd Quintile,Very concerned,0.010093110816705265,202,13486,0.0100690463500458,0.01011717528336473
1999,Direct migration background,2nd Quintile,Somewhat concerned,0.014586621321196765,283,13486,0.014557757546352475,0.014615485096041055
1999,Direct migration background,2nd Quintile,Not concerned at all,0.006443725455663665,114,13486,0.006424462128702287,0.006462988782625042
1999,Direct migration background,3rd Quintile,Very concerned,0.006941768338349265,123,13486,0.00692177943524838,0.0069617572414501505
1999,Direct migration background,3rd Quintile,Somewhat concerned,0.012582829752448994,204,13486,0.012555994477801946,0.012609665027096041
1999,Direct migration background,3rd Quintile,Not concerned at all,0.005335297216568517,80,13486,0.00531775904925245,0.005352835383884583
1999,Direct migration background,4th Quintile,Very concerned,0.008570707049617158,100,13486,0.008548514574303504,0.008592899524930812
1999,Direct migration background,4th Quintile,Somewhat concerned,0.009782294074505685,152,13486,0.009758599318130935,0.009805988830880435
1999,Direct migration background,4th Quintile,Not concerned at all,0.0030809983769302255,51,13486,0.0030676557231049256,0.0030943410307555253
1999,Direct migration background,5th Quintile,Very concerned,0.00508360179501915,69,13486,0.0050664801454763835,0.005100723444561917
1999,Direct migration background,5th Quintile,Somewhat concerned,0.009164536752465428,100,13486,0.009141595211995812,0.009187478292935043
1999,Indirect migration background,1st Quintile,Very concerned,0.0033863076824949085,64,13486,0.003372321693587837,0.00340029367140198
1999,Indirect migration background,1st Quintile,Somewhat concerned,0.0036579631298552288,80,13486,0.0036434289531625387,0.003672497306547919
1999,Indirect migration background,1st Quintile,Not concerned at all,0.001763138479950093,32,13486,0.0017530383593363306,0.0017732386005638553
1999,Indirect migration background,2nd Quintile,Very concerned,0.0023478311156365,54,13486,0.0023361794087938593,0.0023594828224791403
1999,Indirect migration background,2nd Quintile,Somewhat concerned,0.0029453963641561773,70,13486,0.0029323497478131095,0.002958442980499245
1999,Indirect migration background,3rd Quintile,Very concerned,0.0016791963525649865,46,13486,0.0016693391802526894,0.0016890535248772836
1999,Indirect migration background,3rd Quintile,Somewhat concerned,0.002640700370645869,58,13486,0.002628345109460229,0.0026530556318315095
1999,Indirect migration background,4th Quintile,Very concerned,0.001888351001610651,35,13486,0.0018778990480765659,0.001898802955144736
1999,Indirect migration background,4th Quintile,Somewhat concerned,0.002991528897242034,65,13486,0.002978380810153419,0.003004676984330649
2000,No migration background,1st Quintile,Very concerned,0.036804773417404416,448,13037,0.036741794784667124,0.03686775205014171
2000,No migration background,1st Quintile,Somewhat concerned,0.07531842436663161,901,13037,0.07523015079312548,0.07540669794013774
2000,No migration background,1st Quintile,Not concerned at all,0.029209865782728852,336,13037,0.02915353945332777,0.029266192112129934
2000,No migration background,2nd Quintile,Very concerned,0.03998372155364073,511,13037,0.03991818782196025,0.04004925528532121
2000,No migration background,2nd Quintile,Somewhat concerned,0.08730877195778186,1189,13037,0.08721434959344537,0.08740319432211835
2000,No migration background,2nd Quintile,Not concerned at all,0.0289261610897996,358,13037,0.02887010077654198,0.028982221403057222
2000,No migration background,3rd Quintile,Very concerned,0.0467847907124411,596,13037,0.046714153781758555,0.04685542764312364
2000,No migration background,3rd Quintile,Somewhat concerned,0.09418718366947561,1262,13037,0.09408948264245019,0.09428488469650102
