year,pgisced97,sex,ple0013,proportion,n,lower_confidence,upper_confidence
2015,higher education,maennlich,Ja,0.0060593654042988745,38036,0.005279441113904535,0.006839289694693214
2015,inadequately,maennlich,Nein,0.006018423746161719,38036,0.005241122792532093,0.006795724699791346
2015,in school,maennlich,Nein,0.00593654042988741,38036,0.00516451354935349,0.0067085673104213305
2015,general elemantary,weiblich,Ja,0.005240532241555783,38036,0.004514918679541669,0.005966145803569897
2015,vocational + Abi,weiblich,Ja,0.0029068577277379733,38036,0.0023658064776391377,0.003447908977836809
2015,higher vocational,maennlich,Ja,0.0020880245649948824,38036,0.0016292782686287144,0.0025467708613610505
2015,general elemantary,maennlich,Ja,0.0020470829068577278,38036,0.0015928470709073762,0.0025013187428080796
2015,vocational + Abi,maennlich,Ja,0.001473899692937564,38036,0.0010883571328646716,0.0018594422530104563
2015,higher vocational,weiblich,Ja,0.0011463664278403276,38036,0.0008062940889217453,0.00148643876675891
2015,inadequately,weiblich,Ja,0.001105424769703173,38036,0.0007714735183397821,0.0014393760210665639
2015,in school,weiblich,Ja,0.0006550665301944729,38036,0.000397932791401305,0.0009122002689876408
2015,inadequately,maennlich,Ja,0.0005731832139201638,38036,0.00033264677182355887,0.0008137196560167688
2015,in school,maennlich,Ja,0.00040941658137154553,38036,0.00020610952895994223,0.0006127236337831488
2017,middle vocational,weiblich,Nein,0.236051667630615,45410,0.23214581502410944,0.23995752023712055
2017,middle vocational,maennlich,Nein,0.19814921920185077,45410,0.1944829590267777,0.20181547937692385
2017,higher education,maennlich,Nein,0.1189512242143821,45410,0.11597363519331459,0.12192881323544962
2017,higher education,weiblich,Nein,0.1180258338153075,45410,0.1150582923826804,0.1209933752479346
2017,general elemantary,weiblich,Nein,0.05945633314054367,45410,0.05728128505434646,0.061631381226740875
2017,vocational + Abi,weiblich,Nein,0.05008675534991325,45410,0.048080511394262636,0.05209299930556386
2017,general elemantary,maennlich,Nein,0.038288027761711974,45410,0.036523069945995,0.040052985577428944
2017,higher vocational,maennlich,Nein,0.03427800269905533,45410,0.032604547320592876,0.03595145807751778
2017,vocational + Abi,maennlich,Nein,0.029882398303450936,45410,0.028316367725579987,0.031448428881321884
2017,higher vocational,weiblich,Nein,0.021515326778484674,45410,0.020180787663439746,0.0228498658935296
2017,middle vocational,weiblich,Ja,0.018006554848660112,45410,0.016783488748504688,0.019229620948815536
2017,middle vocational,maennlich,Ja,0.013109697320223636,45410,0.012063506045819952,0.01415588859462732
2017,inadequately,weiblich,Nein,0.009253903990746095,45410,0.00837321209495605,0.010134595886536141
2017,in school,weiblich,Nein,0.007981492192018508,45410,0.007163060846403765,0.008799923537633252
2017,higher education,weiblich,Ja,0.00771158665895508,45410,0.006907003103059458,0.008516170214850703
2017,in school,maennlich,Nein,0.006747638326585695,45410,0.005994653852046045,0.007500622801125346
2017,inadequately,maennlich,Nein,0.006631964526701369,45410,0.005885418637685867,0.007378510415716871
2017,higher education,maennlich,Ja,0.006516290726817042,45410,0.005776240967681613,0.007256340485952472
2017,general elemantary,weiblich,Ja,0.00535955272797378,45410,0.004688003812089247,0.0060311016438583135
2017,vocational + Abi,weiblich,Ja,0.0037015615962984385,45410,0.0031430045491286666,0.00426011864346821
2017,general elemantary,maennlich,Ja,0.002506265664160401,45410,0.002046380964610014,0.002966150363710788
2017,higher vocational,maennlich,Ja,0.002120686331212647,45410,0.0016975721818465938,0.0025438004805787
2017,vocational + Abi,maennlich,Ja,0.0016579911316753422,45410,0.0012837848315107687,0.0020321974318399157
2017,higher vocational,weiblich,Ja,0.0013109697320223637,45410,0.0009781632376243603,0.001643776226420367
2017,inadequately,weiblich,Ja,0.000963948332369385,45410,0.0006785195407513689,0.0012493771239874012
2017,in school,maennlich,Ja,0.0006940427993059572,45410,0.0004518157242606895,0.0009362698743512249
2017,inadequately,maennlich,Ja,0.0006169269327164065,45410,0.00038854424467732365,0.0008453096207554893
2017,in school,weiblich,Ja,0.0004241372662425294,45410,0.0002347540808454971,0.0006135204516395617
2019,middle vocational,weiblich,Nein,0.22285418821096173,42417,0.21889370886852927,0.2268146675533942
2019,middle vocational,maennlich,Nein,0.1867790947418662,42417,0.18307011469428602,0.19048807478944635
2019,higher education,maennlich,Nein,0.13678307215018695,42417,0.13351296300774268,0.14005318129263122
2019,higher education,weiblich,Nein,0.12437355818948373,42417,0.12123298036212016,0.1275141360168473
2019,general elemantary,weiblich,Nein,0.051467663670352395,42417,0.0493649536012614,0.05357037373944339
2019,vocational + Abi,weiblich,Nein,0.049677829926020205,42417,0.04761005704399016,0.051745602808050246
2019,higher vocational,maennlich,Nein,0.04068888712115186,42417,0.038808688454703484,0.042569085787600235
2019,general elemantary,maennlich,Nein,0.036950123299657946,42417,0.0351549001797086,0.03874534641960729
2019,vocational + Abi,maennlich,Nein,0.030984010818550633,42417,0.029335011841832345,0.03263300979526892
2019,higher vocational,weiblich,Nein,0.021597327181608464,42417,0.020213936277784554,0.022980718085432374
2019,middle vocational,weiblich,Ja,0.018534722774640043,42417,0.017251161476401537,0.01981828407287855
2019,middle vocational,maennlich,Ja,0.01479595895314613,42417,0.013646957050249497,0.015944960856042762
2019,higher education,maennlich,Ja,0.009187813220905259,42417,0.00827980904568746,0.010095817396123058
2019,higher education,weiblich,Ja,0.008988942804868347,42417,0.008090729145144145,0.00988715646459255
2019,inadequately,weiblich,Nein,0.007716172142232121,42417,0.0068834406150180515,0.008548903669446191
2019,in school,maennlich,Nein,0.006483175562803278,42417,0.00571939676052531,0.0072469543650812455
2019,inadequately,maennlich,Nein,0.006244531063558985,42417,0.0054948513174383085,0.006994210809679661
2019,in school,weiblich,Nein,0.006125208813936839,42417,0.005382681585636916,0.006867736042236762
2019,general elemantary,weiblich,Ja,0.005170630816959669,42417,0.00448808444762161,0.005853177186297728
2019,vocational + Abi,weiblich,Ja,0.0038580860711160607,42417,0.003268112360428999,0.004448059781803122
2019,general elemantary,maennlich,Ja,0.0025455413252724523,42417,0.0020660036752124704,0.0030250789753324342
2019,higher vocational,maennlich,Ja,0.0023466709092355422,42417,0.0018862001895339695,0.002807141628937115
2019,vocational + Abi,maennlich,Ja,0.002068252326783868,42417,0.0016358995255071752,0.0025006051280605603
2019,higher vocational,weiblich,Ja,0.001670511494710047,42417,0.001281871241297366,0.002059151748122728
2019,inadequately,weiblich,Ja,0.0009943520801845517,42417,0.0006944080919362958,0.0012942960684328075
2019,inadequately,maennlich,Ja,0.000556837164903349,42417,0.0003323304918028779,0.0007813438380038201
2019,in school,weiblich,Ja,0.0003579667488664386,42417,0.00017794304405967338,0.0005379904536732038
2019,in school,maennlich,Ja,0.00019887041603691035,42417,6.46779915577373e-05,0.0003330628405160834
2021,middle vocational,weiblich,Nein,0.19450190528034839,27598,0.1898319636225657,0.19917184693813106
2021,middle vocational,maennlich,Nein,0.16908002177463255,27598,0.1646577745884363,0.1735022689608288
2021,higher education,maennlich,Nein,0.14910179640718563,27598,0.14489939524824214,0.15330419756612912
2021,higher education,weiblich,Nein,0.13549265106151334,27598,0.1314547145981031,0.1395305875249236
2021,vocational + Abi,weiblich,Nein,0.048557430593358736,27598,0.046021505596558494,0.05109335559015898
2021,general elemantary,weiblich,Nein,0.045345672291780076,27598,0.04289091667969857,0.04780042790386158
2021,general elemantary,maennlich,Nein,0.04055525313010343,27598,0.03822796149202803,0.04288254476817883
2021,vocational + Abi,maennlich,Nein,0.031192161132280894,27598,0.02914119343117096,0.033243128833390825
2021,higher vocational,maennlich,Nein,0.031083287969515514,27598,0.029035787709675593,0.03313078822935543
2021,inadequately,maennlich,Nein,0.026075122482308113,27598,0.024194969558264705,0.02795527540635152
2021,inadequately,weiblich,Nein,0.021665759390310287,27598,0.01994805727335359,0.023383461507266983
2021,middle vocational,weiblich,Ja,0.02079477408818726,27598,0.019111203884791653,0.02247834429158287
2021,higher vocational,weiblich,Nein,0.019869352204681546,27598,0.018222892504979236,0.021515811904383855
2021,middle vocational,maennlich,Ja,0.012683723462166577,27598,0.011363435094686894,0.01400401182964626
2021,higher education,weiblich,Ja,0.01181273816004355,27598,0.010538025847697134,0.013087450472389964
2021,higher education,maennlich,Ja,0.010288513881328253,27598,0.009097963179467579,0.011479064583188927
2021,general elemantary,weiblich,Ja,0.006695699510070767,27598,0.005733519341067332,0.0076578796790742025
2021,in school,weiblich,Nein,0.004844855743059336,27598,0.00402563094961569,0.005664080536502981
2021,in school,maennlich,Nein,0.004844855743059336,27598,0.00402563094961569,0.005664080536502981
2021,vocational + Abi,weiblich,Ja,0.004463799673380512,27598,0.0036773007316211587,0.005250298615139865
2021,vocational + Abi,maennlich,Ja,0.002231899836690256,27598,0.0016751380448551637,0.0027886616285253485
2021,general elemantary,maennlich,Ja,0.002231899836690256,27598,0.0016751380448551637,0.0027886616285253485
2021,higher vocational,maennlich,Ja,0.0017964071856287425,27598,0.001296799371524784,0.002296014999732701
2021,inadequately,weiblich,Ja,0.0015786608600979858,27598,0.001110258996524142,0.0020470627236718296
2021,higher vocational,weiblich,Ja,0.0013609145345672292,27598,0.0009259669010293484,0.00179586216810511
2021,inadequately,maennlich,Ja,0.0011431682090364726,27598,0.0007444886606821658,0.0015418477573907793
2021,in school,maennlich,Ja,0.0004899292324442025,27598,0.00022884687234762398,0.000751011592540781
2021,in school,weiblich,Ja,0.00021774632553075667,27598,4.36677214168213e-05,0.00039182492964469205
