year,pgisced97,ple0013,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,First Stage of Tertiary Education,Yes,0.05743,101,1657,0.04623,0.06864
2019,First Stage of Tertiary Education,No,0.94257,1556,1657,0.93136,0.95377
2019,Second Stage of Tertiary Education,Yes,0.07257,457,7023,0.06651,0.07864
2019,Second Stage of Tertiary Education,No,0.92136,6566,7023,0.91506,0.92765
2021,Pre-primary Level,No,0.44717,178,178,0.37392,0.52042
2021,Primary Level,Yes,0.07809,50,927,0.06081,0.09538
2021,Primary Level,No,0.83700,877,927,0.81321,0.86079
2021,Lower Secondary Level,Yes,0.11160,165,1744,0.09682,0.12638
2021,Lower Secondary Level,No,0.85469,1579,1744,0.83814,0.87123
2021,Upper Secondary Level,Yes,0.08830,616,7298,0.08179,0.09481
2021,Upper Secondary Level,No,0.89810,6682,7298,0.89116,0.90504
2021,Post-secondary Non-tertiary Level,Yes,0.07272,124,1589,0.05995,0.08549
2021,Post-secondary Non-tertiary Level,No,0.92286,1465,1589,0.90974,0.93598
2021,First Stage of Tertiary Education,Yes,0.04053,58,992,0.02826,0.05281
2021,First Stage of Tertiary Education,No,0.95219,934,992,0.93891,0.96548
2021,Second Stage of Tertiary Education,Yes,0.07999,406,5635,0.07291,0.08708
2021,Second Stage of Tertiary Education,No,0.90959,5229,5635,0.90210,0.91708
